team,conf,adjem,adjo,adjd,luck
Pepperdine,WCC,2.93,113.7,110.8,-.001
Butler,Horz,2.77,107.5,104.7,-.038
Colorado St.,MWC,2.63,104.3,101.6,.008
USC,P10,2.32,104.6,102.3,.086
Minnesota,B10,2.23,105.2,103.0,-.034
Georgia St.,ASun,1.88,104.5,102.6,.040
Middle Tennessee,SB,1.81,103.4,101.6,.026
SMU,WAC,1.72,105.2,103.5,.001
Davidson,SC,1.55,103.6,102.1,.043
Ball St.,MAC,1.47,103.3,101.9,-.013
Stephen F. Austin,Slnd,1.45,99.6,98.2,-.075
Hofstra,CAA,1.42,105.7,104.3,-.007
Oral Roberts,MCon,1.30,109.4,108.1,.007
Arizona St.,P10,1.29,107.6,106.3,-.049
Georgia Southern,SC,1.27,100.9,99.6,-.016
UCLA,P10,1.24,102.7,101.4,.017
Chattanooga,SC,1.18,111.2,110.0,.043
Duquesne,A10,1.01,104.5,103.5,-.052
UMKC,MCon,0.72,105.7,105.0,-.069
Ohio St.,B10,0.71,107.9,107.2,.056
Oregon St.,P10,0.66,102.8,102.1,.003
Delaware,CAA,0.62,99.3,98.6,.028
Arkansas Little Rock,SB,0.58,101.0,100.4,-.052
Valparaiso,MCon,0.53,100.1,99.6,.068
Tulsa,WAC,0.16,102.2,102.0,-.099
TCU,CUSA,0.08,102.9,102.8,-.001
Drake,MVC,-0.03,100.9,100.9,-.012
Green Bay,Horz,-0.04,101.7,101.7,.105
Santa Clara,WCC,-0.13,101.8,102.0,.035
Idaho,BW,-0.31,99.7,100.0,-.010
Akron,MAC,-0.45,106.3,106.7,-.019
Arkansas St.,SB,-0.47,105.8,106.3,-.017
Saint Peter's,MAAC,-0.51,108.1,108.6,.069
Portland,WCC,-0.63,105.0,105.6,.004
Bradley,MVC,-0.69,98.6,99.3,.066
Furman,SC,-0.76,101.6,102.4,-.080
Oakland,MCon,-0.98,104.3,105.3,-.079
Birmingham Southern,BSth,-1.10,107.5,108.6,.034
New Orleans,SB,-1.11,102.6,103.7,.085
Mississippi Valley St.,SWAC,-1.13,99.4,100.5,.050
Wright St.,Horz,-1.15,104.2,105.3,.048
Weber St.,BSky,-1.17,105.9,107.0,-.024
Holy Cross,Pat,-1.23,96.8,98.0,-.141
Vermont,AE,-1.37,101.0,102.4,.113
Centenary,MCon,-1.53,102.6,104.1,.028
San Francisco,WCC,-1.61,100.1,101.7,.138
Bowling Green,MAC,-1.71,104.7,106.4,-.025
Southern Miss,CUSA,-1.72,100.5,102.2,.054
Illinois St.,MVC,-1.98,101.4,103.4,-.061
Denver,SB,-2.02,103.9,105.9,.021
Cal St. Northridge,BW,-2.27,99.7,102.0,.001
Marshall,MAC,-2.44,101.2,103.6,.039
Liberty,BSth,-2.50,98.3,100.8,.000
Loyola Marymount,WCC,-2.81,97.4,100.2,.074
La Salle,A10,-3.02,103.0,106.1,-.023
Massachusetts,A10,-3.13,103.0,106.1,-.022
American,Pat,-3.16,102.7,105.8,-.006
Northern Arizona,BSky,-3.33,102.1,105.4,.017
South Alabama,SB,-3.39,103.1,106.4,-.039
Ohio,MAC,-3.41,101.2,104.6,-.058
Texas A&M,B12,-3.58,105.6,109.2,-.131
Indiana St.,MVC,-3.69,97.0,100.7,-.069
Loyola Chicago,Horz,-3.94,101.0,104.9,.008
Southeastern Louisiana,Slnd,-3.96,101.4,105.3,.021
Iona,MAAC,-3.98,101.6,105.6,-.051
Monmouth,NEC,-3.99,98.1,102.1,.112
Yale,Ivy,-4.07,99.7,103.8,-.038
UC Riverside,BW,-4.12,101.9,106.0,-.007
Eastern Kentucky,OVC,-4.18,102.2,106.4,-.050
Northeastern,AE,-4.26,103.0,107.3,.052
New Mexico St.,SB,-4.28,98.3,102.6,-.015
St. John's,BE,-4.31,98.9,103.2,-.017
Brown,Ivy,-4.35,101.8,106.2,.032
Morehead St.,OVC,-4.45,107.1,111.6,.082
Sacramento St.,BSky,-4.57,98.6,103.2,-.018
Maine,AE,-4.57,99.0,103.5,.040
UT Arlington,Slnd,-4.64,103.9,108.5,.024
Cal Poly,BW,-4.69,101.1,105.8,-.015
Bucknell,Pat,-4.69,96.6,101.3,-.115
Evansville,MVC,-4.76,104.7,109.4,-.062
UC Irvine,BW,-4.79,101.4,106.2,.034
Cal St. Fullerton,BW,-4.85,102.9,107.8,-.023
Portland St.,BSky,-4.90,96.6,101.5,-.065
Siena,MAAC,-5.03,100.7,105.7,.034
Appalachian St.,SC,-5.05,95.6,100.7,-.088
North Texas,SB,-5.06,101.1,106.2,.025
Texas A&M Corpus Chris,ind,-5.13,102.4,107.5,.033
Eastern Michigan,MAC,-5.17,99.2,104.4,-.031
South Florida,CUSA,-5.21,99.7,104.9,-.044
Lafayette,Pat,-5.28,106.6,111.9,.074
South Carolina St.,MEAC,-5.32,101.0,106.3,.019
Houston,CUSA,-5.50,93.9,99.4,.020
Southeast Missouri St.,OVC,-5.66,107.4,113.1,-.048
Montana St.,BSky,-5.69,97.1,102.8,.010
Northern Illinois,MAC,-5.89,100.6,106.5,-.069
Rider,MAAC,-6.17,100.0,106.1,.095
Tulane,CUSA,-6.21,97.8,104.0,.009
Fairleigh Dickinson,NEC,-6.23,100.1,106.3,.049
Penn St.,B10,-6.35,97.2,103.5,.055
Winthrop,BSth,-6.36,99.8,106.2,.017
UNC Greensboro,SC,-6.52,102.2,108.7,-.036
Central Connecticut,NEC,-6.53,101.9,108.4,-.041
Cornell,Ivy,-6.57,100.1,106.7,-.096
Baylor,B12,-6.63,102.0,108.7,.007
William & Mary,CAA,-6.66,105.4,112.0,-.094
Chicago St.,MCon,-6.66,101.7,108.4,.054
Canisius,MAAC,-6.68,100.5,107.2,-.026
Tennessee Tech,OVC,-6.76,104.2,111.0,.002
Western Carolina,SC,-6.88,98.0,104.9,-.028
McNeese St.,Slnd,-6.92,99.5,106.4,-.076
Jacksonville St.,OVC,-6.96,104.8,111.7,-.026
Lehigh,Pat,-7.01,97.7,104.7,.055
Coppin St.,MEAC,-7.05,95.0,102.0,.041
Coastal Carolina,BSth,-7.11,98.4,105.5,-.060
San Jose St.,WAC,-7.14,99.2,106.3,-.062
St. Francis NY,NEC,-7.22,98.0,105.2,-.015
Florida Atlantic,ASun,-7.28,99.9,107.2,-.187
Montana,BSky,-7.28,99.0,106.3,-.013
Mercer,ASun,-7.29,103.0,110.3,.009
UTSA,Slnd,-7.69,98.0,105.7,.103
Youngstown St.,Horz,-8.13,97.6,105.8,.004
Texas Pan American,ind,-8.19,95.3,103.5,.061
Delaware St.,MEAC,-8.46,99.9,108.4,-.013
Elon,SC,-8.69,99.0,107.7,.012
Tennessee Martin,OVC,-8.87,99.6,108.5,-.045
St. Bonaventure,A10,-8.95,100.8,109.7,.037
High Point,BSth,-9.19,97.9,107.1,.107
Florida A&M,MEAC,-9.35,98.9,108.3,.005
Samford,OVC,-9.45,98.9,108.3,.030
Texas St.,Slnd,-9.46,101.7,111.2,-.040
Northwestern St.,Slnd,-9.61,95.7,105.3,-.057
Binghamton,AE,-9.69,91.4,101.1,.037
Southern Utah,MCon,-9.85,100.7,110.5,-.004
Fordham,A10,-9.91,96.5,106.4,.014
Idaho St.,BSky,-10.15,101.5,111.6,.093
James Madison,CAA,-10.19,99.8,110.0,-.005
Tennessee St.,OVC,-10.29,103.6,113.9,-.051
Alabama St.,SWAC,-10.72,93.8,104.5,.023
Columbia,Ivy,-10.76,95.2,105.9,-.032
Hampton,MEAC,-10.91,98.2,109.2,-.022
St. Francis PA,NEC,-11.10,100.3,111.4,.048
Robert Morris,NEC,-11.50,101.4,112.9,.061
Sam Houston St.,Slnd,-11.53,97.4,108.9,-.004
Mount St. Mary's,NEC,-11.60,96.7,108.3,-.035
Central Michigan,MAC,-11.69,97.6,109.3,-.005
Stetson,ASun,-11.74,95.6,107.4,.099
Louisiana Monroe,Slnd,-11.86,93.2,105.0,.030
Wagner,NEC,-11.92,95.7,107.6,.074
Gardner Webb,ASun,-12.03,97.2,109.3,-.031
Towson,CAA,-12.15,94.7,106.9,.024
Eastern Illinois,OVC,-12.32,95.6,107.9,-.070
Colgate,Pat,-12.40,99.1,111.5,.095
San Diego,WCC,-12.41,100.0,112.4,-.047
Sacred Heart,NEC,-12.44,97.9,110.4,.055
Cleveland St.,Horz,-12.53,93.5,106.0,-.110
Lamar,Slnd,-12.63,97.2,109.8,-.041
UMBC,AE,-12.88,94.1,107.0,-.130
IPFW,ind,-12.89,97.8,110.7,-.038
Wofford,SC,-12.98,98.7,111.7,.028
Radford,BSth,-13.01,96.0,109.0,-.010
Jacksonville,ASun,-13.11,97.2,110.3,.103
Southern,SWAC,-13.49,96.6,110.0,-.078
Jackson St.,SWAC,-13.87,88.4,102.2,-.008
Marist,MAAC,-13.91,93.1,107.0,-.047
New Hampshire,AE,-14.06,93.5,107.6,-.033
Long Beach St.,BW,-14.09,96.2,110.3,-.008
Hartford,AE,-14.16,95.6,109.7,.041
Stony Brook,AE,-14.69,95.4,110.1,.016
Morgan St.,MEAC,-14.78,96.4,111.2,.008
Texas Southern,SWAC,-15.39,87.9,103.3,.004
Grambling St.,SWAC,-15.43,93.4,108.9,-.041
Quinnipiac,NEC,-15.58,98.2,113.8,-.067
Norfolk St.,MEAC,-16.07,92.3,108.4,.022
Alabama A&M,SWAC,-16.33,95.3,111.6,.038
LIU Brooklyn,NEC,-16.60,92.8,109.4,.006
Western Illinois,MCon,-17.12,95.8,112.9,-.057
UNC Asheville,BSth,-17.15,93.4,110.6,.027
Lipscomb,ASun,-17.50,96.8,114.3,-.032
Harvard,Ivy,-18.14,90.0,108.1,-.046
Charleston Southern,BSth,-18.21,90.6,108.8,-.110
Howard,MEAC,-19.39,87.4,106.8,-.083
Albany,AE,-19.86,87.6,107.4,-.055
FIU,SB,-20.85,84.0,104.8,-.015
Alcorn St.,SWAC,-20.96,91.9,112.9,.074
Bethune Cookman,MEAC,-21.96,90.2,112.1,.004
Campbell,ASun,-22.61,91.7,114.3,-.009
Loyola MD,MAAC,-23.48,89.5,113.0,-.039
Savannah St.,ind,-23.73,85.3,109.0,.015
Nicholls St.,Slnd,-24.00,90.2,114.2,-.030
The Citadel,SC,-24.04,86.7,110.8,.002
Dartmouth,Ivy,-24.48,87.8,112.3,-.040
VMI,BSth,-24.63,83.3,108.0,.014
Prairie View A&M,SWAC,-24.63,89.2,113.8,.063
Maryland Eastern Shore,MEAC,-24.91,91.0,115.9,.057
North Carolina A&T,MEAC,-26.66,76.8,103.4,-.069
Navy,Pat,-27.26,81.9,109.2,-.027
Army,Pat,-30.49,77.9,108.4,.001
Arkansas Pine Bluff,SWAC,-36.33,76.2,112.5,-.013
