team,conf,adjem,adjo,adjd,luck
DePaul,CUSA,11.29,111.8,100.5,-.000
Western Michigan,MAC,11.14,111.6,100.4,-.067
Miami OH,MAC,11.08,106.0,94.9,.008
Indiana,B10,11.00,109.2,98.2,.011
Holy Cross,Pat,10.97,104.7,93.8,.012
Miami FL,ACC,10.83,111.4,100.5,-.006
UCLA,P10,10.74,107.8,97.1,.036
Stanford,P10,10.63,106.6,95.9,.049
Arizona St.,P10,10.32,111.1,100.8,-.050
Kansas St.,B12,10.14,109.9,99.8,-.012
Akron,MAC,10.10,106.0,95.9,-.014
Old Dominion,CAA,10.04,104.7,94.6,.049
Louisiana Lafayette,SB,9.91,107.1,97.2,.037
Oral Roberts,MCon,9.88,107.0,97.1,-.013
Buffalo,MAC,9.87,107.4,97.5,.056
Penn,Ivy,9.60,102.1,92.5,.034
Saint Mary's,WCC,9.41,106.8,97.4,.080
Washington St.,P10,9.14,96.0,86.9,-.048
Nebraska,B12,9.13,105.2,96.1,-.082
Xavier,A10,9.05,111.5,102.4,-.087
Tennessee,SEC,8.89,110.0,101.1,-.052
Kent St.,MAC,8.65,106.6,98.0,.001
Temple,A10,8.53,109.4,100.9,-.044
Ohio,MAC,8.29,109.8,101.5,.042
Western Kentucky,SB,8.03,112.8,104.8,-.022
Denver,SB,7.98,107.9,99.9,-.054
Toledo,MAC,7.85,107.4,99.5,-.028
Virginia,ACC,7.47,107.1,99.7,.059
UNLV,MWC,7.04,107.3,100.2,.030
Rice,WAC,7.02,107.2,100.1,.007
Boston University,AE,6.83,100.7,93.9,.022
Oregon,P10,6.73,107.0,100.3,.026
Virginia Tech,ACC,6.70,104.9,98.2,.036
Bucknell,Pat,6.69,102.2,95.6,.063
Ball St.,MAC,6.59,109.0,102.4,-.017
TCU,CUSA,6.59,103.2,96.6,.047
Marquette,CUSA,6.57,109.6,103.0,.051
Cal St. Northridge,BW,6.56,103.3,96.7,-.069
Houston,CUSA,6.55,106.4,99.8,.037
Missouri,B12,6.37,104.2,97.8,.049
Florida St.,ACC,6.24,105.1,98.9,-.067
Hofstra,CAA,6.18,107.3,101.1,.021
Drexel,CAA,5.63,106.3,100.7,-.024
St. John's,BE,5.46,101.6,96.1,-.079
Niagara,MAAC,5.43,115.2,109.8,-.027
Mississippi,SEC,4.99,102.8,97.8,-.029
Winthrop,BSth,4.97,101.5,96.5,.065
Seton Hall,BE,4.96,100.4,95.4,-.035
Wyoming,MWC,4.83,105.2,100.4,.044
Dayton,A10,4.72,102.2,97.5,-.001
Murray St.,OVC,4.69,108.6,103.9,-.059
Colorado,B12,4.67,107.4,102.7,.060
Davidson,SC,4.61,107.8,103.2,.111
USC,P10,4.57,107.7,103.2,-.018
Middle Tennessee,SB,4.53,104.8,100.2,-.019
Cal St. Fullerton,BW,4.53,106.5,101.9,.062
San Diego,WCC,4.25,107.6,103.4,-.001
Northeastern,AE,4.15,105.8,101.6,.084
Illinois St.,MVC,4.11,105.9,101.8,.057
Oregon St.,P10,4.10,107.0,102.9,.063
VCU,CAA,4.04,105.6,101.5,-.034
Purdue,B10,3.97,105.9,101.9,-.100
Northwestern,B10,3.81,101.8,97.9,.060
San Francisco,WCC,3.81,101.6,97.8,.048
Bradley,MVC,3.73,102.4,98.6,.009
Hawaii,WAC,3.68,105.3,101.7,-.037
Michigan,B10,3.68,103.5,99.8,-.026
Santa Clara,WCC,3.65,106.4,102.7,-.049
SMU,WAC,3.61,104.8,101.2,-.059
Detroit,Horz,3.59,103.1,99.5,-.070
South Florida,CUSA,3.33,103.2,99.9,-.070
Bowling Green,MAC,3.23,107.6,104.4,.104
Southeastern Louisiana,Slnd,3.20,97.1,93.9,.007
Pepperdine,WCC,3.12,107.8,104.7,.030
Illinois Chicago,Horz,3.06,107.6,104.5,-.010
Northern Illinois,MAC,2.84,108.3,105.5,-.069
Drake,MVC,2.47,105.3,102.8,.022
IUPUI,MCon,2.33,109.6,107.3,-.035
George Mason,CAA,2.12,108.4,106.3,-.039
Rutgers,BE,2.10,106.6,104.5,-.007
Princeton,Ivy,2.06,105.2,103.1,-.017
Eastern Kentucky,OVC,1.98,102.8,100.8,.099
California,P10,1.76,102.0,100.2,.029
Butler,Horz,1.70,109.6,107.9,-.119
Arkansas Little Rock,SB,1.69,102.6,100.9,.129
Portland,WCC,1.54,104.9,103.3,-.022
Colorado St.,MWC,1.53,103.5,102.0,-.106
Auburn,SEC,1.53,106.8,105.3,.064
Louisiana Tech,WAC,1.09,102.6,101.5,-.010
Manhattan,MAAC,0.64,103.9,103.3,-.058
Evansville,MVC,0.55,107.4,106.8,-.030
Loyola Marymount,WCC,0.54,98.8,98.2,-.037
San Diego St.,MWC,0.53,105.9,105.4,-.016
Tennessee Tech,OVC,0.43,101.3,100.8,.008
UNC Wilmington,CAA,0.39,100.0,99.6,.076
BYU,MWC,0.37,101.4,101.1,-.095
Arkansas St.,SB,0.34,105.8,105.5,-.026
Richmond,A10,0.34,104.1,103.8,.065
Indiana St.,MVC,0.24,97.4,97.1,-.017
Albany,AE,0.22,103.6,103.4,-.121
Southeast Missouri St.,OVC,0.21,103.7,103.4,-.092
College of Charleston,SC,0.12,101.1,101.0,.015
Rider,MAAC,0.08,107.3,107.2,.049
Chattanooga,SC,0.03,98.9,98.8,.059
Saint Louis,CUSA,0.01,94.7,94.7,-.058
Sam Houston St.,Slnd,-0.06,97.4,97.5,-.003
Fresno St.,WAC,-0.06,101.5,101.6,-.002
Texas A&M Corpus Chris,ind,-0.22,104.5,104.8,.049
Loyola Chicago,Horz,-0.22,100.5,100.7,-.015
Northwestern St.,Slnd,-0.36,103.7,104.1,.074
Wright St.,Horz,-0.52,104.6,105.1,.023
Georgia Southern,SC,-0.55,100.9,101.4,-.052
Lamar,Slnd,-0.70,102.5,103.2,-.021
Fairfield,MAAC,-0.71,102.3,103.0,-.038
Green Bay,Horz,-0.87,104.3,105.2,.132
Tulsa,WAC,-1.10,99.5,100.6,-.170
Oakland,MCon,-1.20,108.1,109.3,-.022
Saint Peter's,MAAC,-1.32,104.2,105.6,-.014
Massachusetts,A10,-1.56,99.0,100.6,.136
UMKC,MCon,-1.68,106.0,107.7,.030
Appalachian St.,SC,-1.84,102.0,103.8,.007
Austin Peay,OVC,-1.93,99.8,101.7,-.032
New Orleans,SB,-1.94,103.1,105.0,.003
American,Pat,-1.95,101.8,103.7,.041
Iona,MAAC,-2.07,100.5,102.5,-.019
UC Irvine,BW,-2.13,102.6,104.7,.053
Fordham,A10,-2.17,97.4,99.6,-.000
Samford,OVC,-2.44,109.9,112.3,-.021
Fairleigh Dickinson,NEC,-2.52,102.7,105.2,-.003
Eastern Michigan,MAC,-2.54,103.8,106.4,-.030
UCF,ASun,-2.56,105.0,107.6,.067
Binghamton,AE,-2.73,98.5,101.2,-.048
Montana,BSky,-2.73,99.9,102.6,.049
Tennessee St.,OVC,-2.87,105.3,108.2,.014
Valparaiso,MCon,-2.95,104.6,107.6,.067
East Carolina,CUSA,-2.99,97.4,100.3,-.022
South Carolina St.,MEAC,-3.02,98.8,101.8,-.066
Furman,SC,-3.08,101.7,104.8,-.012
UTSA,Slnd,-3.35,100.4,103.8,-.006
FIU,SB,-3.66,98.4,102.0,.040
Marshall,MAC,-3.80,104.0,107.8,.007
Yale,Ivy,-4.10,98.7,102.8,-.025
Cleveland St.,Horz,-4.25,100.6,104.8,-.096
Georgia,SEC,-4.63,94.4,99.1,-.008
Western Illinois,MCon,-4.71,100.0,104.7,-.054
North Texas,SB,-4.73,100.9,105.6,.067
UNC Greensboro,SC,-4.89,98.1,103.0,.140
Delaware St.,MEAC,-4.95,102.3,107.2,.077
Gardner Webb,ASun,-5.12,97.8,102.9,.001
Lehigh,Pat,-5.17,94.9,100.1,-.047
UC Santa Barbara,BW,-5.18,96.4,101.6,-.010
Portland St.,BSky,-5.20,99.2,104.4,.070
Boise St.,WAC,-5.40,104.4,109.8,.079
Monmouth,NEC,-5.42,98.1,103.5,.041
Penn St.,B10,-5.44,101.2,106.6,-.026
La Salle,A10,-5.47,99.2,104.7,.026
Harvard,Ivy,-5.66,97.5,103.1,.017
Maine,AE,-5.78,93.8,99.5,.050
Birmingham Southern,BSth,-6.00,103.4,109.4,-.015
Belmont,ASun,-6.13,98.7,104.8,-.050
South Alabama,SB,-6.20,96.1,102.3,-.028
Wofford,SC,-6.24,102.2,108.4,.010
Delaware,CAA,-6.46,95.1,101.5,-.063
Utah Valley St.,ind,-6.51,101.2,107.7,.040
High Point,BSth,-6.53,97.3,103.8,-.120
Cornell,Ivy,-6.86,101.8,108.7,.038
McNeese St.,Slnd,-6.89,97.6,104.5,-.011
Eastern Illinois,OVC,-7.03,101.7,108.7,.056
Southern Miss,CUSA,-7.08,102.7,109.8,-.009
Marist,MAAC,-7.17,101.4,108.6,-.019
Hampton,MEAC,-7.17,94.6,101.8,.028
Northern Arizona,BSky,-7.17,102.3,109.5,-.128
Georgia St.,ASun,-7.42,102.2,109.6,.035
Long Beach St.,BW,-7.50,94.2,101.7,.010
Baylor,B12,-7.51,103.5,111.1,-.051
Montana St.,BSky,-7.67,95.4,103.0,.001
Central Michigan,MAC,-7.71,97.9,105.6,.046
Brown,Ivy,-7.73,99.1,106.8,-.022
Central Connecticut,NEC,-7.96,102.4,110.4,-.040
Chicago St.,MCon,-8.09,97.1,105.2,.016
Florida Atlantic,ASun,-8.12,100.3,108.5,-.075
St. Francis NY,NEC,-8.20,96.8,105.0,-.028
Mercer,ASun,-8.26,102.1,110.3,.009
Weber St.,BSky,-8.32,101.2,109.6,.010
Idaho,BW,-8.55,96.0,104.5,-.049
Tulane,CUSA,-8.56,98.9,107.5,.019
Colgate,Pat,-8.59,99.9,108.5,.024
Coppin St.,MEAC,-8.71,92.9,101.6,.039
Columbia,Ivy,-8.89,95.5,104.4,-.014
Rhode Island,A10,-8.91,95.5,104.4,-.025
UT Arlington,Slnd,-8.94,96.9,105.9,.012
Stony Brook,AE,-9.02,95.8,104.9,.037
Wagner,NEC,-9.06,94.3,103.3,.018
Texas St.,Slnd,-9.23,102.1,111.4,.031
Duquesne,A10,-9.28,102.9,112.2,-.007
East Tennessee St.,SC,-9.31,102.0,111.3,-.058
St. Francis PA,NEC,-9.47,104.5,113.9,.076
Mississippi Valley St.,SWAC,-9.48,97.8,107.3,-.064
Robert Morris,NEC,-9.65,103.1,112.8,.036
Canisius,MAAC,-9.65,99.8,109.4,.035
Eastern Washington,BSky,-9.83,92.5,102.3,-.093
Troy,ASun,-9.95,104.6,114.6,-.008
UNC Asheville,BSth,-10.12,101.0,111.2,-.009
UC Davis,ind,-10.18,101.6,111.8,.013
Stephen F. Austin,Slnd,-10.43,97.9,108.3,-.046
Southern Utah,MCon,-10.44,101.3,111.8,.070
UC Riverside,BW,-10.48,93.8,104.3,.010
New Hampshire,AE,-10.50,97.8,108.3,-.024
Norfolk St.,MEAC,-11.23,91.6,102.8,-.026
New Mexico St.,SB,-11.30,97.1,108.4,-.041
Liberty,BSth,-11.42,97.3,108.7,.096
Coastal Carolina,BSth,-11.97,99.4,111.4,-.027
LIU Brooklyn,NEC,-12.11,94.1,106.2,.080
Lafayette,Pat,-12.19,95.2,107.4,.019
Lipscomb,ASun,-12.30,95.5,107.8,.090
Texas Pan American,ind,-12.47,98.1,110.6,.018
Alabama A&M,SWAC,-12.49,90.5,102.9,-.023
Sacramento St.,BSky,-12.53,95.4,108.0,.087
San Jose St.,WAC,-12.57,94.9,107.4,.031
Elon,SC,-12.67,92.0,104.7,.021
Dartmouth,Ivy,-12.71,94.5,107.2,.083
Stetson,ASun,-12.82,96.4,109.2,.015
Navy,Pat,-12.94,94.7,107.6,-.027
Siena,MAAC,-13.22,92.9,106.1,.013
Jacksonville St.,OVC,-13.41,99.9,113.3,-.075
UMBC,AE,-13.48,94.2,107.7,.065
Charleston Southern,BSth,-13.52,90.3,103.8,.106
Jacksonville,ASun,-13.63,92.9,106.5,.129
William & Mary,CAA,-13.85,94.4,108.2,-.036
Radford,BSth,-14.00,98.1,112.1,.037
IPFW,ind,-14.04,94.7,108.7,-.043
Louisiana Monroe,Slnd,-14.18,95.9,110.0,-.070
Morehead St.,OVC,-14.26,95.7,110.0,.033
Western Carolina,SC,-14.34,92.6,106.9,-.004
Quinnipiac,NEC,-14.34,100.1,114.5,-.009
Morgan St.,MEAC,-14.36,92.0,106.3,.045
Towson,CAA,-15.02,96.0,111.0,-.062
Jackson St.,SWAC,-15.24,89.6,104.8,.058
Grambling St.,SWAC,-15.43,93.6,109.0,.122
Alabama St.,SWAC,-15.76,87.1,102.8,.083
Florida A&M,MEAC,-15.78,96.0,111.8,.101
The Citadel,SC,-15.78,90.7,106.5,.012
Tennessee Martin,OVC,-15.83,96.7,112.5,-.004
Southern,SWAC,-16.32,90.8,107.1,.004
Loyola MD,MAAC,-16.88,90.6,107.5,.035
Northern Colorado,ind,-16.97,96.0,113.0,-.021
Idaho St.,BSky,-17.04,90.6,107.6,-.017
Mount St. Mary's,NEC,-17.48,94.7,112.2,-.049
Hartford,AE,-17.60,92.1,109.7,.014
Cal Poly,BW,-17.87,96.8,114.7,.003
James Madison,CAA,-18.32,92.2,110.6,-.002
Bethune Cookman,MEAC,-18.38,90.7,109.1,.073
Texas Southern,SWAC,-18.42,93.8,112.2,.050
Sacred Heart,NEC,-18.48,90.3,108.8,-.068
VMI,BSth,-18.53,91.4,109.9,-.002
Nicholls St.,Slnd,-18.63,95.6,114.3,-.104
Youngstown St.,Horz,-19.54,92.2,111.8,-.001
Centenary,MCon,-19.89,93.5,113.4,-.033
North Carolina A&T,MEAC,-20.49,83.1,103.6,-.024
St. Bonaventure,A10,-21.17,92.7,113.9,-.012
Arkansas Pine Bluff,SWAC,-22.97,83.9,106.8,-.038
Campbell,ASun,-23.46,87.9,111.4,-.084
Howard,MEAC,-25.43,89.2,114.6,-.026
Army,Pat,-26.29,88.6,114.9,-.079
Prairie View A&M,SWAC,-26.71,80.7,107.5,-.014
Alcorn St.,SWAC,-27.05,79.0,106.1,.027
Longwood,ind,-27.87,84.2,112.1,-.024
Savannah St.,ind,-37.19,78.6,115.8,-.019
Maryland Eastern Shore,MEAC,-37.94,78.9,116.8,.008
