team,conf,adjem,adjo,adjd,luck
Purdue,B10,7.60,109.8,102.2,-.059
Seton Hall,BE,7.18,105.0,97.9,-.100
Vanderbilt,SEC,7.14,107.6,100.5,.060
Saint Louis,CUSA,6.91,98.1,91.2,-.023
Colorado,B12,6.78,111.3,104.6,-.027
Auburn,SEC,6.61,98.6,92.0,-.049
East Tennessee St.,SC,6.60,106.2,99.6,-.022
Northwestern,B10,6.55,99.9,93.4,.036
UC Irvine,BW,6.47,108.0,101.5,.015
New Mexico,MWC,6.36,110.3,103.9,-.023
Milwaukee,Horz,6.28,104.8,98.5,-.088
Providence,BE,6.19,102.9,96.7,-.050
UAB,CUSA,6.18,102.5,96.4,-.143
New Mexico St.,SB,5.87,109.3,103.4,-.029
Arkansas Little Rock,SB,5.75,106.8,101.1,-.063
Pacific,BW,5.74,109.6,103.8,.002
Washington,P10,5.44,105.3,99.8,.010
McNeese St.,Slnd,5.39,103.2,97.8,.023
San Diego,WCC,5.21,107.7,102.5,-.071
Detroit,Horz,5.01,104.0,99.0,.051
Nebraska,B12,5.00,105.8,100.8,-.019
Houston,CUSA,4.99,108.7,103.7,.064
Rutgers,BE,4.87,98.0,93.1,.038
Baylor,B12,4.69,108.2,103.5,-.090
Louisiana Lafayette,SB,4.63,99.7,95.0,.054
SMU,WAC,4.44,107.6,103.2,-.025
Oral Roberts,MCon,4.33,105.4,101.0,-.076
TCU,CUSA,4.23,110.0,105.8,-.029
UNC Greensboro,SC,4.21,103.1,98.8,.054
Manhattan,MAAC,4.18,104.6,100.4,-.018
Iowa St.,B12,4.16,108.1,103.9,-.115
Southwest Missouri St.,MVC,4.15,107.2,103.0,-.064
Ohio,MAC,4.09,108.2,104.2,.033
Hampton,MEAC,3.99,109.9,105.9,.013
Marist,MAAC,3.98,106.7,102.8,-.059
Illinois Chicago,Horz,3.85,108.9,105.0,.040
Davidson,SC,3.70,101.5,97.8,.142
Kansas St.,B12,3.67,104.0,100.3,-.005
Florida St.,ACC,3.54,105.8,102.3,-.054
VCU,CAA,3.53,102.9,99.3,.010
Nevada,WAC,3.41,103.9,100.5,.034
Oregon St.,P10,3.36,103.4,100.0,-.050
Colorado St.,MWC,3.34,103.8,100.5,-.110
Loyola Chicago,Horz,3.20,103.5,100.3,.010
Massachusetts,A10,3.17,102.0,98.8,.002
Michigan,B10,3.15,105.4,102.3,-.038
Tulane,CUSA,3.07,104.8,101.7,.041
Western Michigan,MAC,3.00,107.6,104.6,.030
Montana St.,BSky,2.97,107.4,104.4,.054
Clemson,ACC,2.94,107.3,104.4,-.038
George Mason,CAA,2.67,104.7,102.1,.078
Wright St.,Horz,2.67,110.9,108.3,.033
Georgia St.,ASun,2.60,107.8,105.2,.009
Georgia Southern,SC,2.55,107.0,104.5,-.051
North Carolina,ACC,2.53,105.8,103.2,-.065
Chattanooga,SC,2.36,103.7,101.3,-.012
Miami OH,MAC,2.15,105.4,103.3,-.004
Illinois St.,MVC,2.14,103.1,100.9,.072
Arkansas St.,SB,2.13,105.2,103.1,-.135
Virginia Tech,BE,2.10,104.3,102.2,-.098
Oakland,MCon,1.91,107.6,105.7,.033
Weber St.,BSky,1.76,106.1,104.4,-.011
Princeton,Ivy,1.47,103.7,102.2,.023
Murray St.,OVC,1.35,106.8,105.5,.017
La Salle,A10,1.32,103.9,102.6,.034
Yale,Ivy,1.09,102.9,101.8,.040
UCF,ASun,0.98,104.4,103.4,-.080
Central Connecticut,NEC,0.93,100.6,99.7,.137
The Citadel,SC,0.66,105.3,104.6,-.027
Wichita St.,MVC,0.61,107.8,107.2,-.007
Toledo,MAC,0.40,99.1,98.7,.068
Rider,MAAC,0.35,100.2,99.9,-.033
Delaware,CAA,0.32,102.7,102.4,-.027
San Francisco,WCC,0.21,102.9,102.7,-.027
Troy St.,ASun,0.15,104.2,104.1,.044
Eastern Washington,BSky,-0.02,100.2,100.2,.053
Cal Poly,BW,-0.06,102.5,102.6,.006
UTSA,Slnd,-0.18,103.0,103.2,.001
North Texas,SB,-0.21,108.1,108.3,.012
Holy Cross,Pat,-0.24,98.1,98.4,-.048
UMKC,MCon,-0.33,101.2,101.5,.040
Old Dominion,CAA,-0.43,102.5,102.9,-.072
Southern Miss,CUSA,-0.45,97.7,98.1,-.052
Marshall,MAC,-0.55,110.0,110.5,.037
Texas Pan American,ind,-0.62,101.1,101.7,.051
Morehead St.,OVC,-0.91,105.5,106.4,.072
IUPUI,MCon,-0.96,102.3,103.3,-.014
DePaul,CUSA,-0.96,100.4,101.4,-.043
Furman,SC,-1.01,100.2,101.2,.021
New Orleans,SB,-1.15,98.4,99.5,.042
James Madison,CAA,-1.21,106.4,107.6,-.036
Siena,MAAC,-1.21,100.8,102.0,-.070
Drake,MVC,-1.41,107.1,108.5,.030
Drexel,CAA,-1.45,104.4,105.9,.016
Long Beach St.,BW,-1.48,102.9,104.4,-.021
Northern Iowa,MVC,-1.49,108.2,109.7,.055
Samford,ASun,-1.49,102.5,104.0,.011
Niagara,MAAC,-1.64,106.6,108.2,.024
Air Force,MWC,-1.64,103.8,105.5,-.015
Cal St. Northridge,BW,-1.66,98.7,100.4,-.011
East Carolina,CUSA,-1.78,102.3,104.1,.037
Buffalo,MAC,-1.84,99.6,101.4,-.034
Jacksonville,ASun,-1.98,98.7,100.7,-.021
Northern Illinois,MAC,-2.00,105.6,107.6,-.007
Louisiana Monroe,Slnd,-2.00,99.9,101.9,.138
Boise St.,WAC,-2.21,98.2,100.4,.016
UTEP,WAC,-2.36,101.3,103.7,-.087
Vermont,AE,-2.41,105.8,108.2,.026
Florida Atlantic,ASun,-2.50,99.6,102.1,.060
West Virginia,BE,-2.62,103.4,106.1,-.029
Cleveland St.,Horz,-2.66,97.6,100.3,-.035
Boston University,AE,-2.74,101.3,104.0,.102
Gardner Webb,ind,-2.84,101.4,104.3,.077
Radford,BSth,-2.88,98.0,100.9,-.104
Austin Peay,OVC,-2.98,99.4,102.4,-.037
Penn St.,B10,-3.16,99.3,102.4,-.032
Wagner,NEC,-3.17,103.1,106.2,.017
George Washington,A10,-3.19,102.7,105.9,.089
Sam Houston St.,Slnd,-3.21,100.2,103.4,-.042
Middle Tennessee,SB,-3.38,96.8,100.2,.040
Rice,WAC,-3.43,98.0,101.4,-.051
Central Michigan,MAC,-3.52,101.6,105.1,-.062
Brown,Ivy,-3.69,105.9,109.6,.058
American,Pat,-4.01,101.0,105.1,.057
Green Bay,Horz,-4.25,105.3,109.6,-.118
Fairfield,MAAC,-4.30,99.1,103.4,-.055
Centenary,ind,-4.40,101.4,105.8,-.031
Montana,BSky,-4.51,102.4,106.9,.053
Santa Clara,WCC,-4.55,101.1,105.6,.069
Bradley,MVC,-4.59,95.3,99.9,-.046
Texas A&M,B12,-4.73,97.4,102.2,.011
Fordham,A10,-4.78,99.3,104.1,.022
Southern Utah,MCon,-4.82,100.4,105.2,-.037
Washington St.,P10,-4.94,104.3,109.3,-.088
Belmont,ASun,-5.00,108.8,113.8,-.025
Iona,MAAC,-5.07,98.5,103.6,-.018
Winthrop,BSth,-5.31,97.3,102.6,.038
Northern Arizona,BSky,-5.36,96.3,101.7,.026
Hofstra,CAA,-5.44,94.8,100.3,.027
William & Mary,CAA,-5.62,96.6,102.2,-.029
Colgate,Pat,-5.62,101.8,107.4,.043
Howard,MEAC,-5.68,101.8,107.5,.030
Duquesne,A10,-5.85,99.3,105.1,.001
Saint Mary's,WCC,-5.85,91.3,97.1,-.043
Akron,MAC,-5.94,105.2,111.2,-.026
Indiana St.,MVC,-6.13,98.4,104.5,-.042
Appalachian St.,SC,-6.25,102.1,108.3,-.006
Southwest Texas St.,Slnd,-6.26,100.2,106.5,-.038
Monmouth,NEC,-6.33,96.6,103.0,.097
Western Carolina,SC,-6.37,100.0,106.4,-.005
Eastern Illinois,OVC,-6.39,102.2,108.6,.056
FIU,SB,-6.56,96.4,103.0,-.011
Harvard,Ivy,-6.73,94.4,101.1,.057
Tennessee St.,OVC,-6.77,103.2,110.0,-.034
Rhode Island,A10,-6.80,97.6,104.4,.061
Lafayette,Pat,-6.83,102.7,109.6,.009
Columbia,Ivy,-6.93,91.2,98.1,-.035
Northwestern St.,Slnd,-7.13,100.5,107.6,-.006
VMI,SC,-7.23,99.3,106.5,.015
Delaware St.,MEAC,-7.34,99.6,106.9,.010
UMBC,NEC,-7.37,96.1,103.4,.062
Wofford,SC,-7.70,94.1,101.8,.015
Jacksonville St.,ASun,-7.92,101.5,109.4,-.027
Tennessee Martin,OVC,-7.93,99.4,107.3,.077
Lamar,Slnd,-8.02,98.4,106.4,.063
Texas A&M Corpus Chris,ind,-8.08,101.3,109.3,-.009
Portland St.,BSky,-8.10,104.6,112.7,.083
UT Arlington,Slnd,-8.37,102.2,110.6,.007
San Jose St.,WAC,-8.43,98.7,107.1,.050
Alcorn St.,SWAC,-8.71,100.1,108.8,.097
UC Riverside,BW,-8.86,99.0,107.9,-.020
St. Francis NY,NEC,-8.96,100.4,109.4,.031
South Alabama,SB,-9.00,96.0,105.0,-.117
Denver,SB,-9.06,99.0,108.1,-.085
Canisius,MAAC,-9.09,96.5,105.6,-.058
Portland,WCC,-9.16,97.3,106.4,-.027
Quinnipiac,NEC,-9.27,100.8,110.1,-.045
Western Illinois,MCon,-9.31,102.5,111.8,.015
Stephen F. Austin,Slnd,-9.40,93.9,103.3,.015
Alabama A&M,SWAC,-9.53,92.2,101.7,.002
UNC Asheville,BSth,-9.70,98.9,108.6,.051
Loyola Marymount,WCC,-9.86,99.1,109.0,.014
Evansville,MVC,-9.89,98.0,107.9,.004
South Carolina St.,MEAC,-10.49,96.2,106.7,.109
Idaho St.,BSky,-10.74,96.6,107.3,.015
Stetson,ASun,-11.01,98.1,109.1,.055
Bucknell,Pat,-11.27,94.5,105.8,.060
Navy,Pat,-11.52,94.1,105.6,-.089
North Carolina A&T,MEAC,-11.86,92.8,104.7,.024
Alabama St.,SWAC,-12.62,90.1,102.7,.081
Southeast Missouri St.,OVC,-12.66,101.4,114.0,-.117
Hartford,AE,-12.84,91.9,104.7,.050
Towson,CAA,-12.90,90.4,103.3,.113
Sacramento St.,BSky,-13.03,96.6,109.6,-.076
Idaho,BW,-13.40,92.3,105.7,.062
Charleston Southern,BSth,-13.46,90.7,104.2,.016
Northeastern,AE,-13.50,98.1,111.6,-.129
Florida A&M,MEAC,-13.50,93.8,107.3,-.019
Elon,BSth,-13.55,91.1,104.7,.048
Mississippi Valley St.,SWAC,-13.67,101.1,114.8,-.041
Maine,AE,-13.91,94.2,108.1,.007
Cal St. Fullerton,BW,-14.32,94.8,109.1,-.056
Bethune Cookman,MEAC,-14.58,94.8,109.4,.038
Youngstown St.,Horz,-14.67,95.7,110.3,-.003
New Hampshire,AE,-14.87,96.9,111.8,.017
Norfolk St.,MEAC,-15.02,93.7,108.7,.063
Army,Pat,-15.11,95.4,110.5,.047
Robert Morris,NEC,-15.17,99.3,114.5,.026
IPFW,ind,-15.26,97.0,112.3,-.033
Binghamton,AE,-15.37,92.7,108.1,-.059
Jackson St.,SWAC,-15.44,96.9,112.4,-.050
Mercer,ASun,-15.61,96.2,111.8,-.028
Eastern Kentucky,OVC,-15.71,93.4,109.1,.011
Maryland Eastern Shore,MEAC,-16.02,98.8,114.9,.043
Birmingham Southern,BSth,-16.20,94.4,110.6,.029
Lehigh,Pat,-16.21,93.1,109.3,-.113
Sacred Heart,NEC,-16.60,96.3,112.9,-.074
Southeastern Louisiana,Slnd,-16.65,89.3,105.9,-.005
Campbell,ASun,-16.73,100.9,117.6,.053
High Point,BSth,-17.03,96.7,113.7,.017
Cornell,Ivy,-17.45,89.2,106.6,-.030
Dartmouth,Ivy,-17.66,100.2,117.8,.037
St. Francis PA,NEC,-17.99,89.4,107.3,-.073
Coastal Carolina,BSth,-18.19,95.9,114.1,.029
Eastern Michigan,MAC,-18.22,97.1,115.3,.016
Saint Peter's,MAAC,-18.57,93.0,111.6,.008
Grambling St.,SWAC,-18.91,97.3,116.2,.006
Lipscomb,ind,-19.34,93.6,112.9,.010
Texas Southern,SWAC,-19.56,94.6,114.1,.079
Stony Brook,AE,-20.04,91.5,111.5,.001
Loyola MD,MAAC,-20.27,86.7,106.9,.015
Albany,AE,-20.29,87.0,107.3,.039
Coppin St.,MEAC,-21.03,88.0,109.0,-.062
Morgan St.,MEAC,-21.23,90.0,111.3,-.019
Southern,SWAC,-21.56,93.9,115.5,-.003
Fairleigh Dickinson,NEC,-22.73,93.5,116.3,-.103
Prairie View A&M,SWAC,-23.35,89.6,112.9,.076
Chicago St.,MCon,-24.56,89.5,114.1,-.027
LIU Brooklyn,NEC,-24.88,97.5,122.3,.004
Liberty,BSth,-25.14,85.6,110.7,.010
Nicholls St.,Slnd,-26.22,87.1,113.3,-.070
Arkansas Pine Bluff,SWAC,-28.85,82.2,111.1,-.014
Mount St. Mary's,NEC,-29.36,85.1,114.5,.019
Morris Brown,ind,-29.95,85.1,115.1,.044
Savannah St.,ind,-31.15,78.1,109.2,-.021
