team,conf,adjem,adjo,adjd,luck
Austin Peay,OVC,-11.64,99.6,111.2,.012
Tennessee St.,OVC,-11.71,101.9,113.6,-.050
San Jose St.,MWC,-11.75,94.5,106.3,-.004
SIU Edwardsville,OVC,-11.94,100.6,112.5,-.004
Georgia Southern,SC,-12.09,98.3,110.4,-.040
Loyola MD,Pat,-12.17,97.1,109.3,.063
Coppin St.,MEAC,-12.31,100.3,112.6,.007
Jackson St.,SWAC,-12.63,93.7,106.3,-.043
Texas Pan American,WAC,-12.80,93.7,106.5,-.032
Ball St.,MAC,-13.09,96.5,109.6,-.022
Florida A&M,MEAC,-13.19,94.9,108.1,.050
Alabama St.,SWAC,-13.22,97.3,110.5,.096
Rice,CUSA,-13.23,94.7,107.9,-.007
Eastern Illinois,OVC,-13.28,98.7,112.0,.030
Sacred Heart,NEC,-13.40,99.3,112.7,-.093
Montana St.,BSky,-13.51,95.0,108.5,.056
Jacksonville,ASun,-13.55,103.2,116.8,.028
Nicholls St.,Slnd,-13.64,98.0,111.6,.109
Central Connecticut,NEC,-13.65,97.4,111.1,.071
Alabama A&M,SWAC,-13.83,92.0,105.8,.025
NJIT,ind,-13.86,96.6,110.5,.055
Navy,Pat,-13.87,93.0,106.8,-.028
Jacksonville St.,OVC,-14.04,98.2,112.3,-.015
McNeese St.,Slnd,-14.07,97.9,112.0,.041
Northern Kentucky,ASun,-14.08,102.7,116.8,-.044
Southeastern Louisiana,Slnd,-14.15,98.7,112.8,.003
UTSA,CUSA,-14.68,100.9,115.6,.000
St. Francis PA,NEC,-14.76,96.4,111.1,.038
UNC Greensboro,SC,-15.00,93.9,108.9,.068
UC Davis,BW,-15.16,101.3,116.4,.035
New Orleans,Slnd,-15.25,96.1,111.4,.065
Tennessee Martin,OVC,-15.40,103.2,118.6,-.065
LIU Brooklyn,NEC,-15.55,103.0,118.6,.077
Delaware St.,MEAC,-15.63,97.1,112.7,-.063
Samford,SC,-15.64,100.9,116.6,.011
UMass Lowell,AE,-16.04,95.3,111.4,.063
UMBC,AE,-16.07,92.6,108.7,-.003
Alcorn St.,SWAC,-16.47,93.4,109.8,-.013
Prairie View A&M,SWAC,-16.86,96.1,113.0,.005
Arkansas Pine Bluff,SWAC,-17.01,91.7,108.7,.089
Campbell,BSth,-17.42,98.5,115.9,.059
New Hampshire,AE,-17.67,88.7,106.4,-.086
Central Arkansas,Slnd,-17.82,95.3,113.1,-.009
IUPUI,Sum,-18.16,96.2,114.3,-.037
Appalachian St.,SC,-18.63,92.0,110.7,-.033
Howard,MEAC,-18.88,87.7,106.6,-.027
Binghamton,AE,-19.39,91.7,111.1,-.018
North Carolina A&T,MEAC,-19.56,93.7,113.3,.036
Stetson,ASun,-20.02,94.5,114.5,.032
Maryland Eastern Shore,MEAC,-20.22,99.1,119.3,-.036
Bethune Cookman,MEAC,-20.31,96.5,116.8,-.061
Kennesaw St.,ASun,-20.32,92.0,112.3,.003
Maine,AE,-20.55,95.5,116.0,.010
Cornell,Ivy,-20.58,100.4,120.9,-.048
Houston Baptist,Slnd,-20.66,91.5,112.2,-.038
Furman,SC,-20.69,94.9,115.6,-.002
Lamar,Slnd,-20.71,93.1,113.8,-.034
South Carolina St.,MEAC,-21.14,91.5,112.7,.042
The Citadel,SC,-22.24,96.3,118.5,-.046
Longwood,BSth,-22.88,95.6,118.5,-.043
Mississippi Valley St.,SWAC,-22.93,93.0,115.9,.012
Abilene Christian,Slnd,-23.35,94.0,117.3,-.045
Presbyterian,BSth,-25.87,94.2,120.0,-.017
Grambling St.,SWAC,-26.60,95.5,122.1,-.017
Southern Utah,BSky,-27.14,87.4,114.6,-.049
