team,conf,adjem,adjo,adjd,luck
Belmont,OVC,9.15,112.7,103.5,-.004
SMU,Amer,8.61,109.5,100.9,-.102
Northwestern,B10,8.57,109.2,100.6,-.068
Temple,Amer,8.38,108.3,100.0,.028
Stanford,P12,8.37,107.7,99.3,.016
Iowa,B10,8.14,116.6,108.4,-.090
Wake Forest,ACC,7.94,110.9,103.0,-.120
Northern Kentucky,Horz,7.93,107.5,99.6,-.073
Vanderbilt,SEC,7.93,115.3,107.3,-.080
Utah Valley,WAC,7.78,110.8,103.0,-.006
East Tennessee St.,SC,7.49,105.3,97.8,-.000
Georgetown,BE,7.44,109.7,102.3,-.046
Furman,SC,7.41,108.9,101.5,-.005
Northeastern,CAA,7.34,107.8,100.5,.030
Bucknell,Pat,7.31,109.5,102.2,.006
Washington,P12,7.09,106.6,99.5,.075
DePaul,BE,7.03,104.5,97.5,-.103
Oregon St.,P12,6.99,108.2,101.3,-.083
Georgia St.,SB,6.92,108.8,101.9,-.015
Illinois,B10,6.67,109.6,103.0,-.093
Iowa St.,B12,6.58,109.9,103.4,-.009
Northern Colorado,BSky,6.55,107.3,100.8,-.023
Marshall,CUSA,6.53,109.4,102.9,.060
New Mexico,MWC,6.52,113.3,106.8,-.022
UNLV,MWC,6.44,111.4,104.9,-.012
Mississippi,SEC,6.42,111.1,104.7,-.053
UAB,CUSA,6.32,109.6,103.3,-.047
Tulsa,Amer,6.02,108.3,102.3,.029
UCF,Amer,5.62,98.9,93.2,.062
Stephen F. Austin,Slnd,5.58,104.5,99.0,.031
Toledo,MAC,5.31,113.9,108.6,.049
Colorado,P12,5.27,104.9,99.6,.068
College of Charleston,CAA,5.16,108.7,103.6,.035
Saint Joseph's,A10,5.15,105.6,100.5,-.052
Minnesota,B10,5.08,108.7,103.7,-.020
Wyoming,MWC,4.99,105.6,100.6,.068
Georgia Tech,ACC,4.90,103.6,98.7,-.022
Missouri St.,MVC,4.81,108.3,103.5,-.046
Grand Canyon,WAC,4.53,102.1,97.5,-.066
Northern Iowa,MVC,4.51,103.2,98.7,-.032
UC Santa Barbara,BW,4.27,111.4,107.1,.034
Bradley,MVC,3.98,104.4,100.4,.042
Penn,Ivy,3.69,103.1,99.4,.076
Idaho,BSky,3.54,109.2,105.6,.039
Florida Gulf Coast,ASun,3.47,107.5,104.0,-.059
UT Arlington,SB,3.37,105.5,102.1,.009
UC Davis,BW,3.25,104.1,100.9,.041
Rutgers,B10,3.07,99.2,96.2,-.043
Canisius,MAAC,3.05,107.2,104.1,-.034
San Diego,WCC,3.01,103.6,100.6,-.014
Wright St.,Horz,2.89,100.6,97.7,.074
Evansville,MVC,2.85,99.3,96.5,.015
Southern Illinois,MVC,2.82,106.1,103.3,.073
Eastern Washington,BSky,2.67,107.3,104.6,-.004
Iona,MAAC,2.63,110.0,107.3,-.008
Indiana St.,MVC,2.63,104.7,102.1,-.097
Utah St.,MWC,2.57,107.2,104.7,-.014
Illinois St.,MVC,2.39,105.7,103.3,.116
Harvard,Ivy,2.33,100.6,98.3,-.008
Jacksonville St.,OVC,2.32,102.3,100.0,-.005
Eastern Michigan,MAC,2.31,102.3,100.0,-.006
VCU,A10,2.28,106.1,103.8,.015
Rider,MAAC,2.28,109.2,106.9,.088
North Texas,CUSA,2.20,105.6,103.4,-.048
UC Irvine,BW,2.11,100.1,98.0,-.025
Saint Louis,A10,2.10,102.1,100.0,.003
Louisiana Tech,CUSA,2.01,106.9,104.9,-.067
Valparaiso,MVC,1.78,103.0,101.2,-.053
Albany,AE,1.71,107.1,105.4,.007
Georgia Southern,SB,1.65,105.9,104.3,.015
Towson,CAA,1.29,106.0,104.7,-.070
Mercer,SC,1.27,111.7,110.5,-.047
Drake,MVC,1.09,105.9,104.8,.016
La Salle,A10,1.06,104.9,103.8,-.072
Hofstra,CAA,0.99,111.1,110.1,.062
San Francisco,WCC,0.97,102.1,101.1,.066
Weber St.,BSky,0.88,106.7,105.8,.037
Winthrop,BSth,0.85,106.1,105.2,-.037
Memphis,Amer,0.78,107.5,106.7,.135
Cal St. Fullerton,BW,0.62,103.7,103.1,.097
Wofford,SC,0.59,109.1,108.5,.043
Portland St.,BSky,0.56,107.9,107.3,.022
Fort Wayne,Sum,0.50,107.7,107.2,-.072
UMBC,AE,0.50,103.1,102.6,.125
Lipscomb,ASun,0.43,103.2,102.8,.112
Central Michigan,MAC,0.13,110.1,109.9,-.022
William & Mary,CAA,0.09,115.3,115.2,.098
Radford,BSth,0.07,102.9,102.9,.063
Tulane,Amer,0.04,106.9,106.9,-.018
Dayton,A10,0.02,108.4,108.3,-.004
Ball St.,MAC,-0.08,103.3,103.3,.060
UTSA,CUSA,-0.09,104.7,104.7,.038
Oakland,Horz,-0.23,107.4,107.7,.011
North Dakota St.,Sum,-0.37,105.0,105.4,-.078
Troy,SB,-0.37,106.2,106.5,-.065
Pacific,WCC,-0.43,106.6,107.0,-.016
Connecticut,Amer,-0.43,105.0,105.4,.075
Wagner,NEC,-0.60,103.0,103.6,.070
Richmond,A10,-0.78,107.4,108.1,-.022
Illinois Chicago,Horz,-0.84,100.9,101.8,-.010
Monmouth,MAAC,-1.21,103.5,104.7,-.112
Liberty,BSth,-1.22,103.9,105.2,-.052
Nicholls St.,Slnd,-1.56,103.3,104.9,.037
Washington St.,P12,-1.66,108.4,110.0,.004
UNC Asheville,BSth,-1.91,105.7,107.6,.095
Western Michigan,MAC,-2.02,106.2,108.2,.010
Austin Peay,OVC,-2.09,105.0,107.0,.052
Princeton,Ivy,-2.44,105.3,107.8,-.055
Long Beach St.,BW,-2.62,106.1,108.7,.027
George Washington,A10,-2.66,103.6,106.2,.036
Ohio,MAC,-2.74,100.4,103.1,-.047
Miami OH,MAC,-2.82,100.2,103.0,.022
Seattle,WAC,-2.95,103.7,106.7,.038
Milwaukee,Horz,-3.11,100.3,103.4,-.023
Yale,Ivy,-3.18,103.8,107.0,.042
Tennessee St.,OVC,-3.27,97.5,100.8,.016
Southeastern Louisiana,Slnd,-3.31,102.6,105.9,.118
Hawaii,BW,-3.38,99.1,102.5,.034
Duquesne,A10,-3.63,104.6,108.2,-.059
Colgate,Pat,-3.72,105.0,108.7,.030
Lamar,Slnd,-3.72,101.6,105.3,-.059
Sam Houston St.,Slnd,-3.77,102.1,105.9,.040
Niagara,MAAC,-3.99,109.5,113.5,.090
Southern Miss,CUSA,-4.04,105.8,109.9,.037
Massachusetts,A10,-4.09,106.4,110.5,-.013
Appalachian St.,SB,-4.11,103.4,107.5,-.026
Coastal Carolina,SB,-4.19,101.8,105.9,-.052
Denver,Sum,-4.23,102.6,106.8,.026
Kent St.,MAC,-4.34,102.1,106.4,.066
Fairfield,MAAC,-4.37,102.1,106.4,.051
Central Arkansas,Slnd,-4.41,105.4,109.8,.001
St. Francis PA,NEC,-4.86,106.4,111.2,.039
Hartford,AE,-4.89,102.9,107.8,.065
Manhattan,MAAC,-4.95,99.3,104.2,-.007
Saint Peter's,MAAC,-5.00,95.5,100.5,-.037
Campbell,BSth,-5.01,105.8,110.8,-.057
Tennessee Tech,OVC,-5.06,98.5,103.5,.118
George Mason,A10,-5.17,102.1,107.3,.117
South Alabama,SB,-5.32,96.9,102.2,-.033
FIU,CUSA,-5.33,98.4,103.7,-.039
Stony Brook,AE,-5.33,96.8,102.1,.009
Colorado St.,MWC,-5.66,102.6,108.3,.037
Navy,Pat,-5.67,98.7,104.3,.095
Idaho St.,BSky,-5.70,103.2,108.9,-.005
Pittsburgh,ACC,-5.76,98.9,104.7,.007
Texas St.,SB,-5.79,99.8,105.6,.003
James Madison,CAA,-5.97,101.4,107.4,-.025
Louisiana Monroe,SB,-6.00,100.5,106.5,.042
Columbia,Ivy,-6.01,107.3,113.3,-.146
Bowling Green,MAC,-6.04,102.0,108.1,.066
Florida Atlantic,CUSA,-6.10,95.9,102.0,-.025
Loyola Marymount,WCC,-6.17,107.2,113.4,.012
Lehigh,Pat,-6.23,105.7,111.9,.042
Oral Roberts,Sum,-6.24,106.0,112.3,-.033
Air Force,MWC,-6.25,100.5,106.8,.022
Mount St. Mary's,NEC,-6.36,103.7,110.1,.029
North Dakota,BSky,-6.41,103.1,109.5,.015
UTEP,CUSA,-6.49,98.0,104.5,-.039
High Point,BSth,-6.51,100.1,106.6,-.082
Cal St. Bakersfield,WAC,-6.65,97.3,103.9,-.024
Texas Southern,SWAC,-6.65,104.6,111.2,-.010
California,P12,-7.27,98.2,105.4,.008
UNC Wilmington,CAA,-7.43,104.3,111.7,-.023
Charleston Southern,BSth,-7.43,99.4,106.8,-.019
Delaware,CAA,-7.57,102.0,109.6,.015
Elon,CAA,-7.62,103.6,111.3,.061
Northern Illinois,MAC,-7.66,103.3,111.0,.002
Hampton,MEAC,-7.68,101.0,108.7,-.017
Drexel,CAA,-7.73,103.0,110.7,.064
Southern Utah,BSky,-7.74,102.2,110.0,.062
Robert Morris,NEC,-7.79,94.7,102.5,.036
NJIT,ASun,-7.95,98.6,106.6,-.024
Akron,MAC,-8.08,101.8,109.9,.068
Southeast Missouri St.,OVC,-8.11,108.5,116.6,.021
Eastern Illinois,OVC,-8.14,99.0,107.1,.009
Boston University,Pat,-8.21,100.2,108.4,.057
LIU Brooklyn,NEC,-8.27,102.3,110.6,.012
UT Rio Grande Valley,WAC,-8.47,99.3,107.8,.064
Gardner Webb,BSth,-8.52,97.6,106.1,.021
Abilene Christian,Slnd,-8.66,98.2,106.8,.014
Green Bay,Horz,-8.67,99.9,108.6,-.028
Army,Pat,-8.69,99.8,108.5,-.045
Cornell,Ivy,-8.90,104.7,113.6,.057
New Orleans,Slnd,-8.95,98.5,107.4,.047
Brown,Ivy,-9.16,100.8,110.0,.004
UC Riverside,BW,-9.17,94.5,103.7,-.067
Prairie View A&M,SWAC,-9.20,101.4,110.6,.010
Montana St.,BSky,-9.27,102.1,111.3,.026
Pepperdine,WCC,-9.51,105.0,114.5,-.056
Portland,WCC,-9.66,99.0,108.7,-.001
Morehead St.,OVC,-9.96,99.0,109.0,-.069
Fairleigh Dickinson,NEC,-10.16,102.2,112.4,.025
Lafayette,Pat,-10.17,101.8,112.0,-.097
UMKC,WAC,-10.32,98.2,108.5,-.009
Santa Clara,WCC,-10.34,99.2,109.5,.018
New Hampshire,AE,-10.35,98.2,108.5,-.069
South Florida,Amer,-10.45,98.8,109.3,-.013
Quinnipiac,MAAC,-10.46,101.7,112.2,.079
Arkansas St.,SB,-10.56,104.5,115.1,.017
North Florida,ASun,-10.65,107.7,118.4,.074
Nebraska Omaha,Sum,-10.67,104.1,114.7,.012
IUPUI,Horz,-10.72,98.3,109.0,.030
Sacramento St.,BSky,-10.77,99.8,110.6,-.067
Eastern Kentucky,OVC,-10.96,101.7,112.6,.017
UMass Lowell,AE,-11.00,103.6,114.6,.002
Bethune Cookman,MEAC,-11.05,99.5,110.6,.025
Rice,CUSA,-11.09,99.0,110.1,-.041
Holy Cross,Pat,-11.36,97.5,108.9,.026
McNeese St.,Slnd,-11.47,100.6,112.1,-.025
Fordham,A10,-11.63,94.5,106.1,.009
Western Illinois,Sum,-11.65,96.1,107.7,.006
Tennessee Martin,OVC,-11.66,95.5,107.2,-.019
Grambling St.,SWAC,-11.71,94.3,106.0,.102
Little Rock,SB,-11.91,93.8,105.7,-.058
Binghamton,AE,-11.93,97.4,109.4,-.061
Samford,SC,-12.00,107.7,119.7,-.036
Dartmouth,Ivy,-12.09,98.5,110.6,-.043
Cleveland St.,Horz,-12.14,97.9,110.0,.032
San Jose St.,MWC,-12.27,95.4,107.7,-.030
Western Carolina,SC,-12.30,95.7,108.0,.102
Siena,MAAC,-12.38,96.5,108.9,-.015
Chattanooga,SC,-12.53,99.2,111.8,-.024
Sacred Heart,NEC,-12.57,96.0,108.6,-.076
North Carolina A&T,MEAC,-12.68,98.1,110.8,.098
East Carolina,Amer,-12.78,96.7,109.5,.026
Charlotte,CUSA,-12.81,99.3,112.1,-.024
Kennesaw St.,ASun,-12.82,98.9,111.8,-.023
Central Connecticut,NEC,-12.85,98.0,110.8,.066
Texas A&M Corpus Chris,Slnd,-12.88,94.5,107.4,-.015
Norfolk St.,MEAC,-13.14,95.4,108.6,.002
St. Francis NY,NEC,-13.17,98.7,111.8,.022
Stetson,ASun,-13.27,98.5,111.8,-.041
The Citadel,SC,-13.33,101.6,114.9,.062
North Carolina Central,MEAC,-13.41,96.6,110.0,.019
Savannah St.,MEAC,-13.55,100.9,114.5,.108
SIU Edwardsville,OVC,-13.61,99.4,113.0,.069
Detroit,Horz,-14.20,102.6,116.8,-.011
Jacksonville,ASun,-14.27,94.2,108.4,.060
Marist,MAAC,-14.47,98.5,112.9,-.048
Youngstown St.,Horz,-14.56,101.4,115.9,-.010
Loyola MD,Pat,-14.58,96.2,110.8,.020
Morgan St.,MEAC,-14.82,96.3,111.1,-.060
Cal Poly,BW,-14.98,98.2,113.2,.051
Southern,SWAC,-15.51,94.3,109.8,.051
Northern Arizona,BSky,-16.02,93.5,109.5,-.030
American,Pat,-16.14,95.6,111.8,-.061
Arkansas Pine Bluff,SWAC,-16.45,93.6,110.0,.044
Cal St. Northridge,BW,-16.46,96.7,113.2,-.047
VMI,SC,-17.43,89.9,107.4,.024
Maine,AE,-17.46,90.9,108.4,-.002
Houston Baptist,Slnd,-17.64,98.9,116.5,-.092
Presbyterian,BSth,-17.66,97.8,115.5,.062
Howard,MEAC,-19.04,99.4,118.5,-.039
Alcorn St.,SWAC,-19.43,95.0,114.4,-.055
Jackson St.,SWAC,-19.60,89.4,109.0,.062
USC Upstate,ASun,-19.77,105.2,125.0,-.051
Alabama St.,SWAC,-19.86,95.8,115.7,-.018
Longwood,BSth,-20.41,89.6,110.0,-.039
Florida A&M,MEAC,-21.21,95.6,116.8,.040
Incarnate Word,Slnd,-21.60,93.5,115.1,-.006
South Carolina St.,MEAC,-21.86,96.9,118.7,.030
Bryant,NEC,-22.06,98.7,120.7,-.013
Northwestern St.,Slnd,-22.41,88.3,110.7,-.080
Chicago St.,WAC,-22.59,96.5,119.1,-.063
Coppin St.,MEAC,-23.97,86.5,110.5,-.026
Mississippi Valley St.,SWAC,-24.21,90.3,114.5,-.032
Maryland Eastern Shore,MEAC,-27.06,90.8,117.8,-.018
Delaware St.,MEAC,-27.94,90.3,118.3,-.094
Alabama A&M,SWAC,-28.31,86.6,114.9,-.040
