team,conf,adjem,adjo,adjd,luck
Creighton,BE,13.50,113.3,99.8,-.045
Washington,P12,13.37,107.0,93.6,.078
Murray St.,OVC,13.33,112.0,98.7,.033
Lipscomb,ASun,13.24,110.0,96.8,-.041
Belmont,OVC,13.07,114.8,101.8,.041
Seton Hall,BE,12.91,109.3,96.4,.022
Furman,SC,12.63,108.8,96.2,.030
Arkansas,SEC,12.34,109.5,97.2,-.041
Toledo,MAC,12.00,110.0,98.0,.047
Alabama,SEC,11.48,108.1,96.6,.039
Dayton,A10,11.48,111.5,100.1,-.036
Arizona St.,P12,11.21,109.8,98.6,.046
Memphis,Amer,10.88,109.0,98.1,-.031
Liberty,ASun,10.82,110.6,99.7,.006
Xavier,BE,10.43,110.8,100.4,.008
Colorado,P12,10.42,106.5,96.1,-.037
San Francisco,WCC,9.96,111.7,101.7,-.022
Providence,BE,9.95,105.0,95.0,-.014
Butler,BE,9.92,110.8,100.9,-.032
East Tennessee St.,SC,9.83,109.1,99.3,.022
Missouri,SEC,9.76,106.7,97.0,-.017
Miami FL,ACC,9.69,109.9,100.2,-.072
Fresno St.,MWC,9.68,108.2,98.5,-.011
South Carolina,SEC,9.67,107.9,98.3,.022
Northwestern,B10,9.55,102.9,93.4,-.111
UC Irvine,BW,9.46,106.6,97.1,.097
Temple,Amer,9.39,108.9,99.5,.065
Rutgers,B10,9.31,105.5,96.2,-.020
St. John's,BE,8.75,109.7,100.9,.071
Northeastern,CAA,8.75,111.5,102.7,.023
Vermont,AE,8.72,107.9,99.2,.056
UNC Greensboro,SC,8.59,106.5,97.9,.175
Yale,Ivy,8.59,111.7,103.1,.057
Illinois,B10,8.51,109.1,100.6,-.052
Davidson,A10,8.28,107.5,99.3,.065
Oregon St.,P12,7.89,111.2,103.3,-.040
San Diego,WCC,7.89,106.0,98.1,-.004
BYU,WCC,7.78,111.7,103.9,.027
USC,P12,7.65,109.2,101.6,-.096
Oklahoma St.,B12,7.60,108.9,101.3,-.010
Notre Dame,ACC,7.58,108.2,100.6,-.055
Georgetown,BE,7.52,109.2,101.7,.054
Texas A&M,SEC,7.49,106.9,99.4,-.021
Wichita St.,Amer,7.49,105.9,98.4,.029
Hofstra,CAA,7.47,116.3,108.8,.029
West Virginia,B12,7.26,109.0,101.8,.016
Utah Valley,WAC,7.17,109.0,101.8,.040
Pittsburgh,ACC,7.09,105.1,98.0,-.094
South Dakota St.,Sum,7.08,112.1,105.0,-.023
Arizona,P12,6.86,105.0,98.1,-.013
Northern Kentucky,Horz,6.56,109.2,102.7,-.008
Southern Miss,CUSA,6.42,106.5,100.1,-.014
Georgia Southern,SB,6.40,108.4,102.0,-.009
DePaul,BE,6.36,110.7,104.4,-.039
Saint Louis,A10,6.27,102.6,96.3,.045
Grand Canyon,WAC,6.22,108.1,101.8,-.033
Bowling Green,MAC,6.18,108.2,102.0,.035
Akron,MAC,6.09,99.8,93.7,-.105
Connecticut,Amer,6.02,108.3,102.3,-.070
Georgia Tech,ACC,5.91,101.8,95.9,-.023
UCLA,P12,5.88,108.4,102.5,.007
Georgia St.,SB,5.60,107.9,102.3,.126
Old Dominion,CUSA,5.58,101.9,96.4,.055
Jacksonville St.,OVC,5.46,104.9,99.4,.003
Utah,P12,5.39,114.2,108.8,.031
Boston College,ACC,5.31,107.5,102.2,.019
Western Kentucky,CUSA,5.27,104.9,99.6,-.000
SMU,Amer,5.17,112.0,106.8,-.070
St. Bonaventure,A10,5.17,102.0,96.8,-.044
Stanford,P12,5.12,103.3,98.2,-.027
Charleston,CAA,5.06,108.3,103.3,.019
San Diego St.,MWC,5.04,103.7,98.7,.056
South Florida,Amer,5.04,102.3,97.2,-.048
Central Michigan,MAC,4.89,110.3,105.4,.024
Harvard,Ivy,4.50,104.8,100.3,.056
Radford,BSth,4.45,108.7,104.2,-.007
Texas St.,SB,4.37,102.0,97.7,.034
Wright St.,Horz,4.33,105.9,101.6,-.031
Drake,MVC,4.32,107.0,102.7,.094
Colgate,Pat,4.29,110.0,105.8,.021
Penn,Ivy,4.28,104.0,99.7,.020
Tulsa,Amer,4.23,104.6,100.4,.040
Georgia,SEC,4.18,105.8,101.6,-.077
Loyola Chicago,MVC,4.15,104.2,100.0,-.010
Ball St.,MAC,4.08,102.3,98.2,-.088
Austin Peay,OVC,3.90,110.6,106.7,-.009
Northern Illinois,MAC,3.87,108.8,104.9,-.071
Montana,BSky,3.55,107.4,103.8,.057
Loyola Marymount,WCC,3.42,103.6,100.2,.066
Boise St.,MWC,3.22,107.1,103.8,-.192
Louisiana Monroe,SB,3.11,112.3,109.2,-.054
Louisiana Tech,CUSA,2.95,104.7,101.7,-.046
Kent St.,MAC,2.83,109.6,106.7,.140
Rhode Island,A10,2.68,103.8,101.1,.018
Samford,SC,2.21,106.6,104.3,-.076
Abilene Christian,Slnd,2.09,103.6,101.5,.087
Brown,Ivy,1.90,98.7,96.8,.011
Bucknell,Pat,1.88,105.5,103.6,.052
UAB,CUSA,1.84,106.4,104.5,-.011
Miami OH,MAC,1.78,104.7,102.9,-.025
Southern Illinois,MVC,1.70,104.2,102.5,-.010
UTSA,CUSA,1.66,105.7,104.0,-.017
UT Arlington,SB,1.54,101.1,99.6,.038
Pepperdine,WCC,1.41,106.6,105.2,-.057
Vanderbilt,SEC,0.79,102.0,101.2,-.109
Eastern Michigan,MAC,0.75,103.3,102.6,-.006
George Mason,A10,0.69,104.4,103.7,.023
North Texas,CUSA,0.51,99.5,99.0,-.007
Charleston Southern,BSth,0.05,101.3,101.2,-.092
Florida Atlantic,CUSA,-0.02,99.3,99.3,-.039
UNLV,MWC,-0.14,105.8,106.0,.014
Coastal Carolina,SB,-0.15,104.8,104.9,-.073
Marshall,CUSA,-0.16,107.9,108.1,.108
Wake Forest,ACC,-0.22,104.6,104.8,.040
Nebraska Omaha,Sum,-0.36,109.9,110.3,.109
Bradley,MVC,-0.36,100.9,101.2,.040
UT Rio Grande Valley,WAC,-0.37,99.3,99.6,.021
Gardner Webb,BSth,-0.74,107.5,108.2,.070
Stony Brook,AE,-0.75,99.1,99.9,.075
Lehigh,Pat,-0.79,108.6,109.4,.083
UC Santa Barbara,BW,-0.80,105.0,105.8,.035
Duquesne,A10,-0.81,104.4,105.2,.055
Sam Houston St.,Slnd,-0.88,105.9,106.8,.026
Missouri St.,MVC,-0.92,102.9,103.8,-.021
North Florida,ASun,-0.95,103.8,104.7,.015
Princeton,Ivy,-1.00,98.7,99.7,.101
Northern Iowa,MVC,-1.16,101.1,102.3,.004
Louisiana,SB,-1.18,106.5,107.7,.085
Winthrop,BSth,-1.20,106.4,107.6,.016
Colorado St.,MWC,-1.23,107.4,108.6,-.111
NJIT,ASun,-1.29,101.1,102.4,.090
Seattle,WAC,-1.42,100.7,102.2,-.028
Ohio,MAC,-1.53,98.6,100.1,.062
New Mexico,MWC,-1.60,103.9,105.5,-.028
Saint Joseph's,A10,-1.73,105.2,106.9,-.012
Santa Clara,WCC,-1.85,101.8,103.6,.059
Campbell,BSth,-1.89,107.9,109.8,.020
Presbyterian,BSth,-1.95,109.1,111.0,-.065
Oakland,Horz,-2.11,107.3,109.4,-.002
Hartford,AE,-2.24,108.3,110.5,-.008
Purdue Fort Wayne,Sum,-2.28,106.5,108.8,-.002
Northern Colorado,BSky,-2.44,102.2,104.6,.050
Cal Baptist,WAC,-2.52,106.7,109.2,-.054
Hampton,BSth,-2.56,107.5,110.0,-.109
IUPUI,Horz,-2.56,103.8,106.4,-.057
Mercer,SC,-2.60,103.5,106.1,-.113
Hawaii,BW,-3.03,103.5,106.5,-.005
Iona,MAAC,-3.08,106.5,109.6,-.025
American,Pat,-3.13,101.8,104.9,-.119
North Dakota St.,Sum,-3.20,106.6,109.8,.052
Illinois Chicago,Horz,-3.21,100.4,103.6,-.002
Richmond,A10,-3.23,106.8,110.0,-.088
FIU,CUSA,-3.25,101.9,105.1,.104
Cal St. Fullerton,BW,-3.44,98.9,102.3,.010
Illinois St.,MVC,-3.50,101.0,104.5,.084
Appalachian St.,SB,-3.61,105.9,109.5,-.083
Green Bay,Horz,-3.62,102.8,106.5,.084
Indiana St.,MVC,-4.14,101.0,105.1,.026
Fairleigh Dickinson,NEC,-4.25,106.2,110.4,.010
Prairie View A&M,SWAC,-4.31,101.5,105.8,.074
Washington St.,P12,-4.31,105.9,110.2,-.059
Columbia,Ivy,-4.48,101.8,106.3,-.060
South Alabama,SB,-4.49,103.0,107.5,.012
Pacific,WCC,-4.49,99.8,104.2,.045
Texas Southern,SWAC,-4.50,104.0,108.5,.056
Rider,MAAC,-4.51,101.3,105.8,-.032
Lamar,Slnd,-4.57,103.1,107.6,.009
Cornell,Ivy,-4.63,99.0,103.7,.084
Dartmouth,Ivy,-4.64,103.4,108.0,-.109
William & Mary,CAA,-4.65,103.3,108.0,.029
Florida Gulf Coast,ASun,-4.67,101.3,106.0,-.003
Valparaiso,MVC,-4.91,97.9,102.8,.003
Little Rock,SB,-4.94,99.7,104.7,-.149
Long Beach St.,BW,-4.99,101.0,106.0,.051
Weber St.,BSky,-5.06,101.3,106.4,-.022
La Salle,A10,-5.16,99.8,105.0,-.040
Cal St. Bakersfield,WAC,-5.16,102.5,107.6,.055
Evansville,MVC,-5.37,99.3,104.7,-.061
High Point,BSth,-5.52,99.1,104.6,.019
South Dakota,Sum,-5.70,100.3,106.0,-.048
UMBC,AE,-5.75,95.9,101.7,.078
Southeastern Louisiana,Slnd,-5.90,99.2,105.1,.009
Boston University,Pat,-5.93,104.1,110.1,-.025
Quinnipiac,MAAC,-5.98,104.4,110.3,-.024
UMKC,WAC,-6.14,100.9,107.0,-.052
Massachusetts,A10,-6.16,102.8,108.9,-.061
Detroit,Horz,-6.46,106.1,112.5,-.011
Eastern Washington,BSky,-6.57,100.9,107.5,.026
Eastern Kentucky,OVC,-6.57,99.2,105.8,.012
Sacred Heart,NEC,-6.71,104.0,110.7,-.062
Holy Cross,Pat,-6.80,100.9,107.7,.067
Air Force,MWC,-6.84,100.4,107.3,.030
Army,Pat,-6.85,96.1,103.0,-.028
California,P12,-7.20,102.9,110.1,.037
Middle Tennessee,CUSA,-7.21,98.1,105.3,.013
Drexel,CAA,-7.37,105.5,112.9,.004
Troy,SB,-7.40,102.8,110.2,.053
Rice,CUSA,-7.48,102.8,110.3,.000
UC Davis,BW,-7.49,96.2,103.7,-.043
The Citadel,SC,-7.59,106.6,114.2,.028
Jacksonville,ASun,-7.60,98.7,106.3,-.056
Western Michigan,MAC,-7.61,99.0,106.6,-.039
Montana St.,BSky,-7.64,107.4,115.1,.008
New Orleans,Slnd,-7.68,97.0,104.7,.093
Arkansas St.,SB,-7.69,102.3,109.9,.086
Morehead St.,OVC,-7.71,102.2,109.9,.060
Fordham,A10,-7.84,96.5,104.3,-.075
Chattanooga,SC,-7.85,101.5,109.3,.025
UMass Lowell,AE,-7.85,104.3,112.2,-.026
Cal St. Northridge,BW,-7.97,104.4,112.4,-.013
Delaware,CAA,-8.07,104.7,112.8,.080
St. Francis PA,NEC,-8.11,105.1,113.3,.088
LIU Brooklyn,NEC,-8.18,98.1,106.3,-.013
Youngstown St.,Horz,-8.30,103.9,112.2,-.004
Norfolk St.,MEAC,-8.40,97.5,105.9,.050
Siena,MAAC,-8.41,100.5,108.9,.060
Loyola MD,Pat,-8.72,101.4,110.2,-.028
Robert Morris,NEC,-8.76,94.8,103.5,.035
North Dakota,Sum,-8.78,97.3,106.1,-.046
East Carolina,Amer,-9.02,97.9,106.9,-.006
UNC Wilmington,CAA,-9.04,105.3,114.3,-.034
Western Carolina,SC,-9.22,101.6,110.9,-.051
Grambling St.,SWAC,-9.42,94.6,104.1,-.029
St. Francis NY,NEC,-9.49,95.7,105.2,.052
Marist,MAAC,-9.51,100.0,109.5,-.054
Sacramento St.,BSky,-9.55,96.2,105.7,-.011
Houston Baptist,Slnd,-9.62,102.8,112.5,-.038
Albany,AE,-9.85,98.2,108.0,-.066
James Madison,CAA,-9.87,100.9,110.8,.056
Canisius,MAAC,-9.87,101.5,111.3,.115
Navy,Pat,-9.90,97.1,107.0,.061
Southern Utah,BSky,-9.91,96.5,106.4,.048
Texas A&M Corpus Chris,Slnd,-9.94,94.5,104.4,-.011
VMI,SC,-10.04,102.2,112.3,.018
Cleveland St.,Horz,-10.05,101.5,111.6,-.041
North Alabama,ASun,-10.17,95.0,105.1,.006
Longwood,BSth,-10.19,96.3,106.5,-.002
Portland St.,BSky,-10.38,101.5,111.9,.046
Towson,CAA,-10.48,100.1,110.5,-.049
Tennessee Martin,OVC,-10.62,104.5,115.2,.009
George Washington,A10,-10.68,95.2,105.9,-.009
Oral Roberts,Sum,-10.72,103.3,114.0,.013
Tulane,Amer,-10.78,96.5,107.3,-.042
Monmouth,MAAC,-10.87,93.0,103.9,.047
Western Illinois,Sum,-10.97,97.3,108.3,-.106
Tennessee St.,OVC,-11.08,98.4,109.5,-.062
Central Arkansas,Slnd,-11.17,99.8,110.9,.019
Charlotte,CUSA,-11.17,95.4,106.6,-.005
UTEP,CUSA,-11.22,89.8,101.1,-.086
Lafayette,Pat,-11.27,101.4,112.7,.004
Milwaukee,Horz,-11.34,98.2,109.5,.016
Fairfield,MAAC,-11.49,95.7,107.2,-.094
North Carolina A&T,MEAC,-11.58,96.3,107.9,.099
North Carolina Central,MEAC,-11.89,96.6,108.5,.004
Northern Arizona,BSky,-11.92,100.4,112.3,-.036
Elon,CAA,-12.11,98.9,111.0,-.002
Bethune Cookman,MEAC,-12.12,93.3,105.4,-.030
Eastern Illinois,OVC,-12.24,99.5,111.8,.094
Howard,MEAC,-12.39,101.8,114.2,.025
Southeast Missouri St.,OVC,-12.47,97.4,109.8,-.033
Nicholls St.,Slnd,-12.65,98.6,111.3,-.005
Stephen F. Austin,Slnd,-12.75,95.3,108.1,.036
Denver,Sum,-13.12,99.7,112.8,-.062
Wagner,NEC,-13.44,93.8,107.2,.043
Niagara,MAAC,-13.55,101.6,115.1,.031
Saint Peter's,MAAC,-13.63,94.4,108.0,-.013
Arkansas Pine Bluff,SWAC,-13.64,96.1,109.7,.023
Wyoming,MWC,-13.65,95.0,108.6,.003
Florida A&M,MEAC,-14.27,88.9,103.2,-.007
Jackson St.,SWAC,-14.84,89.8,104.6,.007
Central Connecticut,NEC,-14.87,97.0,111.8,.006
UC Riverside,BW,-14.95,98.1,113.0,-.023
Tennessee Tech,OVC,-15.19,89.4,104.6,-.042
Manhattan,MAAC,-15.22,89.4,104.6,.021
Mount St. Mary's,NEC,-15.23,94.6,109.8,-.012
Bryant,NEC,-15.60,99.3,114.9,.026
Portland,WCC,-15.63,94.2,109.9,-.011
Stetson,ASun,-15.82,97.6,113.4,-.054
Idaho St.,BSky,-16.29,101.8,118.1,.067
Alabama St.,SWAC,-16.36,94.6,111.0,.024
SIU Edwardsville,OVC,-16.48,96.5,113.0,.033
McNeese St.,Slnd,-16.56,98.0,114.5,-.047
Binghamton,AE,-16.75,95.9,112.6,.003
Cal Poly,BW,-17.79,96.8,114.6,-.068
Morgan St.,MEAC,-18.04,92.5,110.5,-.074
Southern,SWAC,-18.41,93.7,112.1,-.082
USC Upstate,BSth,-18.54,92.8,111.3,-.049
Maine,AE,-18.65,93.1,111.7,-.058
South Carolina St.,MEAC,-18.82,97.9,116.7,-.037
Kennesaw St.,ASun,-19.15,91.6,110.8,.040
Northwestern St.,Slnd,-19.73,89.9,109.6,.069
Savannah St.,MEAC,-19.77,96.2,116.0,.061
Coppin St.,MEAC,-20.56,88.5,109.1,.010
San Jose St.,MWC,-21.85,91.7,113.6,-.021
Alabama A&M,SWAC,-22.66,86.5,109.1,-.044
Incarnate Word,Slnd,-22.87,97.4,120.2,-.066
New Hampshire,AE,-23.05,84.2,107.2,-.015
Idaho,BSky,-23.90,94.8,118.7,-.036
UNC Asheville,BSth,-24.11,92.8,116.9,-.032
Alcorn St.,SWAC,-24.64,88.8,113.4,.031
Mississippi Valley St.,SWAC,-25.09,89.4,114.5,-.018
Chicago St.,WAC,-27.90,90.3,118.2,-.012
Delaware St.,MEAC,-29.66,84.2,113.9,.008
Maryland Eastern Shore,MEAC,-29.70,85.1,114.8,.024
