team,conf,adjem,adjo,adjd,luck
North Carolina St.,ACC,9.84,113.5,103.6,-.060
UTEP,CUSA,9.84,108.2,98.4,.003
Northern Iowa,MVC,9.70,110.6,100.9,.051
Vermont,AE,9.10,108.7,99.6,-.020
Duquesne,A10,8.95,115.2,106.2,.009
Cincinnati,BE,8.72,108.7,100.0,.032
Iowa,B10,8.44,108.6,100.2,-.055
Western Kentucky,SB,8.10,111.1,103.0,.092
George Mason,CAA,8.04,104.6,96.6,-.011
Oral Roberts,Sum,7.85,103.0,95.2,-.111
Miami OH,MAC,7.38,103.5,96.2,-.005
Mississippi,SEC,7.19,111.4,104.2,-.001
Old Dominion,CAA,7.02,105.0,98.0,.043
Texas Tech,B12,7.01,109.3,102.3,-.017
Akron,MAC,6.90,102.9,96.0,-.014
Wright St.,Horz,6.90,100.7,93.8,.014
Northeastern,CAA,6.84,106.4,99.6,.023
Georgia Tech,ACC,6.73,100.4,93.7,-.107
Saint Joseph's,A10,6.71,105.7,99.0,-.041
Alabama,SEC,6.63,105.9,99.3,-.016
Stephen F. Austin,Slnd,6.52,97.0,90.4,.053
Oakland,Sum,6.36,114.2,107.8,.026
Nevada,WAC,6.07,105.8,99.8,.002
Virginia,ACC,5.77,103.5,97.8,-.066
East Tennessee St.,ASun,5.67,106.4,100.7,-.048
La Salle,A10,5.35,105.9,100.5,-.009
Cornell,Ivy,5.23,108.5,103.3,-.005
Cal St. Northridge,BW,5.18,102.2,97.0,-.045
Portland,WCC,5.01,107.3,102.3,-.006
Pacific,BW,4.92,108.8,103.9,-.026
Oregon St.,P10,4.91,106.1,101.2,.068
American,Pat,4.70,105.3,100.6,.093
Iowa St.,B12,4.60,102.5,97.9,-.017
Richmond,A10,4.43,106.8,102.4,-.034
Belmont,ASun,4.25,106.6,102.4,-.047
Weber St.,BSky,4.20,103.2,99.0,.078
Tennessee Martin,OVC,4.20,108.5,104.3,.013
Portland St.,BSky,4.04,109.2,105.1,.025
Buffalo,MAC,3.96,102.6,98.6,.036
Bradley,MVC,3.95,104.9,101.0,.046
St. John's,BE,3.88,102.7,98.8,.001
Jacksonville,ASun,3.87,108.2,104.4,-.071
Sam Houston St.,Slnd,3.64,107.3,103.7,-.065
Kent St.,MAC,3.47,103.2,99.7,-.031
New Mexico St.,WAC,3.31,109.4,106.0,-.020
TCU,MWC,3.23,103.5,100.3,-.019
Arkansas,SEC,3.20,105.1,101.9,-.040
Evansville,MVC,3.10,102.7,99.6,.016
Illinois Chicago,Horz,3.01,105.6,102.6,-.022
Wyoming,MWC,2.98,107.0,104.0,.094
Murray St.,OVC,2.76,103.1,100.3,-.028
Drexel,CAA,2.65,98.6,95.9,-.002
James Madison,CAA,2.42,105.8,103.3,.027
Wichita St.,MVC,2.39,102.8,100.4,-.004
UCF,CUSA,2.32,105.9,103.6,.022
South Florida,BE,2.30,101.5,99.2,-.056
Santa Clara,WCC,2.25,101.6,99.3,-.051
Massachusetts,A10,2.22,105.1,102.9,-.039
UT Arlington,Slnd,2.05,109.4,107.4,-.105
Charlotte,A10,1.84,103.9,102.0,-.095
Drake,MVC,1.80,102.4,100.6,-.032
Bowling Green,MAC,1.79,102.5,100.7,-.010
Saint Louis,A10,1.75,101.8,100.1,.038
Southern Miss,CUSA,1.58,106.7,105.1,-.018
Mount St. Mary's,NEC,1.54,101.4,99.9,-.091
Robert Morris,NEC,1.49,102.0,100.6,.055
College of Charleston,SC,1.40,110.0,108.6,.085
Arkansas Little Rock,SB,1.24,99.9,98.7,.144
Rutgers,BE,1.13,98.6,97.4,-.074
Morgan St.,MEAC,0.99,100.1,99.1,.031
Boise St.,WAC,0.97,103.1,102.1,.091
North Texas,SB,0.95,109.0,108.0,.036
Milwaukee,Horz,0.93,104.6,103.7,.064
Marshall,CUSA,0.92,107.2,106.3,.003
Eastern Kentucky,OVC,0.90,112.6,111.7,-.031
Southern Illinois,MVC,0.81,102.2,101.4,-.015
Morehead St.,OVC,0.76,102.0,101.3,.015
Lipscomb,ASun,0.44,105.5,105.1,-.102
Oregon,P10,0.43,104.2,103.8,.018
Idaho,WAC,0.25,104.4,104.1,.017
Texas A&M Corpus Chris,Slnd,0.20,100.0,99.8,.033
San Diego,WCC,0.11,98.4,98.3,.015
Louisiana Tech,WAC,-0.00,101.3,101.3,-.035
Middle Tennessee,SB,-0.07,104.5,104.6,-.044
UC Santa Barbara,BW,-0.09,99.8,99.9,-.006
VMI,BSth,-0.44,108.5,108.9,.074
Nicholls St.,Slnd,-0.46,101.9,102.3,.043
Long Beach St.,BW,-0.51,104.5,105.0,.048
Hofstra,CAA,-0.56,97.9,98.4,.148
Ohio,MAC,-0.58,101.8,102.4,-.023
Boston University,AE,-0.59,104.4,104.9,.003
Montana,BSky,-0.70,104.1,104.8,.030
Fairfield,MAAC,-0.77,103.2,104.0,.080
Tulane,CUSA,-0.78,98.6,99.4,-.010
IUPUI,Sum,-0.79,103.8,104.6,-.008
Radford,BSth,-0.86,101.2,102.1,.076
Binghamton,AE,-0.98,102.3,103.3,.130
Colorado,B12,-1.00,101.2,102.2,-.098
Rider,MAAC,-1.25,105.1,106.3,.055
South Alabama,SB,-1.28,102.8,104.1,.037
Colorado St.,MWC,-1.37,107.0,108.4,-.057
Holy Cross,Pat,-1.39,98.7,100.1,-.027
Troy,SB,-1.42,108.8,110.2,.065
Austin Peay,OVC,-1.64,107.4,109.0,.056
Utah Valley,ind,-2.01,104.1,106.2,-.054
Sacred Heart,NEC,-2.13,103.9,106.0,-.058
George Washington,A10,-2.17,102.2,104.4,-.066
St. Bonaventure,A10,-2.22,98.6,100.8,.034
UTSA,Slnd,-2.26,102.0,104.3,.056
Stony Brook,AE,-2.36,98.2,100.6,-.069
Manhattan,MAAC,-2.42,97.6,100.0,.016
San Jose St.,WAC,-2.64,101.6,104.2,.014
Idaho St.,BSky,-2.64,102.7,105.4,-.027
The Citadel,SC,-2.72,102.6,105.3,.042
Iona,MAAC,-2.73,96.0,98.7,-.065
Liberty,BSth,-2.79,105.2,108.0,.069
Missouri St.,MVC,-2.83,99.4,102.3,-.043
Georgia,SEC,-2.95,95.4,98.3,-.005
Southeastern Louisiana,Slnd,-2.97,100.5,103.5,-.112
Alabama St.,SWAC,-2.97,100.7,103.6,.025
Cal St. Fullerton,BW,-3.24,105.6,108.8,.017
Northern Colorado,BSky,-3.34,103.3,106.7,-.075
Indiana St.,MVC,-3.36,102.6,105.9,.007
Denver,SB,-3.50,102.7,106.2,-.034
SMU,CUSA,-3.52,101.6,105.1,-.069
DePaul,BE,-3.72,102.0,105.8,-.016
Fresno St.,WAC,-3.78,99.7,103.5,-.043
Texas St.,Slnd,-3.89,102.4,106.3,-.078
Indiana,B10,-3.92,99.1,103.0,-.030
Lamar,Slnd,-3.96,100.4,104.4,.032
Delaware,CAA,-3.98,102.7,106.6,-.011
South Dakota St.,Sum,-4.00,104.9,108.9,-.043
Chattanooga,SC,-4.04,104.3,108.4,.041
Hawaii,WAC,-4.17,97.2,101.3,-.030
East Carolina,CUSA,-4.19,110.4,114.6,-.020
IPFW,Sum,-4.29,102.5,106.8,.024
UC Irvine,BW,-4.39,104.1,108.5,-.005
Mercer,ASun,-4.40,105.2,109.6,.062
UC Riverside,BW,-4.68,97.5,102.2,.096
UC Davis,BW,-4.81,105.2,110.0,-.056
Loyola MD,MAAC,-5.05,102.8,107.8,.007
Wofford,SC,-5.14,106.3,111.4,.060
Youngstown St.,Horz,-5.19,101.5,106.7,.023
Navy,Pat,-5.20,98.7,103.9,.042
Arkansas St.,SB,-5.23,95.9,101.1,-.069
Valparaiso,Horz,-5.27,99.7,105.0,-.074
Southern Utah,Sum,-5.39,102.1,107.5,-.048
Georgia St.,CAA,-5.60,98.7,104.3,-.031
Loyola Chicago,Horz,-5.69,99.9,105.6,.046
Air Force,MWC,-5.70,98.6,104.3,-.090
McNeese St.,Slnd,-5.88,94.1,100.0,-.088
Gardner Webb,BSth,-5.90,101.6,107.5,-.050
Chicago St.,ind,-6.02,106.0,112.0,.015
William & Mary,CAA,-6.08,96.5,102.5,-.094
Rice,CUSA,-6.10,100.4,106.5,.010
Montana St.,BSky,-6.11,100.9,107.0,.058
Canisius,MAAC,-6.13,93.9,100.0,-.018
Tennessee Tech,OVC,-6.35,98.1,104.4,-.078
Northern Arizona,BSky,-6.47,101.8,108.3,-.132
Ball St.,MAC,-6.50,95.2,101.7,.026
Western Carolina,SC,-6.58,100.7,107.3,.051
Campbell,ASun,-6.61,96.0,102.6,-.053
LIU Brooklyn,NEC,-6.74,100.6,107.4,-.035
San Francisco,WCC,-6.93,104.1,111.0,.033
Yale,Ivy,-6.95,95.3,102.2,-.015
Albany,AE,-6.99,97.3,104.3,.046
Jackson St.,SWAC,-7.10,98.1,105.2,.059
Western Michigan,MAC,-7.26,98.3,105.6,-.087
Centenary,Sum,-7.30,95.9,103.2,-.048
Samford,SC,-7.34,101.4,108.8,.017
Marist,MAAC,-7.65,94.5,102.1,-.056
Central Michigan,MAC,-7.71,99.0,106.7,-.024
Eastern Washington,BSky,-7.74,97.7,105.4,.051
Harvard,Ivy,-7.76,102.4,110.1,.041
Presbyterian,BSth,-7.84,93.7,101.6,.044
Jacksonville St.,OVC,-7.87,100.4,108.3,-.033
Stetson,ASun,-7.87,96.2,104.0,.015
Towson,CAA,-7.99,101.2,109.2,.030
Louisiana Lafayette,SB,-8.03,97.3,105.4,-.046
Appalachian St.,SC,-8.10,101.5,109.6,-.005
New Hampshire,AE,-8.46,97.2,105.6,.043
UMBC,AE,-8.56,101.9,110.5,.092
UNC Asheville,BSth,-8.64,102.1,110.7,.065
Princeton,Ivy,-8.72,95.5,104.3,-.034
Lehigh,Pat,-8.84,93.9,102.8,-.016
FIU,SB,-8.84,97.3,106.1,.049
Coppin St.,MEAC,-9.12,98.4,107.6,.005
Eastern Illinois,OVC,-9.29,97.5,106.8,-.010
Cal Poly,BW,-9.52,97.6,107.1,-.100
Detroit,Horz,-9.54,91.4,101.0,-.004
Saint Peter's,MAAC,-9.56,93.6,103.2,.024
Cal St. Bakersfield,ind,-9.69,100.1,109.8,.011
Penn,Ivy,-9.70,96.1,105.8,-.032
Tennessee St.,OVC,-9.86,101.6,111.4,.059
Hampton,MEAC,-9.99,86.3,96.3,.029
South Carolina St.,MEAC,-10.24,96.4,106.6,-.014
Wagner,NEC,-10.42,97.6,108.0,.056
Winthrop,BSth,-10.61,92.0,102.6,.033
Quinnipiac,NEC,-10.81,97.2,108.0,.027
Columbia,Ivy,-10.85,90.9,101.7,-.024
UMKC,Sum,-10.90,99.4,110.4,-.003
New Orleans,SB,-11.32,91.8,103.1,.068
USC Upstate,ASun,-11.44,93.4,104.8,-.029
Coastal Carolina,BSth,-11.55,96.1,107.6,-.049
Florida Atlantic,SB,-11.58,101.5,113.1,-.075
Prairie View A&M,SWAC,-11.72,94.4,106.1,.013
Bethune Cookman,MEAC,-11.76,89.5,101.3,.012
Central Connecticut,NEC,-11.95,97.7,109.7,.033
Northern Illinois,MAC,-12.27,94.6,106.9,-.049
Army,Pat,-12.46,88.3,100.7,-.033
Elon,SC,-12.50,94.9,107.4,.027
Louisiana Monroe,SB,-12.94,97.1,110.1,.056
Bucknell,Pat,-13.02,93.4,106.4,-.029
Pepperdine,WCC,-13.04,92.7,105.7,.040
Florida Gulf Coast,ASun,-13.17,92.3,105.5,.026
Maine,AE,-13.17,97.6,110.8,-.022
Western Illinois,Sum,-13.20,97.4,110.6,.021
Toledo,MAC,-13.31,92.6,105.9,.010
North Carolina A&T,MEAC,-13.45,91.5,105.0,.054
SIU Edwardsville,ind,-13.72,91.2,104.9,.028
St. Francis NY,NEC,-13.74,96.0,109.7,.021
Arkansas Pine Bluff,SWAC,-13.77,88.0,101.7,.082
Brown,Ivy,-13.78,95.3,109.1,-.015
Norfolk St.,MEAC,-13.91,97.5,111.4,.012
UNC Wilmington,CAA,-14.59,99.1,113.7,.030
High Point,BSth,-14.72,91.0,105.7,-.027
Georgia Southern,SC,-14.75,98.0,112.7,-.016
Eastern Michigan,MAC,-14.97,90.2,105.1,.001
Colgate,Pat,-15.10,90.7,105.8,.006
Charleston Southern,BSth,-15.63,96.5,112.1,-.005
Longwood,ind,-15.67,96.8,112.4,.089
Savannah St.,ind,-15.76,86.0,101.8,.122
Hartford,AE,-15.94,92.1,108.0,-.019
Dartmouth,Ivy,-16.08,92.8,108.8,.022
Northwestern St.,Slnd,-16.18,91.8,108.0,.062
Delaware St.,MEAC,-16.53,97.1,113.6,-.056
Lafayette,Pat,-17.09,95.1,112.2,.032
Central Arkansas,Slnd,-17.11,94.3,111.4,.027
Houston Baptist,ind,-18.16,95.9,114.1,-.051
Texas Southern,SWAC,-18.64,93.2,111.9,-.031
Fordham,A10,-18.68,93.2,111.9,-.014
Texas Pan American,ind,-18.68,93.7,112.3,.001
Loyola Marymount,WCC,-18.69,89.2,107.9,.005
UNC Greensboro,SC,-18.85,93.5,112.3,-.028
Mississippi Valley St.,SWAC,-18.88,94.0,112.9,-.048
Monmouth,NEC,-19.10,93.9,113.0,-.006
Furman,SC,-19.21,91.3,110.5,-.026
St. Francis PA,NEC,-19.29,94.4,113.7,-.016
Howard,MEAC,-19.82,90.9,110.8,.000
Florida A&M,MEAC,-19.87,90.7,110.5,.083
Southern,SWAC,-19.91,91.2,111.2,-.039
North Florida,ASun,-20.03,89.3,109.4,.015
Bryant,ind,-20.61,94.0,114.6,.027
Alabama A&M,SWAC,-20.67,86.0,106.7,-.012
Fairleigh Dickinson,NEC,-21.55,91.4,112.9,.041
Southeast Missouri St.,OVC,-21.81,95.0,116.8,-.017
Kennesaw St.,ASun,-23.44,89.6,113.0,.007
Winston Salem St.,ind,-23.92,83.9,107.8,.011
Sacramento St.,BSky,-24.88,89.6,114.5,.017
Alcorn St.,SWAC,-26.40,92.1,118.5,-.050
Grambling St.,SWAC,-27.10,89.8,116.9,-.015
Maryland Eastern Shore,MEAC,-27.77,89.2,116.9,.060
North Carolina Central,ind,-28.86,85.6,114.5,-.015
NJIT,ind,-35.20,71.5,106.7,-.028
