team,conf,adjem,adjo,adjd,luck
Florida Gulf Coast,ASun,-0.08,103.6,103.7,-.038
Murray St.,OVC,-0.10,106.3,106.4,-.041
Tennessee St.,OVC,-0.11,101.5,101.6,-.003
Northern Illinois,MAC,-0.18,101.6,101.7,.038
Wyoming,MWC,-0.19,108.3,108.5,-.033
Massachusetts,A10,-0.29,102.8,103.1,.008
Indiana St.,MVC,-0.37,99.4,99.8,.013
Western Kentucky,CUSA,-0.66,108.6,109.2,.010
Texas A&M Corpus Chris,Slnd,-0.66,102.6,103.3,.169
Harvard,Ivy,-0.69,100.3,101.0,-.047
Bucknell,Pat,-0.89,105.6,106.5,-.067
Detroit,Horz,-0.90,110.6,111.5,.024
Oral Roberts,Sum,-0.99,107.6,108.6,.025
Furman,SC,-1.01,105.0,106.0,-.024
Coastal Carolina,BSth,-1.09,101.7,102.8,.016
North Florida,ASun,-1.19,113.9,115.0,.058
Texas Southern,SWAC,-1.26,107.3,108.5,-.016
Kent St.,MAC,-1.37,106.4,107.8,.082
Georgia St.,SB,-1.39,99.9,101.2,.013
Western Michigan,MAC,-1.65,103.7,105.4,-.054
Mercer,SC,-1.67,105.8,107.5,-.025
DePaul,BE,-1.69,104.5,106.2,.004
Loyola Chicago,MVC,-1.73,100.0,101.8,.013
UCF,Amer,-1.89,102.1,104.0,-.019
Washington St.,P12,-2.19,103.7,105.9,-.051
Wofford,SC,-2.22,106.3,108.5,-.017
Wagner,NEC,-2.32,100.7,103.1,.027
Auburn,SEC,-2.56,101.7,104.2,.049
East Carolina,Amer,-2.70,103.2,105.9,-.024
Lehigh,Pat,-2.71,104.9,107.6,-.004
Minnesota,B10,-2.77,101.5,104.3,-.061
Charlotte,CUSA,-2.84,105.8,108.7,-.040
Western Carolina,SC,-2.92,101.5,104.4,.021
Denver,Sum,-2.92,102.9,105.9,.029
Tennessee Tech,OVC,-3.14,108.5,111.6,.077
Eastern Washington,BSky,-3.26,111.8,115.1,-.045
George Mason,A10,-3.32,101.5,104.8,-.005
North Dakota,BSky,-3.35,99.6,103.0,-.053
Tulane,Amer,-3.39,97.9,101.3,-.010
Eastern Kentucky,OVC,-3.58,107.4,111.0,-.029
NJIT,ASun,-3.61,102.3,105.9,.048
Cal Poly,BW,-3.65,107.6,111.3,-.062
Navy,Pat,-3.68,99.4,103.1,-.006
San Francisco,WCC,-3.75,107.4,111.1,.036
Portland,WCC,-4.01,107.1,111.1,-.072
IUPUI,Sum,-4.05,99.9,103.9,.042
Fairfield,MAAC,-4.06,103.8,107.9,.101
Tennessee Martin,OVC,-4.26,104.9,109.2,.074
Georgia Southern,SB,-4.31,105.0,109.3,-.017
St. John's,BE,-4.40,97.8,102.2,-.023
Texas St.,SB,-4.43,99.5,103.9,-.014
Sam Houston St.,Slnd,-4.61,102.6,107.2,-.008
Idaho,BSky,-4.87,98.6,103.5,.076
UTEP,CUSA,-4.93,102.6,107.6,.035
South Dakota,Sum,-4.96,106.0,111.0,.057
Austin Peay,OVC,-5.10,104.5,109.6,.061
Loyola Marymount,WCC,-5.21,103.7,108.9,.076
Saint Peter's,MAAC,-5.24,96.7,102.0,-.005
UNC Greensboro,SC,-5.27,102.2,107.5,-.017
Samford,SC,-5.28,103.0,108.2,-.056
Radford,BSth,-5.29,104.2,109.5,.053
Rider,MAAC,-5.33,99.3,104.7,-.060
Missouri St.,MVC,-5.38,100.4,105.8,.060
Boston College,ACC,-5.56,95.3,100.8,-.058
Saint Louis,A10,-5.56,96.9,102.4,.018
Pacific,WCC,-5.63,100.6,106.3,-.006
FIU,CUSA,-5.67,103.2,108.8,-.127
Southern,SWAC,-5.75,100.5,106.3,.040
Bowling Green,MAC,-5.78,100.9,106.7,.037
Boston University,Pat,-5.88,102.8,108.7,.051
Western Illinois,Sum,-5.91,101.2,107.1,-.069
UC Riverside,BW,-5.94,100.1,106.1,-.026
Dartmouth,Ivy,-5.99,99.5,105.5,-.099
New Hampshire,AE,-6.01,99.9,105.9,.110
Gardner Webb,BSth,-6.02,100.7,106.8,.045
Canisius,MAAC,-6.29,108.1,114.4,-.013
South Florida,Amer,-6.49,98.3,104.8,-.016
Cal St. Northridge,BW,-6.52,100.9,107.4,-.013
Jackson St.,SWAC,-6.53,95.7,102.3,-.004
UC Davis,BW,-6.64,93.9,100.5,-.005
Air Force,MWC,-6.92,99.1,106.0,.087
Incarnate Word,Slnd,-7.06,102.1,109.1,.123
Santa Clara,WCC,-7.07,101.8,108.9,.019
Drexel,CAA,-7.16,99.5,106.7,-.026
Montana St.,BSky,-7.20,106.5,113.7,-.024
Miami OH,MAC,-7.25,97.4,104.7,.046
Hampton,MEAC,-7.40,99.8,107.2,.157
San Jose St.,MWC,-7.46,97.2,104.7,-.058
UMKC,WAC,-7.48,103.2,110.7,-.054
Arkansas St.,SB,-7.51,100.3,107.8,-.011
Norfolk St.,MEAC,-7.52,105.6,113.1,.001
Penn,Ivy,-7.56,100.1,107.7,-.025
Army,Pat,-7.57,99.5,107.0,.040
Northern Kentucky,Horz,-7.66,100.7,108.4,-.079
Colgate,Pat,-7.71,104.0,111.7,-.018
Manhattan,MAAC,-7.77,98.8,106.6,.045
Appalachian St.,SB,-8.17,102.7,110.9,-.015
South Alabama,SB,-8.22,95.8,104.1,.084
Portland St.,BSky,-8.35,102.1,110.4,-.045
Kennesaw St.,ASun,-8.57,101.6,110.2,-.026
Drake,MVC,-8.60,104.1,112.7,-.101
Mount St. Mary's,NEC,-8.78,93.7,102.4,-.032
Cal St. Fullerton,BW,-8.82,101.7,110.5,.011
Brown,Ivy,-9.26,102.4,111.6,-.056
Eastern Illinois,OVC,-9.34,100.5,109.8,.046
La Salle,A10,-9.34,99.2,108.5,.036
South Carolina St.,MEAC,-9.48,103.3,112.8,.091
San Diego,WCC,-9.77,93.9,103.7,-.012
Idaho St.,BSky,-9.86,99.1,109.0,.052
Jacksonville,ASun,-9.90,100.2,110.1,.050
Rice,CUSA,-10.12,105.7,115.8,.022
Sacramento St.,BSky,-10.13,98.8,108.9,.049
Lipscomb,ASun,-10.14,101.5,111.6,.006
Delaware,CAA,-10.22,101.5,111.7,-.004
Cornell,Ivy,-10.34,98.2,108.5,.046
Houston Baptist,Slnd,-10.39,101.6,112.0,.074
Stetson,ASun,-10.44,104.0,114.5,-.046
Rutgers,B10,-10.63,97.5,108.1,-.036
Fairleigh Dickinson,NEC,-10.63,104.4,115.0,.097
Troy,SB,-10.69,98.3,109.0,-.021
Youngstown St.,Horz,-10.70,103.2,113.9,.007
Utah Valley,WAC,-10.71,99.6,110.3,-.022
St. Francis NY,NEC,-11.23,93.9,105.2,.011
Holy Cross,Pat,-11.39,97.1,108.5,.065
Alabama St.,SWAC,-11.59,99.1,110.7,.029
LIU Brooklyn,NEC,-11.78,100.1,111.9,.049
Loyola MD,Pat,-11.85,100.8,112.6,-.030
North Texas,CUSA,-11.89,100.8,112.7,.015
Cleveland St.,Horz,-11.89,91.6,103.5,.020
Quinnipiac,MAAC,-11.89,91.9,103.8,-.028
Liberty,BSth,-12.11,98.7,110.8,.077
Florida Atlantic,CUSA,-12.36,95.7,108.1,-.033
Seattle,WAC,-12.37,94.3,106.7,.059
Longwood,BSth,-12.51,100.4,112.9,-.039
Jacksonville St.,OVC,-12.58,98.3,110.9,-.067
Campbell,BSth,-12.82,100.2,113.0,-.030
Charleston Southern,BSth,-12.94,99.2,112.1,-.008
St. Francis PA,NEC,-13.05,100.4,113.4,.014
Sacred Heart,NEC,-13.11,99.6,112.7,.006
Alabama A&M,SWAC,-13.28,100.1,113.4,-.046
North Carolina Central,MEAC,-13.35,98.3,111.6,-.076
Robert Morris,NEC,-13.36,91.8,105.2,-.033
Morgan St.,MEAC,-13.58,94.9,108.5,-.114
Southern Miss,CUSA,-13.84,96.5,110.3,-.019
Bethune Cookman,MEAC,-13.96,97.9,111.9,.010
Marist,MAAC,-13.97,102.0,116.0,-.042
Niagara,MAAC,-14.17,94.1,108.2,.059
VMI,SC,-14.19,97.0,111.2,-.022
Southeastern Louisiana,Slnd,-14.46,98.0,112.4,-.017
SIU Edwardsville,OVC,-14.46,95.2,109.6,.015
The Citadel,SC,-14.51,103.1,117.6,.008
Alcorn St.,SWAC,-14.55,98.0,112.6,.103
Northern Colorado,BSky,-14.65,103.3,118.0,.024
UMass Lowell,AE,-14.99,100.6,115.6,.100
New Orleans,Slnd,-15.01,96.4,111.4,-.059
Abilene Christian,Slnd,-15.24,97.1,112.3,.025
Maryland Eastern Shore,MEAC,-15.28,98.5,113.8,-.009
American,Pat,-15.34,92.1,107.4,.111
Lamar,Slnd,-15.48,97.3,112.8,-.085
Central Arkansas,Slnd,-15.98,100.9,116.9,-.068
USC Upstate,ASun,-16.03,100.6,116.6,.007
Bradley,MVC,-16.03,86.6,102.6,.017
Hartford,AE,-16.06,99.7,115.8,.005
Binghamton,AE,-16.16,88.2,104.4,-.021
Lafayette,Pat,-16.42,99.6,116.0,-.034
McNeese St.,Slnd,-16.44,97.8,114.3,.012
Presbyterian,BSth,-16.58,93.7,110.2,.044
Howard,MEAC,-16.61,93.5,110.1,.009
Northwestern St.,Slnd,-16.62,101.6,118.2,-.053
Nicholls St.,Slnd,-16.75,92.2,108.9,.015
Savannah St.,MEAC,-16.85,87.4,104.2,.117
Coppin St.,MEAC,-17.19,95.9,113.1,-.041
UMBC,AE,-17.79,99.9,117.7,-.039
Illinois Chicago,Horz,-17.83,89.9,107.7,.004
Maine,AE,-18.23,96.3,114.5,.030
Prairie View A&M,SWAC,-18.57,89.0,107.6,.008
UTSA,CUSA,-18.98,97.9,116.9,-.052
North Carolina A&T,MEAC,-19.05,95.7,114.7,.030
Southeast Missouri St.,OVC,-19.25,91.2,110.5,-.023
Mississippi Valley St.,SWAC,-19.33,91.5,110.8,-.001
Southern Utah,BSky,-20.30,98.2,118.5,-.055
Northern Arizona,BSky,-20.65,92.5,113.1,-.068
Arkansas Pine Bluff,SWAC,-20.69,89.0,109.7,.050
Grambling St.,SWAC,-21.29,88.4,109.7,-.035
Bryant,NEC,-21.70,93.2,114.9,.023
Chicago St.,WAC,-22.21,91.8,114.0,-.051
UT Rio Grande Valley,WAC,-22.36,95.1,117.4,.037
Florida A&M,MEAC,-24.58,83.7,108.3,.041
Delaware St.,MEAC,-24.71,88.5,113.3,-.005
Central Connecticut,NEC,-26.79,92.5,119.3,-.005
