team,conf,adjem,adjo,adjd,luck
Alabama,SEC,12.48,112.8,100.3,.005
Butler,Horz,12.00,114.9,102.9,-.072
Milwaukee,Horz,11.86,108.3,96.5,.017
Hofstra,CAA,11.72,111.3,99.6,.097
Temple,A10,11.38,109.1,97.7,-.051
Iona,MAAC,11.33,109.7,98.4,.024
Oregon,P10,11.31,111.9,100.6,-.144
Old Dominion,CAA,11.15,106.9,95.7,.056
Pacific,BW,10.87,109.8,99.0,.010
Utah St.,WAC,10.86,113.4,102.6,.026
Kent St.,MAC,10.54,108.3,97.8,.017
Rutgers,BE,10.41,109.5,99.1,-.002
Colorado,B12,10.27,109.2,99.0,.049
Winthrop,BSth,10.27,104.4,94.2,-.027
Virginia Tech,ACC,10.25,108.2,97.9,-.149
Houston,CUSA,10.21,103.5,93.3,-.014
Iowa St.,B12,10.03,111.2,101.2,-.052
Kansas St.,B12,9.59,105.9,96.3,-.097
Stanford,P10,9.56,105.9,96.4,.006
Providence,BE,9.47,112.2,102.7,-.058
Wake Forest,ACC,9.46,110.4,100.9,-.033
Virginia,ACC,9.41,106.1,96.7,-.015
Minnesota,B10,9.34,104.4,95.1,-.016
Akron,MAC,9.28,111.1,101.8,.037
South Alabama,SB,9.28,109.1,99.9,.056
UTEP,CUSA,9.13,103.7,94.6,-.024
Seton Hall,BE,9.06,106.5,97.4,.086
Montana,BSky,8.95,111.6,102.7,.056
UNLV,MWC,8.57,105.3,96.8,-.031
Murray St.,OVC,8.56,104.5,96.0,.010
DePaul,BE,8.42,110.2,101.8,.004
BYU,MWC,7.87,110.1,102.2,.074
Western Kentucky,SB,7.78,111.3,103.5,.080
Northwestern St.,Slnd,7.51,106.6,99.1,.016
Charlotte,A10,7.45,107.5,100.0,-.004
La Salle,A10,7.44,107.3,99.8,.036
Louisiana Tech,WAC,7.43,101.1,93.6,.029
Penn,Ivy,7.30,101.8,94.5,-.030
Hawaii,WAC,7.10,106.9,99.8,-.024
Washington St.,P10,7.10,97.4,90.3,-.110
Drexel,CAA,6.95,100.3,93.4,-.112
Miami OH,MAC,6.89,104.3,97.5,.019
USC,P10,6.74,105.0,98.3,.020
Georgia Tech,ACC,6.66,104.8,98.1,-.097
VCU,CAA,6.63,107.2,100.5,.005
Massachusetts,A10,6.48,101.1,94.6,-.069
Saint Mary's,WCC,6.46,105.8,99.3,-.032
Georgia,SEC,6.33,103.4,97.0,.025
Marist,MAAC,6.08,113.1,107.0,-.015
Ohio,MAC,6.01,106.4,100.4,.020
Northeastern,CAA,5.90,107.0,101.1,.039
Nebraska,B12,5.84,102.9,97.1,.057
Oral Roberts,MCon,5.70,107.1,101.4,-.035
Auburn,SEC,5.58,104.2,98.6,-.018
Mississippi St.,SEC,5.53,102.9,97.3,.027
New Mexico,MWC,5.30,105.4,100.1,-.003
Penn St.,B10,5.27,109.5,104.2,.015
St. John's,BE,5.27,97.6,92.3,-.038
Toledo,MAC,5.17,101.4,96.2,-.023
San Diego,WCC,5.14,106.9,101.7,-.034
Northern Illinois,MAC,5.10,112.7,107.7,.012
Texas Tech,B12,5.03,105.6,100.6,-.012
Davidson,SC,4.86,109.9,105.0,-.025
Northwestern,B10,4.86,102.8,97.9,.005
Texas A&M Corpus Chris,ind,4.83,104.6,99.8,-.055
Saint Louis,A10,4.56,99.2,94.6,.029
New Mexico St.,WAC,4.23,105.6,101.4,.044
Fordham,A10,4.12,107.6,103.5,-.014
Colorado St.,MWC,4.09,107.7,103.6,-.042
Holy Cross,Pat,4.06,100.3,96.3,.002
UC Irvine,BW,3.38,110.0,106.6,-.025
Dayton,A10,3.15,102.7,99.5,-.092
Siena,MAAC,3.11,105.0,101.9,-.008
Samford,OVC,3.05,110.0,107.0,.043
Manhattan,MAAC,3.00,107.8,104.8,.104
Loyola Marymount,WCC,2.95,100.2,97.3,-.044
Drake,MVC,2.87,107.0,104.2,-.062
Fresno St.,WAC,2.78,105.6,102.8,.039
Albany,AE,2.63,106.2,103.6,.027
Buffalo,MAC,2.56,106.0,103.4,.030
Utah,MWC,2.47,104.8,102.4,-.026
Arizona St.,P10,2.26,104.8,102.6,-.027
Wyoming,MWC,1.85,99.1,97.3,-.030
Boise St.,WAC,1.78,101.8,100.0,-.049
Loyola Chicago,Horz,1.63,107.5,105.8,.078
Long Beach St.,BW,1.54,107.6,106.1,.027
Saint Peter's,MAAC,1.00,106.2,105.2,.041
Mississippi,SEC,0.93,102.5,101.6,.029
Eastern Washington,BSky,0.73,106.7,106.0,-.006
Oregon St.,P10,0.58,104.4,103.8,.031
Rhode Island,A10,0.55,104.0,103.4,.043
Missouri,B12,0.28,103.9,103.7,.034
San Francisco,WCC,0.28,103.5,103.2,-.017
Louisiana Lafayette,SB,0.21,98.4,98.2,.020
Baylor,B12,0.18,102.6,102.4,-.046
Purdue,B10,0.14,101.9,101.7,-.009
Sacramento St.,BSky,-0.01,106.7,106.7,-.031
Northern Arizona,BSky,-0.04,103.9,104.0,.079
Central Connecticut,NEC,-0.07,109.6,109.6,-.027
Middle Tennessee,SB,-0.22,105.0,105.3,.065
Santa Clara,WCC,-0.41,100.7,101.1,.014
Georgia Southern,SC,-0.43,101.2,101.6,.077
Portland St.,BSky,-0.59,102.1,102.6,-.094
North Dakota St.,ind,-0.65,103.8,104.4,-.066
Monmouth,NEC,-0.68,95.8,96.4,.018
Belmont,ASun,-0.73,107.1,107.8,.024
Cal St. Fullerton,BW,-0.77,107.3,108.1,-.036
Coastal Carolina,BSth,-0.83,106.5,107.3,.069
Troy,SB,-0.89,105.4,106.3,-.105
Illinois St.,MVC,-0.89,92.8,93.6,-.095
Illinois Chicago,Horz,-0.95,105.4,106.4,.088
South Florida,BE,-1.01,95.7,96.7,-.104
Denver,SB,-1.03,98.5,99.6,-.010
Fairleigh Dickinson,NEC,-1.05,101.5,102.5,.037
UC Santa Barbara,BW,-1.05,102.2,103.3,-.016
Valparaiso,MCon,-1.17,105.1,106.2,.003
Detroit,Horz,-1.29,104.2,105.5,.048
Lipscomb,ASun,-1.63,100.2,101.8,.011
IUPUI,MCon,-1.73,105.4,107.2,.064
Indiana St.,MVC,-1.77,101.1,102.9,.101
College of Charleston,SC,-1.95,99.6,101.5,-.044
Niagara,MAAC,-1.99,106.4,108.4,-.038
Sam Houston St.,Slnd,-2.01,101.5,103.5,.159
Wright St.,Horz,-2.03,101.0,103.0,.016
Loyola MD,MAAC,-2.13,105.3,107.4,.076
Stephen F. Austin,Slnd,-2.23,102.8,105.0,-.090
Birmingham Southern,BSth,-2.26,109.0,111.2,.088
SMU,CUSA,-2.40,98.3,100.7,-.113
Evansville,MVC,-2.42,100.4,102.9,.046
Southeastern Louisiana,Slnd,-2.64,101.0,103.6,.000
UCF,CUSA,-2.74,99.9,102.6,-.027
UT Arlington,Slnd,-2.86,102.5,105.3,-.070
Lehigh,Pat,-3.05,96.8,99.8,.065
Green Bay,Horz,-3.06,102.8,105.8,.056
Binghamton,AE,-3.19,95.8,99.0,.015
Austin Peay,OVC,-3.21,102.8,106.0,.032
Vermont,AE,-3.38,98.5,101.9,-.067
Southern,SWAC,-3.40,96.2,99.6,.081
San Jose St.,WAC,-3.49,95.8,99.3,-.140
Ball St.,MAC,-3.50,98.2,101.7,-.092
Idaho St.,BSky,-3.52,104.6,108.2,-.015
Delaware St.,MEAC,-3.57,102.1,105.7,.106
Tennessee Tech,OVC,-3.63,100.4,104.0,.104
Boston University,AE,-3.87,97.1,101.0,-.042
Pepperdine,WCC,-4.31,97.1,101.4,-.016
Jacksonville St.,OVC,-4.40,106.6,111.0,.033
Lamar,Slnd,-4.44,103.7,108.1,.005
North Texas,SB,-4.45,102.5,106.9,.001
Tennessee St.,OVC,-4.54,104.2,108.7,-.030
Tulane,CUSA,-4.93,94.7,99.6,.008
Canisius,MAAC,-4.97,103.6,108.5,-.066
Tulsa,CUSA,-5.05,94.2,99.2,.014
Portland,WCC,-5.14,102.6,107.7,.046
High Point,BSth,-5.21,100.8,106.0,.041
Montana St.,BSky,-5.26,103.4,108.7,.035
Arkansas Little Rock,SB,-5.28,95.6,100.9,.012
Arkansas St.,SB,-5.35,104.7,110.0,-.028
Rice,CUSA,-5.36,100.2,105.6,.030
McNeese St.,Slnd,-5.56,97.9,103.5,.026
Georgia St.,CAA,-5.62,102.3,107.9,-.104
East Tennessee St.,ASun,-5.73,99.7,105.4,-.066
Delaware,CAA,-5.73,96.8,102.6,-.033
Tennessee Martin,OVC,-5.88,103.3,109.2,-.003
Marshall,CUSA,-6.02,98.1,104.1,.034
Furman,SC,-6.04,102.6,108.7,-.016
Fairfield,MAAC,-6.12,106.4,112.5,.034
UTSA,Slnd,-6.13,99.9,106.0,-.081
Elon,SC,-6.23,97.6,103.8,.076
Utah Valley St.,ind,-6.37,101.8,108.2,-.011
Rider,MAAC,-6.39,100.9,107.3,-.035
Radford,BSth,-6.48,104.1,110.6,.047
New Orleans,SB,-6.53,99.1,105.6,.002
Western Michigan,MAC,-6.55,96.6,103.2,.103
Cornell,Ivy,-6.71,98.9,105.6,-.029
Chicago St.,MCon,-6.90,101.2,108.1,.043
William & Mary,CAA,-7.05,98.6,105.7,-.070
Chattanooga,SC,-7.18,98.8,106.0,.107
St. Bonaventure,A10,-7.24,100.3,107.5,-.064
Appalachian St.,SC,-7.25,100.6,107.8,.021
TCU,MWC,-7.26,94.0,101.2,-.060
Robert Morris,NEC,-7.30,104.0,111.3,.035
Hartford,AE,-7.45,101.6,109.1,-.026
Mount St. Mary's,NEC,-7.57,96.8,104.4,-.008
Cleveland St.,Horz,-7.75,91.6,99.4,-.010
Western Carolina,SC,-7.77,99.7,107.5,-.036
Florida Atlantic,ASun,-7.80,102.4,110.2,.013
Richmond,A10,-7.85,93.6,101.4,.088
Cal Poly,BW,-7.88,99.8,107.7,-.025
Southern Utah,MCon,-7.93,101.7,109.6,-.100
Towson,CAA,-7.97,103.1,111.1,.074
Weber St.,BSky,-8.01,99.0,107.0,.020
Wofford,SC,-8.13,99.6,107.7,-.079
Youngstown St.,Horz,-8.15,103.5,111.7,-.108
Quinnipiac,NEC,-8.19,98.6,106.8,-.021
Wagner,NEC,-8.48,97.4,105.8,.009
Harvard,Ivy,-8.51,96.8,105.3,.016
Sacred Heart,NEC,-8.57,97.6,106.2,-.039
American,Pat,-8.62,98.5,107.1,.019
Charleston Southern,BSth,-8.67,99.6,108.3,.007
Yale,Ivy,-8.72,96.0,104.7,.069
Bowling Green,MAC,-8.79,97.5,106.3,-.012
Eastern Kentucky,OVC,-8.90,105.0,113.9,.042
Cal St. Northridge,BW,-9.16,95.6,104.8,.038
Gardner Webb,ASun,-9.19,100.4,109.6,.159
Eastern Michigan,MAC,-9.34,100.0,109.4,-.041
Princeton,Ivy,-9.35,97.0,106.4,.065
UMBC,AE,-9.49,101.1,110.6,-.040
St. Francis NY,NEC,-9.51,93.1,102.7,-.005
Alabama A&M,SWAC,-9.65,94.5,104.1,-.040
Jackson St.,SWAC,-10.25,95.7,106.0,.008
Oakland,MCon,-10.34,103.9,114.3,-.015
Hampton,MEAC,-10.40,91.9,102.3,-.057
East Carolina,CUSA,-10.62,95.6,106.3,-.031
UNC Greensboro,SC,-10.86,99.5,110.3,.004
FIU,SB,-10.88,89.6,100.5,.009
South Carolina St.,MEAC,-11.06,92.4,103.4,.050
IPFW,ind,-11.07,97.0,108.0,-.004
New Hampshire,AE,-11.16,98.2,109.3,.065
Southern Miss,CUSA,-11.24,97.4,108.6,.003
UMKC,MCon,-11.28,102.1,113.4,.119
Coppin St.,MEAC,-11.81,95.4,107.2,.047
Stetson,ASun,-11.90,95.6,107.5,.026
LIU Brooklyn,NEC,-11.97,97.1,109.1,.048
Louisiana Monroe,Slnd,-12.19,92.8,105.0,.014
Arkansas Pine Bluff,SWAC,-12.43,85.0,97.5,-.040
Campbell,ASun,-12.59,101.0,113.6,-.042
Colgate,Pat,-12.61,92.6,105.2,-.046
UC Davis,ind,-12.64,98.6,111.2,-.005
Norfolk St.,MEAC,-13.10,90.9,104.0,.017
Idaho,WAC,-13.12,97.8,110.9,-.064
Alabama St.,SWAC,-13.52,94.0,107.5,.046
Florida A&M,MEAC,-13.66,97.8,111.5,.058
Lafayette,Pat,-13.77,97.5,111.3,.023
Maine,AE,-13.93,95.3,109.2,.029
Bethune Cookman,MEAC,-14.02,95.3,109.3,.085
UNC Asheville,BSth,-14.03,97.0,111.1,.060
Brown,Ivy,-14.18,91.3,105.5,.038
Columbia,Ivy,-14.65,97.0,111.7,.068
Western Illinois,MCon,-14.80,94.8,109.6,-.010
South Dakota St.,ind,-15.04,91.6,106.7,.067
Central Michigan,MAC,-15.05,89.1,104.1,-.045
Duquesne,A10,-15.17,99.7,114.9,-.060
Northern Colorado,ind,-15.43,100.3,115.8,-.129
UC Riverside,BW,-15.50,90.6,106.1,.004
Navy,Pat,-15.56,93.7,109.2,-.030
Grambling St.,SWAC,-15.70,91.7,107.4,.136
Dartmouth,Ivy,-15.87,94.8,110.7,-.053
Nicholls St.,Slnd,-15.91,96.8,112.7,.060
Kennesaw St.,ASun,-16.02,97.8,113.8,.066
Southeast Missouri St.,OVC,-16.32,93.0,109.3,-.028
Alcorn St.,SWAC,-16.39,93.0,109.4,-.004
James Madison,CAA,-16.74,96.5,113.2,.013
Longwood,ind,-16.79,96.9,113.6,.016
Stony Brook,AE,-16.88,92.2,109.1,-.040
Eastern Illinois,OVC,-16.96,92.1,109.0,-.022
Howard,MEAC,-17.28,93.6,110.9,-.086
VMI,BSth,-17.85,91.6,109.5,-.050
Centenary,MCon,-18.67,94.1,112.7,-.032
Mercer,ASun,-18.73,97.1,115.8,.002
Texas Southern,SWAC,-19.15,92.2,111.3,-.042
North Carolina A&T,MEAC,-19.52,86.0,105.6,-.043
Texas St.,Slnd,-19.94,93.1,113.0,-.049
Mississippi Valley St.,SWAC,-20.03,93.9,113.9,.060
Liberty,BSth,-20.15,91.2,111.3,.004
North Florida,ASun,-21.22,94.5,115.7,-.093
Maryland Eastern Shore,MEAC,-21.28,90.7,112.0,.007
St. Francis PA,NEC,-21.49,93.9,115.4,-.021
Texas Pan American,ind,-21.53,88.4,110.0,-.045
Morehead St.,OVC,-21.58,91.1,112.7,-.068
Jacksonville,ASun,-22.53,93.2,115.7,-.084
The Citadel,SC,-24.46,91.0,115.4,.042
Army,Pat,-26.50,87.9,114.4,-.028
Prairie View A&M,SWAC,-27.79,86.9,114.6,-.066
Morgan St.,MEAC,-31.06,79.4,110.5,.020
Savannah St.,ind,-38.11,80.4,118.6,-.007
