team,conf,adjem,adjo,adjd,luck
Boston College,ACC,16.18,117.3,101.1,.026
Akron,MAC,16.15,115.2,99.1,-.056
BYU,MWC,16.11,116.7,100.6,.001
Nevada,WAC,16.09,117.2,101.2,.030
Virginia,ACC,15.43,114.1,98.7,.006
Gonzaga,WCC,15.31,115.3,100.0,-.032
DePaul,BE,15.27,111.5,96.3,-.018
Winthrop,BSth,14.81,112.9,98.0,.055
VCU,CAA,14.55,116.6,102.0,.002
Bradley,MVC,14.35,115.9,101.5,.026
LSU,SEC,14.35,107.8,93.5,-.096
Georgia,SEC,14.30,111.0,96.7,-.031
Connecticut,BE,13.78,104.0,90.2,-.110
Kansas St.,B12,13.71,109.3,95.6,.026
Oklahoma,B12,13.68,107.4,93.8,-.133
Michigan,B10,13.53,108.9,95.3,.037
Mississippi,SEC,13.49,112.7,99.2,.017
Davidson,SC,13.32,111.8,98.5,.067
Alabama,SEC,13.04,114.7,101.6,.019
Missouri,B12,12.78,111.4,98.6,-.054
Old Dominion,CAA,12.70,108.6,95.9,.013
Wichita St.,MVC,12.42,111.1,98.7,-.071
Stanford,P10,12.37,109.7,97.3,.028
Massachusetts,A10,12.36,109.1,96.8,.009
Washington,P10,12.17,113.2,101.0,.018
Northern Iowa,MVC,11.43,109.0,97.6,-.014
Iowa,B10,11.06,110.6,99.6,-.006
Texas Tech,B12,10.98,112.2,101.3,.056
Providence,BE,10.93,111.8,100.8,-.024
Drexel,CAA,10.65,103.5,92.9,.051
Oklahoma St.,B12,10.63,109.2,98.6,.044
North Carolina St.,ACC,10.46,112.2,101.8,.048
Appalachian St.,SC,10.37,111.2,100.8,.074
Santa Clara,WCC,10.03,106.7,96.7,.035
California,P10,9.99,111.7,101.7,-.020
Hawaii,WAC,9.87,104.5,94.6,-.094
San Diego St.,MWC,9.87,104.4,94.6,.052
Kent St.,MAC,9.85,105.2,95.3,.003
Nebraska,B12,8.99,109.0,100.0,-.012
Evansville,MVC,8.54,113.2,104.6,-.072
Loyola Chicago,Horz,8.42,110.3,101.9,-.001
Auburn,SEC,8.39,106.9,98.5,.009
Illinois St.,MVC,8.38,107.1,98.7,-.061
Miami OH,MAC,8.38,105.7,97.4,-.024
Oral Roberts,MCon,8.36,107.1,98.7,-.007
George Mason,CAA,7.91,106.5,98.6,-.071
Utah St.,WAC,7.82,111.2,103.4,.039
Texas A&M Corpus Chris,Slnd,7.76,114.1,106.4,.057
Penn,Ivy,7.69,109.8,102.1,.047
Holy Cross,Pat,7.40,103.0,95.6,.025
Houston,CUSA,7.30,107.1,99.8,-.023
George Washington,A10,7.28,105.0,97.7,.089
New Mexico St.,WAC,7.27,108.3,101.1,.035
Saint Joseph's,A10,7.01,109.1,102.1,-.043
Bucknell,Pat,6.83,106.6,99.7,-.001
Hofstra,CAA,6.69,115.2,108.5,.053
Wright St.,Horz,6.66,104.5,97.8,.137
Utah Valley St.,ind,6.61,109.9,103.2,-.010
Wake Forest,ACC,6.50,107.6,101.1,.050
Saint Mary's,WCC,6.49,106.5,100.0,-.102
North Dakota St.,ind,6.20,109.6,103.4,-.075
Seton Hall,BE,6.19,108.5,102.3,-.100
Fresno St.,WAC,6.18,102.5,96.3,.052
Baylor,B12,5.91,111.0,105.1,-.058
Colorado St.,MWC,5.75,108.3,102.6,.010
Miami FL,ACC,5.73,113.2,107.5,-.077
Drake,MVC,5.64,113.8,108.2,.052
Toledo,MAC,5.61,105.7,100.1,.057
UCF,CUSA,5.54,109.5,104.0,-.003
Long Beach St.,BW,5.44,112.2,106.8,.110
Boise St.,WAC,5.37,106.8,101.4,-.057
Tulsa,CUSA,5.25,101.4,96.2,-.020
Western Kentucky,SB,5.21,112.3,107.1,-.016
UAB,CUSA,4.92,102.6,97.7,-.042
Western Michigan,MAC,4.75,108.2,103.5,-.024
Marist,MAAC,4.56,109.5,104.9,.017
Saint Louis,A10,4.39,104.8,100.4,.096
Belmont,ASun,4.38,106.6,102.2,.022
College of Charleston,SC,4.19,103.8,99.6,.032
Vermont,AE,4.16,105.5,101.3,.055
Dayton,A10,4.12,104.9,100.7,.086
Ohio,MAC,4.08,109.4,105.3,.028
South Carolina,SEC,3.96,110.3,106.4,.068
Southern Miss,CUSA,3.65,104.0,100.3,.001
Oakland,MCon,3.45,110.2,106.7,.039
St. John's,BE,3.41,103.3,99.9,.039
Wyoming,MWC,3.34,109.0,105.6,.055
Temple,A10,3.06,110.3,107.2,-.123
Sam Houston St.,Slnd,2.91,106.2,103.3,.008
UTEP,CUSA,2.68,103.7,101.0,-.137
Iowa St.,B12,2.67,101.4,98.7,.038
Rhode Island,A10,2.55,113.0,110.5,.066
Northwestern,B10,2.51,105.5,103.0,-.049
Fordham,A10,2.32,100.8,98.5,.053
Albany,AE,2.25,107.4,105.2,.109
New Mexico,MWC,2.18,110.7,108.5,-.055
Indiana St.,MVC,1.94,104.1,102.1,.059
Cincinnati,BE,1.87,103.7,101.9,-.030
Tulane,CUSA,1.83,102.8,101.0,.046
Arizona St.,P10,1.83,101.3,99.5,-.091
Green Bay,Horz,1.74,107.4,105.6,-.005
Utah,MWC,1.63,113.7,112.1,-.041
South Alabama,SB,1.55,104.5,103.0,.017
Penn St.,B10,1.38,108.3,106.9,-.055
Valparaiso,MCon,1.32,101.1,99.7,-.003
Siena,MAAC,1.16,107.1,105.9,-.046
South Florida,BE,0.81,102.1,101.3,-.064
Towson,CAA,0.74,105.5,104.8,-.030
Illinois Chicago,Horz,0.71,107.0,106.3,-.027
UC Santa Barbara,BW,0.70,105.2,104.5,.017
Detroit,Horz,0.59,107.0,106.4,-.053
Cal Poly,BW,0.28,108.2,107.9,.029
Charlotte,A10,0.13,106.2,106.1,.003
San Francisco,WCC,-0.15,105.2,105.3,-.016
Idaho St.,BSky,-0.26,104.7,105.0,-.073
San Diego,WCC,-0.45,107.5,108.0,.042
Minnesota,B10,-0.53,101.2,101.7,-.029
Northern Arizona,BSky,-0.94,110.1,111.1,.070
North Texas,SB,-0.98,103.0,104.0,.034
Austin Peay,OVC,-1.08,105.3,106.4,.065
UNC Greensboro,SC,-1.21,102.4,103.6,.005
Northwestern St.,Slnd,-1.31,104.7,106.0,-.001
East Tennessee St.,ASun,-1.49,98.9,100.4,.100
American,Pat,-1.52,100.3,101.8,-.051
UC Irvine,BW,-1.56,99.5,101.0,-.029
SMU,CUSA,-1.56,101.5,103.1,-.048
Tennessee Tech,OVC,-1.67,103.4,105.1,.007
Rice,CUSA,-1.86,103.3,105.2,.054
TCU,MWC,-1.94,96.2,98.1,.037
High Point,BSth,-2.07,101.1,103.1,.054
Oregon St.,P10,-2.09,102.6,104.6,-.032
Yale,Ivy,-2.09,102.6,104.7,-.017
Portland St.,BSky,-2.18,104.7,106.8,.031
Central Connecticut,NEC,-2.24,104.1,106.3,.060
Southern Utah,MCon,-2.55,103.5,106.1,-.005
Cal St. Fullerton,BW,-2.55,105.1,107.6,.065
Eastern Washington,BSky,-2.57,112.4,115.0,-.019
Youngstown St.,Horz,-2.57,102.8,105.4,.036
Eastern Kentucky,OVC,-2.58,102.7,105.3,.078
IUPUI,MCon,-2.62,106.9,109.5,-.020
Weber St.,BSky,-2.71,102.1,104.8,.098
Sacred Heart,NEC,-2.75,107.6,110.3,.020
Niagara,MAAC,-2.76,107.2,110.0,.118
Lipscomb,ASun,-2.77,103.9,106.6,-.017
Northeastern,CAA,-2.80,101.2,104.0,.014
Cornell,Ivy,-2.93,104.3,107.3,.000
Marshall,CUSA,-2.97,100.7,103.7,.074
Loyola MD,MAAC,-3.14,107.2,110.3,.002
Montana,BSky,-3.27,107.3,110.5,-.008
Furman,SC,-3.55,103.8,107.4,.018
Boston University,AE,-3.78,99.4,103.2,-.102
Stephen F. Austin,Slnd,-3.79,98.2,102.0,-.077
William & Mary,CAA,-3.83,102.8,106.6,.019
Louisiana Tech,WAC,-3.89,99.8,103.7,-.011
Buffalo,MAC,-4.00,98.5,102.5,.015
Georgia Southern,SC,-4.10,98.0,102.1,-.027
Delaware St.,MEAC,-4.16,106.5,110.7,.109
Middle Tennessee,SB,-4.24,98.5,102.7,.001
Chattanooga,SC,-4.26,99.7,104.0,-.027
Chicago St.,ind,-4.73,107.3,112.1,-.009
Arkansas St.,SB,-4.94,103.7,108.7,.037
Ball St.,MAC,-5.03,96.4,101.4,-.089
Columbia,Ivy,-5.23,104.7,110.0,.047
Fairfield,MAAC,-5.23,102.3,107.5,.000
Rutgers,BE,-5.32,101.3,106.7,.050
Pacific,BW,-5.34,104.6,109.9,-.029
Milwaukee,Horz,-5.38,100.1,105.5,.032
Loyola Marymount,WCC,-5.50,95.0,100.5,.095
Robert Morris,NEC,-5.54,106.7,112.3,.004
UMKC,MCon,-5.66,107.3,112.9,-.015
Lamar,Slnd,-5.97,103.6,109.6,.015
Central Michigan,MAC,-6.03,100.3,106.3,.076
Colorado,B12,-6.04,100.7,106.7,.037
Bowling Green,MAC,-6.18,99.6,105.8,.028
Murray St.,OVC,-6.31,98.4,104.7,.052
Liberty,BSth,-6.34,102.1,108.4,-.054
Pepperdine,WCC,-6.57,105.0,111.6,-.024
Samford,OVC,-6.62,106.2,112.8,.043
Binghamton,AE,-6.74,98.7,105.4,-.047
Duquesne,A10,-6.78,107.7,114.5,.029
Eastern Michigan,MAC,-6.85,98.0,104.8,.065
UNC Wilmington,CAA,-6.96,99.5,106.5,-.044
Florida Atlantic,SB,-7.11,104.9,112.0,.095
Brown,Ivy,-7.19,98.5,105.7,-.024
Troy,SB,-7.26,105.7,113.0,.018
Southeastern Louisiana,Slnd,-7.27,102.1,109.4,.078
Northern Illinois,MAC,-7.32,102.2,109.5,-.083
New Orleans,SB,-7.33,107.8,115.1,.004
Cleveland St.,Horz,-7.45,99.8,107.2,-.023
San Jose St.,WAC,-7.57,95.0,102.5,-.018
Cal St. Northridge,BW,-7.74,97.6,105.3,.017
Coastal Carolina,BSth,-7.88,102.5,110.4,-.031
La Salle,A10,-8.07,104.5,112.5,-.077
VMI,BSth,-8.16,106.4,114.6,-.079
Western Carolina,SC,-8.33,101.6,109.9,.005
Hartford,AE,-8.35,98.3,106.7,.024
Mount St. Mary's,NEC,-8.52,95.6,104.1,-.041
Georgia St.,CAA,-8.69,100.8,109.5,.046
UNC Asheville,BSth,-8.93,96.9,105.9,-.018
Louisiana Monroe,SB,-8.99,101.5,110.5,.102
Rider,MAAC,-9.08,102.1,111.2,.111
Canisius,MAAC,-9.13,100.2,109.4,-.015
Jacksonville,ASun,-9.33,100.5,109.8,.076
Hampton,MEAC,-9.33,93.7,103.0,-.016
IPFW,ind,-9.34,98.8,108.2,.015
Wofford,SC,-9.41,104.8,114.2,-.016
Mississippi Valley St.,SWAC,-9.45,93.4,102.9,.062
Jackson St.,SWAC,-9.48,100.2,109.7,.140
Lehigh,Pat,-9.49,98.3,107.8,-.005
Quinnipiac,NEC,-9.51,98.9,108.4,.023
Florida A&M,MEAC,-9.57,100.6,110.2,.104
Arkansas Little Rock,SB,-9.73,100.4,110.1,.041
Centenary,MCon,-9.83,99.6,109.4,-.007
Harvard,Ivy,-9.90,103.4,113.3,.089
Fairleigh Dickinson,NEC,-9.90,101.5,111.4,.064
Army,Pat,-9.95,92.7,102.6,.056
Monmouth,NEC,-9.99,99.5,109.5,-.013
UT Arlington,Slnd,-10.06,101.2,111.3,.045
Manhattan,MAAC,-10.08,96.8,106.9,.076
Kennesaw St.,ASun,-10.17,99.3,109.5,-.036
Texas Pan American,ind,-10.43,101.8,112.2,.015
Maine,AE,-10.46,99.5,109.9,.008
Navy,Pat,-10.55,95.5,106.0,.032
McNeese St.,Slnd,-10.58,90.5,101.1,.100
Campbell,ASun,-10.63,99.6,110.2,-.012
Princeton,Ivy,-10.68,92.5,103.1,-.007
UMBC,AE,-10.81,99.5,110.3,.016
Louisiana Lafayette,SB,-10.85,98.4,109.3,-.046
Nicholls St.,Slnd,-10.94,102.7,113.6,-.019
Montana St.,BSky,-11.13,97.6,108.7,-.007
Portland,WCC,-11.21,94.9,106.1,.010
Central Arkansas,Slnd,-11.51,95.4,106.9,-.049
Elon,SC,-11.80,97.3,109.1,-.052
Stony Brook,AE,-11.89,92.9,104.8,-.061
Richmond,A10,-11.97,99.4,111.4,.032
St. Francis NY,NEC,-12.23,93.3,105.6,-.023
Gardner Webb,ASun,-12.24,97.3,109.5,-.050
Morehead St.,OVC,-12.27,97.8,110.1,-.048
Tennessee St.,OVC,-12.31,97.6,109.9,.015
North Carolina A&T,MEAC,-12.60,96.1,108.7,-.014
FIU,SB,-12.61,95.1,107.7,.090
Colgate,Pat,-12.77,91.6,104.4,.030
South Carolina St.,MEAC,-12.92,95.6,108.5,.000
Morgan St.,MEAC,-13.15,97.3,110.4,-.036
Wagner,NEC,-13.16,98.2,111.4,-.020
Radford,BSth,-13.60,95.1,108.7,-.064
New Hampshire,AE,-13.67,97.0,110.6,.024
Sacramento St.,BSky,-13.74,95.1,108.8,.029
James Madison,CAA,-13.74,102.2,115.9,.020
Dartmouth,Ivy,-14.04,94.2,108.2,.026
Jacksonville St.,OVC,-14.11,97.7,111.8,-.011
Delaware,CAA,-14.22,96.8,111.0,-.059
Southeast Missouri St.,OVC,-14.40,99.3,113.7,.032
St. Bonaventure,A10,-15.30,98.6,113.9,.016
Mercer,ASun,-15.30,96.6,111.9,.042
Idaho,WAC,-15.54,94.3,109.9,.024
Arkansas Pine Bluff,SWAC,-15.54,88.7,104.3,.014
Coppin St.,MEAC,-15.69,93.6,109.3,.063
East Carolina,CUSA,-15.71,92.8,108.5,-.022
Eastern Illinois,OVC,-15.74,94.7,110.5,-.009
Southern,SWAC,-15.77,89.2,105.0,-.029
St. Francis PA,NEC,-15.79,98.5,114.3,-.064
UC Riverside,BW,-15.84,93.9,109.7,-.057
LIU Brooklyn,NEC,-15.92,96.2,112.1,.024
Stetson,ASun,-16.38,97.2,113.6,.048
Texas St.,Slnd,-16.42,97.9,114.3,-.022
Lafayette,Pat,-16.67,98.7,115.4,.032
Northern Colorado,BSky,-16.80,94.9,111.7,-.079
Tennessee Martin,OVC,-16.96,94.3,111.3,-.060
Western Illinois,MCon,-17.19,92.7,109.9,-.064
Saint Peter's,MAAC,-17.22,88.9,106.1,-.091
Grambling St.,SWAC,-17.66,93.9,111.6,.049
UTSA,Slnd,-17.66,86.7,104.4,-.031
Alabama St.,SWAC,-17.83,91.1,109.0,-.009
UC Davis,ind,-18.08,93.3,111.4,.020
South Dakota St.,ind,-18.32,94.5,112.8,-.035
Longwood,ind,-18.65,91.4,110.1,.026
Texas Southern,SWAC,-18.84,89.5,108.4,.090
Norfolk St.,MEAC,-19.14,97.1,116.2,.065
Iona,MAAC,-19.41,87.7,107.1,-.042
Charleston Southern,BSth,-19.49,95.6,115.1,-.009
The Citadel,SC,-20.18,92.4,112.6,.034
Savannah St.,ind,-20.39,88.0,108.4,.101
Denver,SB,-21.35,93.2,114.6,-.042
Alcorn St.,SWAC,-21.49,91.9,113.4,.067
Winston Salem St.,ind,-21.59,90.1,111.7,-.032
Howard,MEAC,-22.07,94.7,116.8,.054
Alabama A&M,SWAC,-22.96,83.9,106.9,-.041
Prairie View A&M,SWAC,-23.69,84.2,107.9,.004
Bethune Cookman,MEAC,-24.79,83.0,107.8,.034
NJIT,ind,-25.11,85.3,110.4,.027
North Florida,ASun,-26.02,82.6,108.6,-.100
Maryland Eastern Shore,MEAC,-27.18,86.8,114.0,-.094
