team,conf,adjem,adjo,adjd,luck
BYU,WCC,13.04,110.2,97.2,-.016
Bucknell,Pat,12.72,107.3,94.6,-.014
Temple,A10,12.67,111.3,98.6,.038
Stony Brook,AE,12.25,106.7,94.4,-.034
Southern Miss,CUSA,12.19,110.4,98.2,.026
Akron,MAC,11.52,106.8,95.2,.085
Illinois St.,MVC,11.49,109.7,98.2,-.094
Alabama,SEC,11.47,103.6,92.2,.001
Valparaiso,Horz,11.42,110.7,99.3,.021
Davidson,SC,11.36,112.1,100.7,-.002
Dayton,A10,11.31,112.7,101.4,-.100
Northern Iowa,MVC,10.84,106.8,96.0,-.034
Providence,BE,10.75,107.9,97.2,-.027
Stephen F. Austin,Slnd,10.68,100.4,89.7,-.021
Weber St.,BSky,10.65,109.1,98.4,-.016
Arizona St.,P12,10.50,108.3,97.8,-.014
Tennessee,SEC,10.47,109.1,98.6,.006
Purdue,B10,10.33,107.0,96.6,-.060
North Dakota St.,Sum,10.03,105.5,95.4,-.015
Santa Clara,WCC,9.72,110.9,101.2,.046
Detroit,Horz,9.65,113.7,104.1,-.044
Xavier,A10,9.55,106.0,96.4,-.055
Saint Joseph's,A10,9.35,109.0,99.6,-.026
Arkansas,SEC,9.29,106.7,97.4,.004
Washington,P12,9.16,107.7,98.5,-.000
Ohio,MAC,9.06,106.6,97.5,.020
Richmond,A10,8.08,110.0,102.0,-.017
Evansville,MVC,8.08,106.4,98.3,-.011
Louisiana Tech,WAC,8.05,101.8,93.7,.082
Massachusetts,A10,7.91,107.4,99.5,.080
Princeton,Ivy,7.88,108.8,100.9,-.071
New Mexico St.,WAC,7.68,104.7,97.1,.039
Iona,MAAC,7.45,114.4,106.9,-.070
Washington St.,P12,7.45,107.6,100.2,-.135
Lehigh,Pat,7.32,108.9,101.6,-.003
Indiana St.,MVC,7.31,103.0,95.7,.041
Harvard,Ivy,7.07,108.1,101.1,.037
Texas,B12,7.02,102.5,95.5,-.023
Texas A&M,SEC,6.83,105.2,98.4,-.013
South Dakota St.,Sum,6.79,112.0,105.2,.030
Oregon St.,P12,6.77,109.4,102.7,-.120
Vanderbilt,SEC,6.77,102.6,95.8,-.026
Air Force,MWC,6.74,111.7,104.9,.034
Wyoming,MWC,6.53,103.0,96.5,.045
USC,P12,6.39,103.4,97.0,-.014
LSU,SEC,6.38,105.6,99.3,.060
St. John's,BE,6.38,100.4,94.0,.058
Georgia Tech,ACC,6.37,99.9,93.5,-.038
Florida Gulf Coast,ASun,6.27,104.9,98.6,.039
Rutgers,BE,6.07,107.5,101.4,.015
Boston College,ACC,6.04,109.9,103.9,.026
Utah St.,WAC,5.53,109.7,104.2,.024
Fresno St.,MWC,5.46,100.0,94.5,-.062
Eastern Kentucky,OVC,5.39,110.7,105.3,.028
George Washington,A10,5.34,100.4,95.1,-.085
Clemson,ACC,5.33,101.2,95.8,-.111
Georgia,SEC,5.27,101.9,96.7,-.002
UTEP,CUSA,5.25,103.7,98.5,.000
Utah,P12,5.13,104.7,99.5,-.027
Canisius,MAAC,5.06,111.2,106.2,-.015
Seton Hall,BE,4.94,104.3,99.4,-.026
Drake,MVC,4.55,107.2,102.6,.002
St. Bonaventure,A10,4.53,109.7,105.2,-.040
Florida St.,ACC,4.45,107.1,102.7,.085
Kent St.,MAC,4.43,107.8,103.4,-.019
Wright St.,Horz,4.33,98.0,93.7,.008
West Virginia,B12,4.22,105.0,100.8,-.042
Loyola MD,MAAC,4.13,104.6,100.4,.047
East Carolina,CUSA,4.02,108.9,104.9,.045
Green Bay,Horz,3.99,104.5,100.5,-.050
Mercer,ASun,3.96,104.0,100.1,.027
Pacific,BW,3.96,106.1,102.2,.074
Charlotte,A10,3.90,101.4,97.5,.133
UCF,CUSA,3.39,106.8,103.5,.050
Murray St.,OVC,3.37,105.6,102.3,-.012
Northwestern,B10,3.27,104.5,101.2,-.022
George Mason,CAA,3.21,103.5,100.3,-.007
San Francisco,WCC,3.13,107.1,104.0,-.041
Vermont,AE,3.12,103.0,99.9,-.006
Nebraska,B10,3.03,102.1,99.1,.104
Wake Forest,ACC,2.88,101.6,98.7,-.006
Northwestern St.,Slnd,2.82,106.6,103.8,.075
Niagara,MAAC,2.81,107.0,104.2,.012
Western Michigan,MAC,2.63,102.6,100.0,.062
South Florida,BE,2.63,102.4,99.7,-.007
Robert Morris,NEC,2.28,105.1,102.9,.038
Boston University,AE,2.23,105.3,103.0,-.036
Oral Roberts,Slnd,2.23,106.6,104.4,-.028
Montana,BSky,2.14,104.9,102.8,.175
Tulane,CUSA,1.88,107.2,105.3,-.052
UC Irvine,BW,1.86,101.1,99.2,.018
Arkansas St.,SB,1.74,98.8,97.1,-.033
UT Arlington,WAC,1.37,98.8,97.5,.043
Albany,AE,1.36,102.6,101.3,.082
Fairfield,MAAC,1.20,98.0,96.8,-.002
Cal Poly,BW,1.16,106.4,105.3,.031
College of Charleston,SC,1.10,102.7,101.6,.091
Manhattan,MAAC,0.90,95.3,94.4,-.021
Texas Southern,SWAC,0.68,105.7,105.0,-.061
Western Illinois,Sum,0.66,97.3,96.6,.047
Long Beach St.,BW,0.62,105.7,105.1,.107
Army,Pat,0.60,105.3,104.7,-.084
Bradley,MVC,0.59,104.4,103.8,.043
Rider,MAAC,0.59,98.8,98.2,.048
Penn St.,B10,0.57,102.1,101.5,.020
Southern,SWAC,0.50,99.3,98.8,-.031
UAB,CUSA,0.35,100.9,100.6,.003
North Carolina Central,MEAC,0.32,99.3,99.0,.026
Tennessee St.,OVC,0.18,104.9,104.7,.038
Loyola Chicago,Horz,0.12,103.2,103.1,-.083
Delaware,CAA,0.11,104.4,104.3,.079
Drexel,CAA,0.08,102.1,102.0,-.089
Virginia Tech,ACC,-0.10,107.2,107.3,.032
San Diego,WCC,-0.14,102.8,103.0,.039
Lafayette,Pat,-0.25,106.0,106.2,.048
Nevada,MWC,-0.28,105.1,105.4,.038
Western Kentucky,SB,-0.41,101.8,102.2,.029
DePaul,BE,-0.43,105.5,105.9,-.049
Towson,CAA,-0.45,103.1,103.6,.054
Bryant,NEC,-0.53,109.4,109.9,.043
Southern Illinois,MVC,-0.73,102.7,103.4,.046
Northeastern,CAA,-0.76,106.4,107.2,.079
Charleston Southern,BSth,-0.78,102.3,103.1,-.059
Houston,CUSA,-0.82,108.0,108.8,-.007
Tulsa,CUSA,-0.87,99.5,100.3,.052
James Madison,CAA,-0.92,100.2,101.1,.063
Illinois Chicago,Horz,-1.11,98.8,99.9,.041
Wagner,NEC,-1.17,97.2,98.4,.053
SMU,CUSA,-1.25,100.8,102.1,-.070
Toledo,MAC,-1.31,104.2,105.5,.012
Georgia St.,CAA,-1.33,105.8,107.1,-.051
FIU,SB,-1.39,101.6,102.9,.070
Buffalo,MAC,-1.40,103.3,104.7,-.067
Gardner Webb,BSth,-1.63,98.0,99.6,-.044
Youngstown St.,Horz,-1.91,102.9,104.8,.025
LIU Brooklyn,NEC,-2.13,110.5,112.6,.015
Rhode Island,A10,-2.24,100.5,102.8,-.042
South Alabama,SB,-2.34,99.1,101.4,.043
USC Upstate,ASun,-2.37,103.0,105.3,-.076
Columbia,Ivy,-2.42,101.1,103.5,-.121
Auburn,SEC,-2.83,98.8,101.6,-.117
Yale,Ivy,-2.95,102.7,105.7,.032
Idaho,WAC,-2.97,109.9,112.8,-.000
Oakland,Sum,-3.09,107.3,110.4,.041
Cal St. Fullerton,BW,-3.09,107.2,110.3,-.097
Morgan St.,MEAC,-3.19,99.4,102.6,-.049
UNC Asheville,BSth,-3.25,101.5,104.7,-.076
Jacksonville St.,OVC,-3.43,102.6,106.0,.087
Loyola Marymount,WCC,-3.44,98.4,101.9,-.016
Elon,SC,-3.51,99.0,102.5,.055
Quinnipiac,NEC,-3.54,102.3,105.9,-.032
Savannah St.,MEAC,-3.58,88.2,91.8,.044
South Carolina,SEC,-3.58,101.7,105.3,.028
Hawaii,BW,-3.72,102.8,106.6,.010
Mount St. Mary's,NEC,-3.78,102.5,106.3,.118
Missouri St.,MVC,-3.82,101.0,104.8,.023
Bowling Green,MAC,-3.87,96.9,100.8,-.091
William & Mary,CAA,-4.01,106.6,110.6,-.064
UC Davis,BW,-4.06,104.6,108.6,-.008
Norfolk St.,MEAC,-4.26,96.4,100.6,.112
Marshall,CUSA,-4.35,102.3,106.6,-.009
High Point,BSth,-4.37,100.2,104.5,-.061
Cal St. Northridge,BW,-4.56,104.1,108.6,-.017
Arkansas Little Rock,SB,-4.74,97.6,102.4,.060
Pepperdine,WCC,-4.77,98.9,103.6,.027
St. Francis NY,NEC,-4.79,103.1,107.9,-.068
UC Santa Barbara,BW,-4.80,98.5,103.3,-.040
Southeast Missouri St.,OVC,-4.87,103.9,108.8,-.033
Morehead St.,OVC,-5.04,99.6,104.6,.033
Hartford,AE,-5.24,94.0,99.2,.080
North Carolina A&T,MEAC,-5.30,93.2,98.5,.037
Sam Houston St.,Slnd,-5.46,94.0,99.5,-.019
Louisiana Lafayette,SB,-5.73,100.6,106.4,-.047
Seattle,WAC,-5.73,94.0,99.7,-.173
Coastal Carolina,BSth,-5.83,97.8,103.6,-.074
Brown,Ivy,-5.94,95.8,101.7,.042
Eastern Michigan,MAC,-5.94,93.0,99.0,.017
Stetson,ASun,-5.95,101.2,107.2,.016
Florida Atlantic,SB,-6.11,99.5,105.7,.012
Holy Cross,Pat,-6.48,99.0,105.5,.002
Cal St. Bakersfield,ind,-6.52,98.3,104.8,.006
Marist,MAAC,-6.60,98.8,105.4,-.052
Texas Tech,B12,-6.63,100.5,107.1,.024
Duquesne,A10,-6.75,100.7,107.5,.022
Miami OH,MAC,-7.03,98.7,105.7,-.066
Northern Colorado,BSky,-7.09,102.8,109.8,-.051
IPFW,Sum,-7.22,98.2,105.4,.021
Northern Kentucky,ASun,-7.26,97.5,104.7,-.033
Western Carolina,SC,-7.39,101.6,109.0,-.031
Wofford,SC,-7.42,89.2,96.7,-.058
Central Michigan,MAC,-7.43,105.1,112.5,.000
North Florida,ASun,-7.51,101.0,108.5,-.010
Penn,Ivy,-7.74,94.9,102.6,-.008
North Dakota,BSky,-7.78,97.2,105.0,.038
South Dakota,Sum,-7.79,105.2,113.0,-.082
Fordham,A10,-7.82,100.2,108.0,.027
Ball St.,MAC,-7.84,99.5,107.3,.080
UTSA,WAC,-7.85,100.9,108.8,-.046
Texas St.,WAC,-8.00,101.1,109.1,.009
Mississippi St.,SEC,-8.01,91.8,99.9,-.010
Central Connecticut,NEC,-8.18,101.8,109.9,.056
Portland,WCC,-8.18,95.2,103.4,.036
North Texas,SB,-8.30,97.2,105.5,-.023
Cleveland St.,Horz,-8.42,99.6,108.0,.033
Cornell,Ivy,-8.68,99.9,108.6,.028
Maine,AE,-8.80,97.3,106.1,.020
NJIT,GWC,-8.82,94.6,103.4,-.048
Appalachian St.,SC,-8.90,99.4,108.3,.011
TCU,B12,-9.36,93.4,102.7,.090
Liberty,BSth,-9.38,101.3,110.6,-.034
New Hampshire,AE,-9.41,92.8,102.2,-.054
Sacred Heart,NEC,-9.66,101.5,111.1,.007
Colgate,Pat,-9.66,97.6,107.3,.002
Bethune Cookman,MEAC,-9.75,98.0,107.8,-.029
Tennessee Tech,OVC,-10.15,97.1,107.3,.038
Eastern Illinois,OVC,-10.18,100.0,110.2,-.033
Hampton,MEAC,-10.21,89.2,99.4,.031
Troy,SB,-10.31,99.1,109.4,.005
Dartmouth,Ivy,-10.34,96.4,106.7,-.008
Old Dominion,CAA,-10.49,98.6,109.1,-.112
American,Pat,-10.51,98.0,108.5,.004
Winthrop,BSth,-10.64,95.3,105.9,.037
Sacramento St.,BSky,-10.81,97.0,107.9,.050
Saint Peter's,MAAC,-11.07,92.8,103.9,.049
Arkansas Pine Bluff,SWAC,-11.19,92.5,103.7,.117
Georgia Southern,SC,-11.19,95.8,107.0,.012
VMI,BSth,-11.33,102.3,113.6,-.022
Delaware St.,MEAC,-11.43,96.7,108.1,.054
Southeastern Louisiana,Slnd,-11.49,94.0,105.5,.054
UNC Greensboro,SC,-11.64,97.1,108.8,-.151
UNC Wilmington,CAA,-11.83,97.1,108.9,.022
Jacksonville,ASun,-12.07,95.8,107.9,.068
Lipscomb,ASun,-12.16,98.0,110.2,.053
Nicholls St.,Slnd,-12.17,98.6,110.8,-.024
McNeese St.,Slnd,-12.23,96.0,108.2,.089
Northern Arizona,BSky,-12.39,96.9,109.3,.041
Samford,SC,-12.41,97.9,110.3,-.007
Central Arkansas,Slnd,-12.55,100.4,112.9,.046
Utah Valley,GWC,-12.58,98.8,111.4,-.004
Radford,BSth,-12.66,91.3,104.0,.008
Chicago St.,GWC,-12.67,91.1,103.7,-.083
Siena,MAAC,-12.74,95.4,108.1,.021
Eastern Washington,BSky,-12.98,97.2,110.1,.001
Campbell,BSth,-13.11,97.8,110.9,.014
Milwaukee,Horz,-13.34,95.2,108.6,-.004
Montana St.,BSky,-13.38,100.4,113.8,.032
Hofstra,CAA,-13.42,89.6,103.0,-.024
Portland St.,BSky,-13.47,103.5,117.0,-.102
San Jose St.,WAC,-13.50,90.8,104.3,.021
Southern Utah,BSky,-13.60,92.1,105.7,-.001
SIU Edwardsville,OVC,-13.72,92.9,106.6,-.008
UMBC,AE,-13.90,95.7,109.6,-.010
Monmouth,NEC,-13.90,91.7,105.6,.019
Chattanooga,SC,-14.12,97.7,111.8,.018
Austin Peay,OVC,-14.41,98.8,113.3,-.071
Texas Pan American,GWC,-14.41,94.1,108.6,.068
Coppin St.,MEAC,-14.53,93.2,107.7,-.038
UC Riverside,BW,-14.57,89.2,103.8,-.071
Texas A&M Corpus Chris,Slnd,-14.88,96.1,111.0,-.040
Jackson St.,SWAC,-14.94,93.9,108.8,-.015
Navy,Pat,-15.20,90.0,105.2,-.049
UMKC,Sum,-15.39,93.7,109.1,-.022
East Tennessee St.,ASun,-15.69,95.1,110.8,.063
Idaho St.,BSky,-16.18,91.9,108.1,-.117
Nebraska Omaha,Sum,-16.33,101.8,118.1,.095
Northern Illinois,MAC,-16.72,85.7,102.4,-.052
Alcorn St.,SWAC,-16.88,85.4,102.2,-.045
Prairie View A&M,SWAC,-17.29,88.0,105.3,.026
Rice,CUSA,-17.45,96.0,113.4,-.032
Houston Baptist,GWC,-17.55,87.7,105.3,.089
Louisiana Monroe,SB,-18.03,92.4,110.4,-.026
Florida A&M,MEAC,-18.34,89.5,107.9,.003
Howard,MEAC,-18.42,84.1,102.5,-.044
St. Francis PA,NEC,-19.29,93.4,112.7,.034
Alabama St.,SWAC,-19.71,92.3,112.0,.006
Tennessee Martin,OVC,-20.18,93.8,113.9,.071
IUPUI,Sum,-20.30,97.7,118.0,-.054
Fairleigh Dickinson,NEC,-20.47,94.0,114.5,.029
Kennesaw St.,ASun,-20.69,91.8,112.5,.004
Alabama A&M,SWAC,-20.70,90.8,111.5,-.004
The Citadel,SC,-20.88,98.4,119.2,-.005
Longwood,BSth,-21.61,94.6,116.2,-.004
Mississippi Valley St.,SWAC,-22.01,90.1,112.1,-.070
South Carolina St.,MEAC,-22.02,91.9,113.9,-.015
Presbyterian,BSth,-22.92,94.9,117.8,.011
Furman,SC,-23.30,91.7,115.0,-.007
Binghamton,AE,-24.06,86.3,110.4,-.018
Maryland Eastern Shore,MEAC,-24.68,86.6,111.3,-.028
New Orleans,ind,-25.21,87.9,113.2,.042
Lamar,Slnd,-25.40,85.9,111.3,.023
Grambling St.,SWAC,-46.10,76.0,122.1,-.014
