team,conf,adjem,adjo,adjd,luck
Florida,SEC,15.23,113.0,97.8,-.061
Connecticut,BE,15.19,107.7,92.5,-.078
Arizona St.,P10,15.18,110.0,94.8,-.013
Murray St.,OVC,15.06,109.0,94.0,-.011
Richmond,A10,15.01,108.8,93.8,.047
Miami FL,ACC,14.79,112.2,97.4,-.069
VCU,CAA,14.39,113.2,98.8,-.016
Illinois,B10,14.38,109.2,94.8,-.029
Wake Forest,ACC,14.12,107.1,93.0,.067
Siena,MAAC,13.86,109.4,95.5,.027
Rhode Island,A10,13.54,112.6,99.1,.033
North Carolina,ACC,13.39,107.4,94.0,-.013
UAB,CUSA,12.73,104.6,91.8,.017
Alabama,SEC,12.55,107.9,95.3,-.099
Wichita St.,MVC,12.26,108.9,96.6,.002
Wright St.,Horz,12.10,108.6,96.5,-.047
Seton Hall,BE,12.05,112.7,100.7,-.009
St. John's,BE,11.97,106.5,94.5,-.032
Cincinnati,BE,11.92,106.3,94.4,-.013
North Carolina St.,ACC,11.49,106.1,94.6,-.007
Michigan,B10,11.48,107.4,95.9,-.079
Northeastern,CAA,11.32,106.5,95.2,-.057
Texas Tech,B12,11.14,108.8,97.6,.026
Iowa St.,B12,11.09,107.2,96.1,-.081
Boston College,ACC,10.87,110.7,99.8,-.086
Missouri St.,MVC,10.85,111.8,100.9,-.050
Virginia,ACC,10.76,108.0,97.2,-.067
USC,P10,10.63,96.7,86.1,-.043
South Florida,BE,10.52,107.8,97.3,.061
Portland,WCC,10.28,110.6,100.4,.020
Nevada,WAC,10.20,112.8,102.6,-.030
Marshall,CUSA,10.18,110.1,99.9,.022
Wofford,SC,10.12,104.6,94.4,-.023
Tulsa,CUSA,9.87,107.6,97.7,.023
Northwestern,B10,9.77,113.0,103.2,.002
South Carolina,SEC,9.06,106.5,97.4,-.037
Kent St.,MAC,8.84,106.6,97.8,.071
Arizona,P10,8.83,108.4,99.5,.027
Houston,CUSA,8.79,112.0,103.2,-.083
Illinois St.,MVC,8.77,107.5,98.7,.023
Providence,BE,8.70,116.0,107.3,-.111
Georgia,SEC,8.68,109.8,101.1,-.021
Colorado,B12,8.63,113.1,104.5,-.036
Nebraska,B12,8.28,107.0,98.7,-.067
Ohio,MAC,8.25,107.3,99.0,-.068
Montana,BSky,8.08,106.5,98.4,-.042
Charlotte,A10,7.91,108.7,100.8,.068
Pacific,BW,7.84,106.2,98.3,.011
Saint Louis,A10,7.72,100.1,92.4,.039
Southern Miss,CUSA,7.60,103.7,96.1,-.051
Sam Houston St.,Slnd,7.42,110.2,102.7,.052
Penn St.,B10,7.04,107.9,100.8,-.140
Morehead St.,OVC,7.00,105.1,98.1,-.017
Auburn,SEC,6.98,109.9,102.9,-.075
Oklahoma,B12,6.98,110.2,103.2,-.037
Weber St.,BSky,6.96,109.2,102.2,-.013
Stanford,P10,6.75,106.5,99.7,-.047
William & Mary,CAA,6.58,110.0,103.4,.116
IUPUI,Sum,6.34,108.5,102.2,.014
Appalachian St.,SC,6.18,110.1,104.0,.012
Iona,MAAC,6.11,100.1,94.0,.040
Harvard,Ivy,6.06,107.5,101.4,.051
New Mexico St.,WAC,6.03,111.6,105.5,.122
Louisiana Tech,WAC,5.99,105.4,99.4,.109
Bradley,MVC,5.69,106.3,100.6,.016
Washington St.,P10,5.67,108.2,102.5,-.021
Creighton,MVC,5.56,107.8,102.2,-.014
UCLA,P10,5.48,106.4,100.9,-.016
Fairfield,MAAC,5.36,106.7,101.3,.045
Arkansas,SEC,5.30,105.9,100.6,-.075
Princeton,Ivy,5.29,98.6,93.3,.008
Akron,MAC,5.20,105.3,100.1,.047
George Washington,A10,5.15,103.4,98.3,-.044
Southern Illinois,MVC,5.14,106.1,101.0,-.086
Utah,MWC,4.86,102.9,98.0,-.063
Northern Colorado,BSky,4.82,105.5,100.7,.025
Detroit,Horz,4.58,101.0,96.4,-.009
Western Kentucky,SB,4.39,105.9,101.5,-.019
Niagara,MAAC,4.06,105.7,101.6,-.062
Oregon,P10,3.99,105.8,101.8,.009
Milwaukee,Horz,3.89,105.5,101.6,.032
Hofstra,CAA,3.77,101.1,97.4,-.001
Belmont,ASun,3.67,103.3,99.6,-.013
Boston University,AE,3.51,103.8,100.3,.008
St. Bonaventure,A10,3.50,106.2,102.7,-.018
Oakland,Sum,3.19,107.5,104.3,.173
Vermont,AE,3.08,104.1,101.0,.068
Western Michigan,MAC,3.07,106.7,103.7,-.030
Indiana St.,MVC,3.02,104.5,101.5,.068
Green Bay,Horz,3.00,106.7,103.7,.088
Oral Roberts,Sum,2.84,102.3,99.4,.004
Colorado St.,MWC,2.83,101.5,98.7,.020
Duquesne,A10,2.82,102.5,99.7,.027
Miami OH,MAC,2.79,103.9,101.1,-.028
Jacksonville,ASun,2.75,102.2,99.5,.043
Drexel,CAA,2.74,100.5,97.7,.001
Idaho,WAC,2.67,105.6,102.9,-.045
Oregon St.,P10,2.54,99.0,96.4,-.018
Coastal Carolina,BSth,2.51,101.8,99.3,.022
SMU,CUSA,2.49,106.1,103.6,-.107
East Tennessee St.,ASun,2.47,100.9,98.4,-.004
College of Charleston,SC,2.30,109.4,107.1,.100
Cleveland St.,Horz,2.16,105.9,103.7,-.010
UC Santa Barbara,BW,2.11,100.0,97.9,.125
Long Beach St.,BW,2.00,100.6,98.6,.033
Western Carolina,SC,1.76,105.3,103.6,.056
Morgan St.,MEAC,1.58,105.5,104.0,.078
Stephen F. Austin,Slnd,1.47,103.0,101.5,.043
Buffalo,MAC,1.47,106.6,105.1,.065
Rutgers,BE,1.37,103.4,102.0,.071
La Salle,A10,1.18,106.2,105.1,-.015
Boise St.,WAC,0.94,102.2,101.3,-.064
George Mason,CAA,0.91,102.8,101.9,.049
Campbell,ASun,0.85,100.5,99.7,.002
Middle Tennessee,SB,0.65,101.4,100.7,-.044
Fresno St.,WAC,0.58,100.1,99.5,-.032
UCF,CUSA,0.33,102.6,102.3,.009
Massachusetts,A10,0.12,102.7,102.6,.004
Loyola Marymount,WCC,-0.01,108.4,108.4,.041
Drake,MVC,-0.01,107.2,107.2,.012
DePaul,BE,-0.08,100.0,100.1,-.038
Texas A&M Corpus Chris,Slnd,-0.09,99.4,99.5,-.035
Lipscomb,ASun,-0.12,109.3,109.4,-.033
Saint Joseph's,A10,-0.17,102.6,102.7,.016
Iowa,B10,-0.36,103.4,103.7,-.035
North Texas,SB,-0.47,103.4,103.8,.113
Saint Peter's,MAAC,-0.49,92.8,93.3,-.015
Seattle,ind,-0.58,100.6,101.2,.029
Eastern Kentucky,OVC,-0.60,110.7,111.3,-.013
San Jose St.,WAC,-0.62,109.9,110.5,.003
Troy,SB,-0.69,105.1,105.8,.082
TCU,MWC,-0.72,105.2,105.9,-.001
Mount St. Mary's,NEC,-0.83,96.8,97.6,-.065
Valparaiso,Horz,-0.92,110.7,111.6,.015
Portland St.,BSky,-0.94,113.3,114.2,-.074
Robert Morris,NEC,-0.97,99.9,100.8,.074
Lehigh,Pat,-0.97,105.6,106.6,.018
Quinnipiac,NEC,-1.01,103.5,104.5,-.023
Stony Brook,AE,-1.12,102.3,103.4,.052
Eastern Michigan,MAC,-1.19,100.3,101.4,-.010
Davidson,SC,-1.31,103.6,104.9,.012
LSU,SEC,-1.42,99.7,101.2,-.006
Denver,SB,-1.43,106.2,107.7,.017
Rider,MAAC,-1.45,103.1,104.6,.074
Indiana,B10,-1.64,101.4,103.0,-.046
Montana St.,BSky,-1.78,103.4,105.2,.018
Central Michigan,MAC,-1.85,101.6,103.4,-.016
The Citadel,SC,-1.96,100.3,102.3,-.020
UTSA,Slnd,-2.10,103.9,106.0,.020
Manhattan,MAAC,-2.38,99.3,101.7,-.110
Bowling Green,MAC,-2.90,101.3,104.2,.052
Canisius,MAAC,-2.93,100.1,103.1,-.002
Arkansas St.,SB,-2.95,99.1,102.0,.002
Southeastern Louisiana,Slnd,-3.09,100.9,104.0,-.006
San Francisco,WCC,-3.14,100.5,103.6,.007
Mercer,ASun,-3.33,107.8,111.2,-.014
Florida Atlantic,SB,-3.36,103.8,107.2,-.038
Austin Peay,OVC,-3.52,103.7,107.2,.082
San Diego,WCC,-3.68,98.4,102.1,-.045
Georgia St.,CAA,-3.71,99.8,103.5,-.057
Cal St. Fullerton,BW,-3.79,102.5,106.2,.040
Eastern Illinois,OVC,-3.90,100.0,103.9,.089
UNC Wilmington,CAA,-4.02,98.6,102.6,-.060
Maine,AE,-4.07,94.2,98.3,.122
Loyola MD,MAAC,-4.12,99.5,103.6,-.033
James Madison,CAA,-4.25,101.1,105.4,.001
Loyola Chicago,Horz,-4.29,101.8,106.1,.060
Louisiana Lafayette,SB,-4.31,99.4,103.7,-.065
Radford,BSth,-5.01,95.5,100.5,.066
South Dakota St.,Sum,-5.15,105.5,110.6,-.048
Evansville,MVC,-5.31,97.8,103.1,-.057
Northern Arizona,BSky,-5.42,99.1,104.5,.087
Ball St.,MAC,-5.45,94.6,100.1,.052
Cal St. Northridge,BW,-5.57,97.8,103.4,-.017
Tulane,CUSA,-5.58,95.1,100.7,-.070
Winthrop,BSth,-5.63,90.7,96.3,.049
UC Davis,BW,-5.77,101.0,106.7,-.004
Youngstown St.,Horz,-6.20,99.4,105.6,-.078
Hampton,MEAC,-6.21,94.1,100.4,-.110
Texas St.,Slnd,-6.32,98.5,104.8,.027
UC Riverside,BW,-6.38,98.2,104.5,-.039
Arkansas Pine Bluff,SWAC,-6.44,93.1,99.5,.053
East Carolina,CUSA,-6.53,101.9,108.4,-.016
Hawaii,WAC,-6.78,101.3,108.0,-.053
Furman,SC,-6.86,98.0,104.8,-.046
Holy Cross,Pat,-7.21,102.2,109.4,-.143
IPFW,Sum,-7.33,96.9,104.2,.040
Northern Illinois,MAC,-7.38,99.0,106.4,-.042
Santa Clara,WCC,-7.41,96.2,103.6,.015
Wyoming,MWC,-7.50,97.4,104.9,.004
Lafayette,Pat,-7.69,104.1,111.8,.073
UT Arlington,Slnd,-7.73,95.9,103.6,.011
North Dakota St.,Sum,-7.74,96.6,104.3,-.051
Cal Poly,BW,-7.76,103.2,111.0,.048
Towson,CAA,-7.91,102.5,110.5,.010
Illinois Chicago,Horz,-7.94,96.6,104.5,-.029
Bucknell,Pat,-7.96,98.0,105.9,-.018
South Dakota,GWC,-8.11,98.6,106.8,.109
Chattanooga,SC,-8.19,96.9,105.1,.033
Rice,CUSA,-8.48,95.9,104.4,-.081
Samford,SC,-8.50,100.5,109.0,-.077
South Alabama,SB,-8.52,96.2,104.7,.117
UC Irvine,BW,-8.52,101.1,109.6,.016
UNC Greensboro,SC,-8.61,96.2,104.8,-.030
Air Force,MWC,-8.64,96.8,105.5,-.046
South Carolina St.,MEAC,-8.88,97.4,106.2,.029
Tennessee Tech,OVC,-9.08,104.7,113.8,.098
Delaware,CAA,-9.30,99.5,108.8,.035
Tennessee St.,OVC,-9.44,97.8,107.2,-.009
Army,Pat,-9.68,89.3,99.0,-.018
New Hampshire,AE,-9.76,91.5,101.3,.004
Elon,SC,-10.06,96.2,106.3,-.022
Delaware St.,MEAC,-10.20,96.9,107.1,.080
Yale,Ivy,-10.34,96.1,106.5,-.036
Jacksonville St.,OVC,-10.35,97.5,107.9,-.060
Eastern Washington,BSky,-10.36,96.4,106.8,-.010
North Florida,ASun,-10.47,91.8,102.3,.095
Texas Southern,SWAC,-10.52,93.4,103.9,-.007
Kennesaw St.,ASun,-10.59,98.1,108.7,.012
Western Illinois,Sum,-10.65,91.4,102.0,-.017
LIU Brooklyn,NEC,-10.97,99.8,110.8,.009
Norfolk St.,MEAC,-11.06,96.2,107.2,-.026
Binghamton,AE,-11.07,98.1,109.2,.045
Nicholls St.,Slnd,-11.17,99.6,110.7,.013
Jackson St.,SWAC,-11.38,93.5,104.9,.143
Sacred Heart,NEC,-11.41,99.1,110.5,.011
UNC Asheville,BSth,-11.43,97.2,108.7,.068
USC Upstate,ASun,-11.63,92.0,103.6,-.066
Idaho St.,BSky,-11.85,103.8,115.6,-.009
McNeese St.,Slnd,-11.86,99.0,110.9,-.022
Louisiana Monroe,SB,-11.87,98.4,110.3,.049
Arkansas Little Rock,SB,-11.99,99.6,111.6,-.022
Liberty,BSth,-12.03,96.3,108.4,.049
Lamar,Slnd,-12.07,96.4,108.5,.053
Brown,Ivy,-12.16,100.0,112.1,.004
Cal St. Bakersfield,ind,-12.17,96.1,108.2,-.015
Pepperdine,WCC,-12.20,98.0,110.2,-.001
High Point,BSth,-12.43,97.1,109.6,.050
Sacramento St.,BSky,-12.53,93.3,105.8,-.003
Alabama St.,SWAC,-12.63,93.5,106.2,.022
Colgate,Pat,-12.67,97.8,110.5,-.031
Navy,Pat,-12.70,96.3,109.0,.077
Bethune Cookman,MEAC,-12.98,93.9,106.9,.043
Charleston Southern,BSth,-13.06,94.7,107.8,.006
American,Pat,-13.09,94.1,107.2,.016
Albany,AE,-13.16,97.2,110.3,-.073
Monmouth,NEC,-13.46,92.5,105.9,-.031
Columbia,Ivy,-13.50,92.2,105.7,.039
Longwood,ind,-13.56,98.0,111.6,.011
UMKC,Sum,-13.67,98.2,111.9,.042
Georgia Southern,SC,-13.77,98.1,111.9,.080
Florida Gulf Coast,ASun,-13.84,94.8,108.6,.008
North Carolina A&T,MEAC,-13.86,93.8,107.6,-.043
Northwestern St.,Slnd,-13.96,96.9,110.9,-.007
Central Arkansas,Slnd,-14.29,92.0,106.3,-.091
Fordham,A10,-14.41,93.3,107.7,-.046
FIU,SB,-14.45,98.7,113.1,-.018
Savannah St.,ind,-14.47,89.8,104.3,.021
Penn,Ivy,-14.61,97.3,111.9,-.042
Central Connecticut,NEC,-15.50,92.3,107.8,-.007
Prairie View A&M,SWAC,-15.63,85.6,101.2,.047
St. Francis NY,NEC,-15.76,89.8,105.5,.046
Hartford,AE,-15.81,95.6,111.4,-.038
Southeast Missouri St.,OVC,-16.14,90.7,106.8,-.044
St. Francis PA,NEC,-16.39,95.5,111.9,.028
New Orleans,SB,-16.68,89.0,105.7,.001
Fairleigh Dickinson,NEC,-17.42,92.2,109.6,.054
VMI,BSth,-18.10,102.4,120.5,.003
Centenary,Sum,-18.48,95.0,113.5,.009
Maryland Eastern Shore,MEAC,-18.54,91.6,110.1,.056
Texas Pan American,GWC,-18.56,89.5,108.0,-.081
Houston Baptist,GWC,-19.24,93.8,113.0,.050
UMBC,AE,-19.27,95.5,114.7,-.071
Coppin St.,MEAC,-19.43,89.3,108.7,-.088
Southern Utah,Sum,-19.47,89.8,109.3,-.003
Toledo,MAC,-19.54,88.8,108.3,.008
Utah Valley,GWC,-19.59,89.8,109.4,-.027
Alabama A&M,SWAC,-19.70,87.5,107.2,-.016
Mississippi Valley St.,SWAC,-20.40,91.6,112.0,-.005
Presbyterian,BSth,-20.64,90.9,111.6,-.049
Winston Salem St.,ind,-20.66,86.9,107.6,.074
Gardner Webb,BSth,-20.81,90.1,111.0,-.004
Stetson,ASun,-20.85,90.5,111.3,.044
Florida A&M,MEAC,-20.95,92.8,113.7,.054
Tennessee Martin,OVC,-21.20,90.2,111.4,-.015
Wagner,NEC,-22.00,89.1,111.1,-.014
Marist,MAAC,-22.01,90.8,112.8,-.014
Howard,MEAC,-22.04,88.4,110.4,.011
NJIT,GWC,-22.16,84.7,106.8,-.059
North Carolina Central,ind,-22.46,85.9,108.4,-.014
SIU Edwardsville,ind,-23.22,88.1,111.3,.007
Dartmouth,Ivy,-24.24,82.4,106.7,.022
Chicago St.,GWC,-24.62,85.3,109.9,.001
North Dakota,GWC,-24.81,92.8,117.6,-.005
Grambling St.,SWAC,-24.99,89.0,114.0,-.001
Southern,SWAC,-26.71,83.9,110.6,-.025
Bryant,NEC,-32.20,79.5,111.7,-.029
Alcorn St.,SWAC,-32.65,81.3,113.9,-.030
