team,conf,adjem,adjo,adjd,luck
Valparaiso,Horz,11.13,107.4,96.3,.053
Arizona St.,P12,11.13,109.8,98.7,-.035
Temple,Amer,11.10,105.3,94.2,.065
Saint Mary's,WCC,10.36,110.9,100.6,.027
Georgia St.,SB,10.32,111.6,101.3,-.003
George Washington,A10,10.19,108.4,98.2,.009
Old Dominion,CUSA,10.19,106.5,96.3,.047
Green Bay,Horz,10.11,104.7,94.6,.031
Colorado St.,MWC,10.01,111.6,101.6,.087
Connecticut,Amer,9.98,107.7,97.7,-.065
Michigan,B10,9.55,110.0,100.5,-.008
Harvard,Ivy,9.23,104.8,95.6,.091
Louisiana Tech,CUSA,9.18,109.0,99.8,.033
Yale,Ivy,8.78,107.3,98.6,.029
Pittsburgh,ACC,8.65,113.5,104.8,.012
Creighton,BE,8.36,111.0,102.6,-.083
Central Michigan,MAC,8.23,114.9,106.6,.015
Kansas St.,B12,8.18,106.6,98.4,.010
Penn St.,B10,8.08,105.3,97.2,.004
Seton Hall,BE,7.98,109.3,101.3,.012
Clemson,ACC,7.82,104.5,96.7,.009
Tulsa,Amer,7.75,102.6,94.9,.096
Georgia Tech,ACC,7.67,103.7,96.0,-.070
Memphis,Amer,7.51,105.5,98.0,-.033
Toledo,MAC,7.46,113.3,105.8,-.030
Cleveland St.,Horz,7.42,108.3,100.9,-.098
Tennessee,SEC,7.24,109.5,102.3,.030
UC Irvine,BW,7.09,106.3,99.2,-.022
Colorado,P12,7.09,107.5,100.5,-.041
Marquette,BE,6.88,105.3,98.5,-.043
South Dakota St.,Sum,6.85,108.8,102.0,-.006
Sam Houston St.,Slnd,6.84,103.4,96.5,-.055
Wofford,SC,6.72,105.2,98.5,.122
UTEP,CUSA,6.64,106.2,99.6,-.004
New Mexico St.,WAC,6.63,107.4,100.8,-.042
Florida St.,ACC,6.37,105.6,99.3,.038
Iona,MAAC,6.18,113.6,107.4,.048
UC Davis,BW,6.14,112.3,106.2,.067
UNLV,MWC,6.13,107.9,101.7,-.029
La Salle,A10,6.02,101.3,95.3,-.017
North Carolina Central,MEAC,6.00,105.4,99.4,.027
UC Santa Barbara,BW,6.00,109.3,103.3,-.034
San Diego,WCC,5.95,104.0,98.0,-.076
Oregon St.,P12,5.90,100.0,94.1,.013
Akron,MAC,5.77,105.1,99.4,-.042
Wyoming,MWC,5.67,104.8,99.1,.083
Boston College,ACC,5.61,107.9,102.3,-.035
Hofstra,CAA,5.43,112.0,106.6,-.111
St. Bonaventure,A10,5.31,105.4,100.1,.009
California,P12,5.25,104.2,99.0,.062
Evansville,MVC,5.25,106.6,101.3,.039
Bowling Green,MAC,5.20,105.9,100.7,.006
William & Mary,CAA,5.17,113.9,108.8,-.024
Northeastern,CAA,5.12,108.3,103.1,.025
Kent St.,MAC,5.04,107.4,102.3,.029
Washington,P12,5.04,108.8,103.8,-.002
Wake Forest,ACC,4.76,106.6,101.8,-.025
Nebraska,B10,4.62,99.6,95.0,-.017
Northwestern,B10,4.59,107.8,103.2,.009
Vermont,AE,4.38,103.3,99.0,-.118
Utah St.,MWC,4.27,107.5,103.2,-.022
Massachusetts,A10,4.16,106.5,102.3,.069
Pepperdine,WCC,4.10,100.5,96.4,.014
Hawaii,BW,3.73,105.1,101.4,-.009
Louisiana Lafayette,SB,3.59,106.0,102.4,-.055
Eastern Kentucky,OVC,3.46,106.3,102.8,-.030
Stony Brook,AE,3.35,102.8,99.5,.019
Albany,AE,3.29,107.2,103.9,.054
Loyola Chicago,MVC,3.28,105.9,102.6,.079
Eastern Washington,BSky,3.25,112.9,109.6,.067
Portland,WCC,3.23,109.0,105.8,-.035
UAB,CUSA,3.06,104.9,101.9,.025
Long Beach St.,BW,3.05,104.0,100.9,.032
New Mexico,MWC,2.82,101.6,98.7,-.068
Eastern Michigan,MAC,2.69,101.8,99.2,-.001
Auburn,SEC,2.45,105.8,103.3,.058
Coastal Carolina,BSth,2.38,106.7,104.3,.006
Western Kentucky,CUSA,2.28,105.0,102.7,.039
Belmont,OVC,2.27,110.2,107.9,.065
North Florida,ASun,2.26,108.4,106.2,-.022
San Francisco,WCC,2.16,105.7,103.5,-.082
High Point,BSth,2.03,108.4,106.4,.103
Charlotte,CUSA,1.92,109.9,108.0,-.105
Georgia Southern,SB,1.89,100.5,98.6,.022
Tennessee Martin,OVC,1.84,109.2,107.3,.033
Canisius,MAAC,1.81,103.6,101.8,-.049
DePaul,BE,1.77,108.6,106.8,-.001
USC,P12,1.46,101.6,100.1,-.005
North Dakota St.,Sum,1.41,103.8,102.4,.105
Cal Poly,BW,1.24,102.9,101.7,-.056
Morehead St.,OVC,0.98,104.1,103.1,-.094
Texas Tech,B12,0.97,102.3,101.3,-.016
Western Michigan,MAC,0.86,108.0,107.1,.058
St. Francis NY,NEC,0.62,103.6,103.0,-.020
Middle Tennessee,CUSA,0.59,102.3,101.7,.003
Mississippi St.,SEC,0.58,100.7,100.1,-.034
Princeton,Ivy,0.55,107.4,106.9,-.032
Saint Joseph's,A10,0.34,100.3,100.0,-.006
Manhattan,MAAC,0.31,101.9,101.6,-.001
Rider,MAAC,0.17,101.2,101.0,.086
Montana,BSky,0.15,106.0,105.8,.003
Columbia,Ivy,0.12,107.5,107.4,-.090
Chattanooga,SC,0.09,105.6,105.5,.101
Oakland,Horz,0.06,111.4,111.3,.019
Dartmouth,Ivy,-0.67,102.0,102.7,-.027
Indiana St.,MVC,-0.70,102.7,103.4,.015
Louisiana Monroe,SB,-0.71,99.0,99.7,.070
Radford,BSth,-0.77,105.6,106.3,.058
IPFW,Sum,-0.82,107.7,108.5,-.051
NJIT,ind,-0.85,105.5,106.4,.049
UNC Wilmington,CAA,-0.90,101.5,102.4,.059
Virginia Tech,ACC,-0.92,106.3,107.2,-.042
Winthrop,BSth,-0.94,104.8,105.7,-.051
Quinnipiac,MAAC,-1.09,103.0,104.1,-.092
Northern Arizona,BSky,-1.12,102.2,103.4,.063
Northern Illinois,MAC,-1.20,102.8,104.0,.005
Colgate,Pat,-1.24,108.0,109.2,-.055
USC Upstate,ASun,-1.25,103.5,104.7,-.025
Detroit,Horz,-1.34,103.3,104.6,-.008
Monmouth,MAAC,-1.38,100.8,102.1,.012
Robert Morris,NEC,-1.39,103.1,104.5,.055
Mercer,SC,-1.52,104.5,106.0,-.049
Washington St.,P12,-1.67,109.1,110.8,.085
Saint Peter's,MAAC,-1.72,100.0,101.7,-.067
American,Pat,-1.77,102.5,104.2,.015
New Hampshire,AE,-1.86,100.9,102.8,-.027
Florida Gulf Coast,ASun,-1.92,101.6,103.6,.044
Norfolk St.,MEAC,-2.01,105.5,107.5,.027
Missouri,SEC,-2.09,102.0,104.1,-.019
Lafayette,Pat,-2.14,112.9,115.1,.097
Santa Clara,WCC,-2.14,105.9,108.0,.019
Charleston Southern,BSth,-2.17,107.0,109.2,.053
Sacramento St.,BSky,-2.33,109.0,111.3,.074
UT Arlington,SB,-2.41,103.4,105.9,.023
Rutgers,B10,-2.45,98.7,101.1,.037
James Madison,CAA,-2.69,105.5,108.2,.103
Bucknell,Pat,-2.80,105.8,108.6,.076
Lehigh,Pat,-2.81,99.9,102.7,.007
Cornell,Ivy,-2.87,96.9,99.7,-.032
Fresno St.,MWC,-2.92,102.8,105.7,.068
Air Force,MWC,-3.01,108.1,111.2,-.065
George Mason,A10,-3.08,102.9,106.0,-.032
Oral Roberts,Sum,-3.17,106.2,109.4,.097
Maryland Eastern Shore,MEAC,-3.33,104.5,107.8,.040
Fordham,A10,-3.49,102.0,105.5,-.060
UTSA,CUSA,-3.59,106.4,110.0,-.051
Rice,CUSA,-3.62,102.0,105.6,-.061
Milwaukee,Horz,-3.76,103.1,106.9,.043
Gardner Webb,BSth,-3.84,107.6,111.4,.085
Texas Southern,SWAC,-3.84,104.1,107.9,.128
Houston,Amer,-3.85,101.4,105.2,-.057
Miami OH,MAC,-4.02,102.5,106.6,.009
UC Riverside,BW,-4.22,98.5,102.8,.013
Duquesne,A10,-4.26,108.6,112.9,-.015
East Tennessee St.,SC,-4.29,103.2,107.5,.036
South Dakota,Sum,-4.36,103.4,107.8,.032
Tulane,Amer,-4.37,99.8,104.2,.031
St. Francis PA,NEC,-4.58,99.8,104.4,.018
Denver,Sum,-4.58,106.0,110.6,-.067
Southern Illinois,MVC,-4.79,98.8,103.6,-.054
East Carolina,Amer,-4.89,103.7,108.6,-.002
Eastern Illinois,OVC,-4.95,100.3,105.2,.119
Mount St. Mary's,NEC,-4.97,98.5,103.4,.040
Texas A&M Corpus Chris,Slnd,-5.05,100.8,105.9,.040
Incarnate Word,Slnd,-5.06,107.5,112.6,.041
Northwestern St.,Slnd,-5.11,112.5,117.6,.054
Texas St.,SB,-5.20,93.7,98.9,-.033
Idaho,BSky,-5.29,107.7,112.9,-.070
Ohio,MAC,-5.47,103.0,108.5,-.040
Southeast Missouri St.,OVC,-5.54,102.8,108.4,-.061
Western Carolina,SC,-5.60,101.9,107.5,.009
Arkansas Little Rock,SB,-5.63,104.3,109.9,-.048
Bryant,NEC,-5.85,104.1,109.9,.064
UNC Asheville,BSth,-6.14,102.4,108.6,-.024
Sacred Heart,NEC,-6.16,103.4,109.6,-.013
Boston University,Pat,-6.29,106.4,112.7,.006
Pacific,WCC,-6.31,103.1,109.5,.052
Cal St. Bakersfield,WAC,-6.44,99.7,106.2,-.124
Holy Cross,Pat,-6.49,101.2,107.7,.030
Wright St.,Horz,-6.53,99.0,105.5,-.028
Seattle,WAC,-6.64,98.3,104.9,.016
North Texas,CUSA,-6.66,98.6,105.2,.046
Northern Kentucky,ASun,-6.72,104.2,110.9,-.058
Tennessee Tech,OVC,-6.88,104.2,111.1,-.052
SIU Edwardsville,OVC,-6.90,97.9,104.8,-.043
Elon,CAA,-7.23,98.5,105.7,.053
Drexel,CAA,-7.24,99.3,106.5,.003
Hampton,MEAC,-7.40,96.6,104.0,.031
Northern Colorado,BSky,-7.45,110.4,117.9,-.013
Army,Pat,-7.50,100.2,107.8,.032
Bradley,MVC,-7.51,93.7,101.3,-.043
Missouri St.,MVC,-7.52,98.9,106.5,-.010
Nebraska Omaha,Sum,-7.57,102.9,110.5,-.042
Ball St.,MAC,-7.65,100.4,108.0,-.130
Portland St.,BSky,-7.77,102.9,110.7,.071
Howard,MEAC,-7.91,93.9,101.9,.016
Delaware,CAA,-7.92,101.7,109.6,.024
Marshall,CUSA,-8.05,96.3,104.3,-.049
Delaware St.,MEAC,-8.25,101.5,109.7,.063
Grand Canyon,WAC,-8.29,106.5,114.8,.021
Alabama St.,SWAC,-8.31,97.8,106.1,.030
Siena,MAAC,-8.31,105.7,114.0,-.010
Weber St.,BSky,-8.35,99.9,108.3,.040
Towson,CAA,-8.38,100.9,109.3,-.025
Brown,Ivy,-8.42,99.4,107.8,.049
Cal St. Northridge,BW,-8.44,100.8,109.2,-.041
Nevada,MWC,-8.54,97.8,106.4,-.083
Loyola Marymount,WCC,-8.56,103.0,111.6,.024
FIU,CUSA,-8.57,96.0,104.6,.090
Youngstown St.,Horz,-8.93,106.0,114.9,.013
South Florida,Amer,-9.02,99.2,108.3,-.024
Drake,MVC,-9.03,105.3,114.3,-.027
Lamar,Slnd,-9.03,100.0,109.1,.030
Navy,Pat,-9.04,98.9,107.9,.005
Southern,SWAC,-9.15,94.0,103.1,.018
College of Charleston,CAA,-9.32,96.1,105.5,-.075
IUPUI,Sum,-9.43,94.0,103.4,.069
UCF,Amer,-9.58,102.7,112.3,.075
Illinois Chicago,Horz,-9.61,101.2,110.8,-.009
Appalachian St.,SB,-9.63,98.3,107.9,.074
Hartford,AE,-9.65,97.4,107.1,.076
UNC Greensboro,SC,-9.70,99.8,109.5,-.125
UMKC,WAC,-9.74,98.2,107.9,-.014
Troy,SB,-9.75,99.8,109.5,-.054
LIU Brooklyn,NEC,-9.82,97.0,106.8,.039
Saint Louis,A10,-9.85,95.9,105.8,.065
Florida Atlantic,CUSA,-10.28,98.7,109.0,-.053
Penn,Ivy,-10.46,97.7,108.2,.024
Cal St. Fullerton,BW,-10.62,99.1,109.7,-.009
Samford,SC,-10.69,102.0,112.6,.010
VMI,SC,-10.78,98.4,109.2,-.050
Arkansas St.,SB,-10.83,96.2,107.0,.023
Fairfield,MAAC,-10.90,95.4,106.3,-.085
South Alabama,SB,-11.28,101.0,112.2,.085
Lipscomb,ASun,-11.29,100.7,112.0,.051
Niagara,MAAC,-11.41,99.8,111.2,-.004
McNeese St.,Slnd,-11.58,100.6,112.1,.035
Campbell,BSth,-11.85,97.7,109.5,-.089
Prairie View A&M,SWAC,-11.98,97.4,109.4,.013
UMass Lowell,AE,-12.46,94.1,106.6,.077
Wagner,NEC,-12.49,98.9,111.4,-.013
Marist,MAAC,-12.74,94.6,107.4,.033
Southeastern Louisiana,Slnd,-12.89,95.9,108.8,-.098
Southern Utah,BSky,-13.12,98.7,111.8,.033
Loyola MD,Pat,-13.13,93.2,106.4,.080
Furman,SC,-13.18,98.3,111.5,-.024
New Orleans,Slnd,-13.22,96.9,110.2,-.034
Jacksonville St.,OVC,-13.27,95.2,108.4,.053
Jackson St.,SWAC,-13.50,91.2,104.7,-.094
Idaho St.,BSky,-13.77,97.5,111.3,-.092
North Dakota,BSky,-13.77,96.9,110.6,-.031
Southern Miss,CUSA,-13.78,97.3,111.0,.038
Longwood,BSth,-13.80,97.4,111.2,.025
Austin Peay,OVC,-14.20,94.8,109.0,-.004
Houston Baptist,Slnd,-14.21,101.3,115.5,.029
Fairleigh Dickinson,NEC,-15.07,97.4,112.5,.053
Montana St.,BSky,-15.16,95.7,110.8,-.056
Utah Valley,WAC,-16.10,92.9,109.0,.007
Binghamton,AE,-16.41,94.0,110.4,-.047
Western Illinois,Sum,-16.66,91.5,108.1,.036
Arkansas Pine Bluff,SWAC,-16.89,92.5,109.4,.037
Coppin St.,MEAC,-17.04,99.1,116.1,-.008
Presbyterian,BSth,-18.09,96.6,114.7,-.005
Chicago St.,WAC,-18.17,89.3,107.5,-.012
Nicholls St.,Slnd,-18.36,90.0,108.3,.025
The Citadel,SC,-18.59,103.2,121.8,.077
Bethune Cookman,MEAC,-18.66,91.2,109.9,-.033
South Carolina St.,MEAC,-18.69,90.4,109.1,.050
Morgan St.,MEAC,-18.87,94.3,113.2,.029
Liberty,BSth,-18.87,90.8,109.7,-.059
Tennessee St.,OVC,-18.90,89.5,108.4,-.045
Texas Pan American,WAC,-18.99,93.5,112.5,.033
Alabama A&M,SWAC,-19.09,95.0,114.1,-.021
North Carolina A&T,MEAC,-19.42,93.5,112.9,-.038
Stetson,ASun,-19.66,96.6,116.3,.006
Savannah St.,MEAC,-19.67,87.4,107.1,.013
Jacksonville,ASun,-19.74,96.3,116.1,-.023
Kennesaw St.,ASun,-20.61,93.7,114.3,.039
Abilene Christian,Slnd,-20.63,93.2,113.8,-.003
UMBC,AE,-20.68,89.2,109.9,-.037
Central Connecticut,NEC,-20.70,92.9,113.6,-.012
Maine,AE,-21.87,93.7,115.5,-.020
Alcorn St.,SWAC,-24.34,92.9,117.3,-.059
San Jose St.,MWC,-24.59,86.5,111.0,-.030
Mississippi Valley St.,SWAC,-25.69,91.6,117.3,-.001
Central Arkansas,Slnd,-27.67,91.0,118.7,.004
Florida A&M,MEAC,-31.73,85.4,117.1,-.020
Grambling St.,SWAC,-37.65,78.9,116.6,-.077
