team,conf,adjem,adjo,adjd,luck
Wofford,SC,8.17,112.3,104.2,-.024
Marshall,CUSA,7.99,108.6,100.6,-.013
Providence,BE,7.25,110.1,102.8,-.045
North Carolina St.,ACC,7.19,109.9,102.7,-.021
Iowa,B10,7.12,103.9,96.8,-.117
Morehead St.,OVC,7.01,105.6,98.6,.023
Memphis,CUSA,6.98,104.5,97.6,.117
Tulsa,CUSA,6.92,107.1,100.2,-.000
Oregon,P10,6.89,106.6,99.7,.018
Drexel,CAA,6.82,99.7,92.9,.066
Long Beach St.,BW,6.66,106.7,100.1,.060
Valparaiso,Horz,6.60,106.4,99.8,.057
Bucknell,Pat,6.57,105.8,99.2,.068
Dayton,A10,6.47,104.8,98.3,.062
Creighton,MVC,6.38,109.9,103.5,-.041
Kent St.,MAC,6.25,105.7,99.5,.052
Georgia Tech,ACC,6.25,102.3,96.0,-.092
Portland,WCC,6.21,111.5,105.3,.052
Stanford,P10,6.16,104.7,98.6,-.044
Virginia,ACC,6.01,104.0,98.0,.020
Fairfield,MAAC,5.88,98.7,92.8,.042
UCF,CUSA,5.87,105.7,99.9,.012
James Madison,CAA,5.74,108.3,102.6,.022
Northern Iowa,MVC,5.66,109.0,103.3,.003
Indiana St.,MVC,5.45,102.8,97.4,.051
LIU Brooklyn,NEC,5.43,109.6,104.2,.053
South Dakota St.,Sum,5.39,115.9,110.5,-.084
Wright St.,Horz,5.23,105.0,99.8,-.014
East Tennessee St.,ASun,5.16,104.1,98.9,.030
Arkansas,SEC,5.15,106.2,101.0,.004
Montana,BSky,5.04,101.8,96.8,.008
Buffalo,MAC,4.92,104.0,99.1,-.078
Santa Clara,WCC,4.59,107.9,103.3,.051
Coastal Carolina,BSth,4.52,104.9,100.4,.101
Akron,MAC,4.09,103.7,99.6,.043
Northern Colorado,BSky,4.05,106.3,102.2,.023
Rhode Island,A10,4.00,103.5,99.5,.051
Texas Tech,B12,3.83,107.2,103.4,-.041
IUPUI,Sum,3.77,111.5,107.7,.014
Oral Roberts,Sum,3.75,110.2,106.4,-.027
Northern Arizona,BSky,3.59,106.0,102.4,-.068
Rider,MAAC,3.51,107.0,103.5,.073
Air Force,MWC,3.43,107.2,103.8,.021
Saint Louis,A10,3.42,99.5,96.0,-.124
Vermont,AE,3.36,102.4,99.1,.062
South Florida,BE,3.34,103.7,100.4,-.019
South Carolina,SEC,3.20,101.2,98.0,.010
Detroit,Horz,3.17,107.0,103.8,-.022
UC Santa Barbara,BW,3.15,103.7,100.5,.002
Mississippi St.,SEC,3.09,107.5,104.4,.061
Murray St.,OVC,3.01,105.0,102.0,.040
Hofstra,CAA,2.89,108.9,106.1,.125
Loyola Chicago,Horz,2.83,105.9,103.1,-.064
Saint Peter's,MAAC,2.73,95.2,92.5,.073
Milwaukee,Horz,2.69,104.8,102.1,.119
Arizona St.,P10,2.68,104.0,101.3,-.008
Austin Peay,OVC,2.66,103.6,100.9,-.045
Utah,MWC,2.61,103.6,101.0,.033
Furman,SC,2.44,105.3,102.9,.060
Idaho,WAC,2.25,104.7,102.4,.015
Oklahoma,B12,2.24,104.7,102.5,.025
New Mexico St.,WAC,2.20,105.5,103.3,-.024
Davidson,SC,2.17,105.6,103.4,-.036
Pacific,BW,2.05,105.6,103.6,-.061
San Francisco,WCC,1.99,102.9,100.9,.083
Ohio,MAC,1.91,107.4,105.5,-.003
UNC Asheville,BSth,1.91,101.9,100.0,-.011
St. Bonaventure,A10,1.85,106.6,104.7,.029
Robert Morris,NEC,1.83,103.2,101.4,.013
Lipscomb,ASun,1.56,106.8,105.3,.001
East Carolina,CUSA,1.41,105.3,103.9,.028
Rice,CUSA,0.88,105.2,104.3,-.062
Jacksonville,ASun,0.82,98.8,98.0,.032
Central Connecticut,NEC,0.75,100.8,100.1,-.010
Green Bay,Horz,0.69,104.5,103.8,.009
Oregon St.,P10,0.45,102.8,102.3,-.044
Nevada,WAC,0.44,104.3,103.9,-.050
SMU,CUSA,0.42,103.5,103.1,-.019
North Dakota St.,Sum,0.40,104.8,104.4,-.133
Hawaii,WAC,0.40,100.6,100.2,.043
Ball St.,MAC,0.03,103.4,103.3,.028
Quinnipiac,NEC,0.00,104.4,104.4,.004
Western Michigan,MAC,-0.12,104.0,104.1,.043
Cal Poly,BW,-0.13,97.9,98.0,-.001
Evansville,MVC,-0.15,101.9,102.1,.044
Weber St.,BSky,-0.21,104.1,104.4,.010
Boston University,AE,-0.50,103.4,103.9,.045
TCU,MWC,-0.54,102.4,102.9,-.075
La Salle,A10,-0.61,106.7,107.3,.009
American,Pat,-0.64,104.1,104.7,.128
North Texas,SB,-0.72,109.0,109.8,.044
George Washington,A10,-0.73,101.3,102.0,.073
IPFW,Sum,-0.87,105.8,106.7,.024
Fresno St.,WAC,-0.97,101.9,102.9,-.033
San Jose St.,WAC,-1.20,105.1,106.3,.054
Sam Houston St.,Slnd,-1.29,103.1,104.4,-.030
Massachusetts,A10,-1.32,98.4,99.7,.044
Loyola MD,MAAC,-1.53,103.4,105.0,-.025
Yale,Ivy,-1.60,99.5,101.1,.033
Canisius,MAAC,-1.61,103.0,104.6,-.031
Western Carolina,SC,-1.81,98.7,100.5,.044
Penn,Ivy,-1.88,101.8,103.7,.007
Florida Atlantic,SB,-1.94,102.9,104.8,.134
Saint Joseph's,A10,-2.07,106.1,108.2,.020
Miami OH,MAC,-2.11,105.5,107.6,.119
Middle Tennessee,SB,-2.19,98.5,100.7,-.071
Lehigh,Pat,-2.20,102.7,104.9,-.029
Tulane,CUSA,-2.34,102.4,104.7,-.125
Cornell,Ivy,-2.42,105.2,107.6,-.070
Bradley,MVC,-2.45,101.3,103.7,-.033
Northeastern,CAA,-2.59,108.8,111.4,.023
Arkansas St.,SB,-2.73,100.9,103.6,.002
Delaware,CAA,-3.10,100.4,103.5,.059
DePaul,BE,-3.28,103.1,106.4,-.043
Loyola Marymount,WCC,-3.32,102.1,105.4,-.100
VMI,BSth,-3.34,110.6,113.9,-.016
Maine,AE,-3.46,104.8,108.2,-.056
Drake,MVC,-3.50,101.4,104.9,-.010
Mercer,ASun,-3.67,101.1,104.8,-.001
Siena,MAAC,-3.77,99.1,102.9,-.005
UNC Wilmington,CAA,-3.82,102.0,105.9,.002
St. Francis NY,NEC,-3.84,98.9,102.7,-.016
McNeese St.,Slnd,-3.88,105.5,109.4,.083
Charlotte,A10,-4.04,101.5,105.5,-.009
Hampton,MEAC,-4.21,94.4,98.7,.108
Stephen F. Austin,Slnd,-4.26,96.6,100.9,-.039
Tennessee Tech,OVC,-4.36,100.9,105.2,.058
Charleston Southern,BSth,-4.37,102.9,107.2,-.060
Appalachian St.,SC,-4.38,104.7,109.0,.044
Southern Illinois,MVC,-4.39,97.0,101.4,.034
Columbia,Ivy,-4.50,101.3,105.8,.038
Arkansas Little Rock,SB,-4.53,101.1,105.6,.032
Western Kentucky,SB,-4.57,100.5,105.1,.019
Georgia St.,CAA,-4.58,94.9,99.5,-.031
UC Irvine,BW,-4.62,102.6,107.2,-.048
Denver,SB,-4.70,100.0,104.7,-.056
North Florida,ASun,-4.79,99.7,104.5,.087
Winthrop,BSth,-4.85,96.3,101.1,-.040
Houston,CUSA,-5.04,101.4,106.4,.006
Cal St. Northridge,BW,-5.08,100.6,105.7,.002
Pepperdine,WCC,-5.09,104.6,109.7,.006
Lafayette,Pat,-5.21,103.0,108.2,-.031
William & Mary,CAA,-5.31,103.0,108.3,-.056
UTSA,Slnd,-5.32,101.8,107.1,.085
Holy Cross,Pat,-5.32,101.6,106.9,-.150
Wyoming,MWC,-5.40,98.5,103.9,-.056
Wagner,NEC,-5.41,100.4,105.9,.028
Liberty,BSth,-5.52,97.6,103.1,.087
LSU,SEC,-5.68,95.6,101.2,-.055
Stony Brook,AE,-5.69,93.7,99.4,-.037
Auburn,SEC,-5.75,96.9,102.7,.002
Nicholls St.,Slnd,-5.82,97.2,103.0,-.051
Louisiana Lafayette,SB,-6.00,98.7,104.7,.031
Illinois St.,MVC,-6.01,96.4,102.5,-.008
Brown,Ivy,-6.48,102.9,109.4,-.028
Eastern Kentucky,OVC,-6.56,102.3,108.9,-.026
Elon,SC,-6.60,104.3,110.9,-.015
Tennessee St.,OVC,-6.71,102.1,108.8,.022
Bowling Green,MAC,-6.76,97.8,104.5,.018
Albany,AE,-6.86,101.7,108.6,.025
Lamar,Slnd,-6.91,100.3,107.2,-.126
Louisiana Tech,WAC,-7.06,95.6,102.7,-.006
UC Davis,BW,-7.08,102.8,109.9,-.094
Morgan St.,MEAC,-7.30,94.8,102.1,.042
Campbell,ASun,-7.71,97.8,105.5,-.060
Mount St. Mary's,NEC,-7.75,94.9,102.6,-.019
Montana St.,BSky,-7.80,100.2,108.0,.005
Texas St.,Slnd,-7.96,100.3,108.3,.036
Youngstown St.,Horz,-7.96,100.0,108.0,-.023
Presbyterian,BSth,-7.99,101.5,109.5,.047
Illinois Chicago,Horz,-7.99,96.5,104.5,-.041
Utah Valley,GWC,-8.02,100.8,108.8,.011
UT Arlington,Slnd,-8.13,96.7,104.8,-.072
Southeastern Louisiana,Slnd,-8.49,98.8,107.3,.066
Cal St. Fullerton,BW,-8.53,104.8,113.3,.018
Wake Forest,ACC,-8.64,100.4,109.0,.009
Southern Utah,Sum,-8.93,100.6,109.5,-.013
Northwestern St.,Slnd,-8.98,101.1,110.1,.101
Eastern Washington,BSky,-9.04,99.1,108.1,-.031
Savannah St.,ind,-9.14,91.1,100.3,.030
Sacred Heart,NEC,-9.35,99.2,108.6,-.013
UC Riverside,BW,-9.36,97.8,107.2,.062
Chattanooga,SC,-9.36,99.1,108.5,.135
Portland St.,BSky,-9.51,104.2,113.7,.064
Coppin St.,MEAC,-9.60,98.5,108.0,.023
Seattle,ind,-9.70,92.9,102.6,.047
Gardner Webb,BSth,-9.79,95.2,105.0,-.016
UMKC,Sum,-9.79,101.9,111.6,.114
Navy,Pat,-9.84,93.2,103.0,-.039
Central Michigan,MAC,-10.04,92.0,102.0,-.006
Northern Illinois,MAC,-10.09,99.1,109.2,-.030
Troy,SB,-10.19,97.8,108.0,-.038
Texas Southern,SWAC,-10.37,93.2,103.5,.137
Jackson St.,SWAC,-10.49,95.7,106.1,-.002
Towson,CAA,-10.51,105.8,116.3,-.069
Army,Pat,-10.54,99.5,110.0,-.030
St. Francis PA,NEC,-10.57,99.6,110.1,-.016
Monmouth,NEC,-10.57,94.5,105.1,-.028
The Citadel,SC,-10.61,100.9,111.6,-.055
Eastern Michigan,MAC,-10.75,89.5,100.3,-.107
UNC Greensboro,SC,-10.86,99.6,110.4,-.031
Florida Gulf Coast,ASun,-11.11,94.7,105.8,-.001
FIU,SB,-11.24,100.6,111.9,-.013
New Hampshire,AE,-11.39,91.2,102.6,.030
South Dakota,GWC,-11.46,100.1,111.5,-.031
Hartford,AE,-11.68,92.8,104.5,-.011
Fordham,A10,-11.72,98.0,109.8,.013
Bethune Cookman,MEAC,-12.02,100.0,112.1,.148
Jacksonville St.,OVC,-12.20,95.9,108.1,-.078
North Carolina A&T,MEAC,-12.29,99.1,111.4,.048
San Diego,WCC,-12.30,92.9,105.2,-.029
South Alabama,SB,-12.45,99.8,112.2,.041
Southeast Missouri St.,OVC,-12.51,97.8,110.3,-.020
Tennessee Martin,OVC,-12.60,97.5,110.1,-.002
Norfolk St.,MEAC,-12.65,97.1,109.8,-.009
North Dakota,GWC,-12.82,92.7,105.5,.094
Stetson,ASun,-12.94,96.8,109.7,.007
Niagara,MAAC,-13.02,92.2,105.2,.021
Idaho St.,BSky,-13.06,98.4,111.4,-.002
Alabama St.,SWAC,-13.19,92.8,106.0,.032
Eastern Illinois,OVC,-13.32,93.1,106.4,-.016
Bryant,NEC,-13.81,100.5,114.3,.033
Delaware St.,MEAC,-13.99,99.1,113.1,-.063
Cal St. Bakersfield,ind,-14.32,97.1,111.4,.038
High Point,BSth,-14.43,94.5,109.0,.084
Mississippi Valley St.,SWAC,-14.44,93.8,108.3,.036
NJIT,GWC,-14.44,92.9,107.3,.017
Samford,SC,-14.50,96.4,110.9,.075
Manhattan,MAAC,-14.69,96.4,111.1,.026
North Carolina Central,ind,-15.03,96.0,111.0,.088
Colgate,Pat,-15.36,97.2,112.5,-.029
Binghamton,AE,-15.89,97.7,113.6,-.040
Texas A&M Corpus Chris,Slnd,-16.12,92.9,109.1,.043
Kennesaw St.,ASun,-16.36,98.5,114.9,-.000
Longwood,ind,-16.42,102.2,118.6,.027
USC Upstate,ASun,-16.44,92.6,109.1,.016
Sacramento St.,BSky,-16.49,93.5,109.9,-.028
Dartmouth,Ivy,-16.61,90.8,107.4,-.014
Marist,MAAC,-16.63,94.8,111.4,.008
Alabama A&M,SWAC,-16.65,87.0,103.7,-.001
Fairleigh Dickinson,NEC,-16.66,93.2,109.8,-.025
Florida A&M,MEAC,-18.59,88.5,107.1,.006
Louisiana Monroe,SB,-18.99,94.5,113.5,-.023
South Carolina St.,MEAC,-19.21,91.7,110.9,-.050
Georgia Southern,SC,-19.33,89.7,109.0,-.064
Grambling St.,SWAC,-19.64,87.4,107.0,.045
Western Illinois,Sum,-20.01,87.6,107.6,.003
Radford,BSth,-20.27,86.7,107.0,.008
Toledo,MAC,-20.65,91.9,112.6,-.037
Texas Pan American,GWC,-20.94,94.1,115.0,-.075
Prairie View A&M,SWAC,-21.68,86.0,107.7,-.025
Maryland Eastern Shore,MEAC,-22.02,92.1,114.1,.027
Central Arkansas,Slnd,-22.05,90.5,112.6,-.071
Houston Baptist,GWC,-22.15,91.2,113.3,.019
Arkansas Pine Bluff,SWAC,-22.25,88.9,111.2,.005
UMBC,AE,-22.38,96.0,118.3,.026
Howard,MEAC,-24.24,87.9,112.2,.024
Alcorn St.,SWAC,-25.27,86.2,111.5,-.019
SIU Edwardsville,ind,-26.31,86.9,113.2,.054
Chicago St.,GWC,-28.60,89.8,118.4,-.005
Centenary,Sum,-29.25,84.0,113.2,-.021
Southern,SWAC,-30.44,82.3,112.7,-.036
