"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","linepom","linemoore","linegreen","lineopen","lineargh","linerpi","lineash"
"11/13/2004","Memphis",".","George Mason",".",15.5,14.11,12.31,12.31,12.31,12.23,19.57,".",".",".",".","."
"11/13/2004","New Mexico",".","Santa Clara",".",6.5,6.72,5.71,5.71,5.71,4.36,11.09,".",".",".",".","."
"11/15/2004","Creighton",74,"Alcorn St.",40.0,24.0,25.23,23.38,23.38,23.38,24.25,29.91,".",0.24,".",".","."
"11/15/2004","VA Commonwealth",82,"American",76.0,11.5,13.31,11.58,11.58,11.58,12.26,17.80,".",0.14,".",".","."
"11/15/2004","Michigan",59,"Binghamton",46.0,19.0,23.77,20.54,20.54,20.54,21.74,32.26,".",0.19,".",".","."
"11/15/2004","Missouri",68,"Brown",60.0,21.0,18.25,18.75,18.75,18.75,20.21,15.29,".",18.50,".",".","."
"11/15/2004","Colorado",72,"Charleston",57.0,6.0,8.57,8.88,8.88,8.88,8.79,7.73,".",0.07,".",".","."
"11/15/2004","Wake Forest",97,"George Washington",76.0,13.0,14.75,14.39,14.39,14.39,15.39,14.84,".",12.50,".",".","."
"11/15/2004","Marquette",60,"Illinois St.",32.0,11.5,14.57,16.21,16.21,16.21,10.68,15.20,".",0.14,".",".","."
"11/15/2004","Northern Arizona",67,"Iona",77.0,-8.5,0.18,0.49,0.49,0.49,0.13,-0.38,".",-5.50,".",".","."
"11/15/2004","South Carolina St.",80,"Jacksonville St.",72.0,2.0,0.28,-0.02,-0.02,-0.02,1.29,-0.14,".",0.06,".",".","."
"11/15/2004","Air Force",60,"Mississippi",36.0,5.0,0.37,-1.39,-1.39,-1.39,-0.08,4.35,".",4.50,".",".","."
"11/15/2004","Robert Morris",68,"Morgan St.",49.0,5.5,5.02,5.17,5.17,5.17,6.00,3.75,".",3.50,".",".","."
"11/15/2004","Houston",72,"Sam Houston St.",69.0,5.0,5.40,2.85,2.85,2.85,6.04,9.87,".",0.07,".",".","."
"11/15/2004","Ohio St.",74,"Towson",53.0,18.0,18.57,15.94,15.94,15.94,20.57,21.84,".",16.50,".",".","."
"11/15/2004","Penn St.",78,"Western Carolina",63.0,3.0,2.48,5.62,5.62,5.62,-1.25,-0.05,".",0.01,".",".","."
"11/16/2004","Marquette",69,"Air Force",65.0,5.0,7.16,10.16,10.16,10.16,3.83,4.50,".",5.50,".",".","."
"11/16/2004","Missouri",77,"Houston",61.0,12.5,16.55,18.16,18.16,18.16,15.40,14.48,".",0.14,".",".","."
"11/16/2004","Mississippi",52,"Illinois St.",70.0,1.0,5.83,7.44,7.44,7.44,2.37,6.07,".",-0.01,".",".","."
"11/16/2004","Creighton",68,"Iona",62.0,10.0,14.73,15.36,15.36,15.36,12.39,15.82,".",0.09,".",".","."
"11/16/2004","Western Carolina",74,"Jacksonville St.",90.0,4.5,-0.52,-1.12,-1.12,-1.12,2.25,-2.08,".",5.50,".",".","."
"11/16/2004","Providence",83,"Niagara",78.0,10.0,12.91,13.33,13.33,13.33,12.84,12.14,".",10.50,".",".","."
"11/16/2004","Pennsylvania",74,"Quinnipiac",60.0,16.0,20.93,19.23,19.23,19.23,21.31,23.94,".",0.23,".",".","."
"11/16/2004","Ohio St.",82,"Robert Morris",50.0,17.0,20.63,19.47,19.47,19.47,19.38,24.19,".",0.17,".",".","."
"11/16/2004","Arizona",80,"San Diego",69.0,24.0,25.39,21.80,21.80,21.80,24.97,32.98,".",23.50,".",".","."
"11/16/2004","Penn St.",43,"South Carolina St.",63.0,3.0,3.03,4.52,4.52,4.52,4.07,-0.97,".",0.02,".",".","."
"11/16/2004","Tulsa",66,"Wright St.",72.0,8.5,9.24,10.33,10.33,10.33,9.05,7.23,".",0.08,".",".","."
"11/17/2004","Michigan",69,"Colorado",60.0,11.5,5.55,1.81,-1.30,4.54,-0.03,18.98,".",11.50,".",".","."
"11/17/2004","North Carolina St.",92,"New Orleans",58.0,19.0,21.23,17.89,17.77,18.02,23.91,25.22,".",0.19,".",".","."
"11/17/2004","East Carolina",80,"Pepperdine",58.0,-10.5,-2.62,-2.62,-2.59,-2.65,-4.36,-0.87,".",-8.50,".",".","."
"11/17/2004","Oregon St.",69,"Siena",67.0,4.0,4.98,2.00,1.98,2.01,4.25,11.67,".",0.04,".",".","."
"11/18/2004","Oregon St.",62,"East Carolina",64.0,0.0,0.00,0.34,0.33,0.34,-5.75,4.48,".",0.02,".",".","."
"11/18/2004","North Carolina St.",71,"Elon",45.0,23.0,27.66,25.26,25.07,25.45,27.52,32.61,".",0.25,".",".","."
"11/18/2004","New Orleans",58,"Fairleigh Dickinson",71.0,4.0,8.39,7.31,7.25,7.38,11.56,7.38,".",0.05,".",".","."
"11/18/2004","Utah St.",71,"Georgia Southern",61.0,4.0,7.44,7.20,7.14,7.27,6.37,8.97,".",0.05,".",".","."
"11/18/2004","Syracuse",71,"Mississippi St.",58.0,4.5,3.87,2.15,0.61,3.65,3.02,8.21,".",3.50,".",".","."
"11/18/2004","Providence",89,"Pennsylvania",52.0,9.5,9.63,9.53,9.49,9.58,8.25,11.18,".",0.09,".",".","."
"11/18/2004","Pepperdine",87,"Siena",72.0,4.0,3.16,4.28,4.24,4.32,0.85,3.24,".",4.50,".",".","."
"11/18/2004","Memphis",81,"St. Mary's",66.0,8.0,6.50,6.10,-1.21,10.33,5.64,11.23,".",9.50,".",".","."
"11/18/2004","Wake Forest",81,"VA Commonwealth",67.0,20.0,16.92,14.79,13.73,15.75,17.51,20.71,".",0.19,".",".","."
"11/18/2004","Arizona",83,"Wright St.",66.0,23.5,18.48,19.49,19.36,19.64,10.83,24.09,".",0.21,".",".","."
"11/20/2004","Eastern Michigan",73,"Austin Peay",59.0,2.5,-10.58,-9.47,-15.43,-4.30,-15.00,-7.60,".",".",".",".","."
"11/20/2004","DePaul",69,"Bowling Green",59.0,11.0,11.82,11.56,12.43,10.74,6.14,17.98,".",10.50,".",".","."
"11/20/2004","Connecticut",90,"Buffalo",68.0,16.0,25.41,27.87,30.99,25.52,23.93,21.21,".",16.50,".",".","."
"11/20/2004","Oklahoma",82,"CS Northridge",72.0,14.0,20.34,20.37,22.37,18.66,21.00,19.32,".",14.50,".",".","."
"11/20/2004","Northern Arizona",78,"Cal Riverside",60.0,4.5,9.38,12.27,22.47,7.70,2.76,4.60,".",4.50,".",".","."
"11/20/2004","Utah St.",52,"Central Florida",55.0,7.0,-1.57,-6.44,4.83,-21.69,7.54,3.04,".",0.06,".",".","."
"11/20/2004","Dayton",".","Eastern Kentucky",".",".",21.51,23.58,25.88,21.44,22.10,16.63,".",".",".",".","."
"11/20/2004","Wichita St.",80,"Eastern Washington",62.0,11.0,7.59,6.19,6.41,5.96,8.12,9.88,".",0.11,".",".","."
"11/20/2004","La Salle",50,"James Madison",59.0,7.5,8.44,5.68,5.85,5.52,9.59,12.78,".",7.50,".",".","."
"11/20/2004","Marquette",66,"Kent St.",61.0,6.5,1.48,-0.66,12.58,-22.77,7.78,8.31,".",-0.06,".",".","."
"11/20/2004","Northwestern",61,"New Mexico St.",64.0,6.5,0.33,-3.54,-1.37,-6.52,0.21,9.01,".",0.07,".",".","."
"11/20/2004","Loyola-Chicago",63,"Northern Illinois",56.0,4.0,5.91,5.74,5.91,5.56,6.57,5.60,".",0.04,".",".","."
"11/20/2004","San Jose St.",52,"Pacific",70.0,-10.0,-8.79,-6.13,-7.32,-4.96,-8.78,-14.09,".",-0.08,".",".","."
"11/20/2004","Wisconsin",77,"Pennsylvania",44.0,16.0,18.96,19.59,23.94,15.57,16.59,19.75,".",16.50,".",".","."
"11/20/2004","Western Michigan",64,"Portland",67.0,6.0,7.33,3.30,1.37,5.52,7.35,15.09,".",0.06,".",".","."
"11/20/2004","William & Mary",81,"Radford",76.0,7.5,10.66,12.59,1.84,25.39,5.33,10.09,".",0.06,".",".","."
"11/20/2004","Detroit",76,"SW Missouri St.",65.0,2.0,5.31,5.64,5.80,5.48,4.72,5.22,".",3.50,".",".","."
"11/20/2004","Old Dominion",63,"South Alabama",55.0,10.5,9.07,7.57,7.95,7.18,10.86,10.29,".",0.08,".",".","."
"11/20/2004","West Virginia",82,"St. Peter's",70.0,15.0,16.38,15.24,16.51,14.00,12.63,22.37,".",14.50,".",".","."
"11/20/2004","Duke",88,"Tennessee-Martin",46.0,31.0,40.94,40.49,45.35,36.94,38.47,43.00,".",31.50,".",".","."
"11/20/2004","Troy St.",80,"Winthrop",89.0,7.5,11.00,10.34,12.97,7.83,10.62,12.59,".",0.08,".",".","."
"11/20/2004","Miami-Florida",67,"Wofford",64.0,9.5,18.36,17.37,18.90,15.90,20.76,17.89,".",9.50,".",".","."
"11/21/2004","Virginia",78,"Arizona",60.0,0.0,3.87,6.52,-0.24,14.61,-0.79,1.88,".",-0.02,".",".","."
"11/21/2004","Wright St.",67,"Brown",44.0,-1.5,8.41,6.94,8.75,5.16,12.06,7.66,".",0.08,".",".","."
"11/21/2004","New Mexico St.",58,"Central Florida",62.0,-1.5,-1.13,-0.15,5.98,-5.45,-1.02,-4.02,".",-2.50,".",".","."
"11/21/2004","Dayton",66,"Eastern Kentucky",73.0,10.0,21.51,23.58,25.88,21.44,22.10,16.63,".",10.50,".",".","."
"11/21/2004","Saint Louis",58,"Eastern Michigan",61.0,4.5,5.77,2.75,3.98,1.52,3.03,14.54,".",0.07,".",".","."
"11/21/2004","Portland",74,"Georgia Southern",60.0,0.0,5.03,3.83,-0.22,16.72,2.12,1.49,".",".",".",".","."
"11/21/2004","Nevada",76,"Georgia St.",55.0,11.5,10.34,9.67,10.83,8.60,8.37,13.56,".",10.50,".",".","."
"11/21/2004","Florida International",67,"Hofstra",69.0,-8.0,-4.20,-0.39,9.07,-16.08,-2.64,-7.16,".",-7.50,".",".","."
"11/21/2004","LSU",83,"Louisiana-Lafayette",69.0,8.0,4.77,4.41,4.38,4.44,2.75,7.52,".",10.50,".",".","."
"11/21/2004","Gonzaga",78,"Montana",62.0,21.0,19.98,14.24,18.01,10.82,26.98,24.09,".",19.50,".",".","."
"11/21/2004","Alabama",85,"North Texas",71.0,20.0,12.67,5.94,-20.51,20.30,21.97,28.90,".",20.50,".",".","."
"11/21/2004","Utah St.",64,"Northwestern",57.0,2.0,-1.99,-2.75,0.22,-9.72,2.60,-1.07,".",0.02,".",".","."
"11/21/2004","Vanderbilt",87,"Tennessee St.",65.0,17.0,21.03,13.91,21.88,6.64,19.92,35.67,".",0.17,".",".","."
"11/21/2004","Arkansas",89,"Troy St.",54.0,12.5,13.83,11.86,6.92,19.39,16.78,12.24,".",0.12,".",".","."
"11/21/2004","Louisiana Tech",69,"Tulane",66.0,5.0,1.69,-1.12,-1.67,-0.43,5.98,1.27,".",0.06,".",".","."
"11/21/2004","South Carolina",87,"Western Carolina",61.0,21.0,36.01,35.19,60.85,29.03,24.53,29.61,".",0.21,".",".","."
"11/22/2004","North Carolina",86,"BYU",50.0,12.0,-7.08,-21.06,-23.80,-18.66,-5.19,10.97,".",0.12,".",".","."
"11/22/2004","Davidson",61,"Duke",74.0,-13.0,-5.13,4.75,21.10,-7.30,-12.59,-21.72,".",-12.50,".",".","."
"11/22/2004","Arkansas",82,"Eastern Michigan",64.0,7.5,11.34,11.37,0.51,22.61,8.90,13.35,".",7.50,".",".","."
"11/22/2004","Cal Poly SLO",61,"Eastern Washington",76.0,0.0,-2.24,-4.07,0.25,-8.49,1.84,-2.55,".",0.00,".",".","."
"11/22/2004","Auburn",85,"Furman",74.0,8.0,15.25,9.79,11.11,19.27,15.37,15.24,".",8.50,".",".","."
"11/22/2004","Illinois-Chicago",59,"Georgia Tech",60.0,-9.0,-1.70,10.13,32.55,-22.43,-5.88,-11.03,".",-0.10,".",".","."
"11/22/2004","Louisville",71,"Iowa",76.0,6.0,6.03,7.16,11.65,3.26,2.03,7.89,".",0.06,".",".","."
"11/22/2004","Old Dominion",64,"Kent St.",59.0,3.0,-10.74,-14.78,1.40,-35.54,-9.03,0.20,".",2.50,".",".","."
"11/22/2004","Xavier",54,"Miami-Ohio",66.0,8.0,20.86,22.76,3.41,51.34,12.52,16.16,".",9.50,".",".","."
"11/22/2004","Oregon",79,"New Mexico",75.0,8.0,7.10,7.83,-7.49,22.46,5.99,7.46,".",0.07,".",".","."
"11/22/2004","Wyoming",64,"Princeton",59.0,-2.5,-9.65,-12.99,-29.23,-10.76,-0.61,2.02,".",-1.50,".",".","."
"11/22/2004","NC Charlotte",71,"Rutgers",73.0,11.5,1.72,-5.85,2.21,-14.55,10.47,8.74,".",10.50,".",".","."
"11/22/2004","Montana St.",64,"SMU",80.0,-5.0,0.70,4.10,-7.59,18.68,-3.73,-4.58,".",-3.50,".",".","."
"11/22/2004","Georgetown",57,"Temple",75.0,2.0,-1.93,5.70,19.96,-30.95,2.91,0.34,".",0.02,".",".","."
"11/22/2004","Stanford",57,"Tennessee",69.0,-2.0,1.39,-6.77,-2.12,-10.89,9.80,2.12,".",-0.01,".",".","."
"11/22/2004","Saint Louis",63,"Troy St.",55.0,-67.5,3.00,1.10,-0.52,2.39,4.74,5.38,".",".",".",".","."
"11/22/2004","USC",90,"UC Irvine",70.0,13.5,14.17,11.82,13.31,10.39,13.62,19.37,".",0.13,".",".","."
"11/22/2004","Austin Peay",36,"Winthrop",52.0,6.5,0.83,-3.54,-0.52,-6.61,2.00,8.44,".",0.10,".",".","."
"11/22/2004","Wake Forest",99,"Yale",72.0,27.5,28.44,24.61,20.64,34.41,24.89,33.82,".",0.27,".",".","."
"11/23/2004","Memphis",79,"Arkansas St.",75.0,19.0,16.24,10.97,4.88,17.41,18.20,24.45,".",20.50,".",".","."
"11/23/2004","Oklahoma St.",90,"Arkansas-Little Rock",65.0,22.5,23.20,19.69,18.18,21.91,22.67,30.04,".",22.50,".",".","."
"11/23/2004","Stanford",62,"BYU",53.0,7.5,7.04,7.67,9.62,6.48,8.67,6.36,".",0.06,".",".","."
"11/23/2004","Kentucky",73,"Ball St.",53.0,16.5,19.56,18.23,16.75,20.53,18.50,22.44,".",16.50,".",".","."
"11/23/2004","Vanderbilt",93,"CS Northridge",75.0,13.5,19.86,18.84,22.16,15.80,16.55,24.93,".",13.50,".",".","."
"11/23/2004","Missouri",54,"Creighton",78.0,4.0,3.85,2.44,-1.20,7.11,3.65,5.85,".",0.04,".",".","."
"11/23/2004","Purdue",66,"Detroit",56.0,4.5,2.54,-0.47,-8.73,8.51,3.29,7.09,".",4.50,".",".","."
"11/23/2004","Iowa St.",73,"Drake",46.0,10.5,12.71,11.06,6.18,15.44,11.50,17.70,".",0.12,".",".","."
"11/23/2004","Pennsylvania",81,"Drexel",50.0,-3.0,5.14,6.20,5.00,7.50,4.91,3.16,".",-2.50,".",".","."
"11/23/2004","Marshall",80,"East Tennessee St.",76.0,".",-2.84,-3.71,-7.36,-0.58,-0.62,-2.82,".",".",".",".","."
"11/23/2004","DePaul",53,"Eastern Illinois",51.0,17.5,21.96,19.06,20.62,17.83,20.30,29.07,".",17.50,".",".","."
"11/23/2004","Fairfield",59,"Elon",58.0,10.5,11.66,10.87,9.24,12.68,10.79,13.93,".",10.50,".",".","."
"11/23/2004","Ohio St.",78,"Houston",61.0,10.5,8.66,9.18,9.92,8.75,10.49,11.92,".",10.50,".",".","."
"11/23/2004","Indiana",56,"Indiana St.",52.0,14.0,14.10,13.01,8.59,17.24,14.99,15.59,".",12.50,".",".","."
"11/23/2004","Texas",80,"Iowa",82.0,4.0,5.24,4.66,0.73,8.21,3.50,7.99,".",3.50,".",".","."
"11/23/2004","Bradley",64,"Loyola-Chicago",62.0,6.5,4.60,5.23,4.45,5.96,1.12,6.88,".",6.50,".",".","."
"11/23/2004","St. Bonaventure",58,"Marist",74.0,6.0,5.71,5.73,0.69,10.16,3.68,8.29,".",0.06,".",".","."
"11/23/2004","Rice",67,"Middle Tenn St.",62.0,9.5,8.03,9.01,8.80,9.23,7.11,6.97,".",9.50,".",".","."
"11/23/2004","North Texas",76,"NC Wilmington",69.0,3.5,-3.69,-6.46,-11.50,-2.24,-1.16,0.14,".",0.01,".",".","."
"11/23/2004","Long Beach St.",78,"Pepperdine",82.0,-8.5,-8.04,-7.43,-7.45,-7.50,-7.41,-9.79,".",-8.50,".",".","."
"11/23/2004","Manhattan",67,"Rhode Island",58.0,5.0,6.29,5.05,2.44,7.20,8.40,7.12,".",0.07,".",".","."
"11/23/2004","Pacific",71,"Santa Clara",65.0,8.5,9.04,9.51,12.12,7.58,5.74,10.70,".",7.50,".",".","."
"11/23/2004","Kansas",91,"St. Joseph's PA",51.0,16.5,6.01,5.77,5.23,6.64,4.99,7.18,".",0.14,".",".","."
"11/23/2004","UNLV",54,"St. Mary's",64.0,5.5,6.66,8.36,7.87,8.84,4.05,5.90,".",5.50,".",".","."
"11/23/2004","North Carolina",94,"Tennessee",81.0,10.5,1.21,-1.37,-7.36,4.66,-4.82,8.35,".",9.50,".",".","."
"11/23/2004","Southern Illinois",83,"Tennessee St.",60.0,15.0,23.65,25.27,25.00,25.58,17.93,26.08,".",16.50,".",".","."
"11/23/2004","TCU",83,"Texas Tech",68.0,-2.0,-4.91,-4.24,-0.87,-7.07,-5.84,-5.85,".",-2.50,".",".","."
"11/23/2004","Wisconsin",72,"UC Santa Barbara",61.0,14.5,15.88,14.04,9.21,17.57,14.52,22.23,".",14.50,".",".","."
"11/23/2004","Georgia",61,"Western Kentucky",71.0,3.5,9.33,8.24,6.22,10.11,13.03,7.96,".",0.07,".",".","."
"11/23/2004","Michigan St.",104,"Wisconsin-Green Bay",46.0,17.5,17.19,13.85,9.04,18.05,14.58,27.08,".",17.50,".",".","."
"11/24/2004","Virginia",77,"Appalachian St.",60.0,18.0,23.46,18.81,21.33,17.05,27.17,28.30,".",0.16,".",".","."
"11/24/2004","Kansas St.",60,"Denver",56.0,9.5,11.88,9.69,7.69,11.62,14.76,13.44,".",9.50,".",".","."
"11/24/2004","Minnesota",84,"Furman",69.0,-2.0,5.87,8.87,10.08,7.88,4.20,1.32,".",-2.50,".",".","."
"11/24/2004","Washington St.",61,"Georgia Southern",42.0,9.5,12.94,11.55,19.90,4.60,9.57,17.68,".",9.50,".",".","."
"11/24/2004","Missouri",55,"Houston",57.0,7.5,12.65,13.36,9.88,17.86,10.26,12.59,".",8.50,".",".","."
"11/24/2004","Gonzaga",88,"Idaho",74.0,21.5,24.07,24.66,28.56,21.80,25.87,20.05,".",20.50,".",".","."
"11/24/2004","Bowling Green",63,"Illinois-Chicago",51.0,1.0,-1.47,0.80,2.04,-1.18,-3.72,-3.03,".",0.01,".",".","."
"11/24/2004","North Carolina",106,"Iowa",92.0,11.0,2.60,-1.14,-6.70,4.15,0.67,10.92,".",0.10,".",".","."
"11/24/2004","Hofstra",79,"La Salle",69.0,11.5,10.31,13.78,22.49,6.87,7.76,4.11,".",0.11,".",".","."
"11/24/2004","Arizona",61,"Michigan",60.0,4.0,-0.01,-0.21,-4.95,5.69,-0.44,-1.30,".",0.04,".",".","."
"11/24/2004","San Jose St.",65,"Montana St.",64.0,5.0,1.54,2.17,2.95,1.51,2.27,-0.55,".",4.50,".",".","."
"11/24/2004","LSU",95,"New Orleans",79.0,19.0,18.79,15.67,17.70,14.04,23.02,20.41,".",0.18,".",".","."
"11/24/2004","Cincinnati",76,"Northern Iowa",70.0,12.0,16.86,16.59,16.88,16.31,19.44,14.79,".",0.14,".",".","."
"11/24/2004","Creighton",65,"Ohio St.",63.0,-2.0,0.75,2.36,2.77,2.24,0.26,-2.26,".",-2.50,".",".","."
"11/24/2004","Boise St.",63,"Portland St.",51.0,6.5,13.33,12.87,12.31,13.62,9.61,17.77,".",0.10,".",".","."
"11/24/2004","Wake Forest",79,"Providence",67.0,8.5,4.77,3.47,2.04,4.63,4.72,10.26,".",0.09,".",".","."
"11/24/2004","Northern Illinois",63,"SW Missouri St.",65.0,-3.0,-2.03,-0.90,0.21,-2.57,-2.02,-3.73,".",-0.03,".",".","."
"11/24/2004","South Alabama",52,"Samford",50.0,8.0,0.76,-1.22,-10.05,6.59,-3.10,9.62,".",0.09,".",".","."
"11/24/2004","Louisville",82,"Stanford",67.0,8.0,-2.77,-7.45,-10.21,-3.21,-1.60,2.74,".",0.07,".",".","."
"11/24/2004","Texas",95,"Tennessee",70.0,5.5,5.44,3.88,1.70,9.06,5.22,4.64,".",0.05,".",".","."
"11/24/2004","Duquesne",69,"West Virginia",72.0,-5.0,-7.71,-5.65,-8.61,-3.09,-5.07,-14.06,".",-4.50,".",".","."
"11/25/2004","Oklahoma",93,"High Point",65.0,16.5,23.09,21.86,21.78,21.95,24.76,23.85,".",0.17,".",".","."
"11/25/2004","TCU",62,"Old Dominion",67.0,5.0,7.30,4.70,4.93,4.65,11.10,8.52,".",4.50,".",".","."
"11/25/2004","Washington",78,"Utah",71.0,6.0,-0.44,-4.91,-5.61,-4.25,1.09,7.02,".",0.04,".",".","."
"11/26/2004","Wake Forest",63,"Arizona",60.0,6.0,5.11,2.41,4.41,0.76,9.03,7.56,".",6.50,".",".","."
"11/26/2004","Georgia Tech",79,"Arkansas-Little Rock",54.0,20.0,19.89,16.99,14.77,19.01,18.98,26.79,".",19.50,".",".","."
"11/26/2004","Georgetown",69,"Citadel",34.0,16.5,18.54,15.81,10.24,22.52,14.62,26.77,".",15.50,".",".","."
"11/26/2004","Boston College",79,"Clemson",70.0,9.0,9.69,7.92,5.91,10.74,7.58,14.52,".",0.09,".",".","."
"11/26/2004","Jackson St.",56,"Delaware St.",71.0,-4.5,-4.80,-1.87,-1.20,-2.87,-7.85,-7.29,".",0.00,".",".","."
"11/26/2004","Richmond",80,"Elon",66.0,17.5,21.48,22.24,30.02,19.03,17.29,19.58,".",0.14,".",".","."
"11/26/2004","Utah",78,"High Point",69.0,7.0,16.15,10.57,4.62,18.15,17.69,24.13,".",".",".",".","."
"11/26/2004","Maryland",84,"Memphis",61.0,3.5,6.47,3.51,1.05,8.41,9.34,7.09,".",0.01,".",".","."
"11/26/2004","Alabama",78,"Minnesota",72.0,12.0,8.09,3.92,1.75,6.86,5.21,19.90,".",11.50,".",".","."
"11/26/2004","Georgia",47,"Nevada",58.0,-2.0,-2.73,-1.21,-5.67,5.09,-6.50,-3.82,".",-0.01,".",".","."
"11/26/2004","Washington",96,"Oklahoma",91.0,-1.0,-0.45,-2.28,6.13,-8.21,-5.98,6.68,".",1.50,".",".","."
"11/26/2004","UNLV",86,"Oregon St.",61.0,6.0,3.33,2.57,-3.53,9.02,1.95,5.89,".",0.06,".",".","."
"11/26/2004","Michigan",63,"Providence",72.0,-1.0,-0.27,-1.62,-1.52,-1.71,-0.86,3.90,".",0.00,".",".","."
"11/26/2004","CS Northridge",72,"Tennessee St.",75.0,7.0,8.19,9.21,8.24,11.13,3.52,9.86,".",0.07,".",".","."
"11/26/2004","Arizona St.",65,"UTEP",66.0,-3.0,-1.02,1.37,0.99,1.84,-4.30,-2.62,".",-0.02,".",".","."
"11/26/2004","Southern Illinois",67,"Vanderbilt",53.0,-1.0,-4.82,-5.06,-7.97,-0.91,-2.28,-8.13,".",-1.50,".",".","."
"11/27/2004","Washington",79,"Alabama",76.0,1.0,-1.36,-0.60,8.09,-6.90,-7.33,1.49,".",1.50,".",".","."
"11/27/2004","Vanderbilt",68,"Arizona St.",87.0,6.0,7.66,6.78,7.73,5.75,10.71,8.76,".",6.50,".",".","."
"11/27/2004","Detroit",44,"Ball St.",59.0,7.0,7.03,5.16,2.94,6.91,8.15,10.10,".",0.07,".",".","."
"11/27/2004","Bowling Green",81,"Bradley",65.0,6.0,7.69,5.97,6.68,5.35,11.72,7.00,".",4.50,".",".","."
"11/27/2004","Long Beach St.",87,"CS Sacramento",63.0,6.0,-0.57,-0.23,-2.41,2.04,0.61,-2.52,".",2.50,".",".","."
"11/27/2004","Portland St.",80,"Cal Poly SLO",63.0,10.5,7.22,9.60,13.34,6.31,6.26,2.98,".",0.09,".",".","."
"11/27/2004","BYU",64,"California",67.0,4.5,6.41,9.02,10.97,6.66,3.97,4.03,".",0.03,".",".","."
"11/27/2004","Ohio St.",84,"Chattanooga",67.0,11.5,12.82,8.87,8.46,9.29,18.28,15.25,".",11.50,".",".","."
"11/27/2004","Purdue",59,"Cincinnati",79.0,-6.0,-1.83,-1.33,-1.56,-1.09,-2.22,-2.44,".",-0.06,".",".","."
"11/27/2004","St. Joseph's PA",76,"Davidson",61.0,3.0,13.84,14.60,8.09,18.79,6.69,21.80,".",4.50,".",".","."
"11/27/2004","Tennessee St.",75,"Delaware St.",69.0,3.0,-0.81,-2.03,-0.76,-4.08,3.81,-2.23,".",5.50,".",".","."
"11/27/2004","Rider",76,"Drexel",71.0,-2.0,-2.63,-1.30,-2.67,-0.61,-1.85,-5.39,".",0.00,".",".","."
"11/27/2004","George Mason",79,"Duquesne",58.0,8.5,13.07,13.40,17.97,9.96,10.13,14.22,".",0.08,".",".","."
"11/27/2004","Kent St.",69,"Florida St.",59.0,1.0,8.60,7.67,11.39,2.97,15.35,4.69,".",0.00,".",".","."
"11/27/2004","East Tennessee St.",73,"Fresno St.",90.0,7.0,6.16,5.01,6.56,3.34,5.39,9.36,".",0.05,".",".","."
"11/27/2004","Utah",62,"Furman",50.0,9.0,10.61,9.39,7.30,12.58,6.78,15.77,".",0.09,".",".","."
"11/27/2004","Gonzaga",72,"Illinois",89.0,-9.0,-0.33,3.86,4.33,2.46,-0.06,-8.05,".",-5.50,".",".","."
"11/27/2004","Buffalo",92,"Indiana St.",64.0,8.0,5.93,6.74,8.73,4.96,-0.25,10.28,".",0.08,".",".","."
"11/27/2004","CS Northridge",86,"Jackson St.",63.0,14.5,11.99,9.05,8.68,9.92,15.18,14.16,".",0.19,".",".","."
"11/27/2004","Auburn",79,"Louisiana Tech",67.0,6.0,11.55,11.87,15.71,9.53,11.74,9.22,".",0.08,".",".","."
"11/27/2004","Cal Riverside",79,"Loyola Marymount",72.0,-3.0,0.45,2.21,3.21,1.09,-1.84,-0.65,".",0.00,".",".","."
"11/27/2004","Pittsburgh",93,"Loyola-Maryland",57.0,32.0,40.00,33.14,35.00,37.98,42.27,44.75,".",0.33,".",".","."
"11/27/2004","Fordham",60,"Manhattan",76.0,-8.0,-8.30,-8.09,-7.51,-8.71,-6.66,-10.32,".",-0.10,".",".","."
"11/27/2004","Butler",61,"Miami-Ohio",48.0,2.0,-3.86,-4.32,-21.94,7.29,-4.52,3.72,".",0.02,".",".","."
"11/27/2004","Oklahoma",67,"Minnesota",54.0,8.0,6.81,5.60,3.71,8.17,3.86,12.91,".",7.50,".",".","."
"11/27/2004","Western Kentucky",72,"Montana",46.0,9.0,14.91,12.80,16.22,12.79,15.71,14.94,".",0.12,".",".","."
"11/27/2004","Duke",98,"NC Greensboro",44.0,28.0,33.41,29.91,26.81,34.50,33.29,39.03,".",0.27,".",".","."
"11/27/2004","New Mexico",81,"Northern Arizona",70.0,8.5,13.58,11.23,13.94,8.67,14.83,16.89,".",14.50,".",".","."
"11/27/2004","DePaul",69,"Northern Illinois",84.0,14.0,16.31,16.37,18.54,14.64,12.34,19.71,".",0.17,".",".","."
"11/27/2004","Marshall",69,"Oregon",89.0,-3.5,-5.11,-4.94,-3.47,-6.41,-4.65,-5.91,".",-0.05,".",".","."
"11/27/2004","Florida",84,"Providence",66.0,7.5,7.56,5.51,3.83,7.86,5.90,12.66,".",0.07,".",".","."
"11/27/2004","Louisiana-Lafayette",75,"Rice",61.0,5.5,8.05,6.00,6.97,5.14,11.29,8.81,".",0.05,".",".","."
"11/27/2004","Wisconsin-Green Bay",59,"SE Missouri St.",55.0,8.0,11.29,11.12,13.93,8.41,11.33,11.50,".",8.50,".",".","."
"11/27/2004","San Diego",70,"San Jose St.",71.0,10.5,9.15,9.80,12.86,6.89,8.61,8.23,".",0.09,".",".","."
