"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","linepom","linemoore","linegreen","lineopen","lineargh","linerpi","lineash"
"12/18/2004","Ohio",73,"Duquesne",60.0,9.0,15.24,16.77,16.80,17.52,16.09,10.54,".",6.50,".",".","."
"12/18/2004","Old Dominion",86,"East Tennessee St.",65.0,13.0,18.59,20.64,30.71,16.49,17.44,9.71,".",0.13,".",".","."
"12/18/2004","Nevada",83,"Eastern Illinois",57.0,16.5,14.63,10.04,9.25,10.92,14.95,23.38,".",15.50,".",".","."
"12/18/2004","Weber St.",85,"Elon",57.0,7.0,4.41,5.06,6.49,3.68,2.73,4.73,".",0.05,".",".","."
"12/18/2004","Purdue",62,"Evansville",61.0,5.0,2.56,-2.39,-5.19,-0.15,1.22,14.38,".",4.50,".",".","."
"12/18/2004","Loyola-Chicago",67,"Illinois St.",73.0,-1.0,0.49,1.99,-0.50,4.53,-0.39,-1.70,".",0.00,".",".","."
"12/18/2004","DePaul",80,"Illinois-Chicago",62.0,6.0,4.67,3.07,2.78,3.35,3.36,9.18,".",0.06,".",".","."
"12/18/2004","Ball St.",65,"Indiana St.",59.0,8.0,6.76,5.16,6.77,3.61,8.20,8.45,".",0.09,".",".","."
"12/18/2004","West Virginia",77,"James Madison",48.0,21.0,18.23,14.10,14.55,13.76,18.79,25.83,".",21.50,".",".","."
"12/18/2004","Louisville",58,"Kentucky",60.0,5.0,4.41,5.47,5.74,5.08,3.61,4.27,".",0.04,".",".","."
"12/18/2004","Southern Miss",88,"LSU",84.0,-8.0,0.73,3.31,0.39,6.21,2.82,-6.57,".",".",".",".","."
"12/18/2004","VA Commonwealth",63,"La Salle",52.0,13.5,14.74,14.55,18.79,11.25,14.86,14.05,".",0.14,".",".","."
"12/18/2004","Western Kentucky",70,"Marshall",54.0,11.5,15.72,17.52,18.83,16.27,16.22,11.55,".",0.11,".",".","."
"12/18/2004","UCLA",81,"Michigan",79.0,6.0,4.10,7.90,11.23,5.37,5.53,-1.45,".",0.04,".",".","."
"12/18/2004","Xavier",74,"Mississippi St.",80.0,-3.0,1.39,0.04,-1.48,1.44,-0.08,0.86,".",-2.50,".",".","."
"12/18/2004","UC Santa Barbara",55,"Montana",46.0,8.5,5.51,3.43,0.00,6.63,4.25,11.16,".",6.50,".",".","."
"12/18/2004","UTEP",79,"New Mexico St.",61.0,15.0,14.02,12.37,9.19,16.12,13.16,17.61,".",14.50,".",".","."
"12/18/2004","San Diego",65,"Northern Arizona",56.0,6.0,0.79,0.05,-1.32,1.02,0.88,2.60,".",4.50,".",".","."
"12/18/2004","Duke",78,"Oklahoma",67.0,9.0,12.77,9.28,8.36,14.08,11.86,20.31,".",0.08,".",".","."
"12/18/2004","UNLV",67,"Oklahoma St.",79.0,-9.5,-12.23,-10.51,-8.50,-13.88,-13.12,-13.43,".",-0.09,".",".","."
"12/18/2004","Fresno St.",82,"Oregon",83.0,-1.0,1.77,1.43,-0.02,2.16,3.81,-0.96,".",0.00,".",".","."
"12/18/2004","Boise St.",79,"Oregon St.",90.0,2.0,-0.52,-3.81,-8.27,0.05,-3.67,2.23,".",0.02,".",".","."
"12/18/2004","Bradley",76,"Pepperdine",58.0,2.0,5.17,6.35,7.44,5.76,4.29,3.18,".",0.00,".",".","."
"12/18/2004","Loyola Marymount",72,"San Diego St.",68.0,5.0,7.51,11.33,10.75,12.13,6.15,1.00,".",4.50,".",".","."
"12/18/2004","Pacific",64,"San Francisco",67.0,9.5,12.91,13.51,16.10,11.51,11.20,12.83,".",0.10,".",".","."
"12/18/2004","Northwestern",53,"Seton Hall",44.0,3.0,3.09,4.75,4.48,5.03,5.13,1.22,".",0.02,".",".","."
"12/18/2004","Kansas",64,"South Carolina",60.0,18.0,16.35,14.52,12.11,19.81,16.04,18.67,".",16.50,".",".","."
"12/18/2004","SE Missouri St.",68,"Southern Illinois",72.0,-9.5,-10.47,-8.92,-11.91,-6.46,-9.19,-14.31,".",-7.50,".",".","."
"12/18/2004","Vanderbilt",78,"TCU",55.0,7.0,0.78,-4.94,-5.32,-4.58,-0.50,11.76,".",7.50,".",".","."
"12/18/2004","New Mexico",77,"Tennessee",58.0,6.5,4.52,5.53,7.65,3.68,7.28,2.96,".",5.50,".",".","."
"12/18/2004","Alabama",87,"Tennessee St.",79.0,21.0,19.08,13.90,14.60,13.18,16.89,31.65,".",0.20,".",".","."
"12/18/2004","Portland St.",79,"Tennessee-Martin",66.0,8.0,6.86,3.94,2.71,5.51,8.78,10.44,".",7.50,".",".","."
"12/18/2004","Wake Forest",89,"Texas",88.0,4.5,5.25,4.16,11.58,-1.62,5.75,5.88,".",0.04,".",".","."
"12/18/2004","George Washington",85,"Towson",69.0,26.0,27.43,24.04,24.76,24.16,29.49,31.31,".",25.50,".",".","."
"12/18/2004","BYU",62,"Utah St.",84.0,0.0,-2.70,-4.60,-6.15,-3.67,-3.64,2.66,".",0.00,".",".","."
"12/18/2004","Portland",54,"Washington St.",55.0,4.0,4.64,6.88,6.31,7.44,5.50,-0.69,".",5.50,".",".","."
"12/18/2004","Iowa",88,"Western Carolina",75.0,23.0,26.80,24.71,23.72,26.39,28.86,28.22,".",0.22,".",".","."
"12/18/2004","USC",81,"Western Michigan",74.0,-3.0,-1.90,-3.48,-2.74,-4.28,-1.05,0.48,".",".",".",".","."
"12/18/2004","Tulsa",66,"Wichita St.",71.0,-5.0,-9.20,-8.26,-15.39,-3.57,-11.16,-6.66,".",-4.50,".",".","."
"12/18/2004","Creighton",64,"Wyoming",68.0,12.5,12.95,12.14,10.78,13.61,13.32,14.07,".",11.50,".",".","."
"12/18/2004","Wright St.",72,"Youngstown St.",51.0,16.0,20.53,20.72,24.68,18.82,22.25,16.38,".",14.50,".",".","."
"12/19/2004","Massachusetts",70,"Davidson",67.0,4.5,4.40,4.74,4.59,4.89,1.08,7.04,".",0.04,".",".","."
"12/19/2004","Maryland",90,"Florida St.",88.0,14.0,11.78,9.14,7.19,12.09,14.85,18.61,".",0.13,".",".","."
"12/19/2004","Florida",100,"Georgia Southern",68.0,22.0,20.30,15.88,12.74,21.47,17.49,29.50,".",0.18,".",".","."
"12/19/2004","Missouri",56,"Indiana",53.0,3.5,3.98,2.47,4.16,0.69,6.51,2.96,".",2.50,".",".","."
"12/19/2004","St. John's",74,"Marist",66.0,5.0,5.50,3.99,5.88,2.45,4.02,9.65,".",0.06,".",".","."
"12/19/2004","SW Missouri St.",69,"Miami-Ohio",63.0,7.5,4.79,3.75,-0.52,8.63,1.78,9.25,".",0.06,".",".","."
"12/19/2004","Ohio St.",74,"Morehead St.",48.0,23.0,21.79,18.26,13.45,24.37,26.08,23.25,".",0.23,".",".","."
"12/19/2004","Virginia Tech",51,"North Carolina",85.0,-14.5,-11.14,-7.50,-7.77,-10.50,-11.42,-14.42,".",-15.50,".",".","."
"12/19/2004","Washington",68,"North Carolina St.",64.0,4.5,6.19,9.51,12.41,6.14,6.58,1.80,".",3.50,".",".","."
"12/19/2004","Connecticut",81,"Rice",72.0,18.0,13.75,9.60,4.49,18.95,14.56,21.44,".",0.17,".",".","."
"12/19/2004","Georgia",93,"Wofford",89.0,2.0,3.50,-0.04,1.77,-1.77,1.22,12.78,".",0.03,".",".","."
"12/19/2004","Boston College",82,"Yale",80.0,22.0,27.05,25.08,30.11,22.53,25.85,29.70,".",22.50,".",".","."
"12/20/2004","Cal Riverside",82,"CS Sacramento",74.0,10.0,11.61,11.87,10.97,13.16,12.15,10.15,".",9.50,".",".","."
"12/20/2004","Vanderbilt",86,"Central Michigan",54.0,17.5,13.99,10.18,8.78,11.59,12.11,23.49,".",0.19,".",".","."
"12/20/2004","Syracuse",82,"Cornell",69.0,27.5,29.62,25.32,28.87,22.75,31.00,35.87,".",0.28,".",".","."
"12/20/2004","Auburn",74,"Delaware",46.0,6.0,5.08,3.22,1.94,4.52,6.42,7.45,".",6.50,".",".","."
"12/20/2004","South Carolina",57,"East Carolina",53.0,10.0,14.73,13.36,9.17,17.92,16.41,21.10,".",11.50,".",".","."
"12/20/2004","Detroit",88,"Eastern Michigan",83.0,4.5,2.59,-0.01,-1.98,1.78,2.39,8.18,".",0.05,".",".","."
"12/20/2004","South Florida",74,"Florida International",66.0,10.0,5.87,1.90,-0.75,4.53,3.21,16.47,".",0.10,".",".","."
"12/20/2004","Hawaii",54,"Long Beach St.",45.0,15.5,16.81,16.33,22.28,12.44,15.15,17.35,".",0.15,".",".","."
"12/20/2004","Memphis",55,"Louisiana Tech",64.0,11.0,10.53,10.14,10.81,9.49,9.17,17.50,".",0.10,".",".","."
"12/20/2004","Toledo",65,"Middle Tenn St.",70.0,3.0,-0.76,-1.41,0.40,-3.24,-0.59,0.40,".",0.00,".",".","."
"12/20/2004","San Francisco",79,"Montana",58.0,12.5,11.77,10.86,11.42,10.31,11.07,14.27,".",12.50,".",".","."
"12/20/2004","St. Bonaventure",75,"Niagara",111.0,-11.0,-13.04,-9.11,-15.40,-9.88,-16.85,-10.01,".",-0.10,".",".","."
"12/20/2004","Arizona St.",90,"Northwestern",55.0,7.5,7.61,8.35,10.23,6.53,9.73,5.33,".",8.50,".",".","."
"12/20/2004","Georgetown",63,"Oral Roberts",81.0,3.0,1.21,-0.95,-5.25,2.72,0.71,6.67,".",2.50,".",".","."
"12/20/2004","Temple",48,"Princeton",46.0,3.5,3.45,-0.97,-3.71,1.55,2.94,13.01,".",0.03,".",".","."
"12/20/2004","South Alabama",60,"Southern Miss",69.0,2.0,-0.64,-0.28,0.09,-0.72,-1.81,-0.13,".",0.02,".",".","."
"12/20/2004","NC Greensboro",84,"William & Mary",62.0,9.0,9.75,11.58,16.77,6.54,11.23,4.46,".",0.09,".",".","."
"12/21/2004","Penn St.",70,"Buffalo",72.0,1.0,0.07,2.48,4.21,0.69,-0.40,-4.20,".",0.01,".",".","."
"12/21/2004","San Diego St.",63,"Cal St. Fullerton",60.0,9.0,10.14,6.52,5.27,7.74,11.69,15.85,".",0.09,".",".","."
"12/21/2004","Toledo",81,"Delaware",58.0,6.0,2.59,0.82,-1.06,2.76,3.20,5.44,".",0.06,".",".","."
"12/21/2004","Seton Hall",58,"Drexel",54.0,7.5,6.93,4.64,4.20,5.06,4.52,13.95,".",8.50,".",".","."
"12/21/2004","Boise St.",83,"Elon",67.0,10.0,6.21,3.46,4.76,2.48,4.04,13.55,".",0.11,".",".","."
"12/21/2004","Eastern Washington",70,"Gonzaga",84.0,-21.5,-20.57,-17.48,-27.00,-14.31,-24.55,-16.40,".",-0.22,".",".","."
"12/21/2004","Louisville",80,"IUPUI",60.0,21.5,17.81,13.63,11.03,17.31,18.13,24.76,".",0.22,".",".","."
"12/21/2004","USC",81,"Indiana St.",78.0,5.5,2.40,-0.57,0.39,-1.55,2.73,8.05,".",4.50,".",".","."
"12/21/2004","Houston",81,"LSU",72.0,-2.0,3.14,7.04,8.03,6.06,3.96,-2.60,".",-1.50,".",".","."
"12/21/2004","Youngstown St.",76,"Loyola-Chicago",68.0,-3.5,-10.16,-11.34,-11.83,-12.19,-13.95,-2.68,".",-0.05,".",".","."
"12/21/2004","Arizona",105,"Manhattan",75.0,16.0,14.33,14.82,18.02,13.30,13.04,12.95,".",0.14,".",".","."
"12/21/2004","Auburn",79,"Middle Tenn St.",74.0,3.0,3.03,1.91,2.04,1.77,3.64,4.67,".",0.03,".",".","."
"12/21/2004","Marquette",81,"Nebraska",62.0,9.0,10.60,12.46,19.01,6.48,11.37,6.40,".",9.50,".",".","."
"12/21/2004","UC Irvine",75,"New Mexico St.",62.0,10.0,8.52,8.70,8.68,9.46,9.60,6.34,".",10.50,".",".","."
"12/21/2004","Austin Peay",91,"New Orleans",73.0,2.5,3.89,4.01,2.25,5.82,5.39,2.11,".",0.03,".",".","."
"12/21/2004","BYU",61,"North Carolina St.",72.0,-11.5,-10.85,-11.86,-12.15,-12.70,-11.15,-12.54,".",-11.50,".",".","."
"12/21/2004","Kansas St.",81,"Northern Illinois",66.0,9.0,5.92,4.64,14.95,-1.31,0.48,9.57,".",8.50,".",".","."
"12/21/2004","Fresno St.",77,"Pacific",88.0,2.0,3.48,3.19,6.02,0.62,6.11,1.19,".",2.50,".",".","."
"12/21/2004","Southern Illinois",67,"Saint Louis",41.0,13.0,16.77,18.81,21.66,16.39,18.17,10.87,".",0.14,".",".","."
"12/21/2004","Bradley",79,"Samford",59.0,12.0,15.73,17.24,20.04,14.81,12.11,15.95,".",0.12,".",".","."
"12/21/2004","Montana St.",72,"San Jose St.",59.0,5.5,6.91,4.22,1.39,7.04,8.89,10.32,".",0.05,".",".","."
"12/21/2004","Mississippi",92,"Tennessee-Martin",64.0,14.0,17.73,12.28,6.57,19.40,18.20,26.76,".",15.50,".",".","."
"12/21/2004","Iowa",83,"Texas Tech",53.0,3.0,2.73,5.68,10.57,-6.35,5.05,-0.51,".",1.50,".",".","."
"12/21/2004","Clemson",66,"UAB",78.0,0.0,1.40,2.90,6.45,-0.67,1.63,-1.80,".",0.00,".",".","."
"12/21/2004","Michigan St.",76,"UCLA",64.0,17.0,14.72,11.97,4.95,21.94,16.14,20.67,".",16.50,".",".","."
"12/21/2004","Citadel",65,"Western Carolina",60.0,-2.5,1.89,4.46,4.00,5.05,1.82,-3.33,".",-2.50,".",".","."
"12/22/2004","Vanderbilt",68,"Appalachian St.",51.0,16.5,16.79,11.40,8.64,14.44,16.69,27.37,".",0.17,".",".","."
"12/22/2004","Pepperdine",91,"Arkansas St.",82.0,5.0,4.35,5.11,9.29,1.12,5.49,1.51,".",0.04,".",".","."
"12/22/2004","Louisville",77,"Austin Peay",49.0,21.0,19.22,15.62,14.05,18.04,21.70,23.09,".",0.21,".",".","."
"12/22/2004","Butler",74,"Ball St.",68.0,4.0,5.04,3.57,-1.20,9.39,5.56,6.40,".",4.50,".",".","."
"12/22/2004","Hofstra",".","Columbia",12.0,12.0,12.35,12.29,16.17,10.54,11.85,10.85,".",0.13,".",".","."
"12/22/2004","Evansville",63,"Creighton",61.0,-1.0,-0.71,-0.13,0.39,-0.64,0.74,-3.34,".",-0.02,".",".","."
"12/22/2004","Stanford",71,"Dartmouth",54.0,25.0,22.28,16.27,16.72,16.13,24.61,31.66,".",26.50,".",".","."
"12/22/2004","Middle Tenn St.",73,"Delaware",69.0,10.0,6.77,5.88,3.97,7.88,8.00,7.22,".",0.09,".",".","."
"12/22/2004","Boston College",88,"Duquesne",70.0,19.0,21.90,21.40,29.31,16.67,21.03,27.03,".",19.50,".",".","."
"12/22/2004","Florida",98,"Eastern Kentucky",49.0,20.0,10.94,2.66,-4.35,12.18,5.28,30.65,".",20.50,".",".","."
"12/22/2004","St. Bonaventure",58,"George Mason",95.0,-12.5,-13.75,-11.29,-17.21,-10.51,-14.91,-12.38,".",-11.50,".",".","."
"12/22/2004","California",69,"Hampton",46.0,19.5,15.91,10.55,6.45,15.41,16.23,25.56,".",0.19,".",".","."
"12/22/2004","Clemson",83,"Indiana St.",57.0,7.5,8.07,7.50,9.63,5.51,8.17,8.97,".",7.50,".",".","."
"12/22/2004","Mississippi St.",95,"Jacksonville St.",53.0,22.0,21.72,17.29,18.70,16.00,20.94,31.23,".",0.24,".",".","."
"12/22/2004","Cincinnati",84,"La Salle",63.0,25.0,24.83,23.92,27.99,20.72,29.75,27.40,".",23.50,".",".","."
"12/22/2004","Georgetown",57,"Long Beach St.",51.0,8.5,9.47,7.50,8.20,6.87,6.99,15.80,".",0.08,".",".","."
"12/22/2004","Notre Dame",88,"Marist",73.0,19.5,14.25,8.63,10.05,7.36,11.71,27.90,".",0.20,".",".","."
"12/22/2004","Illinois",70,"Missouri",64.0,17.5,25.14,25.01,30.48,22.28,32.37,25.10,".",0.18,".",".","."
"12/22/2004","Indiana",73,"NC Charlotte",74.0,-1.5,-1.78,-1.91,-3.01,-1.28,-5.50,-2.06,".",-0.01,".",".","."
"12/22/2004","Hawaii",".","Oral Roberts",4.0,4.0,2.46,1.64,5.24,-0.29,0.82,4.08,".",4.50,".",".","."
"12/22/2004","Cal Riverside",70,"Portland",76.0,-2.0,-3.20,-2.31,-1.78,-2.86,-6.20,-1.96,".",-2.50,".",".","."
"12/22/2004","Syracuse",88,"Rice",72.0,14.5,14.31,12.97,13.63,12.34,16.53,18.23,".",15.50,".",".","."
"12/22/2004","North Texas",69,"SE Missouri St.",62.0,7.5,10.16,11.23,16.52,6.86,6.72,10.54,".",0.07,".",".","."
"12/22/2004","Arizona St.",68,"Santa Clara",63.0,10.0,12.87,10.38,9.88,10.85,13.09,17.67,".",10.50,".",".","."
"12/22/2004","Old Dominion",66,"St. Joseph's PA",62.0,8.5,9.12,11.51,18.54,8.15,12.45,-2.67,".",0.09,".",".","."
"12/22/2004","Auburn",65,"Toledo",68.0,2.5,4.63,5.11,5.36,4.86,4.38,3.91,".",0.02,".",".","."
"12/22/2004","San Diego",71,"UC Santa Barbara",63.0,3.5,1.64,1.80,0.51,2.90,2.81,0.34,".",2.50,".",".","."
"12/22/2004","UAB",78,"USC",81.0,5.0,7.29,8.25,8.88,7.62,7.82,4.82,".",4.50,".",".","."
"12/22/2004","Cal Poly SLO",76,"Utah",92.0,-11.0,-12.95,-10.84,-7.85,-15.19,-15.15,-13.62,".",-0.12,".",".","."
"12/22/2004","Iona",77,"VA Commonwealth",72.0,-1.0,-5.62,-5.70,-12.18,-0.81,-3.59,-5.91,".",-0.02,".",".","."
"12/22/2004","New Mexico",64,"Wake Forest",81.0,-3.5,-4.34,-1.13,-6.72,0.34,-3.68,-5.81,".",-0.02,".",".","."
"12/22/2004","Wyoming",49,"Washington St.",47.0,3.5,1.99,3.50,3.13,3.56,2.08,-0.67,".",0.02,".",".","."
"12/22/2004","Virginia Tech",68,"Western Michigan",74.0,2.0,0.00,0.94,-0.75,2.77,-2.19,0.16,".",0.01,".",".","."
"12/22/2004","Kentucky",92,"William & Mary",47.0,30.0,30.40,26.69,23.97,30.25,33.23,34.15,".",29.50,".",".","."
"12/22/2004","Kansas",73,"Wisconsin-Milwaukee",62.0,13.0,17.67,13.59,12.83,16.50,17.78,23.58,".",13.50,".",".","."
"12/23/2004","Dayton",77,"Akron",66.0,4.5,3.65,2.58,4.62,0.57,0.37,9.04,".",3.50,".",".","."
"12/23/2004","Weber St.",61,"BYU",79.0,2.5,2.00,5.33,6.50,4.54,1.77,-4.83,".",0.02,".",".","."
"12/23/2004","Eastern Michigan",89,"Cleveland St.",76.0,8.0,5.84,4.11,10.89,-2.45,1.55,13.35,".",7.50,".",".","."
"12/23/2004","Cal St. Fullerton",102,"Denver",92.0,1.5,-3.45,-2.15,-0.61,-4.24,-6.33,-2.61,".",-0.01,".",".","."
"12/23/2004","San Francisco",73,"Fresno St.",62.0,7.0,3.54,3.34,3.07,3.58,3.26,4.23,".",5.50,".",".","."
"12/23/2004","Florida International",71,"George Washington",81.0,-12.5,-12.78,-8.52,-11.42,-8.09,-12.24,-19.36,".",-12.50,".",".","."
"12/23/2004","Clemson",60,"Georgetown",75.0,6.0,6.35,7.24,6.59,7.93,7.36,5.30,".",5.50,".",".","."
"12/23/2004","Southern Illinois",61,"Illinois St.",49.0,12.5,10.87,10.05,10.23,9.88,9.92,13.46,".",0.13,".",".","."
"12/23/2004","Indiana St.",37,"Long Beach St.",38.0,4.0,6.01,5.61,7.05,4.35,4.49,8.15,".",0.03,".",".","."
"12/23/2004","Virginia",79,"Loyola Marymount",77.0,15.0,14.63,11.14,15.22,7.83,16.47,18.99,".",15.50,".",".","."
"12/23/2004","Stanford",84,"Montana",66.0,17.0,11.74,8.21,9.11,7.40,9.65,20.81,".",0.17,".",".","."
"12/23/2004","Wisconsin",85,"NC Greensboro",53.0,22.0,18.21,13.98,7.27,20.58,15.75,29.24,".",22.50,".",".","."
"12/23/2004","UAB",84,"Oral Roberts",77.0,6.0,3.43,1.24,-2.69,5.02,2.20,9.21,".",0.06,".",".","."
"12/23/2004","California",61,"Pepperdine",58.0,3.0,3.56,0.00,-2.32,2.32,4.05,10.17,".",3.50,".",".","."
"12/23/2004","Memphis",59,"Providence",72.0,2.5,1.61,1.56,3.30,-0.35,0.29,4.27,".",1.50,".",".","."
"12/23/2004","Pittsburgh",69,"Richmond",60.0,15.0,14.64,12.13,7.46,17.40,18.48,17.53,".",0.15,".",".","."
"12/23/2004","Massachusetts",73,"Rider",63.0,6.5,7.44,6.11,8.63,3.63,4.05,13.43,".",4.50,".",".","."
"12/23/2004","Oklahoma",61,"SW Missouri St.",53.0,10.0,7.59,5.90,5.75,6.26,8.86,9.50,".",0.09,".",".","."
"12/23/2004","Fordham",69,"Siena",59.0,7.0,10.46,10.44,11.01,9.88,13.37,7.59,".",5.50,".",".","."
"12/23/2004","Miami-Florida",69,"Tennessee Tech",57.0,15.0,17.10,15.20,14.33,16.17,20.24,17.64,".",14.50,".",".","."
"12/23/2004","Hawaii",72,"USC",68.0,2.5,5.18,4.88,12.31,0.90,3.24,-1.17,".",0.03,".",".","."
"12/23/2004","Idaho",69,"Utah St.",62.0,-9.0,-12.47,-10.98,-15.08,-10.61,-14.34,-9.83,".",-9.50,".",".","."
"12/24/2004","Washington",110,"Houston",63.0,17.0,18.37,17.20,19.04,16.08,15.06,24.53,".",0.18,".",".","."
"12/27/2004","UTEP",89,"Alabama St.",57.0,21.0,19.18,17.24,17.85,16.72,18.59,23.56,".",0.21,".",".","."
"12/27/2004","Cincinnati",77,"Miami-Ohio",53.0,12.0,12.33,8.94,11.54,6.34,14.19,17.26,".",0.10,".",".","."
"12/27/2004","Villanova",81,"Middle Tenn St.",62.0,12.0,9.60,5.01,2.17,8.39,11.07,16.76,".",0.11,".",".","."
"12/27/2004","Louisville",104,"Morehead St.",40.0,29.0,24.89,18.20,13.69,24.47,29.49,31.89,".",29.50,".",".","."
"12/27/2004","Tulane",51,"Princeton",59.0,-8.5,-14.66,-17.57,-19.36,-16.00,-17.17,-6.11,".",-10.50,".",".","."
"12/27/2004","Iona",77,"Rhode Island",62.0,4.0,4.79,6.86,4.02,9.22,7.47,-1.56,".",4.50,".",".","."
"12/27/2004","Wisconsin",89,"Western Carolina",49.0,26.0,26.64,23.27,20.85,26.34,26.00,33.35,".",0.25,".",".","."
"12/28/2004","Iowa",73,"Air Force",63.0,12.5,11.86,11.82,15.40,7.82,13.98,13.43,".",0.12,".",".","."
"12/28/2004","Indiana",71,"Ball St.",59.0,4.5,2.03,-0.81,-5.27,3.50,0.02,9.87,".",4.50,".",".","."
"12/28/2004","Creighton",71,"Bradley",62.0,6.0,2.55,0.32,-0.18,0.78,2.11,7.49,".",5.50,".",".","."
"12/28/2004","Oregon St.",86,"CS Sacramento",59.0,18.0,16.18,13.90,15.77,12.22,16.93,19.81,".",17.50,".",".","."
"12/28/2004","Pacific",58,"Cal Riverside",45.0,16.0,18.34,17.45,15.81,19.20,18.67,19.69,".",15.50,".",".","."
"12/28/2004","CS Northridge",70,"Cal St. Fullerton",71.0,7.0,5.36,3.55,1.22,5.30,7.77,7.14,".",6.50,".",".","."
"12/28/2004","St. John's",71,"Canisius",51.0,7.5,10.96,10.14,15.49,8.20,13.32,6.85,".",7.50,".",".","."
"12/28/2004","Arizona",79,"Eastern Washington",45.0,28.0,26.26,24.21,29.20,20.77,26.57,28.48,".",0.27,".",".","."
"12/28/2004","Oklahoma St.",75,"Gonzaga",78.0,10.0,12.76,14.01,3.63,18.71,12.99,15.70,".",0.10,".",".","."
"12/28/2004","Boise St.",59,"Idaho St.",64.0,11.0,7.69,5.96,4.57,7.30,3.11,15.77,".",0.12,".",".","."
"12/28/2004","UC Santa Barbara",54,"Long Beach St.",47.0,7.5,6.49,4.82,3.70,5.90,3.96,12.40,".",0.08,".",".","."
"12/28/2004","North Carolina",96,"NC Wilmington",75.0,31.0,24.99,18.40,15.55,27.51,23.71,33.17,".",0.31,".",".","."
"12/28/2004","Columbia",74,"North Carolina St.",84.0,-22.0,-18.50,-13.68,-9.92,-18.24,-16.51,-29.32,".",-22.50,".",".","."
"12/28/2004","St. Bonaventure",62,"Northern Illinois",71.0,-12.0,-16.23,-15.61,-20.55,-14.53,-22.13,-7.71,".",-0.12,".",".","."
"12/28/2004","Florida International",74,"Ohio",73.0,-2.0,-0.45,0.20,0.56,-0.19,0.31,-2.47,".",-0.01,".",".","."
"12/28/2004","Oregon",92,"Portland",67.0,9.0,11.63,9.95,14.19,8.20,10.03,14.11,".",0.09,".",".","."
"12/28/2004","UTEP",68,"Princeton",42.0,5.0,4.50,2.05,1.62,2.40,1.61,12.36,".",4.50,".",".","."
"12/28/2004","Butler",68,"Richmond",69.0,-2.5,-0.62,0.55,-2.88,3.93,-0.56,-2.98,".",-0.01,".",".","."
"12/28/2004","Kansas St.",66,"Rutgers",76.0,6.0,8.26,9.75,17.10,6.22,9.79,0.88,".",5.50,".",".","."
"12/28/2004","Wyoming",88,"San Diego",95.0,8.0,10.61,9.87,17.54,3.99,10.54,10.35,".",6.50,".",".","."
"12/28/2004","Iowa St.",69,"San Diego St.",59.0,12.0,12.31,13.45,16.84,10.79,12.23,11.26,".",11.50,".",".","."
"12/28/2004","Western Michigan",65,"South Alabama",45.0,15.5,18.16,17.09,18.27,16.14,16.88,21.33,".",0.14,".",".","."
"12/28/2004","Oklahoma",70,"Tulsa",64.0,16.5,19.47,19.93,22.72,18.28,22.08,22.12,".",17.50,".",".","."
"12/28/2004","Cal Poly SLO",75,"UC Irvine",85.0,-7.0,-9.41,-10.03,-11.62,-9.78,-13.35,-2.90,".",-0.07,".",".","."
"12/28/2004","Utah",51,"Weber St.",40.0,16.0,16.04,14.32,15.56,13.34,15.55,19.71,".",0.16,".",".","."
"12/28/2004","Austin Peay",80,"Western Kentucky",87.0,-2.5,-6.99,-7.60,-8.54,-6.70,-11.71,-1.00,".",-0.03,".",".","."
"12/28/2004","NC Charlotte",80,"Yale",74.0,14.5,16.32,14.33,14.79,14.37,15.54,20.56,".",0.17,".",".","."
"12/29/2004","Wisconsin",76,"Alabama",62.0,6.5,3.74,2.44,-1.42,6.16,1.04,7.33,".",0.06,".",".","."
"12/29/2004","Tennessee-Martin",53,"Birmingham Southern",64.0,-5.5,-5.04,-3.37,-0.96,-6.86,-7.78,-4.58,".",-0.05,".",".","."
"12/29/2004","Vanderbilt",90,"Dayton",74.0,11.0,9.46,9.35,7.46,11.25,10.69,14.49,".",0.11,".",".","."
"12/29/2004","Clemson",74,"East Carolina",40.0,12.0,11.55,12.80,10.65,15.04,12.37,13.98,".",0.12,".",".","."
"12/29/2004","West Virginia",71,"George Washington",65.0,3.5,1.21,0.44,-5.23,3.62,-2.19,6.82,".",0.03,".",".","."
"12/29/2004","Charleston",85,"Harvard",62.0,13.0,10.43,8.24,8.85,7.66,8.37,16.84,".",0.13,".",".","."
"12/29/2004","Fresno St.",79,"Hawaii",78.0,4.5,2.39,2.31,-5.02,5.77,4.37,5.66,".",4.50,".",".","."
"12/29/2004","Texas A&M",93,"Houston",80.0,5.0,5.58,4.34,1.35,7.75,5.99,6.78,".",0.04,".",".","."
"12/29/2004","Arkansas",73,"Jacksonville St.",67.0,26.5,26.43,23.53,23.40,23.72,28.60,29.98,".",26.50,".",".","."
"12/29/2004","Boston College",67,"Kent St.",65.0,6.5,3.96,0.96,5.97,-1.28,-1.40,12.56,".",0.05,".",".","."
"12/29/2004","Central Michigan",73,"Loyola-Chicago",69.0,5.0,6.84,7.52,12.41,3.18,6.10,5.68,".",0.05,".",".","."
"12/29/2004","VA Commonwealth",62,"Mississippi",63.0,3.5,2.73,3.47,5.00,1.39,2.47,2.07,".",0.02,".",".","."
"12/29/2004","St. Mary's",75,"Murray St.",62.0,10.0,3.10,3.36,9.18,-2.80,0.40,5.62,".",0.09,".",".","."
