date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
02/01/2017,Washington,74,USC,82,-2,-3.84,-3.37,-5.74,-2.11,-4.78,-4.72,-2.5,-2.87,0.01,1.89,-4.09,-5.7,0,,-3.43,,,,-6,-1.4,-4.14,-5.66,-6.81,-3,-1.4
02/01/2017,Washington St.,79,UCLA,95,-16.5,-15.1,-15.28,-14.69,-15.82,-14.7,-15.08,-15,-16.09,-14,3.8,-17.7,-14,0,,-21.29,,,,-7,-12.1,-9.74,-15.64,-23.87,-14,-15.7
02/01/2017,Xavier,72,Seton Hall,70,5.5,8.4,8.16,8.13,8.16,8.15,8.78,7,7.04,9,1.11,8.18,7.7,0,,10.74,,,,9,8,8.08,6.7,10.51,7,9.4
02/02/2017,BYU,75,Gonzaga,85,-10,-10.61,-11.11,-12.62,-10.31,-11.94,-11.23,-8.5,-8.99,-12,3.26,-11.67,-13.1,0,,-9.2,,,,-1,-8,-8.37,-14.94,-15.62,-11,-9.3
02/02/2017,Cal Poly SLO,74,UC Davis,70,1,-2.74,-3.72,-4.46,-3.23,-4.23,-0.73,-2,-2.21,-2,1.75,-4.12,-2.9,0,,-5.31,,,,-1,-2.2,1.04,-4.01,-4.92,-2,-0.6
02/02/2017,Cal Riverside,63,Hawaii,72,3,0.95,1.88,2.47,1.56,2.21,2.37,3.5,0.22,3,2.18,-1.28,-0.7,0,,-5.33,,,,1,-1.7,1.15,2.94,2.7,1,2.6
02/02/2017,California,77,Utah,75,4.5,2.16,1.73,1.9,1.47,1.99,4.39,2.5,1.47,0.01,1.83,1.41,3.4,0,,4.4,,,,5,1.4,2.26,2.7,-2.71,2,3.9
02/02/2017,Chattanooga,91,NC Greensboro,68,8.5,7.23,8.25,7.57,8.53,7.93,8.33,8.5,11.23,6,2.1,7.33,6.1,0,,9.07,,,,5,7.7,6.56,6.59,1.53,6,9.2
02/02/2017,Citadel,90,Wofford,100,-6,-5.66,-7.24,-5.69,-8.24,-6.18,-4.27,-6,-7.92,-5,2.32,-6.78,-4.2,0,,-6.37,,,,1,-7.2,-2.85,-4.79,-8.83,-6,-5.7
02/02/2017,Cleveland St.,90,Detroit,73,6.5,6.65,6.19,6.25,6.31,6.05,2.36,6.5,8,7,1.34,6.88,7.4,0,,7.18,,,,6,,8.47,6.8,6.92,7,7.6
02/02/2017,Eastern Washington,77,CS Sacramento,72,9.5,11.7,12.01,12.67,11.75,12.31,9.75,10,9.44,11,1.26,12.79,11.2,0,,12.13,,,,12,10.7,12.16,13.14,14.32,10,11.5
02/02/2017,Elon,67,James Madison,61,7,9.81,9.9,10.69,9.73,10.11,11.73,7,6.55,10,1.68,10.75,10.4,0,,9.99,,,,10,8.9,6.39,10.87,13.21,8,9.6
02/02/2017,Fairfield,81,Niagara,61,5,5.79,6.72,6.84,6.38,7.09,7.24,4.5,4.65,4,2.06,4.61,7.3,0,,9.57,,,,5,5.8,0.32,5.3,3.73,6,7.9
02/02/2017,Florida,93,Missouri,54,20.5,23.12,22.76,24.46,21.76,23.86,23.04,22.5,21.83,27,3.7,23.47,21,0,,28.96,,,,16,19.9,18.46,27.43,30.07,20,23
02/02/2017,Hofstra,73,Delaware,65,11,9.64,8.83,7.41,9.73,7.92,7.6,12.5,13.09,13,1.99,10.34,8.9,0,,11.78,,,,6,10.5,8.72,7.97,10.91,10,11.2
02/02/2017,Idaho,89,Portland St.,72,3,3.15,3.1,3.46,2.68,3.57,6.04,3.5,2.2,0.01,1.8,1.74,6.3,0,,1.71,,,,2,3.1,1.34,3.5,6.34,2,4.5
02/02/2017,Idaho St.,91,Northern Arizona,90,5,3.4,4.54,4.38,4.52,4.55,0.42,5,6.68,5,2.1,2.64,2.7,0,,5.38,,,,2,3,-0.37,2.4,0.25,3,6.7
02/02/2017,Louisiana Tech,76,Western Kentucky,67,11,12.14,11.83,10.07,13.36,10.27,8.11,11.5,12.03,13,2,15.95,10.2,0,,12.42,,,,11,12.4,11.41,12.75,13.57,16,12
02/02/2017,Mercer,68,Furman,70,2.5,-0.95,-0.96,-0.83,-1.29,-0.61,-1.72,2.5,0.16,-2,1.2,0.31,-1,0,,-0.38,,,,-1,-0.6,-1.23,0.52,-4.35,-2,0.8
02/02/2017,Mount St. Marys,77,Bryant,70,6.5,6.36,6.7,7.04,6.6,6.81,5.55,6.5,6.69,6,1.39,6.98,7.7,0,,8.98,,,,4,6.8,3.28,5.19,,6,7.5
02/02/2017,Murray St.,69,Belmont,81,-3.5,-3.96,-4.24,-5.26,-3.69,-4.84,-8.23,-3.5,-3.1,-2,2.3,-4.45,-4.2,0,,-5.47,,,,-3,-2.2,2.24,-5.28,-7.14,-4,-2.4
02/02/2017,NC Charlotte,75,Florida Atlantic,77,6.5,6.34,6.87,8.26,5.82,8.04,6.77,7,6.26,4,1.42,6.16,8.6,0,,7.86,,,,5,5.8,4.73,6.15,7.54,4,5.9
02/02/2017,NC Wilmington,66,Charleston,67,8,7.39,7.4,7.16,7.53,7.25,4.44,7,9.31,6,1.36,6.55,7.4,0,,8.08,,,,7,7,10.02,6.86,9.35,6,8.3
02/02/2017,Nebraska,61,Michigan St.,72,0,-1.32,-2.39,-2.45,-2.05,-2.75,-1.01,1,-0.66,-1,1.04,-0.43,-0.4,0,,-1.07,,,,0,-1.3,0.01,-0.02,-3.34,-2,-1.6
02/02/2017,Old Dominion,64,Florida International,57,12.5,13.46,14.03,15.83,12.96,15.26,14.84,13,12.61,14,1.9,13.78,14.1,0,,13.89,,,,12,11.8,9.14,14.93,16.11,10,13.6
02/02/2017,Oregon,71,Arizona St.,70,17.5,17.68,17.63,17.58,17.68,17.57,13.02,17,17.22,19,3.89,16.49,14.7,0,,26.93,,,,12,17.8,15.27,17.47,26.69,16,17.5
02/02/2017,Oregon St.,54,Arizona,71,-15.5,-19.31,-19.32,-21.55,-18.41,-20.42,-21.26,-17,-17.16,-18,4.86,-21.38,-19,0,,-17.01,,,,-11,-14.6,-17.14,-24.11,-34.08,-18,-15.9
02/02/2017,Pacific,70,St. Mary's,74,-16,-16.37,-16.4,-16.48,-16.55,-16.23,-18.83,-16.5,-16.59,-15,3.35,-18.34,-14.5,0,,-15.22,,,,-8,-14.1,-17.67,-20.6,-24.31,-15,-14.5
02/02/2017,Portland,45,Santa Clara,60,-5.5,-2.85,-2.52,-2.33,-2.81,-2.22,-1.92,-5,-3.37,-3,1.32,-3.55,-2.8,0,,-2.96,,,,-1,-2.4,-4.41,-3.58,-6.34,-3,-0.3
02/02/2017,Samford,82,Western Carolina,63,12,14.06,14.78,13.38,16.22,13.53,11.68,14,13.18,14,2.34,13.84,10,0,,17.82,,,,12,13.6,13.62,11.17,19.28,16,15
02/02/2017,San Diego,53,Loyola Marymount,72,-2,1.78,0.61,1.43,0.36,0.88,1.05,1,1.65,3,2.3,1.36,1,0,,-0.48,,,,4,1.7,-0.69,1.88,9.59,1,1.9
02/02/2017,San Francisco,77,Pepperdine,56,10.5,15.47,14.08,13.86,14.86,13.26,14.92,12,11.99,17,2.54,17.37,12.2,0,,16.32,,,,15,14.9,15.68,17.65,22.37,18,13.5
02/02/2017,South Florida,75,Memphis,85,-14.5,-11.53,-11.87,-12.8,-11.42,-12.38,-11.98,-13,-10.92,-11,2.76,-12.89,-9.9,0,,-8.1,,,,-7,-9.7,-14.33,-13.27,-19.25,-10,-9.2
02/02/2017,Southern Miss,91,Marshall,76,-8.5,-9.6,-11.13,-10.01,-11.96,-10.27,-9.05,-9.5,-8.98,-8,1.95,-10.82,-6.8,0,,-12.68,,,,-5,-8.9,-7.72,-9.59,-11.27,-11,-10
02/02/2017,Stanford,74,Colorado,81,2,1.92,1.43,2.17,1.04,1.85,2.02,2.5,0.56,3,1,0.88,2.9,0,,0.65,,,,3,1.4,0.46,2.39,3.63,2,3.2
02/02/2017,Tennessee St.,67,Eastern Illinois,77,6.5,7.27,8.23,8.86,7.81,8.68,4.62,7.5,6.05,7,1.76,7.46,9.7,0,,5.64,,,,5,7.1,4.37,6.36,10.63,8,8.1
02/02/2017,Texas San Antonio,59,Middle Tenn St.,69,-13.5,-15.69,-15.49,-16.2,-15.1,-15.93,-20.36,-14,-14.31,-15,2.74,-17.51,-13.3,0,,-13.88,,,,-13,-14.3,-14.08,-15.09,-23.46,-14,
02/02/2017,Towson,104,Drexel,103,11,11.34,10.49,10.36,10.63,10.34,12.07,11.5,11.03,13,1.09,11.28,10.1,0,,10.53,,,,11,10.8,12.23,11.85,14.25,11,11.9
02/02/2017,UC Santa Barbara,53,Cal St. Fullerton,79,-2,0.88,1.65,0.97,1.87,1.43,0.86,-1,0.56,2,2.27,0.47,-0.8,0,,3.27,,,,2,2.2,-2.18,2.55,-6.33,2,2.4
02/02/2017,UTEP,63,UAB,59,-6.5,-6.08,-7.06,-8.05,-6.47,-7.71,-4.85,-5.5,-6.3,-6,1.29,-6.02,-5.7,0,,-5.82,,,,-4,-4.5,-4.74,-5.97,-8.79,-5,-6.4
02/02/2017,VMI,71,East Tennessee St.,81,-11.5,-13.55,-15.61,-15.44,-15.9,-15.35,-12.7,-12.5,-14.39,-11,2.65,-17.66,-11.2,0,,-14.22,,,,-8,-13.3,-8.41,-14.85,-15.77,-14,-12.6
02/02/2017,Weber St.,90,Southern Utah,74,18,18.62,18.71,19.83,18.06,19.51,16.84,18,18.57,21,3.15,18.65,16.5,0,,20.53,,,,10,16.8,19.51,20.17,25.59,16,20.2
02/02/2017,William & Mary,94,Northeastern,69,4.5,3.17,1.98,2.39,1.64,2.34,2.06,4,2.4,7,1.84,0.31,1.9,0,,4.56,,,,7,2.9,3.23,2.77,5.08,2,4.3
02/02/2017,Wisconsin-Green Bay,84,Illinois-Chicago,80,6.5,6.87,6.2,6.9,5.72,6.72,5.83,8,9.03,10,2.18,4.28,8.2,0,,10.49,,,,4,6.6,6.61,5,8.59,3,9.6
02/02/2017,Wisconsin-Milwaukee,53,Valparaiso,71,-8.5,-9.99,-10.25,-11.21,-9.5,-11.09,-10.68,-10,-9.33,-10,2.58,-11.38,-9,0,,-8.28,,,,-6,-7.7,-9.82,-10.13,-18.21,-10,-7.2
02/02/2017,Youngstown St.,76,Oakland,90,-8,-7.89,-9.04,-8.35,-9.4,-8.68,-8.39,-8,-7.89,-5,1.44,-10.85,-5.6,0,,-8.55,,,,-7,-8.7,-7.91,-8.54,-6.55,-7,-6.7
02/03/2017,Ball St.,69,Buffalo,96,3,3.22,2.81,3.65,2.34,3.31,1.06,2.5,1.74,4,1.84,3.09,,0,,4.84,,,,1,3.4,4.57,1.78,8.62,2,3.3
02/03/2017,Central Michigan,86,Western Michigan,82,3,4.86,4.81,6.51,3.75,5.94,2.27,4.5,3.05,6,2.56,3.61,,0,,8.53,,,,-1,4.5,3.31,6.7,9.82,4,6
02/03/2017,Columbia,78,Yale,87,-3.5,-2.92,-3.38,-3.63,-3.32,-3.46,-2.46,-3.5,-4.02,-4,1.47,-3.56,-2.5,0,,-1.8,,,,0,-1.1,-0.44,-4.62,-5.38,-4,-2
02/03/2017,Cornell,70,Brown,81,3.5,2.64,3.01,2.15,3.5,2.48,5.48,3,1.58,3,1.41,2.57,3.9,0,,3.96,,,,2,3,1.16,0.83,-0.23,2,4.5
02/03/2017,Dartmouth,64,Princeton,69,-14.5,-13.14,-12.94,-12.86,-13.12,-12.79,-14.7,-12.5,-11.06,-13,2.35,-15.27,-13.5,0,,-12.41,,,,-9,-11.1,-11.89,-15.57,-19.85,-12,-12.3
02/03/2017,Davidson,59,Rhode Island,70,2.5,0.02,-0.17,0.12,-0.36,0.01,-0.91,2.5,1.22,1,1.28,-1.35,-2.3,0,,1.75,,,,0,1.2,2.55,0.25,-0.84,-2,0.1
02/03/2017,Harvard,69,Pennsylvania,59,6,5.42,5.82,6.3,5.39,6.29,-1.08,6,5.13,8,2.16,3.78,6.7,0,,5.04,,,,4,5.5,7.81,4.49,7.88,4,7.1
02/03/2017,Monmouth,71,St. Peter's,70,9,9.43,9.62,10.27,9.17,10.12,8.96,9,8.97,11,1.14,9.28,10.6,0,,9.26,,,,8,9,7.81,8.25,11.99,8,10
02/03/2017,Rider,76,Iona,95,-2,-2.6,-2.72,-2.29,-2.98,-2.46,-2.44,-2.5,-3.33,-3,1.19,-4.17,-2.5,0,,-0.9,,,,-4,-2.6,0.81,-3.14,-2.52,-4,-2
02/04/2017,Air Force,74,Wyoming,83,1.5,0.75,-0.01,-0.55,0.29,-0.32,-0.85,1.5,-0.1,3,1.46,-0.19,-0.6,0,,1.77,,,,3,0.6,2.39,1.27,-1.42,3,1.4
02/04/2017,Alabama,77,Auburn,82,7,6.22,4.75,4.24,5.02,4.43,3.71,5.5,6.34,7,2.01,5.56,5.6,0,,6.27,6,7,9,6,6.1,13.24,5.52,6.56,6,6.1
02/04/2017,Arkansas St.,79,Appalachian St.,78,10.5,13.05,13.67,14.64,13.32,14.05,16.67,14,11.37,13,1.97,14.52,9.1,0,,13.53,,,,11,11.7,9.64,14.58,14.68,14,12.4
02/04/2017,Arkansas-Little Rock,75,Coastal Carolina,82,4.5,2.3,2.76,2.21,2.97,2.55,2.49,3,2.86,4,3.38,0.94,2.6,0,,6.4,,,,1,4.4,-9.45,2.43,4.55,1,5.4
02/04/2017,Austin Peay,66,Tennessee St.,70,-5,-3.81,-5.76,-5.44,-5.98,-5.52,0.77,-5,-4.8,0.01,2.15,-6.53,-4.2,0,,-4.06,,,,-1,-3.6,-1.38,-5.21,-3.97,-4,-4.1
02/04/2017,BYU,73,Portland,62,18.5,17.77,16.88,15.45,17.92,15.83,18.58,20,18.57,21,2.86,18.87,14.7,0,,22.88,,,,11,18.3,16.64,17.18,22.77,18,17.5
02/04/2017,Ball St.,,Buffalo,,,2.13,,,,,,,,,4.46,3.09,,,,,,,,8,,,-0.57,,-2,
02/04/2017,Baylor,54,Kansas St.,56,7.5,9.36,9.75,11.29,8.91,10.78,9.04,8.5,8.82,11,1.92,8.82,10.1,0,,10.32,9,9,14,6,8.4,5.17,8.17,11.41,8,9.2
02/04/2017,Boise St.,72,Utah St.,70,8.5,7.3,7.07,7.17,7.04,7.09,5.18,8,8.51,6,1.54,6.42,9.5,0,,10.01,,,,6,6.8,4.86,8.63,9.51,6,8.3
02/04/2017,Boston College,67,Louisville,90,-14,-15.73,-17.29,-17.23,-17.35,-17.26,-18.63,-14.5,-16.78,-17,3.17,-17.82,-12.5,0,,-17.43,-15,-13,-15,-8,-14.2,-9.58,-16.07,-22.29,-16,-16.2
02/04/2017,Bowling Green,104,Toledo,100,-2.5,-2.12,-2.88,-2.89,-2.91,-2.85,-0.72,-1.5,-2.87,-2,1.37,-2.79,-3.4,0,,-4.66,,,,0,-1.5,1.23,-2.04,-1.44,-2,-2.3
02/04/2017,Bradley,79,Drake,72,1,1.37,2.23,3.75,1.07,3.51,1.37,1.5,1.31,-2,1.52,-0.27,2.2,0,,2.43,,,,1,-0.7,-0.35,2.88,1.18,2,1.7
02/04/2017,CS Northridge,72,Hawaii,76,6,2.64,4.42,4.8,4.19,4.67,2.21,6,4.96,3,2.09,1.64,3.6,0,,-3.39,,,,1,0.5,1.31,2.49,3.49,2,3.9
02/04/2017,Cal Poly SLO,56,Cal Riverside,67,5.5,2.88,2.85,2.63,3.1,2.59,1.74,4,3.93,4,1.25,2.77,2.6,0,,0.52,,,,3,2.8,6.31,3.14,1.31,2,3.6
02/04/2017,Central Florida,72,Memphis,57,3.5,1.5,1.44,0.33,2.3,0.51,2.77,3,0.39,1,2.29,2.36,-0.8,0,,7.84,,,,1,1.5,-3.41,0.83,0.88,3,3.5
02/04/2017,Central Michigan,,Western Michigan,,,4.52,,,,,,,,,1.55,3.61,,,,,,,,5,,,6.47,,3,
02/04/2017,Charleston,71,Elon,58,6,6.15,6.04,6.85,5.5,6.64,7.15,6,7.18,6,0.91,6.18,5.6,0,,6.89,,,,5,5.4,3.9,6.68,7.5,6,6.1
02/04/2017,Chattanooga,77,Western Carolina,65,19.5,19.67,20.5,18.85,21.86,19.31,20.72,20,20.9,19,2.77,20.03,13.6,0,,24.8,,,,13,19.5,20.78,19.64,20.06,20,21.8
02/04/2017,Cincinnati,82,Connecticut,68,13.5,14.71,14.97,15.85,14.66,15.3,15.69,13,13.24,15,1.79,15.41,13.4,0,,17.21,14,14,14,10,13.1,14.26,14.65,19.12,16,14.3
02/04/2017,Citadel,91,Furman,99,-10,-10.35,-11.5,-10.98,-12.07,-10.9,-10.16,-9.5,-9.68,-12,2.57,-9.88,-7.3,0,,-12.62,,,,-4,-10.9,-7.88,-10.23,-16.29,-10,-9.5
02/04/2017,Cleveland St.,51,Oakland,53,-4.5,-4.45,-5.29,-5.34,-5.15,-5.46,-5.4,-3.5,-4.83,-1,1.29,-6.08,-4.8,0,,-3.96,,,,-3,-5.4,-4.61,-4.47,-4.98,-3,-2.9
02/04/2017,Columbia,83,Brown,78,4.5,5.32,5.55,4.59,5.9,5.16,5.24,5,4.26,7,1.54,6.07,7.5,0,,6.77,,,,4,7.8,3.17,2.14,4.97,4,6.4
02/04/2017,Cornell,0,Yale,2,-6.5,-6.84,-8.04,-8.79,-7.57,-8.56,-7.06,-6.5,-5.91,-10,2.21,-7.06,-4.3,0,,-6.74,,,,-3,-5.9,-3.91,-9.05,-10.58,-4,-5.8
02/04/2017,Creighton,80,Xavier,82,5,4.71,4.48,4.99,4.3,4.71,1.1,5,3.16,4,1.21,4.19,6.1,0,,6.04,6,5,5,4,5.6,4.87,6.13,6.14,4,4.4
02/04/2017,Dartmouth,74,Pennsylvania,71,-7,-5.58,-6.12,-6.32,-6.18,-6.08,-6.78,-7,-5.2,-1,2.37,-9.57,-7.7,0,,-5.12,,,,-1,-4.7,-3.41,-8.77,-7.57,-6,-3.4
02/04/2017,Dayton,90,Duquesne,53,17,18.08,18.06,18.12,18.03,18.1,16.52,18.5,18.83,21,2.39,18.55,15.4,0,,20.82,,,,14,16.1,17.07,18.12,24.3,16,18.4
02/04/2017,DePaul,79,Marquette,92,-8.5,-9,-9.47,-10.35,-9.14,-9.86,-7.83,-9,-9.06,-7,2.45,-9.85,-9.3,0,,-10.32,-10,-8,-9,-5,-6.5,-5.46,-9.35,-17.09,-8,-9.5
02/04/2017,Denver,76,IPFW,73,2,0.94,-0.14,0.33,-0.19,-0.08,4.99,1.5,-2.23,1,1.84,0.43,-0.1,0,,1.63,,,,-1,2,-0.4,2.83,4.17,2,0.8
02/04/2017,Duke,72,Pittsburgh,64,16,14.26,15.29,14.21,15.97,14.56,15.27,15,15.9,15,3.08,11.91,13.1,0,,18.95,15,16,12,6,14.3,11.22,10.96,20.71,13,15.8
02/04/2017,East Carolina,74,Tulane,65,5,7.52,7.28,8.13,6.66,7.97,4.44,6.5,6.38,7,1.67,6.24,8.4,0,,10.2,,,,6,5.5,9.43,8.71,10.82,7,7.6
02/04/2017,Eastern Illinois,68,Tennessee Tech,87,6,6.88,7.4,7.92,7.22,7.6,9.59,7.5,6.16,10,2.03,7.29,4.4,0,,8.66,,,,6,5.9,7.73,6.78,1.1,6,7.2
02/04/2017,Eastern Washington,130,Portland St.,124,7,7.03,6.52,7.94,5.57,7.52,9.55,7,3.08,6,2.13,6.56,8.4,0,,4.29,,,,10,6.7,6.39,8.02,11.69,5,6.3
02/04/2017,Evansville,74,SW Missouri St.,66,0,-0.41,-0.59,-1.47,0,-1.22,-2.42,1,-0.01,3,1.86,-0.08,-1.4,0,,-0.92,,,,-1,2.2,-3.5,-0.4,-3.2,2,2
02/04/2017,Fairleigh Dickinson,59,Wagner,68,1.5,3.3,2.91,3.34,2.6,3.24,3.5,3,3.06,4,1.67,3.43,6.7,0,,2.58,,,,3,1.8,0.79,2.54,7.78,2,2.8
02/04/2017,Florida,88,Kentucky,66,2.5,0.66,-0.11,0.13,-0.21,-0.01,1.06,1,-1.75,3,2.6,-0.71,-3.6,0,,5.31,1,4,1,3,0.7,5.63,-0.18,-4.66,-1,0.5
02/04/2017,Fresno St.,67,San Diego St.,70,0,-0.05,-1.24,-0.41,-1.6,-0.86,-2.21,0,-0.86,2,2.66,-2.05,-0.5,0,,-0.87,,,,3,0.1,-1.1,-0.19,8.86,-2,-1
02/04/2017,George Mason,95,La Salle,75,1,0.64,0.62,0.31,0.88,0.33,0.55,2,-0.86,4,1.78,0.69,-0.7,0,,0.61,,,,-2,2.2,-1.25,-1.65,4.61,1,1.6
02/04/2017,Georgetown,66,Seton Hall,68,2.5,3.55,3.61,3.17,3.93,3.26,3.48,4,2.53,4,1.18,2.38,4,0,,4.71,3,3,7,4,4.2,2.34,1.85,1.87,4,4.7
02/04/2017,Georgia Southern,76,Louisiana-Monroe,62,6.5,9.91,9.5,11.01,8.65,10.43,6.44,8,8.46,9,2.69,9.06,12.8,0,,14.23,,,,10,6.5,6.82,10.65,16.58,8,10.3
02/04/2017,Georgia St.,85,Louisiana-Lafayette,82,5,4.65,4.42,4.91,4.15,4.72,5.8,5.5,1.22,7,2.2,3.83,2,0,,3,,,,4,,5.26,4.53,11.13,4,4.5
02/04/2017,Gonzaga,90,Santa Clara,55,21.5,24.1,24.39,24.66,24.29,24.51,25,23,24.06,28,4.13,25.54,23,0,,22.96,27,20,23,12,23.9,18.98,30.23,32.04,23,25.5
02/04/2017,Harvard,56,Princeton,57,-2,-1.13,0,0.46,-0.32,0.32,-2.11,-1,-1.97,-2,1.29,-1.93,-1.2,0,,-0.67,,,,-2,-1.1,0.02,0.63,-4.41,-2,-1
02/04/2017,Hofstra,79,Drexel,77,8,7.28,6.41,6.17,6.49,6.34,7.57,7,8.91,8,0.95,7.57,7.3,0,,6.77,,,,6,8,8.97,6.19,8.24,7,7.8
02/04/2017,Idaho,81,CS Sacramento,67,8,8.71,9.34,9.23,9.45,9.24,8.61,8.5,8.15,7,1.35,9.6,9.9,0,,10.51,,,,5,8.5,7.19,9.29,8.97,8,10.1
02/04/2017,Idaho St.,94,Southern Utah,68,6.5,4.25,5.34,6.46,4.52,6.32,2.26,5.5,3.52,6,1.51,3.4,4.7,0,,2.73,,,,5,3.5,1.23,4.66,3.62,3,6
02/04/2017,Illinois,59,Minnesota,68,-2,-0.14,-0.81,-0.51,-1.03,-0.56,-2.46,0,0.39,3,1.61,-1.89,0.5,0,,1.88,-2,1,-1,-1,1,3.46,-0.24,-0.84,-2,0.3
02/04/2017,James Madison,73,Northeastern,69,3.5,-2.51,-3.65,-4.44,-3.34,-4.01,-4.05,-1.5,-1.43,2,1.96,-3.83,-4.1,0,,-2.82,,,,1,-1.2,-1.76,-3.04,-5.19,-2,-0.8
02/04/2017,Kansas,89,Iowa St.,92,9.5,10.06,8.47,10.41,7.29,9.77,10.48,10,11.62,12,1.52,9.03,10.8,0,,10.82,11,10,10,12,9.3,8.19,10.27,12.61,7,10.1
02/04/2017,LSU,73,Texas A&M,85,-6.5,-4.99,-4.8,-2.94,-6.04,-3.46,-4.41,-6,-6.68,-10,2.12,-6.67,-4.7,0,,-3.31,-3,-2,-6,-2,-4.9,-4.25,-4.43,-9.33,-6,-4.9
02/04/2017,Long Beach St.,72,UC Irvine,63,-3,-2.73,-1.95,-1.29,-2.56,-1.28,-0.94,-4,-1.95,-6,1.96,-4.58,0.2,0,,-2.89,,,,-2,-2.5,-3.52,-1.67,-7.75,-4,-1.7
02/04/2017,Louisiana Tech,94,Marshall,90,9,8.09,7.72,7.45,8.14,7.29,8.34,8,7.18,11,1.51,9.31,5,0,,10.42,,,,6,8.3,10.03,8.27,7.03,8,8
02/04/2017,Loyola-Chicago,61,Southern Illinois,67,5.5,7.68,7.33,6.7,7.98,6.64,4.15,8,7.16,9,1.39,8.42,7.9,0,,9.88,,,,9,7.3,7.21,8.34,9.47,6,8.1
02/04/2017,Manhattan,68,Marist,67,6.5,6.24,6.34,6.05,6.51,6.17,3.22,6.5,6.93,7,1.46,6.7,8,0,,6.29,,,,4,5.8,5.48,5.04,9.82,6,6.8
02/04/2017,Maryland,72,Purdue,73,-2.5,-2.27,-3.5,-0.91,-4.98,-1.76,-4.38,-3,-4.15,-4,2.45,-4.29,-1.6,0,,-5.54,-2,-3,1,3,-2.5,2.46,-1.41,0.3,-5,-3.2
02/04/2017,Mercer,62,Wofford,65,3.5,3.72,2.83,3.41,2.42,3.27,4.85,4,2.65,5,0.73,3.58,4,0,,4.02,,,,4,3.5,3.88,4.6,3.11,4,4.1
02/04/2017,Miami-Ohio,62,Kent St.,66,-4,-4.55,-4.9,-4.26,-5.43,-4.34,-5.99,-5,-4.45,-5,1.46,-6.62,-3.2,0,,-6.34,,,,-6,-3.9,-0.35,-4.54,-3.45,-4,-4.5
02/04/2017,Michigan,66,Ohio St.,70,9.5,7.19,6.76,6.92,6.69,6.84,8.01,8,7.24,11,1.76,5.07,8.7,0,,8.56,7,8,2,7,7.8,9.38,6.59,7.07,6,7.2
02/04/2017,Mississippi St.,64,Tennessee,59,-3.5,-2.69,-2.24,-2.23,-2.53,-1.93,-4.81,-3,-3.09,-3,1.47,-3.81,-2.6,0,,-1.35,-4,-1,-6,-2,-0.3,-3.3,-3.88,-1.53,-4,-0.3
02/04/2017,Missouri,83,Arkansas,78,-8,-8.5,-9.93,-12.13,-8.58,-11.41,-10.58,-7.5,-8.85,-9,3.17,-10.43,-9.1,0,,-9.6,-6,-4,-3,-4,-6.6,-4.32,-11.42,-15.51,-8,-7.5
02/04/2017,Montana,90,Montana St.,84,6,5.35,5.95,5.82,5.89,6.02,4.29,5.5,6.54,5,1.52,5.33,6.9,0,,7.99,,,,3,5.2,2.07,4.45,5.07,4,7.5
02/04/2017,NC Charlotte,95,Florida International,80,5,6.91,7.41,9.19,6.26,8.74,7.15,6.5,5.97,4,2.2,7.33,10.2,0,,8.9,,,,5,6.2,1.88,7.29,10.2,5,6.8
02/04/2017,NC Wilmington,108,Delaware,80,21,20.2,19.5,19.23,19.85,19.17,17.31,21,22.22,21,2.94,21.41,18.8,0,,23.03,,,,16,18.5,16.28,21.65,28.72,20,20.8
02/04/2017,New Mexico,68,San Jose St.,78,10.5,11.87,11.72,12.11,11.3,12.2,10.75,10,11.98,12,1.6,10.31,11.2,0,,16.42,,,,11,10.3,12.41,10.94,14.53,10,12.6
02/04/2017,North Carolina,,Notre Dame,10.5,10.5,8.47,8.22,7.41,8.68,7.76,7.65,,,9,1.69,8.25,8.3,0,,,9,8,9,5,10,,7.25,12.89,7,10.6
02/04/2017,North Carolina St.,79,Miami-Florida,84,-2.5,-0.88,-1.94,-1.37,-2.51,-1.34,-1.09,-1,-1.87,-2,1.41,-1.44,3.2,0,,0.22,-1,-1,1,1,-1.7,-0.39,-0.75,-3.04,-1,-0.5
02/04/2017,North Dakota,87,Northern Colorado,77,8.5,8.21,7.42,7.97,7.02,7.86,4.25,8.5,9.38,11,2.82,6.52,10.2,0,,11.43,,,,3,7.4,8.56,7.31,15.19,6,9.1
02/04/2017,North Dakota St.,66,South Dakota,76,6.5,5.47,5.27,5.13,5.26,5.29,2.66,5.5,6,7,1.41,4.13,4.6,0,,7.93,,,,4,4.8,5.3,5.29,7.46,5,7.8
02/04/2017,North Texas,80,Rice,95,-8.5,-7.15,-7.46,-7.99,-7.46,-7.49,-6.79,-7.5,-7.3,-9,1.95,-8.95,-6.7,0,,-7.01,,,,-4,-5.7,-3.64,-8.54,-11.93,-6,-5.6
02/04/2017,Northern Illinois,81,Eastern Michigan,69,0,0.13,-0.19,0.36,-0.59,0.23,0.49,1,-0.29,-3,2.18,-1.39,-1.8,0,,-2.02,,,,5,1.2,5.27,-1.26,-0.26,1,-0.6
