date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
12/03/2016,Bradley,69,Nevada,91,-6,-11.87,-11.63,-11.88,-11.52,-11.82,-14.43,-7,-9.31,-13,4.17,-14.96,-9.3,0,,-5.96,,,,-23,-9.1,,-8.36,,,
12/03/2016,Butler,82,Central Arkansas,58,30,31.89,30.18,31.2,29.66,31.07,32.46,29,29.2,31,8.11,36.56,22.9,0,,23.57,,,,55,28.2,,33.52,,,
12/03/2016,CS Northridge,79,Idaho St.,76,8,6.84,7.41,7.45,7.35,7.53,9.96,7,10.4,4,3.74,6.87,10.2,0,,7.63,,,,-3,10.2,,2.95,,,
12/03/2016,Cal St. Fullerton,78,Pacific,77,-4,-7.3,-6.97,-8.11,-6.53,-7.7,-11.74,-4,-4.92,-5,2.7,-12.19,-7.4,0,,-2.88,,,,-10,-5.1,,-6.42,,,
12/03/2016,California,83,Alcorn St.,59,26,27.9,27.11,27.04,27.07,27.19,32.25,26.5,26.04,26,5.01,32.12,21.9,0,,23.56,,,,41,20.8,,30.62,,,
12/03/2016,Chattanooga,79,Louisiana-Monroe,52,13.5,13.83,13.68,14.88,13.1,14.66,15.14,14,15.48,10,3.59,13.97,10.8,0,,15.4,,,,24,9.4,,9.3,,,
12/03/2016,Colorado St.,67,Wichita St.,82,-11.5,-8.72,-9.03,-4.81,-12.05,-5.3,-18.63,-9.5,-11.18,-11,5.18,-11.3,-9.1,0,,-9.13,,,,2,-6.4,,-7.49,,,
12/03/2016,Creighton,82,Akron,70,12.5,14.5,14.24,16.04,13.33,15.8,17.8,14,13.62,10,2.72,19.86,16.4,0,,11.52,,,,18,8,,13.95,,,
12/03/2016,Drake,76,Fresno St.,78,0,-3.99,-3.87,-6.21,-2.57,-6.31,-3.76,-2,-2.83,-5,4.03,3.44,-7.1,0,,-0.01,,,,-13,0.3,,-4.93,,,
12/03/2016,Duke,94,Maine,55,38.5,37.07,37.84,38.74,37.25,39.02,39.68,37,33.42,33,7.24,37.57,24.4,0,,38.07,,,,55,28.5,,39.45,,,
12/03/2016,Eastern Kentucky,89,Marshall,80,-3.5,-3.19,-2.09,-3.59,-1.28,-3.51,-4.4,-2.5,-4.24,0.01,3.9,-3.37,-4.6,0,,-2.17,,,,-15,3.2,,-0.39,,,
12/03/2016,Evansville,72,Boise St.,67,1,-0.46,-2.74,-2.5,-2.88,-2.57,-0.14,0,0.88,1,4.02,-0.98,6.8,0,,1.24,,,,-10,2,,3.85,,,
12/03/2016,Florida Atlantic,80,Hofstra,88,0,1.7,1.49,-1.38,3.27,-1.41,2.08,-1,2.04,-2,3.66,7.72,-2.2,0,,2.37,,,,8,4.2,,-2.09,,,
12/03/2016,George Mason,79,Mercer,68,2.5,1.08,2.08,2.81,1.61,2.83,3.13,2.5,0.98,3,2.16,-0.45,-2.2,0,,1.29,,,,-3,-1.2,,3.12,,,
12/03/2016,George Washington,68,South Florida,67,9.5,9.9,9.74,8.3,10.61,8.43,14.45,10.5,10.28,17,6.27,12.25,14.9,0,,8.41,,,,-7,6.9,,14.38,,,
12/03/2016,Harvard,64,Fordham,52,4.5,0.43,1.74,-0.65,3,-0.36,4.25,6,3.63,6,6.62,2.06,1.2,0,,4.83,,,,-18,-2.5,,0.43,,,
12/03/2016,IPFW,87,Miami-Ohio,71,12.5,13.13,13.8,14.32,13.57,14.21,12.8,11.5,13.37,15,1.41,13.43,11.1,0,,13.67,,,,16,8.6,,10.76,,,
12/03/2016,Idaho,68,UC Davis,66,6.5,5.05,3.17,2.38,3.67,2.41,6.25,6,4.94,7,2.11,4.93,8.4,0,,5.78,,,,2,9.1,,5.61,,,
12/03/2016,Illinois,64,VA Commonwealth,46,-6.5,-6.8,-7.79,-8.17,-7.61,-8.1,-11.76,-6,-3.87,-6,2.05,-6.61,-6.9,1,,-4.03,,,,-5,,,-5.78,,,
12/03/2016,Illinois St.,79,New Mexico,74,8,5.28,6.12,4.52,7.04,4.63,4.07,8,6.61,5,2.78,6,0.8,0,,4.14,,,,12,2.1,,5.55,,,
12/03/2016,Iowa,89,Nebraska Omaha,98,11,11.11,8.95,8.83,8.88,9.09,7.62,9,11.01,14,3.38,11.68,13.9,0,,6.36,,,,19,8.9,,16.17,,,
12/03/2016,Kansas,89,Stanford,74,18,15.2,14.51,13.78,14.82,14,16.46,16,17.06,19,1.9,14.43,14.1,0,,19.52,,,,12,7.8,,20.14,,,
12/03/2016,Kentucky,92,UCLA,97,11,9.05,7.78,7.43,7.97,7.53,9.22,8.5,10.34,14,2.76,2.9,10.9,0,,10.06,,,,7,8.4,,14.1,,,
12/03/2016,Loyola-Chicago,65,San Diego St.,59,-6,-4.09,-5.81,-8.73,-4.15,-8.77,-10.76,-5,-5.94,-2,3.1,-4.8,-4,0,,-0.1,,,,0,4.8,,-2.92,,,
12/03/2016,Maryland,71,Oklahoma St.,70,-1,-0.38,-2.32,-0.73,-3.28,-0.61,-6.17,2.5,1.41,8,4.64,-4.42,3.7,0,,3.75,,,,-8,-0.4,,4.14,,,
12/03/2016,Massachusetts,62,Central Florida,65,-4,-2.49,-3.23,-0.9,-4.75,-0.82,-5.58,-2.5,-3.64,2,3.62,-10.38,2.7,0,,-1.52,,,,-2,-5.8,,1.55,,,
12/03/2016,Miami-Florida,74,Wofford,57,19,21.32,19.74,20.03,19.81,19.94,21.19,17.5,21.07,19,3.46,24.8,23.4,1,,10.38,,,,30,,,26.45,,,
12/03/2016,Michigan St.,80,Oral Roberts,76,21,25.35,26.48,26.95,26.23,26.89,25.93,21,22,30,3.28,27.18,22.6,0,,20.89,,,,32,15.6,,26.8,,,
12/03/2016,Minnesota,56,Vanderbilt,52,2,2.91,3.15,3.84,2.99,3.43,1.95,2.5,1.44,-7,5.61,7.3,4.3,1,,0,,,,17,,,-3.44,,,
12/03/2016,Mississippi,85,Memphis,77,4.5,1.86,1.17,1.99,0.68,2.04,3.63,-1,4.63,1,3.35,-1.25,5.1,0,,7.58,,,,-7,2.6,,2.05,,,
12/03/2016,Missouri,59,Western Kentucky,56,6.5,9.9,11.34,7.47,13.89,7.49,18.77,7.5,4.34,10,4.57,18,9.7,0,,1.55,,,,8,10.8,,7.36,,,
12/03/2016,Montana,75,Wisconsin-Milwaukee,69,8,5.79,5.88,3.09,7.39,3.43,9.28,9,9.84,3,3.49,5.99,5.4,0,,14.94,,,,-2,5.3,,3.68,,,
12/03/2016,Murray St.,86,Detroit,76,15,13.92,14.99,13.51,16,13.39,8.84,14.5,17.24,14,3.11,20.48,10.7,0,,11,,,,16,,,10.86,,,
12/03/2016,NC Charlotte,69,Oregon St.,66,6.5,7.61,6.02,7.36,5.52,6.82,8.52,8,5.24,2,5.92,12.73,3.9,0,,7.03,,,,24,,,2.13,,,
12/03/2016,Nebraska,73,South Dakota,61,13.5,14.87,12.89,11.99,13.41,12.06,17.14,13,12.74,14,3.87,18.17,15,0,,10.15,,,,25,15.3,,15.46,,,
12/03/2016,North Texas,61,Texas Arlington,77,-12.5,-9.86,-11.74,-12.03,-11.73,-11.83,-9.78,-12,-12.07,-8,1.96,-13.92,-7.2,0,,-6.64,,,,-11,-2.3,,-10,,,
12/03/2016,Northern Arizona,65,San Diego,80,3,-2.07,-1.08,-0.4,-1.45,-0.49,-6.61,1.5,-1.24,-3,3.11,-9.44,-2.9,0,,7.69,,,,-4,-2.5,,-1.47,,,
12/03/2016,Northwestern,80,DePaul,64,13.5,16.28,15.59,14.33,16.39,14.3,21.51,14,16.75,18,3.31,18.39,12,0,,11.31,,,,23,14.1,,15.97,,,
12/03/2016,Oakland,78,Southern Utah,68,19,23.76,23.51,24.81,22.96,24.77,25.26,18.5,20.23,22,5.62,25.98,21.5,0,,18.18,,,,40,14.6,,25.06,,,
12/03/2016,Oregon,128,Savannah St.,59,35,32.09,31.97,33.79,30.97,33.81,32.27,34,34.34,35,2.78,32.11,26.9,0,,34.44,,,,27,26.6,,37.93,,,
12/03/2016,Penn St.,72,Wright St.,50,10,7,7.3,6.44,7.76,6.55,11.54,9,8.68,2,2.82,6.49,8,0,,9.28,,,,2,,,7.93,,,
12/03/2016,Pepperdine,77,Belmont,85,-3.5,-0.61,-1.85,-1.03,-2.51,-0.8,-6.51,-2,2.37,1,4.04,-5.54,2.8,0,,-4.01,,,,8,0.3,,-0.14,,,
12/03/2016,Portland,63,Colorado,76,-5,-3.94,-2.41,-1.55,-2.75,-1.9,-2.31,-3.5,-7.13,-5,4.02,-0.05,-8.5,0,,-1.92,,,,-14,1.1,,-4.78,,,
12/03/2016,Providence,63,Rhode Island,60,-3.5,2.65,1.09,1.57,0.86,1.46,-1.81,0,-1.02,6,2.62,3.54,5.3,0,,0.83,,,,5,3.7,,7.88,,,
12/03/2016,Purdue,90,Morehead St.,56,20,21.9,24.25,25.05,23.81,24.99,24.89,20,19.52,19,2.74,25.53,18.6,0,,18.25,,,,22,19.6,,19.2,,,
12/03/2016,Richmond,67,Wake Forest,75,-2,-4.45,-4.56,-4.25,-4.89,-4.02,-6.4,-1,-2.73,1,3.68,-11.86,-3.2,0,,-0.2,,,,-10,-5,,-1.77,,,
12/03/2016,Saint Louis,53,Kansas St.,84,-13,-13.39,-14.16,-13.73,-14.51,-13.62,-12.98,-12,-13.44,-12,4.7,-14.15,-9.9,0,,-7.22,,,,-28,-6.4,,-13.9,,,
12/03/2016,San Jose St.,55,Santa Clara,40,2.5,3.7,2.99,3.69,2.84,3.22,6.13,4.5,0.95,6,3,7.34,-3,0,,-2.4,,,,7,10.3,,2.99,,,
12/03/2016,Siena,80,Fairfield,73,8.5,2.92,2.18,0.25,3.15,0.61,3.79,7.5,7.62,6,4.21,3.66,6.4,0,,5.02,,,,-7,2,,4.24,,,
12/03/2016,South Alabama,55,Middle Tenn St.,67,-3.5,-3.28,-2.77,-3.87,-2.17,-3.84,-5.69,-3,-1.43,-3,1.9,-4.85,-5.7,0,,0.51,,,,-8,2.4,,-4.25,,,
12/03/2016,St. Bonaventure,90,Buffalo,84,10,12.44,10.92,9.1,12.06,9.15,12.65,9.5,10.8,12,6.3,15.18,9.1,0,,7.77,,,,31,14.8,,7.24,,,
12/03/2016,TCU,77,Arkansas St.,54,13.5,10.94,10.26,10.14,10.22,10.34,13.47,12.5,13.74,10,2.65,11.47,12.5,0,,14.11,,,,4,11.5,,10.5,,,
12/03/2016,Temple,70,Pennsylvania,62,9.5,11.28,9.37,10.6,8.67,10.51,7.27,8.5,7.56,14,3.99,9.76,13.9,0,,5.86,,,,21,15.2,,12.89,,,
12/03/2016,Tennessee,81,Georgia Tech,58,5,0.42,1.61,0.73,2.11,0.81,2.37,6,7.03,1,5.45,0.56,-1.9,0,,4.7,,,,-14,0.3,,0.2,,,
12/03/2016,Texas Tech,85,Rice,84,12,13.9,12.96,11.85,13.51,12.19,10.66,12.5,14.17,14,2.14,14.44,13.6,0,,12.23,,,,19,15.5,,16.55,,,
12/03/2016,Toledo,77,Wisconsin-Green Bay,78,5.5,4.83,3.72,4.25,3.56,3.97,5.86,5,5.52,5,1.42,6.17,7.9,0,,6.04,,,,3,3.9,,3.88,,,
12/03/2016,Towson,58,Old Dominion,60,2.5,-1.3,-1.17,-1.87,-0.86,-1.67,-5.39,1,2.56,1,2.68,-4.98,-4.5,0,,1.86,,,,1,0.8,,-3.66,,,
12/03/2016,UAB,70,Auburn,74,4,0.73,-1.12,-3.28,-0.05,-2.95,2.15,4,2.59,10,4.26,-5.21,0.4,0,,-0.37,,,,4,-0.1,,3.4,,,
12/03/2016,USC,91,BYU,84,6,5.29,7.31,9.41,6.2,9.05,5.88,6,4.84,4,2.23,3.7,6.7,0,,-1.16,,,,2,,,5.55,,,
12/03/2016,Utah St.,61,Indiana St.,62,5.5,6.5,4.49,5.84,3.66,5.76,2.49,5.5,5.17,8,5.85,4.67,6.5,0,,3.85,,,,24,4.7,,5.33,,,
12/03/2016,Villanova,88,St. Joseph's PA,57,17,21.2,21.48,22.9,20.81,22.8,21.8,20,21.63,20,3.01,24.09,15.7,0,,23.05,,,,28,15,,18.3,,,
12/03/2016,Virginia,57,West Virginia,66,8.5,6.95,5.51,7.33,3.48,7.1,3.73,7.5,5.41,8,2.81,5.7,11.8,0,,1.49,,,,12,9.8,,9.02,,,
12/03/2016,Weber St.,55,Denver,57,9.5,8.19,7.85,7.7,7.98,7.66,10.37,8.5,9.99,10,1.58,5.52,8.7,0,,10.46,,,,11,2,,7.18,,,
12/03/2016,Wisconsin,90,Oklahoma,70,8.5,7.19,9,8.62,9.17,8.74,7.86,8.5,10.9,5,2.92,3.39,6.9,0,,8.24,,,,1,12.8,,1.88,,,
12/03/2016,Wyoming,81,Northern Iowa,73,-2,-2.9,-4.27,-4.31,-4.16,-4.43,-2.47,-3,-1.52,-3,2.71,-6.91,-8.4,0,,0.28,,,,2,3.3,,-3.75,,,
12/04/2016,Charleston,76,Davidson,61,-5,-4.15,-5.34,-4.31,-5.96,-4.31,-8.26,-4,-4.17,-3,1.94,-4.11,-1.9,0,,-2.71,,,,-8,2,,-3.88,,,
12/04/2016,Cincinnati,85,Bowling Green,56,20,21.01,22.57,23.95,21.81,23.91,23.85,20.5,16.28,22,2.25,21.94,20.1,0,,18.53,,,,23,14.6,,20.54,,,
12/04/2016,George Washington,48,Florida St.,67,-10.5,-13.28,-12.92,-12.94,-13.01,-12.8,-9.25,-9,-14.57,-6,8.48,-18.11,-10.7,1,,-8.35,,,,-38,-10.1,,-5.86,,,
12/04/2016,Georgetown,77,Elon,74,10,8.22,10.5,7.67,11.96,8.26,15.09,9.5,11.61,11,7.38,6,9.5,0,,12.99,,,,-13,4.8,,10.46,,,
12/04/2016,Georgia,79,Marquette,89,3.5,0.16,0.83,3.15,-0.97,3.18,-3.74,2,-1.91,2,3.03,-3.22,3,0,,0.59,,,,-5,-0.1,,4.25,,,
12/04/2016,Illinois-Chicago,76,Eastern Illinois,90,4.5,2.83,6.55,6.41,6.62,6.45,2.67,3.5,3.43,1,3.94,4.73,3,0,,0.68,,,,-7,1.2,,1.11,,,
12/04/2016,Indiana,83,SE Missouri St.,55,24,28.13,27.74,28.51,27.2,28.69,27.33,27,25.7,31,4.86,30.74,25.6,0,,23.14,,,,43,12.1,,34.91,,,
12/04/2016,Iona,58,Niagara,74,17,19.24,18.41,19.67,17.77,19.49,20.97,15,15.18,20,5.18,19.23,15.9,0,,14.77,,,,34,15.2,,19.48,,,
12/04/2016,Mississippi St.,82,Georgia St.,60,3.5,0.72,-0.77,0.91,-1.92,1.12,2.55,1,0.68,5,4,-6.67,5.2,0,,3.2,,,,-7,3.2,,3.81,,,
12/04/2016,Monmouth,94,Canisius,88,16,14.53,13.16,13.04,13.2,13.07,14.25,14.5,14.99,14,4.07,16.85,13.3,0,,12.77,,,,27,10.6,,12.66,,,
12/04/2016,Quinnipiac,77,Marist,63,2.5,2.42,1.73,-0.41,3.02,-0.19,4.05,2,-0.11,6,2.02,3.48,3.2,0,,2.65,,,,1,5.4,,1.59,,,
12/04/2016,Samford,81,Jacksonville St.,77,5,6.17,5.22,4.27,5.71,4.46,8.48,5.5,5.3,7,2.74,,,0,,3.68,,,,13,4.6,,,,,
12/04/2016,South Carolina,70,Florida International,54,20.5,26.65,26.06,28.17,25.05,27.82,33.38,21.5,19.67,23,8.14,35,22,0,,15.18,,,,48,19.2,,23.91,,,
12/04/2016,St. Peter's,84,Manhattan,70,7.5,6.57,6.14,4.95,6.86,5.03,11.23,7.5,5.63,7,2.44,6.03,1.6,0,,6.74,,,,9,11.6,,3.64,,,
12/05/2016,Iowa,95,Stetson,68,20,17.03,17.15,15.11,18.19,15.54,20.53,17,20.39,21,2.41,15.84,14.4,0,,16.35,,,,15,10.5,,21.39,,,
12/05/2016,Iowa St.,91,Nebraska Omaha,47,18.5,20.07,19.5,18.94,19.8,19.14,20.67,17,17.89,21,5.22,22.9,14.9,0,,15.48,,,,35,15.9,,19.79,,,
12/05/2016,Loyola Marymount,79,Boise St.,80,2,-1.95,-1.51,-1.27,-1.63,-1.37,-0.11,0,-1.19,-6,2.3,-3.99,-2.2,0,,1.34,,,,-7,3.2,,-3.64,,,
12/05/2016,Montana St.,78,Wisconsin-Milwaukee,83,8,8.13,8.48,6.46,9.69,6.52,11.05,9,6.08,1,3.56,14.99,8.3,0,,10.2,,,,11,9.5,,2.43,,,
12/05/2016,Rider,71,Siena,69,-5,-0.51,-0.02,0.52,-0.27,0.38,-4.12,-4.5,1.73,-1,2.25,-2.84,-3.9,0,,3.05,,,,1,0.8,,-1.92,,,
12/05/2016,St. John's,76,CS Northridge,70,12.5,11.26,10.61,7.46,12.49,7.73,8.7,12,12.07,13,3.74,10.52,9.1,0,,11.41,,,,21,9.3,,12.97,,,
12/05/2016,Syracuse,50,Connecticut,52,8.5,11.17,10.78,10.86,10.96,10.6,13.1,8.5,9.32,8,4.25,16.77,8,1,,7.66,,,,22,,,5.99,,,
12/06/2016,Arizona,79,UC Irvine,57,15.5,15.91,16.01,16.84,15.6,16.72,16.18,17,17.8,14,2.62,17.27,18.9,0,,18.08,,,,9,13.7,,16.7,,,
12/06/2016,Arizona St.,64,Purdue,97,-11.5,-12.58,-15.01,-14.08,-15.56,-14.16,-16.59,-11.5,-9.47,-17,5.34,-12.49,-9.7,1,,-16.68,,,,2,,,-12.23,,,
12/06/2016,Arkansas,84,Houston,72,5.5,3.53,2.51,4.73,0.77,4.67,2.2,5,4.72,3,1.87,2.73,7.8,0,,2.98,,,,4,-0.5,,6.27,,,
12/06/2016,Ball St.,80,Bradley,63,8,7.91,6.49,5.81,6.83,5.95,7.55,8.5,9.26,15,2.63,6.23,9.4,0,,9.36,,,,9,4.4,,7.53,,,
12/06/2016,California,62,Princeton,51,1.5,4.69,4.93,6.13,4.25,6.03,-0.76,0,2.24,3,3.63,9.82,5.5,1,,-0.83,,,,11,,,5.02,,,
12/06/2016,Central Michigan,107,Wisconsin-Green Bay,97,5,5.97,3.44,4.19,3.24,3.76,6.73,5.5,3.08,7,2.86,4.14,5.5,0,,7.18,,,,13,12.6,,3.76,,,
12/06/2016,Chattanooga,96,Marshall,85,12.5,7.99,7.61,6.74,8.15,6.72,9.49,9,9.43,11,1.91,6.54,7,0,,7.29,,,,4,10.7,,9.17,,,
12/06/2016,Duke,84,Florida,74,7.5,3.55,3.57,3.03,3.81,3.19,6.86,5.5,4.58,1,2.67,2.02,5.6,1,,9.87,,,,-3,,,2.06,,,
12/06/2016,Evansville,69,Bowling Green,66,6.5,8.4,6.55,7.69,6.02,7.45,7.97,6,5.8,14,2.68,7.98,10.5,0,,6.66,,,,4,11.4,,13.18,,,
12/06/2016,Florida St.,98,Southern Miss,49,24.5,28.41,29.81,29.81,29.89,29.7,27.46,27,27.05,29,4.21,41.07,24.4,0,,17.32,,,,30,22,,31.85,,,
12/06/2016,Harvard,86,Northeastern,80,2.5,3.81,3.99,2.95,4.5,3.14,6.09,5.5,2.11,3,2.07,7.39,8,0,,4.39,,,,2,0.7,,1.29,,,
12/06/2016,Hawaii,57,Seton Hall,68,-11.5,-11.2,-13.17,-13.29,-13.08,-13.35,-13.4,-11,-11.3,-9,1.78,-11.81,-8.4,1,,-8.3,,,,-11,,,-8.33,,,
12/06/2016,Hofstra,75,St. Bonaventure,81,-6,-7.6,-9.12,-7.27,-10.31,-7.29,-13.72,-4.5,-5.49,-5,3.73,-15.97,-6,0,,0.11,,,,-11,-2.6,,-5.16,,,
12/06/2016,Illinois,85,IUPUI,77,12.5,11.99,10.08,11,9.54,10.94,6.54,12,11.33,13,3.02,12.16,10.5,0,,10.54,,,,19,17.5,,13.73,,,
12/06/2016,Marquette,84,Fresno St.,81,19,16.98,17.32,15.48,18.83,15.27,24.76,17,17.22,14,4.57,25.92,13,0,,15.64,,,,11,19.7,,12.55,,,
12/06/2016,Michigan,53,Texas,50,9.5,10.1,9.94,10.69,9.74,10.29,11.92,10.5,10.16,8,1.68,11.83,8.3,0,,9.84,,,,14,9.4,,7.16,,,
12/06/2016,Michigan St.,77,Youngstown St.,57,17,20.73,21.58,21.73,21.37,21.96,22.45,16.5,20.52,26,2.58,19.26,18.6,0,,19.72,,,,18,12.2,,26.06,,,
12/06/2016,Minnesota,74,NJIT,68,18,17.08,18.66,19.26,18.4,19.11,20.24,16,16.64,7,4.51,24.72,15.3,0,,13.38,,,,22,12.2,,15.18,,,
12/06/2016,Missouri,81,Miami-Ohio,55,10,10.54,11.91,9.82,13.16,9.94,13.21,9.5,10.06,10,1.33,10.41,10.3,0,,10.19,,,,11,7.1,,9.98,,,
12/06/2016,Notre Dame,87,IPFW,72,13.5,15.83,16.68,15.43,17.4,15.53,19.97,14,16.35,16,2.09,15.57,13.6,0,,13.8,,,,12,16.1,,17.35,,,
12/06/2016,Ohio St.,77,Florida Atlantic,79,20.5,22.11,23.42,25.26,22.42,25.18,24.11,20.5,19.23,20,2.32,25.37,22.1,0,,21.62,,,,20,17.3,,21.42,,,
12/06/2016,Providence,95,Brown,57,13.5,16.68,17.07,17.6,16.78,17.59,16.45,15,13.84,21,2.89,18.24,18.9,0,,13.15,,,,10,14.2,,22.04,,,
12/06/2016,Rhode Island,51,Old Dominion,39,9,8.82,9.42,8.51,9.87,8.69,9.58,10,12.12,6,1.98,11.92,8.2,0,,9.98,,,,6,8.5,,5.86,,,
12/06/2016,Utah,87,Utah Valley,80,16.5,14.45,12.48,10.62,13.33,11.11,19.1,16,19.97,19,3.63,9.72,12.8,0,,12.22,,,,15,15.6,,16.87,,,
12/06/2016,Villanova,89,La Salle,79,17.5,17.96,17.28,17.34,17.27,17.42,22.88,17,14.3,26,4.29,19.28,13.9,1,,18.89,,,,10,,,20.98,,,
12/06/2016,Virginia,76,East Carolina,53,21,22.42,23.45,21.38,24.83,21.62,27.8,20,23.41,27,4.48,24.28,23.9,0,,14.15,,,,11,20.3,,28.34,,,
12/06/2016,Wake Forest,91,NC Charlotte,74,14,13.76,14.22,13.23,14.85,13.23,16,14,13.45,16,1.92,17.98,12.5,0,,13.96,,,,11,9.7,,12.81,,,
12/06/2016,Wichita St.,75,Saint Louis,45,26,27.08,29.67,27.16,31.73,27.23,35.72,27,25.65,31,5.77,32.85,21,0,,20.98,,,,15,25,,29.11,,,
12/07/2016,BYU,77,Weber St.,66,13,13.13,12.79,12.24,13.16,12.35,16.75,13.5,13.09,13,1.8,17.13,15.3,0,,9.03,,,,14,10.6,11.28,13.06,,,
12/07/2016,Boston College,66,Harvard,74,-1.5,3.16,1.14,1.9,0.75,1.77,1.74,-1.5,3.81,2,3.11,0.36,0.3,0,,2.84,,,,10,7.9,6.58,3.11,,,
12/07/2016,California,57,Seton Hall,60,1,0.19,0.37,0.7,0.2,0.65,1.63,-1,0.6,1,1,0.44,-1.3,1,,-0.59,,,,0,,2.37,-3.6,,,
12/07/2016,Cleveland St.,85,Western Michigan,62,-2.5,-0.31,-0.02,2.06,-1.14,1.87,-5.06,-1.5,-2.83,-3,3.26,-3.52,-1.3,0,,4.72,,,,7,,-3.05,0.3,,,
12/07/2016,Colorado,68,Xavier,66,-2,-1.7,-3.31,-4.34,-2.76,-4.24,-5.35,-1,-1.33,-2,2.07,-3.17,-2.5,0,,1.29,,,,2,5,0.26,-3.4,,,
12/07/2016,Gonzaga,98,Washington,71,14,15.89,15.71,18.29,14.41,17.88,14.96,15.5,16.53,14,2.28,19.08,18,0,,12.27,,,,18,15.4,11.23,16.76,,,
12/07/2016,Hawaii,62,Princeton,75,-10,-5.07,-6.99,-6.54,-7.2,-6.7,-12.08,-9,-10.52,-5,3.93,-2.43,-3.7,1,,-3.58,,,,3,,-5.98,1.77,,,
12/07/2016,Indiana St.,72,Butler,71,-10,-10.37,-10.2,-12.03,-9.19,-11.8,-10.14,-9,-11.96,-10,1.52,-12.95,-10.2,0,,-5.38,,,,-13,-10.1,-8.65,-9.63,,,
12/07/2016,Kent St.,100,Niagara,72,9.5,11.22,9.23,8.32,9.6,8.66,7.83,9,13.49,11,3.17,10.19,9.9,0,,10.99,,,,18,14.4,15.66,9.87,,,
12/07/2016,Kentucky,87,Valparaiso,63,20,18.03,17.26,13.53,19.32,13.85,22.7,18.5,20.68,19,3.29,22.43,14.9,0,,23.72,,,,14,14.4,19.89,16.67,,,
12/07/2016,Long Beach St.,75,Pepperdine,66,7.5,3.15,4.31,3.14,5.04,3.17,1.13,6,4.85,7,2.37,3.43,1.5,0,,7.11,,,,0,-2.2,-0.62,6.22,,,
12/07/2016,Louisville,74,Southern Illinois,51,21.5,21.36,21.43,20.67,21.86,20.74,28.23,22,21.06,23,3,22.96,21.9,0,,19.65,,,,15,20.6,19.23,22.7,,,
12/07/2016,Loyola-Chicago,77,Wright St.,64,7.5,8.04,7.57,5.71,8.79,5.62,5.88,7.5,5.96,7,2.5,10.65,4.8,0,,8.8,,,,12,10.5,11.8,7.46,,,
12/07/2016,Montana,81,San Jose St.,62,5.5,1.44,1.75,0.9,2.02,1.29,-0.53,4.5,5.97,6,3.94,-2.96,3.2,0,,10.5,,,,-7,-2.7,-3.49,5.15,,,
12/07/2016,Nebraska,62,Creighton,77,-4,-4.87,-6.55,-7.89,-5.92,-7.75,-7.8,-6,-4.38,-4,1.88,-5.18,-5.3,0,,-4.95,,,,-2,-0.7,-3.17,-2.66,,,
12/07/2016,New Mexico,78,UTEP,77,11.5,14.79,15.58,16.35,15.28,16.08,14.67,12.5,15.42,11,2.72,20.68,11,0,,11.6,,,,15,12.9,17.73,13.8,,,
12/07/2016,North Carolina,83,Davidson,74,16.5,17.79,18.39,17.73,18.83,17.79,17.29,15.5,19.61,24,3,18.23,14.7,0,,15.75,,,,12,17.2,14.83,22.66,,,
12/07/2016,North Dakota St.,56,North Dakota,74,5.5,6.03,7.27,8.35,6.6,8.37,1.49,6.5,5.38,1,2.84,8.83,9.1,0,,5.89,,,,9,2,3.99,7.09,,,
12/07/2016,Northern Iowa,86,South Dakota St.,58,9.5,10.81,11.44,11.18,11.67,11.07,13.22,9.5,10.84,8,2.56,14.4,12.9,0,,11.33,,,,7,11.2,5.88,11.22,,,
12/07/2016,Northern Kentucky,80,Eastern Illinois,70,7,3.95,4.97,4.69,5.17,4.65,4.21,4.5,4.46,6,3.17,4.82,8.6,0,,2.31,,,,-5,3.5,3.31,3.65,,,
12/07/2016,Oklahoma,92,Oral Roberts,66,20.5,21.84,21.79,23.18,21.09,23.04,21.54,21.5,19.45,23,1.46,23.57,21,0,,18.49,,,,25,16.3,22.16,26.19,,,
12/07/2016,Penn St.,66,George Mason,85,9,9.44,9.04,8.03,9.61,8.13,10.66,9,9.97,11,1.32,10.13,10.7,0,,10.2,,,,12,4.7,7.73,10.22,,,
12/07/2016,Pittsburgh,84,Buffalo,79,12.5,11.63,9.68,9.68,9.68,9.69,14.07,13,11.34,13,2.71,11.61,12.5,0,,11.27,,,,19,10.1,10.25,10.96,,,
12/07/2016,SE Missouri St.,71,SW Missouri St.,79,-9,-7.27,-7.92,-6.97,-8.38,-7.22,-2.52,-8.5,-8.09,-6,1.94,-9.24,-8.9,0,,-7.26,,,,-10,-7.8,-8.31,-3.15,,,
12/07/2016,SMU,74,TCU,59,2.5,1.33,0.91,-0.19,1.34,0.25,0.06,4.5,3.59,9,3.57,-4.41,-0.6,0,,3.06,,,,-3,4.7,-1.62,5.47,,,
12/07/2016,San Diego,82,Cal St. Fullerton,75,1,6.59,5.41,5.69,5.44,5.38,10.24,4.5,1.62,8,2.75,11.58,8.4,0,,5.02,,,,9,1.4,6.21,8.82,,,
