"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","linepom","linemoore","linemass","linegreen","linedunk","lineargh","linesauce","linemarkov","linerpi"
"12/23/2003","Delaware",".","Siena",".",3.0,5.59,7.43,9.69,5.30,4.87,2.89,4.67,6.36,3.5,".",".",".","."
"12/23/2003","George Mason",".","St. Bonaventure",".",10.0,13.68,12.24,12.37,12.12,16.96,12.91,17.50,16.73,8.6,".",".",".","."
"12/23/2003","Hofstra",".","St. Peter's",".",6.5,2.63,2.25,-1.50,5.88,1.19,7.39,-1.13,0.93,6.0,".",".",".","."
"12/23/2003","LSU",".","Tulane",".",17.5,15.38,13.51,16.73,11.57,16.76,17.51,16.42,14.07,16.5,".",".",".","."
"12/23/2003","Colorado",".","Utah",".",9.0,8.09,7.84,9.30,6.48,7.64,8.16,12.66,8.26,4.4,".",".",".","."
"12/23/2003","Ball St.",".","Western Kentucky",".",4.0,1.34,4.97,8.45,1.78,1.48,-1.69,0.61,2.12,-7.0,".",".",".","."
"12/23/2003","Virginia Tech",".","William & Mary",".",7.5,7.65,6.04,6.62,5.53,6.45,12.40,7.58,5.99,10.6,".",".",".","."
"12/23/2003","Iowa St.",".","Xavier",".",2.0,7.51,7.79,7.16,8.39,8.88,3.32,9.45,6.53,8.6,".",".",".","."
"12/23/2003","Middle Tenn St.",70,"Austin Peay",56,-2.5,2.64,4.69,9.91,-0.42,-0.68,4.14,-0.76,-0.85,5.1,".",".",".","."
"12/23/2003","Utah St.",76,"BYU",74,-2.5,-5.48,-3.15,-0.79,-5.50,-7.84,-8.46,-8.24,-5.64,-4.2,".",".",".","."
"12/23/2003","Loyola-Chicago",90,"Central Michigan",83,5.5,5.37,6.43,5.11,8.07,5.98,2.30,6.10,6.28,2.7,".",".",".","."
"12/23/2003","Cincinnati",82,"Dayton",53,9.5,12.71,9.16,1.50,15.24,18.89,11.92,18.58,16.30,10.1,".",".",".","."
"12/23/2003","Ohio St.",69,"Eastern Illinois",50,15.0,18.98,18.90,26.22,14.20,19.34,18.91,20.01,19.04,15.2,".",".",".","."
"12/23/2003","Kentucky",101,"Eastern Kentucky",72,27.5,29.93,25.68,32.28,21.59,28.13,43.55,30.08,22.63,35.5,".",".",".","."
"12/23/2003","Iona",73,"Fordham",65,9.0,1.04,-1.32,-2.85,0.19,-0.45,6.42,2.14,0.91,3.3,".",".",".","."
"12/23/2003","Fairfield",75,"George Washington",67,0.0,1.47,1.24,0.31,2.16,2.81,0.53,-1.09,1.33,4.5,".",".",".","."
"12/23/2003","Missouri",70,"Illinois",71,1.0,-0.59,0.96,8.49,-5.16,-1.43,-2.27,-4.01,0.48,-1.8,".",".",".","."
"12/23/2003","Wisconsin-Milwaukee",78,"Illinois-Chicago",62,1.0,2.56,1.72,1.30,2.12,2.75,6.32,1.74,2.11,2.4,".",".",".","."
"12/23/2003","UAB",79,"Louisiana Tech",67,15.0,15.03,12.83,13.68,11.97,13.47,22.21,17.90,13.08,15.1,".",".",".","."
"12/23/2003","Long Beach St.",71,"Loyola Marymount",68,-5.5,-6.83,-7.28,-9.57,-5.20,-4.96,-7.27,-6.63,-5.44,-8.3,".",".",".","."
"12/23/2003","Georgia Tech",90,"Marist",40,26.0,33.69,29.90,32.96,29.59,36.32,33.00,42.61,34.43,30.7,".",".",".","."
"12/23/2003","Indiana",77,"Morehead St.",57,12.0,14.72,12.02,15.72,9.20,15.49,19.45,18.12,12.88,14.9,".",".",".","."
"12/23/2003","Rhode Island",96,"NC Charlotte",90,3.5,6.22,6.94,8.63,5.41,7.15,5.08,3.14,5.41,8.0,".",".",".","."
"12/23/2003","Maryland",85,"NC Greensboro",58,21.0,23.45,20.57,20.27,21.34,22.55,29.83,26.55,18.69,27.8,".",".",".","."
"12/23/2003","San Francisco",73,"Pacific",72,5.0,5.48,5.40,8.60,2.38,3.89,9.10,4.10,3.38,7.0,".",".",".","."
"12/23/2003","Richmond",56,"Providence",57,-1.0,-1.69,-0.46,-1.36,0.33,-1.46,-4.58,-1.17,-0.94,-3.9,".",".",".","."
"12/23/2003","Delaware",85,"Siena",59,3.0,5.59,7.43,9.69,5.30,4.87,2.89,4.67,6.36,3.5,".",".",".","."
"12/23/2003","George Mason",69,"St. Bonaventure",55,10.0,13.68,12.24,12.37,12.12,16.96,12.91,17.50,16.73,8.6,".",".",".","."
"12/23/2003","Hofstra",87,"St. Peter's",77,6.5,2.63,2.25,-1.50,5.88,1.19,7.39,-1.13,0.93,6.0,".",".",".","."
"12/23/2003","LSU",67,"Tulane",48,17.5,15.38,13.51,16.73,11.57,16.76,17.51,16.42,14.07,16.5,".",".",".","."
"12/23/2003","Colorado",57,"Utah",77,9.0,8.09,7.84,9.30,6.48,7.64,8.16,12.66,8.26,4.4,".",".",".","."
"12/23/2003","Ball St.",69,"Western Kentucky",78,4.0,1.34,4.97,8.45,1.78,1.48,-1.69,0.61,2.12,-7.0,".",".",".","."
"12/23/2003","Virginia Tech",80,"William & Mary",54,7.5,7.65,6.04,6.62,5.53,6.45,12.40,7.58,5.99,10.6,".",".",".","."
"12/23/2003","Iowa St.",68,"Xavier",61,2.0,7.51,7.79,7.16,8.39,8.88,3.32,9.45,6.53,8.6,".",".",".","."
"12/27/2003","Saint Louis",72,"Butler",54,6.0,5.16,6.21,3.67,8.71,4.31,5.70,4.99,4.12,3.6,".",".",".","."
"12/27/2003","California",85,"Columbia",66,23.5,18.33,14.18,15.64,13.29,16.00,27.50,21.04,14.60,24.4,".",".",".","."
"12/27/2003","Seton Hall",76,"DePaul",62,10.5,12.79,11.39,8.66,15.09,17.03,11.09,16.64,13.72,8.7,".",".",".","."
"12/27/2003","Virginia Tech",67,"East Carolina",74,-3.0,0.84,2.48,3.46,1.37,-1.51,2.54,-1.33,-2.73,2.4,".",".",".","."
"12/27/2003","Florida",109,"Eastern Kentucky",63,26.0,24.81,21.25,25.38,19.87,23.22,32.82,27.31,20.95,27.7,".",".",".","."
"12/27/2003","Purdue",82,"Evansville",62,19.5,22.32,21.02,25.18,18.92,23.36,24.54,26.29,21.28,18.0,".",".",".","."
"12/27/2003","East Tennessee St.",81,"IUPUI",85,3.5,5.26,6.84,8.31,5.41,1.95,6.45,3.90,2.71,6.5,".",".",".","."
"12/27/2003","Hawaii",94,"Lamar",88,17.5,13.90,12.38,14.26,10.69,10.29,21.21,15.70,8.68,18.0,".",".",".","."
"12/27/2003","CS Sacramento",73,"Long Beach St.",51,8.0,9.22,8.65,6.37,11.41,7.94,10.77,8.67,6.88,13.1,".",".",".","."
"12/27/2003","Kentucky",56,"Louisville",65,7.0,7.64,8.20,10.49,3.98,6.08,13.96,3.69,3.54,11.2,".",".",".","."
"12/27/2003","Cincinnati",83,"Miami-Ohio",63,18.5,23.85,19.23,17.07,22.43,28.29,24.36,33.50,25.00,20.9,".",".",".","."
"12/27/2003","UTEP",84,"Miss Valley St.",63,16.5,19.02,15.56,12.53,19.22,24.06,17.57,26.70,19.20,17.3,".",".",".","."
"12/27/2003","Tulane",50,"Mississippi St.",72,-10.5,-8.43,-6.54,-9.38,-5.23,-10.37,-8.89,-10.88,-7.74,-8.4,".",".",".","."
"12/27/2003","Memphis",61,"Missouri",59,1.5,4.50,5.08,4.08,5.80,3.10,4.56,4.68,2.39,6.3,".",".",".","."
"12/27/2003","St. Joseph's PA",73,"Pacific",55,21.0,22.08,21.29,25.57,18.71,22.33,26.03,24.04,17.94,20.7,".",".",".","."
"12/27/2003","Air Force",59,"Prairie View",46,14.0,19.88,17.86,17.46,18.30,21.52,21.74,23.99,19.59,18.6,".",".",".","."
"12/27/2003","Northwestern",75,"Rutgers",80,-6.0,-10.25,-10.95,-11.64,-10.58,-13.57,-7.77,-13.99,-10.09,-3.4,".",".",".","."
"12/27/2003","Fresno St.",52,"San Francisco",43,6.0,5.94,3.97,-1.12,9.04,7.97,8.18,7.64,5.88,6.0,".",".",".","."
"12/27/2003","Kent St.",74,"St. Bonaventure",46,9.5,12.99,14.11,13.95,14.29,14.26,14.41,11.93,11.38,9.6,".",".",".","."
"12/27/2003","Houston",70,"Texas A&M",61,0.0,7.47,7.05,6.96,7.19,8.16,7.45,8.87,7.17,6.9,".",".",".","."
"12/27/2003","Michigan",70,"UCLA",66,8.5,8.99,9.81,10.83,9.05,10.99,7.79,10.35,9.47,3.6,".",".",".","."
"12/27/2003","San Diego St.",81,"Washington",92,9.5,10.92,10.66,10.11,11.21,12.23,6.10,13.74,9.24,14.1,".",".",".","."
"12/27/2003","Ohio",48,"Wisconsin",71,-16.0,-15.35,-12.83,-13.61,-12.34,-17.68,-16.22,-20.58,-13.86,-15.7,".",".",".","."
"12/28/2003","Pepperdine",82,"American",69,6.5,9.76,9.48,11.15,8.03,9.11,9.99,10.90,8.24,11.2,".",".",".","."
"12/28/2003","Penn St.",73,"Arkansas St.",61,-6.0,-5.60,-5.33,-7.62,-3.99,-7.17,-5.62,-5.46,-4.87,-4.7,".",".",".","."
"12/28/2003","Connecticut",101,"Ball St.",62,24.0,25.22,20.97,19.22,25.18,24.77,30.28,29.75,22.97,28.6,".",".",".","."
"12/28/2003","Loyola-Chicago",74,"Birmingham Southern",71,5.0,3.33,-0.77,-3.52,2.48,3.64,11.98,2.78,2.55,7.5,".",".",".","."
"12/28/2003","UNLV",73,"Bradley",55,7.0,7.79,7.75,6.87,8.58,7.50,8.27,9.91,6.55,6.9,".",".",".","."
"12/28/2003","Ohio St.",71,"Dartmouth",58,17.5,16.28,14.98,22.21,10.20,14.97,21.85,16.23,13.19,16.6,".",".",".","."
"12/28/2003","Idaho",64,"Eastern Washington",60,3.0,4.00,5.24,3.35,6.99,6.16,1.70,5.68,4.39,-1.5,".",".",".","."
"12/28/2003","Xavier",75,"Elon",58,22.5,18.25,15.87,14.37,17.64,17.60,29.93,19.32,14.97,16.3,".",".",".","."
"12/28/2003","Bowling Green",60,"Fairfield",70,-2.0,-8.86,-8.46,-8.08,-8.91,-12.42,-6.00,-11.09,-9.52,-6.4,".",".",".","."
"12/28/2003","Stanford",100,"Harvard",59,31.5,35.58,31.56,41.37,27.25,35.52,37.84,42.85,32.06,36.2,".",".",".","."
"12/28/2003","Manhattan",56,"Holy Cross",54,7.5,8.47,7.28,6.62,7.97,10.20,6.87,12.64,7.78,8.4,".",".",".","."
"12/28/2003","Southern Illinois",57,"Illinois St.",40,12.0,16.04,17.15,21.37,13.58,17.52,14.59,18.69,16.11,9.3,".",".",".","."
"12/28/2003","Rhode Island",80,"Iona",69,13.5,19.12,19.57,20.87,18.74,20.08,19.33,17.53,14.94,21.9,".",".",".","."
"12/28/2003","Florida St.",79,"Maryland",75,2.0,1.70,2.55,2.85,1.91,1.37,2.36,0.16,2.19,0.2,".",".",".","."
"12/28/2003","Notre Dame",84,"Morehead St.",69,15.0,12.21,7.54,6.22,8.97,12.30,21.90,14.15,9.22,17.4,".",".",".","."
"12/28/2003","Villanova",84,"NC Greensboro",63,16.0,18.65,18.00,18.98,17.08,18.94,23.53,17.86,16.00,18.8,".",".",".","."
"12/28/2003","North Carolina",71,"NC Wilmington",54,12.0,18.29,19.15,20.18,18.28,18.54,16.14,22.40,17.29,14.3,".",".",".","."
"12/28/2003","Marist",67,"Northern Arizona",58,-1.0,-3.52,-4.65,-9.73,-0.53,-4.27,2.03,-5.74,-4.30,-1.0,".",".",".","."
"12/28/2003","New Mexico",87,"Northwestern St.",51,17.5,14.84,11.38,8.33,14.55,16.45,25.66,16.76,10.06,15.5,".",".",".","."
"12/28/2003","St. John's",61,"Pennsylvania",63,4.5,-0.09,-0.59,-0.83,-0.66,-2.31,8.51,-4.85,-3.26,3.3,".",".",".","."
"12/28/2003","Boise St.",72,"Portland",77,11.5,10.74,10.89,11.22,10.90,9.62,15.63,9.61,7.93,10.1,".",".",".","."
"12/28/2003","Providence",73,"Siena",66,18.0,20.25,20.42,24.28,17.62,19.64,23.22,22.28,16.93,17.6,".",".",".","."
"12/28/2003","St. Mary's",90,"St. Peter's",69,12.0,5.39,2.75,0.38,5.11,2.84,12.47,5.45,2.15,12.0,".",".",".","."
"12/28/2003","North Carolina St.",86,"Virginia",69,6.5,4.96,1.78,-3.66,6.93,6.07,11.76,5.14,3.30,8.4,".",".",".","."
"12/28/2003","Gonzaga",96,"Washington St.",58,19.0,19.72,18.67,20.26,17.29,21.20,21.93,22.98,17.91,17.5,".",".",".","."
"12/28/2003","Brown",71,"Wright St.",74,2.0,0.43,0.19,-0.73,1.11,-2.46,6.40,-0.45,-1.35,0.7,".",".",".","."
"12/29/2003","CS Sacramento",66,"Cal Riverside",55,3.0,4.07,4.03,2.96,5.08,2.36,5.35,4.15,2.43,6.2,".",".",".","."
"12/29/2003","Duke",88,"Davidson",54,29.5,24.93,19.16,15.82,25.08,23.34,35.62,28.95,19.30,32.2,".",".",".","."
"12/29/2003","Pepperdine",26,"Fairfield",60,3.0,3.17,2.68,1.72,3.61,2.81,4.64,3.96,2.48,3.5,".",".",".","."
"12/29/2003","Texas",88,"George Washington",72,18.0,11.94,8.45,5.08,14.94,8.61,21.79,10.04,6.11,20.5,".",".",".","."
"12/29/2003","Cleveland St.",64,"Georgia Southern",79,-4.0,-4.27,-2.78,-3.61,-1.96,-5.71,-2.89,-6.23,-5.30,-5.7,".",".",".","."
"12/29/2003","Hawaii",82,"IUPUI",64,6.5,2.30,1.00,0.00,1.97,-0.85,10.28,-0.06,-0.65,6.7,".",".",".","."
"12/29/2003","BYU",90,"Idaho St.",66,22.0,25.89,21.96,18.46,26.63,29.19,31.07,30.62,23.32,25.9,".",".",".","."
"12/29/2003","North Texas",70,"Indiana",79,-8.0,-10.41,-6.42,-8.94,-4.62,-12.19,-16.93,-11.68,-8.91,-13.6,".",".",".","."
"12/29/2003","St. Mary's",84,"Loyola-Chicago",62,10.0,7.93,8.39,4.06,13.12,9.09,4.84,13.89,6.98,3.1,".",".",".","."
"12/29/2003","Chattanooga",82,"Middle Tenn St.",75,5.5,1.28,3.63,4.01,3.15,1.19,1.61,-0.19,2.41,-5.6,".",".",".","."
"12/29/2003","Minnesota",60,"Nebraska",77,2.5,-2.15,-0.37,1.89,-3.64,-5.11,1.66,-6.79,-3.95,-0.9,".",".",".","."
"12/29/2003","New Mexico",82,"Penn St.",63,10.0,5.10,3.29,-1.52,8.10,4.35,13.30,4.00,1.89,7.4,".",".",".","."
"12/29/2003","Manhattan",47,"Pennsylvania",49,4.5,5.46,4.59,4.60,4.58,8.57,4.27,5.03,5.33,6.7,".",".",".","."
"12/29/2003","Loyola-Maryland",54,"Princeton",74,-13.5,-15.61,-14.21,-18.76,-13.12,-17.09,-14.61,-21.67,-15.23,-10.2,".",".",".","."
"12/29/2003","Arizona St.",89,"San Diego",70,18.5,15.54,14.02,11.37,17.21,17.28,15.49,20.05,13.54,15.4,".",".",".","."
"12/29/2003","Utah St.",74,"San Francisco",48,10.5,12.30,11.39,12.19,11.23,13.01,11.23,14.55,11.91,12.9,".",".",".","."
"12/29/2003","South Florida",78,"South Alabama",67,4.5,3.56,2.85,3.81,1.89,1.99,10.54,1.51,0.39,5.5,".",".",".","."
"12/29/2003","New Orleans",57,"Texas Arlington",55,4.5,6.18,4.75,7.06,2.74,7.85,4.01,11.75,7.45,3.8,".",".",".","."
"12/29/2003","Georgia Tech",86,"VA Commonwealth",65,19.5,24.03,20.03,17.69,23.74,27.46,22.18,32.22,25.63,23.3,".",".",".","."
"12/29/2003","Western Michigan",76,"Winthrop",71,9.5,12.37,11.81,11.19,12.44,12.11,12.95,15.28,10.98,12.2,".",".",".","."
"12/29/2003","Santa Clara",66,"Wisconsin-Milwaukee",64,0.0,-1.02,2.39,3.05,1.71,-1.83,-7.86,-0.97,0.45,-5.1,".",".",".","."
"12/29/2003","Dayton",81,"Wofford",64,19.5,23.41,20.59,26.92,16.67,25.27,26.05,26.51,22.74,22.5,".",".",".","."
"12/30/2003","Tulsa",74,"Arkansas",81,10.0,10.06,9.50,7.39,11.92,9.38,12.44,9.21,7.42,13.2,".",".",".","."
"12/30/2003","Santa Clara",66,"BYU",68,-7.0,-7.83,-3.65,-1.72,-6.11,-11.14,-13.14,-10.34,-6.97,-9.6,".",".",".","."
"12/30/2003","Clemson",72,"Boston College",62,0.0,-3.25,-5.25,-7.03,-4.11,-2.82,0.58,-5.16,-3.02,0.8,".",".",".","."
"12/30/2003","Syracuse",87,"Canisius",70,16.0,14.68,10.06,10.65,9.47,13.63,28.72,12.45,9.34,23.1,".",".",".","."
"12/30/2003","Washington",88,"Columbia",51,17.5,13.46,12.23,14.62,10.19,7.03,20.91,16.39,12.23,14.1,".",".",".","."
"12/30/2003","Iowa",71,"Eastern Illinois",62,22.5,25.78,23.88,23.93,24.08,28.52,27.22,31.84,25.70,21.1,".",".",".","."
"12/30/2003","Cincinnati",102,"Elon",63,32.5,31.68,25.59,22.55,29.94,37.34,37.03,40.95,32.37,27.7,".",".",".","."
"12/30/2003","Hawaii",50,"Fairfield",49,9.0,5.67,4.14,2.25,5.96,2.61,11.28,7.83,2.81,8.5,".",".",".","."
"12/30/2003","Pittsburgh",76,"Georgia",55,10.5,15.51,15.55,17.11,14.34,20.47,9.05,18.06,17.57,11.9,".",".",".","."
"12/30/2003","San Jose St.",53,"Harvard",58,14.0,17.64,18.08,23.19,17.04,16.88,10.45,20.21,15.40,19.9,".",".",".","."
"12/30/2003","Wisconsin-Milwaukee",85,"Idaho St.",70,15.0,18.25,14.64,11.94,17.86,19.88,23.29,21.73,15.24,21.4,".",".",".","."
"12/30/2003","Illinois-Chicago",60,"Illinois",75,-6.5,-4.69,-3.83,-4.79,-2.86,-4.43,-9.58,-4.67,-3.93,-3.4,".",".",".","."
"12/30/2003","Appalachian St.",58,"James Madison",55,6.5,6.49,6.62,6.65,6.68,7.85,4.84,7.27,6.03,6.0,".",".",".","."
"12/30/2003","Detroit",48,"Kent St.",68,4.0,4.51,3.51,4.16,2.68,6.64,5.00,7.03,5.55,1.5,".",".",".","."
"12/30/2003","Houston",60,"LSU",52,-10.5,-11.08,-8.74,-10.35,-7.55,-11.32,-12.64,-15.38,-11.27,-11.4,".",".",".","."
"12/30/2003","Chattanooga",65,"La Salle",71,3.5,3.18,6.52,9.70,3.31,1.52,1.28,0.48,2.40,0.2,".",".",".","."
"12/30/2003","Arizona",72,"Louisiana-Lafayette",69,14.0,13.64,12.35,11.08,13.54,15.08,18.04,11.69,8.73,18.6,".",".",".","."
"12/30/2003","Cal St. Fullerton",67,"Loyola Marymount",71,5.0,3.31,2.96,1.92,4.02,1.89,5.04,2.35,1.77,6.5,".",".",".","."
"12/30/2003","UAB",66,"Marshall",68,14.0,16.52,14.34,13.51,15.20,19.65,15.65,22.77,17.58,13.5,".",".",".","."
"12/30/2003","Connecticut",91,"Massachusetts",67,24.0,21.25,18.51,18.13,21.87,18.12,29.77,22.57,19.09,21.9,".",".",".","."
"12/30/2003","UNLV",86,"Montana",67,14.5,17.19,14.99,17.04,13.22,17.00,20.42,20.05,14.68,20.1,".",".",".","."
"12/30/2003","Xavier",93,"Morehead St.",76,16.0,16.65,13.54,12.77,14.72,17.14,22.33,21.18,14.10,17.4,".",".",".","."
"12/30/2003","Utah St.",73,"New Mexico St.",57,12.0,13.87,14.92,17.10,13.02,14.47,11.81,13.74,12.01,13.9,".",".",".","."
"12/30/2003","South Florida",66,"New Orleans",61,7.5,5.50,2.83,-1.39,6.85,5.30,12.26,6.70,1.76,9.7,".",".",".","."
"12/30/2003","Tennessee St.",71,"Portland St.",74,-7.0,-10.62,-7.81,-4.96,-10.94,-11.05,-9.62,-17.70,-9.94,-12.9,".",".",".","."
"12/30/2003","Colorado St.",71,"Purdue",69,-6.0,-6.58,-3.21,-1.38,-5.01,-9.70,-8.60,-9.04,-9.01,-6.7,".",".",".","."
"12/30/2003","Creighton",59,"SW Missouri St.",54,12.0,17.37,15.77,15.80,15.78,20.50,14.96,24.72,17.17,14.3,".",".",".","."
"12/30/2003","Oklahoma St.",65,"Samford",50,20.0,17.89,14.07,10.55,17.97,18.42,23.89,21.69,13.31,23.2,".",".",".","."
"12/30/2003","Northern Iowa",82,"Siena",70,10.0,8.63,8.86,8.69,9.24,9.60,7.52,9.43,6.36,9.3,".",".",".","."
"12/30/2003","Auburn",78,"Southern Miss",60,13.5,11.42,9.91,3.22,17.41,10.59,18.13,12.25,7.35,12.5,".",".",".","."
"12/30/2003","Delaware",54,"St. Joseph's PA",75,-9.0,-11.17,-10.58,-12.95,-9.16,-11.00,-12.10,-15.08,-9.18,-9.3,".",".",".","."
"12/30/2003","Louisville",92,"Toledo",56,13.5,10.92,7.28,5.34,9.70,8.20,17.98,14.89,9.36,14.6,".",".",".","."
"12/30/2003","Wisconsin-Green Bay",75,"Troy St.",62,0.0,-2.24,-2.54,-3.92,-1.81,-0.74,-3.06,-0.45,0.00,-5.4,".",".",".","."
"12/30/2003","Montana St.",84,"Western Carolina",69,4.0,0.39,0.09,-1.41,1.48,-1.00,5.34,1.39,-1.77,-1.0,".",".",".","."
"12/30/2003","Fordham",70,"Western Kentucky",94,-3.5,-2.12,1.59,2.56,0.60,0.29,-8.78,-4.31,-0.51,-8.4,".",".",".","."
"12/30/2003","Arizona St.",76,"Western Michigan",81,4.5,-0.39,-2.52,-3.76,-1.33,-0.79,5.72,0.17,-2.34,1.7,".",".",".","."
"12/30/2003","Alabama",71,"Wisconsin",56,-2.5,-2.29,0.68,1.61,-0.23,-5.97,-4.22,-5.81,-2.69,-1.7,".",".",".","."
"12/30/2003","Akron",85,"Wright St.",67,10.5,11.96,11.50,12.08,11.55,11.71,11.83,14.99,10.51,11.5,".",".",".","."
"12/30/2003","South Carolina",59,"Yale",48,17.0,16.31,14.05,15.29,12.82,14.20,22.76,16.07,12.66,22.6,".",".",".","."
"12/31/2003","Kentucky",61,"Austin Peay",53,19.0,21.85,17.74,17.65,17.86,".",33.52,22.72,17.25,26.2,".",".",".","."
"12/31/2003","Duquesne",70,"Cornell",69,10.0,8.70,6.40,3.99,8.09,".",16.50,8.33,5.72,11.9,".",".",".","."
"12/31/2003","Gonzaga",70,"Eastern Washington",49,20.0,24.71,23.16,23.73,22.64,".",28.07,29.07,21.07,25.2,".",".",".","."
"12/31/2003","Indiana St.",72,"Evansville",52,3.5,4.55,5.97,10.25,2.22,".",2.59,3.25,3.48,4.1,".",".",".","."
"12/31/2003","Manhattan",65,"Hofstra",58,10.0,7.92,4.83,4.42,5.28,".",15.09,7.14,6.01,12.7,".",".",".","."
"12/31/2003","Virginia",85,"Iowa St.",74,4.0,2.01,2.87,3.56,2.31,".",-0.35,1.71,4.99,-1.0,".",".",".","."
"12/31/2003","San Diego St.",67,"Portland",61,11.0,6.26,5.17,2.53,7.77,".",11.71,4.66,1.82,10.2,".",".",".","."
"12/31/2003","Colorado",62,"Richmond",75,8.0,6.28,6.25,7.59,4.84,".",8.12,4.94,4.53,7.7,".",".",".","."
"12/31/2003","DePaul",57,"SE Missouri St.",50,9.5,8.27,5.46,4.87,6.06,".",19.61,6.78,4.43,10.7,".",".",".","."
"12/31/2003","Dayton",49,"Saint Louis",60,7.0,9.33,9.79,18.15,3.48,".",9.23,10.80,8.78,5.1,".",".",".","."
"01/01/2004","NC Wilmington",69,"James Madison",51,13.0,11.06,8.64,6.23,11.19,11.57,16.91,11.98,8.36,13.6,".",".",".","."
"01/01/2004","Texas Tech",90,"Minnesota",73,12.5,13.24,12.74,12.62,13.01,13.41,15.18,16.58,12.01,10.4,".",".",".","."
"01/01/2004","Seton Hall",79,"Rhode Island",67,6.5,3.43,0.39,-2.72,4.50,4.10,8.27,7.24,3.13,2.5,".",".",".","."
"01/02/2004","South Carolina",78,"Appalachian St.",58,16.0,17.05,14.86,13.68,16.13,15.97,22.28,18.84,13.56,21.1,".",".",".","."
"01/02/2004","Rice",83,"Connecticut",92,-10.5,-6.35,-1.78,0.17,-6.35,-6.28,-12.51,-6.60,-5.73,-11.7,".",".",".","."
"01/02/2004","VA Commonwealth",66,"Middle Tenn St.",61,9.0,8.81,9.18,8.28,10.16,8.23,11.52,9.20,7.64,6.3,".",".",".","."
"01/02/2004","Southern Illinois",59,"NC Charlotte",64,2.0,5.78,6.19,9.96,2.79,5.48,5.64,6.14,5.24,4.8,".",".",".","."
"01/02/2004","Auburn",70,"New Orleans",55,16.5,15.78,11.84,6.42,17.83,17.37,23.44,18.67,12.63,18.0,".",".",".","."
"01/02/2004","USC",74,"Oregon",92,-2.0,-4.44,-2.98,0.01,-6.45,-6.71,0.26,-9.17,-5.49,-5.0,".",".",".","."
"01/02/2004","UCLA",77,"Oregon St.",66,11.0,10.29,8.33,8.40,8.25,9.74,17.44,10.30,7.57,12.3,".",".",".","."
"01/02/2004","Tennessee-Martin",76,"Portland St.",65,-2.0,-1.79,-1.11,1.39,-3.75,-6.38,2.33,-3.45,-4.48,1.1,".",".",".","."
"01/02/2004","BYU",70,"St. Mary's",55,13.0,14.54,13.45,14.91,11.84,14.58,17.72,14.90,12.22,16.7,".",".",".","."
"01/02/2004","Kansas",86,"Villanova",79,14.0,9.37,5.46,4.59,6.28,5.84,19.53,11.99,5.67,15.6,".",".",".","."
"01/02/2004","California",76,"Washington",62,7.0,6.39,4.22,2.98,5.73,6.01,8.44,7.25,5.06,11.4,".",".",".","."
"01/02/2004","Stanford",73,"Washington St.",51,21.0,24.01,21.26,23.86,19.99,25.80,25.64,28.49,21.94,25.1,".",".",".","."
"01/02/2004","Air Force",71,"Wisconsin-Milwaukee",49,2.0,2.51,4.19,6.22,2.24,1.99,-0.27,1.36,3.67,0.7,".",".",".","."
"01/03/2004","Xavier",68,"Alabama",47,4.0,-1.55,-2.73,-2.45,-3.03,-2.12,4.11,-2.07,-2.44,-1.7,".",".",".","."
"01/03/2004","Arizona St.",74,"Arizona",93,-6.5,-3.34,-4.10,-6.18,-2.09,-0.94,-3.47,-1.89,-1.25,-6.8,".",".",".","."
"01/03/2004","Florida International",46,"Arkansas St.",55,-6.0,-7.47,-8.55,-12.47,-5.12,-7.22,-3.10,-9.37,-8.80,-5.1,".",".",".","."
"01/03/2004","Jacksonville St.",54,"Austin Peay",76,-5.0,-0.40,0.35,3.74,-3.62,0.80,-1.04,-1.64,1.27,-3.1,".",".",".","."
"01/03/2004","Jacksonville St.",58,"Austin Peay",76,-5.0,-2.20,-1.63,1.39,-5.28,-1.51,-3.72,-3.75,-0.01,-3.1,".",".",".","."
"01/03/2004","Kent St.",70,"Ball St.",67,14.5,17.77,18.59,15.62,22.04,17.93,16.58,19.01,13.68,18.7,".",".",".","."
"01/03/2004","UTEP",94,"Boise St.",98,9.5,11.37,8.95,6.55,12.08,15.57,5.30,16.07,12.01,14.4,".",".",".","."
"01/03/2004","Toledo",88,"Buffalo",83,15.0,13.65,14.01,16.44,11.88,11.93,15.76,12.66,10.21,16.3,".",".",".","."
"01/03/2004","Wright St.",51,"Butler",39,-2.5,0.72,3.79,5.88,1.49,1.37,-6.19,-0.26,2.81,-3.1,".",".",".","."
"01/03/2004","Cal St. Fullerton",55,"CS Northridge",61,2.5,1.25,1.29,1.51,0.99,-0.91,1.94,1.59,-0.13,3.7,".",".",".","."
"01/03/2004","San Francisco",60,"CS Sacramento",47,6.5,5.51,6.72,10.66,2.92,3.12,8.65,4.19,3.23,4.6,".",".",".","."
"01/03/2004","UC Irvine",74,"Cal Poly SLO",69,2.5,0.59,0.91,2.39,-0.57,-2.20,6.49,-0.40,-0.91,-1.0,".",".",".","."
"01/03/2004","St. Peter's",87,"Canisius",63,2.5,1.78,3.42,4.50,2.33,2.96,-1.46,2.17,2.73,-2.4,".",".",".","."
"01/03/2004","Wisconsin",75,"Charleston",49,13.0,11.46,9.20,6.75,11.25,7.99,20.74,10.95,7.49,17.3,".",".",".","."
