"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","linepom","linemoore","linemass","linegreen","linedunk","lineargh","linesauce","linemarkov","linerpi"
"02/02/2004","Idaho",75,"Idaho St.",59,8.5,5.99,5.78,3.02,8.92,5.38,7.05,5.94,4.38,4.9,6.00,5.66,".","."
"02/02/2004","Akron",85,"Marshall",69,6.0,5.24,5.68,5.57,5.80,5.24,5.23,5.28,3.89,2.5,7.00,5.61,".","."
"02/02/2004","Ohio",67,"Miami-Ohio",64,-2.0,-3.12,-4.28,-5.72,-2.96,-1.95,-1.07,-3.07,-2.64,-3.8,-3.00,-4.49,".","."
"02/02/2004","Kansas",65,"Missouri",56,9.0,9.48,8.72,8.64,8.88,8.77,10.86,11.13,7.23,7.1,12.00,9.99,".","."
"02/02/2004","East Tennessee St.",86,"NC Greensboro",65,13.0,14.33,14.58,16.40,12.90,13.56,15.94,15.25,10.46,13.7,17.00,15.19,".","."
"02/02/2004","Tulsa",67,"Nevada",89,-1.0,-3.14,-2.63,-3.32,-2.09,-3.77,-2.41,-4.76,-2.95,-3.1,-2.00,-4.17,".","."
"02/02/2004","San Diego St.",72,"New Mexico",68,6.0,3.33,4.65,5.36,3.88,2.50,1.97,3.14,2.40,1.8,4.00,4.23,".","."
"02/02/2004","Villanova",67,"St. Joseph's PA",74,-7.5,-9.57,-9.25,-11.96,-7.36,-8.54,-5.50,-12.53,-7.36,-7.5,-16.00,-9.68,".","."
"02/02/2004","Connecticut",84,"Syracuse",56,12.0,10.54,10.81,8.55,13.62,8.16,10.70,10.04,6.91,9.2,14.00,10.19,".","."
"02/02/2004","Charleston",82,"Wofford",62,17.0,20.16,19.43,20.73,18.73,21.23,20.01,23.59,17.11,18.8,20.00,21.99,".","."
"02/03/2004","Texas Tech",83,"Baylor",63,22.5,24.21,23.33,23.34,23.51,25.70,23.78,27.92,19.27,22.2,25.00,25.64,25.72,"."
"02/03/2004","Xavier",71,"Cincinnati",69,-7.0,-7.13,-5.57,-4.26,-9.10,-5.11,-4.95,-10.01,-6.50,-7.1,-8.00,-8.16,-8.13,"."
"02/03/2004","Citadel",49,"Davidson",67,-11.0,-13.38,-10.59,-8.57,-13.48,-12.85,-13.15,-19.01,-12.17,-14.1,-10.00,-13.84,-16.60,"."
"02/03/2004","South Florida",57,"East Carolina",59,-1.0,-0.07,1.31,5.81,-3.39,1.68,-0.21,0.65,0.95,-1.8,-1.00,1.83,-5.27,"."
"02/03/2004","Morehead St.",74,"Eastern Kentucky",67,5.5,4.87,5.85,8.26,3.29,3.18,8.20,3.33,3.22,4.8,6.00,5.06,3.42,"."
"02/03/2004","Florida St.",81,"Georgia Tech",65,-1.0,-3.50,-2.17,-0.95,-4.86,-3.00,-3.99,-4.64,-2.84,-1.1,-4.00,-3.69,-5.96,"."
"02/03/2004","Indiana",49,"Illinois",51,-2.5,-1.79,-1.10,3.16,-5.30,-0.62,-5.17,-1.04,-0.03,-1.3,-1.00,-0.63,-5.97,"."
"02/03/2004","Florida",65,"Kentucky",68,4.0,4.83,3.93,1.60,6.46,6.06,4.11,6.42,4.27,5.0,4.00,4.56,5.78,"."
"02/03/2004","Rider",61,"Massachusetts",74,3.0,4.86,6.03,6.95,5.09,4.92,2.75,4.54,4.26,3.1,6.00,6.06,4.97,"."
"02/03/2004","Texas A&M",79,"Oklahoma St.",91,-7.5,-12.58,-12.89,-14.16,-11.72,-11.07,-11.91,-13.82,-9.31,-11.7,-14.00,-13.86,-14.25,"."
"02/03/2004","Southern Illinois",59,"SW Missouri St.",52,10.0,12.92,12.71,13.76,11.86,13.57,11.99,15.58,10.97,10.7,14.00,13.88,12.93,"."
"02/03/2004","St. Peter's",68,"Siena",59,4.0,7.39,8.17,9.91,6.46,6.85,4.26,8.43,6.42,5.9,10.00,8.78,6.86,"."
"02/03/2004","Houston",72,"Southern Miss",75,1.0,1.44,1.09,-1.44,3.27,0.61,3.77,0.77,0.33,2.1,1.00,0.35,3.68,"."
"02/03/2004","Marquette",79,"TCU",85,12.0,13.24,13.27,14.81,11.92,11.52,16.83,14.60,10.35,12.5,13.00,13.95,12.88,"."
"02/03/2004","DePaul",72,"Tulane",58,13.0,13.11,13.01,13.80,12.32,12.38,14.67,15.16,10.19,12.6,13.00,13.43,13.52,"."
"02/04/2004","Ball St.",77,"Akron",71,4.0,4.64,3.93,3.99,3.87,4.96,5.04,5.44,3.97,7.1,4.00,4.31,3.71,"."
"02/04/2004","South Carolina",90,"Alabama",82,8.0,7.60,7.06,8.51,5.82,7.43,8.41,9.39,6.37,7.5,8.00,8.15,6.46,"."
"02/04/2004","Arkansas",74,"Auburn",52,0.0,-1.37,-0.32,1.44,-2.29,-1.62,-3.50,-1.55,-0.81,-1.0,-0.25,-1.10,-3.04,"."
"02/04/2004","Miami-Ohio",66,"Bowling Green",60,7.5,8.94,9.76,10.00,9.54,9.30,7.84,9.93,7.51,5.7,9.00,10.50,10.13,"."
"02/04/2004","Texas",76,"Colorado",63,11.5,11.40,11.74,11.33,12.23,11.02,11.97,12.24,8.65,9.1,14.00,11.57,11.88,"."
"02/04/2004","Hofstra",63,"Delaware",61,4.5,4.00,3.36,1.13,5.64,3.19,5.03,3.72,2.42,4.5,5.00,2.92,6.43,"."
"02/04/2004","VA Commonwealth",57,"Drexel",66,6.0,6.54,7.01,8.04,5.99,5.17,7.36,6.67,4.74,7.2,8.00,6.43,5.81,"."
"02/04/2004","Buffalo",66,"Eastern Michigan",77,6.5,8.63,7.98,9.54,6.58,11.43,5.96,10.84,8.44,7.9,8.00,10.23,7.36,"."
"02/04/2004","Bradley",68,"Evansville",60,8.0,6.74,7.32,8.79,5.99,6.11,7.04,6.76,5.25,5.9,8.00,7.69,5.89,"."
"02/04/2004","Towson",57,"George Mason",74,-8.5,-9.15,-9.36,-9.35,-9.41,-8.22,-9.81,-11.03,-7.63,-6.4,-9.00,-10.54,-10.10,"."
"02/04/2004","Drake",69,"Indiana St.",66,6.0,5.17,4.52,3.99,5.06,5.18,6.03,5.91,4.34,4.3,5.00,5.25,6.62,"."
"02/04/2004","Michigan St.",89,"Iowa",72,7.0,5.83,4.35,5.38,3.19,5.81,9.73,6.23,4.09,7.9,6.00,5.29,4.72,"."
"02/04/2004","Oklahoma",75,"Iowa St.",48,6.5,4.93,5.15,6.65,3.77,3.88,4.85,5.25,3.38,4.5,7.00,4.73,5.32,"."
"02/04/2004","William & Mary",76,"James Madison",83,6.5,7.45,7.19,7.35,7.10,8.14,5.37,8.76,6.23,5.7,10.00,7.93,7.89,"."
"02/04/2004","Northern Illinois",67,"Kent St.",69,-7.0,-10.46,-10.38,-11.84,-9.07,-9.71,-8.79,-11.42,-7.91,-11.0,-12.00,-11.43,-11.42,"."
"02/04/2004","Memphis",62,"Louisville",58,-2.5,-4.68,-3.14,-0.17,-7.14,-1.89,-4.96,-5.68,-3.56,-6.4,-5.00,-4.48,-7.52,"."
"02/04/2004","Wright St.",83,"Loyola-Chicago",71,8.0,8.76,8.79,9.17,8.51,9.50,8.53,9.37,6.78,9.5,9.00,8.99,8.21,"."
"02/04/2004","Loyola-Maryland",54,"Manhattan",91,-18.0,-20.04,-19.79,-22.34,-18.52,-17.09,-21.15,-23.59,-15.73,-19.6,-21.00,-21.62,-19.75,"."
"02/04/2004","Virginia",67,"Maryland",71,-3.0,-1.84,-0.68,2.76,-4.83,-1.50,-2.30,-2.82,-1.28,-2.6,1.00,-1.27,-5.53,"."
"02/04/2004","Rutgers",72,"Miami-Florida",70,5.5,8.17,9.34,11.80,6.99,6.85,7.00,7.85,6.05,7.6,11.00,9.08,7.48,"."
"02/04/2004","Wisconsin",80,"Minnesota",66,19.0,20.47,17.98,17.84,18.76,19.73,25.10,24.12,15.52,19.5,22.00,20.23,21.88,"."
"02/04/2004","Georgia",64,"Mississippi",51,4.5,4.75,4.44,4.63,4.27,4.45,7.72,5.26,3.74,5.8,3.00,4.85,3.81,"."
"02/04/2004","Kansas St.",78,"Nebraska",61,2.0,0.33,0.75,1.21,-0.32,0.58,0.26,0.68,0.52,1.6,1.00,0.17,-2.42,"."
"02/04/2004","Arkansas St.",94,"New Orleans",74,3.5,2.49,2.46,1.51,3.33,0.95,4.10,1.79,1.34,1.4,5.00,2.07,3.39,"."
"02/04/2004","Creighton",58,"Northern Iowa",47,10.5,10.55,10.80,12.38,9.09,9.25,11.81,10.84,7.53,9.1,14.00,10.81,10.68,"."
"02/04/2004","Ohio St.",72,"Northwestern",64,5.5,3.16,3.50,4.26,2.74,2.26,6.69,2.06,1.17,4.0,4.00,2.33,2.13,"."
"02/04/2004","Boston College",76,"Notre Dame",69,4.0,6.20,7.86,8.25,7.54,5.43,3.51,5.70,4.53,3.9,9.00,7.13,7.05,"."
"02/04/2004","NC Wilmington",58,"Old Dominion",68,4.5,3.35,2.14,1.28,3.05,4.41,6.60,3.05,2.15,3.9,3.00,2.24,3.84,"."
"02/04/2004","Virginia Tech",69,"Providence",57,-7.0,-10.09,-10.28,-11.59,-9.04,-9.25,-11.27,-12.73,-8.61,-9.7,-8.00,-11.55,-9.16,"."
"02/04/2004","Penn St.",47,"Purdue",62,-7.0,-6.38,-4.90,-2.69,-7.13,-5.89,-10.54,-7.52,-4.97,-5.7,-4.00,-6.06,-9.32,"."
"02/04/2004","La Salle",54,"Rhode Island",58,1.0,-1.37,-2.21,-0.82,-3.68,-0.45,-0.78,-0.97,-0.51,2.1,-1.00,-2.49,-5.06,"."
"02/04/2004","Dayton",62,"Richmond",57,4.0,2.22,2.91,5.82,0.99,1.36,3.91,1.06,1.41,0.2,5.00,2.94,-0.44,"."
"02/04/2004","West Virginia",69,"Seton Hall",64,-4.0,-5.07,-3.26,-1.02,-5.60,-6.35,-5.07,-7.54,-4.68,-5.4,-4.00,-5.08,-5.93,"."
"02/04/2004","George Washington",102,"St. Bonaventure",78,15.5,16.52,14.46,12.96,16.07,16.82,20.07,18.91,12.78,18.0,17.00,15.47,17.13,"."
"02/04/2004","Pittsburgh",71,"St. John's",51,16.0,20.25,19.91,24.96,15.97,20.59,17.38,23.67,18.56,18.0,21.00,23.32,19.00,"."
"02/04/2004","Fordham",47,"Temple",57,-8.0,-8.12,-5.88,-4.58,-7.34,-7.24,-12.65,-10.95,-6.71,-10.8,-5.00,-7.62,-8.28,"."
"02/04/2004","LSU",84,"Tennessee",67,5.5,6.08,6.13,8.17,4.54,7.02,5.59,6.62,4.29,3.0,9.00,6.38,6.17,"."
"02/04/2004","North Carolina St.",73,"Wake Forest",68,2.0,4.39,2.97,3.21,2.57,5.95,4.69,6.26,3.94,4.4,5.00,3.78,4.14,"."
"02/04/2004","Central Michigan",63,"Western Michigan",79,-13.0,-17.18,-17.19,-17.91,-16.57,-16.76,-12.46,-20.26,-14.76,-15.8,-21.00,-19.09,-17.19,"."
"02/04/2004","Illinois St.",50,"Wichita St.",70,-1.5,-2.71,-2.71,-3.75,-1.88,-2.00,-1.42,-4.03,-2.68,-2.3,-3.00,-3.76,-2.29,"."
"02/05/2004","California",87,"Arizona",83,-3.5,-2.66,-3.38,-3.91,-2.86,-1.64,-3.54,-2.14,-1.39,-2.4,-4.00,-3.14,-1.55,"."
"02/05/2004","Stanford",81,"Arizona St.",51,15.0,20.08,19.67,26.96,16.06,19.02,18.15,22.38,15.83,18.3,25.00,21.65,17.46,"."
"02/05/2004","Long Beach St.",56,"CS Northridge",64,-2.0,-2.34,-1.58,0.91,-4.43,-2.84,-4.05,-1.94,-1.14,-1.1,-2.00,-1.66,-5.14,"."
"02/05/2004","Utah St.",57,"Cal Poly SLO",43,14.0,16.91,15.79,18.14,14.04,15.51,17.43,19.33,12.43,16.2,23.00,16.65,16.38,"."
"02/05/2004","New Mexico St.",54,"Denver",68,2.0,0.77,0.45,0.22,0.68,0.31,2.96,0.21,0.11,1.1,2.00,-0.15,0.26,"."
"02/05/2004","North Carolina",81,"Duke",83,-3.0,-5.47,-4.89,-5.51,-3.98,-4.16,-4.57,-8.09,-5.98,-0.9,-9.00,-6.35,-6.13,"."
"02/05/2004","Montana St.",61,"Eastern Washington",64,1.0,1.08,0.98,0.52,1.46,1.94,0.06,1.46,1.04,-1.5,3.00,1.18,1.59,"."
"02/05/2004","Canisius",63,"Fairfield",67,-1.0,-3.09,-2.64,-3.41,-1.87,-3.42,-1.64,-5.77,-3.36,-2.6,-3.00,-3.89,-1.92,"."
"02/05/2004","Louisiana Tech",80,"Fresno St.",75,3.0,0.75,1.42,1.51,1.33,1.42,-1.36,-0.28,1.10,1.7,2.00,0.81,-0.69,"."
"02/05/2004","Austin Peay",84,"Jacksonville St.",72,13.0,12.46,13.06,13.59,12.80,11.25,12.29,14.13,9.59,".",12.00,12.90,13.62,"."
"02/05/2004","Portland",74,"Loyola Marymount",59,5.0,5.96,5.47,5.54,5.43,7.24,5.63,7.51,5.41,5.5,5.00,6.26,6.11,"."
"02/05/2004","Niagara",87,"Marist",51,14.0,15.44,15.34,16.21,14.69,14.75,15.96,16.03,11.36,13.8,20.00,16.08,15.54,"."
"02/05/2004","Western Kentucky",70,"Middle Tenn St.",66,9.0,6.71,5.65,4.12,7.19,7.41,8.91,8.47,5.31,6.5,5.00,6.32,7.86,"."
"02/05/2004","Eastern Illinois",67,"Murray St.",85,-9.5,-13.25,-14.91,-18.69,-12.31,-11.18,-8.56,-15.68,-11.16,-9.0,-17.00,-16.62,-12.28,"."
"02/05/2004","SMU",71,"Nevada",70,-4.5,-6.69,-5.24,-3.72,-7.17,-6.02,-8.58,-7.47,-4.46,-8.8,-5.00,-6.07,-9.57,"."
"02/05/2004","Louisiana-Lafayette",94,"North Texas",81,15.0,15.73,15.02,13.78,16.35,16.12,18.57,18.70,12.76,12.9,15.00,16.54,16.61,"."
"02/05/2004","UC Irvine",52,"Pacific",64,1.0,-1.65,-1.25,-1.33,-1.17,-2.83,0.94,-2.44,-1.66,-2.8,-1.00,-1.96,-2.22,"."
"02/05/2004","Gonzaga",93,"Pepperdine",73,18.5,22.23,21.09,21.82,20.35,21.51,22.55,25.12,17.79,21.2,28.00,22.54,21.38,"."
"02/05/2004","Montana",57,"Portland St.",59,4.0,2.78,2.34,3.54,1.27,2.07,4.84,2.33,1.84,2.7,4.00,2.43,2.77,"."
"02/05/2004","UTEP",105,"Rice",62,3.5,2.79,3.39,3.62,3.10,2.49,0.11,3.00,2.03,2.1,7.00,3.01,1.48,"."
"02/05/2004","Tennessee Tech",90,"Samford",83,5.0,4.30,3.31,2.80,3.81,3.93,7.64,3.60,2.68,5.1,4.00,3.39,6.08,"."
"02/05/2004","Santa Clara",74,"San Diego",69,13.0,13.92,15.22,16.72,13.81,13.67,9.37,17.01,12.05,10.1,17.00,16.11,13.37,"."
"02/05/2004","St. Mary's",75,"San Francisco",51,9.0,8.26,6.34,1.04,11.89,8.26,11.11,9.76,5.44,9.4,7.00,6.53,12.17,"."
"02/05/2004","Arkansas-Little Rock",86,"South Alabama",53,5.0,4.76,3.12,1.52,4.72,4.43,8.17,5.70,2.84,6.0,6.00,3.13,5.07,"."
"02/05/2004","SE Missouri St.",89,"Tennessee-Martin",78,8.0,5.99,6.30,5.91,6.68,5.76,6.67,6.60,4.79,4.5,7.00,6.00,5.98,"."
"02/05/2004","Boise St.",73,"Tulsa",62,5.0,5.05,5.97,8.00,3.83,4.63,3.85,5.70,4.43,3.0,7.00,6.50,3.52,"."
"02/05/2004","Idaho",57,"UC Santa Barbara",45,-2.5,-3.64,-2.38,-3.02,-1.76,-3.68,-5.11,-4.61,-2.62,-6.4,-3.00,-3.46,-2.78,"."
"02/05/2004","Georgetown",60,"Villanova",75,2.0,2.12,2.13,3.47,0.79,0.79,2.61,1.65,0.56,2.3,6.00,1.39,1.67,"."
"02/05/2004","USC",82,"Washington",93,4.5,2.90,3.05,4.47,1.64,2.39,4.41,1.98,1.83,2.8,5.00,2.76,1.68,"."
"02/05/2004","UCLA",48,"Washington St.",55,7.0,5.74,6.83,7.42,6.26,4.87,8.02,5.74,3.93,4.4,5.00,5.97,5.77,"."
"02/05/2004","Cleveland St.",58,"Wisconsin-Green Bay",60,-4.0,-5.71,-7.04,-10.84,-3.74,-4.74,-3.95,-6.12,-4.57,-5.3,-7.00,-6.86,-3.95,"."
"02/05/2004","Illinois-Chicago",86,"Wisconsin-Milwaukee",82,2.5,-0.17,-0.60,-3.01,1.78,-0.54,2.07,-1.87,-1.45,0.3,1.00,-1.72,1.72,"."
"02/05/2004","Detroit",64,"Youngstown St.",43,13.0,11.90,11.59,11.05,12.21,13.12,14.82,13.43,9.31,9.6,10.00,12.27,13.23,"."
"02/06/2004","Yale",63,"Columbia",58,10.0,8.52,8.35,8.38,8.40,7.50,13.92,7.96,5.93,8.5,8.00,8.29,8.29,"."
"02/06/2004","Brown",81,"Cornell",96,2.0,2.62,1.95,4.19,-0.18,1.00,9.37,0.81,1.33,5.4,2.00,2.04,0.25,"."
"02/06/2004","Princeton",61,"Dartmouth",45,21.0,23.18,22.42,24.70,21.76,23.62,23.17,26.80,19.11,21.9,20.00,25.36,25.41,"."
"02/06/2004","Pennsylvania",104,"Harvard",69,21.0,23.06,23.04,24.38,23.09,21.62,25.45,24.69,17.80,18.0,26.00,24.29,25.32,"."
"02/06/2004","Rider",69,"St. Peter's",77,4.0,2.56,2.24,1.31,3.14,2.22,4.73,0.71,1.30,4.5,3.00,1.79,2.86,"."
"02/07/2004","Eastern Michigan",39,"Akron",23,-4.0,-0.96,-0.68,-1.02,-0.38,-2.73,0.05,-2.10,-1.58,0.7,1.00,-2.45,-1.10,"."
"02/07/2004","Stanford",80,"Arizona",77,5.0,10.29,9.52,15.83,6.14,10.31,8.64,11.73,8.89,6.9,15.00,11.06,8.41,"."
"02/07/2004","California",85,"Arizona St.",83,8.5,8.95,8.92,8.89,9.06,8.06,10.55,10.17,6.65,9.0,9.00,8.92,9.23,"."
"02/07/2004","LSU",65,"Arkansas",52,10.0,10.64,10.13,11.60,9.07,10.63,12.07,12.37,8.24,10.1,12.00,11.01,9.32,"."
"02/07/2004","Ohio",".","Ball St.",".",2.0,-0.54,-1.34,-2.14,-0.57,-0.50,2.31,-1.32,-1.04,-1.0,0.25,-1.78,0.37,"."
"02/07/2004","Western Michigan",42,"Bowling Green",24,3.5,16.92,17.59,18.54,16.68,15.74,15.53,19.60,13.79,12.0,21.00,18.74,17.59,"."
"02/07/2004","Loyola-Chicago",37,"Butler",33,-1.0,0.03,0.92,2.62,-0.84,-0.66,-2.12,-0.54,0.51,-0.6,2.00,0.73,-0.78,"."
"02/07/2004","Houston",51,"Cincinnati",54,-18.0,-14.23,-11.43,-8.13,-17.66,-12.53,-15.87,-17.48,-11.14,-13.6,-13.00,-14.26,-18.60,"."
"02/07/2004","Detroit",".","Cleveland St.",".",15.5,15.55,15.54,16.57,15.05,15.67,18.61,16.25,11.19,14.3,16.00,15.59,16.22,"."
"02/07/2004","Brown",".","Columbia",".",7.0,7.20,5.61,7.34,4.06,6.82,13.61,6.91,5.40,11.3,5.00,6.85,4.69,"."
"02/07/2004","Yale",".","Cornell",".",3.5,1.39,2.24,2.81,1.70,-1.19,6.22,-1.36,-0.52,2.6,1.00,1.00,1.63,"."
"02/07/2004","Pennsylvania",".","Dartmouth",".",22.5,23.46,22.55,24.11,22.88,22.72,27.14,26.18,18.38,21.2,21.00,25.04,25.93,"."
"02/07/2004","Xavier",48,"Fordham",26,21.0,19.24,16.82,15.17,18.62,17.21,26.14,22.30,14.80,20.6,18.00,18.55,21.04,"."
"02/07/2004","James Madison",".","George Mason",".",-5.5,-6.57,-6.92,-7.90,-5.99,-5.78,-3.63,-9.00,-5.87,-4.8,-8.00,-8.31,-6.38,"."
"02/07/2004","Auburn",57,"Georgia",54,6.0,5.26,5.31,2.88,7.73,5.17,3.64,5.72,3.73,2.8,7.00,5.37,8.56,"."
"02/07/2004","Tennessee",62,"Georgia Tech",77,-2.5,-5.11,-4.19,-2.34,-7.38,-5.36,-3.75,-6.42,-4.02,-2.3,-4.00,-5.67,-9.82,"."
"02/07/2004","Indiana",82,"Iowa",84,4.0,3.42,3.21,6.27,0.37,3.62,5.09,4.11,3.13,3.3,4.00,4.05,0.26,"."
"02/07/2004","Colorado",82,"Kansas St.",81,7.5,6.96,7.26,9.24,4.95,6.91,8.53,7.51,5.02,8.1,7.00,7.33,4.99,"."
"02/07/2004","Central Michigan",38,"Kent St.",42,-12.0,-14.92,-14.90,-15.77,-14.09,-14.56,-10.52,-16.13,-11.61,-14.7,-20.00,-15.96,-15.88,"."
"02/07/2004","St. Joseph's PA",89,"La Salle",63,8.0,26.47,26.40,28.81,25.15,24.94,26.27,28.56,20.24,23.5,32.00,27.47,27.72,"."
"02/07/2004","DePaul",18,"Marquette",11,2.0,2.54,3.01,3.70,2.40,3.50,1.19,3.14,2.95,-1.4,4.00,3.28,2.63,"."
"02/07/2004","Buffalo",42,"Marshall",27,-3.5,3.17,3.20,3.18,3.20,3.54,1.29,3.12,2.63,3.0,5.00,3.25,3.50,"."
"02/07/2004","Georgetown",80,"Miami-Florida",64,3.5,5.29,6.15,7.92,4.33,3.55,5.87,2.87,2.76,5.7,9.00,5.18,5.72,"."
"02/07/2004","Ohio St.",70,"Michigan St.",84,-4.0,-3.89,-2.28,-0.79,-3.74,-4.49,-6.09,-5.21,-3.41,-3.3,-3.00,-4.05,-4.78,"."
"02/07/2004","Florida International",".","Middle Tenn St.",".",-6.5,-9.31,-9.15,-10.50,-7.96,-7.50,-8.62,-11.34,-7.92,-9.3,-10.00,-10.33,-9.66,"."
"02/07/2004","Mississippi St.",80,"Mississippi",56,14.0,16.52,14.95,17.34,14.09,17.46,16.75,20.23,13.73,14.4,19.00,17.59,14.64,"."
"02/07/2004","Nebraska",78,"Missouri",62,-3.0,3.07,2.65,0.81,5.10,1.35,1.75,2.93,1.66,2.2,5.00,2.60,7.29,"."
"02/07/2004","East Carolina",".","NC Charlotte",".",-4.0,-5.02,-5.40,-7.37,-3.36,-5.37,-3.32,-6.92,-4.49,-5.3,-4.00,-6.17,-3.88,"."
"02/07/2004","VA Commonwealth",".","NC Wilmington",".",7.0,6.76,7.54,9.19,5.82,5.52,7.45,6.61,4.89,8.7,7.00,7.04,5.43,"."
"02/07/2004","Wake Forest",73,"North Carolina",79,3.5,4.85,5.12,5.88,3.47,4.75,4.38,5.74,4.11,3.8,7.00,5.26,4.16,"."
"02/07/2004","Virginia",63,"North Carolina St.",79,-3.0,-5.43,-3.97,-2.65,-5.31,-6.76,-5.67,-8.05,-4.96,-4.6,-4.00,-5.63,-6.66,"."
"02/07/2004","Iowa St.",67,"Oklahoma St.",88,-2.5,-4.85,-4.85,-4.57,-5.16,-4.91,-2.28,-6.03,-4.01,-4.1,-6.00,-5.35,-6.05,"."
"02/07/2004","Hofstra",".","Old Dominion",".",0.0,0.22,0.02,-1.06,1.10,0.05,0.83,-1.50,-0.59,3.1,0.25,-0.74,0.75,"."
"02/07/2004","Oregon",81,"Oregon St.",74,13.0,14.91,14.07,13.00,15.40,14.03,17.10,17.03,11.24,13.9,17.00,15.00,15.38,"."
"02/07/2004","Notre Dame",58,"Pittsburgh",66,-4.0,-7.02,-6.77,-8.73,-5.69,-7.13,-3.94,-9.13,-6.66,-5.2,-8.00,-8.36,-7.40,"."
"02/07/2004","Michigan",64,"Purdue",63,3.5,1.63,2.03,2.06,2.01,0.88,2.55,0.51,0.30,2.4,3.00,1.09,1.49,"."
"02/07/2004","George Washington",".","Rhode Island",".",7.5,7.50,5.63,5.63,5.64,8.63,10.52,9.50,5.84,11.5,6.00,6.13,5.61,"."
"02/07/2004","Boise St.",".","Rice",".",2.0,-0.58,0.02,0.36,-0.34,-0.47,0.24,-1.10,-0.48,-2.8,0.25,-0.60,-0.90,"."
"02/07/2004","Duquesne",".","Richmond",".",-3.0,-3.73,-4.08,-5.44,-2.72,-2.07,-2.44,-4.66,-2.85,-4.6,-4.00,-4.44,-4.03,"."
"02/07/2004","Seton Hall",85,"Rutgers",58,9.0,8.54,6.84,4.22,9.56,9.45,10.88,10.07,6.72,8.5,8.00,7.80,10.18,"."
"02/07/2004","Memphis",63,"Saint Louis",54,9.0,7.81,7.42,9.88,5.19,8.23,10.36,9.12,6.74,5.8,9.00,8.99,4.76,"."
"02/07/2004","Utah",".","San Diego St.",".",10.5,10.76,10.04,10.71,9.39,9.76,13.27,12.33,8.18,11.2,11.00,10.31,11.44,"."
"02/07/2004","Kentucky",65,"South Carolina",64,7.5,5.68,5.85,6.01,5.80,4.95,9.32,5.18,3.73,5.5,6.00,5.36,4.99,"."
"02/07/2004","Creighton",9,"Southern Illinois",11,3.5,2.34,1.97,0.62,3.08,1.52,5.07,1.19,0.79,3.3,3.00,1.41,3.38,"."
"02/07/2004","Providence",74,"Syracuse",61,5.5,5.70,6.55,5.48,7.45,4.93,5.13,5.15,3.94,4.3,7.00,5.97,7.62,"."
"02/07/2004","St. Bonaventure",44,"Temple",61,-6.0,-4.83,-3.91,-3.06,-4.82,-5.26,-8.19,-6.50,-4.35,-5.6,-1.00,-4.79,-4.73,"."
"02/07/2004","Baylor",72,"Texas A&M",64,-2.0,-0.67,-0.57,0.24,-1.39,-1.60,2.33,-1.44,-1.41,-0.3,-1.00,-1.33,-0.84,"."
"02/07/2004","Kansas",96,"Texas Tech",77,7.0,3.67,3.15,3.15,3.12,2.33,7.59,4.25,2.74,2.6,4.00,3.64,3.23,"."
"02/07/2004","Miami-Ohio",39,"Toledo",39,5.0,2.68,1.47,-1.36,3.83,3.82,5.62,2.04,1.48,5.1,1.00,1.22,4.09,"."
"02/07/2004","Delaware",38,"Towson",31,14.0,15.23,14.34,13.71,15.01,15.51,17.99,17.19,11.97,14.4,16.00,15.45,15.11,"."
"02/07/2004","Louisville",73,"UAB",55,10.5,11.02,9.48,8.19,12.03,8.61,13.22,11.25,7.68,12.5,13.00,10.47,13.26,"."
"02/07/2004","Utah St.",63,"UC Santa Barbara",54,10.0,12.04,11.98,14.28,10.32,12.01,12.00,13.78,9.40,9.9,14.00,12.51,12.21,"."
"02/07/2004","BYU",7,"UNLV",6,8.5,6.77,7.20,6.28,8.49,6.31,6.54,8.07,5.27,4.7,".",6.99,8.30,"."
"02/07/2004","Connecticut",88,"West Virginia",58,20.0,17.99,15.67,12.72,19.44,17.01,23.08,19.51,12.94,19.1,19.00,16.94,20.14,"."
"02/07/2004","Drexel",83,"William & Mary",72,12.0,14.01,12.50,13.21,11.91,13.94,18.48,15.42,10.50,13.9,16.00,13.76,13.01,"."
"02/07/2004","Northwestern",69,"Wisconsin",51,-8.5,-10.84,-9.25,-7.61,-11.38,-10.26,-15.15,-12.80,-8.04,-9.1,-10.00,-10.85,-13.25,"."
"02/07/2004","Wisconsin-Milwaukee",47,"Wright St.",42,11.0,12.32,10.39,9.77,11.02,12.44,13.55,15.27,9.87,11.8,15.00,12.16,12.29,"."
"02/07/2004","Air Force",".","Wyoming",".",11.0,13.13,11.78,14.03,9.41,14.08,11.51,17.33,10.95,14.7,13.00,13.82,12.51,"."
"02/08/2004","St. John's",61,"Boston College",89,-10.0,-4.11,-5.62,-9.11,-2.39,-3.30,0.43,-6.01,-4.47,-0.7,-6.00,-6.66,-2.84,"."
"02/08/2004","Wichita St.",78,"Bradley",57,11.5,13.03,11.36,9.96,12.95,13.07,14.17,15.94,10.58,12.3,14.00,12.93,14.45,"."
"02/08/2004","Duke",81,"Clemson",55,23.0,22.76,21.73,19.90,23.84,21.63,24.73,27.89,18.67,16.6,25.00,23.87,25.47,"."
"02/08/2004","Massachusetts",59,"Dayton",66,-5.0,-5.51,-5.68,-9.20,-3.38,-3.31,-6.26,-6.32,-4.08,-5.2,-7.00,-6.69,-3.70,"."
