date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/24/2017,UC Irvine,77,Northern Arizona,71,15,12.03,12.6,14.42,12.43,13.06,11.72,14.5,14.33,14,2.42,11.95,9.9,1,14.5,8.99,,,,6,9.8,,13.7,,6,13.1
11/24/2017,Utah,85,Eastern Washington,69,15,14.33,14.95,8,15.2,16.35,12.66,14.5,15.44,14,2.47,16.87,12.9,0,15.4,11.03,,,,21,15.68,,13.81,,18,14.6
11/24/2017,Utah St.,71,Northeastern,67,2.5,4.66,3.28,5.22,3.65,1.28,4.38,2,2.34,6,3.57,12.38,4.9,1,3,-0.88,,,,1,6.41,,3.71,,12,2.3
11/24/2017,Valparaiso,77,Kent St.,67,6.5,6.61,5.8,10.57,5.99,4,7.36,6.5,6.23,4,3.69,16.56,5.5,1,2.5,2.38,,,,-3,6.22,,4.4,,11,6.6
11/24/2017,Virginia,70,Rhode Island,55,6,4.94,6.1,4.41,6.26,6.13,4.82,6,6.55,4,2.45,4.06,7.1,1,7.5,5.16,,,,-2,4.63,,4.71,,-3,5.7
11/24/2017,Wake Forest,81,NC Greensboro,75,6.5,3.59,5.43,-7.2,5.54,8.26,4.62,6,2.84,5,5.6,-4.49,-2.3,0,12.2,6.57,,,,5,7.38,,9.46,,-4,4.6
11/24/2017,Washington St.,84,St. Mary's,79,-17.5,-13.68,-14.48,-6.41,-14.71,-15.7,-21.07,-18,-13.1,-16,4.04,-6.27,-8.8,1,-17.8,-15.98,,,,-7,-12.01,,-13.94,,-13,-15.9
11/24/2017,West Virginia,83,Central Florida,45,7.5,7.75,8.41,-2.19,9.77,7.98,11.96,5.5,7.93,11,3.84,8.5,2.6,1,13.7,4.51,,,,5,8.18,,8.93,,7,7.9
11/24/2017,Wisconsin,71,Wisconsin-Milwaukee,49,16.5,15.86,15.78,-3.89,17.26,16.44,17.92,16.5,16.35,24,7,10.79,11.7,0,26.8,14.68,,,,2,17.61,,21.21,,12,19.3
11/24/2017,Wright St.,67,Gardner Webb,47,4,2.64,4.54,-2.86,4.92,4.53,1.24,4,4.02,1,2.48,3.38,-1.8,0,3,5.82,,,,4,3.76,,2.94,,1,4.1
11/24/2017,Youngstown St.,67,Northern Colorado,80,-5.5,-3.08,-2.67,-6.91,-2.77,-1.34,-8.09,-3,-3.43,2,2.91,-7.56,-5,1,-0.2,-1.88,,,,-12,-0.75,,-0.03,,-4,-3.5
11/25/2017,Appalachian St.,78,Davidson,62,-10,-12.36,-12.68,-14.84,-13.08,-11.21,-16.97,-9,-10.91,-6,5.11,-20.83,-11.6,0,-6.1,-8.43,,,,-6,-11.8,,-8.1,,-24,-8.8
11/25/2017,Boise St.,68,Loyola Marymount,48,10.5,10.48,14.39,-0.62,15.07,15.94,12.64,10.5,10.11,10,4.46,7.69,7.5,0,10,15.17,,,,12,10.42,,9.64,,5,14.3
11/25/2017,Bradley,62,Georgia Southern,57,2,1.26,0.94,2.44,0.78,1.22,2.03,2,-1.68,-1,2.22,1.94,2.9,0,-1.8,-1.9,,,,9,3.72,,4.26,,5,0.1
11/25/2017,CS Bakersfield,72,Central Michigan,75,6.5,0.68,-0.51,4.09,-1.21,1.5,-3.18,4.5,0,2,3.64,-6.01,5.7,1,4.2,-2.75,,,,-7,,,7.04,,-1,-0.3
11/25/2017,Canisius,81,Arkansas Pine Bluff,58,12.5,12.34,13.13,15.75,12.98,13.23,12.79,12,13.38,17,3.82,11.51,9.9,1,17.5,5.86,,,,-2,12.35,,14.69,,3,12
11/25/2017,Creighton,103,SIU Edwardsville,66,26.5,25.26,26.33,20.87,26.66,26.62,26.72,27,24.16,29,4.4,25.05,23.5,0,30.5,21.24,,,,21,27.68,,29.68,,13,27.9
11/25/2017,Dayton,73,Akron,60,9,5.02,6.42,1.45,6.53,7.33,10.09,7.5,3.29,8,3.58,1.24,-1,0,8.4,6.56,,,,-9,6.41,,5.86,,-2,6.7
11/25/2017,Denver,60,St. Francis-NY,50,10.5,5.67,7.05,-0.9,7.06,9.21,6.27,9.5,5.82,14,5.63,-4.08,0,1,13.5,5.79,,,,1,7.56,,10.92,,-4,6.8
11/25/2017,East Tennessee St.,83,IPFW,73,4.5,2.62,1.83,-8.06,2.3,2.05,0.36,4,0.54,5,3.52,1.75,3.3,0,5.7,3.7,,,,7,6.39,,6.09,,4,4.3
11/25/2017,Fairfield,75,Gardner Webb,64,5,1.06,4.02,6.36,3.91,4.23,6.03,2.5,2.07,-4,3.74,5.32,-3.9,1,-2.7,-2.99,,,,9,0.25,,-1.39,,-2,0.7
11/25/2017,Florida Gulf Coast,70,Navy,54,10,10.77,9.97,3.97,10.86,7.88,9.54,10,8.97,13,3.25,19.58,11.7,0,11.3,11.79,,,,8,12.13,,9.89,,10,10.9
11/25/2017,Idaho,75,Cal Poly SLO,66,4.5,3.53,3.68,0.21,3.58,5.14,4.17,4.5,2.3,4,1.54,2.95,,1,4.9,6.07,,,,7,,,3,,,2.4
11/25/2017,Indiana St.,85,Ball St.,93,1.5,3.41,3.22,-2.03,3.47,3.32,2.71,1.5,2.5,-1,3.51,7.57,7,0,2.5,-0.28,,,,17,4.65,,3.58,,12,1.9
11/25/2017,Iowa St.,70,Western Illinois,45,18.5,17.21,17.18,15.17,17.17,18.5,16.53,18.5,12.81,18,4.68,12.6,11.1,0,26,17.83,,,,18,21.71,,25.69,,10,17.9
11/25/2017,Jackson St.,75,Nebraska Omaha,73,-5,-7.4,-6.84,-4.22,-6.91,-7.11,-11,-4.5,-5.4,-11,3.09,-8.32,-7.6,1,-12,-3.64,,,,-7,,,-11.46,,-2,-6.1
11/25/2017,Kent St.,60,Loyola-Chicago,75,-6.5,-4.12,-4.17,-13.33,-3.61,-4.41,-3.74,-5.5,-3.51,-3,3.39,-4.37,-4,1,-3.2,-3.84,,,,0,-3.04,,-6.16,,4,-5.4
11/25/2017,Maryland,80,New Mexico,65,12.5,10.65,12.36,13.81,12.37,13.1,14.76,12.5,8.71,5,2.74,12.49,11.3,1,8.5,9.18,,,,15,,,7.16,,10,10.3
11/25/2017,Massachusetts,66,BYU,68,-5,-3.83,-5.33,6.04,-5.74,-6.69,-2.81,-4,-5.05,-6,3.26,-1.06,-7.5,1,-5.7,-3.27,,,,8,-3.79,,-5.02,,-2,-3.6
11/25/2017,Md. Eastern Shore,60,Tennessee Tech,90,-14,-11.94,-11.96,-10.83,-12.88,-11.06,-10.79,-10,-14.19,-15,2.39,-14.74,-12.8,1,,-11.68,,,,-7,,,-9.94,,-6,-13.4
11/25/2017,Memphis,76,Northern Kentucky,74,0,0.86,2.9,-2.06,2.74,4.68,-3.68,0,2.33,-1,3.93,-3.71,-3,0,6.5,3.94,,,,-9,4.77,,5.11,,-6,-0.6
11/25/2017,Minnesota,89,Alabama,84,4,1.33,2.26,3.57,2.27,1.93,4.68,3.5,-0.77,2,2.15,-1.23,0.7,1,2.7,1.5,,,,-6,1.91,,-0.17,,-4,2.6
11/25/2017,Monmouth,96,Pennsylvania,101,-2.5,4.41,5.28,-3.46,5.59,6.13,1.67,3,1.35,5,3.34,3.46,9.3,0,8.1,1.86,,,,-7,6.24,,8.63,,2,5
11/25/2017,Murray St.,81,Southern Illinois,73,5,5.29,4.88,2.4,5.62,2.31,-1.72,6,2.84,6,6.18,17.11,0.7,0,3.2,4.02,,,,18,2.67,,-1.26,,20,10.6
11/25/2017,Niagara,90,Texas Arlington,95,-7,-11.49,-10.41,-17.12,-10.18,-9.95,-6.63,-8.5,-9.21,-15,3.43,-17.32,-9.2,1,-14.6,,,,,,,,-11.61,,-8,-10.1
11/25/2017,Northeastern,67,Furman,78,-3,-3.85,-2.05,-7.42,-1.88,-1.52,-5.53,-3,0.39,-7,2.6,-4.01,-3,1,-4.7,-0.83,,,,-2,-3.48,,-3.06,,-9,-4.6
11/25/2017,Pacific,78,Texas St.,85,3.5,3.09,3.48,13.87,2.87,3.4,4.35,3.5,-1.1,0.01,3.86,5.03,2.7,0,-1.3,5.27,,,,-4,-0.17,,-0.52,,2,6.4
11/25/2017,Providence,86,Boston College,66,6.5,9.67,9.29,11.66,9.06,9.98,12.2,9,7.7,12,1.88,7.27,8.2,0,11.6,9.77,,,,10,8.91,,11.6,,6,9.8
11/25/2017,Richmond,76,Georgetown,82,-3.5,-5.49,-5.89,-3.04,-6.51,-4.03,-7.24,-4,-9.94,-4,4.04,-15.61,-6.6,0,-4.3,0.68,,,,-10,-7.48,,-3.24,,1,-6.1
11/25/2017,Santa Clara,59,Sam Houston St.,73,5.5,4.58,4.12,0.8,3.89,5.8,16.23,4,2.36,6,4.02,2.69,6.4,1,5.5,5.7,,,,11,,,4.27,,-1,1.3
11/25/2017,Siena,85,Hofstra,76,-5.5,-4.1,-3.63,-5.42,-3.68,-3.04,-4.72,-3,-6.77,0.01,5.12,-13.54,-2.2,0,3.2,-3.17,,,,-6,-1.66,,2.56,,-16,-3.5
11/25/2017,South Dakota,62,Northern Colorado,63,8.5,11.08,9.37,9.45,9.64,8.43,12.24,8,11.16,13,3.5,21.22,12.9,1,8.9,7.45,,,,4,10.03,,8.62,,15,8.8
11/25/2017,Southern Miss,71,Youngstown St.,64,2.5,2.82,3.72,6.73,4.16,1.34,2.62,2,2.97,-1,4.91,11.14,0.4,1,-4.1,-3.53,,,,6,0.67,,-0.23,,14,3.4
11/25/2017,St. Bonaventure,79,TCU,89,-8.5,-7.82,-5.25,-4.96,-5.04,-6.28,-9.07,-7.5,-5.58,-9,4.06,-19.46,-12.8,1,-7.7,-5.98,,,,-1,,,-8.2,,-4,-6.2
11/25/2017,UNLV,101,Southern Utah,82,24,24.31,23.45,31.44,24.14,22.02,18.03,25.5,25.73,19,6.14,38.59,30,0,15.2,21.29,,,,20,23.35,,18.05,,30,24.3
11/25/2017,Valparaiso,79,NC Wilmington,70,8,7.34,8.72,9.09,9.61,5.06,12.16,8,8.76,3,4.38,16.74,4.5,1,-1,6.91,,,,11,5.92,,1.71,,10,8.9
11/25/2017,Virginia Tech,96,Morehead St.,63,21.5,21.68,22.17,17.69,23.13,20,38.24,22.5,17.66,22,5.79,25.74,14.2,0,16.5,24.07,,,,20,22.1,,14.94,,24,22.7
11/25/2017,Western Carolina,82,Alabama A&M,72,9.5,9.67,8.08,7.53,7.81,9.87,14.12,10,6.12,,2.94,9.45,9.2,1,9.4,,,,,,,,11.6,,16,6.9
11/25/2017,William & Mary,79,Old Dominion,77,-7,-7.09,-7.14,-13.64,-7.34,-4.98,-10.81,-5.5,-4.64,2,7.19,-22.3,-3.8,0,1,-0.13,,,,-7,-6.05,,-2.79,,-21,-4.7
11/25/2017,Wright St.,68,Jacksonville,44,9,10.33,9.62,2.38,10.37,9.27,19.39,9.5,8.17,14,4.2,8.78,14.9,0,11.1,11.58,,,,-5,9.58,,11.54,,3,11.2
11/26/2017,Austin Peay,86,Miami-Ohio,61,2.5,2.3,1.26,4.92,1.28,0.38,-5.11,-1,5.57,6,3.23,5.75,-0.4,0,2.9,3.86,,,,6,0.81,,4.48,,-2,4.8
11/26/2017,CS Sacramento,69,St. Joseph's PA,74,-15.5,-11.19,-14.51,-6.54,-15.1,-14.22,-5.33,-14.5,-12.38,-9,3.92,-19.11,-7.9,1,-9.8,-9.55,,,,-2,,,-8.26,,-10,-14.9
11/26/2017,Cal St. Fullerton,70,Harvard,61,-5.5,-3.2,-5.05,-2.34,-5.49,-3.97,-6.42,-4,-5.83,0.01,2.22,-4.12,0.7,0,-3.3,-3.02,,,,-7,,,-0.24,,-2,-3.8
11/26/2017,Central Florida,43,St. John's,46,-4,-2.2,-3.14,-4.67,-3.78,0.42,-2.85,-2.5,-4.85,0.01,3.07,-5.02,0.2,1,2.3,1.25,,,,1,,,1.2,,-8,-3.9
11/26/2017,Colorado,81,Air Force,69,12,13.39,14.78,25.52,14.07,16.01,12.11,13,10.81,17,4.07,9.97,11.7,0,13.1,8.57,,,,9,11.42,,12.65,,10,13.2
11/26/2017,Connecticut,67,Arkansas,102,-6,-6.96,-4.74,-5.02,-5.18,-2.76,-13.02,-7,-4.89,-8,3.12,-13.03,-5.3,1,-8.2,-9.03,,,,-1,,,-6.52,,-4,-7.7
11/26/2017,DePaul,82,Portland,69,9,7.51,7.12,4.9,7.29,7.08,14.57,8.5,4.05,7,2.58,4.88,8,1,7,7.69,,,,14,,,6.47,,10,9.1
11/26/2017,Denver,71,Navy,79,-1.5,-1.58,-0.4,-0.48,0.04,-2.11,-3.11,-1.5,-2.29,0.01,2.43,-6.07,-7.7,1,0,-1.65,,,,-3,-0.32,,0.19,,1,-0.8
11/26/2017,Florida,84,Duke,87,-2.5,-0.66,-2.64,-2.31,-2.46,-3.95,4.47,-2.5,1.95,2,3.13,3.57,-6.4,1,2,-1.36,,,,6,,,0.53,,-3,-1.7
11/26/2017,Florida Gulf Coast,75,St. Francis-NY,51,20,20.43,19.45,20.32,19.3,20.05,20.89,20.5,19.47,27,3.47,21.56,19.6,0,24.8,18.72,,,,13,21.29,,23.27,,11,19.7
11/26/2017,Fordham,70,Manhattan,57,4,6.19,2.81,10.42,2.48,2.72,6.42,4.5,1.76,10,3.09,5.47,6.5,0,8.1,5.08,,,,6,7.55,,7.03,,12,4.5
11/26/2017,Fresno St.,80,Montana St.,67,10.5,10.13,10.2,4.8,10.69,9.56,10.41,8.5,9.62,11,1.67,11.13,10.4,0,11.4,10.44,,,,8,10.75,,12.25,,9,10.3
11/26/2017,Gardner Webb,99,Jacksonville,106,2.5,4.46,2.19,-7.91,3,1.08,14.83,2.5,3.07,9,6.42,5.41,16,1,7.1,4.65,,,,-12,5.14,,5.88,,-7,4.5
11/26/2017,Georgia,83,St. Mary's,81,-7.5,-6.67,-7.16,-3.89,-7.84,-6.54,-5.6,-7,-5.76,-9,1.91,-8.89,-4.5,1,-6.2,-9.54,,,,-1,,,-3.42,,-8,-7
11/26/2017,Georgia St.,70,Tulane,59,4.5,1.75,1.09,-8.75,1.73,0.65,0.02,4,3.06,6,4.7,0.77,1.4,0,8.4,7.14,,,,-3,1.55,,4.76,,-7,5.5
11/26/2017,Gonzaga,76,Texas,71,3,4.79,1.48,-0.98,1.81,1.57,2.64,1,3.36,12,5.25,13.55,-3.6,1,12.5,5.71,,,,5,,,8.48,,7,1.6
11/26/2017,Kentucky,107,Illinois-Chicago,73,19,22.94,22.59,25.79,21.77,26.6,19.73,20,19.03,25,3.57,19.99,23.1,0,28.9,18.12,,,,8,21.92,,29.91,,21,20.7
11/26/2017,La Salle,87,Temple,83,-3,-6.82,-5.31,-21.58,-4.51,-6.19,-4.94,-4,-6.63,-3,5.81,-15.96,-6.3,0,-0.4,-2.73,,,,-7,-3.55,,-2.35,,-14,-4.8
11/26/2017,Marist,46,Oregon St.,65,-12.5,-8.34,-11.73,-10.93,-11.38,-13.85,-6.76,-10.5,-6.95,-8,4.26,-5.97,-15,1,-4.3,-5.54,,,,-10,,,-6.19,,1,-11.1
11/26/2017,Michigan,87,Cal Riverside,42,21,20.72,21.37,19.07,21.45,21.87,20.02,19,19.01,26,4.41,16.59,20.4,0,27.8,17.8,,,,13,20.52,,27.4,,10,21.5
11/26/2017,Michigan St.,63,North Carolina,45,1.5,-2.96,-2.5,-1.26,-2.24,-4.07,-5.89,0,-1.93,-8,3.57,-2.3,-0.3,1,-9.9,1.71,,,,5,,,-6.8,,2,0.1
11/26/2017,Mississippi St.,59,Jacksonville St.,56,7.5,7.08,6.68,6.67,6.38,7.97,11.01,7,4.78,4,1.69,6.09,8.7,0,8,6.43,,,,10,8.18,,7.81,,6,7.5
11/26/2017,Nebraska,85,Long Beach St.,80,9.5,6.79,5.51,0.51,6.08,4.37,9.88,7.5,5.91,6,3.05,12.9,6.4,1,9.7,10.07,,,,13,,,4.61,,6,7.1
11/26/2017,Ohio St.,66,Butler,67,1,-0.46,0.91,0.51,1.07,0.28,-4.86,-1.5,1.98,-5,4.02,8.96,-2.7,1,-5.8,-0.63,,,,8,,,-4.45,,4,-0.7
11/26/2017,Oregon,80,Oklahoma,90,-2.5,1.27,-0.6,-0.82,-0.71,-0.22,-3.08,-2,0.78,7,3.36,-3.46,0.6,1,7.1,3.2,,,,4,,,5.14,,3,-0.1
11/26/2017,Pacific,80,Canisius,58,3,2.8,1.97,-1.91,1.94,3.17,0.24,2,-0.5,0.01,3.48,10.3,6.9,0,-0.7,4.99,,,,1,2.97,,1.06,,8,3.6
11/26/2017,San Diego St.,86,Washington St.,93,10,7.25,6.99,-2.21,7.89,4.81,13.12,10,6.85,6,3.46,8.31,6.7,1,8.6,10.44,,,,14,,,5.89,,8,10.1
11/26/2017,South Dakota,81,Youngstown St.,53,14.5,15.2,13.62,16.23,13.64,13.01,19.18,14.5,14.13,13,4.9,28.78,18,1,9.9,11.81,,,,17,11.24,,10.69,,21,13.8
11/26/2017,South Florida,47,Eastern Michigan,65,-4.5,-2.17,-2.31,2.83,-2.65,-2.22,-2.25,-3,-2.29,-3,2.84,-7.13,-5.2,0,-5.2,2.68,,,,0,-3.89,,-2.18,,2,-1.7
11/26/2017,Southern Miss,63,Northern Colorado,77,-3.5,-2.44,-1.68,-6.1,-1.2,-2.43,-6.06,-2,-2.83,-1,2.79,3.58,-4.8,1,-5.2,-5.07,,,,-17,-0.97,,-2.42,,2,-2.4
11/26/2017,Stanford,78,Portland St.,87,6.5,4.58,6.65,-2.56,7.16,6.96,7.64,6,4.46,2,2.95,3.31,8.3,1,5.8,2.25,,,,11,,,5.23,,2,4.9
11/26/2017,UCLA,87,UC Irvine,63,14.5,14.43,13.89,12.3,13.8,14.99,17.62,15.5,12.5,17,2.96,11.72,15.3,0,20,9.65,,,,21,17.04,,17.2,,10,13.5
11/26/2017,USC,59,Texas A&M,75,4,0.53,0.34,-6.03,0.98,-0.93,3.31,2.5,1.04,4,4.71,-5.59,6.2,0,3.3,5.47,,,,-7,3.13,,1.83,,-11,1.9
11/26/2017,Washington,77,UC Davis,70,8.5,6.18,5.24,3.13,5.16,6.17,15.44,7,3.15,1,3.22,9.09,6.9,0,7.6,5.41,,,,2,6.53,,5.68,,6,6.2
11/26/2017,West Virginia,83,Missouri,79,7.5,7.01,6.61,5.52,6.44,7.4,10.31,7,2.89,13,5.2,3.11,-2.3,1,19.1,5.77,,,,7,,,11.56,,4,4.8
11/26/2017,Wright St.,57,Fairfield,56,4.5,4.9,4.72,13.13,4.85,2.08,-0.35,4.5,1.68,9,3.86,-1.95,2.2,0,6.8,8.69,,,,3,4,,6.18,,6,6.4
11/27/2017,Cincinnati,83,Alabama St.,51,42,39.88,40.45,39.11,40.8,39.52,45.6,38,38.46,,2.28,42.54,38.3,0,38.9,36.7,,,,21,36.79,,40.46,,40,40.7
11/27/2017,Delaware,66,Yale,76,-1.5,-2.48,-1.99,-0.19,-2.33,-1.02,-0.76,-2.5,-7.28,-7,3.67,2.65,3.1,0,-8.8,-6.42,,,,9,-2.79,,-3.14,,2,-3.3
11/27/2017,Duquesne,71,Cornell,78,6,5.04,4.57,-3.21,5.4,3.27,4.09,5,4.75,5,2.78,5.37,8,0,6.1,9.38,,,,16,6.81,,6.43,,4,5.7
11/27/2017,Florida International,61,South Carolina,78,-17,-19.03,-18.52,-15.69,-18.92,-18.32,-27.25,-18.5,-19.5,-22,4.6,-24.12,-16.1,0,-21.3,-14.39,,,,-10,-18.16,,-23.96,,-8,-19.2
11/27/2017,Marquette,86,Eastern Illinois,83,17.5,18.6,18.77,18.18,18.84,18.65,25.06,17,15.22,17,3.04,24.13,17.5,0,18.4,13.09,,,,19,20.71,,18.42,,16,19.1
11/27/2017,Oral Roberts,86,Oakland,93,-9,-7.9,-7.17,-10.45,-7.01,-7.34,-9.73,-7,-8.82,-7,1.78,-11.29,-10.1,0,-7.2,-5.75,,,,-4,-5.94,,-5.6,,-7,-8.1
11/27/2017,Syracuse,72,Maryland,70,2.5,2.84,2.12,8.01,1.33,2.89,0.62,2,-1.51,6,3.03,9.36,3.1,0,3,0.32,,,,5,3.98,,2.82,,1,-0.5
11/27/2017,Virginia,49,Wisconsin,37,7,8.79,9.04,6.84,8.73,10.65,9.74,8,6.16,8,2.03,13.06,11.2,0,5.8,9.27,,,,10,7.89,,6.85,,8,10.6
11/28/2017,Akron,75,Chattanooga,70,8.5,9.54,10.06,7.61,10.28,9.75,12.47,6.5,3.87,9,2.93,15.55,13.5,0,6.4,5.99,,,,17,10.08,,9.21,,10,9.3
11/28/2017,Boise St.,87,Loyola-Chicago,53,3.5,3.89,3.65,3.24,3.9,2.6,6.6,5,1.75,4,1.26,5.54,3.4,0,3.5,4.95,,,,0,4.3,,2.19,,4,4.8
11/28/2017,California,83,CS Northridge,63,14,13.67,12.76,11.64,12.66,14.04,18.24,12.5,13.5,14,2.73,13.41,14.4,0,18.2,9.51,,,,12,15.24,,15.65,,8,13.8
11/28/2017,Georgetown,76,Maine,55,23.5,25.09,25.84,22.2,25.96,26.68,29.87,23.5,22.11,27,3.46,26.87,26,0,26.4,21.04,,,,20,25.73,,28.82,,16,25.9
11/28/2017,Georgia Tech,52,Northwestern,51,-2.5,0.3,1.65,3.86,1.57,1.17,-8.39,0,-4.33,1,3.33,-1.96,3.3,0,-2.3,1.82,,,,-1,0.02,,2.32,,4,0.8
11/28/2017,IPFW,91,Detroit,82,9.5,8.46,7.04,-2.25,7.95,5.64,10.82,10,7.94,13,4.03,6.13,7.4,0,15.3,10.65,,,,5,10.39,,11.04,,6,9.8
11/28/2017,Kansas,96,Toledo,58,25,24.46,23.96,21.2,24.67,23.76,27.37,24.5,24.31,29,2.24,24.56,20.6,0,25.4,21.68,,,,12,23.21,,25.71,,26,25.4
11/28/2017,Mississippi,97,South Dakota St.,99,11,8.37,5.78,2.27,5.95,5.79,9.76,8.5,9.36,7,2.79,10.92,6.5,0,13,10.18,,,,4,10.9,,10.47,,8,9.7
11/28/2017,NC Charlotte,70,Davidson,85,-8.5,-7.15,-7.04,9.61,-8.77,-4.72,-10.33,-7,-14.02,-8,5.19,-8.64,-10,0,-9.1,-10.3,,,,-1,-6.79,,-4.95,,-7,-7.2
11/28/2017,Ohio,88,Iona,93,3.5,1.81,0.82,6.44,0.21,1.9,3.59,3,-0.59,4,3.07,-1.36,5.4,0,4.4,-0.95,,,,6,3.9,,3.73,,-5,0.6
11/28/2017,Purdue,66,Louisville,57,8.5,6.17,4.6,-2.34,6.99,2.23,2.03,7,6.03,6,4.91,12.73,2.5,0,2.9,13.01,,,,6,5.88,,4.03,,16,9.9
11/28/2017,Rhode Island,86,Brown,62,20,21.58,21.83,10.56,22.51,22.53,22.73,20,19.24,24,3.75,27.36,20.4,0,21.9,19.04,,,,15,21.53,,22,,26,22.1
11/28/2017,Rutgers,73,Florida St.,78,-4.5,-5.06,-7.06,-4.46,-7.11,-7.71,0.82,-4.5,-7.4,-8,3.45,-3.42,-6.5,0,-10.7,-0.74,,,,6,-3.88,,-7.51,,1,-3.2
11/28/2017,SW Missouri St.,77,Colorado St.,67,9.5,7.19,8.38,6.94,8.69,7.49,6.44,7.5,7.08,1,3.99,16.07,2.2,0,3.8,10.44,,,,9,4.61,,2.81,,11,10.9
11/28/2017,Saint Louis,51,Western Michigan,65,4.5,1.51,3.28,3.35,2.89,4.88,1.61,3,-2.12,-4,3.4,6.37,-1.1,0,-2.9,4.1,,,,13,-1.94,,-1.1,,6,3.3
11/28/2017,San Francisco,72,UC Santa Barbara,79,5,5.36,5.82,-5.59,6.5,5.57,11.26,5.5,10.38,7,6.08,-4.73,2.6,0,15.6,9.56,,,,0,8.67,,6.84,,-4,4.9
11/28/2017,Tulsa,100,Texas San Antonio,96,10,9.14,8.66,6.61,8.88,8.27,19.49,10,8.83,9,4.17,3.04,10,0,11,13.99,,,,6,7.07,,8.33,,2,11.9
11/28/2017,VA Commonwealth,85,Appalachian St.,72,11,12.72,14.43,0.53,15.21,15.32,11.59,11,12.06,12,3.71,11.36,14.4,0,14.9,13.46,,,,13,14.47,,16.21,,12,12.9
11/28/2017,Valparaiso,72,Utah St.,65,7.5,7.24,7.7,8.59,7.59,8.02,9.2,7.5,5.14,4,1.52,7.08,8.7,0,4.8,7.44,,,,15,6.74,,7.03,,8,8.6
11/28/2017,Vanderbilt,74,Radford,62,15.5,14.97,15.38,4.35,15.84,16.77,13.85,17,17.8,15,4.33,12.31,14.5,0,22.3,13.44,,,,16,17.09,,21.56,,10,14.4
11/28/2017,Virginia Tech,79,Iowa,55,8.5,10.09,9.11,13.76,9.32,7.43,13.49,8,6.55,13,3.44,18.54,5.7,0,7.8,9.47,,,,11,9.72,,7.61,,12,7.9
11/28/2017,Wake Forest,80,Illinois,73,2.5,-0.03,-1.61,-3.89,-1.21,-2.66,1.76,3,-0.48,0.01,3.11,-2.39,-4.6,0,5,7.02,,,,3,-0.77,,0.84,,1,1.6
11/28/2017,Washington,85,Kennesaw St.,71,15.5,14.12,14.37,16.28,13.7,16.86,18.36,13.5,13.94,7,3.6,21.96,16,0,10.5,9.92,,,,16,12.47,,12.69,,14,13.8
11/28/2017,Western Illinois,90,IUPUI,77,-2.5,1.53,2.95,4.26,2.43,4.54,5.38,-1,-2.4,3,2.51,-3.14,2.6,0,0.1,1.72,,,,-2,-0.54,,-1.09,,2,1.1
11/28/2017,Xavier,76,Baylor,63,4.5,2.86,3.01,-5.85,4.59,0.79,-1.46,4,4.18,4,3.95,6.84,4.8,0,-0.9,5.82,,,,-5,0.91,,0.24,,10,6
11/29/2017,Alabama,77,Louisiana Tech,74,11.5,11.27,11.41,5.56,11.97,10.27,20.57,11,10.09,11,3.06,11.76,11,0,9.4,11.21,,,,4,9.36,,11.07,,12,12.4
11/29/2017,Arizona,91,Long Beach St.,56,23.5,18.88,17.13,1.12,19.67,16.59,19.4,22,22.81,21,5.6,18.98,22.3,0,24.1,22.43,,,,15,20.26,,20.69,,14,22.7
11/29/2017,Bowling Green,85,San Jose St.,79,10,7.23,7.46,4.4,7.67,7.33,4.24,9.5,4.01,6,3.31,11.08,9.6,0,1.4,10.52,,,,18,5.41,,5.53,,14,9.8
11/29/2017,Cleveland St.,75,Arkansas St.,72,1,0.17,-0.38,1.33,-0.27,-1.21,-3.55,2,-1.32,0.01,2.65,4.9,2,0,-5.1,3.85,,,,8,-0.48,,-1.51,,2,2.3
11/29/2017,Coastal Carolina,81,Wofford,87,8,8.13,8.02,13.56,7.74,7.84,7.71,7.5,3.49,6,3.5,15.17,12,0,2,8.57,,,,17,5.67,,6.29,,10,7.9
11/29/2017,Connecticut,77,Columbia,73,11.5,11.92,12.65,10.61,12.05,16.27,11.49,10.5,12.54,10,3.55,12.3,19.8,0,11.5,3.95,,,,22,12.23,,14.79,,8,10.6
11/29/2017,Dayton,60,Auburn,73,-4,-0.9,0.55,0.05,0.33,1.56,-6.54,-2.5,-3.32,3,3.75,-3.49,-8.7,0,4.9,-4.38,,,,-1,1.14,,2.47,,1,-2.1
11/29/2017,Denver,88,Wyoming,78,-6,-6.64,-7.06,-12.48,-6.39,-8.8,-6.4,-5.5,-4.49,-1,4.89,-14.55,-14,0,-0.9,1.2,,,,-7,-5.05,,-4.12,,-12,-3.5
11/29/2017,Fordham,77,East Tennessee St.,82,-1,-0.74,0.08,-1.42,0.12,0.31,2.06,-2,-2.22,-4,2.87,2.27,-1.6,0,-5.8,0.27,,,,9,-1.96,,-3.48,,6,-1.7
11/29/2017,Indiana,81,Duke,91,-8.5,-10.69,-12.01,-11.98,-11.6,-14.47,-10.5,-10,-11.31,-10,4.49,-21.09,-12.7,0,-5.7,-2.01,,,,1,-5.47,,-7.18,,-14,-10.4
