date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/10/2017,Hawaii,82,Arkansas Pine Bluff,70,18.5,18.33,17.98,17.98,17.98,17.98,22.66,18.5,23.01,23,3.26,20.6,12.7,0,16.5,13.73,,,,,,,17.27,,,16.9
11/10/2017,Indiana,69,Indiana St.,90,14,16.22,15.67,15.67,15.67,15.67,17.48,14.5,14.26,17,1.34,17.87,15.4,0,18.2,13.91,,,,,,,16.65,,,17.4
11/10/2017,Kansas,92,Tennessee St.,56,26.5,25.51,26.2,26.2,26.2,26.2,29.17,25.5,24.73,28,2.31,26.78,20.1,0,24.8,22.74,,,,,,,26.43,,,24.1
11/10/2017,Kentucky,73,Utah Valley,63,21,23.2,26.25,26.25,26.25,26.25,17.7,20.5,24.18,23,3.72,27.11,20.1,0,25.7,15.41,,,,,,,22.44,,,20.9
11/10/2017,Loyola-Chicago,84,Wright St.,80,12.5,7.81,8.31,8.31,8.31,8.31,12.04,12,4.68,5,2.18,7.99,6,0,6.5,8.11,,,,,,,6.46,,,11.5
11/10/2017,Marshall,102,Tennessee-Martin,91,8.5,6.4,5.33,5.33,5.33,5.33,10.69,8,5.04,10,2.23,8.22,7.1,0,5.6,2.64,,,,,,,7.55,,,5
11/10/2017,Memphis,70,Alabama,82,-6.5,-8.11,-7.93,-7.93,-7.93,-7.93,-12.93,-7.5,-7.43,-9,2.62,-3.67,-6.7,1,-5,-8.77,,,,,,,-7.16,,,-13.1
11/10/2017,Michigan St.,98,North Florida,66,29,24.84,25.44,25.44,25.44,25.44,30.34,28.5,25.07,20,3.68,23.23,22.9,0,19.8,26.08,,,,,,,21.12,,,32.6
11/10/2017,Mississippi,94,Louisiana-Lafayette,76,8,9.96,9.79,9.79,9.79,9.79,15.09,8,6.22,12,2.31,11.67,9,0,9.1,6.23,,,,,,,10.94,,,10.1
11/10/2017,Missouri,74,Iowa St.,59,5,-4.14,-1.55,-1.55,-1.55,-1.55,-2.38,4,-4.94,-13,6.92,-12.93,7.7,0,-14.5,0.86,,,,,,,-11.82,,,3.4
11/10/2017,Montana St.,89,Nebraska Omaha,80,9,0.11,0.57,0.57,0.57,0.57,10.82,8,-3.14,0.01,5.15,-4.83,-5.2,0,-5.2,6.33,,,,,,,-5.88,,,6.2
11/10/2017,Navy,71,Pittsburgh,62,3,-4.66,-4.6,-4.6,-4.6,-4.6,6.72,2.5,-14.37,-10,6.28,-10.79,-6.1,0,-7.8,5.74,,,,,,,-8.04,,,2.5
11/10/2017,Nevada,88,Idaho,64,9.5,13.14,12.11,12.11,12.11,12.11,9.64,10.5,10.63,17,2.59,17.63,12.9,0,16.9,11.25,,,,,,,14.8,,,11.6
11/10/2017,North Carolina,86,Northern Iowa,69,17,20.53,18.75,18.75,18.75,18.75,26.03,18,15.39,30,4.83,22.77,15.2,0,26.2,15.18,,,,,,,24.25,,,16.9
11/10/2017,North Carolina St.,102,VMI,67,22.5,22.17,22.96,22.96,22.96,22.96,33.64,21.5,23.79,19,4.11,22.49,16.6,0,19.6,22.81,,,,,,,19.08,,,19.3
11/10/2017,Northern Kentucky,81,East Tennessee St.,63,6.5,0.21,2.09,2.09,2.09,2.09,10.05,4.5,-4.6,0.01,3.86,-4.07,-2.7,0,-3.4,-1.09,,,,,,,-1.15,,,1.3
11/10/2017,Oakland,85,IPFW,71,6.5,6.98,6.96,6.96,6.96,6.96,11.56,7,3.86,7,2.01,7.3,7.2,0,3.8,5.44,,,,,,,7.49,,,9.2
11/10/2017,Oklahoma St.,78,Pepperdine,47,17.5,21.32,15.7,15.7,15.7,15.7,28.17,20,18.73,31,6.35,25.64,13.7,0,30.1,16.44,,,,,,,25.33,,,25.3
11/10/2017,Old Dominion,57,Towson,54,3.5,2.49,2.33,2.33,2.33,2.33,-2.62,4.5,5.39,2,1.92,3.68,3,0,0.8,2.86,,,,,,,3.49,,,4.4
11/10/2017,Oregon St.,99,Southern Utah,82,23.5,16.37,21.23,21.23,21.23,21.23,16.94,23,14.39,13,4.12,16.13,11.2,0,10.2,13.2,,,,,,,13.36,,,19.5
11/10/2017,Purdue,105,SIU Edwardsville,74,29,30.2,30.87,30.87,30.87,30.87,34.65,29,28.73,31,3.73,33.07,23.4,0,33.8,21.82,,,,,,,32.39,,,30.3
11/10/2017,Rice,72,Eastern Kentucky,73,-3,3.76,-0.38,-0.38,-0.38,-0.38,1.11,-1,3.27,8,4.51,10.27,9.9,0,9.7,0.43,,,,,,,7.3,,,0.4
11/10/2017,Richmond,63,Delaware,76,10,13.59,11.17,11.17,11.17,11.17,16.32,10.5,13.06,17,2.64,18.24,12.7,0,16.8,12.09,,,,,,,14.42,,,11.3
11/10/2017,San Francisco,71,Long Beach St.,83,13.5,9.95,9.85,9.85,9.85,9.85,21.16,13.5,2.63,6,4.37,10.39,8.8,0,11.6,9.73,,,,,,,5.91,,,13.7
11/10/2017,Seton Hall,90,Fairleigh Dickinson,68,23,22.57,24.3,24.3,24.3,24.3,24.13,23,23.75,24,2.66,23.42,18.5,0,19.9,16.15,,,,,,,22.7,,,23.7
11/10/2017,South Dakota St.,65,UC Irvine,54,7,3.43,3.33,3.33,3.33,3.33,11.23,6.5,-2.34,3,3.35,1.03,2.1,0,0.1,7.76,,,,,,,3.28,,,5.1
11/10/2017,South Florida,60,Florida Atlantic,59,3.5,3.91,4.12,4.12,4.12,4.12,2.01,4,-0.59,6,2.1,5.01,2.2,0,3,8.3,,,,,,,3.88,,,4.6
11/10/2017,St. Bonaventure,75,Niagara,77,9.5,15,15.43,15.43,15.43,15.43,13.86,10,14.95,16,1.25,17.61,12.6,0,15.2,15.44,,,,,,,13.45,,,14.2
11/10/2017,Stanford,78,Cal Poly SLO,62,19,17.9,20.49,20.49,20.49,20.49,17.5,18.5,11.63,18,2.97,,,0,17.8,14.4,,,,,,,15.58,,,20
11/10/2017,Syracuse,77,Cornell,45,16.5,19.22,19.86,19.86,19.86,19.86,18.81,16.5,21.59,20,2.73,23.49,16.7,0,21.7,14.32,,,,,,,19.74,,,14.1
11/10/2017,TCU,83,Louisiana-Monroe,73,25,22.16,23.08,23.08,23.08,23.08,33.54,24.5,12.33,25,4.71,22.39,18.1,0,21.9,19.45,,,,,,,22.9,,,20.1
11/10/2017,Texas Tech,75,South Alabama,50,24,19.84,19.82,19.82,19.82,19.82,29.58,22.5,16.97,19,3.65,22.02,13.5,0,19.7,16.78,,,,,,,20.01,,,21.1
11/10/2017,Troy St.,80,North Dakota,83,6.5,2.6,3.03,3.03,3.03,3.03,6.96,6,-1.43,1,2.33,0.3,0.5,1,2.6,6.13,,,,,,,1.28,,,4.3
11/10/2017,UCLA,63,Georgia Tech,60,7.5,6.59,4.13,4.13,4.13,4.13,8.96,7,9.07,9,3.16,10.3,7.9,1,12.2,1.72,,,,,,,6.01,,,4
11/10/2017,USC,84,Cal St. Fullerton,42,23.5,20.72,19.94,19.94,19.94,19.94,32.22,23.5,18.22,16,3.89,21.92,21.3,0,18.9,18.18,,,,,,,19.74,,,23.1
11/10/2017,Vanderbilt,73,Austin Peay,54,25,23.18,21.98,21.98,21.98,21.98,35.05,25.5,20.43,25,4.24,26.27,18.1,0,24.5,18.62,,,,,,,22.71,,,22.7
11/10/2017,Villanova,75,Columbia,60,25.5,25.31,26.39,26.39,26.39,26.39,23.44,25.5,21.87,28,3.51,30.13,19.5,0,29.2,18.78,,,,,,,27.66,,,24.9
11/10/2017,Virginia,60,NC Greensboro,48,18.5,20.17,22.62,22.62,22.62,22.62,23.65,18.5,21.66,16,3.36,22.51,14,0,20.7,14.27,,,,,,,19.45,,,19.5
11/10/2017,Virginia Tech,111,Detroit,79,19,20.37,18,18,18,18,33.05,19,14.58,25,5.07,23.92,18,0,24.2,16.92,,,,,,,21.65,,,15.5
11/10/2017,Wake Forest,83,Georgia Southern,85,10.5,13.94,13.29,13.29,13.29,13.29,14.57,10.5,13.1,19,3.37,18.65,11.6,0,16.5,6.56,,,,,,,17.13,,,10.9
11/10/2017,Washington,86,Belmont,82,2.5,1.33,3.52,3.52,3.52,3.52,8.24,3,-2.17,-2,3.29,2.38,-2.4,0,-2.7,2.09,,,,,,,1.22,,,-1.4
11/10/2017,Weber St.,65,Utah St.,59,1.5,0.41,0.63,0.63,0.63,0.63,-4.55,1,-0.46,0.01,2.04,-1.86,1.2,0,1.6,2.04,,,,,,,0.61,,,4.2
11/10/2017,West Virginia,65,Texas A&M,88,6.5,7.42,6.05,6.05,6.05,6.05,12.16,6,5.64,10,3.21,9.73,4.8,1,14.2,3.21,,,,,,,7.96,,,4.6
11/10/2017,Western Kentucky,80,SW Missouri St.,85,-1.5,-3.08,-3.98,-3.98,-3.98,-3.98,-14.54,-1.5,-1.28,1,4.21,-3.6,-0.5,0,-5.5,3.14,,,,,,,-0.51,,,-2.3
11/10/2017,Wofford,52,South Carolina,73,-6,-9.26,-8.54,-8.54,-8.54,-8.54,-12.12,-5,-11.09,-12,3.15,-13.7,-6.4,0,-11.5,-2.41,,,,,,,-11.38,,,-5.6
11/10/2017,Wyoming,74,Chattanooga,65,12,7.67,8.15,8.15,8.15,8.15,19.58,12,1.42,8,5.07,3.81,4.1,0,0.7,13.14,,,,,,,5.09,,,11.3
11/10/2017,Xavier,101,Morehead St.,49,26.5,21.14,22.05,22.05,22.05,22.05,38.57,26,13.42,19,6.16,20.3,15,0,17.1,20.21,,,,,,,17.76,,,25.2
11/11/2017,Akron,67,Cleveland St.,57,6.5,9.75,10.4,9.95,10.43,10.44,5.45,7.5,9.03,13,3.34,13.72,10.3,0,13.9,2.49,,,,,,,11.6,,,6.1
11/11/2017,Bradley,68,IUPUI,53,9,5.83,7.92,7.61,7.92,7.94,15.99,9,0.88,3,3.97,3.55,2.3,0,2,5.34,,,,,,,4.13,,,7.2
11/11/2017,Buffalo,80,Canisius,75,9,8.58,12.3,11.73,12.33,12.34,5.24,8.5,6.6,10,2.78,7.28,5.3,0,6,7.92,,,,,,,6.63,,,7.9
11/11/2017,DePaul,58,Notre Dame,72,-9,-10.67,-13.07,-12.09,-13.12,-13.14,-9.72,-8,-13.2,-12,2.91,-11.63,-7.9,0,-12.7,-4.09,,,,,,,-9,,,-7
11/11/2017,Fairfield,80,Pennsylvania,72,-4.5,0.56,2.42,2.45,2.42,2.41,-0.64,-4.5,1.2,-2,1.69,0.07,2,0,-0.2,-2.05,,,,,,,0,,,-0.8
11/11/2017,La Salle,61,St. Peter's,40,9.5,4.18,7.54,7.26,7.55,7.56,5.64,7.5,2.89,-6,4.17,2.68,1.7,0,1,8.57,,,,,,,0.82,,,7.1
11/11/2017,Nebraska,72,Eastern Illinois,68,10.5,12.54,13.36,12.72,13.38,13.4,10.98,10.5,13.45,12,1.27,14.65,12.3,0,10.3,11.11,,,,,,,11.64,,,13.7
11/11/2017,Portland,75,Portland St.,80,1,2.51,4.56,4.46,4.56,4.56,3.47,1,-2.14,0.01,2.42,4.82,2.9,0,1.7,-1.79,,,,,,,2.36,,,3.1
11/11/2017,Quinnipiac,78,Dartmouth,77,-1.5,1.27,0.56,0.72,0.56,0.56,0.09,-1.5,1.16,-1,1.87,3.28,5.2,0,4.1,-1.02,,,,,,,1.8,,,0.5
11/11/2017,Texas Arlington,85,Loyola Marymount,80,14.5,12.05,15.61,14.84,15.65,15.66,5.55,13,6.24,14,3.64,9.8,8.8,0,11.6,14.45,,,,,,,9.87,,,14.6
11/11/2017,Toledo,98,St. Joseph's PA,87,0,2.36,-2.76,-2.4,-2.77,-2.77,9.63,0,2.33,9,4.29,2.77,4.9,0,5.3,3.34,,,,,,,3.87,,,0.3
11/11/2017,UC Santa Barbara,85,North Dakota St.,66,1,-3.48,-2.33,-2,-2.34,-2.35,-2.41,1.5,-6.66,-6,3.65,-6.52,-6,0,-10.3,2.88,,,,,,,-3.49,,,2.3
11/11/2017,UNLV,108,Florida A&M,66,24.5,18.94,22.12,21.92,21.93,23.1,13.6,,18.73,13,3.54,20.36,23,0,16.1,15.2,,,,,,,19.08,,,18.1
11/11/2017,Youngstown St.,78,Kent St.,111,-5,-8.31,-8.12,-7.62,-8.14,-8.15,-15.5,-4.5,-6.94,-8,2.73,-10.39,-6.8,1,-11,-5,,,,,,,-7.08,,,-5.3
11/12/2017,Air Force,65,Texas St.,57,3,1.59,1.26,1.39,1.25,1.25,7.49,3,-0.62,-5,2.97,1.89,0.8,0,-0.8,5.59,,,,,1.79,,1.43,,,4.5
11/12/2017,Arizona,103,MD Baltimore Co,78,24.5,23.35,24.9,24.52,24.7,25.94,11.08,22.5,29.89,24,4.67,26.08,21.3,0,20.9,18.39,,,,,,,25.39,,,26.4
11/12/2017,Arkansas,101,Bucknell,73,9.5,10.79,13.58,15.02,13.77,12.69,9.1,8,5.13,12,2.6,11.13,8.7,0,9.6,8.36,,,,,11.62,,10.34,,,10
11/12/2017,Boise St.,90,Southern Utah,69,22,21.61,20.92,20.38,20.82,21.51,22.21,21.5,24.83,21,1.54,24.33,19,0,21.7,20.98,,,,,20.86,,21.06,,,22.9
11/12/2017,Butler,85,Princeton,75,9.5,10.28,11.12,11.17,11.03,11.46,15.33,8,7.39,7,2.36,12.77,9.6,0,10.7,6.28,,,,,9.19,,10.26,,,10.6
11/12/2017,California,85,Cal Poly SLO,82,7.5,13.24,12.63,2.54,13.02,13.4,11.18,9.5,13.01,18,4.96,,,0,21.7,10.21,,,,,,,17.94,,,12
11/12/2017,Denver,69,UC Irvine,83,6,1.15,-1.64,2.09,-1.85,-1.72,10.18,4.5,-1.33,-1,3.49,-0.97,0.1,0,0.4,6.03,,,,,1.4,,0.15,,,4.2
11/12/2017,Harvard,70,Massachusetts,67,10.5,6.23,7.33,5.47,7.62,6.53,9.99,9,6.1,9,2.04,3.34,7,0,3.7,6.12,,,,,6.17,,2.6,,,6.3
11/12/2017,Hawaii,81,North Dakota,78,4,1.53,3.19,0.31,3.27,3.56,2.32,3.5,2.26,-3,3.97,0.87,-2.4,0,-3.8,11.76,,,,,-0.93,,-0.85,,,4.9
11/12/2017,Illinois,77,Tennessee-Martin,74,18.5,16.62,16.55,17.4,16.95,14.98,26.49,18,16.69,19,3.94,16.52,13.5,0,15.8,7.68,,,,,18.51,,15.53,,,17.1
11/12/2017,Indiana,86,Howard,77,23,23.83,17.72,4.02,18.34,19.69,33.59,23.5,28.24,25,7.74,32.73,23.4,0,30.8,21.95,,,,,22.36,,31.04,,,24.8
11/12/2017,Kentucky,73,Vermont,69,13.5,14.93,18.5,18.74,18.21,19.95,3.3,12,14.41,12,4.61,20.07,13.1,0,16.4,9.82,,,,,13.55,,17.6,,,13.4
11/12/2017,Louisville,72,George Mason,61,18.5,19.83,19.07,16.4,19.51,17.94,25.83,18,19.88,24,2.99,21,16.5,0,22.4,14.92,,,,,19.9,,18.72,,,21.5
11/12/2017,Oklahoma,108,Nebraska Omaha,89,23,17.12,18.82,22.28,18.62,18.93,24.43,22,17.38,13,3.66,16.02,11.1,0,13.7,16.68,,,,,15.34,,13.91,,,19.5
11/12/2017,SMU,83,Louisiana-Monroe,65,18.5,21.79,19.62,20.72,19.11,21.65,23.43,18.5,22.82,25,3.62,27.56,20.3,0,25.4,15.34,,,,,22.77,,25.64,,,15.7
11/12/2017,San Jose St.,64,San Diego,81,-2,3.74,0.58,0.75,0.56,0.56,4.75,-1,3.18,10,3.17,4.45,6.1,0,7.3,4.52,,,,,6.41,,4.37,,,-1.2
11/12/2017,Seton Hall,75,Monmouth,65,16,12.5,15.52,12.92,15.71,15.39,18.7,16,12.64,10,3.67,9.62,8.1,0,7.6,15.34,,,,,8.17,,9.16,,,16.1
11/12/2017,Stanford,89,Pacific,80,18.5,14.44,17.33,17.02,17.23,17.82,22.36,18,12.67,14,3.46,13.47,13.5,0,11.6,9.3,,,,,11.51,,11.78,,,12.6
11/12/2017,Troy St.,81,Arkansas Pine Bluff,57,18.5,16.29,14.79,10.84,14.91,15.25,23.38,18.5,15.68,,4.33,20.03,13.5,1,22.9,9.14,,,,,18.03,,19.79,,,13.5
11/12/2017,Virginia Tech,132,Citadel,93,26,24.6,26.09,24.41,26.36,25.48,31.19,24,22.37,26,3.06,25.34,17,0,23.9,22.36,,,,,25.25,,24.89,,,23.7
11/12/2017,Washington,79,Eastern Washington,69,9.5,9.23,13.46,15.32,13.24,13.97,10.24,10,12.07,4,3.86,9.1,4.6,0,6.3,4.74,,,,,6.2,,7.16,,,8.8
11/12/2017,Wisconsin,89,Yale,61,14,15.26,14.35,14.5,14.47,13.86,13.09,13,14.66,18,2.55,18.19,14.9,0,18.6,9.61,,,,,18.06,,17.67,,,13.7
11/13/2017,Belmont,69,Vanderbilt,60,-3,-5.19,-5.1,-7.73,-4.76,-5.89,-9.63,-4.5,-4.62,-5,2.13,-6.73,-2.3,0,-3.8,-3.39,,,,,-5.65,,-6.53,,,-1.5
11/13/2017,Bowling Green,79,South Dakota,88,-1,0.53,2.8,7.87,2.53,2.7,-2.74,0,-0.27,-2,2.93,1.01,-3.6,0,-2,-0.54,,,,,1.28,,-0.09,,,0.4
11/13/2017,Cincinnati,102,Western Carolina,51,28,29.37,30.65,28.92,30.67,31.13,31.69,28,28.76,28,3.28,33.24,21.3,0,33,24.3,,,,,31.54,,29.85,,,28.2
11/13/2017,DePaul,81,Delaware St.,57,22,20.47,23.09,20.13,23.27,23.14,30.3,22,16.21,18,3.98,21.18,13.8,0,19.1,17.08,,,,,18.98,,20.34,,,21.9
11/13/2017,Florida,116,Gardner Webb,74,25,24,24.73,22.59,24.97,24.37,28.97,25,24.01,21,3.37,29.01,17.1,0,24.9,18.46,,,,,25.99,,25.13,,,24.8
11/13/2017,Fresno St.,89,CS Northridge,73,18,14.85,13.66,12.73,13.7,13.75,23.71,18,9.27,17,3.41,15.89,13.1,0,14.7,13.2,,,,,13.22,,14.76,,,19.2
11/13/2017,Hawaii,72,Troy St.,67,1,0.23,1.07,8.22,0.49,1.67,-2.1,,-0.6,-4,3.83,0.19,-2.8,0,-6.1,7.19,,,,,-0.06,,-0.9,,,0.9
11/13/2017,Illinois-Chicago,82,St. Joseph's PA,86,2,-0.19,-4.43,4.02,-4.93,-4.65,10.42,1,-5.94,3,4.38,2.33,-0.1,0,-1.5,-1.02,,,,,2.03,,-0.39,,,-1.5
11/13/2017,Iowa St.,56,Wisconsin-Milwaukee,74,14.5,19.86,20.24,13.26,20.65,21.12,16.99,15.5,19.75,25,4.07,16.21,15.9,0,28.3,16.26,,,,,21.55,,24.01,,,18.8
11/13/2017,James Madison,53,Old Dominion,69,-4.5,-3.96,-5.38,-7.38,-5.16,-5.85,-6.82,-4.5,-9.49,1,2.91,-3.84,-2,0,-3.6,-0.13,,,,,-2.62,,-1.83,,,-2.3
11/13/2017,Louisiana Tech,96,SE Missouri St.,95,18.5,13.97,14.33,13.33,14.36,14.41,10.44,18,14.65,15,2.18,15.09,11.1,0,13,15.9,,,,,13.39,,11.51,,,19.1
11/13/2017,Michigan,72,Central Michigan,65,21.5,20.77,21.35,20.34,21.32,21.75,21.1,21,21.45,25,3.06,21.36,19.9,0,22.5,11.64,,,,,22.57,,22.53,,,18
11/13/2017,Mississippi,85,Eastern Kentucky,75,15,16.61,14.65,12.93,14.88,14.13,24.37,15,11.26,17,3.45,20.14,13.8,0,18.8,15.04,,,,,19.38,,18.11,,,18
11/13/2017,Missouri,99,Wagner,55,18.5,16.7,17.87,18.19,17.96,17.86,19.11,18,18.78,11,3.72,18.93,20.6,0,9.7,15.27,,,,,13.89,,12.29,,,22.4
11/13/2017,Murray St.,67,Middle Tenn St.,72,-3,-6.12,-3.68,-3.1,-3.71,-3.74,-9.48,-4,-13.82,-8,4.08,-9.24,-7.4,0,-8,-1.23,,,,,-7.97,,-8.46,,,2.1
11/13/2017,Nebraska,86,North Texas,67,14,16.08,16.43,16.73,16.19,17.46,18.76,14.5,12.26,13,1.88,16.91,16.2,0,18.4,14.88,,,,,15.04,,17.78,,,15.1
11/13/2017,Nevada,88,Rhode Island,81,1,0.04,-0.32,-0.01,-0.33,-0.38,-5,1,-4.38,2,2.59,-0.79,3.4,0,0.3,4.55,,,,,2.12,,0.51,,,-1.1
11/13/2017,North Dakota,80,Arkansas Pine Bluff,71,13.5,16.87,17.21,18.73,17.24,16.76,21.87,,13.76,,3.25,18.57,12.7,0,20.1,9.59,,,,,17.51,,18.94,,,16.3
11/13/2017,Northern Colorado,59,UC Davis,74,5,1.1,-0.16,-0.77,-0.07,-0.38,11.61,5,-0.23,-2,4.42,-0.17,-2.6,0,-0.1,9.41,,,,,-1.08,,-3.08,,,5
11/13/2017,Northwestern,75,St. Peter's,66,18.5,15.24,18.87,21.09,18.61,19.67,19.9,18.5,11.05,8,4.27,16.58,11,0,12.1,15.65,,,,,11.62,,11.25,,,18
11/13/2017,Oklahoma St.,83,NC Charlotte,65,14,20.33,19.62,18.28,19.92,18.74,19.93,14,16.4,25,3.85,26.35,12.8,0,25.2,16.86,,,,,22.36,,24.07,,,19.1
11/13/2017,Oregon,100,Prairie View,67,28,28.04,27.86,27.64,27.43,29.98,27.01,27,23.77,36,5.23,24.96,21.8,0,33.2,18.89,,,,,29.03,,38.36,,,26.7
11/13/2017,Oregon St.,66,Wyoming,75,5.5,0.88,4.74,3.32,4.78,4.94,2.78,5.5,-0.55,-3,3.59,-3.32,-3.1,0,-4.5,4.35,,,,,-2.28,,0.22,,,4
11/13/2017,Pennsylvania,71,La Salle,75,1.5,-1.41,-2.22,-7.21,-2.1,-1.55,1.1,2.5,-4.41,5,3.85,-9.93,0.4,0,1.1,2.12,,,,,-1.32,,-1.78,,,1.1
11/13/2017,Pittsburgh,78,Montana,83,3.5,7.79,9.45,2.06,9.88,9.59,0.98,2.5,6.2,12,4.17,4.68,12.1,0,13.2,2.64,,,,,8.9,,12.53,,,4.8
11/13/2017,Providence,74,Minnesota,86,,3.17,3.23,2.29,3.52,2.22,3.76,,1.19,5,2.15,7.16,-1.1,0,0.4,5.55,,,,,3.53,,2.77,,,4.9
11/13/2017,Quinnipiac,72,Brown,79,-1,2.21,4.49,6.63,4.26,4.83,-0.29,0,-0.85,-3,2.57,1.79,3.5,0,1.7,2.4,,,,,2.48,,0.06,,,2.9
11/13/2017,Richmond,61,Jacksonville St.,94,3.5,6.37,8.11,-2.42,8.53,8.72,11.9,2,6.27,5,3.5,3.02,9.2,0,7.8,5.53,,,,,7.56,,7.06,,,2.9
11/13/2017,South Carolina,78,Western Michigan,60,10,15.4,13.75,14.67,13.83,13.2,14.25,11.5,12.66,19,3.39,21.32,12.9,0,19.8,9.09,,,,,17.58,,18.75,,,14.8
11/13/2017,TCU,100,Tennessee Tech,63,21.5,21.5,22.55,22.08,22.31,23.85,32.94,22,14.2,25,4.38,19.57,15.8,0,20.6,19.45,,,,,20.65,,22.28,,,19.7
11/13/2017,Tulsa,90,Oral Roberts,71,11.5,8.88,10.16,1.24,10.6,10.49,12.43,12,3.35,7,3.63,5.46,9.1,0,9.7,12.2,,,,,8.52,,9.3,,,14.8
11/13/2017,UAB,89,Chattanooga,47,12.5,7.9,10.84,12.48,10.88,10.32,15.91,11.5,4.8,5,4.96,10.83,0.2,0,-0.8,11.66,,,,,7.62,,1.99,,,8.9
11/13/2017,USC,75,North Dakota St.,65,24.5,20.31,20.3,24.55,20.68,18.24,26.91,25,18,18,4.98,33.08,16.1,0,14.4,15.5,,,,,20.42,,17.73,,,20.4
11/13/2017,Utah St.,81,Montana St.,73,5.5,6.85,6.89,-2.19,7.49,6.74,8.38,6,6.07,10,3.37,4.2,9.6,0,10.6,5.31,,,,,8.68,,10.09,,,4.1
11/13/2017,Virginia,93,Austin Peay,49,29.5,27.06,26.47,26.01,26.22,27.79,38.45,29.5,26.58,27,4.13,27.83,22.5,0,31.3,20.41,,,,,25.79,,27.45,,,25
11/13/2017,Wichita St.,81,Charleston,63,17,17.62,16.66,12.75,17.37,15.16,20.78,16.5,16.25,21,2.59,18.79,13.6,0,19,17.52,,,,,20.95,,17.59,,,19.2
11/13/2017,Xavier,101,Rider,75,23,21.74,22.79,18.07,23.54,21.47,30.26,23,19.17,23,3.66,22.35,14.9,0,20.5,23.49,,,,,18.75,,20.69,,,25.4
11/14/2017,Air Force,93,Canisius,79,4,3.72,3.81,8.84,3.26,4.84,5.29,4,0.94,1,2.52,,,0,0.5,,,,,,4.84,,,,,3.9
11/14/2017,Alabama,86,Lipscomb,64,15,15.95,18.07,15.56,18.25,17.97,16.67,15,18.23,12,2.51,,,0,11.9,,,,,,13.9,,,,,16.9
