date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linegreen,lineopen,linedok,linedunk,linefox,linerpi,linepig
12/23/2010,Indiana,69,Colorado,78,2.5,5.19,7.83,8.45,7.52,0,,2.62,,,2,3.34,,4,,-0.5
12/23/2010,Northeastern,77,East Tennessee St.,67,-2,1.48,0.96,-1.99,3.81,0,,4.82,,,-2,-0.25,,1,,-3
12/23/2010,Memphis,69,Georgetown,86,-4.5,-5.36,-4.88,-3.17,-6.02,0,,-10.37,-9.7,,-2,-3.25,,-4,,-3
12/23/2010,San Francisco,68,IUPUI,69,-4,-0.92,1.22,0.8,1.59,0,,-3.77,-6.7,,-4,-2.22,,-1,,-6
12/23/2010,Colorado St.,68,Mississippi,61,-5.5,-3.06,-1.96,-5.06,0.79,0,,-2.39,,,-6,-4.62,,-4,,-6
12/23/2010,Kansas St.,80,Mo Kansas City,64,,25.92,22.93,21.2,24.92,0,,32.32,,,,24.15,,27,,
12/23/2010,New Mexico,60,Northern Iowa,66,5,8.53,9.18,8.36,9.96,0,,10.11,,,5,4.2,,10,,4.5
12/23/2010,Ohio St.,92,Oakland,63,,18.63,17.08,19.13,14.51,0,,22.45,23.1,,,18.07,,19,,20
12/23/2010,Rice,78,Oral Roberts,80,-2,2.42,5.58,6.54,4.62,0,,1.44,-1.7,,-2,-0.5,,0.01,,-2
12/23/2010,Southern Miss,74,Saint Louis,67,4.5,8.84,11.81,16.46,8.59,0,,4.94,,,5,6.2,,8,,4
12/23/2010,Mississippi St.,69,San Diego,52,9,16.36,16.01,25.58,11.07,0,,21.35,,,14,7.82,,16,,10.5
12/23/2010,Minnesota,85,South Dakota St.,73,,14.96,12.78,19.17,7.39,0,,24.24,14.6,,,8.98,,15,,15.5
12/23/2010,New Mexico St.,53,St. Mary's,-9,-9,-9.11,-9.98,-9.38,-11.46,0,,-8.29,,,-10,-8.42,,-8,,-6
12/23/2010,Rutgers,55,St. Peter's,9,9,9.73,9.68,6.34,12.99,0,,8.42,14.1,,11.5,11.88,,9,,10
12/23/2010,Arkansas-Little Rock,75,Stetson,50,4.5,7.15,5.71,6.66,4.78,0,,13.96,1.1,,4.5,1.36,,9,,3
12/23/2010,Appalachian St.,68,Texas St.,9.5,9.5,16.34,18.6,20.02,17.31,0,,15.83,,,9.5,12.56,,16,,8
12/23/2010,Utah St.,80,Troy St.,39,24.5,24.64,23.9,23.67,24.16,0,,31.99,24.6,,21,22.36,,21,,23.5
12/23/2010,UCLA,74,UC Irvine,73,15,15.09,13.8,13.87,14.66,0,,17.39,17.3,,16,14.54,,15,,
12/23/2010,BYU,89,UTEP,68,12.5,13.43,15.84,16.17,15.6,0,,10.06,13.8,,12,13.32,,12,,12
12/23/2010,St. Bonaventure,68,Virginia Tech,76,-9,-5.57,-0.9,2.73,-4.46,0,,-12.88,-7.3,,-8,-5.22,,-8,,-7
12/23/2010,Baylor,71,Washington St.,77,3,3.15,0.54,-0.83,3.09,0,,6.07,,,3,0.43,,7,,2.5
12/23/2010,Idaho St.,60,Western Michigan,63,-7,-4.16,0.18,1.7,-1.46,0,,-9.07,-8.7,,-4,-5.98,,-6,,-5
12/24/2010,Appalachian St.,51,East Tennessee St.,79,,4.66,5.52,3.79,7.3,0,,6.47,,,,1.75,,4,,0.5
12/24/2010,Texas St.,,Northeastern,86,-6.5,-4.84,-3.59,-3.92,-3.26,0,,-4.59,,,-6.5,-9.43,,-3,,-3
12/24/2010,Mississippi,69,Saint Louis,61,5,6.54,7.87,9.09,6.7,0,,5.84,,,5,4.05,,7,,3
12/24/2010,Colorado St.,63,Southern Miss,58,-4,-2.41,-1.94,-5.26,0.4,0,,-0.4,,,-6,-4.79,,-2,,-4
12/25/2010,Washington St.,68,Butler,84,2,4.33,7.22,7.76,6.42,0,,1.73,,,0,1.72,,4,,0.5
12/25/2010,Baylor,61,Florida St.,68,3.5,4.54,3.98,3.06,6.04,0,,5.77,,,1.5,1.84,,6,,1
12/25/2010,Hawaii,68,Mississippi St.,57,2,1.01,4.76,2.47,7.08,0,,-6.27,,,1,3.75,,-2,,3.5
12/25/2010,Utah,64,San Diego,67,11.5,17.33,19.61,25.65,17.5,0,,17.58,,,12,10.91,,15,,12.5
12/26/2010,Seton Hall,61,Richmond,69,2.5,0.62,-2.69,-4.01,-1.19,0,,1.91,2.9,,2.5,3.41,,3,,1
12/27/2010,Pittsburgh,78,Connecticut,63,7.5,6.47,3.61,-4.5,9.32,0,,10.53,4.5,,6,7.98,,9,,7
12/27/2010,Georgia Tech,,Fordham,,,14.24,10.94,8.49,13.57,0,,17.87,12.9,,15,13.27,,18,,16
12/27/2010,UAB,79,George Washington,44,12.5,14.54,18.14,19.32,17.11,0,,10.2,17.8,,11.5,13.06,,13,,15.5
12/27/2010,Portland,66,Nevada,62,10.5,13,17.13,21.1,13.75,0,,9.9,16.4,,10,12.25,,8,,10.5
12/27/2010,Missouri,97,Northern Illinois,61,24.5,24.97,24.12,26.29,22.52,0,,28.94,24.5,,28,21.09,,26,,26.5
12/27/2010,Indiana,60,Penn St.,69,6.5,6.98,6.25,3.01,10.38,0,,4.12,6,,9.5,8.41,,9,,10
12/27/2010,Ohio St.,100,Tennessee-Martin,40,38,38.69,35.99,34.8,37.35,0,,45.55,46.1,,37,38.74,,37,,38.5
12/28/2010,Sam Houston St.,65,Air Force,76,3.5,4.65,4,4.05,3.94,0,,7.2,5.9,,3.5,2.07,,6,,5.5
12/28/2010,Valparaiso,69,Ball St.,52,6.5,6.2,2.78,5.07,0.64,0,,6.97,7.9,,3.5,7.32,,11,,10
12/28/2010,UC Irvine,68,Cal Riverside,73,10,7.97,6.6,3.64,9.25,0,,12.41,6.1,,14,7.55,,7,,7
12/28/2010,San Francisco,61,Colorado St.,69,-4.5,-4.54,-5.33,-7.87,-2.96,0,,-6.98,-4.5,,-5,-0.91,,-4,,-3.5
12/28/2010,Cincinnati,76,DePaul,60,16.5,18.64,20.41,21.52,19.46,0,,16.43,20.3,,14.5,16.79,,19,,19.5
12/28/2010,Florida,,Fairfield,,,11.96,11.91,12.28,11.56,0,,12.86,12.5,,14,12.1,,11,,
12/28/2010,Morehead St.,76,Kent St.,59,5.5,1.48,-2.32,-6.39,1.33,0,,3.66,2.7,,4,4.78,,4,,6.5
12/28/2010,UC Santa Barbara,55,Long Beach St.,71,7,8.68,8.8,9.05,8.57,0,,8.24,9.5,,7,8.53,,9,,9.5
12/28/2010,Wisconsin,68,Minnesota,60,8,7.43,7.51,3.8,10.09,0,,6.47,8.6,,8.5,8.79,,8,,9.5
12/28/2010,Drexel,84,Niagara,39,16.5,21.46,25.12,26.72,24.92,0,,21.35,22,,16,19.29,,15,,19
12/28/2010,Rutgers,55,North Carolina,78,-7,-2.95,-1.19,1.39,-3.97,0,,-2.77,-5.7,,-8,-3.41,,-6,,-7.5
12/28/2010,Mo Kansas City,75,North Dakota St.,73,,-5.85,-5.02,-3.02,-7.17,0,,-8.05,,,,-4,,-7,,
12/28/2010,Centenary,71,Oakland,98,,-22.74,-22.44,-19.01,-27.85,0,,,-25,,,-22.09,,-22,,-19.5
12/28/2010,CS Northridge,64,Pacific,74,-6,-5.35,-5.84,-5.86,-5.93,0,,-8.78,-5,,-5,-2.2,,-4,,
12/28/2010,Alabama,83,Pepperdine,60,16,15.35,11.05,9.19,13.85,0,,19.93,14.8,,15,13.79,,20,,
12/28/2010,Syracuse,81,Providence,74,13,14.36,13.16,16.6,10.76,0,,18.49,12,,14,10.95,,15,,18
12/28/2010,Michigan,57,Purdue,80,-4.5,-2.15,-1.03,0.07,-2.74,0,,-2.24,-2.2,,-5,-0.86,,-5,,-4
12/28/2010,St. Bonaventure,82,Siena,79,4.5,3.31,3.35,4.8,1.98,0,,-0.17,-0.8,,1.5,6.92,,3,,3
12/28/2010,Seton Hall,64,South Florida,55,8,8.14,6.02,2.99,9.5,0,,9.95,7.2,,10,8.26,,10,,
12/28/2010,Cal St. Fullerton,72,UC Davis,88,2,1.64,2.46,1.01,3.36,0,,-2.21,3.3,,1,3.06,,3,,2.5
12/28/2010,Stanford,60,Yale,44,12.5,9.42,4.06,3.88,4.27,0,,18.4,6.6,,12,7.57,,13,,11
12/29/2010,UTEP,71,Air Force,54,14,10.89,5.93,2.57,9.12,0,,17.34,15.4,,15,10.43,,15,,13
12/29/2010,Fordham,57,American,73,-4,-0.36,-0.17,-1.01,0.58,0,,1.86,-2.1,,-4,-3.25,,0.01,,-3
12/29/2010,Rhode Island,67,Boston College,65,1,0.23,-0.22,-1.4,0.58,0,,-2.07,-0.5,,1,3.05,,1,,0.5
12/29/2010,Indiana St.,80,Bradley,66,4.5,5.35,6.36,4.48,8.21,0,,1.48,5.8,,3,7.58,,5,,4.5
12/29/2010,Eastern Washington,88,CS Sacramento,79,9.5,8.33,7.44,5.71,8.8,0,,,8,,9,6.8,,12,,8
12/29/2010,Illinois St.,53,Creighton,64,1,0.21,0.06,1.99,-1.92,0,,-0.57,1,,-1,1.54,,0.01,,2
12/29/2010,Santa Clara,53,Delaware,54,7.5,4,1.94,-0.08,3.87,0,,5.13,4.8,,6,4.1,,7,,7
12/29/2010,NC Greensboro,62,Duke,108,-34,-30.81,-28.17,-27.91,-28.71,0,,-37.47,-34.7,,-35,-26.97,,-33,,-30
12/29/2010,Clemson,71,East Carolina,59,15,16.26,15.02,13.35,16.9,0,,17.79,17.2,,13,15.27,,18,,16
12/29/2010,Wichita St.,91,Evansville,57,12.5,12.42,12.36,14.16,11,0,,14.02,14,,13,10.9,,12,,12.5
12/29/2010,Central Florida,71,Furman,53,13.5,13.53,13.15,14.52,12.78,0,,13.48,13,,17,14.85,,12,,12.5
12/29/2010,Dayton,73,George Mason,67,2,-0.03,-0.38,5.68,-5.63,0,,0.03,-1.4,,2,-1.21,,1,,0
12/29/2010,Notre Dame,69,Georgetown,55,-2,-0.25,-0.53,-0.08,-0.87,0,,-0.1,-2.1,,-3,1.78,,-2,,-0.5
12/29/2010,Auburn,88,Georgia Southern,84,11.5,11.55,10.25,10.94,9.55,0,,13.92,13.7,,10.5,10.34,,13,,12.5
12/29/2010,Utah St.,74,Hawaii,66,20,17.93,15.11,14.88,15.45,0,,24.1,15.5,,18,15.2,,20,,18.5
12/29/2010,Iona,87,Hofstra,62,10,8.6,8.97,7.11,10.84,0,,7.75,7.5,,9,10.32,,7,,8
12/29/2010,Iowa,77,Illinois,87,-4.5,-3.97,-4.58,-6.72,-2.19,0,,-4.75,-4.4,,-3,-4.17,,-2,,-0.5
12/29/2010,South Carolina,56,Jacksonville St.,49,17.5,22.35,25.81,32.63,21.73,0,,21.45,24.5,,19,18.95,,17,,21
12/29/2010,Rice,74,LSU,68,3,3.14,4.48,3.26,5.7,0,,-1,5.2,,1.5,6.72,,1,,5.5
12/29/2010,Boise St.,71,Louisiana Tech,60,13.5,10.7,8.39,2.28,15.6,0,,11.62,12.5,,14,12.02,,12,,14.5
12/29/2010,Vanderbilt,77,Marquette,76,7,9.24,10.95,11.42,10.58,0,,7.86,9.8,,8,9.36,,7,,9
12/29/2010,St. Mary's,,Mississippi St.,72,15,18.89,19.59,16.91,23.12,0,,17.64,,,14.5,18.78,,18,,15
12/29/2010,Cornell,66,New Hampshire,68,5,8.97,6.41,3.52,9.43,0,,14.73,7,,5,4.15,,13,,8
12/29/2010,Texas Tech,60,New Mexico,61,-2.5,-3.72,-5.02,-5.76,-4.32,0,,-4.02,-3.9,,-2.5,-0.52,,-4,,-3
12/29/2010,Idaho,69,New Mexico St.,74,2,-0.93,1.44,2.84,0.06,0,,-6.09,3.9,,0,0.54,,-2,,2
12/29/2010,Princeton,65,Northeastern,63,5,9.25,11.75,13.02,10.81,0,,6.41,7.4,,5.5,6.01,,10,,4.5
12/29/2010,Montana,83,Northern Arizona,80,5.5,3.05,0.73,-0.65,2.18,0,,4.87,3.6,,4.5,3.87,,5,,5.5
12/29/2010,Portland St.,66,Northern Colorado,79,1,1.01,2.18,7.66,-2.34,0,,-0.15,0.2,,-5,0.87,,-1,,0.5
12/29/2010,Marist,66,Pennsylvania,57,-8,-9.15,-11.48,-12.55,-10.66,0,,-7.93,-12.8,,-8,-8.61,,-6,,-9
12/29/2010,SMU,71,SE Missouri St.,59,13,11.15,10.23,10.83,9.99,0,,17.11,12.5,,14.5,9.81,,8,,10.5
12/29/2010,Northern Iowa,57,SW Missouri St.,58,2,1.61,3.5,7.18,-0.65,0,,-0.86,5.6,,1,0.37,,2,,
12/29/2010,Fresno St.,75,San Jose St.,62,2,2.05,0.72,-0.32,1.71,0,,3.87,2,,2,2,,3,,2
12/29/2010,Drake,69,Southern Illinois,55,-1,0.91,-1.18,-2.01,-0.41,0,,3.73,0.4,,0,3.25,,0.01,,2
12/29/2010,West Virginia,71,St. John's,9,9,10.78,11.06,11.72,10.26,0,,8.97,13.8,,9,10.94,,12,,
12/29/2010,Middle Tenn St.,65,Tennessee St.,58,7,5.95,5.52,4.38,6.65,0,,6.06,7.3,,8,8.67,,4,,6.5
12/29/2010,Tennessee,68,Tennessee-Martin,62,28.5,27.71,25.77,22.78,29.61,0,,32.09,31.8,,25,27.08,,27,,
12/29/2010,Georgia St.,72,Texas A&M Corpus,42,-1.5,-0.33,-0.43,-3.71,3.14,0,,-2.46,,,-1.5,-1.61,,3,,-5
12/29/2010,Kansas,82,Texas Arlington,57,,34.21,33.46,34.75,32.33,0,,40.17,,,,29.6,,,,32.5
12/29/2010,La Salle,90,Towson,93,13,12.04,13.42,14.56,12.4,0,,11.62,12.9,,13,10.6,,11,,9.5
12/29/2010,Richmond,90,Wake Forest,74,16,18.99,21.04,19.52,22.77,0,,18.27,19.4,,13.5,16.39,,18,,20
12/29/2010,USC,67,Washington,73,-3,-4.89,-0.6,0.16,-4.7,0,,-11.31,-3,,-6,-3.62,,-5,,-3.5
12/29/2010,UCLA,80,Washington St.,71,3,-1.9,-2.31,-2.46,-2.53,0,,-2.76,-2.5,,0,1.27,,-3,,1.5
12/29/2010,Montana St.,75,Weber St.,72,2,-0.76,0.86,0.87,0.8,0,,-4.75,0,,-2,1.26,,-2,,0
12/29/2010,VA Commonwealth,75,Wofford,66,6.5,6.28,5.23,4.8,5.67,0,,7.3,6.7,,7,5.61,,8,,8.5
12/30/2010,Delaware,71,American,83,0,3.26,3.88,4.11,3.67,0,,4.8,,,2.5,0.7,,3,,0.5
12/30/2010,Oregon,57,Arizona,76,-7.5,-9.85,-12.42,-12.44,-12.96,0,,-7.09,-9.7,,-8,-7.76,,-9,,
12/30/2010,Oregon St.,80,Arizona St.,58,-2.5,-4.44,-6.39,-9.25,-3.99,0,,-3.24,-3.7,,-4.5,-2.71,,-3,,-1.5
12/30/2010,North Texas,81,Arkansas-Little Rock,69,9,8.75,9.03,9.4,9.07,0,,10.41,9.9,,10,5.87,,9,,12
12/30/2010,Buffalo,82,BYU,90,-9,-11.57,-10.35,-10.91,-9.81,0,,-16.79,-12.2,,-14,-6.32,,-14,,-7.5
12/30/2010,UNLV,73,Central Michigan,47,22.5,25.3,26.49,28.14,25.5,0,,26.29,25.9,,23,21.57,,25,,24
12/30/2010,Wofford,80,Cornell,86,7.5,8.86,10.35,12.17,8.66,0,,8.73,,,4,4.73,,10,,5
12/30/2010,Santa Clara,85,Fordham,70,10.5,8.22,6.47,4.57,8.45,0,,9.81,,,13,8.25,,10,,10.5
12/30/2010,Northeastern,62,Furman,75,-1.5,-0.08,-1.58,-3.6,0.09,0,,4.05,,,-3,-1.93,,1,,-0.5
12/30/2010,Chattanooga,76,Georgia St.,81,3.5,3.91,4.71,7.86,1.38,0,,3.66,,,4,2.65,,4,,5.5
12/30/2010,San Francisco,69,Hampton,57,3.5,1.37,-1.09,-5.53,3.04,0,,2.38,1.1,,3.5,2.96,,4,,5.5
12/30/2010,Youngstown St.,71,Illinois-Chicago,69,3.5,3.49,6.54,7.18,5.9,0,,-1.49,3.6,,0,3.84,,2,,3
12/30/2010,Virginia,47,Iowa St.,60,2.5,-1.86,-1.39,3.5,-7.08,0,,-0.24,-3.1,,2.5,-3.47,,-2,,-0.5
12/30/2010,Cal Poly SLO,53,Long Beach St.,69,-3,-1.79,-1.65,-2.49,-0.87,0,,-4.32,-2.1,,-4,-0.29,,-1,,-1
12/30/2010,Denver,65,Louisiana-Lafayette,52,6,4.32,4.38,5.46,3.59,0,,4.75,7.6,,6,4.81,,3,,5.5
12/30/2010,UC Irvine,80,Loyola Marymount,87,1.5,1.68,3.41,3.53,3.23,0,,-1.09,3.5,,4,2.75,,0.01,,1
12/30/2010,Cleveland St.,73,Loyola-Chicago,55,9,12.11,13.8,18.66,10.09,0,,9.24,13.5,,9.5,9.54,,13,,14
12/30/2010,Florida Atlantic,,Manhattan,,,15.91,17.68,18.9,16.51,0,,15.52,15.5,,16,13.6,,15,,
12/30/2010,VA Commonwealth,78,New Hampshire,65,16,16.89,13.41,11.96,15.15,0,,22.15,,,16,14.21,,21,,18.5
12/30/2010,Southern Utah,77,North Dakota St.,68,,-5.96,-4.68,-3.8,-5.63,0,,-6.45,-10.4,,,-4.93,,-9,,-3.5
12/30/2010,Oral Roberts,77,Oakland,85,,-2.17,-2.49,-1.53,-3.68,0,,-2.8,-2.2,,,-0.86,,-2,,-2.5
12/30/2010,Missouri,81,Old Dominion,58,8.5,7.51,7.08,6,7.8,0,,5.45,8.3,,8,7.28,,11,,10
12/30/2010,Cal St. Fullerton,54,Pacific,51,-5.5,-6.56,-6.55,-9.55,-4.52,0,,-10.2,-3,,-6,-3.52,,-5,,
12/30/2010,Miami-Florida,94,Pepperdine,59,17,18.43,18.91,23.67,15.05,0,,18.79,20,,20,14.65,,20,,19
12/30/2010,Central Florida,68,Princeton,62,10.5,11.16,11.69,12.24,11.82,0,,11.84,,,12,10.91,,9,,10
12/30/2010,Arkansas St.,69,South Alabama,57,8.5,9.56,7.27,2.78,11.1,0,,9.93,10.4,,8,10.97,,13,,11
12/30/2010,Mo Kansas City,71,South Dakota St.,91,,-3.89,-1.82,3.07,-7.22,0,,-4.65,,,,-5.65,,-5,,
12/30/2010,Tulsa,69,TCU,66,6.5,7.1,5.23,3.75,6.82,0,,8.29,6.3,,6,6.64,,10,,9.5
12/30/2010,Villanova,78,Temple,74,5.5,6.94,3.46,0.25,7.08,0,,12.23,4.9,,7.5,7.14,,8,,8.5
12/30/2010,NC Wilmington,64,Toledo,42,10,10.18,9.9,9.95,10.22,0,,13.84,10.4,,11,8.9,,8,,
12/30/2010,CS Northridge,87,UC Davis,81,1,-0.66,-1.02,-0.51,-1.58,0,,-2.15,1.4,,1,0.94,,0.01,,-0.5
12/30/2010,IUPUI,70,Western Illinois,55,,14.94,14.7,16.19,13.45,0,,19.13,14.7,,,11.93,,14,,16.5
12/30/2010,Detroit,79,Wisconsin-Green Bay,56,6.5,5.57,3.21,1.19,5.22,0,,6.55,5.7,,6.5,5.88,,9,,8
12/30/2010,Wright St.,68,Wisconsin-Milwaukee,44,8.5,6.05,5.86,3.41,8.37,0,,6.15,6.7,,8,6.31,,6,,9.5
12/31/2010,Idaho St.,68,CS Sacramento,63,7.5,10.06,12.07,13.47,10.67,0,,,10.1,,7,7.11,,9,,8.5
12/31/2010,Tennessee,78,Charleston,91,11,8.67,8.66,8.96,8.34,0,,9.59,10.2,,13,8.44,,8,,10
12/31/2010,Western Michigan,69,Eastern Illinois,60,8.5,8.83,9.87,10.34,9.4,0,,8.3,8.9,,7,10.11,,6,,7.5
12/31/2010,Georgia,64,Eastern Kentucky,57,16,18.94,21.85,24.75,19.81,0,,20.03,20,,14,15.12,,15,,22
12/31/2010,Samford,55,Eastern Michigan,51,6,9.08,14.39,22.14,9.58,0,,4.07,8.1,,6,4.61,,5,,7
12/31/2010,Xavier,67,Florida,71,1.5,-0.53,-2.31,-1.21,-3.25,0,,2,-4,,-1.5,-1.17,,1,,1
12/31/2010,Nevada,86,Hawaii,69,6,1.8,-1.72,-4.34,0.21,0,,4.9,1,,4,2.23,,6,,5
12/31/2010,Kent St.,51,James Madison,60,4,3.8,4.73,4.33,5.05,0,,3.09,5,,5,3.54,,3,,3
12/31/2010,Louisville,63,Kentucky,78,3,0.82,0.97,0.29,2.16,0,,0.07,1.3,,2,2.59,,-1,,
12/31/2010,Idaho,77,Louisiana Tech,47,3,2.19,1.05,0.44,1.68,0,,3.08,5,,4,3.75,,2,,6
12/31/2010,Michigan St.,71,Minnesota,62,7,5.92,4.8,1.66,7.4,0,,7,3,,10,7.56,,6,,7.5
12/31/2010,Boise St.,81,New Mexico St.,78,9.5,7.62,8.62,4.97,13.21,0,,3.63,11.4,,10,8.28,,8,,7.5
12/31/2010,Montana St.,86,Northern Arizona,78,-1,-2.44,-2.88,-1.64,-4.33,0,,-2.64,-2.3,,2,-1.6,,-2,,-0.5
12/31/2010,Eastern Washington,73,Northern Colorado,75,-2.5,-4.82,-4.9,-2.65,-7.15,0,,-7.63,-4.8,,-1.5,-3.67,,-3,,-4
12/31/2010,Purdue,82,Northwestern,69,10.5,11.11,10.6,10,11.55,0,,11.43,10.4,,12,9.59,,13,,14
12/31/2010,Indiana,67,Ohio St.,85,-13,-14.1,-13.92,-16.79,-10.53,0,,-16.54,-16.1,,-13.5,-10.65,,-16,,-15.5
12/31/2010,Gonzaga,73,Oklahoma St.,52,6.5,4.5,3.8,0.42,7.08,0,,3.36,2.9,,4.5,7.66,,4,,6
12/31/2010,Utah St.,80,San Jose St.,71,17.5,18.45,16.89,16.57,17.21,0,,25.59,17.1,,21,14.89,,18,,17
12/31/2010,Cincinnati,70,Seton Hall,53,8.5,9.71,12.39,15.6,8.95,0,,7.69,9.9,,7,7.33,,9,,13.5
12/31/2010,St. Joseph's PA,,Siena,48,3.5,2.7,2.47,2.82,2.12,0,,0.47,-1.2,,2,4.09,,4,,6
12/31/2010,Connecticut,66,South Florida,61,13,15.32,17.33,21.75,14.9,0,,12.61,17.2,,13,13.36,,14,,15
12/31/2010,Portland,88,Utah,79,9,9.5,11.78,14.32,9.43,0,,8.4,13,,9,7.37,,8,,10.5
12/31/2010,UCLA,63,Washington,74,-3.5,-6.73,-2.11,-0.26,-7.38,0,,-11.38,-6.8,,-4,-5.63,,-9,,-5
12/31/2010,USC,60,Washington St.,56,4,1.61,0.34,-0.38,1.16,0,,0.94,1.4,,2.5,3.31,,3,,4.5
12/31/2010,Montana,75,Weber St.,56,9,6.61,8.02,7.66,8.56,0,,4.98,5.9,,6,6.83,,5,,6
01/01/2011,Oregon,55,Arizona St.,60,1.5,0.71,0.28,-1.28,1.8,0,,1.67,1.3,,-2,2.38,,-1,,2
01/01/2011,South Carolina,70,Boston College,85,1.5,-0.6,-0.06,1.63,-1.39,0,,-3.59,-2.9,,-1,0.36,,0.01,,0
01/01/2011,Saint Louis,61,Bowling Green,67,12.5,15.55,16.45,16.17,16.76,0,,16.92,14,,12.5,12.88,,15,,14.5
01/01/2011,Georgetown,86,DePaul,75,23,24.34,26.03,28.78,24.27,0,,23.07,27.9,,24,21.57,,24,,
01/01/2011,Creighton,73,Drake,57,10.5,10.08,11.83,13.11,10.57,0,,8.42,10.3,,10,7.28,,11,,11
01/01/2011,Colorado St.,75,Hampton,77,10,11.24,10.51,9.11,11.95,0,,13.87,13.7,,10,7.25,,14,,10
01/01/2011,SW Missouri St.,82,Illinois St.,71,13.5,14.79,14.17,11.42,17.15,0,,17.11,15.2,,15,13.28,,15,,17.5
01/01/2011,Cleveland St.,83,Illinois-Chicago,59,16,19.07,20.81,22.6,20.02,0,,20.13,19,,17,15.59,,17,,17.5
01/01/2011,Evansville,64,Indiana St.,59,2,2.14,3.77,6.61,0.93,0,,1.61,3,,-1,1.56,,0.01,,4
01/01/2011,North Texas,80,Louisiana-Lafayette,63,10,13.88,17.07,22.78,12.47,0,,12.72,17.8,,16.5,9.43,,12,,16.5
01/01/2011,Youngstown St.,53,Loyola-Chicago,83,-4,-3.11,-0.83,2.48,-4.37,0,,-9.22,-1.7,,-5.5,-2.46,,-2,,0
01/01/2011,Dayton,76,New Mexico,73,2,0.53,1.23,5.78,-2.22,0,,-0.39,0.4,,0,-0.5,,0.01,,2.5
01/01/2011,Southern Illinois,57,Northern Iowa,55,-3,-2.99,-2.25,-2.73,-1.76,0,,-6.82,-3.5,,-3.5,0.34,,-4,,-3.5
01/01/2011,Syracuse,70,Notre Dame,58,8,5.51,4.59,2.97,5.09,0,,6.64,1.5,,7.5,4.83,,8,,7.5
01/01/2011,North Carolina St.,76,San Diego,54,20,21.25,22.62,27.36,19.06,0,,23.21,21.8,,21,17.62,,19,,
01/01/2011,Southern Utah,95,South Dakota St.,105,,-5.7,-4.62,-2.14,-7.36,0,,-4.65,-9.1,,,-6.37,,-8,,-3.5
01/01/2011,Providence,65,St. John's,1.5,1.5,0.95,0.48,0.56,0.32,0,,-1.04,0.1,,-1,1.9,,3,,
01/01/2011,Butler,76,Valparaiso,59,12,12.2,9.58,6.03,13.55,0,,17.97,12,,12,10.46,,13,,15
01/01/2011,Arkansas St.,81,Western Kentucky,73,4.5,2.75,-0.54,-5.05,3.48,0,,1.78,2.5,,3,4.52,,9,,
01/01/2011,Bradley,63,Wichita St.,79,-7.5,-7.95,-9.73,-10.84,-8.75,0,,-8.27,-8.9,,-8,-4.87,,-7,,-6.5
01/01/2011,Wright St.,67,Wisconsin-Green Bay,64,9.5,8.26,7.28,5.28,9.32,0,,11.12,9.5,,9,7.57,,8,,10
01/01/2011,Detroit,81,Wisconsin-Milwaukee,84,9.5,8.52,6.85,3.65,10.15,0,,8,8.3,,9,7.79,,13,,12.5
01/02/2011,Oregon St.,76,Arizona,75,-8.5,-12.07,-14.93,-16.05,-14.75,0,,-9.21,-13.3,,-9.5,-11.36,,-9,,-8
01/02/2011,Denver,72,Arkansas-Little Rock,70,5.5,1.29,-1.56,-4.87,1.73,0,,5.24,1.5,,6,2.37,,2,,2
01/02/2011,La Salle,87,Binghamton,64,,14.71,14.45,11.67,18.38,0,,13.67,15.7,,,14.81,,15,,
01/02/2011,Maine,65,Boston,52,,2.57,3.99,5.61,2.37,0,,0.52,1.3,,,3.34,,1,,5.5
01/02/2011,Stanford,82,California,68,2.5,0.65,-1.06,-3.63,1.16,0,,3.39,-0.4,,1,1.34,,1,,3.5
01/02/2011,Morehead St.,69,Charleston,49,3,-0.06,-1.03,-1.79,-0.24,0,,1.35,-1.2,,1,0.37,,0.01,,2
01/02/2011,Clemson,69,Citadel,54,22,22.72,22.5,21.1,24.06,0,,23.06,24.2,,20,20.4,,25,,22
01/02/2011,Vanderbilt,80,Davidson,52,14,14.39,13.2,12.18,14.57,0,,18.47,15.8,,15,13.74,,13,,15
01/02/2011,Georgia Southern,73,Eastern Kentucky,79,-3.5,-4.31,-2.62,-3.45,-2.02,0,,-3.47,-3.4,,-1,-4.59,,-8,,-1.5
01/02/2011,Columbia,69,Elon,70,5.5,7.31,11.29,15.41,7.37,0,,4.85,7.5,,6,7.94,,1,,6.5
01/02/2011,Louisiana-Monroe,72,Florida International,73,1.5,2.09,1.85,1.59,2.04,0,,2.09,1.9,,1,1.71,,3,,4.5
01/02/2011,Wake Forest,63,Gonzaga,73,-10,-11.79,-11.62,-10.01,-13.57,0,,-14.32,-13.4,,-9,-10.03,,-11,,-12.5
01/02/2011,Virginia,64,LSU,50,6,6.6,7.42,9.97,4.95,0,,7.17,7.3,,6,5.92,,5,,9
01/02/2011,St. Bonaventure,65,Marshall,74,2.5,1.44,2.47,3.93,1.12,0,,0.85,-1,,1.5,2.28,,-1,,-0.5
01/02/2011,Duke,74,Miami-Florida,63,18.5,18.79,15.77,13.65,17.84,0,,22.35,18.5,,22,18.11,,22,,21
