date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,lineseven,linemoore,linepugh,lineopen,linedok,linefox,linepig
12/14/2013,Seton Hall,80,St. Peter's,83,12,14.82,13.24,13.93,12.38,0,20,20.82,16.4,12,13.89,14,10
12/14/2013,Wichita St.,70,Tennessee,61,7,9.55,9.6,9.69,8.57,0,9,11.22,8.19,6.5,5.78,11,10.5
12/14/2013,Texas,85,Texas St.,53,14.5,16.59,16.23,15.73,15.58,0,18,19.07,19.17,14,13.29,14,15.5
12/14/2013,Oklahoma,101,Tulsa,91,12,13.57,12.96,11.09,12.47,0,21,13.76,13.05,12,12.19,13,
12/14/2013,Stanford,83,UC Davis,56,22,23.06,23.73,22.19,24.67,0,17,30.25,27.81,22.5,20.08,24,25.5
12/14/2013,Southern Utah,51,UNLV,73,-16,-18.87,-16.12,-21.53,-17.15,0,-16,-23.01,-32.09,-15.5,-16.03,-18,-18
12/14/2013,Northern Iowa,77,VA Commonwealth,68,-5.5,-7.35,-6.47,-8.84,-6.17,0,-10,-8.99,-10.46,-5,-5.19,-7,-3.5
12/14/2013,Marshall,64,West Virginia,74,-9.5,-8.56,-9.49,-8.08,-11.57,1,-8,-8.5,-11.37,-12.5,-9.56,-11,-6
12/14/2013,Louisville,79,Western Kentucky,63,22,23.83,20.32,22.05,22.35,0,21,31.04,28.15,23,23.87,28,24
12/14/2013,South Dakota,85,Wisconsin-Green Bay,89,-6,-6.96,-5.35,-5.6,-5.32,0,-6,-6.82,-14.97,-5.5,-4.94,-2,-5
12/14/2013,Saint Louis,66,Wofford,52,17.5,23.13,22.73,23.98,23.05,0,29,24.88,27.98,18.5,19.3,20,22
12/14/2013,Cincinnati,47,Xavier,64,5.5,4.05,4.15,5.24,3.64,1,4,4.66,1.41,4.5,3.53,6,6
12/14/2013,Pittsburgh,91,Youngstown St.,73,18.5,21.49,18.74,17.41,19.44,0,22,26.15,25.47,20.5,19.98,20,20
12/15/2013,Morehead St.,61,Bowling Green,67,6,5.61,7.14,7.83,6.32,0,1,4.38,4.52,7,5.97,5,8.5
12/15/2013,DePaul,77,Chicago St.,70,14.5,13.95,14.16,14.82,14.46,0,12,18.16,19.73,15,12.41,12,10
12/15/2013,Davidson,58,Drexel,72,-1.5,-3.91,-7.5,-10.3,-6.63,0,-8,0.77,-9.16,-1,-3.37,5,-1.5
12/15/2013,UAB,84,Georgia Southern,62,14,15.91,14.42,13.32,13.62,0,21,21.19,17.79,15.5,13.8,11,16.5
12/15/2013,Villanova,73,La Salle,52,13,18.72,19.93,23.17,18.89,0,15,17.19,25.87,14,16.36,16,19
12/15/2013,NC Wilmington,72,Manhattan,77,-5,-3.69,-3.97,-3.87,-4.27,0,-9,-5.57,-3.59,-4.5,-3.9,-1,-1
12/15/2013,Charleston,62,Marist,69,11.5,12.79,12.99,13.5,12.67,0,12,11.54,15.39,11,13.01,11,9
12/15/2013,Portland,69,Montana St.,72,15,16.36,17.05,17.08,17.15,0,20,18.41,24.04,14.5,14.09,11,14.5
12/15/2013,Fairfield,64,Northeastern,60,-3.5,-2.75,-3.86,-5.23,-3.87,0,-1,0.08,-7.1,-2.5,-2.65,1,0.01
12/15/2013,Washington St.,78,Pepperdine,61,9.5,8.7,7,6.05,7.87,0,3,12.36,7.41,9.5,10.08,14,9.5
12/15/2013,St. John's,63,Syracuse,68,-4.5,-3.47,-1.23,-0.57,-0.91,0,-3,-4.85,-4.35,-3.5,-0.53,-5,-3
12/15/2013,Kansas St.,72,Troy St.,43,14,14.52,13.67,11.1,15.08,0,13,19.68,16.28,14.5,14.58,17,14
12/15/2013,Eastern Washington,61,UC Irvine,70,0,-0.07,0.45,-0.59,-0.54,0,3,-0.79,-2.26,-1.5,-1.49,0.01,0.01
12/15/2013,San Diego,61,UC Santa Barbara,72,3,0.67,-1.35,-2.26,-1.4,0,3,6.16,-7.75,1,1.77,7,3.5
12/15/2013,Missouri,66,Western Michigan,60,16,17.56,16.76,17.27,16.61,0,22,17.64,19.63,15,14.87,18,17
12/15/2013,Miami-Ohio,59,Wright St.,56,-3.5,-1.73,1.71,-1.83,1.32,0,-2,-1.67,-0.28,-2,-0.64,-5,2.5
12/15/2013,Denver,64,Wyoming,61,3,-1.49,-4.09,-5.77,-3.36,0,-11,6.12,-7.68,3,2.31,9,4
12/16/2013,Northern Colorado,63,Cal Riverside,60,10.5,11.61,12.18,13.27,11.5,0,8,13.24,11.53,11.5,12.42,12,11.5
12/16/2013,North Dakota St.,85,Delaware,66,7,4.95,4.02,0.37,3.39,0,2,8.02,1.11,6,5.17,8,7.5
12/16/2013,Duke,85,Gardner Webb,66,25.5,21.31,17.73,7.62,23.26,0,21,26.67,27.46,24.5,21.8,21,26
12/16/2013,Oakland,90,Illinois St.,75,5,0.85,2.18,2.78,2.87,0,-7,2.41,2.55,3,4.08,-1,3
12/16/2013,Northwestern,86,Miss Valley St.,64,17.5,18.32,16.12,8.38,19.29,0,17,26.57,19.63,19,18.02,23,22
12/16/2013,Cleveland St.,66,Western Carolina,55,9.5,10.99,11.85,14.4,12.32,0,14,7.19,15.96,10,10.05,7,10
12/17/2013,Creighton,88,Arkansas-Pine Bluff,51,30.5,28.1,27.48,26.7,28.37,0,23,34.97,34.07,30.5,28.33,28,26.5
12/17/2013,Vanderbilt,58,Austin Peay,56,13,16.21,15.05,13.69,15.82,0,16,22.17,18.87,14,13.85,19,14.5
12/17/2013,Marquette,91,Ball St.,53,19.5,19.44,19.27,19.69,19.84,0,16,22.53,17.85,19,19.59,21,24.5
12/17/2013,Denver,90,Belmont,62,5.5,-0.42,-2.47,-0.88,-3.53,0,-4,5.43,-2.9,2.5,0.57,2,2.5
12/17/2013,Loyola Marymount,79,Cal Poly SLO,59,3,1.12,0.54,-0.59,0.36,0,,4.39,-3.71,2,1.48,2,4
12/17/2013,Jacksonville St.,82,Central Michigan,73,2.5,1.22,8.06,9.33,7.63,0,-4,-1.55,-4.53,1.5,1.07,3,2
12/17/2013,Georgetown,85,Elon,76,14,16.29,13.41,12.52,14.2,0,11,20.42,14.62,14.5,13.33,19,16.5
12/17/2013,South Florida,68,Florida Gulf Coast,66,9,9.87,11.11,13.82,9.4,0,14,5.14,13.42,9,8.07,6,7
12/17/2013,South Carolina,68,Manhattan,86,3,1.91,4.84,4.97,5.67,0,-5,-5.34,7.54,2.5,3.86,4,2.5
12/17/2013,Florida,77,Memphis,75,3.5,1,-0.05,-0.21,0.62,1,5,3.59,-3.21,1,2.24,4,0.01
12/17/2013,Florida St.,106,NC Charlotte,62,9.5,8.63,8.76,8.89,9.81,0,7,8.15,9.15,9.5,9.17,8,9.5
12/17/2013,New Mexico,61,New Mexico St.,67,9,9.43,8.33,7.48,8.7,0,11,12.84,8.6,8,8.24,10,9
12/17/2013,Michigan St.,78,North Florida,48,24.5,24.6,22.15,21.66,22.79,0,27,33.22,28.08,24.5,22.63,22,25
12/17/2013,Cincinnati,44,Pittsburgh,43,-6.5,-6.59,-5.2,-4.55,-4.97,1,-9,-7.05,-11.16,-5.5,-4.54,-4,-5
12/17/2013,Louisville,90,SW Missouri St.,60,21.5,19.27,16.2,16.83,17.4,0,12,29.62,20.11,20.5,22.51,25,21
12/17/2013,Murray St.,73,Southern Illinois,65,4.5,3.7,2.68,2.43,2.18,0,4,0.33,1.69,3.5,3.65,6,4
12/17/2013,Wake Forest,77,St. Bonaventure,62,6.5,6.33,4.62,2.65,5.11,0,7,8.56,7,5,7.19,3,4.5
12/17/2013,Wisconsin-Green Bay,76,Tennessee Tech,49,14.5,14,13.71,14.14,13.44,0,12,17.21,15.93,15.5,14.27,10,15
12/17/2013,Oklahoma,91,Texas Arlington,89,15.5,17.78,16.62,16.79,16.35,0,23,20.27,19.81,17,18.28,14,15.5
12/17/2013,Arkansas St.,65,Toledo,78,-2,-1.79,-0.93,-0.63,-0.86,0,-2,0,-5.8,-1.5,-1.78,0.01,0.01
12/17/2013,Oregon,91,UC Irvine,63,13,15.82,13.19,12.44,12.92,0,14,19.44,16.79,14,14.25,16,16.5
12/17/2013,Tulane,62,Washington,73,-8,-4.65,-3.87,-1.16,-5.99,0,3,-6.81,-8.9,-7,-5.5,-7,-5.5
12/17/2013,Alabama,67,Wichita St.,72,-2.5,-4.12,-2.83,-2.23,-2.03,0,-5,-4.61,-4.1,-2,-1.57,-3,-3.5
12/17/2013,VA Commonwealth,72,Wofford,57,18.5,20.86,20.95,21.25,21.28,0,23,22.04,24.65,18,18.54,21,21
12/17/2013,Providence,76,Yale,74,10,11.85,11.53,9.42,13.03,0,13,11.93,12.38,11.5,12.91,11,12
12/18/2013,Old Dominion,44,Charleston,51,3.5,4.69,7.01,10.37,5.33,0,8,0.61,4.1,5,3.83,5,6
12/18/2013,UAB,67,Chattanooga,52,18.5,20.35,20.59,21.64,19.93,0,22,23.93,26.85,21,16.26,17,19.5
12/18/2013,Ohio St.,76,Delaware,64,20,19.09,16.85,16.05,17.3,0,20,25.42,18.98,17,17.07,19,19
12/18/2013,Akron,79,Detroit,60,9.5,9.18,10.74,11.64,10.31,0,10,8.38,8.06,8.5,9.71,5,11.5
12/18/2013,St. Joseph's PA,75,Drexel,55,3.5,-0.47,-2.72,-4.21,-1.71,0,1,5.72,-3.79,2.5,0.24,1,0.5
12/18/2013,DePaul,78,Houston Baptist,58,17,15.49,14.66,13.07,15.98,0,17,20.59,16.58,15.5,14.69,14,14.5
12/18/2013,Saint Louis,83,Indiana St.,66,10,9.95,8.01,7.74,8.77,0,9,14.45,8.75,7.5,8.82,14,8
12/18/2013,NC Greensboro,78,James Madison,65,-4,-2.55,-2.8,-1.72,-3.59,0,6,-0.68,-5.96,-3,-3.98,-3,-7
12/18/2013,Texas Tech,69,LSU,71,-3.5,-2.51,-3.6,-4.16,-3.21,0,-1,-2.49,-6.53,-3.5,1.34,-2,0.5
12/18/2013,Mississippi,75,Louisiana-Monroe,62,15.5,13.86,6.57,2.6,8.75,0,24,22.88,6.86,13.5,14.62,21,16
12/18/2013,Ohio,71,Massachusetts,83,-2,-5.03,-4.36,-6.35,-3.16,0,-7,-7.43,-9.06,-3.5,0.71,0.01,-3
12/18/2013,Tennessee,58,North Carolina St.,65,7.5,7.56,9.45,12.64,7.35,0,2,8.63,7.79,8,6.13,4,11.5
12/18/2013,Loyola-Chicago,49,Northern Illinois,55,8.5,4.4,1.55,-4.17,5.26,0,6,7.46,-1.41,6.5,6.45,8,10
12/18/2013,UNLV,81,Radford,62,14.5,13.86,12.54,9.4,15.56,0,13,18.42,17.7,13.5,14.67,13,16
12/18/2013,St. John's,81,San Francisco,57,13,12.01,10.76,8.4,11.92,0,17,12.63,13.85,12,10.28,10,13
12/18/2013,Western Kentucky,68,Southern Miss,65,-2,-3.37,-3.53,-7.18,-1.36,0,-5,-1.7,-3.34,-1,-2.29,-3,0.5
12/18/2013,San Diego St.,76,Southern Utah,39,30.5,34.57,32.75,39.18,32.83,0,30,35.93,42.19,31,31.49,32,33.5
12/18/2013,Connecticut,51,Stanford,53,7,6.86,4.6,2.09,6.41,0,11,8.07,2.44,8,7.2,5,8.5
12/18/2013,North Carolina,83,Texas,86,10.5,9.02,9.88,9.97,10.33,0,9,10.9,9.13,10.5,9.87,11,7
12/18/2013,Oregon St.,76,Towson,67,8.5,6.29,4.19,2.24,5.25,0,8,8.57,4.83,7.5,6.23,7,7.5
12/18/2013,San Jose St.,89,UC Davis,85,8,8.91,13.35,16.13,12.2,0,2,4.51,12.83,9.5,8.48,5,12
12/18/2013,Drake,71,Western Michigan,68,6.5,9.13,9.94,15.29,7.55,0,9,9.3,9.34,5.5,5.73,9,9
12/19/2013,Auburn,66,Clemson,64,-5.5,-9.25,-11.49,-13.85,-11.04,0,1,-12.86,-18.13,-6.5,-4.83,-9,-8.5
12/19/2013,Wright St.,70,Eastern Illinois,43,13,11.25,11.6,13.32,11.44,0,7,15.51,8.38,12,12.13,15,12.5
12/19/2013,Dayton,96,Iona,84,8,9.79,7.62,6.86,7.31,0,12,8.39,10.21,9.5,7.3,11,10
12/19/2013,Morehead St.,120,South Dakota,83,8.5,7.58,7.39,6.11,7.89,0,6,5.95,5.16,7.5,8.14,7,10
12/19/2013,Illinois St.,64,Tennessee St.,58,12,13.71,11.1,9.63,11.23,0,19,12.22,13.03,11.5,9.74,12,13.5
12/19/2013,Arkansas,102,Tennessee-Martin,56,25,27.17,26.25,27.99,26.28,0,26,28.99,31.71,23,23.58,29,25
12/19/2013,Utah,69,Texas St.,50,14.5,18.98,18.46,19.7,17.58,0,22,14.41,24.32,15.5,13.83,19,18
12/19/2013,Troy St.,54,UC Santa Barbara,57,-13.5,-14.38,-16.58,-15.39,-18.19,1,-16,-12.24,-22.22,-13.5,-10.41,-9,-15
12/19/2013,Duke,80,UCLA,63,5.5,1.15,0.01,-1.25,1.77,1,1,5.79,-3.58,3.5,2.12,5,4.5
12/19/2013,Long Beach St.,72,USC,71,-2,-3.58,-2.39,-2.88,-1.26,0,-9,-2.37,-6.74,-1.5,1.04,0.01,0.01
12/19/2013,Utah St.,68,Western Illinois,52,13,16.1,15.49,16.3,14.69,0,22,18.5,17.18,13.5,15.21,10,14
12/20/2013,Portland,74,Bradley,53,4.5,4.56,4.06,4.47,4.04,1,3,5.8,9.64,3.5,5.1,1,1
12/20/2013,Southern Miss,88,Coppin St.,74,14,12.74,12.29,13.66,11.39,1,9,16.7,12.29,12.5,13.14,15,12.5
12/20/2013,Georgia St.,73,Georgia Southern,61,13,9.42,9,8.94,9.34,0,8,15.43,9.87,12.5,11.22,7,13
12/20/2013,Cal Riverside,57,Illinois-Chicago,56,3,1.19,2.28,1.87,2.61,0,2,-0.02,-0.39,1,2.57,1,0.1
12/20/2013,Arkansas-Little Rock,75,Jacksonville St.,70,3.5,2.83,-3.04,-5.76,-0.91,1,-2,6.33,9.45,4,4.34,2,7
12/20/2013,Minnesota,92,Nebraska-Omaha,,15.5,12.44,9.17,6.38,10.85,0,14,20.13,10.7,14.5,13.93,13,11
12/20/2013,Indiana,79,Nicholls St.,66,26.5,29.13,27.72,28.83,29.62,0,26,33.9,38.71,27.5,28.07,29,28
12/20/2013,Pacific,58,Princeton,83,-3.5,-2.27,-2.66,-4.09,-2.09,1,1,-7.73,-2.93,-2.5,-3.57,-5,0.01
12/20/2013,Wyoming,54,SMU,62,2,0.65,0.52,0.71,0.23,0,1,0.06,-0.41,0,-0.22,-2,-0.5
12/20/2013,UNLV,82,Sacred Heart,50,,16.83,16.31,16.53,16.28,0,21,18.14,18.68,,14.05,17,
12/20/2013,Utah St.,77,UC Santa Barbara,71,3,4.58,2.9,2.43,2.99,0,6,8.11,-0.46,3.5,5.13,6,5
12/20/2013,Troy St.,58,Western Illinois,61,-3.5,-1.64,-0.7,2.3,-3.12,1,6,-0.21,-10.58,-1.5,-2.12,-5,-4
12/21/2013,UC Davis,80,Air Force,74,0,-0.35,-0.41,0.08,-0.56,0,4,-1.87,-5.13,2,-0.18,-3,2.5
12/21/2013,Tulane,84,Alabama St.,66,7.5,5.99,2.74,1.37,4.34,0,2,13.49,9.47,6,8.27,6,3
12/21/2013,Marshall,82,Arkansas St.,83,5,3.56,3.53,3.35,4.07,0,9,-1.5,4.27,4,4.35,5,4.5
12/21/2013,Southern Miss,74,Arkansas-Little Rock,60,12,10.92,11.19,12.47,10.09,1,14,12.17,,9,9.69,9,9
12/21/2013,Oregon,100,BYU,96,9,8.39,6.13,6.76,5.5,0,12,5.24,8.44,8.5,8.03,9,9.5
12/21/2013,Southern Illinois,66,Ball St.,58,6.5,5.33,6.21,5.15,7.46,0,3,7.85,2.25,7,7.22,8,9
12/21/2013,Kentucky,93,Belmont,80,17.5,15.39,14.31,14.98,15.26,0,18,16.59,16.3,17,16.87,12,18.5
12/21/2013,Pacific,71,Bradley,55,6,8,7.04,5.98,7.04,1,2,5.31,15.18,7,4.45,5,8
12/21/2013,Manhattan,84,Buffalo,81,6,7.53,10.12,11.2,9.36,1,4,3.03,12.38,6,7.34,4,6.5
12/21/2013,Evansville,59,Butler,68,-3,-6.28,-5.65,-5.38,-5.62,0,-1,-11.76,-10.35,-5,-4.45,-8,-3
12/21/2013,Cal St. Fullerton,59,CS Sacramento,51,10,10.47,10.82,11.89,11.13,0,10,13.93,13.45,11,7.83,9,10
12/21/2013,Pittsburgh,73,Cal Poly SLO,56,17.5,19.23,17.55,16.81,18.06,0,23,24.06,18.36,17.5,17.78,19,17
12/21/2013,Nebraska,77,Citadel,62,24.5,24.27,23.76,24.52,23.43,0,23,25.69,28.29,23,20.52,21,22
12/21/2013,Toledo,71,Cleveland St.,67,7.5,8.32,6.55,5.39,6.29,0,7,9.77,5.28,7,6.16,12,9
12/21/2013,Jacksonville St.,72,Coppin St.,61,-1.5,0.42,3.82,5.53,2.57,1,-3,-1.98,,-1.5,-1.65,4,-2.5
12/21/2013,North Carolina,97,Davidson,85,18,20.11,21.48,23.47,21.12,0,23,20.54,25.92,19,20.45,15,14.5
12/21/2013,North Carolina St.,90,East Carolina,79,10.5,10.11,8.01,6.21,9.53,0,13,9.03,11.1,10,10.66,13,8.5
12/21/2013,IUPU-Fort Wayne,86,Eastern Illinois,65,11,15.27,16.44,18.47,15.88,0,20,15.63,14.83,13,12.65,17,16
12/21/2013,Oakland,79,Eastern Michigan,81,4.5,0.77,1.92,1.72,2.4,0,-8,3.49,-3.8,3.5,5.15,4,6
12/21/2013,Wisconsin-Green Bay,74,Fairfield,58,14.5,14.71,15.42,17.04,13.9,0,17,11.46,14.8,14,12.72,11,13.5
12/21/2013,Monmouth,87,Fordham,78,-3,-0.46,0.69,1.24,1.01,0,-2,-3.81,-1.97,-1.5,-1.13,1,3.5
12/21/2013,Florida,66,Fresno St.,49,17,15.38,12.78,12.06,13.42,1,19,16.22,14.86,16.5,16.89,16,16
12/21/2013,Kansas,86,Georgetown,64,8,7.55,7.77,8.07,7.94,0,2,0.99,8.91,8.5,9.02,9,10
12/21/2013,Vanderbilt,76,Georgia Tech,63,3,2.58,2.24,3.1,1.49,0,7,2.35,0.01,1,3.32,3,1
12/21/2013,Kansas St.,72,Gonzaga,62,-7.5,-9.63,-10,-9.34,-10.48,1,-10,-7.76,-11.85,-6.5,-8.77,-8,-10.5
12/21/2013,James Madison,55,Hampton,49,2.5,0.06,-1.39,-2.04,-1.31,1,-4,-3.21,1.93,0,2.2,2,3
12/21/2013,Indiana St.,81,IUPUI,61,15,17.91,18.08,17.17,17.97,0,17,24.75,18.28,15.5,15.49,16,20.5
12/21/2013,Charleston,54,Kent St.,58,1.5,-1.21,-0.88,-0.78,-0.76,0,-8,0.8,-2.46,0,1.29,-1,2
12/21/2013,Florida International,56,Louisville,85,-20.5,-20.27,-16.12,-16.59,-17.99,0,-13,-27.19,-25.03,-20,-19.12,-18,-18.5
12/21/2013,New Mexico,75,Marquette,68,-1.5,-0.05,-2.71,-5.85,-1.88,1,1,1.11,5.72,-2.5,-0.55,-1,-4
12/21/2013,Florida St.,60,Massachusetts,55,3,-2.12,-1.89,-2.48,0.01,1,-5,-0.34,-4.1,1,4.33,1,0.5
12/21/2013,Tennessee St.,64,Miami-Ohio,79,2,3.85,3.04,4.51,3.37,0,1,1.71,1.04,3,4.52,7,4.5
12/21/2013,Texas,78,Michigan St.,92,-3,-1.15,-1.98,-3.03,-1.92,0,1,-3.52,-2.55,-2.5,-1.29,-2,-1
12/21/2013,Cincinnati,69,Middle Tenn St.,48,9,9.2,10.82,11.68,10.44,0,6,12,10.86,9.5,8.86,5,11
12/21/2013,Illinois,65,Missouri,64,-2,-3.18,-1.29,-0.81,-1.2,1,-1,-0.98,-8.16,-1.5,-2.95,-2,-1.5
12/21/2013,Western Kentucky,71,Murray St.,64,9,8.4,8.01,7.94,7.79,0,6,13.46,8.11,8.5,6.82,4,11.5
12/21/2013,Wake Forest,59,NC Greensboro,51,17.5,20.61,20.09,20.01,20.71,0,16,24.18,26.76,18,16.82,17,22
12/21/2013,Virginia,57,Northern Iowa,43,11.5,12.31,12.57,14.88,11.65,0,14,14.64,13.86,11,9.74,11,10
12/21/2013,Notre Dame,61,Ohio St.,64,-6.5,-8.47,-9.26,-9.63,-8.61,1,-9,-7.92,-8.44,-7,-7.62,-6,-8
12/21/2013,Texas A&M,52,Oklahoma,64,-4,-2.69,-2.56,-1.36,-2.78,1,1,-4.2,-2.1,-3.5,-1.76,-4,-3
12/21/2013,Colorado,73,Oklahoma St.,78,-6.5,-5.79,-6.74,-7.7,-7.33,1,-4,-6.98,-2.73,-6.5,-5.88,-8,-8.5
12/21/2013,NC Wilmington,57,Old Dominion,69,3,3.46,4.09,4.15,3.3,0,1,2.48,1.72,3,-1.55,4,8
12/21/2013,Portland,93,Princeton,79,-4.5,-6.14,-5.92,-5.13,-5.81,1,1,-7.54,-8.46,-7,-4.29,-9,-8
12/21/2013,Houston,54,Rice,52,3.5,4.58,2.74,1.32,3.72,1,7,4.24,6.42,3.5,3.49,8,4
12/21/2013,Villanova,88,Rider,67,19,22.43,20.59,20.5,20.67,0,21,27.52,26.13,20,17.07,22,22
12/21/2013,Memphis,77,SE Missouri St.,65,18,18,17.54,16.69,18.26,0,11,20.49,20.23,19,15.37,16,22
12/21/2013,Arkansas,72,South Alabama,60,11.5,12.25,12.41,13.77,12.13,1,6,12.01,17.44,9.5,12.44,14,11.5
12/21/2013,North Dakota,70,South Dakota St.,77,5,2.82,4.31,6.24,3.5,0,1,-1.51,4.11,4,0.08,4,2
12/21/2013,San Diego,67,Southern Utah,52,21,23.07,22.65,26.8,21.6,0,21,28.83,29.81,21.5,19.13,22,24.5
12/21/2013,Niagara,72,St. Bonaventure,74,-5.5,-6.08,-6.42,-6.92,-6.39,0,-10,-3.24,-12.15,-5,-4.99,-5,-4
12/21/2013,Michigan,68,Stanford,65,3,2.63,3.42,4.98,5.2,1,-2,6.85,0.59,2,2.58,5,5.5
12/21/2013,Arizona St.,76,Texas Tech,62,12,11.36,12.57,14.2,12.08,0,10,12.28,11.96,12,10.71,13,11
12/21/2013,North Dakota St.,90,Towson,82,12,10.92,11.08,10.84,10.97,0,8,13.69,6.43,12.5,10.86,14,14.5
12/21/2013,Utah St.,71,Troy St.,50,15.5,17.32,17.84,17.33,18.18,0,15,19.59,24.75,16,15.04,15,18
12/21/2013,TCU,70,Tulsa,58,-1.5,1.97,1.65,0.01,1.36,0,12,-5.53,-0.44,1,0.33,-1,3
12/21/2013,LSU,86,UAB,63,10.5,8.8,9.92,10.84,9.44,0,8,7.36,10.32,9.5,6.74,7,9.5
12/21/2013,Denver,50,UC Irvine,63,5,4.25,3.52,3.89,3.05,0,-3,14.21,-1.84,5.5,5.41,10,7.5
12/21/2013,Washington St.,51,UTEP,64,6,6.35,5.85,5.2,6.09,0,10,6.86,4.53,5.5,4,8,10.5
12/21/2013,VA Commonwealth,82,Virginia Tech,52,10.5,5.48,3.66,1.17,5.52,1,-1,8.72,1.86,9,11.04,10,7
12/21/2013,Georgia,65,Western Carolina,63,9.5,11.2,9.01,8.61,9.94,0,14,15.03,13.53,8.5,11.66,12,8
12/21/2013,UC Santa Barbara,61,Western Illinois,55,8.5,11.96,12.4,13.14,12.15,1,17,10.29,20.64,10,9.38,4,9
12/21/2013,Northeastern,62,Wisconsin-Milwaukee,59,2.5,0.58,-0.42,-1.18,1.49,1,-3,7.61,4.91,1.5,1.89,-1,-0.5
12/21/2013,Alabama,74,Xavier,77,4.5,3.04,2.23,1.68,2.82,0,1,5.65,1.38,4.5,5.37,5,5.5
12/21/2013,St. John's,96,Youngstown St.,87,14,14.65,11.96,9.53,13.89,0,16,19.38,16.12,14,12.94,12,16
12/22/2013,Hawaii,61,Boise St.,62,-3,-0.47,2.77,5.47,1.7,0,-1,-5.99,-2.03,-1.5,1.63,-3,0.01
12/22/2013,Auburn,77,Boston College,67,-1.5,1.21,2.66,4.24,1.11,0,11,-6.74,-3.26,-1,1,1,0.5
12/22/2013,Northwestern,58,Brown,52,8.5,6.65,5.68,3.37,7.24,0,3,7.5,7.34,6.5,8.89,7,6.5
12/22/2013,Creighton,68,California,54,10,9.95,9.6,11.06,9.03,0,9,14.26,6.75,10,9.99,12,10.5
12/22/2013,Washington,70,Connecticut,82,-6,-7.4,-5.23,-3.68,-6.32,0,-12,-11.56,-6.25,-4.5,-5.76,-4,-5
12/22/2013,Illinois St.,69,DePaul,64,1.5,2.92,0.95,-1.35,2.33,0,2,0.62,0.95,2,4.22,8,6.5
12/22/2013,Bowling Green,64,Detroit,62,3,4.02,4.93,6.66,3.72,0,8,2.32,1.52,3.5,3.95,1,6
12/22/2013,Seton Hall,92,Eastern Washington,70,5.5,7.85,6.56,7.56,5.9,0,15,14.06,5.3,6,8.29,8,7.5
12/22/2013,Florida Atlantic,62,Elon,67,-2,-1.69,-3.95,-3.83,-3.8,0,-7,-5.26,-5.88,-2,-1.97,-2,0.5
12/22/2013,Texas San Antonio,68,Georgia St.,99,-11.5,-8.01,-11.07,-12,-11.14,0,1,-11.88,-11.75,-11,-7.78,-6,-7.5
12/22/2013,Nevada,80,Iona,72,0,-2.8,-2.07,-1.12,-3.03,0,-8,-7.39,-2.98,-2,-3.18,-2,-1.5
12/22/2013,George Mason,67,Iowa St.,79,-11.5,-15.69,-17.46,-18.56,-16.9,1,-7,-12.14,-20.8,-11.5,-14.79,-17,-15
12/22/2013,Indiana,90,Kennesaw St.,66,28.5,27.9,25.72,24.72,27.51,0,25,34.39,30.63,29,26.83,31,30
12/22/2013,Miami-Florida,71,La Salle,58,3,3.24,3.06,4,2.55,0,4,0.06,2.45,3.5,5.08,4,3
12/22/2013,Louisiana-Monroe,61,Louisiana Tech,83,-7.5,-4.92,-1.59,-1.11,-2.3,0,-10,-9.92,-1.68,-6.5,-5.74,-9,-7.5
12/22/2013,South Florida,66,Mississippi St.,71,4,3.14,1.9,0.9,2.3,1,-1,5.43,4.71,4,3.43,5,3.5
12/22/2013,Penn St.,92,Mount St. Mary's,82,15,17.86,17.98,18.24,18.23,0,22,17.48,22.34,16,15.93,16,15.5
12/22/2013,Tulane,65,Northeastern,62,-4.5,-3.65,-4.63,-3.33,-6.36,0,5,-6.32,-8.94,-5.5,-5.94,-2,-4
12/22/2013,Wyoming,72,Northern Colorado,59,9,9.37,8.96,9.54,9.32,0,11,9.82,11.56,7.5,6.08,6,10
12/22/2013,Cal Riverside,64,Northern Illinois,71,6,2.15,1.49,0.29,2.32,0,1,3.76,-3.22,5,4.73,4,5.5
12/22/2013,Richmond,69,Ohio,70,7,6.72,5.26,5.63,5.01,0,7,9.86,5.01,7,6.51,7,6.5
12/22/2013,Akron,83,Oregon St.,71,2.5,2.87,4.79,5.3,5.02,1,-2,0.64,2,2,4.39,4,3.5
12/22/2013,Marist,76,Pennsylvania,62,2.5,-1.56,-2.47,-4.31,-2.43,0,-1,2.41,-6.81,0,-1.88,3,7
12/22/2013,West Virginia,70,Purdue,73,5.5,5.64,8.24,9.14,8.87,0,7,-3.21,7.93,6.5,5.5,8,4.5
12/22/2013,UNLV,92,Santa Clara,71,8,8.62,8.47,9.88,8.28,1,11,7.03,9.02,9,8.84,4,13.5
12/22/2013,St. Mary's,71,South Carolina,78,10,15.14,13.38,15.16,11.85,1,19,23.09,10.05,10.5,11.63,16,15.5
12/22/2013,Dayton,76,USC,79,12,11.41,9.9,9.79,9.53,0,15,15.5,9.07,11,10.79,12,12
12/22/2013,Central Florida,90,Valparaiso,62,3,0.67,0.63,0.29,0.72,0,-2,7.74,-5.18,-1.5,1.99,-3,4.5
12/22/2013,UCLA,83,Weber St.,60,13.5,15.81,15.41,15.18,15.55,0,22,12.58,21.71,15.5,11.81,7,15.5
