date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,lineseven,linemoore,linepugh,lineopen,linedok,linefox,linepig
11/08/2013,San Diego,74,South Dakota St.,70,3.5,0.77,3.07,3.07,3.07,0,,-0.11,-1.33,4,-1.56,-1,6
11/08/2013,Wisconsin,86,St. John's,75,5,10.08,7.44,7.44,7.44,1,,10.55,15.26,4.5,12.43,13,6.5
11/08/2013,SMU,69,TCU,61,9,7.02,6.2,6.2,6.2,1,,17.91,5.78,9.5,4.09,4,7
11/08/2013,Hawaii,85,Tennessee St.,55,9.5,2.81,3.45,3.45,3.45,0,,5.43,3,6.5,3.11,-1,3
11/08/2013,Wyoming,78,Tennessee-Martin,60,16.5,19.28,16.79,16.79,16.79,0,,19.66,24.37,14.5,20.15,20,15.5
11/08/2013,Boise St.,116,Texas Arlington,87,17.5,14.69,15.36,15.36,15.36,0,,23.43,10.29,17.5,11.05,11,19
11/08/2013,Houston,76,Texas St.,70,5,9.7,12.61,12.61,12.61,0,,3.13,9.36,7.5,9.35,8,11.5
11/08/2013,Mississippi,69,Troy St.,54,15,20.54,19.38,19.38,19.38,0,,21.48,23.12,16.5,20.45,23,16.5
11/08/2013,Portland,100,UC Davis,83,4,3.54,3,3,3,0,,8.08,2.14,4.5,5.09,0.01,6
11/08/2013,Utah St.,78,USC,65,9.5,6.35,6.5,6.5,6.5,0,,12.1,2.4,7,6.29,5,10
11/08/2013,BYU,81,Weber St.,72,9.5,9.4,11.22,11.22,11.22,0,,10.29,7.47,8.5,10.53,5,13.5
11/08/2013,New Mexico St.,64,Western Michigan,70,6.5,6.71,6.35,6.35,6.35,1,,11.3,8.29,6,5.41,4,7
11/08/2013,Loyola-Chicago,76,Wisconsin-Milwaukee,72,4.5,9.21,5.62,5.62,5.62,0,,11.63,9.55,7,7.28,11,12
11/08/2013,Georgia,72,Wofford,52,7.5,13.49,11.74,11.74,11.74,0,,14.7,14.79,8.5,12.41,16,12.5
11/08/2013,Kennesaw St.,57,Youngstown St.,73,-5.5,-8.69,-8.49,-8.49,-8.49,0,,-10.37,-9.81,-5.5,-5.88,-8,-7.5
11/09/2013,VMI,71,Air Force,63,-1.5,-5.09,-5.01,-5.01,-5.01,,,-0.72,,-1,-5.72,-9,
11/09/2013,Citadel,69,Army,84,-11.5,-8.42,-8.64,-8.64,-8.64,,,-2.78,,-12.5,-10.45,-9,-11
11/09/2013,Indiana St.,82,Ball St.,73,14,13.7,15.01,15.01,15.01,,,14.61,12.37,14,12.09,11,16.5
11/09/2013,Montana St.,55,Cal St. Fullerton,84,5,0.56,1.74,1.74,1.74,,,2.91,-3.2,1.5,-1.24,-2,5.5
11/09/2013,Louisville,70,Charleston,48,21,24.91,21.88,21.88,21.88,,,28.97,26.22,22,23.35,29,26
11/09/2013,Illinois-Chicago,59,Drake,61,3,-0.27,3.42,3.42,3.42,,,-3.44,-3.08,1,-1.48,-4,2
11/09/2013,Northwestern,72,Eastern Illinois,55,13,16.6,19.48,19.48,19.48,,,18.25,16.9,13.5,15.72,10,18
11/09/2013,Kennesaw St.,60,Eastern Kentucky,68,-12.5,-14.63,-12.81,-12.81,-12.81,,,-15.67,-12.08,-13.5,-13.14,-18,-15.5
11/09/2013,Youngstown St.,74,Florida International,72,5.5,3.61,5.28,5.28,5.28,,,11.78,-2.63,2,5.19,3,4
11/09/2013,San Diego,70,Grand Canyon,59,12.5,19.3,29.03,29.03,29.03,,,7.65,13.73,13.5,13.63,20,22
11/09/2013,Cleveland St.,73,Iona,69,3,-3.09,1.47,1.47,1.47,,,-9.55,-7.72,1.5,-3.37,-6,1
11/09/2013,La Salle,90,Manhattan,99,7.5,11.82,9.24,9.24,9.24,,,12.24,13.58,7,12.26,11,10
11/09/2013,Tennessee St.,55,New Mexico St.,70,-14,-6.2,-4.81,-4.81,-4.81,,,-9.51,-4.86,-11,-10.61,-2,-7
11/09/2013,Seton Hall,83,Niagara,72,14.5,9.18,11.36,11.36,11.36,,,12.14,9.12,13,10.26,4,
11/09/2013,Ohio,75,Northern Iowa,64,0,1.35,0.98,0.98,0.98,,,-1.78,1.31,1.5,4.29,2,2
11/09/2013,St. Bonaventure,68,South Dakota,46,9.5,11.91,11.16,11.16,11.16,,,6.35,14.41,11,14.73,13,10.5
11/09/2013,Loyola Marymount,98,South Dakota St.,89,-3,-2.69,1.49,1.49,1.49,,,-0.2,-2.07,-1.5,-6.75,-5,-5.5
11/09/2013,Pennsylvania,73,Temple,78,-4.5,-8.26,-5.75,-5.75,-5.75,,,-4.02,-12.22,-6,-9.85,-10,-2.5
11/09/2013,South Florida,72,Tennessee Tech,62,12,13.04,12.27,12.27,12.27,,,15.74,16.15,14,13.89,13,9
11/09/2013,Hawaii,78,Western Michigan,68,8.5,2.15,1.45,1.45,1.45,,,4.91,0.43,7.5,4.46,1,4.5
11/10/2013,Marist,48,Elon,75,-2.5,-0.18,0.92,0.92,0.92,0,,0.37,1.95,0,-0.59,-1,-2
11/10/2013,Kennesaw St.,58,Florida International,66,-3.5,-6.78,-6.75,-6.75,-6.75,0,,-2.34,-9.44,-4,-3.44,-10,-2.5
11/10/2013,Illinois,86,Jacksonville St.,62,16,17.34,17.06,17.06,17.06,0,,20.59,19.18,16,16.8,16,17
11/10/2013,Boston College,73,Massachusetts,86,3,1.17,0.45,0.45,0.45,1,,3.78,1.58,3,-0.88,2,1
11/10/2013,Iowa St.,95,NC Wilmington,62,20.5,23.29,20.61,20.61,20.61,0,,22.36,25.49,20,25.21,27,22
11/10/2013,Iowa,83,Nebraska-Omaha,75,29.5,26.45,22.22,22.22,22.22,0,,35.07,29.54,29.5,28.02,29,22.5
11/10/2013,Colorado,91,Tennessee-Martin,65,23.5,25.88,22.95,22.95,22.95,0,,29.65,30.19,24,26.33,28,23
11/10/2013,Eastern Kentucky,67,Youngstown St.,75,4,5.24,4.32,4.32,4.32,1,,4.5,5.27,,3.97,7,7.5
11/11/2013,Stanford,103,BYU,112,4.5,2.28,1.55,1.44,1.53,0,,1.87,1.45,5.5,2.93,4,3
11/11/2013,Richmond,69,Belmont,61,6,3.24,3.85,3.7,3.87,0,,8.26,1.87,5.5,2.23,2,5
11/11/2013,Gonzaga,93,Colorado St.,61,15.5,13.75,13.8,13.69,13.75,0,,19.76,9.77,13,12.49,13,17.5
11/11/2013,Miami-Florida,81,Georgia Southern,80,15.5,21.32,21.15,20.96,21.23,0,,20.64,19.35,14,20.89,22,14.5
11/11/2013,Temple,77,Kent St.,81,6.5,10.12,11.24,11.09,11.23,0,,8.03,6.62,8,8.95,10,12
11/11/2013,Arizona,91,Long Beach St.,57,20.5,18.32,17.23,17.06,17.25,0,,22.12,16.06,19,14.53,20,24.5
11/11/2013,Oklahoma,95,North Texas,82,15.5,17.54,14.94,14.72,15.02,0,,16.45,22,15,18.6,20,14.5
11/11/2013,Texas Tech,88,Northern Arizona,68,13,11.35,12.04,11.95,12.01,0,,14.9,6.61,11,10.36,9,14
11/11/2013,SMU,89,Rhode Island,58,6,6.33,6.57,6.39,6.6,0,,12.03,1.43,6.5,4.21,6,8
11/11/2013,UAB,79,Rutgers,76,5.5,3.97,6.82,6.7,6.84,0,,4.73,2.7,4,5.27,0.01,6.5
11/11/2013,Canisius,71,South Dakota,66,12,13.17,11.67,11.61,11.62,0,,13.77,13.99,13,10.39,14,17
11/11/2013,Western Michigan,63,Tennessee St.,52,10,5.8,3.17,3.22,3.11,1,,4.11,17.52,6.5,7.47,4,4
11/11/2013,Wichita St.,66,Western Kentucky,49,15,18.52,15.13,14.94,15.21,0,,21.62,19.35,13.5,20.53,21,18.5
11/11/2013,Davidson,77,Wisconsin-Milwaukee,81,12.5,14.91,10.33,10.07,10.46,0,,22.39,11.19,13,12.68,21,13.5
11/11/2013,Connecticut,80,Yale,62,15.5,15.66,17.4,17.2,17.48,0,,16.69,13.73,18,15.66,10,16.5
11/12/2013,USC,95,CS Northridge,79,6,10.62,11.9,11.69,12.1,0,,5.42,8.22,6,12.55,12,11
11/12/2013,Bradley,80,Central Michigan,70,10,11.02,12.86,12.62,13.11,0,,7.02,12.68,10.5,8.76,6,15
11/12/2013,California,77,Denver,50,7.5,6,9.34,9.25,9.38,0,,-1.4,6.3,7.5,6.96,2,7.5
11/12/2013,Illinois St.,70,Drexel,78,-4.5,4.12,4.48,4.24,4.71,0,,-2.87,-1.44,-3,3.29,11,2
11/12/2013,NC Greensboro,84,East Carolina,85,0,-8.69,-5.61,-5.76,-5.5,0,,-15.42,-5.67,-2,-4.69,-6,-12.5
11/12/2013,IUPUI,78,Evansville,84,-2,-12.31,-8.56,-8.66,-8.49,0,,-15.45,-17.87,-4.5,-8.47,-15,-8.5
11/12/2013,Wisconsin,59,Florida,53,6,4.13,3.58,3.44,3.72,0,,7.34,4.97,5,5.56,2,3
11/12/2013,Syracuse,89,Fordham,74,18,25.06,23.13,22.97,23.28,0,,25.59,22.61,19,27.02,27,26
11/12/2013,Pittsburgh,75,Fresno St.,54,15.5,15.47,14.36,14.33,14.38,0,,17.15,19.79,14.5,18.58,14,10.5
11/12/2013,Vanderbilt,86,Georgia St.,80,4,10.54,10.64,10.48,10.82,0,,10.6,11.09,5.5,13.79,11,5.5
11/12/2013,Florida Gulf Coast,65,Hartford,51,8,11.62,10.62,10.45,10.78,,,16.46,5.85,10,9.44,18,12
11/12/2013,Louisville,97,Hofstra,69,32.5,35.82,29.19,29.23,29.16,0,,44.05,32.94,30.5,29.69,36,33.5
11/12/2013,Duke,83,Kansas,94,5,3.99,0.9,0.9,0.88,1,,9.78,9.67,5,3.69,1,3
11/12/2013,Massachusetts,92,LSU,90,5,6.03,3.01,2.89,3.06,0,,6.83,7.76,4,7.68,6,6
11/12/2013,Indiana,73,Long Island,72,23.5,20.94,18.61,18.54,18.66,0,,21.6,25.2,21,19.03,24,18.5
11/12/2013,Tennessee Tech,74,Loyola-Chicago,69,2.5,-0.04,-0.53,-0.65,-0.43,0,,2.25,-1.5,0,2.52,-2,1.5
11/12/2013,Columbia,70,Manhattan,71,-4.5,-4.36,-6,-6.04,-5.98,0,,-3.33,-4.94,-5.5,-0.59,-3,-9
11/12/2013,Arizona St.,90,Miami-Ohio,54,14,14.69,11.49,11.53,11.45,0,,15.57,17.05,14.5,12.94,16,15
11/12/2013,Kentucky,74,Michigan St.,78,-3,-5.29,-3.04,-2.9,-3.16,1,,-14.22,-4.51,-2,1.44,-9,-1
11/12/2013,Minnesota,84,Montana,58,12.5,14.15,13.94,13.79,14.08,0,,15.53,19.14,13,15.18,16,8.5
11/12/2013,Charleston,83,NC Charlotte,82,6.5,2.6,1.79,1.56,2,0,,2.44,3.87,5.5,6.4,5,1.5
11/12/2013,Cal Poly SLO,58,Nevada,60,4.5,4.48,2.07,1.9,2.21,0,,7.52,4.16,4.5,5.01,6,6
11/12/2013,Hawaii,88,New Mexico St.,95,3,0.03,-3.13,-3.58,-2.7,,,-3.18,10.71,0,3.01,-1,1
11/12/2013,Cincinnati,68,North Carolina St.,57,7,4.67,5.98,5.84,6.11,0,,4.96,1.41,7,5.51,2,8.5
11/12/2013,UCLA,91,Oakland,60,14,15.22,12.78,12.72,12.84,0,,15.9,17.97,14,12.84,16,16.5
11/12/2013,Ohio St.,79,Ohio,69,18,18.78,16.75,16.8,16.7,0,,29.81,16.34,17,17.59,18,20
11/12/2013,Monmouth,73,Pennsylvania,79,-6,-3.39,-4.31,-4.38,-4.24,0,,-12.16,-2.09,-4.5,-0.74,-4,-1.5
11/12/2013,La Salle,73,Quinnipiac,67,11.5,13.83,13.93,13.78,14.08,,,16.66,9.68,11.5,10.94,13,15.5
11/12/2013,Texas Arlington,88,Samford,75,3.5,7.88,6.67,6.42,6.93,0,,4.56,6.59,6,9.51,12,4
11/12/2013,Santa Clara,89,San Jose St.,77,12,15.6,8.49,8.34,8.65,0,,24.54,17.59,13,14.66,22,13
11/12/2013,Texas,84,South Alabama,77,5.5,9.73,10.81,10.68,10.93,0,,13.72,4.53,7.5,11.45,8,8.5
11/12/2013,Baylor,66,South Carolina,64,13.5,18.59,15.48,15.13,15.81,0,,33.47,14.45,14,15.89,22,18
11/12/2013,Missouri,72,Southern Illinois,59,15.5,17.71,16.2,16.14,16.22,0,,16.45,22.44,16.5,20.96,22,14.5
11/12/2013,Utah St.,90,Southern Utah,57,22.5,21.96,21.43,21.17,21.7,0,,28.33,21.33,24,21.17,21,25
11/12/2013,Xavier,67,Tennessee,63,2,3.04,1.59,1.54,1.59,0,,1.47,6.33,2.5,5.93,4,1.5
11/12/2013,Pacific,84,UC Irvine,79,1.5,5.44,3.39,3.29,3.49,0,,4.26,4.02,4,7.48,6,7
11/12/2013,UNLV,65,UC Santa Barbara,86,9,15.92,13.72,13.6,13.81,0,,14.09,17.66,11.5,14.69,17,15.5
11/12/2013,Virginia,56,VA Commonwealth,59,3,-1.02,2.54,2.36,2.7,0,,-1.01,-7.73,3,0.02,-4,0.5
11/12/2013,Virginia Tech,87,West Virginia,82,-3,1.18,-1.25,-1.37,-1.13,0,,11.99,-2.98,-2.5,0.9,0.01,-2
11/12/2013,Nebraska,62,Western Illinois,47,13.5,11.78,9.2,9.08,9.31,0,,18.42,17.8,12.5,12.1,10,8.5
11/13/2013,Providence,73,Brown,69,13.5,13.38,15.24,15.1,15.66,0,,9.74,12.57,15.5,14.97,13,12
11/13/2013,Niagara,92,Buffalo,81,-2.5,2.37,-1.3,-1.31,-1,0,,-0.88,7.56,1,4.12,5,-3.5
11/13/2013,San Francisco,91,Cleveland St.,82,5.5,8.57,5.88,5.89,6.22,0,,13.02,6.55,6,8.35,12,9.5
11/13/2013,Central Florida,68,Florida St.,80,1.5,0.27,-2.36,-2.4,-1.98,0,,4.23,-2.71,2,1.55,0.01,0.5
11/13/2013,Seton Hall,78,Kent St.,76,8,5.8,6.88,6.85,7.19,0,,5.79,7.87,9.5,6.19,2,4.5
11/13/2013,St. Joseph's PA,81,Marist,62,17.5,17.62,14.47,14.58,14.65,0,,17.73,24.77,18,20.22,17,17
11/13/2013,Cal Riverside,66,Pepperdine,69,0,-0.62,3.67,3.33,4.25,0,,-3.71,-7.69,0,-0.16,3,1
11/13/2013,Oregon St.,79,Portland,73,6,8.59,11.84,11.81,12.16,0,,6.94,1.16,7,7.13,13,6.5
11/13/2013,SIU-Edwardsville,58,Saint Louis,82,-18.5,-24.38,-20.56,-20.74,-20.1,0,,-36.62,-29.21,-18,-21.39,-22,-21
11/13/2013,DePaul,68,Southern Miss,75,1,-2.97,-2.34,-2.26,-2.14,0,,-1.82,-0.09,1,-1.44,-5,-4
11/13/2013,Arkansas St.,72,Tennessee-Martin,62,16.5,16.54,12.82,12.96,12.97,0,,18.8,19.24,16,17.84,22,13.5
11/13/2013,Illinois,64,Valparaiso,52,12,10.36,12.14,12.25,12.32,0,,15.63,7.29,13,7.91,4,14.5
11/13/2013,Oregon,107,Western Carolina,83,16,18.7,17.19,17.11,17.57,0,,14.5,,17,19.02,21,23
11/13/2013,Georgetown,88,Wright St.,70,10,14.25,14.54,14.42,14.87,0,,13.36,13.89,11,15.93,15,11.5
11/13/2013,Colorado,63,Wyoming,58,9.5,10.76,10.12,9.9,10.62,0,,13.37,8.45,11,11.75,12,12
11/14/2013,San Diego St.,60,Arizona,69,-3.5,0.95,0.57,0.96,0.32,0,,0.29,5.66,0,1.83,2,-4.5
11/14/2013,Memphis,95,Austin Peay,69,22,27.03,22.14,21.96,22.55,0,,24.96,26.95,24,23.84,27,29
11/14/2013,Connecticut,101,Detroit,55,19.5,15.91,16.94,16.9,17.13,0,,21.05,17.17,20.5,13.03,7,24
11/14/2013,Belmont,96,Indiana St.,95,3,5.09,3.27,3.31,3.38,0,,0.85,3.57,3.5,8.61,11,2
11/14/2013,Long Beach St.,73,Loyola Marymount,74,1,3.08,4.68,4.25,5.26,0,,-7.58,3.85,-2,4.86,1,3
11/14/2013,Iowa,109,Md. Eastern Shore,63,30,33.3,29.84,29.7,30.14,0,,41.37,30.77,31.5,28.42,29,33
11/14/2013,South Dakota St.,69,Montana,77,6,5.08,5.45,5.63,5.42,0,,9.91,-1,5,5.69,9,5
11/14/2013,St. Mary's,78,North Dakota St.,65,6.5,11.67,9,8.97,9.11,0,,12.38,13.97,6.5,13.94,14,9
11/14/2013,Stanford,71,Northwestern,58,10.5,8.01,5.41,5.31,5.66,0,,10.34,7.89,10.5,7.86,12,7
11/14/2013,Towson,75,Temple,69,5,-1.73,-4.09,-3.86,-4.16,0,,1,-0.5,3,-0.78,-2,4.5
11/14/2013,Houston,80,Texas San Antonio,62,14,12.01,11.25,11.31,11.32,0,,12.52,13.96,12.5,9.49,12,14.5
11/14/2013,Alabama,76,Texas Tech,64,10,13.33,12.84,12.63,13.21,0,,16.11,12.11,11,14.07,17,9.5
11/14/2013,Boston College,92,Toledo,95,9.5,11.1,12,11.92,12.2,0,,13.81,6.8,10.5,11.09,11,11
11/14/2013,UAB,81,Troy St.,69,15,11.73,13.68,13.72,13.78,0,,14.2,9.68,15,11.93,7,12.5
11/14/2013,Washington,72,UC Irvine,86,9.5,10.24,10.1,10.12,10.23,0,,11.06,10.29,10,13.68,8,8.5
11/14/2013,Wichita St.,79,William & Mary,62,17,23.17,19.33,19.31,19.49,0,,25.2,27.16,16,22.22,23,25
11/14/2013,Rutgers,72,Yale,71,6,5.31,3.57,3.72,3.57,0,,2.93,3.31,9,6.94,7,4
11/15/2013,Texas Arlington,73,Cleveland St.,83,1,2.58,-1.36,-1.2,-1.34,0,,3.29,-2.09,0,3,12,-1
11/15/2013,Michigan St.,62,Columbia,53,24,28.69,29.18,29.11,29.43,0,,28.43,27.86,22,25.65,27,33
11/15/2013,Louisville,99,Cornell,54,32,33.17,27.89,28.32,27.65,0,,43.35,32.32,32.5,29.21,36,33.5
11/15/2013,NC Charlotte,83,Elon,69,3,4.65,6.43,6.31,6.74,0,,4.59,-2.03,2,4.62,2,2
11/15/2013,Duke,97,Florida Atlantic,64,31.5,28.69,25.22,24.97,25.66,0,,31.3,35.53,29.5,28.05,26,28
11/15/2013,Georgia,71,Georgia Tech,80,-2,3.1,2.1,1.97,2.41,0,,3.87,2.03,-1,6.02,6,0.5
11/15/2013,North Carolina,62,Holy Cross,54,21,24.18,23.39,23.48,23.49,0,,27.09,25.2,21.5,23.69,25,22.5
11/15/2013,Texas A&M Corpus,72,IUPU-Fort Wayne,71,-2.5,-2.26,-0.12,-0.19,0.13,0,,-2.44,-6.48,-3.5,-2.09,-3,0.01
11/15/2013,Arizona St.,88,Idaho St.,60,22.5,25.48,22.7,23.09,22.51,0,,27.87,26.49,21,24.84,23,28
11/15/2013,Northern Illinois,55,James Madison,60,2,-5.13,-3.92,-3.81,-3.85,0,,-0.64,-4.36,-2,-5.37,-8,-5
11/15/2013,Arkansas,76,Louisiana-Lafayette,63,11.5,13.09,12.61,12.72,12.67,0,,8.5,20.57,12,12.27,14,10
11/15/2013,Xavier,79,Morehead St.,56,12,14.74,11.4,11.29,11.68,0,,20.21,20.5,14,13.25,15,13
11/15/2013,Old Dominion,70,Murray St.,60,3,-1.83,-0.92,-0.96,-0.69,0,,7.68,-7.51,2.5,-0.08,-3,-0.1
11/15/2013,UNLV,73,Nebraska-Omaha,70,14.5,18.45,18.14,18.45,18.02,0,,16.77,22.44,13,16.95,18,12
11/15/2013,San Francisco,90,Nevada,92,6.5,7.29,6.64,6.68,6.77,0,,13.4,5.49,7,5.48,8,10.5
11/15/2013,USC,67,Northern Arizona,63,15.5,14.63,14.54,14.4,14.85,0,,15.22,8.45,17,15.59,17,15.5
11/15/2013,California,64,Oakland,60,20.5,16.18,12.14,12.65,11.81,0,,15.37,20.62,18,18.49,20,15.5
11/15/2013,Texas A&M,68,Rice,65,18.5,19.39,16.44,16.68,16.39,0,,19.83,23.76,18,18.46,22,19
11/15/2013,Indiana,105,Samford,59,20,26.96,21.85,21.71,22.17,0,,24.01,32.54,20,24.75,29,22.5
11/15/2013,Wisconsin-Milwaukee,64,San Jose St.,61,7,4.53,2.18,2.17,2.18,1,,6.03,4.8,6,7.59,7,9.5
11/15/2013,Bowling Green,61,South Florida,75,-3.5,-2.34,-1.76,-1.67,-1.62,0,,-7.15,-2.99,-4,-1.75,0.01,2.5
11/15/2013,Texas-Pan American,81,Tennessee Tech,78,-7,-6.1,-7.16,-7.21,-7.12,1,,-10.98,,-6.5,-3.76,-2,-5.5
11/15/2013,Utah,94,UC Davis,60,11.5,11.62,10.51,10.54,10.7,0,,3.67,16.93,10,14.14,16,11
11/15/2013,Virginia Tech,79,Western Carolina,61,6,9.02,8.13,8.1,8.34,0,,5.58,9.76,7,13.9,6,6.5
11/16/2013,Middle Tenn St.,80,Akron,73,5.5,5.24,1.62,1.62,1.86,0,,5.71,3.35,5,5.91,11,4.5
11/16/2013,Cincinnati,77,Appalachian St.,49,19.5,20.43,20.1,20.42,20.01,0,,17.66,22.41,19.5,20.97,18,22
11/16/2013,Wyoming,85,Arkansas St.,64,9,7.62,8.8,8.75,9.09,0,,5.71,6.24,7,7.65,4,8.5
11/16/2013,Florida,86,Arkansas-Little Rock,56,20,23.2,22.46,22.49,22.67,0,,23.82,22.11,20,24.48,27,25
11/16/2013,Fresno St.,80,CS Northridge,64,6,11.64,11.01,11.26,10.99,0,,13.56,10.25,6,11.08,13,13
11/16/2013,St. Bonaventure,86,Canisius,64,5,5.36,4.67,5.17,4.4,0,,0.03,10.48,4,10.83,6,2
11/16/2013,St. Joseph's PA,79,Creighton,83,-3.5,-1.79,-0.88,-0.95,-0.6,0,,-2.45,-1.4,-3.5,-0.39,-5,0.5
11/16/2013,Virginia,70,Davidson,57,10,8.53,9.87,9.91,9.84,1,,10.58,11.02,8,12.89,2,13
11/16/2013,St. Mary's,67,Drake,63,14,15.89,15.65,15.51,16.03,0,,21.74,15.44,15,14.37,14,17
11/16/2013,Illinois-Chicago,66,Eastern Illinois,86,9,8.46,11.85,11.95,11.98,0,,7.51,5.86,9,7.86,9,8.5
11/16/2013,Manhattan,74,George Washington,80,4,3.71,5.14,4.95,5.57,0,,0.04,3,6,3.6,4,10.5
11/16/2013,Missouri,92,Hawaii,80,11,12.93,13.04,13.65,12.44,1,,10.12,12.05,11,14.2,15,11
11/16/2013,Texas-Pan American,60,IUPU-Fort Wayne,66,-5.5,-7.38,-7.32,-7.18,-7.45,1,,-13.1,-12.83,-6,-9,-7,1.5
11/16/2013,Tulane,65,Loyola-Chicago,59,4,6.06,4.68,4.81,4.78,0,,3.79,7.65,4,7.94,7,4.5
11/16/2013,Providence,93,Marist,48,16,16.75,15.21,15.43,15.22,0,,13.28,23.34,16,18.27,17,15.5
