date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,lineseven,linemoore,linepugh,lineopen,linedok,linefox,linepig
11/09/2012,Indiana,97,Bryant,54,33,35.74,32.82,32.82,32.82,0,,40.54,35.9,33.5,34.33,38,
11/09/2012,Purdue,65,Bucknell,70,5.5,11.75,13.27,13.27,13.27,0,,7.67,12.66,8,10.62,13,
11/09/2012,TCU,53,Cal Poly SLO,46,2.5,6.26,6.81,6.81,6.81,0,,7.86,5.68,4.5,5.38,5,
11/09/2012,DePaul,91,Cal Riverside,59,18,15.36,15.68,15.68,15.68,0,,25.49,12.4,16,8.91,14,
11/09/2012,Iona,65,Denver,58,3,6.32,3.97,3.97,3.97,0,,8.57,6.63,3.5,6.8,8,
11/09/2012,Kent St.,66,Drexel,62,-8.5,-4.93,-3.7,-3.7,-3.7,0,,-17.01,-1.08,-4.5,-2.06,-2,
11/09/2012,Bradley,76,Eastern Illinois,53,15,9.85,4.54,4.54,4.54,0,,26.7,9.17,14.5,7.15,7,
11/09/2012,Texas St.,86,Fordham,76,2,0.9,-1.83,-1.83,-1.83,0,,-6.74,1.27,3,5.52,9,
11/09/2012,Texas,55,Fresno St.,53,12,16.5,15.89,15.89,15.89,0,,17.24,18.04,15,14.92,17,
11/09/2012,Valparaiso,85,Georgia Southern,54,14,12.64,12.44,12.44,12.44,0,,17.58,12.32,12.5,10.05,11,
11/09/2012,Duke,74,Georgia St.,55,19.5,17.74,21.49,21.49,21.49,0,,23.96,16.36,20.5,12.12,11,
11/09/2012,Auburn,61,IUPU-Fort Wayne,50,10.5,14,11.25,11.25,11.25,0,,26.74,12.6,8,10.13,12,
11/09/2012,UCLA,86,Indiana St.,59,16.5,14.45,15.8,15.8,15.8,0,,21.96,10.72,16.5,10.39,12,
11/09/2012,Texas A&M,71,Louisiana Tech,59,6.5,9.94,10.96,10.96,10.96,0,,6.65,12.3,9,9.78,9,
11/09/2012,Kentucky,72,Maryland,69,10.5,14.53,11.05,11.05,11.05,1,,10.19,20.32,15,17.55,17,
11/09/2012,North Carolina St.,97,Miami-Ohio,59,21,20.18,24.93,24.93,24.93,0,,23.49,15.94,18,12.77,19,
11/09/2012,Connecticut,66,Michigan St.,62,-7.5,-8.89,-4.73,-4.73,-4.73,1,,-18.32,-9.73,-7,-7.82,-8,
11/09/2012,Troy St.,56,Mississippi St.,53,-6,-7.68,-4.52,-4.52,-4.52,0,,-0.01,-18.92,-5,-11.09,-7,
11/09/2012,Seton Hall,75,Mo Kansas City,36,17.5,16.94,12.27,12.27,12.27,1,,19.75,21.77,16.5,19.61,16,
11/09/2012,Colorado St.,72,Montana,65,8.5,6.06,6.73,6.73,6.73,0,,7.83,5.03,10,5.06,5,
11/09/2012,Oregon St.,102,Niagara,83,12,13.49,8.66,8.66,8.66,0,,15.56,18.09,11.5,11.94,18,
11/09/2012,Kansas St.,85,North Dakota,52,21,23.76,20.35,20.35,20.35,0,,28.17,25.96,21,25.76,22,
11/09/2012,Creighton,71,North Texas,51,10,14.39,15.97,15.97,15.97,0,,15.17,15.32,13,10.93,13,
11/09/2012,Nebraska-Omaha,77,Northern Illinois,64,1,-0.65,-2.64,-2.64,-2.64,0,,1.47,-1.95,-1,-0.14,2,
11/09/2012,CS Northridge,81,Pepperdine,75,4.5,2.91,4.59,4.59,4.59,0,,4.35,-0.84,6,1.78,3,
11/09/2012,Kansas,74,SE Missouri St.,62,22,28.47,25.14,25.14,25.14,0,,32.34,30.58,23.5,29.63,28,
11/09/2012,Austin Peay,75,Samford,64,5,6.71,9.82,9.82,9.82,0,,-1.64,7.96,3.5,7.3,7,
11/09/2012,Florida St.,71,South Alabama,76,13,17.38,16.43,16.43,16.43,0,,12.57,20.9,17.5,17.92,20,
11/09/2012,Alabama,70,South Dakota St.,67,6,7.19,8.59,8.59,8.59,0,,5.05,9.35,7.5,7.56,4,
11/09/2012,Gonzaga,103,Southern Utah,65,24,25.23,26.1,26.1,26.1,0,,32.32,23.12,23,21.76,22,
11/09/2012,Rutgers,52,St. Peter's,56,17,19.29,18.65,18.65,18.65,0,,22.46,19.85,17,15.13,21,
11/09/2012,San Francisco,62,Stanford,74,-13,-12.88,-11.05,-11.05,-11.05,1,,-20.74,-12.62,-11,-8.83,-13,
11/09/2012,BYU,81,Tennessee St.,66,12,14.56,14.13,14.13,14.13,0,,15.31,19.03,13,13.73,11,
11/09/2012,Arkansas-Little Rock,84,Tennessee-Martin,68,8,15.67,14.04,14.04,14.04,0,,14.18,17,9.5,14.77,20,
11/09/2012,Loyola-Chicago,62,Toledo,50,0,-1.18,-1.85,-1.85,-1.85,0,,-4.33,1.08,1,0.88,-1,
11/09/2012,Charleston,75,Towson,58,16,16.21,12.17,12.17,12.17,0,,23.51,17.85,17,14.53,17,
11/09/2012,Georgia Tech,79,Tulane,61,4.5,7.44,7.16,7.16,7.16,0,,12,6.1,6,6.23,6,
11/09/2012,Oklahoma St.,73,UC Davis,65,20.5,21.32,23.84,23.84,23.84,0,,13.71,22.85,22.5,20.7,23,
11/09/2012,LSU,77,UC Santa Barbara,63,8,6.65,8.58,8.58,8.58,0,,10.45,5.15,6,4.16,3,
11/09/2012,George Mason,63,Virginia,59,-2,-2.42,0,0,0,0,,-7.6,-3.16,-2,-1.75,-2,
11/09/2012,Colorado,74,Wofford,59,17,13.39,13.58,13.58,13.58,0,,16.76,13.76,13.5,10.64,12,
11/09/2012,Idaho,70,Wright St.,80,9,5.1,5.82,5.82,5.82,0,,1.55,6.79,8,5.62,5,
11/10/2012,Army,65,Air Force,76,-6,-8.41,-5.84,-5.84,-5.84,1,,-10.35,-10.72,-7.5,-8.71,-9,
11/10/2012,Dayton,74,Arkansas St.,61,7,11.56,10.72,10.72,10.72,0,,13.11,13.88,9,10.95,10,
11/10/2012,South Florida,56,Central Florida,74,6,7.52,6.1,6.1,6.1,0,,5.09,6.78,7,8.04,13,
11/10/2012,Furman,47,Columbia,68,-2,-1.03,-1.85,-1.85,-1.85,0,,-8.59,0.84,-1.5,1.29,4,
11/10/2012,La Salle,73,Delaware,66,8,8.76,5.22,5.22,5.22,0,,9.68,11.88,8,9.58,11,
11/10/2012,Washington St.,88,Eastern Washington,69,12.5,14,11,11,11,0,,19.49,14.34,14.5,12.14,16,
11/10/2012,Butler,74,Elon,59,13.5,14.14,13.53,13.53,13.53,0,,17.31,14.57,14.5,12.9,13,
11/10/2012,Notre Dame,58,Evansville,49,14,13.95,15.65,15.65,15.65,0,,17.04,11.48,14,10.89,13,
11/10/2012,Utah St.,56,Idaho St.,48,21,19.48,17.48,17.48,17.48,0,,29.07,18.91,18.5,15.93,18,
11/10/2012,UC Irvine,78,Nevada,64,-1,-4.76,-2.52,-2.52,-2.52,0,,-3.48,-6.38,0,-7.67,-6,
11/10/2012,Oregon,83,Northern Arizona,73,21,26.08,21.11,21.11,21.11,0,,30.21,25.85,21.5,26.19,32,
11/10/2012,Ohio,81,Portland,52,16,17.51,14.64,14.64,14.64,0,,24.71,15.32,15.5,14.75,21,
11/10/2012,Buffalo,53,Princeton,57,1,1.34,-2.62,-2.62,-2.62,0,,-0.52,4.21,1,3.59,6,
11/10/2012,Missouri,83,SIU-Edwardsville,69,27.5,29.67,25.34,25.34,25.34,0,,25.64,36.24,27.5,34.46,31,
11/10/2012,Citadel,84,VMI,76,-1,-3.06,-2.64,-2.64,-2.64,0,,-2.69,-5.35,0,-2.05,-3,
11/10/2012,Southern Miss,67,Western Kentucky,64,4,9.2,9.83,9.83,9.83,0,,4.29,13.6,7,9.63,8,
11/10/2012,Cornell,63,Western Michigan,55,5,3.09,2.82,2.82,2.82,0,,10.4,0.21,5.5,2.27,0.01,
11/10/2012,George Washington,73,Youngstown St.,80,2.5,4.3,4.61,4.61,4.61,0,,5.76,4.74,4.5,4.1,2,
11/11/2012,Citadel,70,Air Force,77,,-4.6,-2.29,-2.03,-2.86,0,,-7.21,,,-6.99,-4,-4.5
11/11/2012,VMI,74,Army,80,,3.58,3.3,3.32,3.28,1,,3.79,,,3.6,6,1.5
11/11/2012,Illinois-Chicago,59,Cal Riverside,52,11,8.56,11.01,10.83,11.01,0,,14.32,2.35,8,5.93,5,10.5
11/11/2012,Marquette,84,Colgate,63,27,31.88,28.04,28.37,27.13,0,,42.39,33.09,27,31.65,30,30.5
11/11/2012,Georgetown,61,Duquesne,55,14.5,16.87,20.12,20.56,19.1,0,,15.7,15.29,15,12.42,17,18
11/11/2012,Jacksonville St.,47,Eastern Michigan,54,8,3.46,-5.49,-5.51,-5.52,0,,11.19,5.21,8,5.88,8,5
11/11/2012,North Carolina,80,Florida Atlantic,56,21.5,25.04,23.98,24.14,23.41,0,,27.36,25.16,22,23.68,27,24.5
11/11/2012,Boston College,84,Florida International,70,13.5,10.87,14.81,15.21,13.89,0,,22.56,6.04,13.5,4.92,4,9.5
11/11/2012,Purdue,83,Hofstra,54,17,18.18,19.15,19.01,19,0,,18.86,18.54,17,15.32,21,15.5
11/11/2012,Oklahoma,85,Louisiana-Monroe,51,23,23.04,21.17,21.69,19.96,0,,37.94,22.05,22.5,19.61,20,20
11/11/2012,SMU,73,Loyola Marymount,58,2,0.13,0.27,0.38,-0.01,0,,-1.38,0.44,2.5,0.49,-4,5
11/11/2012,Washington,85,Loyola-Maryland,63,7.5,10.48,9.87,10.39,8.82,0,,6.13,15.19,8.5,11.33,12,9.5
11/11/2012,Louisville,79,Manhattan,51,18.5,19.62,22.91,23.56,21.72,0,,17.27,20.14,16.5,15.65,19,20
11/11/2012,Villanova,80,Marshall,68,4,5.24,4.63,5.22,3.56,0,,5.77,5.11,4.5,5.53,5,6.5
11/11/2012,Seattle,87,Montana St.,72,9,8.4,8.27,8.54,7.65,0,,9,7.45,8.5,7.14,10,9
11/11/2012,Oregon St.,71,New Mexico St.,62,8.5,4.55,4.75,4.7,4.65,0,,9.38,2.97,8.5,2.18,2,6
11/11/2012,Louisiana-Lafayette,90,Oakland,79,-3.5,-1.78,-0.15,-0.05,-0.41,0,,-8.26,-1.93,-2,-2.33,-1,1.5
11/11/2012,San Diego St.,49,Syracuse,62,-2,-6.35,-4.83,-4.97,-4.66,1,,-4.81,-6.93,-2,-8.07,-10,-5
11/11/2012,Cincinnati,80,Tennessee-Martin,57,26.5,32.04,31.96,32.23,31.11,0,,37.65,31.84,26.5,29.94,34,27.5
11/11/2012,Old Dominion,70,Texas San Antonio,79,9.5,10.74,11.33,11.13,11.22,0,,14.39,10.08,,8.87,10,9.5
11/11/2012,South Carolina,82,Wisconsin-Milwaukee,75,5,4.44,6.74,6.97,6.17,0,,-3.26,4.45,6.5,3.74,5,8
11/12/2012,Cleveland St.,79,Bowling Green,73,2,4.83,7.77,7.88,7.6,1,,-2.83,,3.5,4.84,8,3.5
11/12/2012,Florida St.,95,Buffalo,68,13,11.54,15.96,16,15.68,0,,5.63,,12,9.92,10,12
11/12/2012,Stanford,81,Cal St. Fullerton,68,15.5,17.07,14.15,14.01,14.07,0,,27.98,,17.5,15.35,17,14
11/12/2012,Iowa,73,Central Michigan,61,21,21.72,23.46,23.63,22.92,0,,26.19,,21,16.57,18,23
11/12/2012,New Mexico,86,Davidson,81,5,10.24,11.48,11.67,10.99,0,,8.06,,6.5,12.73,11,7
11/12/2012,CS Northridge,96,Eastern Washington,79,4,2.13,2.98,2.84,2.89,0,,4.5,,5,0.05,-2,4.5
11/12/2012,Virginia,54,Fairfield,45,8,11.58,13.09,13,12.93,0,,8.91,,8.5,11.62,10,13
11/12/2012,Pittsburgh,86,Fordham,51,21.5,21.46,21.28,20.95,21.38,0,,22.24,,20,22.68,24,17.5
11/12/2012,Michigan,91,IUPUI,54,18,22.57,23.82,24.56,22.79,0,,25.76,,19.5,16.83,17,28.5
11/12/2012,Kansas St.,79,Lamar,55,23,20.53,22.59,22.52,22.35,0,,27.68,,21.5,14.15,12,24.5
11/12/2012,Maryland,67,Morehead St.,45,14,13.75,17.55,17.44,17.41,0,,13.15,,12.5,12,11,11.5
11/12/2012,Indiana,87,North Dakota St.,61,20,22.2,22.17,21.9,22.22,0,,27.62,,20.5,18.47,19,24
11/12/2012,UNLV,92,Northern Arizona,54,27,27.93,27.41,27.86,26.62,0,,27.11,,27.5,26.49,28,31.5
11/12/2012,Delaware,84,Pennsylvania,69,8,4.59,6.57,6.52,6.63,1,,6.79,,7,1.6,-1,7
11/12/2012,Oregon,80,Portland St.,69,13.5,17.05,15.95,16.13,15.44,0,,22.93,,15.5,14.82,17,16
11/12/2012,Virginia Tech,69,Rhode Island,50,12.5,14.12,13.89,13.54,13.99,0,,10.78,,14.5,15.43,14,17
11/12/2012,Lehigh,89,Robert Morris,60,3,3.65,3.9,3.7,4.09,1,,4.5,,1.5,1.6,3,5
11/12/2012,Minnesota,82,Toledo,56,20,18.42,17.68,17.23,17.9,0,,19.69,,17.5,20.19,16,19.5
11/12/2012,Texas A&M,83,Troy St.,65,15.5,16.12,18.81,18.74,18.65,0,,15.02,,16,13.83,15,15.5
11/12/2012,Illinois St.,100,UC Santa Barbara,72,11.5,12.07,15.63,15.87,15.05,0,,14.23,,9.5,6.78,5,15.5
11/12/2012,Gonzaga,84,West Virginia,50,10.5,10.86,9.94,9.28,10.45,0,,16.11,,10,8.8,8,12.5
11/12/2012,St. Joseph's PA,61,Yale,35,13.5,16.99,20.45,20.77,19.78,0,,18.34,,16,11.56,12,19.5
11/12/2012,Georgia,56,Youngstown St.,68,8.5,8.75,11.72,11.74,11.45,0,,8.98,,8.5,8.85,7,4.5
11/13/2012,Western Kentucky,74,Austin Peay,54,9.5,8.57,6.36,6.36,6.25,0,,17.22,4.89,8.5,8.75,8,8.5
11/13/2012,Xavier,62,Butler,47,-4.5,5.66,5.47,5.4,5.43,0,,-4.84,12.83,1,10.31,8,2.5
11/13/2012,Michigan,77,Cleveland St.,47,15.5,17.33,19.65,20.59,18.55,0,,21.06,,13.5,11.28,11,21.5
11/13/2012,Virginia,53,Delaware,59,6,9.91,9.56,9.68,9.33,0,,9.58,,7.5,10.38,14,6.5
11/13/2012,St. John's,77,Detroit,74,3,3.86,9.7,9.99,9.29,0,,1.56,4.7,5.5,1.51,-3,3
11/13/2012,Pennsylvania,53,Fairfield,62,-9,-5.52,-4.78,-4.7,-4.85,1,,-8.1,,-8.5,-7.45,-5,-3
11/13/2012,Mississippi St.,78,Florida Atlantic,58,6,9.98,11.33,11.47,11.08,0,,7.98,9.4,5.5,10.4,12,7.5
11/13/2012,NC Charlotte,66,Georgia Southern,53,11,13.27,13.5,13.28,13.6,0,,12.19,22.07,11.5,12.74,9,10
11/13/2012,BYU,80,Georgia St.,62,14,13.27,18.08,18.1,17.93,0,,16.74,12.47,13,9.16,6,12.5
11/13/2012,Massachusetts,67,Harvard,64,11,6.43,7.6,7.73,7.33,,,5.92,1.62,9.5,4.88,8,9.5
11/13/2012,San Jose St.,75,Houston,77,-2,-0.54,-2.65,-2.59,-2.83,0,,7.25,-2.44,0,-0.2,-1,-2
11/13/2012,Bowling Green,66,IUPUI,80,,2.77,-1.4,-2.51,-0.26,1,,8.44,,,3.47,2,5.5
11/13/2012,Duke,75,Kentucky,68,3.5,-0.55,-2.97,-3,-2.94,1,,5.99,4.79,1,0.29,-6,-3
11/13/2012,Pittsburgh,78,Lehigh,53,12,10.98,15.41,15.63,15.06,0,,9.7,,12.5,6.99,9,9.5
11/13/2012,USC,62,Long Beach St.,44,8,-2.83,3.72,3.36,3.95,0,,-11.71,-3.24,0,-6.16,-8,2
11/13/2012,Kansas,64,Michigan St.,67,3,3.05,5.6,5.58,5.63,1,,0.49,-1.28,1,4.4,2,4.5
11/13/2012,Richmond,101,NC Wilmington,58,15.5,17.31,19.38,19.47,19.17,0,,20.15,16.32,15.5,15.08,15,16
11/13/2012,Lamar,59,North Texas,74,-8.5,-3.88,-5.33,-5.42,-5.23,1,,-10.12,,-7,1,6,-9.5
11/13/2012,Princeton,66,Northeastern,67,10.5,11.53,11.26,11.34,11.06,0,,11.4,10.35,10,13.06,13,10.5
11/13/2012,Valparaiso,69,Northern Illinois,46,20,23.36,20.08,19.83,20.22,,,27.92,31.31,18,22.24,22,20
11/13/2012,Boise St.,88,Oakland,80,8.5,7.2,6.39,6.25,6.42,0,,6.5,11.2,8.5,5.53,5,9.5
11/13/2012,California,79,Pepperdine,62,20.5,23.57,22.83,22.95,22.6,0,,27.91,23.87,21,22.66,23,22
11/13/2012,Fordham,58,Robert Morris,74,-6,-4.18,-0.44,-0.4,-0.49,1,,-6.86,,-6.5,-5.83,-10,-1.5
11/13/2012,Rider,46,Stony Brook,54,4,4.38,4.27,4.05,4.38,,,2.72,11.28,3,6.16,2,0.1
11/13/2012,Kent St.,66,Temple,80,-5,-2.84,-2.64,-3.49,-1.97,,,-7.97,-1.91,-2.5,-2.03,-2,-0.5
11/13/2012,South Dakota St.,78,Tennessee St.,71,10.5,13.12,11.39,11.36,11.29,0,,16.15,14.28,12,13.74,12,13
11/13/2012,Northwestern,79,Texas Southern,49,18,22.01,24.46,25.07,23.76,0,,27.96,23.61,16,19.2,19,15.5
11/13/2012,UCLA,80,UC Irvine,79,16.5,18.3,17.46,17.56,17.24,0,,17.91,17.31,18,17.55,19,21.5
11/13/2012,VA Commonwealth,51,Wichita St.,53,8,5.27,9.12,9.03,9.1,0,,5.31,2.3,6.5,1.16,-1,11
11/13/2012,Eastern Illinois,44,Wright St.,56,-8,-8.95,-2.37,-2.14,-2.71,0,,-20,-15.47,-9.5,-8.31,-6,-8
11/14/2012,Louisiana Tech,70,Arkansas-Little Rock,52,7.5,6.16,7.94,8.21,7.75,0,,8.18,-0.08,6.5,6.59,4,8.5
11/14/2012,Cal Riverside,30,Fresno St.,39,-9,-8.94,-6.01,-5.02,-7.01,0,,-13.21,-16.05,-7.5,-8.3,-5,-8
11/14/2012,Wyoming,73,NC Central,60,11.5,11.84,15.13,15.57,14.83,0,,8.49,12.15,11,11.34,5,15.5
11/14/2012,Texas Tech,91,Nebraska-Omaha,63,13.5,15.84,19.4,19.91,19,0,,10.84,12.34,13,16.79,15,17
11/14/2012,San Diego,65,Northern Kentucky,61,13.5,14.23,21.54,23.16,20.33,0,,,2.94,12.5,13.43,8,17.5
11/14/2012,Saint Louis,62,Santa Clara,74,12.5,19.16,18.01,18.22,17.82,0,,20.16,22,14.5,18.43,21,16.5
11/14/2012,Southern,83,South Dakota,79,-2.5,-2.53,0.92,1.49,0.35,1,,-6.57,-0.42,-3.5,-6.09,-5,-1.5
11/14/2012,Cornell,68,St. Bonaventure,72,-3.5,-2.31,1.55,1.54,1.65,0,,-9.77,-1.91,-2.5,1.33,-9,0.01
11/14/2012,Northern Iowa,84,Toledo,81,14,15.03,12.78,13.68,12.04,0,,12.28,19.11,15,19.11,14,15
11/14/2012,Creighton,77,UAB,60,16.5,16.64,17,16.86,17.19,0,,27.99,14.06,15.5,8.35,12,20
11/14/2012,SIU-Edwardsville,62,Western Illinois,50,-1,-2.06,2.6,2.66,2.55,0,,-4.16,-0.51,0,-2.46,-4,-8.5
11/14/2012,Florida,74,Wisconsin,56,6,4.42,6.54,6.6,6.56,0,,0.47,-1.71,5.5,5.04,5,9
11/15/2012,Oklahoma St.,69,Akron,65,4,0.61,7.08,7.24,6.96,1,,-13.16,4.07,2,-1.32,-2,2.5
11/15/2012,Oregon St.,62,Alabama,65,-2,-2.91,-4.51,-5.04,-3.99,1,,-2.6,-1.04,-3,-2.2,-2,-3.5
11/15/2012,Boston College,74,Baylor,84,-12.5,-16.01,-16.66,-16.95,-16.38,1,,-14.56,-13.72,-13.5,-13.47,-21,-16
11/15/2012,Evansville,50,Buffalo,56,8.5,3.81,4.13,3.3,4.98,1,,2.43,4.09,7.5,5.85,-3,9
11/15/2012,San Diego,71,CS Northridge,74,7,9.3,10.42,11.37,9.6,0,,18.26,5.86,9.5,-0.98,11,10
11/15/2012,Kansas,69,Chattanooga,55,26.5,31.23,32.05,32.96,31.15,0,,42.35,28.23,28,27.43,28,28.5
11/15/2012,Colorado,67,Dayton,57,2.5,0.42,1.05,1.08,1.02,1,,-5.18,1.15,2.5,1.4,2,1.5
11/15/2012,Portland,51,Idaho St.,48,9.5,7.3,7.74,8.22,7.35,0,,15.61,-0.39,10,6.28,3,11
11/15/2012,Drexel,84,Illinois St.,86,6,3.92,3.6,4.09,3.21,0,,4.9,2.85,6,2.91,5,4.5
11/15/2012,UCLA,100,James Madison,70,16.5,19.3,17.17,16.43,17.84,0,,21.39,23.82,17,16.14,18,21.5
11/15/2012,Auburn,59,Murray St.,79,-4,-4.49,-4.44,-5.65,-3.71,1,,0.73,-5.28,-6,-5.55,-9,-3
11/15/2012,Tennessee,75,NC Asheville,68,11,9.6,14.06,13.97,14.16,1,,12.18,5.79,10.5,8.08,2,11
11/15/2012,Southern,55,NC Central,59,-5.5,-6.51,-1.13,-0.88,-1.39,1,,-11.79,-11.99,-5,-6.04,-11,-2.5
11/15/2012,Penn St.,55,North Carolina St.,72,-12.5,-13.17,-12.11,-11.98,-12.23,1,,-13.69,-15.27,-12,-10.49,-12,-16.5
11/15/2012,Cal Poly SLO,64,Northern Colorado,53,2.5,5.22,4.71,4.88,4.41,0,,3.46,5.17,4,6.65,7,5
11/15/2012,Massachusetts,77,Providence,75,8.5,5.55,5.13,6.24,3.99,1,,6.48,6.97,6,2.64,6,6.5
11/15/2012,TCU,61,SMU,64,4,3.89,6.24,6.6,5.98,0,,0.79,0.97,3.5,3.42,5,4.5
11/15/2012,Indiana,99,Sam Houston St.,45,30.5,28.14,28.76,29.11,28.49,0,,42.7,18.86,29,23.79,25,29
11/15/2012,Louisville,80,Samford,54,30,32.09,33.37,33.66,33.16,0,,34.69,34.07,31,27.55,28,33.5
11/15/2012,Wyoming,71,South Dakota,51,16,16.55,17.23,17.45,17.11,0,,16.75,17.73,16,13.32,15,18.5
11/15/2012,Georgia,60,Southern Miss,62,4,3.98,6.2,7.04,5.48,0,,7.11,2.04,5,1.72,2,2.5
11/15/2012,Charleston,53,St. John's,64,4,0.06,-0.78,-0.86,-0.6,0,,-1.18,-2.61,2.5,0.69,3,2
11/15/2012,Utah St.,58,St. Mary's,67,-4.5,-1.51,1.08,-0.06,1.76,0,,-6.58,-6.15,-4,-0.56,-1,2
11/15/2012,Minnesota,72,Tennessee St.,43,15,18.92,19.25,18.49,20.25,0,,21.59,24.34,16,18.3,14,15.5
11/15/2012,Northern Kentucky,56,Tulsa,76,,-10.81,-13.82,-14.57,-13.4,1,,-0.91,-7.09,,-20.69,-13,-6
11/15/2012,Arizona,72,UTEP,51,8.5,8.2,11.95,12.55,11.44,0,,-0.9,1.14,9,8.7,10,14.5
11/15/2012,Nebraska,50,Valparaiso,48,-5.5,-1.27,1.62,1.96,1.36,0,,-10.33,-4.47,-2.5,2.57,0.01,0.01
11/15/2012,Purdue,81,Villanova,89,2,1.11,1.54,1.25,1.88,1,,2.6,-3.65,2,1.66,5,-1
11/15/2012,San Jose St.,68,Weber St.,67,-4.5,-3.04,-0.87,-0.62,-1.34,0,,2.92,-7.91,-2,-3.8,-8,-2.5
11/15/2012,Wichita St.,79,estern Carolina,63,16,19.68,17.92,18.12,17.81,0,,20.68,24.46,18.5,19.21,20,17.5
11/16/2012,Tennessee-Martin,73,Arkansas St.,77,-7,-7.97,-6.63,-7.48,-6.01,0,,-12.95,-8.5,-7,-7.87,-10,-3
11/16/2012,Mississippi,92,Arkansas-Little Rock,52,18,18.18,18.68,18.57,18.65,0,,23.08,17.29,15.5,17.16,15,17.5
11/16/2012,Charleston,51,Auburn,55,7,-1.01,-1.86,-2.44,-1.3,1,,-3.01,2.21,5,2.48,-2,-3
11/16/2012,Florida St.,88,BYU,70,-2,-0.93,-1.05,-1.81,-0.25,1,,-3.11,-2.58,-1,-1.29,3,-0.5
11/16/2012,Dayton,87,Boston College,71,4,5.71,4.54,4.65,4.41,1,,9.03,4.46,4,3.95,8,5.5
11/16/2012,Western Illinois,67,Buffalo,58,-5,-5.46,-3.39,-3.75,-3.04,1,,-8.2,-9.85,-5.5,-2.36,-7,-4
11/16/2012,Utah,71,CS Sacramento,74,5.5,6.64,9.03,9.03,8.93,0,,1.92,5.97,5,9.66,5,6
11/16/2012,Nevada,80,Cal St. Fullerton,77,8,6.76,8.29,8.16,8.3,0,,13.4,0.79,8.5,8.2,3,5.5
11/16/2012,Denver,61,California,72,-2,-2.16,-1.79,-2.02,-1.66,0,,-2.63,-4.33,-1,-0.51,-2,-2
11/16/2012,Furman,55,Clemson,72,-10.5,-12.19,-11.48,-11.92,-11.18,0,,-14.68,-16.54,-10,-12.48,-11,-7.5
11/16/2012,Baylor,58,Colorado,60,4.5,7.1,7.04,6.71,7.37,1,,7.79,11.11,4.5,3.7,7,6
11/16/2012,Eastern Michigan,60,Eastern Illinois,52,10.5,13.65,15.25,15.18,15.21,0,,23.02,10.29,12.5,8.33,9,14.5
11/16/2012,Hawaii,77,Illinois,78,-8.5,-8.01,-7.13,-8.04,-6.37,0,,-14.7,-6.72,-7,-7.23,-5,
11/16/2012,New Mexico,66,Illinois-Chicago,59,16,19.09,13.64,13.76,13.52,1,,24.43,25.8,17.5,18.12,23,15
11/16/2012,Harvard,79,Manhattan,45,7.5,9,9.72,9.6,9.73,0,,6.92,15.03,8,8.71,8,5
11/16/2012,North Carolina St.,94,Massachusetts,76,8.5,8.98,10.21,10.07,10.36,1,,8.54,10.15,7.5,6.72,6,11
11/16/2012,South Florida,78,Md. Eastern Shore,59,21,28.18,29.41,30.33,28.46,0,,34.71,22.68,24,26.08,29,26
11/16/2012,George Mason,52,Mercer,49,-1,-0.36,-0.09,-0.59,0.34,1,,-7.58,6.05,-1.5,4.23,-3,-2
11/16/2012,St. John's,67,Murray St.,72,-2,-3.51,-0.53,-0.72,-0.34,1,,0.48,-6.46,-3.5,-4.55,-10,-3
11/16/2012,Akron,82,NC Asheville,63,8.5,4.78,6.72,6.75,6.69,1,,8.73,-0.02,8.5,4.34,1,6
11/16/2012,South Dakota,81,NC Central,69,-6,-4.34,-3.32,-3.24,-3.4,1,,-6.97,-2.58,-6,-3.66,-7,-3.5
11/16/2012,East Carolina,76,NC Greensboro,73,11.5,12.58,6.65,6.77,6.46,0,,19.77,16.69,11.5,12.87,11,14.5
11/16/2012,Ohio,85,NC Wilmington,47,19.5,20.73,20.23,19.46,20.98,0,,30.25,13.89,19,18.54,20,22
11/16/2012,Tulane,76,Nebraska-Omaha,52,18,16.4,18.2,18.36,17.92,0,,18.01,10.08,16,16.41,16,18
11/16/2012,Long Beach St.,63,North Carolina,78,-11.5,-6.22,-5,-4.94,-5.17,0,,-10.29,-5.76,-9,-8.39,-7,-2
11/16/2012,St. Joseph's PA,79,Notre Dame,70,-3.5,-3.56,-2.02,-1.25,-2.83,1,,-3.52,-5.59,-2.5,-4.72,-4,-3
11/16/2012,Texas Arlington,59,Oklahoma,63,-8.5,-3.36,-3.21,-3.32,-3.21,0,,-7.32,-8.64,-5,-4.04,3,0.01
11/16/2012,Tennessee,45,Oklahoma St.,62,4,3.48,-0.51,-0.56,-0.45,1,,13.3,4.75,0,1.81,3,2.5
11/16/2012,Purdue,58,Oregon St.,66,1,1.25,2.16,1.73,2.64,1,,1.11,-3.98,1,3.25,4,0.01
11/16/2012,Fresno St.,66,Pacific,61,4,10.16,11.29,11.68,10.76,0,,6.13,13.15,7,9.41,10,10
11/16/2012,Providence,52,Penn St.,55,-3,-0.38,-1.04,-1.83,-0.22,1,,-0.17,1.15,0,-1.1,0.01,-0.5
11/16/2012,Iona,92,Quinnipiac,98,6,8.06,6.65,6.3,7.01,1,,9.84,13.39,6,7.37,8,4.5
11/16/2012,Princeton,52,Rutgers,58,3.5,6.4,5.75,6.38,4.98,0,,7.03,8.91,2,6.01,7,4.5
