date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
12/18/2018,Providence,73,Albany-NY,43,16,17.68,17.57,22.02,16.71,20.53,14.35,16,17.84,14,2.23,19.01,21.2,0,,15.84,,,,29,16.71,18.06,18.08,16.4,18,16.6
12/18/2018,Sam Houston St.,78,Alabama St.,57,7.5,8.49,8.41,4.6,8.72,7.89,9,6,6.33,13,2.95,7.31,9.1,0,,6.43,,,,8,7.47,8.79,9.92,16.27,4,8.6
12/18/2018,Santa Clara,102,USC,92,-8.5,-8.4,-9.84,-6.89,-9.91,-10.45,-8.91,-8,-9.84,-1,4.57,-10.21,-8.4,0,,-6.22,,,,-8,-9.16,3.89,-10.1,-16.73,-12,-8.7
12/18/2018,Siena,58,Charleston,83,-5.5,-7.4,-8.5,-11.72,-8.22,-9.23,-2.66,-5.5,-7.4,-7,2.69,-10.75,-8.6,0,,-3.13,,,,-8,-8.27,-3.44,-9.15,-9.37,-6,-5
12/18/2018,Stanford,78,San Jose St.,73,18,19.61,19.27,19.29,19.23,19.49,16.85,19.5,19.65,26,3.3,19.03,21.1,0,,19.61,,,,14,20.16,14.77,24.5,21.17,12,21.6
12/18/2018,Stetson,80,NC Asheville,74,7,5.19,4.48,5.2,4.89,2.64,6.7,5,1.8,8,3.81,8.19,10.5,0,,6.9,,,,4,2.18,13.3,2,-2.73,5,4
12/18/2018,Syracuse,59,Buffalo,71,3,0.32,1.97,-1.98,2.17,2.13,-1.62,4,0.76,-4,2.39,-3.26,0.6,0,,4.32,,,,-6,2.51,1.23,-1.4,1.28,-2,2.4
12/18/2018,Tennessee-Martin,75,Chattanooga,72,6,3.44,2.12,2.7,2.03,2.4,6.39,4.5,4.87,0.01,2.22,0.99,2.1,0,,7.88,,,,-2,4.34,5.84,2.47,4.52,1,5.4
12/18/2018,UAB,76,Alcorn St.,49,17,15.05,16.7,17.71,16.18,18.76,12.56,16,16.65,-7,6.82,17.61,22.1,0,,10.99,,,,15,15.39,14.29,19.8,22.31,10,16.8
12/18/2018,UT Rio Grande Valley,67,Rice,75,6.5,9.09,9.07,12.92,8.68,9.84,8.47,7,4.59,12,2.96,12.03,13.9,0,,9.23,,,,7,8.05,7.95,9,2.58,8,
12/18/2018,Vermont,83,St. Bonaventure,76,7.5,8.56,8.94,12.32,8.18,11.34,11.35,7,6.82,12,3.04,7.01,11.8,0,,9.18,,,,10,5.12,10.41,8.47,1.35,5,7.6
12/18/2018,Wright St.,78,Morehead St.,67,10.5,12.09,12.79,9.6,13.04,12.51,8.14,12,13.4,15,2.13,14.59,11.4,0,,9.26,,,,19,11.24,10.98,14.32,15.27,11,10.9
12/19/2018,Arizona,61,Montana,42,8,10.88,12.3,6.3,13.2,10.76,10.69,8,7.75,10,2.78,16.75,10.2,0,,10.92,,,,13,9.34,7.61,11.91,9.51,16,10.8
12/19/2018,Arkansas,65,Georgia Tech,69,8.5,7.89,7.94,12.28,7.21,9.36,8.46,8.5,6.56,10,2.47,3.54,7.1,0,,5.1,,,,12,9.61,10.02,9.91,8.15,3,8
12/19/2018,Belmont,80,Western Kentucky,74,8,8.57,8.39,14.82,8.02,8.33,12.62,6.5,5.29,8,3.45,13.15,10.4,0,,3.95,,,,12,7.31,11.09,7.68,1.32,10,6.8
12/19/2018,Central Michigan,81,Mo Kansas City,72,10,11.54,12.3,10.39,12.38,12.61,6.72,9.5,11.64,8,2.18,14.44,13.1,0,,10.31,,,,13,10.01,13.36,11.47,15.12,12,10.8
12/19/2018,Cincinnati,93,UCLA,64,8.5,6.91,6.24,5.69,6.31,6.12,4.61,7.5,4.62,8,2.45,2.12,9.3,0,,11.75,,,,4,7.25,10.62,9.34,6.84,5,6.7
12/19/2018,Cleveland St.,82,Niagara,60,0,2.12,2.73,0.63,3.08,1.7,-0.11,1.5,1.93,2,1.85,4.98,0.2,0,,1.49,,,,-2,0.73,2.3,4.03,-0.85,6,3
12/19/2018,Dayton,85,Western Michigan,72,13,12.17,12.18,10.93,12.58,10.99,14.73,13,11.94,5,2.87,17.61,13.1,0,,12.32,,,,13,12.89,11.08,8.95,10.57,16,13.9
12/19/2018,DePaul,81,Incarnate Word,71,22.5,23.78,23.67,21.59,24.06,22.77,19.36,23,22.67,29,3.49,30.16,21.2,0,,24.51,,,,28,25.71,19.02,25.83,27.58,18,25.3
12/19/2018,Delaware,71,Delaware St.,73,21.5,22.11,22.7,19.28,23.1,22.49,25.25,-0.5,20.77,22,2.42,26.52,23.2,0,,20.27,,,,17,20.42,18.41,23.4,24.4,18,23.6
12/19/2018,Drake,76,Rider,58,4.5,4.6,3.12,9.14,2.38,4.81,5.38,2.5,-0.58,9,3.46,4.95,3.7,0,,1.76,,,,13,0.66,12.15,7.15,2.68,6,1.3
12/19/2018,Duquesne,67,Penn St.,73,-5.5,-4.66,-5.3,0.05,-6.11,-3.28,-1.67,-6.5,-7.18,-7,3.97,-3.87,-4,0,,-2.34,,,,5,-7.21,5.45,-7.66,-12.34,-7,-5.1
12/19/2018,Eastern Michigan,48,UC Irvine,52,-3.5,-4.23,-5.19,-6.71,-5.27,-4.47,-9.38,-3.5,-3.09,5,3.66,-9.26,-7.8,0,,-0.44,,,,-6,-4.21,-2.95,-4.04,0.5,-6,-4.4
12/19/2018,Fairleigh Dickinson,83,St. Peter's,74,2.5,5.56,5.59,9.91,5.06,6.91,10.61,3,1.22,6,2.73,3.69,4.3,0,,6.17,,,,9,2.69,10.04,3.92,3.19,6,3.6
12/19/2018,Florida St.,95,North Florida,81,21,21.67,20.4,18.92,20.32,21.15,18.78,20.5,21.14,24,3.33,22.73,21.4,0,,23.4,,,,33,22.19,15.24,24.28,30.93,20,21.8
12/19/2018,Fresno St.,95,California,73,9.5,13.27,12.27,13.9,12.33,11.64,13.13,10.5,11.09,17,2.24,16.47,12,0,,14.79,,,,16,11.8,9.17,15.8,15.76,11,14.2
12/19/2018,Georgia St.,86,NC Wilmington,71,12,11.23,10.52,10.34,10.53,10.64,7.91,12.5,10.14,19,2.57,9.63,10.9,0,,13.33,,,,15,12.21,10.22,11.48,13.39,8,11.5
12/19/2018,Grambling St.,69,SE Louisiana,68,6,8.09,8.19,12.58,8.25,6.91,11.73,6,4.47,12,3.04,7.14,7.3,0,,10.31,,,,8,6.62,9.44,5.51,0.71,10,8.2
12/19/2018,Indiana,86,Central Arkansas,53,23.5,23.57,25.51,23.35,25.69,25.42,20.56,23,23.53,23,1.89,22.99,22.3,0,,23.58,,,,25,25.46,19.39,23.6,25.75,22,25
12/19/2018,Kansas St.,55,Southern Miss,51,12.5,15.28,15.92,14.87,15.86,16.54,12.98,14.5,16.47,15,2.73,13.05,14.3,0,,15.19,,,,14,15.85,8.06,20.25,19.13,14,17
12/19/2018,Lamar,80,Texas Southern,72,1.5,1.6,1.44,1.17,1.52,1.14,2.87,1.5,3.06,-3,3.07,0.89,-5.3,0,,4.39,,,,6,1.61,8.78,1.01,0.05,2,3.9
12/19/2018,Loyola Marymount,70,Boise St.,69,5,7.75,5.68,13.98,4.82,7.43,11.14,4.5,2.61,16,4.1,10.6,11,0,,5.91,,,,10,4.01,9.84,5.83,1.38,9,4.8
12/19/2018,Memphis,99,Arkansas-Little Rock,89,14,12.92,11.32,15.73,10.8,12.54,10.59,15.5,11.73,15,1.7,11.97,15.8,0,,11.69,,,,14,14.71,12.07,13.72,14,12,13
12/19/2018,Miami-Florida,80,Houston Baptist,73,20.5,20.57,21.05,11.68,22.28,19.29,21.26,21,22.99,19,4.45,21.37,15.8,0,,22.53,,,,14,21.77,16.54,21.05,31.53,16,24.9
12/19/2018,Mississippi St.,98,Wofford,87,9,8.63,8.65,9.66,8.24,10.27,3.85,11.5,8.89,7,3.25,10.6,11.5,0,,6.59,,,,11,10.01,-0.33,10.68,13.54,10,9
12/19/2018,Nebraska Omaha,85,UC Santa Barbara,74,-3,-2.49,-2.19,-3.09,-1.97,-2.98,-0.17,-3.5,-2.61,0.01,2.18,-2.8,-4.3,0,,0.18,,,,-4,-1.03,-5.99,-5.3,-6.22,1,-2.3
12/19/2018,New Hampshire,49,Marist,58,-6.5,-6.55,-8.19,-12.16,-7.93,-8.39,-3.13,-6.5,-6.62,0.01,3.91,-12.26,-13.2,0,,-4.04,,,,-9,-3.84,-1.83,-8.04,-2.82,-8,-4.4
12/19/2018,New Mexico St.,92,CS Northridge,57,19,20.99,21.86,20.64,21.91,22.12,17.94,19,21.24,24,2.82,23.38,22,0,,19.89,,,,25,20.92,16.19,24.67,22.39,14,22.7
12/19/2018,North Carolina St.,78,Auburn,71,-1.5,1.91,0.96,0.74,0.98,0.97,0.17,0,-2.96,11,3.42,-2.52,-0.2,0,,4.46,,,,1,1.64,6.34,1.73,5.1,1,1.2
12/19/2018,Northern Iowa,62,Grand Canyon,73,0,-0.98,-1.57,0.38,-2.09,0.02,-2.38,-1,-2.53,-1,1.75,-5.36,2.1,0,,-0.6,,,,-8,-0.04,0.35,-1.64,0.89,-2,-0.2
12/19/2018,Quinnipiac,87,Bethune Cookman,63,6.5,5.95,7.77,9.41,7.41,8.99,4.26,7,4.86,1,2.43,4.04,9.2,0,,6.83,,,,5,6.88,3.4,5.25,5.69,3,7.2
12/19/2018,Richmond,54,Old Dominion,63,-4.5,-5.63,-6.67,-15.3,-6.03,-7.58,-6.69,-6.5,-4.8,-8,4.1,-6.79,-8.6,0,,0.96,,,,-1,-3.64,2.36,-8.15,-5.94,-3,-2.2
12/19/2018,Saint Louis,74,NC Central,65,20,19.15,20.38,24.2,19.73,22.43,10.23,-20.5,20.31,18,4.31,25.19,22.3,0,,14.75,,,,19,19.95,10.97,23.22,18.01,20,16.7
12/19/2018,San Francisco,76,Northern Arizona,60,22.5,25.35,25.83,25.49,26.33,24.06,28.98,23.5,22.99,28,2.03,29.13,22.5,0,,26.01,,,,29,24.11,23.15,26.11,24.78,24,24.2
12/19/2018,Seton Hall,90,Sacred Heart,76,21,20.3,20.62,20.88,20.33,21.8,16.79,20.5,20.61,19,3.01,22.65,20.2,0,,19.91,,,,31,19.51,13.42,23.89,27.17,18,20
12/19/2018,South Alabama,79,Alabama A&M,67,17,19.24,19.4,18.67,19.42,19.58,17.74,17.5,18.15,27,2.85,19.21,20.7,0,,19.12,,,,21,18.63,15.07,21.37,18.31,14,21.5
12/19/2018,South Carolina,52,Virginia,69,-8.5,-11.55,-13.09,-20.96,-12.17,-15.13,-9.96,-9,-9.42,-2,3.96,-13.47,-14.6,0,,-10.25,,,,-16,-9.3,-11.09,-13.54,-9.18,-10,-10.7
12/19/2018,Southern,76,California Baptist,79,-8,-6.27,-3.51,-10.2,-3.26,-3.06,-7.09,-7.5,-6.15,-15,4.09,-7.93,-10.7,0,,1.78,,,,-1,-8.11,-9.45,-5.74,-0.96,-6,-4.9
12/19/2018,St. John's,86,St. Francis-NY,52,19.5,18.82,19.5,19.55,19.32,21.51,13.87,19.5,20.11,19,2.77,19.6,20.7,0,,17.79,,,,22,20.06,15.75,19.78,22.82,12,19.7
12/19/2018,St. Mary's,85,Bucknell,56,12.5,11.6,12.38,9.7,12.66,12.47,8.53,12,13.37,6,2.81,16.61,12.4,0,,11.24,,,,14,11.19,10.57,8.07,,16,12.8
12/19/2018,Stony Brook,64,Hofstra,71,-1,-0.94,-1.43,1.92,-2.11,0.67,0.02,0,-2.7,-7,2.59,-4.86,2.2,0,,-1.39,,,,-5,-1.96,2.61,-1.27,1.93,-1,-0.7
12/19/2018,Tennessee,83,Samford,70,22.5,20.91,19.67,17.34,19.74,19.98,19.78,23,23.59,23,2.7,20.92,20.5,0,,20.45,,,,17,24.98,16.22,21.49,26.32,18,22.6
12/19/2018,Texas A&M,71,Valparaiso,49,11.5,10.35,10.36,10.89,10.31,10.42,7.11,10,9.3,14,2.14,11.65,11.3,0,,7.25,,,,12,10.14,7.09,14.65,11.57,10,9.5
12/19/2018,Toledo,86,Cornell,70,12,15.16,16.08,16.31,16.37,14.96,10.79,16,17,14,2.44,20.49,14.4,0,,14.31,,,,19,16.57,11.87,17.27,13.58,12,16.6
12/19/2018,Utah Valley,88,Idaho St.,77,12,12.15,12.06,13.35,12.06,11.83,8.64,11,11.34,17,2.22,14.87,12.9,0,,10.58,,,,23,12.63,10.99,15.16,9.98,9,12
12/19/2018,Virginia Tech,82,North Carolina A&T,60,30,28.79,30.02,25.38,30.55,29.34,28.26,30,29.38,26,3.13,31.28,23.9,0,,29.18,,,,22,32.51,22.92,33.46,30.43,26,32.1
12/19/2018,Washington St.,89,SIU Edwardsville,73,14.5,15.91,16.51,16.25,16.58,16.29,10.87,14.5,16.75,14,2.12,19.14,14.2,0,,19.05,,,,22,14.7,15.36,18.98,14.79,15,16
12/19/2018,Wichita St.,84,Oral Roberts,63,15.5,16.08,15.15,16.67,14.95,15.69,15.88,15,15.19,11,2.81,18.65,19.1,0,,16.61,,,,23,16.25,9.41,18.68,20.51,16,17.6
12/20/2018,Albany-NY,77,Manhattan,67,6,6.2,6.6,5.22,6.85,5.78,4.81,6,5.32,7,1.08,7.61,7.1,0,,5.35,,,,6,5.78,6.4,6.28,7.63,4,7.5
12/20/2018,Ball St.,98,Howard,71,16,16.35,17.15,17.34,17.24,16.7,13.21,16.5,17.84,17,2.7,18.04,14.4,0,,16.34,,,,19,16,9.4,21.44,19.17,14,16.3
12/20/2018,Duke,69,Texas Tech,58,10,8.46,8.42,3.83,9.32,7.09,11.1,7,10.13,8,2.61,9.52,7,1,,7.32,,,,5,9.83,10.18,4.73,5.04,14,9.9
12/20/2018,Fordham,75,James Madison,48,4,4.98,3.93,5.27,4.06,3.14,10.37,3.5,-0.74,6,2.43,7.21,2.6,0,,6.27,,,,12,4.55,7.49,4.26,4.56,6,4.7
12/20/2018,Holy Cross,65,Canisius,63,7,8.44,8.15,10.61,8.24,7.19,10.43,6.5,4.93,3,3.32,13.56,12.4,0,,8.47,,,,14,4.9,10.55,7.27,3.82,14,7.5
12/20/2018,Houston,60,Utah St.,50,5,5.04,5.02,9.57,3.94,8.92,0.51,5.5,2.55,3,3.81,-1.68,8.7,0,,7.22,,,,5,5.71,0.57,7.17,12.26,2,5.1
12/20/2018,Long Beach St.,67,Pepperdine,66,4.5,3.79,3.74,5.14,3.77,3.26,4.35,4,2.62,7,1.63,3.65,2.9,0,,5.22,,,,-5,4.09,1.44,5.04,0.17,3,5.2
12/20/2018,Miami-Ohio,79,South Carolina St.,55,16,17.2,17.26,18.98,16.89,18.76,19.9,17,15.52,17,1.99,17.06,19.1,0,,15.16,,,,19,17.47,17.28,18.73,18.75,12,15.3
12/20/2018,Monmouth,58,Yale,66,-9.5,-12.25,-12.9,-18.4,-12.87,-11.93,-12.71,-10.5,-9.77,-15,4.14,-18.68,-14,0,,-10.88,,,,-12,-9.67,-3.6,-11.56,-6.04,-18,-10
12/20/2018,North Texas,77,Arkansas Pine Bluff,66,18,18.27,18.75,18.24,19.1,18.96,17.16,17.5,21.08,11,2.77,19.11,15.4,0,,18.55,,,,24,19.92,19.3,19.6,22.36,14,19.8
12/20/2018,Northern Kentucky,65,Northern Illinois,62,6,7.64,6.63,7.36,6.33,7.69,10.26,7,6.01,13,2.37,5.74,7.8,0,,8.69,,,,7,7.16,2.58,7.88,10.66,6,8.5
12/20/2018,Notre Dame,100,Jacksonville,74,20,20.15,20.84,18.13,20.93,21.43,21.08,20,21.31,13,3.49,26.9,21.4,0,,17.55,,,,37,22.32,13.82,23.58,,20,20
12/20/2018,Pittsburgh,99,New Orleans,57,13,13.55,13.84,12.81,14,13.42,12.13,13,13.05,12,1.65,17.94,13.4,0,,15.36,,,,14,14.46,11.96,12.46,14.09,11,14.8
12/20/2018,Portland St.,71,CS Bakersfield,76,1,0.06,-1.45,-1.78,-1.83,0.14,-1.65,1,0.96,-8,3.35,-3.1,0.8,0,,4.02,,,,4,0.05,7.57,0.62,2.09,1,1.5
12/20/2018,Purdue,95,Ohio,67,16.5,16.58,17.61,7.1,19.03,15.45,14.82,16,17.61,17,3.64,17.49,13.5,0,,15.95,,,,6,18.21,13.17,19.45,24.22,16,18.7
12/20/2018,Seattle,102,Prairie View,64,12,13.03,12.22,14.49,11.94,12.91,13.04,11.5,8.15,21,3.6,12.24,13.8,0,,9.27,,,,26,11.87,21.61,12.88,11.48,11,10.5
12/20/2018,Tennessee Tech,91,Savannah St.,80,8.5,7.63,7.23,1.37,7.98,6.83,1.95,8.5,6.12,23,5.24,8.01,4.5,0,,11.47,,,,3,7.25,13.4,6.18,2.89,4,9.9
12/20/2018,Texas A&M Corpus,50,Texas San Antonio,64,-3.5,-0.45,-2.56,-2.85,-2.24,-3.87,2.33,-3.5,-3.74,2,2.78,0.4,-1.6,0,,1.47,,,,4,-2.48,6.4,-1.39,-1.61,2,0.6
12/20/2018,Western Illinois,81,Chicago St.,52,13.5,14.49,14.91,6.66,16.13,12.19,20.62,13,16.59,17,3.4,15.18,8.9,0,,18.06,,,,8,15.18,13.82,12.19,15.34,13,16
12/20/2018,Winthrop,88,Md. Eastern Shore,74,23,20.75,21.78,19.51,22.07,21.22,17.46,22.5,18.37,32,4.08,18.72,20.2,0,,20.47,,,,22,20.44,20.2,25.03,22.18,12,20.3
12/21/2018,Alabama,73,Penn St.,64,4.5,1.81,2.13,4.27,1.66,3.65,2.52,2.5,0.36,-1,2.83,1.45,1.7,0,-1.6,4.79,,,,5,2.11,9.03,1.32,-2.55,-2,3
12/21/2018,Austin Peay,88,Campbell,75,3,4.97,4.05,3.99,4.06,4.02,4.58,2.5,3.85,16,3.25,4.99,7.8,1,3.5,6.13,,,,6,3.83,5.58,3.65,0.74,2,5.7
12/21/2018,Baylor,57,Oregon,47,4.5,0.38,-1.16,-1.02,-1.23,-0.94,-1.89,3,-2.27,9,2.92,-3.39,-0.2,0,1.7,4.08,,,,1,0.99,0.53,1.76,2.27,-2,0.3
12/21/2018,Boston,66,Bethune Cookman,74,10.5,12.2,13.22,15.89,13.22,12.62,12.88,10,9.61,12,1.64,13.04,12.1,0,12.5,12.71,,,,6,11.02,9.65,13.52,10.24,10,13.1
12/21/2018,Bowling Green,73,Western Carolina,52,11.5,10.21,9.42,9.83,9.62,8.42,9.08,10,11.85,15,2.3,12.06,8.1,0,12,8.33,,,,11,10.01,15.1,9.12,8.31,7,10.4
12/21/2018,Bryant,68,Dartmouth,67,-11.5,-9.88,-8.24,-10.6,-8.65,-6.35,-15.84,-11.5,-6.68,-16,3.54,-14.18,-8.7,0,-12.8,-8.85,,,,-10,-8.54,-3.9,-10.17,-6.14,-14,-8.4
12/21/2018,Butler,71,UC Irvine,54,9,9.5,9.11,4.99,9.62,8.23,7.35,8.5,8.57,6,2.64,10.59,9.2,0,13.4,12.14,,,,11,12.1,6.94,9.61,15.4,9,9.2
12/21/2018,Cal Poly SLO,70,Texas Arlington,75,0,-0.99,-2.16,0.9,-2.19,-2.78,-0.16,0,-2.21,0.01,3.41,0.53,-0.4,0,-4.2,5.17,,,,2,-0.52,2.31,-4.73,-10.05,2,1.6
12/21/2018,California,88,San Jose St.,80,10.5,10.82,11.53,13.54,11.07,13.03,9.02,10.5,11.1,7,2.03,10.14,14.4,0,9.2,10,,,,9,10.72,11.93,9.39,8.21,10,13.6
12/21/2018,Central Florida,77,Illinois St.,56,13.5,14.44,15.53,17.52,15.54,15.06,17.04,13,10.43,14,2.11,16.06,12.5,0,13,17.01,,,,18,13.14,15.91,14.9,10.51,14,13.4
12/21/2018,Charleston,73,Coastal Carolina,71,12,10.69,10,15.71,9.27,11.91,4.93,12,9.29,13,2.7,12.98,15.1,0,8.8,8.12,,,,15,10.05,8.26,11.51,12.81,10,10
12/21/2018,George Mason,84,Navy,63,12.5,11.28,12.62,7.76,13.39,11.27,11.36,12.5,11.07,10,1.7,13.76,10.8,0,13.9,10.72,,,,12,11.63,9.3,9.65,9.67,12,12.9
12/21/2018,Gonzaga,101,Denver,40,28,29.57,29.09,24.56,29.8,27.8,30.2,28,29.31,31,3.78,37.21,28.5,0,32.6,30.04,,,,39,29.72,19.51,34.53,28.94,29,30.9
12/21/2018,Iowa St.,101,Eastern Illinois,53,23.5,22.97,24.67,21.55,25.22,23.31,22.93,24,22.7,14,2.89,27.13,20.7,0,22.5,21.57,,,,28,24.77,22.36,25.41,24.34,22,25.4
12/21/2018,LIU Brooklyn,67,Binghamton,68,9,11.06,9.79,15.69,9.27,10.93,10.75,9,6.63,15,2.53,9.41,14.5,0,14,11.9,,,,11,7.51,10.05,11,11.92,10,9.7
12/21/2018,LSU,75,Furman,57,9,6.34,7.9,0.96,8.61,6.32,7.43,7.5,8.27,-1,3.41,10.93,4.2,0,0.6,5.72,,,,8,8.32,6.87,5.98,7.18,11,8.5
12/21/2018,La Salle,80,Alabama A&M,57,13.5,12.26,12.69,6.9,13.09,12.15,12.76,11.5,15.65,14,4.14,8.51,11.7,1,17.1,12.2,,,,1,14.7,3.27,13.62,20.95,7,12.2
12/21/2018,Lafayette,79,Princeton,81,-5,-3.22,-4.96,-5.08,-4.81,-5.55,-0.6,-5,-6.44,3,2.65,-6.83,-5.2,0,-2.8,-3.08,,,,-6,-3.33,0.84,-4.24,-0.8,-2,-2.9
12/21/2018,Liberty,73,Alabama St.,55,17,18.06,17.34,18.83,17.41,16.72,18.49,16.5,18.73,21,2.31,24.09,19.5,1,18.4,15.87,,,,28,17.19,16.78,20.06,16.97,14,15.7
12/21/2018,Lipscomb,91,Vermont,66,7,7.39,5.43,5.23,5.71,4.3,3.35,6,5.27,16,3.09,9.19,9.2,0,10.8,7.06,,,,7,6.57,10.95,5.63,6.08,7,7.9
12/21/2018,Longwood,77,Stetson,63,8,9.57,9.61,10.57,9.53,9.77,5.64,7,7.76,7,1.88,10.12,13.3,0,10.5,9.71,,,,13,8.5,11.72,7.8,9.61,12,9.5
12/21/2018,Louisiana-Monroe,80,Coppin St.,63,17.5,22.83,22.77,24.12,22.91,21.89,19,17.5,20.37,27,2.63,26.07,22.2,0,24.8,22.46,,,,21,19.61,20.36,28.69,20.84,22,23
12/21/2018,Louisville,73,Robert Morris,59,23,26.56,27.17,27.53,27.41,26.12,24.07,23.5,23.84,32,3.26,30.6,24.4,0,26.7,20.52,,,,31,24.89,23.48,30.87,25.7,32,24.2
12/21/2018,Marquette,103,Buffalo,85,3.5,1.94,3.67,2.67,3.53,4.56,-0.17,2,1.47,0.01,2.06,0.22,5.8,0,-2.3,2.96,,,,-1,3.01,3.1,-0.42,1.41,1,2.4
12/21/2018,Massachusetts,85,Fairleigh Dickinson,84,12.5,11.71,12.92,11.23,13.44,11.24,6.81,12,12.09,17,2.82,17.08,13,0,9.6,10.26,,,,14,12.91,6.99,10.19,9.38,12,13
12/21/2018,Mercer,77,NC Wilmington,73,8,7.83,7.87,0.47,9.26,3.88,8.77,7.5,5.43,12,3.12,9.43,5.6,0,12.9,7.03,,,,2,7.34,12.74,8.04,6.83,8,7.5
12/21/2018,Michigan St.,99,Oakland,69,24.5,27.35,27.98,30.03,27.88,28.3,26.67,26.5,26.35,25,3.29,31.14,23.8,0,28.8,24.15,,,,28,28.87,18.11,32.29,29.62,28,28
12/21/2018,Middle Tenn St.,56,Mississippi,74,-13.5,-13.52,-15.5,-15.68,-15.92,-13.75,-15.62,-13,-9.4,-13,3.4,-21.12,-13,1,-10.1,-14.85,,,,-19,-13.84,-11,-12.91,-5.55,-16,-12.6
12/21/2018,Minnesota,86,North Carolina A&T,67,22,19.63,20.24,19.19,19.94,22.04,17.24,22.5,22.86,13,2.7,19.88,21.8,0,17.1,22.66,,,,18,20.13,17.65,22.76,19.87,16,21.3
12/21/2018,Morehead St.,74,IUPUI,70,-2,-3.52,-4.14,-4.48,-4.12,-4.15,-3.69,-1,-3,-4,2,-6.69,-6.4,0,0.9,-0.37,,,,-10,-1.89,-3.99,-4.37,-3.83,-5,-0.7
12/21/2018,Northeastern,64,St. Bonaventure,59,5,7.42,7.15,10.17,6.35,9.76,3.8,6,6.08,11,2.24,5.71,11.2,0,9.4,6.78,,,,9,5.87,6.42,7.94,4.95,5,8.5
12/21/2018,Northwestern,69,Oklahoma,76,2.5,-0.23,-1.8,-4.73,-1.27,-3.17,-0.88,1,-1.12,-1,2.83,-2.27,-2.5,0,2.3,4.89,,,,-2,2,6.51,-0.85,0.62,-1,0.3
12/21/2018,Oklahoma St.,82,Central Arkansas,73,20,16.96,17.88,11.99,18.44,17.23,12.75,20,18.88,17,2.16,17.84,15.2,0,17.3,15.83,,,,23,16.98,17.11,17.61,21.31,17,17.9
12/21/2018,Oregon St.,63,Kent St.,66,10,8.73,7.54,4.04,7.9,6.88,6.86,8.5,8.85,12,2.27,6.88,8.7,0,11,8.81,,,,6,10.82,6.9,8.74,13.51,9,10
12/21/2018,Portland,54,Florida A&M,39,10,6.46,5.06,5.15,4.8,6.14,5.83,9.5,6.77,7,1.72,5.76,6.5,0,3.5,7.38,,,,15,7.93,11.42,5.21,6.76,7,7.6
12/21/2018,Radford,80,Georgia Southern,68,3,2,2.77,-0.49,3.25,1.55,-1.94,3,0.97,2,1.86,1.02,3.9,0,2.8,2.84,,,,1,3.53,-0.57,2.46,5.51,1,3.4
12/21/2018,Rice,66,Nebraska Omaha,83,0,-0.51,-1.03,-2.45,-0.98,-0.91,-3.74,-1,-2.19,-2,2.4,-0.42,-2.8,0,0.4,-2.5,,,,3,-0.99,4.09,1.3,5.43,1,-0.8
12/21/2018,SE Missouri St.,68,Abilene Christian,70,-3.5,-2.8,-1.29,-6.86,-0.66,-2.62,-2.09,-3,-4.02,-1,2.13,-2.1,-7.4,0,-2.8,-2.06,,,,-10,-0.55,-5.84,-3.61,-2.34,-2,-0.3
12/21/2018,Santa Clara,77,Idaho,56,6.5,6.26,5.01,9.35,4.83,4.72,7.07,6.5,4.62,13,3.31,9.47,7.8,0,2.9,8.41,,,,1,5.73,9.97,5.79,-0.77,2,6.5
12/21/2018,South Dakota,60,Southern Miss,66,1.5,0.93,0.79,1.74,0.55,1.53,-0.82,1.5,0.95,-1,2.31,-3.04,-3.8,0,2.2,1.3,,,,8,1.26,0.32,4.34,5.55,1,3
12/21/2018,South Florida,83,Alcorn St.,44,16.5,17.98,18.14,24.46,17.37,19.89,18.67,16.5,17.59,1,5.46,24.9,22.6,0,19,12.86,,,,25,15.42,17.12,21.84,22.17,16,16.7
12/21/2018,Texas,65,Providence,71,8.5,8.13,7.45,5.04,7.92,6.12,5.85,8.5,8.45,16,2.82,11.38,8.3,0,9.4,8.54,,,,2,8.79,3.41,7.13,5.67,10,8.7
12/21/2018,Tulane,55,Towson,73,3.5,3.96,4.84,3.26,4.9,4.96,1.24,4.5,4.57,-6,3.32,8.06,8.5,1,2.3,1.12,,,,11,4.78,5.07,4.25,7.65,5,2.9
12/21/2018,UAB,73,Troy St.,74,5,3.81,3.89,4.47,3.46,5.59,3.61,4,2.43,3,2.2,1.46,4.5,0,-0.5,3.74,,,,6,2.57,7.34,5.03,8.54,1,4.7
12/21/2018,USC,91,Southern Utah,49,13,10.32,10.84,4.08,11.25,10.99,9.56,11.5,12.08,5,3.4,9.35,11.1,0,8.9,12.01,,,,11,13.68,5.19,11.51,17.91,9,13
12/21/2018,UTEP,62,Norfolk St.,75,7,8.78,10.04,9.44,10.08,10.07,2.52,7.5,4.79,13,3.03,12.38,10.6,0,5.2,8.53,,,,19,6.5,12.08,12.45,7.44,6,8.2
12/21/2018,Umass Lowell,97,Loyola-Maryland,79,4,5.05,3.61,5.56,3.3,4.32,4.13,4,2.64,6,1.83,4.4,8.9,0,7.7,3.93,,,,-1,3.71,4.13,3.59,6.84,8,5.1
