date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linegreen,lineopen,linedok,linedunk,linefox,linerpi,lineash
11/09/2007,UC Santa Barbara,92,Northwestern St.,71,4.5,1.36,0.17,0.17,0.17,1,,3.66,,4,2.65,-0.51,2,,
11/09/2007,Fresno St.,75,Portland,68,12.5,14.39,11.95,11.95,11.95,0,,19.3,,12.5,10.92,17.2,15,,
11/09/2007,UCLA,69,Portland St.,48,23.5,24.25,21.83,21.83,21.83,0,,28.08,,23.5,19.36,28.38,26,,
11/09/2007,Hawaii,72,San Diego,73,8,9.17,7.67,7.67,7.67,0,,9.23,,8,8.7,9.76,12,,
11/09/2007,James Madison,100,Siena,88,-4,-3.98,-5.65,-5.65,-5.65,0,,-6.02,,-4,-2.36,-0.23,-4,,
11/09/2007,Tennessee,80,Temple,63,17,17.15,12.72,12.72,12.72,0,,32.33,,17.5,13.05,13.11,19,,
11/09/2007,Rutgers,70,Tennessee Tech,64,8,7.56,6.68,6.68,6.68,0,,13,,7.5,6.85,5.17,7,,
11/09/2007,Alabama,84,Troy St.,72,17,22.38,18.99,18.99,18.99,0,,32.04,,17.5,16.89,25.38,22,,
11/09/2007,Northern Colorado,104,VMI,97,-5,-2.44,-1.27,-1.27,-1.27,1,,-0.11,,-8,0.73,-0.74,-12,,
11/09/2007,Bowling Green,60,Western Carolina,63,-1.5,1.41,3.17,3.17,3.17,1,,-4.77,,1.5,5.26,-0.38,2,,
11/09/2007,Arkansas,67,Wofford,45,23,23.21,21.57,21.57,21.57,0,,26.03,,23.5,18.68,27.42,24,,
11/10/2007,Vanderbilt,81,Austin Peay,67,11.5,17.3,17.39,17.39,17.39,0,,17.48,,12,15.75,18.81,17,,
11/10/2007,Long Beach St.,34,BYU,74,-9.5,-4.51,-3.39,-3.39,-3.39,0,,-12.91,,-8,-2.25,0.87,-6,,
11/10/2007,Bowling Green,78,Belmont,67,-6,-7.54,-4.31,-4.31,-4.31,1,,-14.17,,,-2.33,-12.11,-8,,
11/10/2007,Illinois-Chicago,84,Bradley,75,-5,-5.06,-3.74,-3.74,-3.74,0,,-6.56,,-5,-1.4,-12.93,-2,,
11/10/2007,Northern Iowa,62,Cal Poly SLO,55,14,16.5,15.76,15.76,15.76,0,,14.31,,13,14.94,22.22,16,,
11/10/2007,Texas Tech,68,Cal Riverside,56,20,23.92,22.62,22.62,22.62,0,,21.18,,19.5,20.11,32.01,25,,
11/10/2007,NC Wilmington,98,Charleston,91,6.5,1.69,4.1,4.1,4.1,0,,1.84,,6,1.1,0.97,-2,,
11/10/2007,VMI,87,Dartmouth,98,5,3.95,4.3,4.3,4.3,0,,2.11,,6,1.75,0.24,11,,
11/10/2007,St. Mary's,72,Drake,66,9.5,8.1,5.87,5.87,5.87,0,,15.97,,10,4.78,,8,,
11/10/2007,UC Santa Barbara,79,Harvard,61,17,10.58,5.74,5.74,5.74,1,,13.78,,16.5,10.44,15.75,12,,
11/10/2007,Detroit,61,Kent St.,60,-5.5,-3.8,-2.5,-2.5,-2.5,0,,-12.65,,-5.5,-0.89,1.74,-6,,
11/10/2007,Fresno St.,71,Liberty,62,13,14.75,16.05,16.05,16.05,0,,16.8,,12,12.93,14.67,12,,
11/10/2007,Mississippi St.,75,Louisiana Tech,45,22.5,19.41,16.26,16.26,16.26,0,,27,,22.5,14.03,19.91,23,,
11/10/2007,Air Force,71,Northern Colorado,62,15.5,26.28,25.86,25.86,25.86,0,,24.01,,16,23.52,30.42,28,,
11/10/2007,Massachusetts,102,Northern Illinois,87,14.5,12.7,8.16,8.16,8.16,1,,12.57,,15,11.6,21.69,14,,
11/10/2007,Stanford,97,Northwestern St.,58,21,20,13.92,13.92,13.92,0,,26.73,,20,16.46,26.96,22,,
11/10/2007,Oregon,100,Pepperdine,70,26.5,24.08,18.66,18.66,18.66,0,,38.58,,26,17.18,21.42,30,,
11/10/2007,San Diego St.,78,Portland,64,10.5,11.83,10.39,10.39,10.39,1,,18.79,,10.5,8.39,10.02,13,,
11/10/2007,Murray St.,66,Rider,65,5.5,6.84,8.47,8.47,8.47,0,,5.74,,6,7.24,3.11,8,,
11/10/2007,Xavier,90,SE Missouri St.,59,25,25.65,23.88,23.88,23.88,0,,29.94,,24,20.6,28.57,27,,
11/10/2007,Toledo,57,SW Missouri St.,53,-2,-2.38,-3.16,-3.16,-3.16,0,,-3.09,,-2.5,0.14,-4.03,-1,,
11/10/2007,Georgia St.,63,UAB,86,-9.5,-7.61,-7.44,-7.44,-7.44,0,,-13.12,,-8.5,-3.04,-10.64,-4,,
11/10/2007,Weber St.,78,Utah St.,71,-3.5,-2.78,-4.03,-4.03,-4.03,0,,-3.6,,-3,-2.44,0.41,-3,,
11/10/2007,Cincinnati,66,Western Carolina,64,9,14.98,18.2,18.2,18.2,0,,15.01,,8,12.22,12.25,14,,
11/10/2007,Pacific,90,Western Michigan,76,-4,-4,-1.39,-1.39,-1.39,1,,-10.75,,-4.5,-1.19,-1.3,-8,,
11/10/2007,Georgetown,68,William & Mary,53,23.5,26.08,24.63,24.63,24.63,0,,30.26,,23,21.22,26.77,29,,
11/11/2007,Western Carolina,70,Belmont,79,-1.5,-6.78,-7.48,-7.48,-7.48,1,,-7.03,,-3,-5.71,-5.96,-7,,
11/11/2007,Cincinnati,67,Bowling Green,69,8,12.15,15.03,15.03,15.03,0,,17.13,,7.5,8.82,7.91,9,,
11/11/2007,Michigan,72,Brown,57,14,16.29,19.37,19.37,19.37,0,,9.03,,13.5,15.73,19.23,15,,
11/11/2007,Northern Illinois,78,Cal Poly SLO,88,-6.5,-2.33,1.24,1.24,1.24,1,,-5.13,,,-2.61,-4.73,-4,,
11/11/2007,Marist,89,Delaware,78,11,14.29,13.55,13.55,13.55,0,,13.16,,11,11.89,15.57,18,,
11/11/2007,Tennessee St.,85,Georgia Tech,99,-7,-14.72,-14.99,-14.99,-14.99,0,,-22.84,,-8.5,-9.91,-11.59,-14,,
11/11/2007,Tulsa,55,Hampton,72,9.5,10.87,8.45,8.45,8.45,1,,13.17,,10,4.91,18.26,12,,
11/11/2007,Portland,73,Liberty,62,1,1.8,4.1,4.1,4.1,1,,-1.34,,,2.38,2.58,-1,,
11/11/2007,Northern Iowa,75,Massachusetts,68,4,5.87,6.36,6.36,6.36,0,,6.06,,3,4.9,7.55,4,,
11/11/2007,Gonzaga,77,Montana,54,13,14.26,16.2,16.2,16.2,0,,14.12,,13.5,12.15,11.87,15,,
11/11/2007,Central Florida,63,Nevada,60,2,-1.66,-4.54,-4.54,-4.54,0,,5.51,,1,-2.62,-3.75,0.01,,
11/11/2007,Maryland,79,North Florida,50,33,36.41,35,35,35,0,,37.87,,32.5,30.71,43.91,36,,
11/11/2007,Illinois,63,Northeastern,55,18.5,19.17,18.06,18.06,18.06,0,,24.83,,19,16.73,20.31,17,,
11/11/2007,Harvard,90,Northwestern St.,60,-5.5,-5.56,-5.57,-5.57,-5.57,1,,-6.52,,,-5.78,-5.9,-4,,
11/11/2007,Oregon,80,Pacific,64,15.5,18.68,15.19,15.19,15.19,0,,25.87,,16,13.19,19.64,23,,
11/11/2007,Loyola-Maryland,89,Pennsylvania,68,5,-1.94,-5.29,-5.29,-5.29,0,,3.56,,5,-2.92,-3.69,2,,
11/11/2007,Pittsburgh,69,Saint Louis,58,13.5,14.4,15.18,15.18,15.18,0,,12.45,,13,13.55,17.03,13,,
11/11/2007,Evansville,49,Samford,50,12,11.38,8.58,8.58,8.58,0,,9.86,,12,9.93,16.35,15,,
11/11/2007,Fresno St.,72,San Diego St.,89,3,0.54,1.56,1.56,1.56,0,,-0.47,,2,1.63,-1.06,0.01,,
11/11/2007,Florida,93,Tennessee Tech,65,18,24.22,26.02,26.02,26.02,0,,23.62,,18.5,22.44,19.25,28,,
11/11/2007,Stanford,67,UC Santa Barbara,48,15.5,16.99,13.75,13.75,13.75,0,,21.29,,14.5,15.29,19.87,18,,
11/11/2007,Pepperdine,65,Western Michigan,70,-9,-7.56,-4.86,-4.86,-4.86,1,,-19.15,,-9,-4.9,-0.62,-11,,
11/12/2007,NC Charlotte,84,Appalachian St.,78,3.5,1.44,6.55,7.74,5.77,0,,-3.82,,2.5,3.45,-1.49,-3,,
11/12/2007,Loyola Marymount,40,Arkansas-Little Rock,71,0,4.48,5.47,5.26,5.45,0,,2.29,,2,5.5,3.41,5,,
11/12/2007,Missouri,87,Central Michigan,76,14.5,17.4,16.91,17.2,15.69,0,,18.51,,15,14.76,23.22,15,,
11/12/2007,Indiana,99,Chattanooga,79,24,20.95,21.22,21.78,19.73,0,,20.94,,24,14.91,28.35,20,,
11/12/2007,South Carolina,103,Citadel,42,23.5,24.79,28.45,27.3,28.84,0,,27.45,,21,21.53,23.63,20,,
11/12/2007,Columbia,47,Delaware St.,41,4,-0.04,-5.81,-5.27,-6.56,1,,13.35,,3.5,-4.11,-0.66,3,,
11/12/2007,New Mexico,92,Eastern Washington,57,21,14.96,14.26,13.38,15.23,0,,20.61,,19.5,10.34,13.2,17,,
11/12/2007,St. Joseph's PA,86,Fairleigh Dickinson,66,17.5,15.12,14.35,14.69,12.99,1,,21.36,,17,13.3,13.39,15,,
11/12/2007,Boston College,68,Florida Atlantic,62,17.5,22.1,22.68,23.69,22.53,0,,24.48,,17,18.86,22.06,21,,
11/12/2007,Clemson,91,Furman,46,24,22.69,19.65,21.89,16.74,0,,35.89,,23.5,14.73,25.92,21,,
11/12/2007,Florida St.,92,Georgia Southern,67,16.5,19.17,17.04,16.92,17.06,0,,25.91,,16,15.08,23.03,17,,
11/12/2007,Maryland,70,Hampton,64,15,20.65,15.76,17.37,14.16,0,,23.73,,16.5,20.31,23.35,25,,
11/12/2007,Duke,86,New Mexico St.,61,18,18.88,18.83,16.99,25.11,0,,17.71,,17,16.05,19.43,18,,
11/12/2007,Tulsa,83,North Florida,66,15.5,16.29,9.24,10.74,7.6,1,,22.62,,15,17.71,20.06,19,,
11/12/2007,Pepperdine,76,Pacific,84,-9,-9.01,-12.41,-13.77,-11.24,1,,-11.56,,-9,-5.76,-4.73,-7,,
11/12/2007,Syracuse,97,Siena,89,15,18.12,21.48,21.64,20.54,0,,15.03,,16,15.49,20.01,16,,
11/12/2007,Oregon,97,Western Michigan,88,16,19.19,20.01,18.63,21.41,0,,19.54,,16,13.64,22.92,19,,
11/12/2007,Ohio St.,91,Wisconsin-Green Bay,68,15,19.07,19.91,19.09,19.95,0,,14.96,,15.5,18.62,20.78,21,,
11/12/2007,UCLA,83,Youngstown St.,52,28.5,26.88,24.96,24.97,24.69,0,,36.15,,28.5,21.11,25.35,29,,
11/13/2007,Michigan St.,86,Chicago St.,53,26.5,27.08,25.03,26.52,22.89,0,,37.78,,,19.11,28.18,28,,
11/13/2007,George Mason,56,Cleveland St.,47,14.5,15.21,11.4,12.74,10.3,0,,24.85,,14.5,12.02,13.35,18,,
11/13/2007,Ohio St.,68,Columbia,54,25.5,26.21,28.35,29.06,27.09,0,,21.01,,26,24.86,29.21,26,,
11/13/2007,Wisconsin-Green Bay,70,Delaware St.,50,6.5,9.25,9.71,12.08,7.43,1,,16.49,,,5.53,5.99,8,,
11/13/2007,Siena,88,Fairleigh Dickinson,66,12,6.93,1.75,2.14,1.05,1,,14.02,,13.5,4.83,7.52,12,,
11/13/2007,Missouri,79,Fordham,55,9,8.83,8.81,10.1,7.53,0,,6.36,,8,9.5,10.49,9,,
11/13/2007,Utah,77,High Point,64,6.5,5.2,4,3.91,4.19,1,,6.2,,5.5,9.06,6.85,1,,
11/13/2007,Gonzaga,80,Idaho,43,25,27.95,30.28,28.69,31.99,0,,28.98,,28,21.35,31.67,25,,
11/13/2007,Montana St.,74,Long Beach St.,56,9.5,2.36,5.41,0.25,11.61,0,,1.81,,7.5,2.21,-2.75,1,,
11/13/2007,Eastern Illinois,65,Loyola-Chicago,72,-2.5,-7.04,-10.37,-10.83,-8.87,0,,-0.45,,-4,-5.44,-11.67,-5,,
11/13/2007,UC Irvine,68,Nevada,77,-1.5,-3.45,-4.74,-2.94,-6.58,0,,2.19,,-2,-4.92,-3.47,-5,,
11/13/2007,Arizona,76,Northern Arizona,69,20.5,20.07,21.22,22.09,19.75,0,,18.73,,20,17.33,21.51,21,,
11/13/2007,Texas A&M,67,Oral Roberts,53,15.5,16.27,13.11,12.74,13.94,0,,21.1,,15.5,13.19,17.63,19,,
11/13/2007,TCU,76,Rice,49,11,4.22,2.6,2.55,2.76,0,,6.16,,10,2.43,3.42,8,,
11/13/2007,East Carolina,65,Richmond,67,3.5,1.32,2.76,4.1,2.01,0,,0.29,,2.5,0.4,0.12,1,,
11/13/2007,Mississippi,81,South Alabama,78,11.5,12.72,11.24,9.16,13.92,0,,12.88,,10,9.33,14.03,17,,
11/13/2007,Buffalo,76,South Florida,69,-2,2.49,4.93,7.62,2.08,0,,0.47,,,3.18,1.59,0.01,,
11/13/2007,Syracuse,72,St. Joseph's PA,69,5.5,8,8.96,9.26,8.6,0,,7.48,,,6,5.64,11,,
11/13/2007,Texas A&M Corpus,62,UTEP,77,-11,-7.6,-8.96,-7.11,-10.92,1,,-6.38,,,,,-6,,
11/13/2007,Toledo,70,Vanderbilt,77,-5,-2.74,0.12,0.02,0.16,0,,-10.61,,,-1.52,-1.47,-3,,
11/13/2007,Boise St.,74,Washington St.,86,-8.5,-5.85,-3.27,-1.11,-5.27,0,,-10.85,,-9,-2.91,-7.97,-7,,
11/13/2007,Denver,76,Wyoming,65,-8,-10.86,-6.08,-5.79,-6.06,0,,-19.4,,-9,-6.94,-14.98,-12,,
11/13/2007,Miami-Ohio,59,Xavier,57,-4.5,-1.57,-1.27,0.36,-3.62,0,,-3.87,,-4.5,-0.73,,0.01,,
11/13/2007,Weber St.,66,Youngstown St.,69,3,3.92,6.55,5.86,7.36,1,,7.02,,,5.29,0,-2,,
11/14/2007,Saint Louis,66,Detroit,58,11,8.55,5.45,4.32,6.53,0,,14.44,,11,8.13,4.89,13,,
11/14/2007,BYU,90,Idaho St.,69,17,22.24,19.86,17.6,25.08,0,,22.65,,19.5,17.22,22.87,28,,
11/14/2007,Butler,76,Indiana St.,48,13,15.61,16.68,16.29,17.3,0,,14.04,,15.5,11.97,14.06,20,,
11/14/2007,Princeton,66,Iona,58,5.5,9.25,8.32,10.85,5.82,0,,6.85,,5.5,7.36,14.6,10,,
11/14/2007,Bradley,65,Iowa St.,56,10,8.92,7.08,4.53,9.37,0,,9.28,,9.5,7.28,12.04,11,,
11/14/2007,Michigan St.,83,Louisiana-Monroe,65,23.5,25.31,23.6,21.27,26.7,0,,26.51,,22.5,20.7,29.67,27,,
11/14/2007,Davidson,68,North Carolina,72,-11,-10.7,-10.56,-11.88,-9.7,0,,-10,,-10.5,-12.31,-18.33,-2,,
11/14/2007,Iowa,59,Northern Colorado,47,15.5,23.32,20.15,22.36,18.15,0,,27.51,,14.5,21.32,26.57,24,,
11/14/2007,North Texas,82,Oklahoma St.,73,-5,-7.76,-8,-4.62,-14,0,,-7.97,,-6,-4.81,-15.18,0.01,,
11/14/2007,Texas A&M Corpus,86,Oral Roberts,81,-9.5,-7.95,-11.36,-12.34,-10.54,1,,-8.11,,-9.5,-2.77,-8.93,-5,,
11/14/2007,Brown,61,Rhode Island,75,-6,-1.71,0.01,0.83,-1.27,0,,-7.03,,-6,-0.94,-0.86,-1,,
11/14/2007,Illinois St.,90,SE Missouri St.,71,17,19.15,17.16,16.8,17.22,0,,23.06,,17,14.71,23.13,20,,
11/14/2007,California,67,Southern Miss,59,7.5,9.98,12.09,12.46,11.33,0,,11.83,,8,8.16,12.11,4,,
11/14/2007,New Mexico St.,75,UC Davis,65,16,19.6,18.2,16.56,19.26,0,,23.23,,17.5,14.56,20.98,23,,
11/14/2007,Texas A&M,81,UTEP,76,13.5,15.01,12.27,14.89,9.52,0,,21.14,,14,13.34,13.2,18,,
11/14/2007,Washington,83,Utah,77,8,11.25,7.1,6.35,7.97,0,,15.82,,7,9.98,15.4,12,,
11/14/2007,Ball St.,74,Wisconsin-Milwaukee,81,-2.5,0.1,-1.95,-2.21,-1.32,0,,2.15,,-2,-0.11,2.12,0.01,,
11/14/2007,Massachusetts,89,Yale,80,11,14.64,15.39,14.64,16.22,0,,13.01,,13,13.12,15.87,15,,
11/15/2007,Eastern Washington,59,Cal Riverside,51,1.5,7.56,9.01,14.52,2.76,0,,4.55,,0,8.91,6.61,8,,
11/15/2007,Arkansas,75,Charleston,49,15.5,15.43,14.56,15.24,13.87,0,,26.24,,14,8.89,11.34,17,,
11/15/2007,Mississippi St.,82,Clemson,84,3.5,2.74,4.86,6.48,-0.08,0,,-0.86,,4.5,3.66,-0.73,8,,
11/15/2007,Oregon St.,56,Colorado St.,69,6,5.13,8.62,5.1,13.07,0,,2.81,,4,3.92,2.88,3,,
11/15/2007,Connecticut,78,Gardner Webb,66,13.5,17,11.26,11.91,10.79,0,,34.36,,12.5,15.94,10,19,,
11/15/2007,VA Commonwealth,73,Houston,72,-2,3.63,2.86,4.8,0.77,0,,2.69,,-1,3.12,3.42,7,,
11/15/2007,Appalachian St.,81,Lipscomb,58,8.5,15.01,18.26,19.28,17.6,0,,11.11,,8,9.44,11.61,21,,
11/15/2007,Miami-Florida,85,Marist,61,8,8.11,7.65,7.42,7.4,0,,12.21,,7.5,4.29,5.31,12,,
11/15/2007,Georgetown,74,Michigan,52,14,12.88,8.64,9.87,7.73,0,,26.32,,14.5,8.4,7.93,17,,
11/15/2007,Maryland,74,Northeastern,72,17.5,15.81,12.45,16.84,8.8,0,,23.59,,17,15.11,14.55,16,,
11/15/2007,Memphis,63,Oklahoma,53,7.5,6.7,3.91,5.76,1.34,0,,10.99,,8.5,5.14,2.95,14,,
11/15/2007,Middle Tenn St.,77,San Jose St.,78,11.5,9.11,9.57,9.74,9.08,0,,13.96,,11,7.76,3.14,11,,
11/15/2007,Northwestern,60,Stanford,71,-8.5,-7.83,-7.3,-4.51,-11.86,0,,-12.51,,-9.5,-3.96,-7.12,-7,,
11/15/2007,Providence,66,Temple,64,6,11.72,8.16,8.8,7.01,0,,24.4,,6,4.96,13.16,12,,
11/15/2007,Citadel,47,USC,74,-22,-18.14,-10.62,-10.46,-16.25,0,,-28.3,,-23.5,-12.77,-25.05,-16,,
11/15/2007,Cal Poly SLO,83,Utah St.,69,3,0.03,1.21,-1.14,3.52,0,,0.94,,1,-2.08,-4.08,3,,
11/15/2007,North Carolina St.,66,William & Mary,47,16.5,16.2,16.63,18.79,13.99,0,,17.41,,17.5,15.66,11.33,20,,
11/16/2007,San Jose St.,64,Appalachian St.,62,-6.5,-7.89,-3.34,-0.68,-6.11,1,,-10.81,,-7,-7.74,-8,-14,,
11/16/2007,Tulsa,75,Arkansas St.,59,9.5,8.35,5.35,7.64,3.21,0,,7.65,,9.5,6.66,11.92,13,,
11/16/2007,Wichita St.,55,Baylor,64,-5,-2.15,0.65,5.62,-3.61,1,,-17.31,,-4,4.16,-0.75,-1,,
11/16/2007,Montana St.,86,Boise St.,84,-2,-2.98,0.26,-2.39,2.79,0,,-9.16,,-2.5,-1.28,-8.82,1,,
11/16/2007,Penn St.,93,Canisius,40,16,15.58,11.72,11.11,12.65,0,,22.55,,16,10.9,18.3,18,,
11/16/2007,Niagara,79,Central Michigan,73,3,4.37,5.31,7.88,2.76,0,,-1.32,,3,8.61,0.29,8,,
11/16/2007,Temple,76,Charleston,79,6,2.98,5.37,3.49,7.34,1,,-3.23,,5.5,1.59,6.66,2,,
11/16/2007,Georgia Southern,72,Cleveland St.,70,-2,0.96,-2.89,-1.73,-4.11,1,,5.74,,-2,1.13,1.7,3,,
11/16/2007,Memphis,81,Connecticut,70,9,6.84,5.48,1.07,7.3,1,,9.27,,9,4.25,9.14,10,,
11/16/2007,Stetson,62,Florida Atlantic,68,-10,-7.49,-5.53,-3.73,-8.04,1,,-10.15,,-10,-5.43,-7.6,-10,,
11/16/2007,UAB,70,Florida St.,78,-3.5,-4.67,-0.09,-1.65,2.21,1,,-10.02,,-3,-5.88,-7.71,-5,,
11/16/2007,Syracuse,80,Fordham,63,11,10.81,11.76,14,10.29,0,,8.42,,9.5,12.87,6.29,13,,
11/16/2007,Oklahoma,69,Gardner Webb,55,13,15.6,10.51,4.99,16.56,1,,29.47,,14,12.13,15.46,15,,
11/16/2007,Washington St.,74,Idaho,43,26.5,28.13,25.97,26.07,26.49,0,,33.54,,28.5,22.29,32.41,28,,
11/16/2007,Hawaii,77,Illinois,79,-3,-2.69,-6.71,-8.74,-4.95,0,,-0.25,,-3,-2.65,0.44,0.01,,
11/16/2007,Winthrop,72,Illinois-Chicago,58,3,3.46,2.7,3.01,2.03,1,,2.64,,4,3.19,2.9,7,,
11/16/2007,Middle Tenn St.,68,Lipscomb,62,11,12.1,14.72,15.63,14.11,0,,10.64,,10.5,8.02,12.22,12,,
11/16/2007,Louisiana Tech,64,Louisiana-Lafayette,56,3,5.77,4.36,5.14,3.5,0,,1.66,,4,5.87,9.44,9,,
11/16/2007,Houston,64,Marist,58,12,7.61,6.12,2.22,10.32,1,,10.91,,,4.41,10.77,7,,
11/16/2007,VA Commonwealth,63,Miami-Florida,69,-3,0.02,-2,2.5,-6.13,1,,-0.61,,-1,1.39,4.98,-2,,
11/16/2007,Notre Dame,76,Monmouth,33,18,20.26,16.23,18.03,14.89,1,,30.44,,18.5,14.25,22.95,21,,
11/16/2007,Georgia Tech,82,NC Charlotte,77,10,7.85,-0.34,-1.03,0.23,1,,22.37,,9,6.91,7.59,11,,
11/16/2007,IUPUI,73,Portland St.,75,3,-0.14,0.24,-0.87,1.36,1,,-1.37,,1.5,0.92,-1.87,1,,
11/16/2007,New Mexico,88,Presbyterian,57,31.5,28.76,35.83,38.06,35.54,0,,17.05,,30,31.25,21.88,,,
11/16/2007,Arkansas,51,Providence,67,6.5,5.33,4.55,1.38,7.74,1,,8.35,,6.5,3.97,5.53,5,,
11/16/2007,South Florida,67,Rhode Island,74,-7,-8.96,-15.32,-16.19,-14.68,1,,-8.17,,-7,-1.1,-5.64,-8,,
11/16/2007,Loyola Marymount,50,St. Bonaventure,61,-3,-0.53,-6.1,-3.52,-8.89,1,,3.37,,-1.5,2.83,2,1,,
11/16/2007,Old Dominion,66,Toledo,35,9.5,6.79,3.83,3.76,3.9,0,,6.03,,8.5,7.38,11.69,8,,
11/16/2007,Texas,73,UC Davis,42,24.5,29.54,26.22,29.58,23.55,0,,36.54,,24.5,23.88,31.7,32,,
