date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineprophet,linepir,linepiw,linepib,line7ot,lineer
12/17/2014,Pittsburgh,65,Manhattan,56,10.5,14.01,15.07,17.88,15.01,12.94,17.36,10.5,9.65,14,2.76,15.91,12,0,16,8.26,,,,,
12/17/2014,SMU,67,Illinois-Chicago,46,18.5,21.82,20.98,19.43,22.04,21.62,27.15,21,20.85,21,2.97,26.16,17,0,24,19.77,,,,,
12/17/2014,Stanford,67,Loyola Marymount,58,17,19,19.57,19.77,19.27,19.91,23.31,17,16.91,20,2.7,19.24,13,0,20,18.04,,,,,
12/17/2014,Tulsa,74,SW Missouri St.,70,9,10.18,11.4,10.23,11.45,12.61,14.32,9,9.6,10,1.83,8.53,9,0,7,7.84,,,,,
12/17/2014,UNLV,75,Portland,73,5.5,4.82,5.56,6.44,5.64,4.7,1.17,5.5,2.7,9,2.08,4.84,5,0,5,3.01,,,,,
12/17/2014,Washington,86,Grambling St.,38,35.5,36.03,30.69,32.75,37.53,35.48,47.36,35,32.47,38,4.8,38.65,32.5,0,39,31.93,,,,,
12/17/2014,Wisconsin-Green Bay,66,Morehead St.,50,10.5,14.13,16.92,27.8,13.68,12.86,16.44,10.5,10.42,9,5.35,13.77,12.5,0,13,9.09,,,,,
12/18/2014,Connecticut,56,Duke,66,-10,-14.04,-17.42,-18.63,-16.75,-17.21,-12.56,-10.5,-9.81,-8,4.16,-12.19,-7.5,1,-13,-21.38,,,,,
12/18/2014,Delaware,62,Temple,82,-11.5,-11.73,-13.17,-17.03,-11.61,-12.04,-9.89,11.5,-9.4,-5,8.66,-19.69,-4,0,-12,-15.23,,,,,
12/18/2014,Evansville,81,Ohio,69,8,12.34,15.32,16.08,13.4,17.21,12.33,8,9.94,10,3.37,13.36,7.5,0,11,9.65,,,,,
12/18/2014,Mississippi,71,Coastal Carolina,68,8,8.07,6.6,6.22,6.93,6.55,10.92,8,8.11,5,1.67,8.33,9,0,11,10.08,,,,,
12/18/2014,NC Charlotte,75,Appalachian St.,65,14.5,16.73,17.25,17.37,18.3,16.1,15.59,14.5,14.29,15,3.41,24.45,11.5,0,16,18.2,,,,,
12/18/2014,Oregon St.,90,DePaul,59,5.5,4.7,6.62,8.71,5.31,6.21,0.53,3,3.08,6,2.42,2.94,3,0,3,6.29,,,,,
12/18/2014,Pacific,69,Nevada,65,5.5,6.95,9.85,13.44,8.32,8.48,0.61,5.5,5.26,6,3.37,6.09,8,0,7,3.43,,,,,
12/18/2014,Richmond,65,South Alabama,54,14,14.47,15.26,21.08,13.54,13.15,16.42,14,14.35,12,2.67,13.54,12,0,17,10.78,,,,,
12/18/2014,San Francisco,77,Portland St.,40,11,13.04,9.82,4.02,13.25,11.97,18.67,11,11.56,12,4.75,21.04,9.5,0,15,16.59,,,,,
12/18/2014,South Dakota,55,Montana St.,53,10.5,7.92,8.95,4.43,10.59,11.5,13.15,10.5,5.98,7,3.07,5.06,5.5,0,8,6.92,,,,,
12/18/2014,South Dakota St.,75,Idaho St.,72,9,9.46,9.14,10.51,7,11.08,9.78,9,8.72,9,1.54,11.59,7,1,10,10.19,,,,,
12/18/2014,South Florida,69,Seton Hall,89,-4.5,-6.94,-5.98,-8.61,-4.88,-5.3,-10.86,-6.5,-3.49,-8,2.4,-10.21,-5.5,0,-5,-8.55,,,,,
12/18/2014,UAB,70,LSU,79,-5.5,-6.57,-6.96,-12.67,-5.48,-4.08,-7.4,-3.5,-5.08,-6,2.58,-7.76,-5.5,0,-4,-7.34,,,,,
12/18/2014,Utah St.,57,CS Bakersfield,56,10.5,12.04,14.56,22.18,13.56,10.7,7.82,10.5,9.04,11,4.01,12.72,11,0,14,5.85,,,,,
12/18/2014,Virginia,70,Cleveland St.,54,16.5,22.59,25.87,32.43,22.77,24.79,21.67,18.5,18.02,20,4.31,22.51,19.5,0,21,19.91,,,,,
12/18/2014,Western Carolina,56,Wright St.,69,-1.5,-1.57,-0.67,-2.79,0.39,-0.11,0.27,1.5,-1.37,-2,1.53,-2.76,1,0,-3,-6.25,,,,,
12/19/2014,Buffalo,88,Niagara,62,13,17.95,20.14,22.49,18.5,20.2,17.76,13,18.3,20,3.15,18.62,12.5,0,18,10.91,,,,,
12/19/2014,California,78,Eastern Washington,67,6.5,6.42,4.36,7.06,4.92,1.33,13.66,7.5,7.85,9,3.82,0.79,8.5,0,9,4.1,,,,,
12/19/2014,Dartmouth,58,Northern Illinois,55,5.5,4.85,8.45,6.93,10.54,7.49,4.83,5.5,5.77,5,2.87,2.48,0.5,0,3,-1.63,,,,,
12/19/2014,Denver,84,Colorado St.,85,-3.5,-6.28,-6.91,-10.55,-5.37,-7,-1.27,3.5,-3.61,-3,4.37,-11.43,-5,0,-6,-8.89,,,,,
12/19/2014,Loyola-Chicago,73,Southern Utah,57,13,16.29,20.15,22.68,18.18,20.31,17.44,13,15.64,15,3.29,16.08,12.5,0,12,9.23,,,,,
12/19/2014,Marquette,83,Alabama A&M,49,23,24.76,23.47,25.06,22.41,23.41,33.09,21.5,23.5,22,3.49,27.08,22,0,25,25.35,,,,,
12/19/2014,Miami-Florida,44,Eastern Kentucky,72,13.5,16.58,19.66,21.88,18.6,18.93,17.86,13.5,17.34,11,3.65,20.72,12.5,0,14,9.85,,,,,
12/19/2014,Middle Tenn St.,68,Chattanooga,58,5.5,5.29,4.23,4.03,4.54,4.06,7.35,5.5,7.56,7,1.6,3.14,6.5,0,8,1.76,,,,,
12/19/2014,Minnesota,92,Seattle,57,20.5,20.96,21.04,22.9,20.22,20.31,28.13,19.5,21.82,20,3.07,20.22,16,0,21,18.96,,,,,
12/19/2014,South Carolina,68,Clemson,45,6,9.51,11.14,7.76,15.04,12.07,5.18,8,7.72,6,4,17.15,7,0,6,9.59,,,,,
12/19/2014,South Dakota St.,53,CS Bakersfield,49,7,7.45,8.6,16.41,6.45,5.87,6.62,7,6.58,8,3.35,3.84,6.5,1,10,3.12,,,,,
12/19/2014,St. John's,53,St. Mary's,47,7,8.61,11.02,14.14,10.66,8.55,12.16,8,5.39,7,2.7,7.44,7.5,0,6,4.82,,,,,
12/19/2014,Tennessee,61,Tennessee Tech,58,13,13.86,9.17,9.63,10.13,7.63,21.32,14,16.17,18,4.35,14.9,13,0,18,14.52,,,,,
12/19/2014,UTEP,55,Arizona,60,-5.5,-6.81,-3.73,-4.9,-2.58,-4.8,-12.67,-7.5,-6.37,-11,3.13,-6.99,-6,0,-7,-8.92,,,,,
12/19/2014,Utah St.,69,Idaho St.,56,10.5,11.94,13.19,16.2,11.23,13.06,9.84,10.5,10.53,10,2.11,14.47,11.5,0,14,7.27,,,,,
12/20/2014,Air Force,75,UC Davis,81,7,7.91,6.5,2.27,8.72,8.21,9.62,7,7.16,11,2.39,7.87,5.5,0,9,11.13,,,,,
12/20/2014,Arizona St.,81,Lehigh,84,13,13.52,11.8,10.54,13.06,11.68,15.4,12.5,15.16,17,2.12,14.06,11,0,14,15.05,,,,,
12/20/2014,Arkansas,84,SE Missouri St.,67,14.5,19.74,19.65,22.42,18.38,18.67,23.4,17,16.54,19,2.45,22.09,17,0,21,18.99,,,,,
12/20/2014,Arkansas St.,67,Marshall,58,5,2.07,4.98,9.97,3.66,2.96,-2.68,5,5.06,6,5.77,-10.81,5.5,0,0,-1.9,,,,,
12/20/2014,Auburn,89,Xavier,88,-6.5,-8.83,-8.12,-5.41,-10.1,-9.71,-8.38,-5,-9.65,-7,3.67,-16.36,-3,0,-10,-9.35,,,,,
12/20/2014,BYU,79,Stanford,77,4,5.83,6.05,3.63,7.23,7.6,3.85,3.5,6.08,6,1.45,6.07,6,0,5,6.58,,,,,
12/20/2014,Butler,73,Indiana,82,4,4.15,5.85,4.41,5.98,9.48,4.65,3,1.43,1,2.51,6.16,3.5,1,3,0.16,,,,,
12/20/2014,Charleston,68,Davidson,80,-5.5,-7.92,-8.76,-7.04,-9,-10.69,-7.67,5.5,-6.24,-7,5.1,-13.39,-3,0,-7,-7.28,,,,,
12/20/2014,Cincinnati,47,VA Commonwealth,68,-2,0.4,0.73,-1.04,1.11,1.74,2.33,2,1.65,2,1.72,-2.55,-1.5,0,1,-1.08,,,,,
12/20/2014,Columbia,82,Hofstra,77,2.5,3.66,1.71,3.45,0.42,1,11.44,2.5,3.22,2,3.66,0.29,8.5,0,6,2.23,,,,,
12/20/2014,Drake,54,Iowa St.,83,-18,-22.56,-21.09,-24.02,-20.54,-19.41,-26.13,18,-19.23,-22,13.32,-30.67,-20,1,-23,-22.04,,,,,
12/20/2014,Drexel,68,Penn St.,73,-5.5,-8.84,-7.99,-14.13,-5.64,-5.61,-12.18,5.5,-5.74,-9,5.23,-7.28,-8.5,1,-10,-11.18,,,,,
12/20/2014,Fairfield,61,Belmont,73,-2,-3.61,-2.48,-2.58,-3.57,-1.23,-0.27,-2,-4.66,-7,2,-5.15,-4,0,-4,-4.73,,,,,
12/20/2014,Florida,63,Wake Forest,50,14,11.56,8,5.13,11.03,10.55,9.48,12.5,16.01,16,4.1,17.17,7,1,13,13.78,,,,,
12/20/2014,Florida St.,75,South Florida,62,5.5,3.05,0.15,-0.9,0.58,0.67,14.87,5.5,5.58,7,5.14,-2.72,2,1,4,2.32,,,,,
12/20/2014,George Mason,86,Iona,81,-5,-4.09,-5.99,-8.46,-6.25,-3.63,-2.57,-3.5,-4.82,-4,1.9,-3.23,-2.5,0,-4,0.42,,,,,
12/20/2014,Georgetown,81,NC Charlotte,78,14,10.55,8.44,4.85,10.18,10.63,9.68,13.5,12.57,16,3.1,10.44,8,0,13,12.27,,,,,
12/20/2014,Georgia Tech,65,Vanderbilt,60,3.5,3.04,3.27,7.38,1.76,0.62,1.05,3.5,5.82,2,2.89,-2.18,6,0,3,4.68,,,,,
12/20/2014,Gonzaga,63,Cal Poly SLO,50,21.5,24.46,23.2,21.21,24.06,24.31,25.04,21.5,22.81,18,4.97,36.86,22,1,25,26.57,,,,,
12/20/2014,IPFW,72,Valparaiso,75,-2.5,-3.05,-3.03,-2.6,-2.18,-4.63,-2.68,2.5,-1.12,3,3.16,-7.85,-1,0,-4,-7.51,,,,,
12/20/2014,IUPUI,71,South Alabama,65,1,0.37,1.46,5.83,0.46,-0.32,-2.89,1.5,-0.06,-3,2.51,-0.76,1,0,2,0.35,,,,,
12/20/2014,Idaho St.,50,CS Bakersfield,59,-3,-1.49,-0.17,5.27,0.05,-3.83,-3.02,-3,-0.94,-1,2.81,-4.75,-2,1,0,-6.05,,,,,
12/20/2014,Illinois,62,Missouri,59,9.5,12,11.51,9.72,12.97,12.04,15.19,11,9.04,12,2.54,15.58,7.5,1,12,14.49,,,,,
12/20/2014,Indiana St.,56,Eastern Illinois,60,5.5,6.09,3.8,3.07,4.31,3.78,8.84,5.5,10.58,7,2.66,3.11,8,0,8,6.49,,,,,
12/20/2014,Iowa,44,Northern Iowa,56,3.5,2.67,-0.64,-7.13,2.47,2.33,4.23,2,4.28,3,3.75,6.78,3.5,1,2,8.6,,,,,
12/20/2014,Kansas St.,71,Texas A&M,64,3,-2.32,-5.49,-5.49,-6.05,-4.88,-0.03,2,1.59,0.01,3.12,-3.55,-1.5,1,0,-0.11,,,,,
12/20/2014,Kentucky,83,UCLA,44,16,16.73,17.47,16.42,20.2,19.08,16.07,14,15.18,13,2.75,19.11,12,1,15,20.5,,,,,
12/20/2014,Marist,58,St. Joseph's PA,75,-8.5,-6.76,-5.35,-8.63,-3.71,-4.02,-6.93,8.5,-9.21,-6,5.41,-11.47,-4,0,-8,-7,,,,,
12/20/2014,Memphis,78,Oral Roberts,63,9.5,11.34,10.25,7.33,12.35,10.86,12.87,10.5,9.88,16,2.37,13.16,10,0,11,11,,,,,
12/20/2014,Michigan,51,SMU,62,1.5,2.24,0.56,1.49,-1.36,2,4.01,2.5,4.85,5,2.66,-2.13,5.5,0,2,2.72,,,,,
12/20/2014,Michigan St.,64,Texas Southern,71,24.5,26.34,24.52,21.84,25.79,27.51,38.01,24,27.97,26,4.72,28.04,21,0,27,22.1,,,,,
12/20/2014,Murray St.,89,Illinois St.,77,4,0.28,-0.03,0.71,-0.51,-0.23,5.17,4,4.09,6,3.98,-7.64,-0.5,0,2,-6,,,,,
12/20/2014,NC Greensboro,64,Elon,71,-1,-1.47,-1.73,-1.29,-1.01,-3.31,0.19,0,1.37,-6,2.04,-1.81,-2,0,-2,1.43,,,,,
12/20/2014,NC Wilmington,66,East Carolina,54,3.5,7.29,10.59,12.47,9.55,10.18,1.38,3.5,3.51,7,3.63,6.16,5.5,0,8,5.86,,,,,
12/20/2014,New Mexico St.,67,New Mexico,69,4,3.5,5.27,2.89,6.28,6.98,1.76,4,5.43,1,2.31,1.22,1,0,3,3.71,,,,,
12/20/2014,North Carolina,82,Ohio St.,74,0,-1.37,-2.16,-3.32,-2.19,1.34,1.43,1,-1.71,1,2.25,3.65,-2,1,-2,-9.08,,,,,
12/20/2014,North Carolina St.,69,West Virginia,83,-2.5,-1.25,-2.97,-3.44,-2.33,-3.21,1.83,0,0.57,0.01,2.07,0.95,-3.5,1,-2,0.29,,,,,
12/20/2014,Northern Colorado,69,Jacksonville St.,60,9,10.42,9.81,2.55,13.31,12.99,6.73,9,11.62,11,3.54,14.26,8,0,11,13.31,,,,,
12/20/2014,Northwestern,67,Western Michigan,61,4,3.67,1.14,-0.07,2.88,0.05,5.38,3.5,6.35,3,2.44,5.04,6.5,0,5,5.14,,,,,
12/20/2014,Notre Dame,94,Purdue,63,3,2.26,3.12,5.78,0.31,1.72,4.12,3,2.05,3,1.49,4.14,3,1,1,-3.34,,,,,
12/20/2014,Oklahoma,67,Washington,69,6,4.45,3.37,-3.46,5.58,5.89,8.7,6,6.56,7,3.4,2.08,4.5,1,4,4.72,,,,,
12/20/2014,Oregon,83,Delaware St.,70,23.5,20.88,16.37,9.66,18.57,22.81,27.57,22,23.17,24,5.69,27.26,15,0,24,21.31,,,,,
12/20/2014,Pacific,71,Fresno St.,68,-1.5,4.82,8.37,11.23,7.35,6.74,-6.05,,3.72,1,5.07,6.75,7,0,4,2.94,,,,,
12/20/2014,Pepperdine,63,Richmond,65,-5,-1.98,-1.08,-0.65,-1.66,-0.79,-2.7,5,-5.18,-3,2.8,1.92,-2,1,-5,-1.64,,,,,
12/20/2014,Pittsburgh,81,Oakland,77,14.5,13.94,12.79,13.84,13.41,10.97,21.07,14.5,14.4,16,2.73,12.75,13,0,15,10.16,,,,,
12/20/2014,Portland,87,Montana St.,60,14.5,14.21,14.05,14.89,13.2,14.44,22.28,14.5,15.31,13,3.33,10.16,10.5,0,17,11.48,,,,,
12/20/2014,Providence,85,Massachusetts,65,4,7.14,7.17,7.37,6.71,7.57,13.57,5,5.88,7,2.43,5.13,6,0,6,6.12,,,,,
12/20/2014,Rhode Island,69,Detroit,55,9.5,11.46,11.46,11.46,13.36,9.54,16.28,9.5,10.16,12,2.32,10.88,8,0,10,12.93,,,,,
12/20/2014,SIU Edwardsville,61,Wisconsin-Milwaukee,56,-1,-3.41,-2.47,-5.07,-2.09,-1.45,-3.61,-1,-4.28,1,2.78,-9.14,-1.5,0,-2,-6.94,,,,,
12/20/2014,SW Missouri St.,65,Eastern Michigan,77,3.5,-1,-2.01,-4.75,-1.29,-0.47,0.04,3.5,3.84,-1,2.84,-4.59,-1,0,2,-1.82,,,,,
12/20/2014,San Diego St.,70,Ball St.,57,19,20.48,18.5,23.37,16.24,17.1,30.27,19,21.33,21,4.05,17.92,20,0,23,16.51,,,,,
12/20/2014,Santa Clara,72,Northeastern,78,-1.5,1.25,1.03,2.14,1.31,-0.55,1.97,0,0.93,5,1.63,-0.54,2,0,1,-0.54,,,,,
12/20/2014,TCU,88,Texas San Antonio,57,16.5,20.07,21.01,25.21,20,19.66,21.32,16.5,16.51,16,3.25,23.28,16,0,21,20.79,,,,,
12/20/2014,Texas,78,Long Beach St.,68,15,18.2,19.55,17.46,20.83,20.85,20.84,15,17.67,19,2.97,17.7,11.5,0,19,15.78,,,,,
12/20/2014,Towson,53,La Salle,67,-3,-1.23,2.03,8.2,-1.14,-0.31,-2.01,3,-0.62,0.01,4.51,-9.82,0.5,0,-4,-6.33,,,,,
12/20/2014,UNLV,46,Utah,59,-9.5,-13.85,-14.03,-7.55,-17.67,-17.22,-15.21,-8.5,-12.61,-10,3.91,-16.61,-8.5,1,-11,-21.94,,,,,
12/20/2014,Utah St.,65,South Dakota St.,68,4.5,4.02,5.44,5.63,5.61,5.04,1.7,4.5,3.51,1,1.79,5.88,6,0,4,0.39,,,,,
12/20/2014,Villanova,82,Syracuse,77,10,12.02,13.24,18.91,10.74,10.66,13.32,10,10.67,12,2.76,13.63,9.5,0,11,8.5,,,,,
12/20/2014,Virginia Tech,64,Citadel,61,13,12.61,12.02,13.31,12.16,11.08,16.45,13,13.42,13,1.79,12.13,9.5,0,16,9.65,,,,,
12/20/2014,Western Kentucky,67,Louisville,76,-13.5,-16.63,-15.14,-9.73,-17.1,-19,-21.59,-12.5,-15.78,-19,3.86,-18.57,-11,0,-18,-18.01,,,,,
12/21/2014,Alabama,60,Appalachian St.,59,18.5,18.98,15.77,15.76,17.05,14.27,22.84,19.5,19.32,21,3.73,25.65,15,0,21,21.16,,,,,
12/21/2014,Arkansas-Little Rock,46,Wisconsin-Green Bay,66,-10,-13.49,-15.98,-21.68,-14.38,-13.9,-13.21,10,-11.27,-13,8.24,-11.2,-9,1,-13,-11.8,,,,,
12/21/2014,Boston College,71,USC,75,7,7.21,7.95,9.02,7.54,7.5,4.23,7,5.31,7,1.35,6.6,7.5,0,7,9.69,,,,,
12/21/2014,Cleveland St.,69,San Francisco,65,5.5,0.85,1.39,1.45,0.65,1.7,0.76,5.5,4.62,3,2.9,-5.3,1.5,0,2,-2.47,,,,,
12/21/2014,Georgia,65,Seton Hall,47,4.5,2.56,1.31,-1.47,3.29,1.58,4.63,3.5,5.1,2,1.92,2.7,1,0,5,3.07,,,,,
12/21/2014,Georgia St.,68,Southern Miss,55,16.5,16.34,19.86,20.9,20.72,18.77,16.4,16.5,13.57,17,3.41,15.24,10,0,13,14.27,,,,,
12/21/2014,Middle Tenn St.,65,Tennessee St.,47,14.5,15.9,16.22,21.66,13.89,15.33,18.79,14.5,14.84,15,2.59,14.48,13,0,17,14.65,,,,,
12/21/2014,Montana,62,South Dakota,67,7,7.2,8.6,9.49,8.73,7.75,4.7,7,6.34,6,1.45,7.66,6.5,0,7,6.39,,,,,
12/21/2014,North Dakota St.,52,Kent St.,53,-2.5,-3.02,-4.2,-2.8,-3.74,-6.31,2.47,-2.5,-3.65,5,4.18,-10.02,-2,1,-3,-4.97,,,,,
12/21/2014,North Texas,62,Creighton,58,-8.5,-8.01,-5.7,-4.47,-6.09,-6.62,-12.37,-9,-10.04,-9,2.7,-11.25,-5.5,0,-8,-9.09,,,,,
12/21/2014,Oklahoma St.,64,Maryland,73,9.5,5.3,6.29,2.01,6.32,9.71,5.12,7,7.13,8,2.31,2.8,5,0,3,2.94,,,,,
12/21/2014,Quinnipiac,60,Oregon St.,52,3,-2,-2.77,-3.41,-2.64,-2.32,2.49,3,-3.03,-3,2.55,-4.8,-1,0,0,-1.49,,,,,
12/21/2014,Samford,64,Louisiana-Monroe,50,-5,-5.57,-4.43,-2.39,-4.59,-6.26,-7.17,-5,-5.76,-5,2.38,-10.37,-2,0,-7,-6.26,,,,,
12/21/2014,UC Irvine,55,Bradley,47,7,4.91,5.04,3.36,4.88,7,5.81,7,8.99,5,1.87,2.85,4,1,8,-0.87,,,,,
12/21/2014,UTEP,78,Alcorn St.,45,26.5,26.11,25.97,27.36,25.7,24.96,30.31,26.5,24.5,24,2.45,30.17,23,0,26,25.2,,,,,
12/21/2014,Virginia,76,Harvard,27,11,15.03,18.02,20.95,16.59,18.17,11.88,10,14.39,14,3.7,11.62,10.5,0,14,15.25,,,,,
12/21/2014,Washington St.,82,San Jose St.,53,20.5,13.29,14.42,17.92,13.8,13,13.58,18,13.58,14,2.31,12.33,10.5,0,14,9.06,,,,,
12/22/2014,Air Force,66,Jacksonville St.,65,11,13.39,13.74,9.37,16.67,15.06,14.29,11,10.93,13,2.64,,9,0,14,17.82,,,,,
12/22/2014,Alcorn St.,50,North Dakota St.,61,-16.5,-14.83,-14.22,-14.26,-13.94,-14.57,-20.04,16.5,-11.61,-18,11.52,,,1,-12,,,,,,
12/22/2014,Arkansas,84,Wisconsin-Milwaukee,54,18,19.88,20.73,23.7,20.53,18.33,22.84,19.5,17.89,22,2.72,,15,0,21,16.78,,,,,
12/22/2014,Boise St.,75,Houston,73,11,10.48,13.37,12.48,14.45,13.23,13.37,11,7.72,14,2.96,,6,1,7,3.17,,,,,
12/22/2014,Bradley,54,Arkansas-Little Rock,64,1.5,1.21,0.47,-0.75,1.49,0.26,0.56,,1.64,5,1.84,,,1,1,,,,,,
12/22/2014,Butler,64,Tennessee-Martin,37,14.5,16.69,13.59,7.8,15.92,18.57,26.05,16.5,17.04,17,4.94,,12.5,0,21,17.45,,,,,
12/22/2014,California,56,Wisconsin,68,-9.5,-8.95,-6.98,-1.05,-10.45,-13.73,-10.9,-8.5,-11.24,-11,4.16,,-3,0,-9,-12.18,,,,,
12/22/2014,Chattanooga,83,UAB,67,4.5,5.18,7.08,13.16,5.05,4.47,2.62,4.5,5.62,4,3.03,,6.5,0,1,2.34,,,,,
12/22/2014,Clemson,70,Oakland,60,11,10.76,9.71,11.25,9.09,8.97,15.41,11,9.98,9,2.02,,10,0,13,11.23,,,,,
12/22/2014,Connecticut,80,Columbia,65,7.5,4.15,-0.44,-0.61,-0.07,-0.76,4.64,7.5,10.45,9,4.49,,5.5,1,5,8.77,,,,,
12/22/2014,DePaul,68,Colorado,82,-8.5,-8.32,-7.2,-5.65,-8.54,-7.5,-11.07,-8.5,-9.03,-7,1.67,,-6,1,-9,-12.25,,,,,
12/22/2014,Florida Atlantic,69,Eastern Kentucky,66,-5,-1.86,-1.11,1.22,-2.64,-1.72,1.88,5,-3.03,-6,3.2,,-1.5,0,-1,-4.68,,,,,
12/22/2014,Fordham,57,Manhattan,71,-6,-2.51,-0.95,2.15,-1.75,-2.86,-2.59,6,-6.85,-6,3.93,,-3,1,-2,-1.26,,,,,
12/22/2014,Hawaii,66,Nebraska,58,-5,-4.74,-2.26,0.52,-1.94,-5.72,-8.62,-7,-7.66,-4,3.68,,-11,0,-5,-1.76,,,,,
12/22/2014,Illinois St.,68,IPFW,43,9.5,10.68,10.65,12.29,10.13,9.67,11.11,9.5,9.81,6,1.73,,9,0,12,16.15,,,,,
12/22/2014,LSU,71,Charleston,47,12.5,13.73,13.85,16.64,12.28,13.25,16.42,12.5,11.99,15,2.17,,10,0,13,14.86,,,,,
12/22/2014,Loyola Marymount,53,Wichita St.,80,-19,-20.57,-19.29,-20.93,-18.55,-18.88,-24.26,-19,-17.44,-22,2.31,,-17,1,-22,-25.31,,,,,
12/22/2014,Loyola-Chicago,62,Texas Tech,44,-7,-6.77,-3.36,-0.81,-5.42,-3.21,-7.87,7,-6.32,-12,5.25,,-5.5,1,-8,-15.23,,,,,
12/22/2014,Marquette,67,North Dakota,54,17.5,18.24,16.84,13.16,18.49,19.58,26.25,19.5,16.15,20,4.12,,12.5,0,19,20.46,,,,,
12/22/2014,Miami-Florida,62,Providence,76,2,1.36,2.94,2.85,2.5,3.8,-4.3,1,3.12,0.01,2.48,,2,1,4,-3.36,,,,,
12/22/2014,Michigan,72,Coppin St.,56,25.5,25.7,22.92,19.46,24.87,25.49,32.93,23.5,24.85,27,3.72,,22.5,0,29,27.94,,,,,
12/22/2014,Michigan St.,82,Citadel,56,24,25.81,24.74,25.51,25.52,26.78,30.56,24,24.91,26,2.75,,20,0,30,24.11,,,,,
12/22/2014,Minnesota,86,Furman,76,27.5,25.03,23.2,24.99,23.68,21.11,33.97,27.5,27.53,27,4.65,,17.5,0,28,23.32,,,,,
12/22/2014,Mississippi,82,SE Missouri St.,51,8,10.1,9.78,13.06,7.61,9.57,11.98,8,9.28,7,2.08,,7.5,1,11,14.18,,,,,
12/22/2014,Nevada,83,Marshall,55,4.5,3.27,2.58,5.36,0.79,2.73,4.63,4.5,5.48,4,1.53,,4.5,0,2,0.59,,,,,
12/22/2014,Northern Colorado,63,UC Davis,73,6,2.05,-0.94,-6.29,1.35,1.09,1.36,6,4.59,7,4.04,,-0.5,0,6,6.79,,,,,
12/22/2014,Northwestern,63,Illinois-Chicago,46,9.5,14.03,14.4,15.09,14.14,14.05,20.33,9.5,11.12,13,3.26,,10,0,17,11.2,,,,,
12/22/2014,Notre Dame,91,Northern Illinois,66,19.5,21.46,22.4,19.51,23.86,24.77,26.09,19.5,21.07,22,3.58,,14,0,20,20.87,,,,,
12/22/2014,Ohio,49,George Washington,77,-7.5,-9.96,-11.34,-11.92,-10.12,-12.34,-12.96,-8,-9.31,-9,3.32,,-2,1,-8,-12.65,,,,,
12/22/2014,Ohio St.,93,Miami-Ohio,55,22.5,26.29,24.59,23.79,29.64,24.97,27.8,23.5,23.46,27,3.07,,19,0,31,31.62,,,,,
12/22/2014,Oklahoma,85,Weber St.,51,20,21.25,21.2,19.4,22.94,21.48,27.52,20,19.63,22,3.57,,14,0,22,22.37,,,,,
12/22/2014,Old Dominion,69,William & Mary,62,7.5,9.65,10.97,13.83,9.36,11.01,11.7,7.5,7.56,5,2.74,,7.5,0,11,8.56,,,,,
12/22/2014,Oregon,82,UC Santa Barbara,78,7.5,7.28,5.29,8.47,2.18,5.04,9.15,7.5,8.02,11,2.68,,9,0,7,7.64,,,,,
12/22/2014,Penn St.,69,Dartmouth,49,9.5,12.02,10.53,14.9,7.62,10.69,15.71,9.5,8.5,12,2.73,,10,0,16,14.29,,,,,
12/22/2014,SW Missouri St.,52,Oral Roberts,45,4,4.5,4.48,4.31,5.15,3.79,5.8,4,4.47,4,0.92,,2.5,0,7,3.55,,,,,
12/22/2014,San Diego St.,61,Cal Riverside,33,14.5,17.7,17.65,19.74,17.71,15.64,22.21,14.5,16.11,17,2.51,,14.5,0,21,15.39,,,,,
12/22/2014,Southern Illinois,71,Murray St.,83,-2,-1.25,-1.19,-3.64,0.01,-0.29,-6.67,,-4.16,-2,2.29,,-1,0,0,6.42,,,,,
12/22/2014,St. John's,66,Long Beach St.,49,10.5,10.89,10.51,13.01,10.15,8.83,14.33,8.5,10.53,10,1.95,,9,0,11,11.59,,,,,
12/22/2014,St. Mary's,72,Northeastern,68,8,7.48,6.14,2.3,7.17,8.92,6.09,8,6.33,11,2.37,,7.5,0,10,9.39,,,,,
12/22/2014,Syracuse,78,Colgate,43,16.5,16.74,14.47,15.87,13.87,15.42,22.3,16.5,17.75,17,2.81,,12.5,0,20,18.17,,,,,
12/22/2014,Temple,77,Kansas,52,-8,-8.89,-8.77,-7.77,-8.65,-10.29,-7.92,-7,-10.32,-9,1.42,,-6,0,-11,-9.18,,,,,
12/22/2014,Tennessee,64,Mercer,54,12.5,13.27,11.86,15.76,11.27,8.88,18.17,12.5,11.16,14,2.82,,11,0,14,16.63,,,,,
12/22/2014,UC Irvine,72,Wisconsin-Green Bay,70,-4,-8,-11.02,-17.48,-9.04,-8.27,-7.52,4,-1.69,-5,6.38,,,1,-4,,,,,,
12/22/2014,UTEP,78,Kent St.,75,10,10.66,8.99,7.98,10.18,8.48,13.26,10,12.42,13,2.09,,,0,11,,,,,,
12/22/2014,VA Commonwealth,84,East Tennessee St.,60,18.5,17.37,15.74,15.18,15.94,16.18,20.71,18.5,19.29,19,2.45,,13,0,18,20.69,,,,,
12/22/2014,Vanderbilt,79,Pennsylvania,50,13,16.21,16.44,17.18,16.48,16.25,18.25,13,12.71,17,2.37,,11.5,0,19,17.32,,,,,
