date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineprophet,linepir,linepiw,linepib,line7ot,lineer
11/14/2014,Alabama,82,Towson,54,14.5,11.75,12.84,12.84,12.84,12.84,17.27,14.5,14.11,9,3.83,10.98,3,0,17,,,,,,
11/14/2014,Arizona,78,Mount St. Marys,55,28.5,26.19,26.1,26.1,26.1,26.1,33.05,26,25.83,27,4.6,30.4,15,0,31,,,,,,
11/14/2014,Arizona St.,86,Chicago St.,50,22.5,21.95,21.61,21.61,21.61,21.61,29.49,23.5,24.15,20,4.47,25.46,12,0,24,,,,,,
11/14/2014,Army,84,Air Force,78,5,4.7,3.63,3.63,3.63,3.63,11,5,5.5,4,2.67,0.77,6.5,0,4,,,,,,
11/14/2014,Auburn,83,Wisconsin-Milwaukee,73,10.5,8.44,10.32,10.32,10.32,10.32,2.36,10,12.04,4,3.19,9.77,6.5,0,8,,,,,,
11/14/2014,BYU,95,Long Beach St.,90,13,12.46,13.3,13.3,13.3,13.3,13.94,13,12.74,11,1.61,12.77,8.5,0,12,,,,,,
11/14/2014,Bradley,75,Texas Arlington,86,4,5.45,3.81,3.81,3.81,3.81,11.53,4,4.18,6,2.45,5.11,7,0,6,,,,,,
11/14/2014,Brown,70,St. Peter's,58,4,4.86,2.28,2.28,2.28,2.28,9.06,4,4.49,8,2.6,7.03,6,0,4,,,,,,
11/14/2014,Buffalo,69,South Dakota St.,67,3.5,4.78,4.43,4.43,4.43,4.43,6.82,3.5,3.01,5,1.05,5.5,5,0,6,,,,,,
11/14/2014,California,91,Alcorn St.,57,22.5,24.17,24.38,24.38,24.38,24.38,29.8,22.5,24.71,25,4.55,27.98,12.5,0,25,,,,,,
11/14/2014,Citadel,65,VMI,66,-5,-8.43,-6.7,-6.7,-6.7,-6.7,-9.79,5,-4.82,-12,5.15,-14.45,-8,1,-5,,,,,,
11/14/2014,Colorado,65,Drexel,48,14.5,13.39,15.04,15.04,15.04,15.04,18.43,14,13.46,8,3.26,12.44,8,0,15,,,,,,
11/14/2014,DePaul,72,Illinois-Chicago,71,10.5,9.59,9.74,9.74,9.74,9.74,13.02,10.5,10.81,6,1.87,10.06,7.5,0,10,,,,,,
11/14/2014,Duke,113,Presbyterian,44,37,35.76,36.73,36.73,36.73,36.73,37.96,34,36.91,34,4.64,42.08,24,0,32,,,,,,
11/14/2014,Elon,64,Florida Atlantic,58,1.5,2.74,1.76,1.76,1.76,1.76,-3.1,1.5,2.98,7,2.86,4.22,6.5,0,0.01,,,,,,
11/14/2014,Florida,68,William & Mary,45,18,20.95,20.02,20.02,20.02,20.02,21.78,20,19.25,25,2.59,25.48,17,0,22,,,,,,
11/14/2014,Furman,40,Charleston,75,-5.5,-6.44,-6.39,-6.39,-6.39,-6.39,-2.31,5.5,-4.39,-10,4.87,-12.73,-3,0,-5,,,,,,
11/14/2014,George Mason,60,Cornell,68,12.5,15.81,14.63,14.63,14.63,14.63,17.3,12.5,15.24,20,2.47,18.7,12.5,0,16,,,,,,
11/14/2014,Georgia Tech,80,Georgia,73,1.5,-0.42,-1.26,-1.26,-1.26,-1.26,-3.1,1.5,2.57,0.01,1.69,0.74,1,0,2,,,,,,
11/14/2014,Gonzaga,104,CS Sacramento,58,23.5,22.53,22.71,22.71,22.71,22.71,23.04,23.5,26.1,22,3.42,26.77,14,0,22,,,,,,
11/14/2014,IUPUI,66,Indiana St.,79,-10.5,-10.27,-9.06,-9.06,-9.06,-9.06,-15.28,10.5,-9.3,-10,7.14,-15.14,-6.5,0,-9,,,,,,
11/14/2014,Illinois,80,Georgia Southern,71,23.5,22.78,22.49,22.49,22.49,22.49,35.48,23.5,22.78,21,5.72,24.31,11.5,0,27,,,,,,
11/14/2014,Indiana,116,Miss Valley St.,65,27,30.97,31.24,31.24,31.24,31.24,45.03,28.5,28.38,31,7.28,34.4,15,0,30,,,,,,
11/14/2014,Iona,78,Cleveland St.,73,6.5,5.61,5.86,5.86,5.86,5.86,0.46,6.5,8.19,6,1.97,6.4,6,0,3,,,,,,
11/14/2014,Iowa St.,93,Oakland,82,20,18.51,17,17,17,17,23.34,20,19.56,20,2.91,22.15,13.5,0,20,,,,,,
11/14/2014,James Madison,51,Virginia,79,-16.5,-16.93,-14,-14,-14,-14,-29.29,16.5,-12.96,-22,11.96,-21.1,-11,0,-18,,,,,,
11/14/2014,Kansas,69,UC Santa Barbara,59,16.5,18.43,20.89,20.89,20.89,20.89,13.9,16.5,15.9,21,3.52,20,11.5,0,15,,,,,,
11/14/2014,Kansas St.,98,Southern Utah,68,26,28.63,29.1,29.1,29.1,29.1,31.12,26,25.19,31,3.65,33.43,20.5,0,29,,,,,,
11/14/2014,Kentucky,85,Grand Canyon,45,30,25.56,24.25,24.25,24.25,24.25,35.07,29,30.68,27,5.36,25.78,14.5,0,28,,,,,,
11/14/2014,Louisville,81,Minnesota,68,9,8.17,5.61,5.61,5.61,5.61,11.57,7,6.36,19,4.53,,6,1,9,,,,,,
11/14/2014,Loyola Marymount,76,SE Missouri St.,66,6,4.61,4.66,4.66,4.66,4.66,3.56,6,5.68,4,1.29,7.11,2.5,0,5,,,,,,
11/14/2014,Marquette,79,Tennessee-Martin,63,18.5,23.2,25.45,25.45,25.45,25.45,24.57,18.5,22.36,23,4.54,25.57,11.5,0,22,,,,,,
11/14/2014,Marshall,74,Jacksonville St.,55,4.5,6.73,4.85,4.85,4.85,4.85,7.96,4.5,5.85,11,2.27,9.39,7,0,7,,,,,,
11/14/2014,Massachusetts,95,Siena,87,6,7.45,10.16,10.16,10.16,10.16,-13.47,6,8.76,8,7.59,14.12,9,0,7,,,,,,
11/14/2014,Mississippi,65,Charleston Southern,66,13,14.8,18.11,18.11,18.11,18.11,15.4,11,11.77,7,4.05,16.09,10.5,0,14,,,,,,
11/14/2014,Mississippi St.,66,Western Carolina,56,14,9.42,9.55,9.55,9.55,9.55,15.78,12.5,13.15,6,3.52,8.14,3.5,0,13,,,,,,
11/14/2014,Missouri,61,Mo Kansas City,69,14,19.44,21.29,21.29,21.29,21.29,22.13,14.5,16.86,17,3.59,21.77,12,0,19,,,,,,
11/14/2014,Murray St.,74,Houston,77,12.5,5.62,2.62,2.62,2.62,2.62,11.69,12.5,11.96,8,4.37,2.43,6,0,10,,,,,,
11/14/2014,Navy,59,Michigan St.,64,-17.5,-20.08,-22.11,-22.11,-22.11,-22.11,-17.2,-17.5,-19.37,-20,4.69,-26.7,-9,0,-17,,,,,,
11/14/2014,New Mexico,79,Idaho St.,55,19,21.97,22.27,22.27,22.27,22.27,27.54,19,19.88,24,3.54,23.24,14,0,21,,,,,,
11/14/2014,North Carolina,76,NC Central,60,17,17.09,20.68,20.68,20.68,20.68,20.32,16,17.74,9,4.78,15.5,8.5,0,19,,,,,,
11/14/2014,Oregon,107,Coppin St.,65,19.5,21.41,20.42,20.42,20.42,20.42,21.61,19.5,19.02,27,4.26,29.42,14,0,23,,,,,,
11/14/2014,Oregon St.,67,Rice,54,6.5,13.15,13.56,13.56,13.56,13.56,6.77,9.5,9.23,18,3.72,18.6,11.5,0,9,,,,,,
11/14/2014,Pepperdine,89,Fresno St.,74,0,-2,0.26,0.26,0.26,0.26,-11.59,1.5,-2.16,-4,3.82,-0.8,-0.5,0,-2,,,,,,
11/14/2014,Pittsburgh,78,Niagara,45,25.5,25.38,24.17,24.17,24.17,24.17,34.56,25.5,25.81,27,4.18,26.88,17.5,0,28,,,,,,
11/14/2014,Princeton,64,Rider,58,8.5,8.86,7.23,7.23,7.23,7.23,13.59,8.5,9.47,11,2.17,9.74,7,0,10,,,,,,
11/14/2014,Purdue,80,Samford,40,23.5,23.68,24.96,24.96,24.96,24.96,33.5,23.5,25.03,20,5.7,24.28,10.5,0,26,,,,,,
11/14/2014,Quinnipiac,88,Yale,85,1,0.09,0.6,0.6,0.6,0.6,-7.48,1,0.04,-2,3.22,3.89,4,0,-1,,,,,,
11/14/2014,SW Missouri St.,64,Eastern Illinois,53,13.5,14.21,15.27,15.27,15.27,15.27,15.4,13.5,13.82,13,1.55,14.12,10.5,0,16,,,,,,
11/14/2014,San Diego,75,Boise St.,81,-3,-5.67,-6.78,-6.78,-6.78,-6.78,-3.38,-3,-3.89,-7,1.74,,-4,1,-4,,,,,,
11/14/2014,San Diego St.,79,CS Northridge,58,16.5,19.59,19.86,19.86,19.86,19.86,21.86,16.5,16.93,22,2.67,22.05,14,0,22,,,,,,
11/14/2014,Santa Clara,89,Cal St. Fullerton,72,7.5,10.36,10.14,10.14,10.14,10.14,14.58,7.5,8.68,12,2.09,9.91,7.5,0,11,,,,,,
11/14/2014,South Carolina,81,North Florida,56,12,12.02,10.01,10.01,10.01,10.01,20.25,12,11.12,13,3.37,14.79,9,0,14,,,,,,
11/14/2014,Stanford,74,Wofford,59,10,13.26,12.99,12.99,12.99,12.99,12.61,12,11.07,14,2.79,20.22,9.5,0,13,,,,,,
11/14/2014,Tennessee,69,VA Commonwealth,85,-8,-3.97,-8.99,-8.99,-8.99,-8.99,0.14,-4.5,-6.4,6,5.42,-1.55,2,1,-4,,,,,,
11/14/2014,Texas,85,North Dakota St.,50,18,12.96,17.87,17.87,17.87,17.87,14.78,18,13.45,2,5.81,7.89,7,0,19,,,,,,
11/14/2014,Texas A&M,109,Northwestern St.,68,11.5,11.1,11.43,11.43,11.43,11.43,18.87,11,11.39,7,3.4,10.94,6,0,15,,,,,,
11/14/2014,UCLA,113,Montana St.,78,25,26.84,25.86,25.86,25.86,25.86,32.78,26.5,25.62,32,4.64,31.22,16.5,0,24,,,,,,
11/14/2014,UNLV,60,Morehead St.,59,5.5,11.15,12.09,12.09,12.09,12.09,7.97,5.5,9.09,13,2.87,14.46,7.5,0,10,,,,,,
11/14/2014,UTEP,65,Washington St.,52,10,7.93,7.07,7.07,7.07,7.07,11.59,10,8.63,8,1.82,5.34,9.5,0,6,,,,,,
11/14/2014,Utah,90,Ball St.,72,26.5,22.82,23.45,23.45,23.45,23.45,30.39,23.5,19.46,22,3.63,23.7,16,0,23,,,,,,
11/14/2014,Utah St.,72,Weber St.,61,1.5,3.21,2.66,2.66,2.66,2.66,-1.01,1.5,2.68,4,2.19,7.11,5.5,0,7,,,,,,
11/14/2014,Valparaiso,90,East Tennessee St.,76,8.5,8.64,8.64,8.64,8.64,8.64,8.88,8.5,9.49,9,1.46,10.86,5,0,10,,,,,,
11/14/2014,Washington,77,South Carolina St.,59,23,24.99,26.69,26.69,26.69,26.69,29.55,23,23.5,26,4.69,26.64,12.5,0,25,,,,,,
11/14/2014,West Virginia,64,Monmouth,54,16.5,16.78,15.33,15.33,15.33,15.33,20.3,16.5,16.53,21,2.81,19.87,12,0,18,,,,,,
11/14/2014,Western Illinois,71,Pacific,73,5,0.91,1.82,1.82,1.82,1.82,8.51,5,0.62,-1,3.74,-5.23,-2,0,3,,,,,,
11/14/2014,Wichita St.,71,New Mexico St.,54,12,13.3,12.7,12.7,12.7,12.7,17.18,12,11.49,16,1.94,13.24,11,0,13,,,,,,
11/14/2014,Wisconsin,62,Northern Kentucky,31,28.5,30.23,31.12,31.12,31.12,31.12,35.06,28.5,29.72,33,4.59,31.84,18,0,30,,,,,,
11/14/2014,Wright St.,73,Belmont,70,-1,-0.88,-1.66,-1.66,-1.66,-1.66,-1.55,,-0.46,1,1.03,-0.77,0.5,0,0.01,,,,,,
11/14/2014,Xavier,93,Northern Arizona,60,15.5,16.75,17.64,17.64,17.64,17.64,16.38,15.5,16.6,16,2.58,20.71,10.5,0,17,,,,,,
11/15/2014,Army,92,VMI,86,,7.58,9.89,9.89,9.89,9.89,7.21,,6.31,0.01,3.66,,,0,10,,,,,,
11/15/2014,Citadel,55,Air Force,68,,-10.42,-12.96,-12.96,-12.96,-12.96,-6,,-9.11,-6,3.33,,,1,-11,,,,,,
11/15/2014,Colorado St.,83,Montana,66,17.5,12.86,13.56,13.56,13.56,13.56,17.61,17.5,13.19,12,2.99,11.68,7,0,14,,,,,,
11/15/2014,Drake,58,Bowling Green,77,2.5,3.39,2.91,2.91,2.91,2.91,-1.33,2.5,4.05,3,2.24,6.12,7,0,2,,,,,,
11/15/2014,Duke,109,Fairfield,59,26,26.72,27.92,27.92,27.92,27.92,26.83,,27.15,29,3.52,28.36,17.5,0,21,,,,,,
11/15/2014,Florida St.,81,Manhattan,66,10.5,10.12,12,12,12,12,14.97,10.5,8.19,6,3.03,8.4,5.5,0,13,,,,,,
11/15/2014,LSU,93,Gardner Webb,82,14.5,17.43,20.75,20.75,20.75,20.75,13.9,15,15.82,15,3.65,18.66,10.5,0,13,,,,,,
11/15/2014,Loyola Marymount,69,Boise St.,77,-5.5,-7.14,-8.67,-8.67,-8.67,-8.67,-9.49,,-4.43,-7,2.47,-6.69,-2,0,-7,,,,,,
11/15/2014,Nevada,65,Cal Poly SLO,49,3.5,6.83,7.69,7.69,7.69,7.69,9.16,3.5,3.98,5,1.84,6.07,6.5,0,6,,,,,,
11/15/2014,Northern Iowa,64,North Dakota,52,22,18.2,19.43,19.43,19.43,19.43,27.2,22,19.57,13,4.64,15.8,10.5,0,23,,,,,,
11/15/2014,Ohio,73,Appalachian St.,47,12,15.92,17.38,17.38,17.38,17.38,9.87,12,15.71,17,3.38,20.2,11,0,13,,,,,,
11/15/2014,Old Dominion,76,NC Wilmington,56,13.5,11.79,11.32,11.32,11.32,11.32,16.03,13.5,13.87,12,2.02,9.45,9.5,0,14,,,,,,
11/15/2014,Oral Roberts,77,Tulsa,68,-6,-3.58,-0.61,-0.61,-0.61,-0.61,-10.51,6,-4.61,-8,4.6,-4.64,-2,0,-4,,,,,,
11/15/2014,Saint Louis,62,Southern Illinois,59,7.5,10.63,10.44,10.44,10.44,10.44,7.2,7.5,11.08,10,2.16,15.17,10.5,0,11,,,,,,
11/15/2014,San Diego,67,SE Missouri St.,56,4.5,5.59,6.55,6.55,6.55,6.55,9.67,,3.67,4,2.14,3.74,3,1,8,,,,,,
11/15/2014,St. Bonaventure,77,Dartmouth,57,6.5,11.07,12.44,12.44,12.44,12.44,6.45,6.5,8.58,11,2.64,13.83,10,0,14,,,,,,
11/15/2014,UAB,65,Louisiana-Monroe,74,7.5,9.01,11.13,11.13,11.13,11.13,-0.09,7.5,8.16,9,3.43,10.52,9,0,9,,,,,,
11/15/2014,USC,68,Portland St.,76,10.5,11.87,13.77,13.77,13.77,13.77,9.19,10.5,12.18,10,2.58,13.86,6.5,0,10,,,,,,
11/15/2014,Western Kentucky,77,Austin Peay,70,12.5,12.68,13.35,13.35,13.35,13.35,16.11,12.5,12.65,10,1.78,11.92,10,0,12,,,,,,
11/15/2014,Youngstown St.,61,Kent St.,69,-3,1.2,0.46,0.46,0.46,0.46,-0.81,3,0.2,5,1.73,2.05,2.5,0,-2,,,,,,
11/17/2014,Alabama,80,Western Carolina,74,19,17.43,18.19,18.3,17.54,18.02,23.61,19,18.19,16,4.09,,8,0,19,,,,,,
11/17/2014,Arizona St.,49,Bethune Cookman,39,23,22.53,23.55,23.97,22.58,24.22,25.99,23,24.44,23,3.12,,15,0,20,,,,,,
11/17/2014,Arkansas St.,73,Tennessee-Martin,75,5.5,12.03,15.39,15.26,14.96,14.71,4.68,5.5,12.79,12,4.18,,9.5,0,9,,,,,,
11/17/2014,Brown,56,Northwestern,69,2,-1.76,-2.58,-2,-3.25,-2.18,-0.19,,-2.14,-1,1.82,,2.5,0,-5,,,,,,
11/17/2014,Cal Riverside,69,CS Sacramento,70,0,1.54,-0.2,-0.12,-0.85,-0.43,2.95,2.5,6.49,3,2.38,,1,0,2,,,,,,
11/17/2014,Colorado,90,Auburn,59,10.5,10.56,10.13,10.41,9.46,10.17,15.24,8.5,10.08,7,2.36,,,0,12,,,,,,
11/17/2014,Drexel,49,St. Joseph's PA,52,2.5,-2.49,-1.5,-0.84,-2.26,-1.19,-6.75,2.5,-2.39,-4,2.49,,-1.5,0,-2,,,,,,
11/17/2014,Eastern Michigan,89,Oakland,77,4.5,4.07,1.86,2.06,1.44,1.52,6.55,4.5,2.67,5,2.29,,7.5,0,8,,,,,,
11/17/2014,Florida,67,Miami-Florida,69,8.5,12.42,11.81,12.03,11.32,11.67,11.74,11,11.74,15,1.17,,12.5,0,14,,,,,,
11/17/2014,Gonzaga,72,SMU,56,9,7.52,7.81,8.09,7.21,7.91,7.62,6.5,8,8,0.75,,6,0,7,,,,,,
11/17/2014,Idaho,82,South Dakota St.,77,-1.5,-3.58,-3.14,-2.88,-3.44,-3.62,-6.05,1.5,-5.13,-7,2.58,,-1,0,0,,,,,,
11/17/2014,Illinois-Chicago,67,Western Illinois,64,3.5,4,5.29,5.96,4.24,5.56,1.64,3.5,2.79,6,1.63,,2.5,0,2,,,,,,
11/17/2014,Indiana,83,Texas Southern,64,23.5,22.02,23.26,23.22,22.39,23.15,31.57,21.5,21.13,21,5.91,,8.5,0,24,,,,,,
11/17/2014,Iowa,87,North Dakota St.,56,19.5,14.09,16.23,16.26,15.2,16.58,18.18,19.5,15.35,8,4.54,,6,0,15,,,,,,
11/17/2014,Iowa St.,81,Georgia St.,58,10,11.61,13.88,14.15,13.21,14.12,12.3,9,9.86,7,2.99,,7,0,13,,,,,,
11/17/2014,Louisville,88,Jacksonville St.,39,31.5,31.59,28.9,28.78,28.18,28.44,48.4,31.5,28.14,42,8.56,,19.5,0,32,,,,,,
11/17/2014,Michigan,77,Bucknell,53,19,18.06,18.8,19.01,18.27,18.57,23.34,18.5,17.54,19,3.17,,11,0,17,,,,,,
11/17/2014,Mississippi St.,89,Miss Valley St.,68,21.5,21.88,20.03,20.04,19.28,19.95,41.64,21.5,20.48,22,8.21,,10.5,0,23,,,,,,
11/17/2014,North Carolina St.,76,Hofstra,64,13,17.25,15.74,15.83,15.11,15.69,27.87,13,15.47,19,4.71,,11.5,0,19,,,,,,
11/17/2014,Oregon,83,Detroit,66,10.5,13.64,12.14,12.6,11.39,12.46,15.8,11.5,15.87,18,2.43,,11.5,0,13,,,,,,
11/17/2014,Providence,66,Binghamton,45,21.5,23.37,22.64,22.52,21.98,22.48,29.08,21.5,25.62,30,4.46,,15,0,21,,,,,,
11/17/2014,SIU Edwardsville,71,IPFW,74,-1.5,-5.84,-9.66,-9.26,-10.26,-9.5,-1.52,1.5,-5.88,-3,4.43,,-1.5,0,-2,,,,,,
11/17/2014,Southern Miss,68,South Alabama,59,10,14.09,12.6,13,12.01,12.76,15.14,10,15.3,17,2.13,,12,0,17,,,,,,
11/17/2014,TCU,81,Washington St.,54,5,1.5,2.81,3.32,2.15,3,2.23,5,-1.48,-1,2.06,,1.5,0,1,,,,,,
11/17/2014,Temple,82,Louisiana Tech,75,-5,-1.84,0.48,0.76,0.24,0.6,-4.27,5,-3.35,-8,3.77,,-3,0,0,,,,,,
11/17/2014,Troy St.,64,Mississippi,74,-10,-10.25,-11.58,-10.96,-12.29,-11.61,-16.61,10,-8.72,-5,7.83,,-2.5,0,-13,,,,,,
11/17/2014,Tulane,49,Wake Forest,71,-2.5,-4.36,-5.32,-5.11,-5.66,-5.46,-5.65,2.5,-5.58,-6,2.86,,-1.5,0,1,,,,,,
11/17/2014,Tulsa,64,Louisiana-Lafayette,53,7.5,9.83,10.09,10.52,9.33,10.59,14.58,7.5,6.9,8,2.5,,6.5,0,12,,,,,,
11/17/2014,USC,70,Tennessee Tech,58,8.5,9.77,12.87,13.16,12.41,13.31,7.73,8.5,6.97,5,3.31,,6.5,0,10,,,,,,
11/17/2014,Villanova,81,Md. Eastern Shore,44,33.5,34.91,33.75,33.53,33,33.19,53.5,33.5,33.68,33,8.41,,20.5,0,40,,,,,,
11/18/2014,BYU,91,Arkansas-Little Rock,62,17,15.46,14.18,14.25,14.12,14.13,18.91,17,15.76,16,2.44,17.28,10,0,20,,,,,,
11/18/2014,Boise St.,72,Montana,67,17,16.38,16.62,16.9,16.38,16.5,23.25,17,14.75,17,3.48,18.41,9,0,15,,,,,,
11/18/2014,Butler,70,Chattanooga,48,15.5,17.46,14.76,14.44,14.88,14.89,25.84,16.5,17.62,19,5.12,24.18,8,0,21,,,,,,
11/18/2014,Central Michigan,75,Youngstown St.,63,7,1.86,1.94,2.01,1.83,1.88,7.61,7,0.94,1,3.13,-2.14,-1.5,0,5,,,,,,
11/18/2014,DePaul,80,Drake,62,9,7.42,8.23,8.33,8.18,8.18,9.71,6,6.02,9,2.32,9.59,2,0,5,,,,,,
11/18/2014,Duke,81,Michigan St.,71,7.5,4.89,2.07,1.37,2.46,2.48,7.9,6.5,8.35,5,4.44,15.27,1,1,3,,,,,,
11/18/2014,Florida St.,73,Northeastern,76,11,13.59,12.78,12.79,12.76,12.77,16.66,11,12.29,16,2.18,16.31,10.5,0,13,,,,,,
11/18/2014,Georgia,80,Stony Brook,70,13.5,11.7,10.65,10.55,10.65,10.7,21.48,12.5,9.33,14,4.08,7.12,7.5,0,15,,,,,,
11/18/2014,Hawaii,54,High Point,62,3.5,5.5,5.55,5.42,5.61,5.62,0.16,3.5,8.65,8,2.63,,,0,5,,,,,,
11/18/2014,Indiana St.,56,Saint Louis,69,2.5,-0.47,0.61,0.52,0.65,0.65,1.6,2.5,-1.75,-2,1.69,-2.52,-1.5,0,-1,,,,,,
11/18/2014,Kansas,40,Kentucky,72,-7,0.26,3.72,3.79,3.6,3.77,-6.77,-5.5,-6.05,-2,4.78,-2.01,5.5,1,-1,,,,,,
11/18/2014,LSU,69,Texas Tech,64,7.5,9.33,13.97,13.94,13.98,13.92,7.25,8,6.87,7,3.95,3.85,6.5,0,6,,,,,,
11/18/2014,Massachusetts,77,Manhattan,68,8,6.43,8.05,8.3,7.88,7.92,-0.74,8.5,7.26,5,3.31,9.65,2,0,9,,,,,,
11/18/2014,Memphis,56,Wichita St.,71,-9,-1.83,3.7,3.71,3.71,3.71,-11.42,-6.5,-4,-7,5.59,-3.17,-5.5,0,-2,,,,,,
11/18/2014,Middle Tenn St.,49,Murray St.,68,-1.5,4.89,6.43,6.54,6.34,6.39,-3.17,,5.71,6,3.23,7.69,6,0,1,,,,,,
11/18/2014,Minnesota,76,Western Kentucky,54,11,14.46,14.4,14.14,14.5,14.53,21.53,11,13.06,13,3.32,16.48,9,0,14,,,,,,
11/18/2014,NC Greensboro,72,NC Wilmington,84,2,3.35,4.53,4.56,4.46,4.5,3.47,2,2.05,4,1.11,3.96,2,0,0,,,,,,
11/18/2014,Ohio St.,74,Marquette,63,12,12.61,14.18,13.97,14.25,14.23,12.12,11,10.63,9,2.41,15.23,8.5,0,14,,,,,,
11/18/2014,Old Dominion,63,Richmond,57,2.5,0.34,-0.97,-0.92,-1.01,-0.98,5.96,2.5,1.21,1,2.28,-1.42,0.5,0,0,,,,,,
11/18/2014,Pennsylvania,57,Rider,73,-3,0.33,0.64,0.81,0.56,0.56,-1.62,,0.51,1,0.85,-0.7,0.5,0,1,,,,,,
11/18/2014,Quinnipiac,58,La Salle,60,4,-1.39,-1.95,-1.91,-1.98,-1.96,-0.9,4,-2.34,-3,2.19,-0.86,2,0,-1,,,,,,
11/18/2014,San Diego St.,53,Utah,49,4.5,8.07,6.98,6.95,6.96,7.04,9.57,5.5,6.74,11,1.62,8.93,7.5,0,9,,,,,,
11/18/2014,South Carolina,65,Baylor,69,3,-3.23,-2.78,-2.59,-2.89,-2.84,7.99,0,-6.7,-8,4.64,-8.03,-2.5,0,-4,,,,,,
11/18/2014,St. Mary's,83,New Mexico St.,71,6.5,8.02,11.31,11.37,11.25,11.28,4.11,6.5,5.86,3,3.6,,,0,6,,,,,,
11/18/2014,Stephen F. Austin,77,Northern Iowa,79,3,2.49,1.07,1.05,1.07,1.08,0.66,4,2.09,8,2.83,2.9,8,0,-1,,,,,,
11/18/2014,Tennessee St.,67,Southern Illinois,84,-8.5,-4.54,-1.97,-1.9,-2.04,-2.05,-10.43,-8.5,-6.44,-4,3.27,-8.05,-2.5,0,-6,,,,,,
11/18/2014,Texas Arlington,68,Buffalo,74,3,0.52,3.95,4.15,3.79,3.88,-4.62,3,2.92,-5,3.65,0.15,-2,0,-2,,,,,,
11/18/2014,VA Commonwealth,87,Toledo,78,11.5,15.86,16.5,16.45,16.45,16.54,11.97,14.5,15.83,16,3.34,21.84,9,0,18,,,,,,
11/18/2014,Wofford,86,Iona,73,2,-0.84,-0.2,-0.24,-0.15,-0.17,4.67,2,-3.14,-1,3.44,-8.64,-1.5,0,2,,,,,,
11/18/2014,Xavier,97,Long Beach St.,74,11,12.62,13.73,13.7,13.69,13.73,11.1,10.5,12.38,15,2.52,16.34,7.5,0,9,,,,,,
11/19/2014,Arizona,71,UC Irvine,54,15,11.17,10.87,-3.31,13.02,-4.5,20.85,16.5,15.54,16,8.33,12.22,12,0,19,,,,,,
11/19/2014,Arkansas,83,Wake Forest,53,13.5,10.66,8.55,16.68,8.16,18.51,9,10,8.29,10,3.96,6.9,7.5,0,13,,,,,,
11/19/2014,Bowling Green,70,Wright St.,55,6.5,3.38,1.45,7.23,1.06,8.2,7.58,6.5,3.06,0.01,3.48,3.67,-1.5,0,3,,,,,,
11/19/2014,CS Northridge,72,Montana St.,65,16,13.37,13.42,11.46,13.54,16.22,22.33,16,9.27,15,4.19,14.45,7,0,11,,,,,,
11/19/2014,Cincinnati,69,Morehead St.,61,10.5,14.42,11.74,15.1,11.71,14.71,19.47,10.5,14.68,18,3.05,13.26,10.5,0,15,,,,,,
11/19/2014,Cleveland St.,60,Jacksonville St.,46,14,19.21,13.84,24.21,13.47,28.91,25.95,14,16.2,22,6.04,19.05,11.5,0,17,,,,,,
11/19/2014,Creighton,65,Oklahoma,63,-5.5,-2.21,-4.24,-8.27,-4.22,-12.8,-5.3,-1.5,4.45,1,5.72,0.31,6,0,1,,,,,,
11/19/2014,Furman,84,Appalachian St.,65,2.5,-0.87,0.71,-3.36,0.88,-1.58,-1.87,2.5,-1.64,-2,2.36,-3.82,3,0,1,,,,,,
11/19/2014,Gonzaga,94,St. Joseph's PA,42,22.5,15.02,14.78,18.01,15.9,19.91,17.29,17,15.32,13,3.39,16.52,7.5,0,12,,,,,,
11/19/2014,Miami-Ohio,50,Evansville,69,-5.5,1.1,-1.11,10.82,-2.56,3.56,-1.23,,0.71,-3,4.44,-0.15,5,0,-1,,,,,,
11/19/2014,Missouri,78,Oral Roberts,64,6,5.21,5.78,-8.44,6.46,-4.02,8.37,6,9.53,10,6.1,5.89,8.5,0,10,,,,,,
11/19/2014,New Mexico St.,86,Northern Colorado,65,12,9.87,10.86,-3.19,11.66,-2.77,20.55,12,11.49,14,7.27,11.59,10.5,0,14,,,,,,
11/19/2014,Oakland,71,Western Michigan,82,2,0.55,5.09,0.31,4.34,-1.29,-3.15,2,0.33,-1,2.61,1.37,-1.5,0,1,,,,,,
11/19/2014,Samford,68,Austin Peay,67,-3,-1.19,-0.57,-4.76,-0.37,-9.18,-2.84,3,1.98,3,3.97,1.36,2.5,0,-3,,,,,,
11/19/2014,San Jose St.,44,Pepperdine,63,-1.5,-3.3,-3.69,-2.75,-4.1,-1.07,-1,1.5,-5.86,-5,3.06,-9.54,-2,0,2,,,,,,
11/19/2014,St. Bonaventure,70,Siena,73,3.5,10.28,7.92,27.15,7.21,23.64,-3.66,3.5,8.55,7,9.1,11.98,7,0,6,,,,,,
11/19/2014,Utah St.,60,Santa Clara,54,2.5,1.86,4.13,-2.35,4.41,-6.16,-6.88,2.5,6.32,7,5.15,2.64,6.5,0,3,,,,,,
11/19/2014,Wisconsin,84,Wisconsin-Green Bay,60,15,15.84,15.05,9.45,16.55,13.86,21.9,15,15.96,21,4.06,15.12,9.5,0,20,,,,,,
