date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linegreen,lineopen,lineargh,linedunk,linemarkov,linerpi,lineash
11/19/2005,DePaul,60,Bradley,75,0,11.03,10.11,10.11,10.11,0,12.37,11.53,,,,,,,,
11/19/2005,Nevada,82,CS Sacramento,74,21,22.98,21.46,21.46,21.46,0,24.03,24.95,,,,,,,,
11/19/2005,Washington St.,86,Cal Riverside,55,17,15.62,13.34,13.34,13.34,0,16.1,19.7,,,,,,,,
11/19/2005,Mississippi St.,64,Chattanooga,48,6,15.18,16.44,16.44,16.44,0,18.26,9.58,,,,,,,,
11/19/2005,North Carolina St.,91,Citadel,59,30,34.43,29.27,29.27,29.27,0,36.28,42.88,,,,,,,,
11/19/2005,Penn St.,66,Cornell,54,5.5,6.09,8.33,8.33,8.33,0,-2.59,10.3,,,,,,,,
11/19/2005,Duke,84,Davidson,55,26,23.81,22.28,22.28,22.28,0,23.95,26.73,,,,,,,,
11/19/2005,Southern Miss,30,Denver,44,-5.5,-5.37,-4.97,-4.97,-4.97,1,-3.54,-8.02,,,,,,,,
11/19/2005,Xavier,80,Eastern Illinois,35,21.5,22.78,20.13,20.13,20.13,0,22.51,28.35,,,,,,,,
11/19/2005,Hofstra,64,Florida International,51,11.5,12.59,11.92,11.92,11.92,0,12.44,14.07,,,,,,,,
11/19/2005,Rice,56,IUPUI,58,-0.5,4.16,4.02,4.02,4.02,1,6.11,2.48,,,,,,,,
11/19/2005,San Diego St.,63,Illinois-Chicago,66,6,-0.04,-1.98,-1.98,-1.98,1,-2.31,6.12,,,,,,,,
11/19/2005,Lamar,60,Kennesaw St.,79,,20.01,27.61,27.61,27.61,0,18.63,6.17,,,,,,,,
11/19/2005,Towson,67,Loyola-Maryland,80,3,10.03,12.92,12.92,12.92,0,7.16,7.12,,,,,,,,
11/19/2005,Seton Hall,75,Marist,72,12,18.49,16.54,16.54,16.54,0,20.71,20.17,,,,,,,,
11/19/2005,Hawaii,84,Michigan St.,62,-6.5,-9.8,-7.39,-7.39,-7.39,0,-9.22,-15.21,,,,,,,,
11/19/2005,New Mexico,95,Mississippi,42,5,9.55,5.45,5.45,5.45,0,6.62,20.68,,,,,,,,
11/19/2005,Cincinnati,79,Murray St.,75,10,16.54,15.11,15.11,15.11,0,14.49,21.46,,,,,,,,
11/19/2005,SW Missouri St.,87,Northern Illinois,51,7.5,11.76,11.02,11.02,11.02,0,11.29,13.7,,,,,,,,
11/19/2005,Fordham,52,Old Dominion,65,-9.5,-8.85,-8.89,-8.89,-8.89,1,-12.63,-5,,,,,,,,
11/19/2005,Oklahoma,68,Samford,41,27.5,25.97,22.86,22.86,22.86,0,23.45,34.7,,,,,,,,
11/19/2005,Pittsburgh,82,St. Peter's,71,7.5,22.15,20.76,20.76,20.76,0,26.91,20.17,,,,,,,,
11/19/2005,Louisville,78,Tennessee-Martin,61,28,32.97,31.35,31.35,31.35,0,31,38.19,,,27.5,,,,,
11/19/2005,Stanford,63,UC Irvine,79,15.5,17.55,16.29,16.29,16.29,0,17.55,20.08,,,,,,,,
11/19/2005,Marquette,64,Winthrop,71,3,9.53,11.66,11.66,11.66,0,9.43,5.35,,,,,,,,
11/19/2005,Eastern Kentucky,89,Wisconsin,95,-12,-16.96,-18.35,-18.35,-18.35,1,-19.3,-11.83,,,,,,,,
11/19/2005,Purdue,82,Wofford,75,10,14.58,14.18,14.18,14.18,0,12.75,17.22,,,,,,,,
11/19/2005,Nebraska,73,Yale,64,15.5,13.19,14.31,14.31,14.31,0,9.88,14.25,,,16.5,,,,,
11/20/2005,Rutgers,66,Austin Peay,46,13.5,12.45,10.53,9.25,11.74,0,11.52,17.3,,,,,,,,
11/20/2005,USC,76,CS Northridge,81,6,7.05,6.34,6.36,6.19,0,6.47,9.16,,,,,,,,
11/20/2005,Portland,92,Cal Riverside,74,13,4.25,1.55,2.45,-0.34,0,2.59,12.29,,,,,,,,
11/20/2005,North Carolina St.,73,Delaware,57,20.5,19.53,13.28,10.38,16.96,0,22.17,28.62,,,,,,,,
11/20/2005,Illinois-Chicago,48,Denver,52,-2,0.16,1.46,2.78,0.4,1,-0.78,-1.76,,,,,,,,
11/20/2005,Drake,69,Detroit,61,1,1.39,1.31,1.29,1.51,0,-1.07,3.83,,,,,,,,
11/20/2005,Norfolk St.,60,Eastern Kentucky,67,-10,-10.53,-8.93,-5.47,-12.6,1,-11.89,-12.14,,,,,,,,
11/20/2005,Georgia,79,Fordham,68,2.5,5,4.75,4.75,4.76,1,7.18,3.31,,,,,,,,
11/20/2005,Vanderbilt,81,Furman,60,15,18.49,16.13,15.95,16.02,0,17.57,24.43,,,,,,,,
11/20/2005,Montana St.,82,Lamar,92,0.5,7.56,8.94,8.15,9.68,1,10.11,2.3,,,,,,,,
11/20/2005,Nebraska,59,Louisiana Tech,56,8,10.01,10.23,13.65,7.2,0,10.01,9.17,,,9.5,,,,,
11/20/2005,Tennessee Tech,90,Oregon St.,62,-2,-1.86,0.49,0.82,0.22,0,-2.91,-5.57,,,-1.5,,,,,
11/20/2005,Cal Poly SLO,57,San Jose St.,72,-1,-0.23,0.52,0.29,1.34,0,-0.69,-1.86,,,,,,,,
11/20/2005,San Diego St.,79,Southern Miss,51,7.5,8.07,6.09,4.15,8.16,1,8.05,11.92,,,,,,,,
11/20/2005,South Carolina,85,Toledo,73,11.5,12.79,11.75,10.51,13.29,0,10.1,17.27,,,,,,,,
11/20/2005,Northern Iowa,68,Western Carolina,46,19.5,20.12,18.66,18.15,18.98,0,19.76,23.59,,,20.5,,,,,
11/21/2005,Kansas,49,Arizona,61,-5,-4.8,-3.46,-3.93,-2.55,1,0.7,-13.4,,,-5,,,,,
11/21/2005,Connecticut,77,Arkansas,68,4.5,9.95,9.42,11.36,6.64,1,13.11,8.71,,,7,,,,,
11/21/2005,Mississippi St.,68,Arkansas St.,63,11,16.06,16.75,16.8,16.66,0,19.18,11.58,,,12,,,,,
11/21/2005,Colorado St.,83,Colorado,82,-2,-5.73,-5.2,-4.72,-5.71,0,-8.34,-4.16,,,-1.5,,,,,
11/21/2005,Miami-Ohio,58,Dayton,42,2,0.6,0.37,0.37,0.2,0,-1.03,2.88,,,1.5,,,,,
11/21/2005,Georgia,76,Eastern Kentucky,68,3,4.18,3.15,3.89,2.41,1,2.76,7.68,,,5,,,,,
11/21/2005,Georgia Tech,81,Elon,69,18,26.58,27.92,27.1,28.13,0,29.02,22.06,,,18,,,,,
11/21/2005,Loyola-Chicago,99,Evansville,86,6.5,4.53,3.8,4.13,3.46,0,4.58,5.97,,,7.5,,,,,
11/21/2005,James Madison,66,Georgetown,73,-14,-17.17,-14.61,-13.82,-14.73,0,-14.55,-25.56,,,-14,,,,,
11/21/2005,Maryland,76,Gonzaga,88,2,2.24,2.41,-0.32,4.84,1,2.26,2.18,,,0,,,,,
11/21/2005,Kentucky,63,Iowa,67,2.5,2.19,1.77,5.75,-1.99,1,3.39,1.62,,,2,,,,,
11/21/2005,California,88,Long Beach St.,69,13.5,15.38,13.96,11.67,16.62,0,17.27,15.94,,,12,,,,,
11/21/2005,Virginia Tech,71,Marshall,54,13,11.04,6.25,5.76,6.75,0,9.9,21.75,,,13.5,,,,,
11/21/2005,Loyola Marymount,75,Montana,81,11,12.36,12.48,10.6,14.49,0,16.95,7.41,,,11.5,,,,,
11/21/2005,Fordham,72,Norfolk St.,53,10,6.94,4.83,4.86,4.85,1,3.42,14.61,,,12,,,,,
11/21/2005,Wisconsin,84,Old Dominion,81,-1,3.79,4.18,4,4.37,1,5.45,1.35,,,0,,,,,
11/21/2005,Drexel,72,Rider,60,11,15.84,16.79,19.06,14.78,0,17.85,11.67,,,12,,,,,
11/21/2005,UC Santa Barbara,67,San Diego,65,7.5,6.74,8.39,5.88,11.05,0,10.88,-0.86,,,6,,,,,
11/21/2005,Pennsylvania,82,Siena,77,14,18.24,18,18.26,16.96,0,16.94,20.8,,,16,,,,,
11/21/2005,Niagara,101,St. Bonaventure,88,10,15.62,15.06,15.9,14.37,0,15.43,16.77,,,11,,,,,
11/21/2005,Fairfield,41,St. Joseph's PA,72,-5,-11.09,-9.8,-10,-9.62,0,-12.44,-12.3,,,-6.5,,,,,
11/21/2005,Middle Tenn St.,60,Utah St.,59,-4,-6.02,-5.44,-5.87,-5.14,0,-4.65,-8.4,,,-4.5,,,,,
11/21/2005,Appalachian St.,51,VA Commonwealth,47,-2,0.21,-0.04,-0.78,0.84,0,1.16,-0.38,,,-1.5,,,,,
11/21/2005,Boise St.,61,Weber St.,66,12,10.46,8.75,7.26,10.07,0,10.9,13.62,,,9,,,,,
11/21/2005,Texas,76,West Virginia,75,6,3.96,5.54,3.99,8.87,1,4.2,-1.23,,,7.5,,,,,
11/21/2005,Central Michigan,67,Wisconsin-Green Bay,62,1,-0.58,0.72,-0.66,2.15,0,-2.76,-1.05,,,-1.5,,,,,
11/22/2005,Connecticut,79,Arizona,70,0,4.73,5.3,5.49,5.11,0,3.63,4.71,,,-1,,,,,
11/22/2005,Kansas,64,Arkansas,65,-3.5,5.04,5.78,8.51,1.68,0,9.09,0.86,,,0,,,,,
11/22/2005,Kent St.,94,Austin Peay,67,12,8.46,6.51,6.23,6.93,0,6.4,14.26,,,13,,,,,
11/22/2005,Washington St.,68,BYU,76,8,11.2,11.37,8.52,14.45,0,13.46,8.38,,,7,,,,,
11/22/2005,Boston College,92,Buffalo,63,15.5,13.8,12.45,11.99,12.96,0,15.04,15.19,,,15,,,,,
11/22/2005,Ohio St.,79,Butler,69,14,13.11,11.7,8.62,14.87,0,12.03,16.93,,,15,,,,,
11/22/2005,North Carolina,112,Cleveland St.,55,19.5,28.73,28.39,32.34,26.39,0,27.21,28.96,,,20,,,,,
11/22/2005,George Mason,52,Creighton,72,2.5,6.22,9.58,6.91,15.42,0,5.94,-3.41,,,2.5,,,,,
11/22/2005,Georgia St.,99,Delaware,72,-1,0.87,-0.23,1.04,-1.35,0,2.35,1.44,,,-1,,,,,
11/22/2005,Oklahoma St.,90,Detroit,56,11,14.39,13.73,14.2,13.27,0,15.4,14.69,,,10.5,,,,,
11/22/2005,Saint Louis,69,Eastern Illinois,45,13,14.82,14.14,12.08,16.97,0,15.37,14.86,,,15,,,,,
11/22/2005,UNLV,67,Hawaii,61,2.5,1.73,1.26,0.93,1.58,0,-1.03,5.43,,,3.5,,,,,
11/22/2005,Notre Dame,69,Hofstra,50,7,11.92,11.97,11.71,12.22,0,13.1,10.66,,,7,,,,,
11/22/2005,Washington,90,Idaho,67,25,22.77,18.49,18.74,19.06,0,18.87,34.41,,,24,,,,,
11/22/2005,Cincinnati,76,Illinois St.,59,18,16.62,15,16.81,13.94,0,15.66,20.06,,,18,,,,,
11/22/2005,Texas,68,Iowa,59,3.5,4.51,4.93,5.71,4.51,0,5,2.84,,,3,,,,,
11/22/2005,Tennessee,83,Louisiana-Lafayette,76,10,7.93,6.32,4.91,7.77,0,9.15,9.9,,,9,,,,,
11/22/2005,Davidson,66,Massachusetts,63,6.5,9.56,10.66,10.14,11.29,0,10.26,6.54,,,7.5,,,,,
11/22/2005,Gonzaga,109,Michigan St.,106,-2,7.29,8.52,7.68,9.11,0,12.53,-0.18,,,-1.5,,,,,
11/22/2005,Vanderbilt,85,NC Greensboro,53,20.5,21.61,19.62,18.97,20.3,0,21.01,26.17,,,19,,,,,
11/22/2005,Tulane,77,New Orleans,66,-4,2.16,1.46,1.39,1.67,0,1.09,4.48,,,-1,,,,,
11/22/2005,NC Wilmington,70,North Texas,52,12,15.15,16.19,17.82,14.65,0,16.74,11.38,,,13,,,,,
11/22/2005,Oregon,84,Pacific,62,9,5.46,4.73,2.81,7.87,0,2.66,8.48,,,8,,,,,
11/22/2005,Utah,66,Rhode Island,50,13,13.13,9.25,10.94,8.02,0,15.68,17.86,,,14.5,,,,,
11/22/2005,UC Irvine,78,Santa Clara,70,5,9.53,10.37,5.9,19.93,0,9.59,2.72,,,6,,,,,
11/22/2005,Purdue,85,South Alabama,67,7,13.58,13.13,14.31,11.87,0,12.49,15.65,,,7,,,,,
11/22/2005,CS Northridge,77,Tulsa,71,11,12.44,13.07,12.32,13.85,0,14.24,9.34,,,10.5,,,,,
11/22/2005,Richmond,43,Virginia,59,-3,-3.02,-1.37,1.95,-4.98,0,-2.83,-6.2,,,-3,,,,,
11/22/2005,Kentucky,80,West Virginia,66,1,5.75,5.73,7.96,2.89,0,5.11,7.05,,,1,,,,,
11/23/2005,Michigan St.,74,Arizona,71,-2,-6.82,-8.27,-7.61,-8.85,1,-9.39,-1.42,,,-2,,,,,
11/23/2005,Maryland,75,Arkansas,62,0,-0.64,-2.63,-2.12,-3.06,1,-0.02,2.63,,,4,,,,,
11/23/2005,Duke,78,Drexel,68,23.5,13.97,11.06,6.82,14.45,1,13.5,21.11,,,21.5,,,,,
11/23/2005,Marquette,,Eastern Washington,11,11,9.31,8.35,6.53,10.12,1,9.8,10.8,,,10,,,,,
11/23/2005,Cal Poly SLO,77,Fresno St.,85,-10,-9.67,-8.22,-8.83,-7.54,0,-10.66,-11.63,,,-13,,,,,
11/23/2005,Texas Tech,83,Furman,74,17.5,16.56,13.85,14.33,13.38,0,15.5,23.04,,,16.5,,,,,
11/23/2005,Connecticut,65,Gonzaga,63,4,7.46,8.18,6.51,9.03,1,7.83,6.47,,,5,,,,,
11/23/2005,NC Charlotte,38,Mississippi St.,53,9,-3.02,-5.27,-7.64,-3.34,0,-5.58,4.48,,,8.5,,,,,
11/23/2005,Dayton,67,Morehead St.,41,19,19.19,17.7,16.02,19.16,0,17.02,24.54,,,18,,,,,
11/23/2005,Kansas St.,68,New Mexico,56,7,5.79,7.26,2.97,11.45,0,6.79,1.95,,,5,,,,,
11/23/2005,Western Michigan,63,Northern Iowa,69,-2.5,4.82,5.26,5.98,4.33,0,4.6,4.37,,,-5,,,,,
11/23/2005,USC,48,Oral Roberts,68,-3.5,-1.12,-1.36,0.13,-2.9,1,-3.05,1.35,,,-2.5,,,,,
11/23/2005,Cal St. Fullerton,76,Pepperdine,66,7,1.82,0.11,-0.46,0.7,0,1.66,5.4,,,10,,,,,
11/23/2005,Iowa St.,72,Portland St.,64,23.5,17.3,14.63,12.45,16.75,0,17.09,22.91,,,24,,,,,
11/23/2005,San Jose St.,79,San Diego,68,-1,1.97,4.82,3.65,6.03,0,1.39,-3.21,,,-2,,,,,
11/23/2005,Stanford,71,San Francisco,56,16,11.49,9.87,8.33,11.7,0,9.35,16.58,,,14.5,,,,,
11/23/2005,Memphis,88,UCLA,80,6.5,8.21,10.23,8.59,11.98,1,10.31,1.96,,,7,,,,,
11/23/2005,Toledo,64,Wright St.,53,8,9.51,8.12,8.5,7.75,0,8.36,13.42,,,9,,,,,
11/24/2005,Southern Illinois,68,Monmouth,80,15,18.23,16.91,17.7,16.34,1,19.92,18.96,,,16,,,,,
11/26/2005,Wright St.,50,Ball St.,71,3.5,0.09,1.34,-0.53,3.15,0,-0.2,-2.06,,,1,,,,,
11/26/2005,Rhode Island,57,Brown,40,8.5,8.08,8.34,11.24,5.38,0,5.25,10.43,,,8.5,,,,,
11/26/2005,Michigan,78,Butler,74,11.5,13.51,13.35,13.28,13.42,0,13.91,13.43,,,9.5,,,,,
11/26/2005,San Francisco,78,CS Sacramento,85,9.5,8.78,9.21,10.15,8.37,0,5.36,11.23,,,8.5,,,,,
11/26/2005,St. Bonaventure,77,Canisius,55,1,4.19,4.29,3.9,4.64,0,3.86,4.34,,,1,,,,,
11/26/2005,Minnesota,67,Chattanooga,46,10,13.32,12.49,13.71,11.45,0,12.93,15.2,,,10.5,,,,,
11/26/2005,Denver,58,Colorado St.,64,4,6.98,7.18,8.68,6.6,0,8.34,4.28,,,3.5,,,,,
11/26/2005,Creighton,91,Dayton,90,9.5,12.3,13.85,15.23,12.16,0,12.62,9.2,,,10.5,,,,,
11/26/2005,Marist,64,Delaware,48,3.5,4.45,4.3,2.3,6.34,0,7.33,1.82,,,4,,,,,
11/26/2005,Wichita St.,62,Delaware St.,44,9,10.5,6.73,4.92,9.38,1,13.46,14.23,,,9,,,,,
11/26/2005,Buffalo,66,Detroit,60,-2.5,5.92,5.92,7.58,4.39,0,2.7,9,,,0,,,,,
11/26/2005,Pennsylvania,68,Drexel,60,4,0.72,0.76,2.98,-1.27,0,-2.38,3.55,,,3.5,,,,,
11/26/2005,Southern Illinois,80,Eastern Washington,72,12,16.52,14.91,14.5,15.33,1,15.42,20.83,,,11,,,,,
11/26/2005,Marshall,70,Evansville,67,5,0.09,-0.15,-1.4,1.1,0,0.1,0.55,,,5.5,,,,,
11/26/2005,Manhattan,66,George Mason,72,1,-1.36,-2.32,0.85,-5.46,0,-3.91,3.06,,,1.5,,,,,
11/26/2005,Western Kentucky,65,Georgia,69,7.5,8.31,9.78,8.85,10.74,0,9.25,4.39,,,8,,,,,
11/26/2005,Washington St.,63,Idaho,37,12,5.81,-0.68,0.61,-2.15,0,4.3,20.49,,,11.5,,,,,
11/26/2005,Iowa St.,72,Iona,89,13,12.54,9.83,8.17,11.47,0,11.21,19.29,,,13.5,,,,,
11/26/2005,West Virginia,68,LSU,71,5,2.71,1.79,2.02,1.17,0,3.48,4.18,,,6.5,,,,,
11/26/2005,New Orleans,64,Louisiana Tech,76,-1,2,3.61,4.44,2.8,0,-1.17,1.92,,,1,,,,,
11/26/2005,Indiana St.,85,Middle Tenn St.,79,4.5,-1.75,-2.37,-3.02,-1.58,0,-2.84,0.45,,,2,,,,,
11/26/2005,Oral Roberts,62,Monmouth,54,11.5,3.37,-0.27,0.17,-0.76,1,2.15,11.92,,,10,,,,,
11/26/2005,Texas Tech,76,Morehead St.,42,28,21.51,17.72,18.22,17.3,0,20.2,30.3,,,27,,,,,
11/26/2005,Georgia St.,68,NC Charlotte,73,-4.5,5.9,8.92,6.54,11.55,0,7.72,-2.2,,,-3,,,,,
11/26/2005,Elon,51,NC Wilmington,59,-4,-9.1,-9.36,-12.82,-6.39,0,-10.98,-6.21,,,-4,,,,,
11/26/2005,UNLV,61,Nevada,68,0,3.85,5.94,1.82,9.31,0,4,0.28,,,0,,,,,
11/26/2005,St. John's,67,Niagara,61,10.5,5.28,3.38,3.21,3.57,0,2.64,11.68,,,11.5,,,,,
11/26/2005,Notre Dame,48,North Carolina St.,61,-3,4.44,8.34,8.81,7.84,0,3.33,-2.23,,,-2.5,,,,,
11/26/2005,California,83,Northeastern,76,6.5,-2.99,-4.93,-8.45,-1.72,1,-3.39,1.6,,,5,,,,,
11/26/2005,DePaul,59,Northwestern,49,3,3.9,4.52,4.8,4.26,0,2.82,3.73,,,4,,,,,
11/26/2005,Boston College,76,Oklahoma St.,68,3,-1.3,-4.48,0.66,-7.94,1,-2.15,4.24,,,2.5,,,,,
11/26/2005,Fresno St.,80,Oregon St.,73,5.5,8.84,11.17,10.09,12.57,0,10.72,1.99,,,4.5,,,,,
11/26/2005,Santa Clara,63,Pacific,60,3,0.94,2.52,1.15,4.07,0,1.27,-2.74,,,1.5,,,,,
11/26/2005,Oregon,84,Rice,60,15.5,17.09,15.11,13.09,18.7,0,16.4,20.15,,,14,,,,,
11/26/2005,Illinois,77,Rutgers,57,7.5,8.2,5.17,5.37,5.12,1,10.11,12.19,,,8,,,,,
11/26/2005,Arkansas St.,80,SW Missouri St.,97,-1,-3.62,-2.53,-1.73,-4.12,0,-1.64,-6.99,,,-2.5,,,,,
11/26/2005,Hawaii,82,Saint Louis,64,11,10.98,11.32,9.02,15.28,0,10.83,8.77,,,11.5,,,,,
11/26/2005,Cal Riverside,65,San Diego,82,-5,-6.93,-5.5,-3.67,-8.37,0,-9.03,-6.66,,,-5,,,,,
11/26/2005,Marquette,92,South Carolina,89,-5,-8.01,-6.89,-8.07,-6.08,1,-4.96,-12.92,,,-4.5,,,,,
11/26/2005,Davidson,100,St. Joseph's PA,94,-1,-8.09,-6.37,-1.4,-11.95,0,-11.53,-7.46,,,-1,,,,,
11/26/2005,Colorado,73,St. Mary's,54,7,8.6,7.54,5.92,9.29,0,9.51,9.68,,,7,,,,,
11/26/2005,Drake,86,TCU,79,3,2.25,0.86,0.5,1.21,1,4.33,2.94,,,2.5,,,,,
11/26/2005,Pepperdine,79,UC Irvine,76,1,-0.24,-2.5,0.47,-6.33,0,-1.48,6.38,,,0,,,,,
11/26/2005,New Mexico,76,UTEP,72,4.5,6.95,4.85,4.69,5.05,0,5.83,12.23,,,3,,,,,
11/26/2005,Weber St.,62,Utah,67,-5,-3.02,1.57,-1.91,4.32,0,-2.6,-11.87,,,-5.5,,,,,
11/26/2005,Houston,61,VA Commonwealth,62,9,3.92,2.36,3.41,1.45,0,1.92,8.91,,,6,,,,,
11/26/2005,Georgetown,61,Vanderbilt,68,3,1.51,2.57,4.03,0.54,0,-2.18,3.64,,,4.5,,,,,
11/26/2005,Illinois St.,64,Western Michigan,47,,0.72,2.7,2.47,2.92,0,-1.64,-0.88,,,,,,,,
11/26/2005,East Carolina,70,Wofford,68,3,1.59,-1.65,-0.43,-2.91,0,-0.37,10.07,,,4,,,,,
11/26/2005,Purdue,55,Xavier,74,-6,-2.17,-0.11,3.01,-4.66,0,-1.65,-5.37,,,-6,,,,,
11/26/2005,Akron,67,Youngstown St.,62,20.5,22.52,21.41,21.6,21.33,0,23.2,23.95,,,21.5,,,,,
11/27/2005,Temple,73,Miami-Florida,56,-2.5,2.52,2.93,1.98,4.03,0,1.71,2.37,,,-3,,,,,
11/27/2005,Nebraska,69,SE Missouri St.,54,6,13.69,13.09,17.35,9.6,0,14.12,13.68,,,,,,,,
11/27/2005,SMU,60,Toledo,72,1,-1.64,-3.31,-1.44,-5.28,0,-1.89,2.05,,,1,,,,,
11/27/2005,Arizona,81,Virginia,51,13,9.39,6.72,7.13,6.21,0,8.1,16.1,,,12,,,,,
11/28/2005,James Madison,81,Appalachian St.,79,-1.5,-6.53,-6.83,-10.55,-3.87,0,-6.18,-5.52,,,1,,,,,
11/28/2005,Colorado St.,77,Auburn,67,6,7.39,6.58,11.33,3,0,2.55,12.67,,,6,,,,,
11/28/2005,Stanford,82,Cal Poly SLO,58,24,20.71,16.78,18.97,14.75,0,18.92,30.2,,,24,,,,,
11/28/2005,Northern Illinois,77,DePaul,68,2.5,-0.73,1.46,0.36,2.3,0,-1.92,-3.66,,,2,,,,,
11/28/2005,Siena,64,Fordham,54,-2,4.23,8.09,8.13,8.18,0,6.21,-5.61,,,-2,,,,,
11/28/2005,Georgia Southern,89,Illinois-Chicago,69,2,-1.92,-2.69,-1.76,-3.7,0,-2.76,0.56,,,1.5,,,,,
11/28/2005,NC Charlotte,59,Portland,46,14.5,11.26,10.29,9.58,11.17,0,11.81,12.46,,,14,,,,,
11/28/2005,Fairfield,78,Providence,81,-5.5,-8.64,-7.5,-6.23,-8.97,0,-9.4,-9.95,,,-4,,,,,
11/28/2005,Southern Miss,33,Samford,52,3.5,1.17,-1.23,-3.36,0.65,0,0.56,6.81,,,3.5,,,,,
11/28/2005,Loyola Marymount,80,South Alabama,81,5,5.2,3.62,7.32,-1.65,0,8.75,6.39,,,4.5,,,,,
11/28/2005,Seton Hall,66,St. Peter's,57,11,12.92,12.06,18.68,6.59,0,12.94,13.45,,,10.5,,,,,
11/28/2005,Arizona St.,73,UC Santa Barbara,57,4.5,6.21,2.96,3.85,1.98,0,6.89,12.14,,,5.5,,,,,
11/28/2005,Ohio St.,69,Virginia Tech,56,10,10.95,12.09,12.54,11.7,0,10.55,9,,,10.5,,,,,
11/28/2005,Tennessee Tech,72,Wisconsin-Milwaukee,67,-3,-4.07,-4.17,-7.28,-1.47,0,-0.5,-7.05,,,-3.5,,,,,
11/29/2005,Middle Tenn St.,81,Chattanooga,71,8,13.59,13.65,13.15,14.23,0,15.41,12.16,,,6.5,,13,,17.49,
11/29/2005,Penn St.,88,Clemson,96,-5,-5.12,-2.31,-2.52,-2.51,0,-5.09,-7.06,,,-6.5,,-8.4,,2.99,
11/29/2005,Pennsylvania,60,Colorado,78,2,-0.74,0.98,4.44,-1.97,0,-4.74,-2.41,,,0,,1,,7.63,
11/29/2005,Cincinnati,66,Dayton,75,8,11.11,10.98,11.69,10.15,0,8.9,13.43,,,9,,11.4,,16.01,
11/29/2005,Eastern Michigan,60,Detroit,64,-2.5,-0.29,3.31,3.41,3.11,0,-4.29,-0.9,,,-3,,-2.8,,10.61,
11/29/2005,St. John's,51,Hofstra,64,6,9.06,7.7,8.15,7.34,0,10.89,11.82,,,5.5,,7.1,,18.14,
11/29/2005,LSU,83,Houston,84,9.5,16.06,17.1,17.59,16.7,0,18.22,16.18,,,9.5,,11.6,,35.9,
11/29/2005,North Carolina,64,Illinois,68,2,2.52,4.23,2.26,5.45,0,-0.25,2.26,,,2.5,,2.9,,6.9,
11/29/2005,Alabama,73,Louisiana Tech,63,13.5,16.93,14.71,14.46,15.25,0,14.49,22.25,,,13,,18.2,,13.13,
11/29/2005,Georgia St.,76,Louisiana-Lafayette,61,-2,-2.68,-1.82,-2.96,-0.93,0,0.09,-6.79,,,-3,,-2.8,,4.38,
11/29/2005,Michigan,74,Miami-Florida,53,6,6.83,8.68,10.61,6.5,0,6.26,4.16,,,5.5,,6.6,,10.36,
11/29/2005,Iowa St.,68,Northern Iowa,61,3.5,1.16,0.35,-0.89,1.51,0,-4.25,7.42,,,3.5,,2,,8.06,
11/29/2005,Florida St.,97,Purdue,57,11,8.92,9.3,6.1,12.56,0,8.63,10.39,,,11,,6.9,,-0.81,
11/29/2005,San Jose St.,46,Santa Clara,47,2,1.89,3.4,2.28,4.6,0,4,-2.14,,,0,,0.7,,8,
11/29/2005,Florida International,69,South Florida,64,2,-2.11,-0.44,-0.06,-0.84,0,-5.26,-1.98,,,3.5,,-2.4,,1.72,
11/29/2005,Drexel,59,St. Joseph's PA,69,-2,-1.9,-1.2,-0.82,-1.65,0,-1.15,-3.96,,,-2.5,,,,11.63,
11/29/2005,Butler,,Tulane,,,9.69,10.74,9.46,12.13,0,9.5,8.96,,,,,8.4,,10.19,
11/29/2005,UAB,76,Western Kentucky,92,8,8.76,8.5,10.12,6.55,0,9.45,12.67,,,8.5,,5,,10.67,
11/29/2005,Wake Forest,91,Wisconsin,88,5,3.74,1.29,2.97,0.38,0,2.75,7.89,,,4.5,,4.7,,8.3,
11/30/2005,Loyola-Chicago,86,Bradley,72,1,2.1,1.52,0.65,2.27,0,0.95,2.94,,5.8,0,,0.25,,3.85,
11/30/2005,USC,81,Cal Riverside,48,17.5,17.46,12.53,13.87,10.99,0,17.98,22.89,,19.8,17.5,,19.2,,13.38,
11/30/2005,Kansas St.,84,Cal St. Fullerton,59,9,13.31,10.56,10.51,10.65,0,17.03,13.45,,17.7,7.5,,10.5,,19.84,
11/30/2005,Cleveland St.,56,Central Michigan,43,5,1.05,-2.8,-1.99,-5.88,0,0.55,3.64,,6.4,6,,3.6,,1.36,
11/30/2005,DePaul,72,Creighton,57,-4,-8.31,-4.34,-7.02,-3.96,0,-9.31,-2.96,,-21.6,-2.5,,-5,,-16.74,
11/30/2005,NC Charlotte,85,Davidson,81,4,-1.42,-0.19,-5.44,3.36,0,-0.26,3.41,,-12.5,4.5,,2.9,,-12.13,
11/30/2005,Indiana,67,Duke,75,-6.5,-4.95,-6.2,-10.22,-2.9,0,-7.71,-4.36,,1.1,-7.5,,-5.6,,-4.64,
11/30/2005,Akron,79,Duquesne,61,15.5,11.4,12.44,12.68,12.75,0,17.48,14.61,,-8.6,14.5,,19.5,,8.88,
11/30/2005,Wofford,62,East Carolina,66,6,4.99,4.86,2.79,7.02,0,6.55,0.26,,9.1,5,,4.2,,8.62,
11/30/2005,Idaho,55,Eastern Washington,68,4,6.69,6.86,7.84,6.64,0,7.25,1.69,,11.9,5,,4.8,,15.79,
