date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linegreen,lineopen,lineargh,linedunk,linemarkov,linerpi,lineash
12/17/2005,CS Northridge,73,Illinois St.,69,4.5,0.26,1.99,6.25,-2.44,0,-3.1,0.62,,1.3,4.5,,-1.1,,8.94,
12/17/2005,Butler,58,Indiana St.,59,7,6.65,5.73,0.66,7.85,0,8.56,8.04,,8.6,8,,6.2,,0.11,
12/17/2005,Pepperdine,92,Long Beach St.,86,6.5,10.61,11.45,12.18,10.71,0,9.14,13.41,,8.1,5.5,,10.1,,17.65,
12/17/2005,LSU,81,Louisiana-Lafayette,62,13,14.4,13.58,11.61,18.62,0,13.83,16.22,,13.4,12.5,,12.7,,5.1,
12/17/2005,Kentucky,73,Louisville,61,2,4.35,4.91,4.58,5.41,0,2.81,5.97,,5.6,2,,1.7,,1.59,
12/17/2005,St. John's,53,Marist,56,9.5,6.7,3.17,1.69,4.63,0,3.27,18.79,,0.6,9.5,,11.2,,4.65,
12/17/2005,Mississippi,49,Memphis,72,-8.5,-13.04,-13.38,-14.99,-12.2,0,-16.09,-11.24,,-13.9,-9,,-9.8,,-13.83,
12/17/2005,Wyoming,80,Montana St.,67,2.5,1.32,1.17,4.53,-0.76,1,0.31,3.01,,-1.9,5.5,,2.7,,2.18,
12/17/2005,UTEP,80,New Mexico St.,67,10,9.02,5.11,3.56,6.46,0,8.44,16.55,,6.8,11.5,,12.3,,1.04,
12/17/2005,Purdue,68,New Orleans,56,8,14.4,16.83,20.23,13.22,0,15.47,12.66,,16.3,7.5,,8.5,,19.44,
12/17/2005,Illinois-Chicago,55,Northern Illinois,54,3,-0.54,-5.09,-7.05,-3.13,0,-1.78,7.25,,-3.4,3,,4.9,,-6.03,
12/17/2005,Iowa St.,67,Ohio St.,70,-2.5,-7.81,-7.97,-10.5,-6.4,1,-9.95,-3.72,,-12.7,-1,,-3.6,,-4.52,
12/17/2005,New Mexico,68,Oregon,61,2,-0.86,-2.61,-0.34,-5.62,0,-1.93,2.94,,-2.7,1.5,,2.5,,4.18,
12/17/2005,Washington St.,61,Portland,46,11,14.15,14.62,10.11,20.09,0,14.21,14.71,,13.1,10,,12.7,,16.21,
12/17/2005,Wake Forest,61,Princeton,42,19.5,21.99,21.94,20.99,23.17,0,22.17,24.69,,18.4,19.5,,22.5,,19.95,
12/17/2005,Arkansas,80,Rice,61,16,16.59,17.84,15.08,20.95,0,15.49,19.61,,14.3,16,,14.1,,17.55,
12/17/2005,Marquette,61,San Francisco,48,11.5,12.39,13.83,14.49,13.29,0,13.24,10.1,,13,10.5,,10.2,,19.1,
12/17/2005,North Carolina,76,Santa Clara,58,17.5,15.26,12.93,12.55,13.32,0,14.99,21.81,,11.5,17,,17.4,,14.4,
12/17/2005,Toledo,83,St. Bonaventure,68,10.5,10.73,10.36,12.66,8.2,0,9.09,14.02,,9.4,12.5,,11,,9.65,
12/17/2005,Texas,78,Tennessee,95,13,9.37,10.62,10.1,12.31,0,6.26,8.64,,5,13,,13.9,,5.6,
12/17/2005,Cincinnati,105,Tennessee Tech,62,14,12.78,9.57,6.96,12.61,0,12.6,20.14,,9.9,15.5,,14.5,,12.89,
12/17/2005,UNLV,84,Texas Tech,73,-1,4.35,6.21,6.54,6.15,0,7.36,-3.78,,8.3,2,,1.5,,6.2,
12/17/2005,Colorado,96,UC Irvine,80,14.5,17.33,15.34,16.16,14.59,0,21.11,19.22,,20.4,13.5,,12.5,,15.43,
12/17/2005,San Diego St.,66,UC Santa Barbara,54,6.5,6.3,2.13,0.37,3.65,0,6.55,14.42,,6,7.5,,6.8,,0.45,
12/17/2005,Michigan,61,UCLA,68,7.5,7.91,8.48,6.88,9.25,0,9.42,5.51,,9.4,5.5,,7,,8.62,
12/17/2005,Hawaii,69,Utah St.,59,3,1.96,2.91,0.54,5.82,0,2.07,-1.59,,0.9,4,,4,,-1.69,
12/17/2005,Gonzaga,80,Virginia,69,14,15.33,16.64,21.54,12.33,0,15.12,13.51,,14.6,14,,14.9,,24.64,
12/17/2005,Stanford,52,Virginia Tech,59,-1,-6.91,-6.99,-6.2,-8.31,1,-9.42,-3.93,,-11.1,0,,-2.5,,-10.17,
12/17/2005,BYU,80,Weber St.,54,14,14.95,14.32,11.62,17.23,0,16.11,17.14,,12.5,12,,15.1,,14.17,
12/17/2005,Wisconsin-Milwaukee,80,Wisconsin-Green Bay,60,16.5,16.57,15.04,13.07,17.2,0,16.42,19.55,,15.3,16.5,,17.9,,15.67,
12/17/2005,South Carolina,73,Wofford,43,15,18.99,19.97,19.74,20.39,0,17.01,24.23,,16,15.5,,16.6,,22.8,
12/18/2005,Western Carolina,83,Citadel,57,8,9.79,7.88,7.56,8.42,0,11.86,12,,8.6,10,,10.3,,13.51,
12/18/2005,Syracuse,90,Davidson,80,8.5,5.48,2.34,0.91,3.9,0,4.86,11.73,,2.8,10,,8.7,,-1.91,
12/18/2005,Michigan St.,85,Florida International,58,22,19.49,14.24,15.31,15.6,0,19.38,29.76,,14.6,22,,22.3,,13.87,
12/18/2005,Missouri,72,Furman,63,6.5,16.82,15.83,17.62,14.49,0,18.23,19.48,,16.9,,,14.2,,14.27,
12/18/2005,North Carolina St.,81,Miami-Florida,69,9.5,11.42,9.24,7.16,12.46,0,15.29,11.31,,11.2,11.5,,11.1,,8.74,
12/18/2005,Seton Hall,42,Northwestern,44,5.5,6.57,6.64,6.97,6.33,0,8.37,6.86,,7,6,,3.9,,10.57,
12/18/2005,Central Michigan,54,Southern Illinois,64,-9,-9.14,-6.88,-3.44,-10.81,0,-9.77,-14.64,,-6.7,-8.5,,-9.5,,-6.6,
12/18/2005,Auburn,73,Temple,42,-4.5,-1.4,0.26,0.76,-0.19,0,0.61,-8.11,,0.3,-5,,-1.8,,2.66,
12/18/2005,Creighton,61,Xavier,59,0,-3.4,-1.4,-2.52,0.07,0,-7.44,-1.49,,-6.4,0,,-2.6,,5.73,
12/19/2005,Mississippi,85,Arkansas St.,78,8.5,10.82,11.2,15.83,7.46,0,10.17,9.05,,11.1,8,,11.3,,9.11,
12/19/2005,Troy St.,52,Bowling Green,60,5.5,9.52,12.54,11,14.17,0,11.4,3.16,,13,4,,4.4,,8.79,
12/19/2005,Western Kentucky,73,Central Florida,68,9,8.94,9.89,6.86,13.31,1,8.95,7.8,,8.2,9,,8.5,,5.11,
12/19/2005,Stanford,71,Denver,49,9,2.71,-0.73,-4.94,2.76,0,0.53,9.52,,-0.3,8.5,,8.7,,-5.68,
12/19/2005,Eastern Kentucky,57,Eastern Illinois,50,10,11.42,13.66,15.42,12.16,0,11.05,10.68,,10.8,10,,8.4,,15.94,
12/19/2005,Gonzaga,75,Eastern Washington,65,17.5,15.23,12.6,16.2,9.76,1,13.97,20.95,,12.7,18,,17.8,,13.81,
12/19/2005,Butler,86,Elon,40,15,21.57,23.72,28.85,20.22,0,22.6,18.93,,21.6,15,,17.2,,25.14,
12/19/2005,Chattanooga,65,Holy Cross,82,-2,-4.47,-3.36,-1.51,-5.28,1,-6.05,-5.67,,-5,-3,,-3.3,,-6.86,
12/19/2005,NC Charlotte,54,Indiana,71,-2.5,-6.86,-5.68,-4.68,-6.96,0,-9.45,-7.45,,-8.7,0,,-3.9,,-4,
12/19/2005,Mississippi St.,78,Liberty,67,16,19.52,18.53,18.09,19.05,1,22.24,18.21,,20.1,17.5,,19.4,,12.73,
12/19/2005,Cal Riverside,67,Montana,77,-12.5,-17.41,-16.31,-14.69,-18.33,0,-20.47,-12.85,,-22.3,12.5,,-15.8,,-11.91,
12/19/2005,Jacksonville St.,72,Murray St.,91,-9,-8,-2.95,4.49,-14.04,0,-10.12,-11.46,,-7.4,-9.5,,-9.5,,7.76,
12/19/2005,Delaware,89,NC Greensboro,77,5,0.1,-0.36,-3.58,3.07,0,0.77,1.27,,2.1,5.5,,-3,,-3.8,
12/19/2005,LSU,50,Northern Iowa,54,6.5,6.13,2.21,-1.99,10.02,0,4.91,12.75,,3.7,6.5,,7.4,,-8.53,
12/19/2005,Kansas,63,Pepperdine,43,18,15.78,11.65,7.44,17.27,0,18.85,18,,15.1,16.5,,18,,10.08,
12/19/2005,Montana St.,70,Portland,68,4,2.65,4.37,-3.27,10.61,0,2.48,0.58,,3.5,2.5,,2,,-0.05,
12/19/2005,Samford,68,SE Missouri St.,53,8.5,9.69,10.41,11.71,9.13,0,12.03,4.66,,12,9.5,,8.6,,14.75,
12/19/2005,Arizona,87,Sam Houston St.,51,23,19.47,11.96,5.25,18.33,0,21.17,32.16,,15.8,21.5,,24.1,,10.89,
12/19/2005,Southern Miss,84,Tennessee St.,74,-4,-2.2,-1.16,4.5,-8.69,0,-4.17,1.16,,-4.2,-3,,-1.8,,9.19,
12/19/2005,Morehead St.,67,Tennessee-Martin,80,-5.5,-6.03,-8.9,-6.98,-11.85,0,-5.5,-0.56,,-6.8,-4.5,,-4.5,,-5.96,
12/20/2005,Mississippi St.,72,Akron,83,0,4.93,6.46,6.51,6.44,1,6.13,2.43,,5.5,1,,2.6,,-0.76,
12/20/2005,Arkansas-Little Rock,78,Appalachian St.,63,4.5,4.63,3.35,3.8,2.88,0,3.24,8.24,,3,3.5,,6.6,,-0.82,
12/20/2005,Drexel,56,Ball St.,51,8.5,5.36,3.43,5.19,1.8,0,5.71,7.43,,4.7,7,,7.3,,8.08,
12/20/2005,CS Sacramento,80,Cal Poly SLO,59,14,16.72,17.01,17.51,16.84,0,20.35,14.14,,19.4,13.5,,12.1,,14.39,
12/20/2005,Duquesne,90,Citadel,61,8,6.2,1.66,0.18,4.48,0,3.56,16.1,,3.1,8.5,,9.8,,1.25,
12/20/2005,TCU,59,Colorado,77,-8,-15.39,-14.28,-12.95,-15.88,0,-22.8,-11.48,,-19.2,-7,,-10,,-14.19,
12/20/2005,Western Michigan,69,Colorado St.,87,-5,-12.29,-13.82,-15.86,-12.07,1,-18.2,-3.9,,-16.1,-3.5,,-7.6,,-17.98,
12/20/2005,Iowa,65,Drake,60,12.5,13.44,13.1,10.58,16.03,0,12.9,17.94,,11.5,13,,11.7,,10.58,
12/20/2005,Charleston,90,Florida Atlantic,73,7.5,2.78,0.25,-4.2,4.76,1,4.53,6.87,,0.1,8.5,,4.6,,-5.71,
12/20/2005,La Salle,70,Florida International,61,-12,18.42,18.17,19.18,21.21,0,22.1,17.04,,18.3,12,,12.7,,13.25,
12/20/2005,VA Commonwealth,67,Georgia St.,54,14.5,14.83,17.1,17.78,16.76,0,11.9,14.65,,13.3,15,,14.6,,17.57,
12/20/2005,Clemson,71,Holy Cross,48,5.5,9.09,9.07,9.45,8.69,1,7.57,10.33,,5.5,9.5,,13,,5.18,
12/20/2005,UNLV,83,Houston,73,3.5,1.31,0.55,-0.73,2.06,0,0.98,2.37,,1.7,3.5,,1.5,,-4.32,
12/20/2005,Northern Illinois,75,Kansas St.,70,2,-0.59,3.19,4.85,1.06,0,-0.75,-6.38,,2.1,1.5,,-4.4,,2.61,
12/20/2005,Memphis,76,Louisiana Tech,58,17.5,24.14,26.82,29.71,24.13,0,26.87,19.44,,24.4,17.5,,20.3,,30.68,
12/20/2005,Hawaii,66,Loyola Marymount,63,14,17,18.88,17.42,20.92,0,17.91,16.15,,14.9,14,,14.7,,14.02,
12/20/2005,San Diego,90,Loyola-Chicago,57,3.5,-0.1,-0.9,-7.31,4.68,0,-3.75,5.6,,-3.8,4,,4,,-9.58,
12/20/2005,Wichita St.,55,Miami-Ohio,46,7.5,6.64,8.99,9.42,8.51,0,2.56,8.54,,4.6,6.5,,6.2,,7.43,
12/20/2005,Louisville,76,Middle Tenn St.,68,16.5,7.33,0.76,-4.99,5.95,0,6.61,17.52,,1.6,18,,17.3,,4.38,
12/20/2005,Vanderbilt,78,New Orleans,72,22,25.36,26.63,28.18,25.35,0,26.09,26.44,,23,21,,23.1,,26.98,
12/20/2005,Providence,92,Northeastern,70,2.5,3.13,2.37,-0.18,4.53,0,0.02,11.68,,-0.4,2.5,,3.1,,-3.32,
12/20/2005,Richmond,61,Old Dominion,58,-7.5,-9.06,-8.9,-11.66,-6.47,0,-11.38,-6.54,,-11,-7,,-7.3,,-10.1,
12/20/2005,UTEP,72,Pacific,66,4.5,-1.41,-2.62,-4.7,-1.01,0,-1.09,-0.17,,-1.8,5,,0.3,,-5.16,
12/21/2005,Clemson,66,Akron,59,8.5,10.78,12.39,10.27,14.67,1,10.03,10.9,,8.8,7.5,,10,,3.37,
12/21/2005,Texas Tech,65,Arkansas,78,-3.5,-7.26,-9.97,-11.86,-8.23,1,-7.95,-2.31,,-8.8,-3,,-4.4,,-14.36,
12/21/2005,Arizona St.,64,Boise St.,49,6,2.35,0.92,1.6,-0.15,0,0.39,7.24,,-0.6,7,,5.6,,-0.78,
12/21/2005,Southern Miss,43,Bradley,56,-9,-11.11,-12.01,-11,-15.06,0,-12.94,-7.63,,-10.9,-8.5,,-9.1,,-8.22,
12/21/2005,San Jose St.,59,Cal St. Fullerton,67,-1,-0.25,1.24,0.38,2.03,0,0.58,-4.1,,1,0,,-1.4,,0.58,
12/21/2005,Louisville,78,Charleston,63,16,17.39,15.42,17.06,14.04,0,17.67,21.35,,14.7,17,,19.5,,20.46,
12/21/2005,California,65,DePaul,68,8,0.2,-3.03,-7.63,1.33,1,1.17,0.7,,-1.9,7,,7.5,,-10.57,
12/21/2005,Toledo,73,East Carolina,62,14,17.77,17.3,14.71,20.3,0,21.44,16.08,,18.3,14,,15.8,,17.9,
12/21/2005,Morehead St.,56,Eastern Illinois,57,-1,-1.87,-0.21,3.99,-3.08,0,-2.5,-0.93,,-4.3,0,,-4.4,,6.84,
12/21/2005,Buffalo,68,Elon,67,16,20.68,21.66,29.19,16.4,0,20.2,23.29,,17.8,15,,17.2,,24,
12/21/2005,Austin Peay,74,Evansville,71,3,3.55,4.84,7.83,1.42,0,2.66,2.48,,4.2,3.5,,2.7,,2.79,
12/21/2005,Middle Tenn St.,90,Florida Atlantic,76,10,14.44,15.71,16.22,15.97,1,16.65,12.87,,14.2,12.5,,10.7,,17.22,
12/21/2005,Nevada,68,Georgia,62,9.5,11.86,15.08,16.49,14.1,0,10.72,8.83,,11.3,10,,9.7,,14.4,
12/21/2005,Mississippi St.,76,Holy Cross,75,0,1.26,0.09,-0.45,0.63,1,0.62,1.74,,-0.6,-1,,5.6,,-5.46,
12/21/2005,Missouri,50,Illinois,82,-11,-15.18,-14.88,-19.29,-12.85,1,-16.79,-14.65,,-14.7,-11,,-12.8,,-14.05,
12/21/2005,Syracuse,75,Illinois-Chicago,61,12.5,11.03,9.82,8.59,11.19,0,10.85,15.33,,8,13,,12.2,,8.51,
12/21/2005,South Florida,74,Iowa St.,83,-10,-8.68,-8.38,-8,-8.8,1,-6.97,-11.58,,-5.8,-10.5,,-10.9,,-13.38,
12/21/2005,Youngstown St.,72,James Madison,65,2.5,0.82,-0.89,-6.16,2.71,0,1.84,4.26,,0.25,3,,2.3,,-7.34,
12/21/2005,Wisconsin-Green Bay,69,Michigan St.,98,-14.5,-10.72,-6.14,-8.72,-4.83,0,-9.51,-17.48,,-8.6,-14.5,,-15.2,,-7.97,
12/21/2005,Samford,61,Murray St.,50,-8,-7.12,-6.56,-2.99,-11.82,0,-8.45,-6.66,,-6,-7,,-6.8,,4.21,
12/21/2005,William & Mary,83,NC Greensboro,73,2.5,2.25,2.84,-1.9,8.08,0,2.35,1.04,,3.3,2.5,,0.6,,-0.94,
12/21/2005,Notre Dame,80,Niagara,59,14,15.01,15.47,18.13,13.26,0,14.9,14.78,,13.2,14.5,,15.8,,16.1,
12/21/2005,USC,74,North Carolina,59,-4,-5.12,-4.97,-7.57,-2.31,0,-5.35,-5.5,,-4.4,-3.5,,-5.6,,-8.82,
12/21/2005,Oregon St.,61,Northwestern St.,72,-2.5,-4.71,-7.41,-6.89,-7.97,1,-8.07,2.57,,-5.2,-3.5,,-2.7,,-10.64,
12/21/2005,Stanford,58,Princeton,34,13,9.25,5.17,2.08,8.18,1,9.81,13.72,,5.3,16.5,,16.4,,1.58,
12/21/2005,Jacksonville St.,82,SE Missouri St.,72,7,7.88,10.53,12.5,8.36,0,9.95,1.76,,8.8,6.5,,5.9,,15.24,
12/21/2005,Central Florida,63,Sam Houston St.,68,2.5,-0.64,-4.83,-10.99,1.45,1,1.67,4.12,,-1.5,0,,1.4,,-6.43,
12/21/2005,Northern Arizona,70,San Francisco,66,-2,-2.46,-3.35,-4.49,-2.67,1,-1.16,-4.05,,-1.4,0,,-1,,-5.64,
12/21/2005,Marist,69,St. Bonaventure,51,6.5,7.05,9.54,11.52,7.71,0,6.72,4.46,,8,8,,3.9,,13.49,
12/21/2005,Duke,70,St. John's,57,22,27.2,30.18,34.76,26.61,0,26.57,23.85,,25,22.5,,26.4,,32.31,
12/21/2005,Eastern Kentucky,75,Tennessee-Martin,61,5.5,5.67,3.74,5.37,2.08,0,5.2,10.14,,6.6,5,,4.6,,7.08,
12/21/2005,Arizona,86,Western Kentucky,81,15,13.77,10.47,9.45,12.31,0,11.18,21.96,,9.8,14.5,,17.9,,8.99,
12/22/2005,SW Missouri St.,84,Arkansas St.,55,18.5,23.23,21.02,21.96,23.89,0,26.43,22.07,,22.8,17.5,,22.2,,20.77,
12/22/2005,Southern Illinois,67,Arkansas-Little Rock,42,11,7.09,6.29,3.99,8.61,0,4.3,12.65,,4.2,10,,8.8,,6.77,
12/22/2005,Texas A&M,72,Auburn,67,8,5.66,2.97,0.29,5.55,0,-0.03,18.86,,-0.6,8.5,,9.9,,-3.38,
12/22/2005,Utah St.,91,BYU,80,9.5,8.11,7.24,10.6,3.22,0,8.22,10.29,,8.1,8.5,,8.2,,10.9,
12/22/2005,San Francisco,58,Boise St.,69,-1.5,-2.75,-3.35,-2.71,-4.16,1,-5.84,-0.32,,-4.7,-1.5,,1.2,,-5.57,
12/22/2005,Hawaii,61,Colorado St.,67,6.5,2.93,2.31,1.38,3.14,0,2.3,4.14,,1.1,7.5,,5.5,,5.17,
12/22/2005,Cincinnati,81,Dayton,63,6.5,6.24,4.98,3.77,7.72,1,5.36,8.7,,3.5,6,,8.4,,12.53,
12/22/2005,Montana St.,84,Denver,76,3,0.46,0.11,-2.46,2.19,0,-0.5,-1.55,,1.4,2,,3.7,,-5.2,
12/22/2005,Ohio,56,Detroit,55,11,16.64,18.05,16.66,19.82,0,18.51,13.27,,18.9,10.5,,12.7,,18.46,
12/22/2005,Miami-Florida,67,Florida,77,-3,-5.93,-7.22,-9.35,-5.23,0,-8.41,-2.7,,-5.3,-1,,-4.6,,-6.81,
12/22/2005,Saint Louis,57,Gonzaga,60,-5.5,-6.15,-3.97,-5.76,-2.66,0,-5.38,-9.57,,-4.1,-5,,-9.4,,-4.58,
12/22/2005,Boston College,89,Harvard,55,20,15.68,11.31,11.67,11.12,0,14.56,24.45,,11,22.5,,21.3,,13.41,
12/22/2005,Indiana St.,69,Illinois St.,59,7.5,11.42,13.25,24.64,7.95,0,11.26,4.74,,12.9,7,,7,,22.62,
12/22/2005,St. Mary's,61,Kent St.,59,3.5,4.86,4.94,6.54,3.27,0,3.79,6.71,,4,4,,,,9.5,
12/22/2005,Villanova,98,La Salle,57,17,18.89,19.8,15.72,22.05,0,16.85,25.33,,16.1,16,,17.3,,8.93,
12/22/2005,UC Irvine,72,Loyola-Chicago,74,5.5,4.62,4.12,0.34,7.83,0,4.11,5.54,,2.8,4,,7.1,,-1.64,
12/22/2005,Virginia,,Loyola-Maryland,,,10.68,7.07,2.24,12.18,0,8.61,23.27,,7.1,,,,,4.15,
12/22/2005,Michigan,87,Miami-Ohio,80,12,10.49,10.96,13.4,8.78,0,9.29,10.75,,9.3,12,,11.4,,12.61,
12/22/2005,Santa Clara,56,Montana,67,3,0.1,0.79,0.64,0.94,0,-3.86,3.15,,-1.9,2.5,,1.6,,1.39,
12/22/2005,Rutgers,82,NC Charlotte,85,7.5,12.52,14.64,16.06,13.59,0,12.88,11.39,,12,6,,9.2,,16.15,
12/22/2005,San Diego,63,New Mexico,56,4,3.09,4.09,1.99,6.42,0,4.42,-0.38,,4.3,3.5,,1.8,,0.78,
12/22/2005,Alabama,64,North Carolina St.,68,-1,-1.73,-0.08,-0.25,-0.07,0,-5.57,1.11,,-3.6,0,,-2,,3.12,
12/22/2005,Arizona St.,72,Northern Arizona,55,9,8.24,7.35,6.94,7.91,0,9,12.31,,6.6,9.5,,6.7,,10.03,
12/22/2005,Iowa St.,81,Northwestern St.,77,4.5,2.64,-0.64,-1.97,0.57,1,0.71,10.14,,0.4,4,,6,,-1.29,
12/22/2005,UAB,85,Old Dominion,57,2,1.64,1.82,1.52,2.13,0,1.09,5.1,,1.6,2.5,,-1.6,,0.56,
12/22/2005,Portland,80,Oregon,72,-5,-5.89,-5.17,-1.27,-10.33,0,-6.86,-9.79,,-3.1,-3,,-4,,-3.6,
12/22/2005,South Florida,56,Oregon St.,61,-2.5,-0.11,-0.38,-2.4,1.62,1,2.33,-1.62,,0.5,-2.5,,-1.1,,-2.76,
12/22/2005,UNLV,61,Pepperdine,75,12.5,12.42,11.11,8.81,13.81,0,13.97,13.53,,11.4,13.5,,13,,10.48,
12/22/2005,Wyoming,75,SMU,69,5,3.27,2.41,2.9,1.87,0,4.09,0.79,,5.2,6,,4.8,,5.76,
12/22/2005,Temple,63,South Carolina,50,3.5,-8.28,3.1,6.55,-0.52,0,1.38,-1.07,,3.2,3,,-59.2,,5.45,
12/22/2005,Oklahoma St.,89,Tennessee,73,3,-2.26,-5.95,-9.89,-1.07,0,-2.66,3.45,,-6.4,3.5,,3,,-3.44,
12/22/2005,Xavier,78,Troy St.,54,23,23.74,20.71,21.44,21.11,0,25.65,29.21,,21.7,22,,23.3,,18.16,
12/22/2005,Eastern Michigan,67,Tulsa,62,1.5,0.14,1.4,1.41,1.39,0,-1.08,0.5,,-1.6,0,,0.2,,2.75,
12/22/2005,Washington St.,69,Utah,42,6,8.53,9.36,6.16,12.85,0,8.53,6.74,,9.5,5.5,,7.4,,10.9,
12/22/2005,Richmond,40,Wake Forest,47,-5.5,-6.51,-4.52,-5.69,-3.39,0,-7.67,-9.19,,-5.3,-7,,-7.8,,-2.2,
12/22/2005,Oklahoma,68,West Virginia,92,7,10.63,13.14,16.43,9.45,0,10.72,7.28,,13,9,,6.9,,10.84,
12/22/2005,Loyola Marymount,61,Western Michigan,62,-1.5,1.41,0.19,-0.27,0.66,1,7.26,-4.81,,5.2,0,,0.4,,3.26,
12/22/2005,Providence,76,Yale,63,13.5,15.06,12.14,10.77,13.55,0,16.95,22.06,,12.8,13,,14.2,,10.44,
12/23/2005,UCLA,86,CS Sacramento,56,15,17.57,16.06,25.39,12.11,0,14.56,20.77,,14.8,16.5,,17.8,,23.13,
12/23/2005,Eastern Washington,76,Cal Poly SLO,62,17,18.87,18.69,18.76,19.03,0,22.69,16.75,,19.6,15.5,,16.4,,21.35,
12/23/2005,Iowa St.,,Colorado St.,2,2,-2.07,-2.56,-3.54,-1.86,1,-6.73,2.9,,-4.9,3,,1.7,,-0.49,
12/23/2005,Notre Dame,75,Columbia,68,20,18.68,13.61,10.1,17.35,0,19.89,27.71,,14.9,20,,22.1,,13.95,
12/23/2005,Manhattan,81,Fordham,68,7,8.8,10.42,10.91,9.98,0,10.76,5.78,,8.3,7.5,,7.1,,16.26,
12/23/2005,North Texas,84,Houston,92,-1,-3.04,-0.76,1.73,-3.4,0,-2.01,-6.64,,-0.4,-5,,-7.5,,-1.07,
12/23/2005,Butler,55,Indiana,73,-6.5,-5.75,-3.85,-2.47,-5.66,1,-5.12,-9.56,,-3.9,-7,,-7.8,,-2.9,
12/23/2005,Kentucky,73,Iona,67,9.5,4.8,0.09,-9.92,5.74,0,1.58,20.6,,-0.2,11,,11,,0.56,
12/23/2005,Cincinnati,75,LSU,72,2,4.12,7.76,10.09,3.37,1,3.55,1.28,,4,1,,2.4,,17.91,
12/23/2005,South Florida,54,Loyola Marymount,50,-2.5,1.37,2.79,3.17,2.46,1,-1.94,2.81,,-0.4,-2,,2.1,,-2.07,
12/23/2005,Virginia,98,Loyola-Maryland,59,13.5,11.5,7.57,2.49,12.99,0,8.67,23.27,,7.2,13,,14.4,,4.94,
12/23/2005,Connecticut,129,Morehead St.,61,42,44.24,46.14,49.6,44.09,0,43.47,45.9,,38.5,38,,43.9,,35.72,
12/23/2005,Houston,92,North Texas,84,,10.45,10,7.51,12.64,0,10.19,16.64,,8.2,,,7.5,,11.75,
12/23/2005,Dayton,67,Northern Iowa,74,-4,-4.73,-3.59,-5.48,-1.78,1,-5.52,-3.02,,-4.5,-4.5,,-8.1,,-10.75,
12/23/2005,Hawaii,80,Northwestern St.,76,7,5.62,3.82,2.36,5.42,0,6.64,9.71,,4.3,7.5,,5.3,,2.11,
12/23/2005,Massachusetts,78,Siena,69,11,8.54,4.54,3.24,5.91,0,10.54,15.02,,7.8,12,,8.7,,5.38,
12/23/2005,Ohio St.,74,Tennessee St.,65,20,26.69,27.32,33.6,23.66,0,26.97,28.03,,23.4,20,,24.5,,31.91,
12/23/2005,Fresno St.,79,UC Santa Barbara,76,5.5,8.33,8.21,12.29,4.49,0,8.62,10.08,,8.5,6,,6,,13,
12/23/2005,Oregon St.,73,Western Michigan,68,0,2.51,2.76,4.08,1.48,1,2.19,0.69,,3,1,,3.6,,1.96,
12/24/2005,Louisville,56,Detroit,48,16,15.36,12.24,11.51,13.07,0,15.24,21.15,,12.2,15.5,,19,,13.65,
12/25/2005,Louisville,,Detroit,16,16,15.36,12.24,11.51,13.07,0,15.24,21.15,,12.2,15.5,,19,,13.65,
12/27/2005,Duquesne,69,Boston College,81,-17,-16.75,-14.42,-13.49,-15.46,0,-20.49,-17.05,,-15.2,-17,,-18.8,,-16.26,
12/27/2005,NC Wilmington,77,Charleston,81,12.5,18.23,19.72,22.59,17.2,0,23.99,11.3,,19.5,11,,14.8,,22.1,
12/27/2005,St. John's,63,Columbia,39,11,8.88,4.13,-0.5,8.7,0,7.24,21.46,,5.4,12.5,,11,,3.92,
12/27/2005,BYU,97,Eastern Washington,66,10,8.13,6.52,5.24,8.07,0,7.37,13.42,,6.3,10,,8.4,,3.9,
12/27/2005,Memphis,83,Gonzaga,72,7,10.69,11.44,11.64,11.52,0,14.38,7.58,,11.8,6.5,,7.2,,7.93,
12/27/2005,Wright St.,72,Northeastern,65,0,-1.49,-1.21,-2.63,0.04,0,-2.12,0.49,,-2.3,-1,,-2.4,,-8.71,
12/27/2005,Oregon,52,Portland St.,54,15,9.68,5.39,2.75,8.44,0,8.72,19.49,,4.7,13.5,,14,,1.64,
12/27/2005,Houston,67,Rhode Island,41,11,9.23,9.36,6.34,12.53,0,7.55,11.15,,6.2,12.5,,11.6,,9.89,
12/27/2005,Tulane,64,Richmond,41,-2,-0.01,0.71,1.13,0.26,0,-0.52,0.16,,0.9,0,,-2,,1.76,
12/27/2005,Providence,80,San Diego St.,65,10,9.61,10.8,12.26,9.37,0,9.47,8.95,,8.2,7,,9.4,,11.2,
12/27/2005,Florida International,65,St. Bonaventure,69,3.5,2.58,4.52,9.88,-1.56,0,-0.64,3.38,,2.4,4,,2,,12.59,
12/27/2005,Massachusetts,66,St. Peter's,49,5,2.77,1.97,-0.82,4.93,1,2.19,5.04,,2.1,5,,3.2,,-2.65,
12/27/2005,Cal St. Fullerton,76,Texas San Antonio,88,10,11.21,11.68,15.55,8.99,1,11.02,10.31,,10.2,8.5,,,,15.45,
12/27/2005,Syracuse,86,Towson,52,21,22.03,19.77,17.7,22.29,1,21.02,27.48,,18,21,,25.7,,20.41,
12/27/2005,Virginia Tech,74,William & Mary,64,17,15.66,10.42,9.23,11.89,0,17.12,23.49,,12.8,16.5,,19.4,,12.85,
