date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linepugh,lineopen,linedok,linedunk,linefox,linerpi,linepig
11/07/2011,Mississippi St.,76,Eastern Kentucky,66,17,14.54,13.78,13.78,13.78,0,,17.78,14.6,15.09,15,13.77,,13,,19.5
11/07/2011,Arizona,73,Valparaiso,64,13.5,14.42,14.25,14.25,14.25,0,,15.6,14.1,15.48,12,13.25,,14,,17
11/07/2011,St. John's,74,William & Mary,59,8,14.39,14.36,14.36,14.36,0,,6.74,17.5,16.08,10,14.72,,17,,14.5
11/09/2011,Mississippi St.,58,Akron,68,7.5,6.18,6.37,6.37,6.37,0,,1.56,6.6,7.52,7,7.87,,7,,7.5
11/09/2011,Arizona,67,Duquesne,59,9,9.28,10.46,10.46,10.46,0,,6.69,10.5,9.57,9,8.25,,9,,20
11/09/2011,St. John's,78,Lehigh,73,13.5,16.22,16.05,16.05,16.05,0,,10.37,18,18.16,12,13.88,,21,,13.5
11/09/2011,Texas A&M,81,Liberty,59,19.5,21.59,21.05,21.05,21.05,0,,22.63,20.1,23.91,18.5,21.38,,21,,20
11/11/2011,Tulsa,65,Arkansas-Little Rock,49,13,14.43,13.95,13.95,13.95,0,,15.47,14.3,15.67,11.5,14.66,,13,,16.5
11/11/2011,Air Force,87,Army,71,12.5,13.54,11.86,11.86,11.86,0,,17.66,13,9.97,11.5,12.4,,18,,20.5
11/11/2011,Middle Tenn St.,80,Austin Peay,71,2.5,2.12,2.22,2.22,2.22,0,,0.82,1.6,2.75,-1,3.25,,2,,-0.5
11/11/2011,Utah St.,69,BYU,62,1,-1.05,-0.61,-0.61,-0.61,0,,-9.21,0.8,-2.43,3,1.73,,3,,2.5
11/11/2011,Duke,77,Belmont,76,11.5,15.05,17.51,17.51,17.51,0,,8.1,15.7,19.78,12,13.75,,13,,14.5
11/11/2011,USC,66,CS Northridge,59,16,18.4,16.4,16.4,16.4,0,,25.53,18.5,18.6,16.5,16.38,,17,,16
11/11/2011,Connecticut,70,Columbia,57,23,27.61,25.6,25.6,25.6,0,,33.14,25.1,27.9,24,25.93,,30,,31.5
11/11/2011,St. Bonaventure,79,Cornell,58,7.5,4.21,2.46,2.46,2.46,0,,7.41,5.3,2.83,7.5,2,,7,,14
11/11/2011,Rutgers,62,Dartmouth,56,19.5,22.51,20.69,20.69,20.69,0,,21.92,22.6,23.66,21,21.98,,26,,25
11/11/2011,Indiana St.,79,Eastern Illinois,72,15,17.12,14.46,14.46,14.46,0,,28.56,17.2,13.84,16,15.3,,16,,20.5
11/11/2011,Gonzaga,77,Eastern Washington,69,21,23.64,23.93,23.93,23.93,0,,24.66,22.6,26.28,21,24.09,,20,,20.5
11/11/2011,Massachusetts,85,Elon,67,8,6.79,10.48,10.48,10.48,0,,-4.82,9.1,10.7,8,8.57,,3,,8.5
11/11/2011,Oklahoma,78,Idaho St.,74,17,19.55,17.88,17.88,17.88,0,,29.55,16.7,19.26,17.5,18.55,,17,,17
11/11/2011,Fresno St.,55,Illinois St.,47,2.5,3.58,2.07,2.07,2.07,0,,2.92,6.8,1.41,4,2.81,,7,,4
11/11/2011,Eastern Michigan,68,Illinois-Chicago,57,5.5,2.53,1.43,1.43,1.43,0,,7.97,2.3,0.83,3,1.72,,2,,-1.5
11/11/2011,Northern Arizona,66,Louisiana-Lafayette,83,-3.5,2.11,3.27,3.27,3.27,1,,-4.37,5.7,-0.44,-2,4.33,,3,,-2
11/11/2011,Mississippi,60,Louisiana-Monroe,38,22,24.85,22.91,22.91,22.91,0,,32.47,23.3,25.57,22.5,23.79,,23,,23
11/11/2011,UCLA,58,Loyola Marymount,69,14,17.87,18.27,18.27,18.27,0,,17.86,17,17.86,15,18.82,,17,,21
11/11/2011,Illinois,67,Loyola-Chicago,49,15.5,17.35,16.85,16.85,16.85,0,,15.39,17.9,19.25,15,18.22,,17,,94.5
11/11/2011,Wake Forest,75,Loyola-Maryland,63,2,5.18,8.6,8.6,8.6,0,,-0.5,2.7,10.71,2,6.16,,0.01,,2.5
11/11/2011,Kentucky,108,Marist,58,35,33.14,31.98,31.98,31.98,0,,29.68,32.3,36.3,34.5,33.71,,36,,37
11/11/2011,Colorado St.,64,Montana,58,6,6.1,4.88,4.88,4.88,0,,4.83,9.1,5.44,8,5.6,,8,,8
11/11/2011,Arizona St.,78,Montana St.,72,13.5,16.49,14.82,14.82,14.82,0,,24.1,14.6,17.87,12,15.22,,14,,15
11/11/2011,Tennessee,92,NC Greensboro,63,15,20.55,22.83,22.83,22.83,0,,10.39,20.9,26.42,14,22.49,,18,,10.5
11/11/2011,Michigan St.,55,North Carolina,67,-9,-4.87,-3.31,-3.31,-3.31,1,,-9.93,-4,0.39,-10.5,-7.96,,-6,,-11.5
11/11/2011,San Francisco,65,North Dakota St.,73,9,5.99,4.39,4.39,4.39,0,,11.17,7.8,4.28,10.5,3.93,,6,,12.5
11/11/2011,Purdue,96,Northern Illinois,34,26.5,30.21,27.32,27.32,27.32,0,,41.14,29.2,29.44,26,28.05,,29,,26.5
11/11/2011,Vanderbilt,78,Oregon,64,13.5,11.12,10.75,10.75,10.75,0,,13.5,10.9,11.66,12.5,11.29,,9,,15
11/11/2011,Denver,69,Portland St.,61,12,7.55,3.79,3.79,3.79,0,,18.85,6.4,4.64,11.5,6.37,,9,,8.5
11/11/2011,George Mason,92,Rhode Island,90,11,6.69,5.88,5.88,5.88,0,,15.05,3.3,-1.88,10.5,8.62,,10,,16.5
11/11/2011,Missouri,83,SE Missouri St.,68,24,27.91,28.15,28.15,28.15,0,,32.73,26.4,33.14,25,27.82,,19,,24
11/11/2011,Nevada,46,SW Missouri St.,68,7.5,0.76,-0.4,-0.4,-0.4,0,,7.83,-1.2,-0.63,5.5,1.14,,-1,,11.5
11/11/2011,UC Davis,75,Southern Utah,76,1.5,5.05,5.85,5.85,5.85,0,,3.57,6.4,7.16,1.5,2.55,,4,,5.5
11/11/2011,Western Kentucky,61,St. Joseph's PA,-3,-3,1.09,3.71,3.71,3.71,0,,-8.15,0.9,3.19,-2,3.29,,1,,
11/11/2011,Buffalo,72,St. Peter's,11,11,5.92,6.97,6.97,6.97,0,,7.33,4.2,6.54,10.5,6.46,,3,,4.5
11/11/2011,Saint Louis,71,Tennessee St.,37,14,13.44,12.65,12.65,12.65,0,,16.95,12.4,14.77,11,12.63,,12,,14
11/11/2011,Miami-Florida,69,Tennessee Tech,58,10,17.11,17.74,17.74,17.74,0,,18.59,17.6,21.02,13.5,17.06,,10,,11
11/11/2011,Louisville,83,Tennessee-Martin,48,28,29.89,28.61,28.61,28.61,0,,33.31,29.5,32.76,27,29.46,,27,,27.5
11/11/2011,Kansas,100,Towson,54,32,32.76,31.62,31.62,31.62,0,,35.29,31.1,34.67,30.5,29.04,,36,,28
11/11/2011,Texas Tech,90,Troy St.,85,12.5,15.63,13.65,13.65,13.65,0,,17.2,16.7,15.27,13.5,14.94,,18,,13.5
11/11/2011,California,77,UC Irvine,56,23,19.12,17.92,17.92,17.92,0,,26,18,20.67,19,17.31,,16,,23.5
11/11/2011,Georgia Southern,81,Valparaiso,90,-3.5,-11.46,-9.59,-9.59,-9.59,0,,-10.01,-14.2,-12.37,-6.5,-10.43,,-14,,-7
11/11/2011,South Carolina,75,Western Carolina,50,8.5,10.05,10.45,10.45,10.45,0,,10.69,9.1,12.63,9,10.06,,7,,8
11/11/2011,Georgia,62,Wofford,49,11.5,7.19,7.34,7.34,7.34,0,,7.72,7.9,8.25,10.5,7.79,,4,,8
11/11/2011,Ohio St.,73,Wright St.,42,27,22.33,18.81,18.81,18.81,0,,30.99,22.9,20.61,27,20.21,,24,,105.2
11/12/2011,Citadel,,Army,-2,-2,3.98,5.62,5.62,5.62,0,,0.08,,,-136.5,-0.43,,9,,-1
11/12/2011,Evansville,80,Butler,77,-3.5,-9.16,-10.33,-10.33,-10.33,0,,-6.05,-7.8,-10.29,-3,-8.32,,-11,,-3
11/12/2011,Portland,70,Florida Atlantic,65,-2,6.32,9.84,9.84,9.84,0,,0.52,6,6.08,-1,5.96,,6,,
11/12/2011,Syracuse,78,Fordham,53,24.5,30.25,28.94,28.94,28.94,0,,33.03,27.5,33.42,26.5,29.95,,30,,35
11/12/2011,Washington,91,Georgia St.,74,16.5,22.55,21.61,21.61,21.61,0,,18.83,22,25.8,17.5,23.01,,25,,23
11/12/2011,Long Beach St.,69,Idaho,61,13,7.49,6.26,6.26,6.26,0,,15.24,7.1,4.64,12,5.92,,7,,9
11/12/2011,Louisiana-Lafayette,58,North Dakota St.,78,-2.5,0.85,0.71,0.71,0.71,0,,1.98,-3,-0.23,-143,0.75,,5,,5.5
11/12/2011,San Francisco,69,Northern Arizona,50,11.5,6.73,4.22,4.22,4.22,0,,16.89,5.1,4.95,6.5,7.76,,4,,11
11/12/2011,Old Dominion,46,Northern Iowa,63,4,6.89,6.81,6.81,6.81,0,,4.26,9.3,4.99,4.5,8.05,,8,,7
11/12/2011,Duke,96,Presbyterian,55,29.5,32.47,33.26,33.26,33.26,0,,31.83,30.8,38.34,30,29.8,,30,,32.5
11/12/2011,Cal Poly SLO,79,San Jose St.,52,6.5,2.64,2.05,2.05,2.05,0,,5.32,2.9,0.34,6,2.85,,3,,5.5
11/12/2011,Mississippi St.,80,South Alabama,65,15.5,17.31,15.55,15.55,15.55,0,,22.83,15.8,18.1,17,16.33,,17,,
11/12/2011,San Diego St.,70,Southern Utah,37,17.5,25.11,26.11,26.11,26.11,0,,20.56,28.1,28.15,22.5,21.71,,25,,19.5
11/12/2011,Air Force,,VMI,8,8,8.4,9.29,9.29,9.29,0,,8.84,,,-152,7.6,,7,,12.5
11/12/2011,Samford,69,Youngstown St.,76,-2,-0.81,1.58,1.58,1.58,0,,-4.28,-1.2,-0.5,-1,0.18,,-3,,-4
11/13/2011,Arizona,73,Ball St.,63,13,18.54,19.22,19.59,18.87,0,,15.54,19.6,19.03,15,18.14,,19,,20.5
11/13/2011,Georgia,63,Bowling Green,54,10,15.1,14.76,14.72,14.8,0,,10.03,16,15.58,11.5,16.6,,18,,12
11/13/2011,UTEP,52,Cal Riverside,41,8.5,16.71,18.87,18.92,18.74,0,,6.84,18.2,19.84,9.5,17.45,,17,,8.5
11/13/2011,James Madison,82,Canisius,73,12,8.98,7.87,7.93,7.75,0,,17.52,8.9,7.1,11,7.66,,6,,14
11/13/2011,Indiana,78,Chattanooga,53,17.5,16.87,14.92,14.88,14.91,0,,23.53,16.3,16.86,15.5,15.59,,16,,92.1
11/13/2011,Vanderbilt,58,Cleveland St.,71,14,11.46,11.5,11.43,11.64,0,,14.14,9,11.76,15.5,11.22,,11,,19
11/13/2011,Washington,77,Florida Atlantic,71,14,20.63,20.53,20.68,20.38,0,,17.71,20.9,25.6,14,18.16,,21,,17
11/13/2011,California,81,George Washington,54,12.5,12.77,12.81,12.71,12.9,0,,10.92,12.3,14.85,12,14.68,,11,,17.5
11/13/2011,Portland,66,Georgia St.,61,3.5,7.06,11.05,11.23,10.86,0,,3.39,7.3,6.28,2.5,2.36,,8,,6
11/13/2011,Marshall,58,Jacksonville St.,44,20.5,18.97,19.18,19.33,18.92,0,,26.91,18.7,18.86,20.5,17.08,,13,,22
11/13/2011,San Francisco,71,Louisiana-Lafayette,70,9,8.29,7.29,6.9,7.7,0,,12.43,10.9,7.51,8,6.58,,6,,10
11/13/2011,Loyola Marymount,51,Middle Tenn St.,58,5.5,2.33,1.85,1.77,1.92,0,,4.05,4.2,1.11,3.5,3.25,,0.01,,8
11/13/2011,North Carolina St.,91,Morehead St.,61,13,7.31,8.94,9.03,8.88,0,,11.38,6,8.78,10,6.08,,1,,16
11/13/2011,Maryland,71,NC Wilmington,62,13.5,19.64,20.07,20.35,19.61,0,,15.86,16.9,23.59,15,21.19,,20,,10.5
11/13/2011,NC Asheville,75,North Carolina,91,-17.5,-16.33,-16.23,-16.32,-16.13,0,,-18.53,-13,-20.77,-16,-18.58,,-11,,
11/13/2011,Northern Arizona,58,North Dakota St.,70,-8.5,-2.08,0.89,0.94,0.83,0,,-6.29,2.7,-3.68,-5.5,-10.09,,1,,-8
11/13/2011,Pittsburgh,86,Rider,78,22.5,21.33,20.45,20.08,20.84,0,,20.46,19.8,22.61,22,21.5,,24,,21.5
11/13/2011,Ohio,74,Tennessee-Martin,65,18,15.34,14.61,14.38,14.82,0,,16.37,15.9,16.59,16,15.34,,14,,13.5
11/13/2011,San Diego St.,89,UC Davis,74,19.5,24.4,24.66,24.84,24.5,0,,23.09,25.5,23.99,20.5,21.87,,27,,19
11/13/2011,Duquesne,84,Wisconsin-Green Bay,66,12,9.91,9.13,9.01,9.29,0,,11.98,10.7,8.9,11,9.47,,10,,3
11/14/2011,Albany-NY,77,Brown,68,-1.5,1.42,2.24,3.9,0.36,1,,1.71,1.2,,1.5,1.32,,0.01,,0.5
11/14/2011,Florida St.,73,Central Florida,50,10,13.75,13.5,13.92,13.13,0,,10.01,15.7,,12.5,13.72,,16,,11
11/14/2011,Notre Dame,59,Detroit,53,7,14.37,15.5,16.02,15.01,0,,9.03,15.7,,9.5,17.46,,13,,7
11/14/2011,George Mason,76,Florida International,79,12.5,19.27,19,20.82,17.32,1,,20.16,22.1,,15,19.24,,16,,22.5
11/14/2011,Stanford,75,Fresno St.,59,14.5,9.77,7.55,5.6,9.66,0,,13.11,9.2,,13,11.03,,10,,15.5
11/14/2011,Columbia,58,Furman,62,7,3.12,3.61,3.44,3.72,0,,9.23,-0.8,,4.5,3.15,,0.01,,4
11/14/2011,Florida Atlantic,84,Georgia St.,77,4.5,2.56,1.69,0.64,2.68,1,,2.52,3.4,,3.5,3.11,,3,,6
11/14/2011,Louisiana-Monroe,59,Indiana St.,71,-11.5,-12.37,-9.3,-9.64,-9.02,0,,-21.93,-12.3,,-11,-9.32,,-12,,-12
11/14/2011,Kansas St.,74,Loyola-Chicago,61,15,16.57,14.91,16.44,13.77,0,,18.93,16.1,,17,18.19,,16,,10
11/14/2011,Syracuse,92,Manhattan,56,24,28.04,25.28,24.83,25.76,0,,34.18,27.5,,26,25.97,,30,,31.5
11/14/2011,South Florida,81,Marist,67,18.5,19.18,17.64,17.45,18.29,0,,19.96,18.6,,17.5,18.8,,22,,17
11/14/2011,Virginia Tech,91,Monmouth,46,21.5,25.06,23.6,23.27,24.06,0,,26.23,22.9,,21,25.88,,28,,21
11/14/2011,Georgetown,86,NC Greensboro,45,19,22.63,23.86,22.62,25.21,0,,19.57,25,,21,22.39,,21,,22.5
11/14/2011,USC,61,Nebraska,64,2,3.7,4.49,5.41,3.66,0,,-2.32,4.5,,1,4.94,,6,,5.5
11/14/2011,UNLV,71,Nevada,67,12.5,14.71,14.96,15.2,14.71,0,,17.14,15.3,,15.5,11.9,,14,,10
11/14/2011,Massachusetts,83,Northeastern,67,6,-0.37,1.73,0.49,2.89,0,,-10.88,4.7,,3.5,2.58,,-2,,1.5
11/14/2011,Washington,93,Portland,63,15,13.89,9.18,7.9,10.25,0,,18.62,12.7,,14,15.87,,18,,15
11/14/2011,Fairfield,72,Providence,80,8,3.96,3.6,3.52,3.65,0,,6.47,3,,7,2.09,,5,,13.5
11/14/2011,Davidson,74,Richmond,61,6.5,-2.23,-3.82,-4.3,-3.36,0,,5.72,-8.1,,3.5,-1.32,,-2,,90.2
11/14/2011,Colorado St.,75,SMU,56,4.5,5,6.3,7.23,5.4,1,,4,5.6,,4.5,3.78,,4,,3.5
11/14/2011,Pennsylvania,67,Temple,73,-10,-12.1,-10.16,-10.55,-9.76,0,,-15.72,-11.6,,-11,-11.94,,-13,,-5.5
11/14/2011,Western Kentucky,52,Tennessee St.,49,2,6.11,9.31,7.55,11.26,0,,-0.42,6.3,,3,7.94,,4,,3.5
11/14/2011,Michigan,64,Towson,47,28.5,26.33,19.2,18.27,20.29,0,,41.45,25.5,,25,24.49,,28,,28.5
11/14/2011,San Jose St.,51,UC Irvine,50,5.5,5.58,2.67,3.36,1.95,0,,10.5,6.3,,6.5,5.38,,6,,8
11/14/2011,Northern Illinois,57,Wisconsin-Milwaukee,59,-8.5,-9.1,-5.21,-3.21,-7.83,0,,-20.5,-4.8,,-10,-7.24,,-11,,-14
11/15/2011,Syracuse,98,Albany-NY,74,24,25.43,22.31,18.89,26.52,0,,31.26,,,24.5,24.49,,26,,27.5
11/15/2011,Oklahoma St.,73,Arkansas-Pine Bluff,46,25,29.34,27.53,26.93,28.51,0,,31.27,,,24,27.01,,33,,26.5
11/15/2011,California,72,Austin Peay,55,14,15.29,14.46,13.73,15.32,0,,15.64,14.9,23.58,12.5,14.83,,9,,
11/15/2011,Memphis,97,Belmont,81,3,1.36,4.19,6.67,1.22,0,,0.96,-1.2,-0.27,4.5,4.11,,-2,,11
11/15/2011,Manhattan,54,Brown,52,-2,0.1,2.52,4.12,0.69,1,,-0.96,,,-1.5,-1.34,,-2,,-3.5
11/15/2011,Butler,57,Chattanooga,46,13.5,21.29,19.88,18.73,21.16,0,,20.05,22.6,20.24,14,21.26,,25,,17
11/15/2011,Stanford,64,Colorado St.,52,8,5.84,4.73,3.88,5.55,0,,9.54,,,4.5,7.25,,3,,7
11/15/2011,Miami-Ohio,72,Dayton,67,-3.5,-3.07,-3.96,-3.28,-4.59,0,,-4.91,-1.6,,-3.5,-2.06,,-2,,1.5
11/15/2011,Ohio St.,81,Florida,74,10,10.62,10.2,10.26,10.21,0,,11.32,12.8,10.77,10.5,9,,10,,
11/15/2011,Virginia Tech,78,Florida International,63,20.5,21.37,19.54,16.87,22.71,0,,22.49,,,19,20.76,,24,,15.5
11/15/2011,Drake,74,Iowa St.,65,-1.5,-2.31,-4.15,-4.4,-3.79,0,,3.15,-2.1,-6.26,-3.5,0.22,,-3,,3
11/15/2011,Cincinnati,73,Jacksonville St.,59,26.5,24.38,23.15,22.66,23.73,0,,29.27,26.2,24.91,26,23.9,,20,,29
11/15/2011,Kentucky,75,Kansas,65,6.5,-0.39,-0.05,-0.14,-0.04,0,,5.84,-1.4,-7.82,5.5,0.85,,0.01,,6.5
11/15/2011,Villanova,76,La Salle,69,14,14.54,13.76,13.99,13.53,0,,14.79,13.8,15.85,15.5,16.85,,13,,19
11/15/2011,Duke,74,Michigan St.,69,6.5,10.84,12.28,11.67,13.15,0,,9.1,8.2,13.67,5.5,6.09,,14,,7
11/15/2011,UCLA,66,Middle Tenn St.,86,11,6.63,2.6,-0.21,5.09,0,,13.73,8.4,-0.3,10.5,11.71,,8,,13
11/15/2011,George Mason,71,Monmouth,39,14,17.82,12.76,10.67,15.7,1,,23.8,,,15,18.92,,20,,23.5
11/15/2011,Central Michigan,75,NC Charlotte,77,-2,-3.47,-4.08,-4.44,-3.63,0,,-10.02,-1.4,-3.31,-2,-0.46,,-1,,-2.5
11/15/2011,Wyoming,75,Northern Colorado,56,6.5,1.95,0.53,0.74,0.42,0,,3.18,2.2,3.76,6,3.32,,0.01,,8
11/15/2011,Arizona St.,60,Pepperdine,66,15,13.54,16.51,17.78,15.23,0,,7.94,12.1,15.33,13,14.43,,12,,12.5
11/15/2011,Texas,100,Rhode Island,90,16.5,16.47,14.95,14.97,15.63,0,,11.19,17.2,21.79,15.5,17.48,,17,,17.5
11/15/2011,Miami-Florida,72,Rutgers,57,9.5,10.63,10.31,9.96,10.66,0,,14.92,8.6,11.73,8,8.54,,10,,10
11/15/2011,Fresno St.,54,SMU,52,-1.5,0.91,2.47,2.39,2.56,1,,1.66,,,-5,-1.05,,-1,,-3.5
11/15/2011,Arkansas St.,46,SW Missouri St.,77,-3,-7.6,-10.78,-11.42,-10.3,0,,-0.52,-8.7,-14.9,-3,-2.34,,-5,,-1
11/15/2011,Southern Illinois,42,Saint Louis,61,-7.5,-5.11,-1.35,0.4,-3.2,0,,-10.71,-4.9,-8.06,-6.5,-1.3,,-8,,-7.5
11/15/2011,Baylor,77,San Diego St.,67,10,1.7,3.06,2.63,3.57,0,,3.96,-2.2,4.89,8.5,5.05,,-6,,12.5
11/15/2011,UC Santa Barbara,89,Santa Clara,56,7.5,1.94,3.48,3.48,3.49,0,,-4.17,4.5,3.52,6,3.75,,-1,,3.5
11/15/2011,Elon,58,South Carolina,53,-6.5,-10.08,-9.15,-8.29,-10.05,0,,-11.23,-9,-20.32,-5,-5.65,,-6,,
11/15/2011,Oral Roberts,77,Texas San Antonio,78,7.5,4.1,2.05,0.53,3.6,1,,4.69,,,6.5,9.66,,2,,7
11/15/2011,Weber St.,73,Utah St.,63,3,-9.8,-10.59,-11.37,-9.83,0,,-6.7,-10.9,-13.72,1.5,-7.1,,-9,,0
11/16/2011,Oral Roberts,80,Arkansas-Pine Bluff,44,18,18.26,13.34,11.43,15.33,1,,23.8,,,16.5,16.49,,21,,21.5
11/16/2011,Citadel,50,Clemson,73,-17.5,-18.31,-16.57,-17.93,-15.33,0,,-29.21,-17.4,-18.04,-17.5,-18.05,,-16,,-14.5
11/16/2011,Buffalo,68,Cornell,59,9,8.83,6.86,7.4,6.33,0,,7.7,9.8,11.57,9,8.83,,10,,9
11/16/2011,UAB,60,Creighton,70,2,4.42,5.97,8.02,4.04,0,,3.95,5.9,0.76,1.5,7.16,,6,,-0.5
11/16/2011,Wake Forest,81,Georgia Southern,72,12.5,15.94,18.2,20.02,16.6,0,,14.72,16.9,19.35,12.5,13.41,,13,,13.5
11/16/2011,Oregon St.,82,Hofstra,72,9.5,2.02,1.61,1.47,1.77,0,,-4.91,0.9,3.89,6,4.03,,2,,7
11/16/2011,Evansville,73,Indiana,94,-6.5,-2.27,-0.66,2.3,-3.87,0,,-8.41,-1.2,-5.42,-3.5,0.45,,-2,,0.01
11/16/2011,Pittsburgh,76,Long Beach St.,86,13.5,15.33,14.41,13.76,15.03,0,,14.33,16.1,13.56,13.5,17.88,,16,,16
11/16/2011,Tennessee,85,Louisiana-Monroe,62,21.5,25.05,25.93,25.69,26.16,0,,23.98,27.3,30.49,21.5,24.78,,25,,17
11/16/2011,Eastern Illinois,65,Loyola-Chicago,61,-1,-3.88,-2.74,-3.97,-1.56,0,,-7.41,-4.3,-2.98,-1.5,-3.93,,-3,,
11/16/2011,New Mexico,53,New Mexico St.,62,12,10.66,8.73,8.96,8.78,0,,12.75,10.5,8.67,12.5,10.61,,12,,13
11/16/2011,Texas Tech,69,North Texas,64,7,8.74,8.83,9.8,7.77,0,,11.17,9.3,7.86,6.5,9.04,,9,,6
11/16/2011,North Carolina St.,60,Princeton,58,12.5,13.5,13.62,13.49,13.77,0,,8.56,10.9,24.59,9.5,12.17,,11,,13.5
11/16/2011,Bradley,66,SE Missouri St.,65,7,12.23,13.51,14.34,12.71,0,,15.18,13.9,12.03,5,14.2,,8,,7.5
11/16/2011,San Francisco,83,San Jose St.,81,11.5,9.58,6.73,4.85,8.88,0,,13.91,7,14.8,11.5,9.69,,8,,9.5
11/16/2011,Oklahoma St.,90,Texas San Antonio,85,13.5,11.01,7.9,3.93,12.22,0,,11.24,,,14,15.16,,14,,9.5
11/16/2011,Boise St.,80,Utah,59,9,5.42,2.37,2.31,2.42,0,,7.41,6.5,1.33,6,5.36,,12,,6
11/17/2011,St. John's,72,Arizona,81,-2.5,-2.49,-3.4,-5.33,-2.07,0,,-4.64,1.3,-5.57,1,-0.13,,2,,-5.5
11/17/2011,Washington St.,79,CS Sacramento,68,17.5,22.71,20.75,20.96,20.55,0,,30.94,24.7,22.22,19.5,23.31,,22,,17
11/17/2011,UNLV,95,Canisius,70,22,19.09,16.84,17.81,16.11,0,,28.41,17.3,22,19.5,18.61,,14,,18.5
11/17/2011,Oregon,73,Eastern Washington,65,12.5,12.66,9.24,8.86,9.62,0,,17.33,15.3,7.89,13.5,13.26,,14,,15
11/17/2011,Minnesota,67,Fairfield,57,9,10.53,10.71,10.12,11.27,0,,10.78,11.1,10.91,7.5,10.55,,9,,10.5
11/17/2011,St. Joseph's PA,,Georgia Tech,53,-1.5,-1.96,0.95,3.38,-1.53,0,,3.16,-4.8,-8.32,1,-3.56,,-3,,-1
11/17/2011,Montana,57,Idaho,52,7.5,5.43,3.73,2.72,4.78,0,,9.72,4.6,5.75,9,7.87,,2,,6
11/17/2011,Northwestern,88,LSU,82,8.5,11.12,11.51,10.97,12.09,0,,16.23,12.2,3.15,9,9.81,,17,,7.5
11/17/2011,Alabama,62,Maryland,42,8,3.68,2.23,1.74,2.64,0,,10.63,0.5,-1.01,7.5,0.45,,4,,10.5
11/17/2011,Missouri,83,Niagara,52,24.5,21.62,17.18,17.16,17.2,0,,32.88,22.5,19.88,24.5,20.86,,22,,20.5
11/17/2011,Iowa,88,Northern Illinois,55,23.5,20.74,18.36,16.11,21.17,0,,31.02,17.9,16.54,21,18.71,,21,,23.5
11/17/2011,Nevada,78,Pacific,54,13,7.27,2.2,1.24,2.95,0,,22.34,3.8,-1.91,13.5,6.74,,9,,14
11/17/2011,Rider,72,Pennsylvania,78,2.5,4.68,2.54,2.89,2.19,0,,6.55,6,4.83,4,5.95,,5,,4
11/17/2011,Iona,90,Purdue,91,-4.5,-10.36,-10.25,-7.73,-14.34,1,,-8.35,-11.7,-17.88,-3,-12.37,,-6,,-4.5
11/17/2011,VA Commonwealth,54,Seton Hall,69,2.5,2.61,4.44,3.79,5.02,0,,0.77,0.5,-1.66,-134.5,1.43,,5,,6
11/17/2011,Denver,59,Southern Miss,52,2.5,-3.34,-1.56,0.35,-3.7,0,,-6.11,-4.9,-4.76,-1,-1.71,,-6,,0.1
11/17/2011,Arkansas St.,63,Tennessee-Martin,45,10.5,9.01,5.34,3.86,7.07,0,,10.63,10.9,10.59,9.5,9.54,,10,,9.5
11/17/2011,Mississippi St.,69,Texas A&M,60,-4.5,-5.17,-4.5,-4.08,-4.91,0,,-7.28,-7.1,-5.93,-4.5,-5.59,,0.01,,-6.5
11/17/2011,Western Kentucky,49,Tulsa,65,-10.5,-9.9,-7.09,-6.34,-7.97,0,,-13.28,-9.8,-12.92,-10.5,-10.85,,-9,,-9
11/17/2011,San Diego St.,56,USC,54,5,7.61,6.9,6.09,7.84,0,,7.67,9.7,5.9,6,5.17,,10,,8.5
11/17/2011,Colorado,58,Wichita St.,67,-10,-2.98,-1.47,0.02,-2.87,0,,0.08,-3.3,-7.3,-9,-2.99,,-1,,-6.5
11/18/2011,Valparaiso,62,Akron,59,-1,0.45,-1.17,-1.89,-0.61,0,,0.59,2.5,-5.06,-1,2.08,,5,,1
11/18/2011,Eastern Michigan,62,Arkansas-Little Rock,51,2,-0.07,-3.01,-4.21,-1.84,0,,-2.08,3.3,5.92,1,2.34,,-2,,-2
11/18/2011,Indiana St.,57,Ball St.,50,6,7.78,6.56,8.43,4.88,0,,9.22,8.4,3.71,6,8.06,,8,,11.5
11/18/2011,Youngstown St.,53,Cal Riverside,49,7,5.55,6.89,8.4,5.4,0,,6.2,5.9,5.85,5,2.65,,5,,5
11/18/2011,Nicholls St.,63,Cal St. Fullerton,73,-10,-5.73,-4.79,-3,-7.12,1,,-7.96,1.4,-2.47,-8.5,-9.2,,-6,,-11.5
11/18/2011,Duke,82,Davidson,69,16,18.85,15.95,16.08,15.82,0,,19.62,23.6,24.28,0.5,15.9,,19,,16.5
11/18/2011,Villanova,79,Delaware,69,17,20.93,21.88,22.86,20.96,0,,16.17,20.8,30.59,16,20.07,,20,,16
11/18/2011,Mississippi,63,Drake,59,6.5,6.62,3.39,1.58,5.31,1,,6,8.3,10.81,7,7.92,,8,,5
11/18/2011,Liberty,65,Eastern Kentucky,73,5.5,4.53,4.53,5.13,3.85,0,,10.78,3,-3.39,5.5,3.85,,3,,10
11/18/2011,Arkansas,78,Houston,87,8.5,9.15,6.92,8.67,4.93,0,,10.54,11,6.64,10,8.88,,11,,11.5
