date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linepugh,lineopen,linedok,linedunk,linefox,linerpi,linepig
02/23/2012,Gonzaga,74,BYU,63,6.5,4.12,3.55,5.58,2.93,0,6,3.05,,2.63,6.5,4.77,,3,,5
02/23/2012,Pacific,68,Cal St. Fullerton,69,-3,-3.06,-3.74,-4.28,-3.66,0,1,-3.03,,-3.95,-3.5,-3.02,,-5,,-2.5
02/23/2012,Utah,46,California,60,-16.5,-17.56,-19.79,-15.04,-21.36,0,-10,-20.27,,-22.23,-16.5,-18.57,,-18,,-15
02/23/2012,Furman,65,Chattanooga,55,6.5,6.09,5.16,9.48,4.15,0,6,5.28,,3.71,6,5.59,,6,,8.5
02/23/2012,Cleveland St.,77,Detroit,64,3,5.1,7.74,7.77,7.66,0,7,3.09,,6.54,3.5,3.74,,3,,2
02/23/2012,Florida St.,66,Duke,74,-1.5,0.37,-0.17,-2.78,0.41,0,2,-0.34,,-0.52,,0.21,,1,,3
02/23/2012,Morehead St.,75,Eastern Illinois,39,6,8.13,8.03,9.77,7.49,0,5,9.23,,6.12,7,7.89,,9,,10.5
02/23/2012,Idaho St.,78,Eastern Washington,85,-1,-1.21,-2.75,1.9,-4.08,0,2,-3.82,,-3.88,-1.5,-2.3,,-2,,2.5
02/23/2012,Davidson,66,Elon,45,17,17.03,16.73,14.88,17.16,0,14,18.85,,17.98,17.5,17.33,,17,,19
02/23/2012,New Mexico St.,115,Hawaii,73,11,10.42,11.54,9.89,11.92,0,11,10.01,,11.39,10,9.14,,9,,11
02/23/2012,North Dakota St.,68,IUPUI,74,8,7.82,8.92,9.22,8.79,0,8,7.27,,7.82,8,8.49,,7,,6
02/23/2012,Cincinnati,60,Louisville,56,1.5,0.78,-0.29,-0.81,-0.22,0,2,-0.01,,-1.48,1.5,1.23,,3,,2.5
02/23/2012,Louisiana-Monroe,61,Middle Tenn St.,94,-14.5,-16.97,-18.89,-21.58,-18.36,0,-13,-18.77,,-18.81,-14,-16.21,,-16,,-13
02/23/2012,Tennessee St.,62,Murray St.,80,-3.5,-4.67,-6.57,-9.2,-6.46,0,-5,-3.38,,-8.61,-4.5,-4.21,,-2,,1.5
02/23/2012,Arkansas-Little Rock,67,North Texas,75,2.5,3.63,2.53,5.01,1.85,0,5,3.58,,1.45,3.5,3.16,,4,,5
02/23/2012,Montana,78,Northern Arizona,60,19,23.1,23.52,23.32,23.51,0,16,24.24,,23.11,20,20.09,,26,,28.5
02/23/2012,Mo Kansas City,56,Oakland,89,-6.5,-3.72,-3.06,-3.03,-3.13,0,1,-6.35,,-3.38,-6,-6.9,,-5,,-3
02/23/2012,Santa Clara,57,Pepperdine,63,4,4.99,3.78,2.53,4.05,0,7,6.75,,3.54,2.5,4.07,,6,,6
02/23/2012,CS Sacramento,88,Portland St.,94,-2,-1.76,-2.8,-4.19,-2.57,0,1,-0.61,,-2.12,-1.5,-0.57,,-3,,-2
02/23/2012,Jacksonville St.,69,SE Missouri St.,59,3.5,4.18,3.76,2.99,3.89,0,7,3.56,,2.92,3,3.11,,4,,6
02/23/2012,Western Carolina,79,Samford,77,4,4.11,4.03,4.19,3.93,0,3,3.85,,2.5,3.5,5.94,,5,,4.5
02/23/2012,Loyola Marymount,57,San Diego,60,9.5,12.42,11.87,13.22,11.53,0,11,13.4,,11.72,10.5,8.97,,14,,15.5
02/23/2012,Louisiana Tech,75,San Jose St.,49,6.5,5.49,6.43,7.45,6.1,0,8,3.11,,5.14,5.5,5.58,,4,,4.5
02/23/2012,Marist,61,Siena,52,1,1.58,0.63,1.03,0.45,0,2,1.2,,0.74,,0.18,,3,,4
02/23/2012,Florida Atlantic,76,South Alabama,79,7,5.23,4.58,1.13,5.41,0,6,6.44,,3.81,7,7.56,,5,,6.5
02/23/2012,Portland,43,St. Mary's,70,-12,-13.03,-13.82,-14.3,-13.8,0,,-12.75,,-16.29,-11.5,-14.55,,-11,,-8.5
02/23/2012,Colorado,50,Stanford,74,5,3.99,1.91,4.73,1.02,0,4,4.14,,0.21,4.5,3.33,,6,,8.5
02/23/2012,Florida International,70,Troy St.,75,6.5,7.07,6.08,4.14,6.49,0,6,8.15,,5.96,6.5,5.79,,9,,11
02/23/2012,Arizona St.,57,UCLA,66,-9,-6.87,-7.45,-4.37,-8.46,0,-2,-10.39,,-7.59,-8.5,-9.62,,-6,,-6.5
02/23/2012,Arizona,70,USC,54,12.5,15.97,15.43,16.9,15.07,0,13,17.67,,14.27,14.5,12.37,,18,,20.5
02/23/2012,Northern Colorado,71,Weber St.,88,-6,-5.96,-5.6,-10.57,-4.55,0,-4,-5.84,,-5.85,-6,-4.92,,-6,,
02/23/2012,Iowa,67,Wisconsin,66,-5,-6.17,-8.92,-5.13,-10.37,0,-2,-5.49,,-8.95,-5,-5.23,,-6,,
02/23/2012,Loyola-Chicago,70,Wisconsin-Green Bay,73,-2.5,-2.89,-3.69,-5.38,-3.32,0,-3,-4.49,,-3.61,-2.5,-2.83,,-1,,0.5
02/23/2012,Illinois-Chicago,61,Wisconsin-Milwaukee,72,-5,-5.43,-6.68,-5.21,-7.17,0,-5,-8.16,,-6.73,-5,-5.67,,-4,,-1.5
02/23/2012,Youngstown St.,61,Wright St.,54,5,5.38,6.06,5.54,6.15,0,6,4.81,,4,5.5,5.56,,5,,6
02/24/2012,Valparaiso,71,Butler,59,-1.5,1.68,2.62,4.36,2.23,0,3,-0.69,,1.89,1.5,0.66,,0.01,,2
02/24/2012,Manhattan,90,Canisius,77,17,18.6,19.94,19.44,19.98,0,13,19.67,,19.17,17,17.04,,20,,20.5
02/24/2012,Yale,75,Columbia,67,4,4.81,4.3,8.05,3.52,0,3,4.79,,2.92,5,5.18,,4,,7
02/24/2012,Brown,63,Cornell,69,-5,-4.89,-6.53,-7.6,-6.43,0,0.01,-6.35,,-6.28,-4,-4.47,,-5,,-3
02/24/2012,Iona,77,Fairfield,72,7.5,8.37,8.89,9.9,8.59,0,8,7.4,,8.62,8.5,7.94,,8,,8.5
02/24/2012,Utah St.,67,Idaho,50,5.5,4.74,3.89,2.12,4.13,0,7,5.39,,3.97,5.5,6.29,,5,,4
02/24/2012,Rider,83,Loyola-Maryland,79,-4,-1.64,-3.11,-5.85,-2.72,0,-1,-1.75,,-3.13,-2.5,-2.14,,1,,2.5
02/24/2012,West Virginia,60,Marquette,61,1.5,0.17,-1.05,-2.34,-0.88,0,2,-1.95,,0.53,1.5,1.81,,2,,
02/24/2012,St. Peter's,56,Niagara,59,-4,-3.44,-3.62,-4.82,-3.5,0,-2,-3.18,,-3.8,-3.5,-2.69,,-3,,-4.5
02/24/2012,Dartmouth,54,Pennsylvania,57,-6.5,-6.82,-7.51,-13.43,-6.78,0,-4,-7.21,,-7.52,-5,-6.14,,-5,,-4.5
02/24/2012,Harvard,67,Princeton,64,10.5,10.42,11.17,12.43,10.86,0,11,9.64,,11.12,11.5,9.84,,9,,9.5
02/25/2012,UNLV,68,Air Force,58,16.5,15.89,16.89,15.89,17.02,0,12,17.56,,15.28,17,17.34,,16,,16
02/25/2012,Western Carolina,83,Appalachian St.,75,4,3.27,2.92,4.42,2.38,0,3,2.28,,0.54,5,4,,4,,5.5
02/25/2012,Auburn,71,Arkansas,77,3.5,2.23,-0.19,2.23,-0.88,0,2,2.68,,-1.59,2.5,1.37,,5,,7
02/25/2012,Arkansas-Little Rock,62,Arkansas St.,60,4.5,6.54,6.4,7.3,6.07,0,8,6.24,,5.58,6,5.11,,7,,7
02/25/2012,Eastern Michigan,61,Ball St.,50,-3,1.21,-0.56,3.48,-1.77,0,1,1.77,,-2.45,-1.5,-1.83,,3,,6.5
02/25/2012,Wyoming,64,Boise St.,54,7,7.01,7.75,7.2,7.78,0,8,5.88,,7.58,8,8.16,,4,,7.5
02/25/2012,Wake Forest,85,Boston College,56,5,5.08,6.35,7.86,5.85,0,5,3.22,,5.17,3.5,4.49,,4,,
02/25/2012,UC Irvine,94,CS Northridge,85,6,6.98,8.76,7.58,8.94,0,6,7.07,,8.43,7,5.79,,6,,6
02/25/2012,Idaho St.,67,CS Sacramento,70,4.5,3.6,3.21,7.36,2.02,0,6,1.16,,1.74,5.5,4,,3,,3.5
02/25/2012,UC Santa Barbara,68,Cal Poly SLO,60,7.5,9.39,6.96,9.32,6.25,0,8,10.54,,7.61,7.5,6.43,,12,,15
02/25/2012,Long Beach St.,64,Cal Riverside,40,16.5,18.27,19.81,18.24,20.17,0,13,19.62,,19,17,17.15,,19,,20
02/25/2012,UC Davis,78,Cal St. Fullerton,75,-12.5,-9.96,-11.43,-14.37,-10.9,0,-4,-8.32,,-11.29,-12.5,-13.31,,-10,,-7.5
02/25/2012,San Diego St.,74,Colorado St.,66,8,5.87,5.85,7.67,5.44,0,4,6.44,,6.01,8,7.38,,5,,5
02/25/2012,Brown,94,Columbia,78,-6,-6.45,-8.03,-8.18,-8.14,0,-3,-6.16,,-8.2,-5.5,-5.9,,-7,,-5
02/25/2012,Yale,71,Cornell,40,5.5,6.41,6.26,8.69,5.55,0,6,6.24,,4.84,5.5,4.96,,6,,9
02/25/2012,Indiana St.,60,Creighton,61,-2,-4.07,-6.04,-5.19,-6.39,0,-2,-4.54,,-9.25,-2,-3.19,,-3,,1
02/25/2012,Georgia Southern,54,Davidson,71,-8,-7.25,-7.9,-4.52,-8.93,0,-6,-9.54,,-10.69,-7.5,-8.8,,-7,,-2.5
02/25/2012,Youngstown St.,74,Detroit,76,-2.5,0.72,1.87,2.69,1.54,0,2,-0.87,,-0.65,-2.5,-0.93,,0.01,,2
02/25/2012,Wichita St.,81,Drake,58,16,16.88,17.03,14.07,17.74,0,13,18.8,,15.75,17.5,16.66,,20,,19
02/25/2012,Old Dominion,72,Drexel,73,2,2.27,0.58,0.25,0.55,0,6,1.55,,1.08,2,2.69,,3,,3
02/25/2012,George Washington,56,Duquesne,51,1,0.04,-0.89,-2.48,-0.62,0,-1,-0.19,,-0.72,,-0.18,,1,,4.5
02/25/2012,Eastern Kentucky,86,Eastern Illinois,74,5,6.13,6.81,7.31,6.57,0,7,6.69,,4.68,6,4.76,,6,,6
02/25/2012,Portland St.,69,Eastern Washington,64,3.5,4.75,3.65,5.09,3.18,0,6,3.47,,2.5,3,3.26,,6,,8.5
02/25/2012,Georgia,76,Florida,62,-7.5,-7.84,-8.49,-5.92,-9.45,0,-4,-9.41,,-9.45,-8,-8.63,,-8,,
02/25/2012,Wofford,67,Furman,52,7.5,7.03,6.39,6.67,6.21,0,5,7.16,,5.92,8,6.27,,8,,11
02/25/2012,VA Commonwealth,89,George Mason,77,8.5,7.4,7.31,7.15,7.24,0,5,6.35,,6.15,7,7.78,,9,,10.5
02/25/2012,William & Mary,60,Georgia St.,64,-8.5,-8.08,-11.48,-8.84,-12.36,0,-5,-7.16,,-13.8,-8,-9.51,,-6,,-2
02/25/2012,San Diego,57,Gonzaga,65,-11,-12.86,-13,-11.54,-13.52,0,-8,-14.3,,-15.51,-11,-14.18,,-13,,
02/25/2012,Louisiana Tech,84,Hawaii,67,3.5,2.66,2.43,1.64,2.52,0,4,2.2,,-0.85,1.5,1.77,,3,,7
02/25/2012,Bradley,53,Illinois St.,54,-7,-6.55,-7.63,-5.58,-8.29,0,-6,-7.37,,-8.19,-6,-5.41,,-5,,
02/25/2012,Kansas St.,61,Iowa St.,65,8,6.37,5.86,5.21,5.93,0,6,6.31,,4.91,7,7.58,,7,,8
02/25/2012,Bowling Green,74,Kent St.,58,1.5,2.03,1.27,0.37,1.39,0,3,1.86,,0.63,3,1,,2,,6
02/25/2012,Mississippi,72,LSU,48,3.5,1.57,0.82,2.87,0.27,0,3,-0.05,,-0.15,3,3.62,,2,,1
02/25/2012,Fordham,67,La Salle,62,-9.5,-9.82,-10.71,-5.11,-12.47,0,-6,-11.41,,-11.51,-8.5,-10.26,,-12,,
02/25/2012,Louisiana-Lafayette,60,Louisiana-Monroe,78,12.5,16.39,15.59,18.19,14.84,0,15,18.05,,14.13,13,13.88,,19,,18
02/25/2012,Georgia Tech,63,Maryland,61,-1,0.1,1.6,-3.95,2.75,0,0.01,-1.68,,2.55,-1,2.01,,-1,,
02/25/2012,Dayton,76,Massachusetts,43,4.5,3.67,3.7,4.52,3.36,0,4,4.82,,2.85,5.5,3.77,,2,,4
02/25/2012,Marshall,67,Memphis,87,-2,-2.58,-2.48,-0.31,-3.35,0,1,-5.37,,-4.13,-1.5,-0.89,,-5,,
02/25/2012,Buffalo,84,Miami-Ohio,74,8,9.56,10.2,12.12,9.61,0,8,8.15,,9.14,9,8.97,,11,,9.5
02/25/2012,Western Kentucky,73,Middle Tenn St.,67,-9,-8.65,-10.66,-11.35,-10.64,0,-4,-8.85,,-10.42,-7,-8.29,,-7,,
02/25/2012,Alabama,67,Mississippi St.,50,6,7.29,8.06,5.21,8.73,0,4,9.29,,7.15,5,6.44,,9,,8.5
02/25/2012,Kansas,87,Missouri,86,8.5,7.03,5.65,3.12,6.23,0,8,7.26,,3.46,6.5,7.18,,10,,11
02/25/2012,Montana,57,Montana St.,47,14.5,16.76,16.72,14.67,17.18,0,13,21.45,,16.41,15.5,14.36,,18,,19
02/25/2012,Tennessee Tech,64,Murray St.,69,-4.5,-6.83,-7.78,-12.59,-7.34,0,-3,-6.56,,-8.34,-7,-3.97,,-6,,
02/25/2012,Elon,93,NC Greensboro,79,4.5,4.1,4.54,3.37,4.81,0,7,2.32,,4.46,5,3.81,,4,,3
02/25/2012,Hofstra,93,NC Wilmington,64,7,5.82,4.22,1.28,4.77,0,7,6.57,,5.96,7.5,5.95,,7,,8
02/25/2012,Michigan St.,62,Nebraska,34,17,19.94,19.94,16.34,20.79,0,17,22.05,,20.17,19,18.17,,23,,22
02/25/2012,Fresno St.,76,Nevada,79,-1.5,-2.78,-2.15,-7.17,-1.14,0,-3,-2.67,,-3.16,-2.5,-1.32,,-1,,
02/25/2012,TCU,83,New Mexico,64,-7.5,-9.08,-9.24,-3.6,-10.89,0,-4,-11.42,,-11.77,-8.5,-9.85,,-12,,
02/25/2012,Virginia,51,North Carolina,54,-4,-3.07,-2.06,-1.28,-2.42,0,-2,-6.19,,-3.39,-4,-3.2,,-3,,
02/25/2012,Clemson,72,North Carolina St.,69,4,2.39,0.77,-2.21,1.57,0,1,3.54,,-0.43,5,4.14,,4,,7.5
02/25/2012,Delaware,82,Northeastern,72,5,6.73,5.82,5.4,5.81,0,7,5.57,,6.2,5.5,4.33,,9,,10.5
02/25/2012,Southern Illinois,61,Northern Iowa,65,-3.5,-5.56,-6.9,-6.57,-7.1,0,-3,-6.55,,-7.16,-4,-4.6,,-6,,-3.5
02/25/2012,Penn St.,66,Northwestern,67,-1.5,-1.17,-1.85,-2.26,-1.9,0,-1,-1.95,,-3.04,1,-0.72,,1,,0.5
02/25/2012,St. John's,61,Notre Dame,58,-6.5,-6.44,-6.07,-6.15,-6.21,0,-1,-10.45,,-5.7,-5.5,-5.56,,-10,,
02/25/2012,Baylor,70,Oklahoma,60,11.5,12.8,13.02,15.15,12.47,0,10,12.73,,12.19,13.5,12.83,,13,,14
02/25/2012,Southern Utah,71,Oral Roberts,73,-7.5,-7.79,-8.87,-10.74,-8.6,0,-3,-8.56,,-10.2,-7.5,-7.68,,-7,,-6.5
02/25/2012,Harvard,54,Pennsylvania,55,11,11.33,12.4,12.87,12.22,0,10,12.22,,10.85,12,10.49,,10,,12
02/25/2012,BYU,76,Portland,66,20.5,22.57,21.98,19.44,22.59,0,20,24.64,,24.23,20.5,22.17,,24,,23.5
02/25/2012,Dartmouth,61,Princeton,85,-7,-7.87,-9.12,-13.83,-8.45,0,-2,-9.04,,-7.26,-7,-8.35,,-6,,-8
02/25/2012,DePaul,71,Providence,73,2,0.7,0.51,1.66,0.11,0,1,-0.35,,-0.38,1,1.04,,0.01,,2.5
02/25/2012,Michigan,61,Purdue,75,6,7.21,5.41,8.42,4.68,0,,6.76,,5.79,6,5.83,,8,,11
02/25/2012,Southern Miss,58,Rice,56,10,10.61,11.24,12.73,10.83,0,11,10.35,,11.13,10.5,9.86,,9,,10
02/25/2012,Xavier,65,Richmond,57,8,8.44,7.51,8.77,7.06,0,8,9.41,,9.06,9,8.71,,8,,8.5
02/25/2012,Seton Hall,72,Rutgers,77,7.5,9.86,9.43,11.37,8.81,0,9,11.91,,7.86,8,7.44,,11,,11.5
02/25/2012,Austin Peay,68,SE Missouri St.,59,5,4.34,4.91,5.31,4.7,0,6,4.26,,3.14,3.5,6.3,,2,,3
02/25/2012,Houston,62,SMU,59,1,3.49,3.91,4.69,3.6,0,7,1.43,,3.37,2,2.3,,2,,3.5
02/25/2012,Evansville,75,SW Missouri St.,70,2.5,2.71,0.32,1.21,-0.06,0,1,4.68,,-0.29,-1,3.12,,4,,8
02/25/2012,Rhode Island,64,Saint Louis,62,-12.5,-14.15,-16.08,-14.95,-16.8,0,-7,-15.26,,-17.99,-13,-15.02,,-12,,
02/25/2012,Chattanooga,86,Samford,78,2.5,3.23,3.84,-0.46,4.69,0,5,2.61,,4.34,3,4.66,,4,,1
02/25/2012,New Mexico St.,79,San Jose St.,68,16.5,17.56,18.26,16.06,18.75,0,15,19.11,,17.37,15.5,15.65,,20,,18.5
02/25/2012,Loyola Marymount,68,Santa Clara,65,12,12.45,12.9,15.58,12.14,0,10,13.03,,12.4,12,10.02,,14,,
02/25/2012,Florida International,81,South Alabama,74,2,0.66,-0.01,-5.06,1.13,0,3,2.26,,0.45,1,1.03,,1,,1.5
02/25/2012,NC Charlotte,56,St. Bonaventure,72,-1.5,-1.74,-0.66,0.88,-1.2,0,-1,-4.46,,-0.8,1,-0.34,,-5,,-2
02/25/2012,Utah,58,Stanford,57,-11.5,-13.39,-15.43,-10.75,-16.97,0,-7,-13.3,,-17.46,-11.5,-14.28,,-14,,
02/25/2012,Connecticut,69,Syracuse,71,-5,-4.4,-5.36,-8.21,-4.93,0,0.01,-5.16,,-6.11,-3.5,-2.41,,-4,,
02/25/2012,South Carolina,64,Tennessee,73,-2.5,-2.28,-2.3,-2.04,-2.51,0,0.01,-3.61,,-3.21,-1,-0.6,,-4,,
02/25/2012,Jacksonville St.,77,Tennessee-Martin,46,14,15.16,14.65,16.03,14.3,0,13,17.21,,13.46,17.5,11.31,,17,,19
02/25/2012,Texas Tech,67,Texas,71,-11,-10.94,-12.17,-8.08,-13.6,0,-6,-12.06,,-13.65,-12,-11.19,,-12,,
02/25/2012,Oklahoma St.,60,Texas A&M,42,3.5,4.7,4.97,5.48,4.72,0,3,3.59,,4.78,4.5,4.56,,5,,6.5
02/25/2012,James Madison,65,Towson,59,12,14.16,15.45,17.34,15.02,0,11,14.92,,13.5,12,12.5,,15,,14
02/25/2012,Florida Atlantic,82,Troy St.,83,10.5,8.92,8.82,7.21,9.12,0,8,9.85,,9.31,9.5,10.35,,9,,8.5
02/25/2012,Tulane,69,Tulsa,73,-3.5,-2.24,-0.9,-1.8,-0.79,0,1,-5.98,,-1.88,-3.5,-2.23,,-4,,
02/25/2012,East Carolina,57,UAB,61,1.5,1.16,2.11,-1.24,2.84,0,0.01,0.31,,2.65,2.5,2.21,,2,,0.5
02/25/2012,Arizona,65,UCLA,63,3,6.22,5.67,7.39,5.01,0,6,6.36,,5.43,2.5,3.09,,8,,8.5
02/25/2012,Arizona St.,56,USC,52,3,3,2.19,4.32,1.56,0,5,1.99,,1.25,3.5,1.41,,4,,4.5
02/25/2012,Central Florida,63,UTEP,45,7.5,5.46,5.68,8.43,4.89,0,7,5.25,,5.22,8.5,6.91,,1,,5
02/25/2012,Kentucky,83,Vanderbilt,74,11.5,12,13.01,15.24,12.37,0,8,11.12,,11.54,12,11.19,,14,,12.5
02/25/2012,Georgetown,67,Villanova,46,9.5,11,12.19,13.79,11.62,0,9,10.02,,12.35,10,10.22,,9,,12
02/25/2012,Duke,70,Virginia Tech,65,13,15.07,13.55,17.28,12.52,0,13,15.14,,13.4,15,14.24,,17,,18
02/25/2012,Washington St.,55,Washington,59,-1,-0.34,-0.68,-3.58,-0.03,0,-1,0.09,,-1.49,-1.5,-0.18,,1,,2.5
02/25/2012,North Dakota St.,64,Western Illinois,77,8.5,8.71,7.76,6.53,7.96,0,7,10.61,,7.99,9.5,8.12,,12,,9.5
02/25/2012,Toledo,83,Western Michigan,74,-1.5,1.09,0.72,1.21,0.49,0,4,-2.57,,0.16,,0.41,,2,,3
02/25/2012,Illinois-Chicago,63,Wisconsin-Green Bay,71,-3.5,-3.69,-3.57,-3.78,-3.7,0,-2,-6.65,,-3.37,-1,-3,,-4,,-3
02/25/2012,Loyola-Chicago,69,Wisconsin-Milwaukee,78,-5.5,-5.31,-7.09,-7.61,-7.09,0,-5,-5.34,,-6.97,-6.5,-5.97,,-3,,-1.5
02/25/2012,Cleveland St.,77,Wright St.,55,11,10.86,12.45,11.27,12.64,0,11,11.91,,11.19,12,10.4,,10,,8.5
02/27/2012,High Point,68,Gardner Webb,58,5,6.98,5.2,4.65,5.28,0,,6.65,,,6,6.82,,8,,10.5
02/27/2012,Oklahoma St.,58,Kansas,70,-9,-9.67,-10.22,-9.72,-10.41,0,-8,-9.49,,,-9,-10.42,,-10,,
02/27/2012,Jackson St.,69,Miss Valley St.,78,-6.5,-5.39,-7.54,-11.93,-6.38,0,3,-7.23,,,-5.5,-3.8,,-6,,
02/27/2012,Montana St.,79,Northern Arizona,60,9,9.91,10.17,12.12,9.59,0,8,6.8,,,8.5,8.34,,11,,13.5
02/27/2012,Georgetown,59,Notre Dame,41,6,5.24,7.86,6.27,8.24,0,8,2.79,,,6,5.88,,2,,3.5
02/27/2012,VMI,55,Radford,53,8.5,8.98,7.8,10.96,7.1,0,,9.45,,,8,6.88,,9,,10.5
02/27/2012,Baylor,77,Texas Tech,48,19.5,21.11,21.83,23.53,21.51,0,18,22.02,,,19.5,21.21,,21,,20.5
02/28/2012,Memphis,84,Central Florida,55,11,11.74,11.03,7.67,12.01,0,10,12.88,,12.22,11,10.16,,16,,13
02/28/2012,Providence,72,Connecticut,70,-5,-3.52,-3.78,-2.55,-4.13,0,-1,-5.02,,-4.97,-4.5,-4.95,,-2,,
02/28/2012,West Virginia,92,DePaul,75,13.5,14.42,13.93,12.62,14.28,0,13,15.65,,14.65,14.5,14.18,,16,,15
02/28/2012,Wake Forest,71,Duke,79,-12.5,-13.77,-14.3,-13.78,-14.56,0,-8,-14.93,,-15.97,-13,-15.15,,-14,,
02/28/2012,Vanderbilt,77,Florida,67,3.5,3.25,1.22,2.71,0.63,0,5,4.63,,0.71,2.5,2.28,,3,,7
02/28/2012,Eastern Washington,77,Idaho St.,64,9.5,9.67,10.31,7.25,11.09,0,7,10.99,,9.71,9.5,9.35,,10,,12
02/28/2012,Wisconsin-Milwaukee,68,Illinois-Chicago,55,13,14.07,14.1,13.33,14.32,0,14,15.59,,,14,12.76,,14,,14.5
02/28/2012,Texas A&M,70,Kansas St.,76,-4.5,-4.98,-5.89,-5.15,-6.15,0,-3,-5.2,,-6.77,-3,-2.61,,-6,,
02/28/2012,Detroit,80,Loyola-Chicago,71,13,14.1,12.94,13.94,12.66,0,14,14.6,,,14,14.02,,14,,15.5
02/28/2012,Indiana,70,Michigan St.,55,-2.5,-1.01,-0.29,0.4,-0.57,0,3,-4,,-1.67,-2,-1.21,,-3,,
02/28/2012,Wisconsin,52,Minnesota,45,9.5,11.68,12.49,9.81,13.54,0,11,10.7,,10.74,11.5,10.12,,13,,14.5
02/28/2012,Arkansas,75,Mississippi,77,4,2.82,3.58,2.5,3.77,0,6,0.95,,4.39,4.5,4.48,,-1,,1.5
02/28/2012,Wyoming,71,TCU,59,8,6.18,8,4.21,8.87,0,10,3.92,,8.16,8,8.29,,4,,2
02/28/2012,Montana,66,Weber St.,51,5,3.98,3.97,0.98,4.61,0,3,5.79,,3.68,4,4.29,,3,,6.5
02/28/2012,Youngstown St.,77,Wisconsin-Green Bay,60,3,3.56,3.54,1.98,3.89,0,5,2.72,,,2,2.85,,5,,3.5
02/28/2012,Butler,70,Wright St.,52,10.5,9.96,9.05,8.91,9.09,0,9,12,,,11,9.24,,10,,11.5
02/28/2012,Saint Louis,70,Xavier,59,7.5,8.28,8.65,5.67,9.78,0,7,8.06,,8.77,8,8.46,,9,,9.5
02/29/2012,New Mexico,86,Air Force,56,16.5,17.19,16.95,13.68,17.86,0,,19.31,,16.65,17.5,17.85,,18,,17
02/29/2012,American,57,Army,40,11.5,13.62,12.28,13.59,11.89,0,,13.52,,,13,12.74,,15,,15
02/29/2012,Alabama,55,Auburn,49,12.5,14.27,15.06,10.7,16.2,0,,16.06,,15.42,12,12.51,,15,,14
02/29/2012,Akron,70,Buffalo,74,6.5,6.42,5.8,6.12,5.67,0,,6.95,,5.44,7,5.73,,6,,9
02/29/2012,Cal St. Fullerton,87,CS Northridge,76,12.5,14.08,14.71,14.93,14.6,0,,13.06,,13.9,14.5,13.09,,15,,14
02/29/2012,Ball St.,71,Central Michigan,52,8,7.3,7.42,6.8,7.52,0,,7.9,,6.86,8,7.53,,7,,7.5
02/29/2012,Lehigh,70,Colgate,57,21,21.69,21.47,19.34,22.03,0,,22.63,,,21.5,22.12,,21,,23
02/29/2012,Richmond,82,Dayton,71,2,-0.46,-0.25,-0.89,-0.13,0,,-1.99,,-2.29,2,1.57,,1,,
02/29/2012,NC Charlotte,77,Duquesne,88,2.5,1.89,1.95,1.32,2.06,0,,0.92,,1.75,2,1.16,,1,,5
02/29/2012,SE Missouri St.,75,Eastern Kentucky,65,3,5.24,4.41,2.02,5.02,0,,6.67,,,2.5,2.21,,9,,6.5
02/29/2012,Western Michigan,53,Eastern Michigan,54,9.5,8.3,8.31,5.31,9.09,0,,8.57,,8.98,10,9.67,,8,,8.5
02/29/2012,Rhode Island,78,Fordham,58,6,6.25,4.57,0.47,5.66,0,,7.34,,3.6,5.5,5.66,,11,,10
02/29/2012,Boston College,56,Georgia Tech,52,-1.5,-1.18,-2.68,-0.03,-3.43,0,,-0.48,,-3.9,-1,-1.4,,0.01,,1
02/29/2012,NC Asheville,86,High Point,61,10.5,9.79,10.03,12.51,9.43,0,,10.06,,,8.5,9.75,,9,,8
02/29/2012,Nebraska,53,Iowa,62,2,1.31,1,2.49,0.61,0,,-0.13,,0.86,2,3.37,,1,,1
02/29/2012,Missouri,78,Iowa St.,72,10.5,9.11,9.65,9.91,9.54,0,,8.9,,9.93,11.5,11.01,,8,,6.5
02/29/2012,Belmont,76,Jacksonville,62,16,20.4,20.54,18.43,21.55,0,,23.88,,,16,17.56,,23,,18
02/29/2012,Austin Peay,70,Jacksonville St.,75,1,1.87,3.72,5.52,3.22,0,,2.15,,,1.5,2.34,,2,,-4
02/29/2012,George Washington,56,La Salle,60,-2,-2.91,-4.12,-1.71,-4.91,0,,-1.94,,-5.86,-2.5,-2.95,,-3,,0.01
02/29/2012,Holy Cross,76,Lafayette,84,6,6.29,4.62,6.82,3.98,0,,6.15,,,6.5,4.77,,7,,9
02/29/2012,Charleston Southern,88,Liberty,74,5.5,9.36,10.86,8.98,11.28,0,,7.91,,,3.5,6.63,,12,,
02/29/2012,Mercer,61,Lipscomb,53,11,10.47,11.58,10.85,11.75,0,,12,,,10,3.74,,12,,12.5
02/29/2012,Cincinnati,72,Marquette,61,1,-0.69,-1.83,-2.78,-1.66,0,,-0.69,,-2.48,1,0.28,,2,,0.5
02/29/2012,East Carolina,69,Marshall,68,-1.5,-1.1,-2.28,-4.59,-1.74,0,,-0.96,,-2.43,,-0.99,,1,,2
02/29/2012,North Carolina,88,Maryland,64,17.5,19.09,19.67,15.46,20.62,0,,21.07,,19.59,20,19.37,,18,,19.5
02/29/2012,Temple,90,Massachusetts,88,11.5,10.69,9.06,10.28,8.74,0,,12.8,,7.65,12,9.38,,13,,13
