date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linegreen,lineopen,linedok,linedunk,linefox,linerpi,lineash
11/10/2006,Kent St.,105,South Dakota St.,50,1.5,14.11,16.01,16.01,16.01,1,,20.76,,14.5,16.26,15.6,,,
11/10/2006,Syracuse,83,St. Francis-NY,21.5,21.5,21.19,22.84,22.84,22.84,0,,31.58,,21.5,19.08,26.5,,,
11/10/2006,Auburn,71,Troy St.,68,7.5,10.72,11.8,11.8,11.8,0,,13.56,,10,10.87,12,,,
11/10/2006,Washington St.,71,UAB,60,-1,-0.87,-1.13,-1.13,-1.13,0,,0.97,,1,-5.41,-2.8,,,
11/10/2006,Pennsylvania,66,UTEP,69,5,-0.73,1.26,1.26,1.26,1,,-2.51,,3.5,-1.48,-2.9,,,
11/10/2006,Ohio St.,107,VMI,69,26,26.61,29.44,29.44,29.44,0,,31.35,,29,28.22,36.9,,,
11/10/2006,Fresno St.,85,Winston Salem,63,,25.74,33.61,33.61,33.61,0,,,,,31.33,4.4,,,
11/10/2006,North Carolina St.,92,Wofford,88,13.5,16.73,22.68,22.68,22.68,0,,15.86,,13,20.36,14.5,,,
11/11/2006,Old Dominion,69,Arkansas St.,61,17.5,17.58,17.72,15.66,20.46,0,,20,,19,23.08,21.98,,,
11/11/2006,Dayton,78,Austin Peay,62,12,9.09,10.1,10.12,9.66,0,,12.72,,12,7.76,10,,,
11/11/2006,Wyoming,94,Boise St.,79,1.5,6.01,5.83,5.83,5.71,0,,8.59,,2,5.53,6.1,,,
11/11/2006,Oregon,84,CS Northridge,73,15,11.09,8.26,11.29,5.11,0,,24.15,,15,9.03,12.65,,,
11/11/2006,Portland,53,Cal Poly SLO,56,-3,3.45,5.07,6.77,3.59,1,,2.04,,-2.5,3.34,4.98,,,
11/11/2006,Georgia St.,66,Charleston,72,-2.5,0.02,-0.44,-0.44,-0.09,0,,-3.05,,-6,0.25,-0.6,,,
11/11/2006,Massachusetts,98,Dartmouth,61,22,15.44,17.7,17.74,16.7,0,,20.94,,19.5,16.44,16.5,,,
11/11/2006,Michigan,78,Davidson,68,16,12.96,9.54,7.92,11.03,0,,25.03,,13.5,15,14.47,,,
11/11/2006,Bradley,78,DePaul,58,-3,4.78,4.99,5,4.94,0,,6.65,,0,9.41,-1.6,,,
11/11/2006,Cal Riverside,64,Eastern Illinois,55,3,2.36,6.77,5.48,7.87,1,,-7.01,,4,4.94,2.86,,,
11/11/2006,Miami-Florida,73,Florida International,50,14.5,17.06,20.29,20.34,19.1,0,,22.1,,15.5,16.44,20.1,,,
11/11/2006,Cleveland St.,74,George Mason,79,-5.5,-9.24,-12.16,-12.24,-10.97,0,,-15.21,,,-11.11,-10.2,,,
11/11/2006,NC Charlotte,88,Hofstra,82,4,3.43,6.75,6.78,6.58,0,,0.92,,3.5,0.51,1.5,,,
11/11/2006,Kent St.,81,IUPUI,74,7.5,7.23,6.68,6.51,9.52,1,,8.88,,9,8.51,9.99,,,
11/11/2006,New Orleans,66,Jacksonville St.,54,5,1.52,1.46,-0.89,2.99,0,,2.35,,5.5,-1.61,1.97,,,
11/11/2006,Wake Forest,91,James Madison,82,16.5,21.38,27.57,27.7,25.89,0,,27.33,,17,18.38,24.7,,,
11/11/2006,Portland St.,94,Lehigh,90,-1.5,-2.75,-5.87,-3.41,-8.54,1,,0.71,,-2.5,-2,-3.25,,,
11/11/2006,Iowa St.,68,Louisiana-Monroe,40,17,15.73,16.23,18.52,14.18,0,,26.08,,18,13.15,18.14,,,
11/11/2006,Ohio St.,87,Loyola-Chicago,75,11.5,12.61,11.68,9.88,13.93,0,,13.27,,115,16.01,18.24,,,
11/11/2006,Ohio,83,Marist,66,4,8.07,9.53,9.54,9.13,0,,11.02,,-2,4.71,9.7,,,
11/11/2006,Clemson,77,Monmouth,65,13,13.11,13.87,12.17,16.91,1,,20.28,,11,14.51,14.78,,,
11/11/2006,Marshall,82,NC Greensboro,80,4,7.53,9.55,9.57,9.15,0,,5.11,,4.5,7.77,9.3,,,
11/11/2006,St. John's,72,Navy,49,19.5,14.99,12.26,13.06,11.51,0,,29.18,,20,14.53,17.34,,,
11/11/2006,Kansas,91,Northern Arizona,57,25,20.51,23.56,23.81,22.3,0,,31.39,,25,16.93,24.3,,,
11/11/2006,Syracuse,78,Pennsylvania,60,12,11.88,11.79,11.65,12.09,0,,17.04,,14,13.53,12.65,,,
11/11/2006,Oregon St.,63,SE Louisiana,65,9,9.06,9.01,7.94,10.09,0,,12.05,,8,10.73,9.22,,,
11/11/2006,St. Mary's,73,San Diego St.,74,1,1.07,1.52,0.07,2.39,0,,-2.49,,1,-0.5,2.65,,,
11/11/2006,Stanford,92,Siena,72,10,11.65,15.83,15.9,15.01,0,,10.99,,10.5,9.4,14.3,,,
11/11/2006,Fresno St.,73,South Alabama,63,8.5,1.72,-1.73,-2.82,-0.69,0,,8.32,,5.5,-1.89,3.08,,,
11/11/2006,Alabama A&M,70,South Dakota St.,66,-2.5,0.64,-1.08,-2.05,1.81,1,,-0.17,,-3,1.37,2.89,,,
11/11/2006,UTEP,54,St. Francis-NY,52,9.5,12.82,14.52,14.85,14.55,1,,18.17,,12.5,10.99,18.35,,,
11/11/2006,Cincinnati,67,Tennessee-Martin,49,17.5,16.94,18.86,17.49,20.34,0,,17.91,,16.5,18.42,23.2,,,
11/11/2006,SW Missouri St.,79,Toledo,66,8,9.93,10.82,10.88,10.37,0,,11.93,,8,13.08,9,,,
11/11/2006,Winston Salem,41,UC Irvine,53,,-22.1,-21.73,-22.5,-21.71,1,,,,,-22.71,-21.48,,,
11/11/2006,Princeton,73,VMI,68,7,7.56,7.89,6.03,10.04,1,,13.73,,7,5.91,9.64,,,
11/11/2006,Wisconsin-Milwaukee,54,Washington St.,74,-3,3.8,2.62,3.87,1.52,0,,5.19,,-1.5,4,3.91,,,
11/11/2006,Kansas St.,70,William & Mary,60,18.5,16.16,18.44,18.48,17.39,0,,23.15,,17,14.51,19.1,,,
11/11/2006,Miami-Ohio,56,Wright St.,57,7.5,9.51,10.16,10.19,9.73,0,,13.22,,6,,10.1,,,
11/12/2006,Princeton,56,Alabama A&M,39,11,6.05,6.91,4.86,10.71,1,,7.1,,12,8.08,5.56,,,
11/12/2006,Virginia,93,Arizona,90,-1.5,-1.51,-4.3,-4.52,-3.77,0,,-0.34,,-2,-1,-3.7,,,
11/12/2006,Monmouth,69,Arkansas St.,67,4,4.12,2.85,-0.07,5.87,1,,4.54,,5,7.07,7.3,,,
11/12/2006,Lehigh,68,CS Northridge,74,-3,-4.29,-9.28,-10.55,-8.66,1,,0.98,,-3.5,-4.84,-2.67,,,
11/12/2006,New Mexico,92,CS Sacramento,56,12.5,10.76,13.48,13.54,12.74,0,,9.94,,,9.73,14.3,,,
11/12/2006,Oregon St.,78,Cal Poly SLO,65,8.5,9.03,7.65,6.17,9.13,0,,12.74,,8.5,10.04,11.82,,,
11/12/2006,Louisiana-Monroe,76,Cal Riverside,64,0,-0.3,-2.88,-0.23,-5.49,1,,6.64,,-2.5,-2,-0.7,,,
11/12/2006,Michigan St.,73,Citadel,41,24,24.11,29.48,30.05,27.93,0,,28.22,,25,25.92,28.22,,,
11/12/2006,Old Dominion,70,Clemson,74,-2,-1.14,-2.58,1.44,-6.93,0,,-4.62,,-1,0.98,-2.02,,,
11/12/2006,Duke,86,Columbia,43,26.5,28.44,36.21,36.92,34.11,0,,34.9,,29.5,30.61,29.8,,,
11/12/2006,Iowa St.,56,Eastern Illinois,54,17.5,21.58,24.9,27.61,22.75,0,,29.35,,20,21.93,23.54,,,
11/12/2006,Michigan,80,Eastern Michigan,51,18,17.91,17.98,21.08,15.24,0,,26.27,,17.5,21.09,19.46,,,
11/12/2006,Loyola-Chicago,77,IUPUI,73,4,-1.27,-0.85,2.74,-5.6,1,,-2.34,,6,-2.46,0.03,,,
11/12/2006,SMU,57,Illinois St.,55,-1,5.18,4.01,4.02,4.04,0,,16.25,,0,1.97,0.5,,,
11/12/2006,Ohio St.,81,Kent St.,59,8.5,4.51,3.56,5.77,-0.27,0,,2.88,,13,6.42,7.99,,,
11/12/2006,St. Mary's,62,Murray St.,44,9,5.05,2.97,2.92,3.03,0,,12.36,,7.5,2.46,5.25,,,
11/12/2006,Northern Iowa,68,Nicholls St.,63,20,18.47,22.12,21.32,22.56,1,,27.39,,18,16.51,23.03,,,
11/12/2006,NC Charlotte,72,North Texas,90,11,13.47,16.74,17.76,15.63,0,,15.08,,12.5,11.4,16.62,,,
11/12/2006,Washington,99,Pepperdine,91,18.5,17.27,19.72,20,18.64,0,,19.72,,14.5,21.33,19.6,,,
11/12/2006,Oregon,116,Portland St.,68,19,14.85,18.14,18.05,18.57,0,,20.76,,20,14.15,13.29,,,
11/12/2006,Portland,55,SE Louisiana,63,-3,-5.62,-12.64,-17.18,-8.77,1,,-0.98,,-4.5,-1.97,-4.82,,,
11/12/2006,VMI,104,South Dakota St.,89,-1.5,0.45,2.55,-0.66,6.37,1,,-4.9,,-2,1.93,-0.04,,,
11/12/2006,Pennsylvania,86,St. Francis-NY,56,12.5,8.57,7.7,7.34,8.09,1,,13.83,,10,8.99,13.14,,,
11/12/2006,Wisconsin-Milwaukee,60,UAB,75,-3.5,0.51,0.09,1.72,-1.41,0,,2.68,,-1.5,-3.01,-1.25,,,
11/12/2006,Georgia Southern,116,UC Davis,73,5.5,7.83,8.42,8.47,7.74,1,,10.89,,4,10.37,9.5,,,
11/12/2006,Fresno St.,82,UC Irvine,51,12.5,8.84,11.51,14.55,8.74,0,,11.49,,13.5,7.78,6.16,,,
11/12/2006,Syracuse,83,UTEP,69,16.5,11.12,11.18,5.39,16.31,0,,15.98,,15.5,12.6,12.14,,,
11/12/2006,Pittsburgh,86,Western Michigan,67,15,17.55,18.37,18.66,17.42,0,,27.25,,17.5,17.45,20.2,,,
11/12/2006,South Alabama,76,Winston Salem,58,,18.88,20.67,26.06,17.33,1,,13.88,,,16.72,20.41,,,
11/13/2006,Akron,79,Arkansas-Little Rock,81,8.5,7.82,7.05,7.15,6.41,1,,10.85,,10.5,10.7,11.8,,,
11/13/2006,Illinois,80,Austin Peay,35,21.5,21.6,25.35,26.16,23.73,0,,28.16,,21.5,25.15,22.1,,,
11/13/2006,South Florida,77,Buffalo,61,3.5,0.99,0.47,-0.5,1.35,0,,-2.4,,4.5,-2.92,6.1,,,
11/13/2006,Iowa,75,Citadel,53,24,28.45,29.21,29.14,28.55,0,,34.65,,24,37.83,36.2,,,
11/13/2006,Tennessee,78,Fordham,71,14.5,14.81,19.25,15.86,23.24,0,,10.03,,13.5,20.21,15.23,,,
11/13/2006,Texas Tech,86,Gardner Webb,74,26.5,18.42,20.46,20.67,19.65,0,,33.5,,24,12.39,20,,,
11/13/2006,Duke,72,Georgia Southern,48,19,19.37,19.75,21.92,17.49,0,,21.32,,19,35.15,16.05,,,
11/13/2006,Rhode Island,99,Houston,102,-2.5,-0.99,-0.27,-0.33,0.14,0,,-3.61,,-4,-1.94,-4.5,,,
11/13/2006,Marquette,59,Idaho St.,56,23,19.28,21.14,21.4,19.62,0,,30.28,,22.5,16.98,23.1,,,
11/13/2006,Florida St.,73,Illinois St.,59,14,15.42,14.13,15.32,12.97,0,,27,,13.5,17.56,15.35,,,
11/13/2006,Indiana,91,Lafayette,66,19.5,18.5,18.52,19.09,17.22,0,,23.97,,21,23.35,23.04,,,
11/13/2006,Mississippi St.,61,Loyola Marymount,37,10,10.45,11.91,8.73,15.92,0,,12.54,,7.5,10,11.2,,,
11/13/2006,Detroit,57,Maine,50,8.5,7.93,8.25,10.11,6.49,1,,11.07,,10.5,8.97,10.91,,,
11/13/2006,Penn St.,69,NC Greensboro,56,8,12.46,12.23,14.54,10.31,0,,17.82,,9,14.15,13.64,,,
11/13/2006,Belmont,83,NC Wilmington,88,-1.5,-3.42,-3.87,-3.91,-3.5,1,,-0.3,,-6.5,-8.72,-4.1,,,
11/13/2006,Washington,102,Nicholls St.,74,28.5,24.31,26.56,29.33,24.34,0,,34.01,,-5,25.3,28.61,,,
11/13/2006,Arizona St.,71,Northern Arizona,75,8,9.46,9.7,8.27,10.87,0,,12.63,,7,10,10.67,,,
11/13/2006,Pepperdine,58,Northern Iowa,83,-7,-4.94,-2.17,-7.3,2.34,1,,-9.04,,-5,-11.08,-4.58,,,
11/13/2006,Butler,71,Notre Dame,69,-3.5,-2.3,-0.72,-1.27,0.53,1,,-12.38,,-3,5.8,-6.48,,,
11/13/2006,Columbia,95,UC Davis,90,2.5,-1.08,6.19,5.46,8.69,1,,-0.63,,3,-15.51,-4.5,,,
11/13/2006,Montana St.,56,UC Santa Barbara,88,-3.5,-3.97,-3.96,-2.45,-6.2,0,,-6.3,,-3,-6.8,-6.38,,,
11/13/2006,Duquesne,81,Youngstown St.,75,-7.5,-1.49,-2.02,-0.14,-3.12,0,,-2.6,,-4,-5.39,-2,,,
11/14/2006,Texas Tech,93,Arkansas-Little Rock,59,12.5,10.89,9.32,9.94,8.83,0,,18.71,,12.5,11.36,12.21,,,
11/14/2006,Colorado St.,82,Baylor,87,-1.5,0.82,3.12,3.19,2.85,1,,-2.35,,0,4.04,-2.8,,,
11/14/2006,Fordham,49,Belmont,56,1,1.36,3.67,4.27,3.1,1,,1.88,,0,0.97,-2.06,,,
11/14/2006,Indiana,55,Butler,60,3,1.99,3.53,4.75,1.63,0,,4.23,,4,-6.04,3.07,,,
11/14/2006,New Mexico,106,Colorado,65,9,3.34,4.11,1.45,7.51,0,,0.57,,7,4.92,1.31,,,
11/14/2006,George Washington,94,Dartmouth,49,21.5,23.28,28.8,27.21,31.16,0,,22.1,,23,30.95,23.98,,,
11/14/2006,Northwestern,49,DePaul,39,-5,-0.64,-1.82,-2.44,-1.29,0,,-3.22,,-5,2.46,-3.63,,,
11/14/2006,Marquette,87,Detroit,45,12,10.29,8.92,11.01,7.32,0,,16.59,,13,12.57,9.97,,,
11/14/2006,Richmond,71,East Carolina,67,5,8.5,8.68,9.28,8.03,0,,15.1,,4,7.88,6.43,,,
11/14/2006,UNLV,82,Eastern Washington,79,8.5,10.21,10.56,12.15,9.04,0,,14.88,,13,9.73,11.14,,,
11/14/2006,St. Joseph's PA,63,Fairfield,47,14.5,16.78,20.42,24.16,16.48,0,,23.83,,14,16.26,15.66,,,
11/14/2006,Akron,89,Gardner Webb,61,15,8.68,6.22,6.86,5.69,1,,21.3,,13,8.08,10.15,,,
11/14/2006,Notre Dame,92,Lafayette,60,17.5,17.84,12.28,7.82,19.65,1,,30.88,,18.5,24.25,24.42,,,
11/14/2006,Air Force,69,Long Beach St.,68,7.5,8.35,10.19,8.52,12.01,1,,9.51,,11,13,7.08,,,
11/14/2006,Mississippi,69,Louisiana-Lafayette,54,11.5,7.07,4.8,4.69,5.18,0,,12.23,,10,8.7,7.33,,,
11/14/2006,Idaho St.,66,Maine,57,2,4.9,5.25,5.54,5.41,1,,0.06,,4.5,11.05,7.34,,,
11/14/2006,Delaware,62,Marist,78,-6,-0.63,2.54,2.36,2.84,0,,-4.38,,-6.5,-3,-5.91,,,
11/14/2006,Tennessee,87,NC Wilmington,75,9,8.25,12.32,12.39,12.34,0,,11.21,,10,4.04,5.25,,,
11/14/2006,Tulane,78,New Orleans,64,3,2.17,0.9,4.72,-4.56,0,,8.85,,2.5,-5.43,5.16,,,
11/14/2006,Washington,70,Northern Iowa,61,9.5,5.98,4.94,4.9,5.01,0,,8.55,,9,6.04,7.08,,,
11/14/2006,New Mexico St.,76,Pacific,74,6.5,-1.68,-4.64,-4.85,-3.88,0,,-5.47,,8.5,-1.01,0.8,,,
11/14/2006,Nicholls St.,83,Pepperdine,98,-11,-8.38,-7.39,-6.21,-9.45,1,,-13.9,,-11,-8,-12.74,,,
11/14/2006,Gonzaga,88,Rice,50,12,15.66,17,17.78,16.45,0,,20.86,,12,18.01,16.58,,,
11/14/2006,Florida St.,59,SMU,52,13,10.77,7.8,6.69,8.85,0,,15.79,,12.5,15.47,13.5,,,
11/14/2006,North Carolina,103,Sacred Heart,81,34.5,22.35,25.18,30.12,20.51,1,,30.36,,36,22.27,30.83,,,
11/14/2006,CS Sacramento,64,San Francisco,89,-4,-2.28,-2.78,-0.61,-5.29,0,,-4.89,,-7,-2.91,-4.3,,,
11/14/2006,Stanford,73,San Jose St.,52,15,15.12,17.94,20,16.06,0,,17.67,,14,15.95,16.75,,,
11/14/2006,UC Irvine,67,South Carolina,52,-6,-6.07,-9.94,-12.5,-8.24,0,,-7.97,,-8,-7.78,-4.24,,,
11/14/2006,Georgia,67,Western Kentucky,70,8.5,6.05,3.55,2.26,7.32,0,,8.22,,7.5,7.98,6.22,,,
11/14/2006,Indiana St.,73,Western Michigan,71,-1,4.72,2.1,1.91,2.25,0,,7.74,,0,8.04,4.08,,,
11/14/2006,Iona,38,Winthrop,57,-9.5,-1.79,-1.24,-1.27,-1.14,1,,-2.01,,-10,-1,-5.3,,,
11/15/2006,Stanford,45,Air Force,79,5,4.86,7.66,6.23,9.13,0,,1.71,,4,2.91,,,,
11/15/2006,UCLA,82,BYU,69,13,10.27,11.28,11.64,10.72,0,,12.86,,13.5,11.84,,,,
11/15/2006,Gonzaga,78,Baylor,69,14,14.17,16.76,15.03,18.88,0,,15.15,,11,17.51,,,,
11/15/2006,Clemson,67,Furman,58,16,17.07,19.59,23.56,16.7,0,,23.86,,18,16.95,,,,
11/15/2006,Vanderbilt,70,Georgetown,86,1,4.16,7.72,6.2,8.26,0,,-0.88,,0,2.91,,,,
11/15/2006,Davidson,100,Illinois-Chicago,89,5,6.57,7.35,7.97,7.03,0,,3.57,,6,9.99,,,,
11/15/2006,Rutgers,41,Kansas St.,55,2,5.78,5.43,4.47,5.78,0,,6.61,,3,7.75,,,,
11/15/2006,Kentucky,57,Miami-Ohio,46,13.5,14.36,18.93,20.48,16.74,0,,16.14,,12.5,14.15,,,,
11/15/2006,Wyoming,76,Montana,71,6,7.45,10.03,9.03,11.06,0,,5.88,,5,7,,,,
11/15/2006,Oregon St.,47,Nevada,75,-5,-3.36,-6.1,-7.84,-3.7,0,,-4.55,,-5.5,-5,,,,
11/15/2006,Syracuse,81,Northeastern,58,17.5,14.7,16.29,16.81,16.19,0,,23.18,,17.5,13,,,,
11/15/2006,Arizona,101,Northern Arizona,79,20.5,14.55,14.09,11.35,16.66,0,,24.85,,20,15.57,,,,
11/15/2006,Colorado St.,61,Rice,70,3.5,4,1.75,-1.79,5.5,1,,6.24,,3,10.04,,,,
11/15/2006,Iona,61,Sacred Heart,68,5.5,7.45,7.85,13.31,3.65,1,,14.21,,8,6.06,,,,
11/15/2006,Long Beach St.,86,San Jose St.,67,7,3.31,1.81,0.53,3.07,1,,8.94,,6.5,4.01,,,,
11/15/2006,North Carolina,73,Winthrop,66,12,5.8,6.29,6.6,5.98,1,,10.4,,11,6.04,,,,
11/15/2006,Wisconsin,79,Wisconsin-Green Bay,62,18,14.58,16.29,15.4,17.21,0,,16.65,,17.5,19.34,,,,
11/15/2006,Michigan,66,Wisconsin-Milwaukee,59,18.5,12.45,14.54,13.1,16.19,0,,13.39,,16,15.29,,,,
11/16/2006,Arkansas St.,64,Bowling Green,54,4,3.56,2.08,-0.81,4.56,0,,6.61,,5,-1.95,6.95,6,,
11/16/2006,Georgia Tech,103,Georgia St.,74,22.5,20.75,20.85,20.04,22.18,0,,22.58,,-15,21.22,19.48,19,,
11/16/2006,St. John's,60,Maryland,92,-2,-6.3,-10.33,-10.29,-10.37,1,,-4.07,,-2,-2.91,-5.15,-5,,
11/16/2006,Texas,61,Michigan St.,63,4,7.95,6.28,5.6,9.1,1,,4.38,,5,8.7,8.91,11,,
11/16/2006,Duke,75,NC Greensboro,48,23.5,30.76,32.09,33.05,33.07,0,,27.81,,24,32.07,27.53,31,,
11/16/2006,Towson,69,Samford,62,2.5,1.62,2.8,1.63,3.94,0,,-2.48,,2,3.93,1.7,1,,
11/16/2006,USC,74,South Carolina,80,7,4.36,8.02,4.68,10.63,0,,4.43,,5,5.05,1.38,0.25,,
11/16/2006,Southern Miss,77,Tennessee-Martin,67,6.5,4.38,3.83,6.57,1.64,0,,6.53,,6.5,-1.93,7.46,6,,
11/16/2006,Rhode Island,78,Troy St.,84,5,1.68,-0.18,0.66,-1.01,1,,3.59,,4.5,5.05,2.77,-1,,
11/17/2006,Clemson,79,Appalachian St.,49,15,19.29,21.15,21.81,20.18,0,,25.6,,16,18.01,16.12,14,,
11/17/2006,Denver,53,CS Sacramento,74,6,9.58,8.46,7.14,10.08,0,,11.64,,7,9.04,7.61,12,,
11/17/2006,Utah St.,77,Centenary,71,13.5,16.36,16.58,17.96,15.29,1,,16.57,,16.5,12.8,17.54,18,,
11/17/2006,Connecticut,88,Central Arkansas,59,24.5,34.81,42.68,46.76,40.06,0,,21.28,,25,37.07,28.89,,,
11/17/2006,Villanova,81,Charleston,68,8.5,14.24,15.87,16.92,13.82,1,,14.29,,11.5,16.45,13.96,10,,
11/17/2006,Buffalo,77,Cleveland St.,73,1.5,6.09,7.12,8.78,5.53,1,,6.72,,1,4.44,4.09,7,,
11/17/2006,DePaul,71,Eastern Illinois,41,16.5,20.44,20.39,21.7,19.17,0,,26.63,,19,14.54,17.6,23,,
11/17/2006,Ohio St.,74,Eastern Kentucky,45,22,22.69,20.43,20.24,20.78,0,,24.26,,23.5,17.98,24.9,28,,
11/17/2006,Wake Forest,73,Elon,48,16,18.47,20.82,22.23,20.06,0,,18,,14.5,16.01,15.52,19,,
11/17/2006,Old Dominion,70,Florida Atlantic,55,21.5,21.41,19.46,18.58,20.67,0,,22.22,,22.5,20.36,22.62,24,,
11/17/2006,San Francisco,66,Fresno St.,86,2,2.51,3.2,1.03,5.47,0,,-2.24,,0,3.03,4.77,3,,
11/17/2006,Illinois,85,Georgia Southern,50,14,19.17,17.98,20.12,15.56,0,,23.97,,15,20.43,19.95,15,,
11/17/2006,Michigan,82,Harvard,50,22.5,25.36,20.82,21.29,20.4,0,,30.8,,23,21.41,29.28,29,,
11/17/2006,Indiana,73,Indiana St.,66,13.5,13.84,13.63,12.97,14.31,0,,10.15,,13.5,12.65,15.95,17,,
11/17/2006,Texas A&M,94,Lamar,60,24,20.25,15.71,14.77,16.7,0,,29.32,,23,18.01,20.71,22,,
11/17/2006,Saint Louis,87,Louisiana Tech,65,6,-0.84,0.82,0.85,0.73,1,,-5.23,,5.5,-1.48,1.1,-1,,
11/17/2006,Michigan St.,60,Maryland,62,-5.5,-2.71,-1.4,1.49,-3.94,1,,-8.64,,-5.5,-1,-2.17,-2,,
11/17/2006,Evansville,69,Miami-Florida,74,-3.5,-6.13,-5.11,-4.17,-6.17,0,,-1.5,,-2.5,-6.81,-12.1,-6,,
