date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linegreen,lineopen,linedok,linedunk,linefox,linerpi,lineash
11/29/2006,Loyola-Chicago,64,Saint Louis,67,3.5,4.48,4.95,4.54,5.32,0,,5.19,,4,7.45,2.88,6,,
11/29/2006,San Diego St.,79,San Diego,76,16,21.43,22.4,30.46,17.51,0,,19.87,,15.5,15.62,17.88,17,,
11/29/2006,Pacific,79,San Francisco,72,4,4.91,2.84,2.87,2.8,0,,8.87,,3.5,1.94,5.12,8,,
11/29/2006,St. Mary's,78,San Jose St.,60,15,16.71,16.84,17.04,17.27,0,,19.01,,14.5,14.95,13.53,15,,
11/29/2006,Louisiana Tech,36,Southern Illinois,50,-8.5,-7.8,-9.33,-11.57,-7.48,0,,-7.58,,-10.5,-8.6,-7.38,-2,,-5
11/29/2006,TCU,60,Texas Tech,70,-8,-7.04,-3.67,-4.78,-2.96,0,,-8.92,,-8,-3.32,-10.53,-6,,-8
11/29/2006,Drexel,57,Toledo,52,5,0.47,0.92,3.54,-1.72,0,,-1.26,,4,1.92,1.33,5,,
11/29/2006,Purdue,61,Virginia,59,2,-1.45,2.09,-4.18,6.66,0,,-3.8,,1.5,-0.96,2.08,2,,-8
11/29/2006,Air Force,85,Wake Forest,53,11.5,10.72,9.76,5.03,13.88,0,,11.74,,8.5,12.14,13.97,10,,9
11/29/2006,Utah,67,Weber St.,55,11,7.99,3.77,5.27,2.26,0,,15.22,,11,3.74,9.22,13,,
11/29/2006,Wofford,75,Western Carolina,81,3.5,4,3.47,4.54,2.44,0,,6.21,,4.5,2.79,2.8,0,,
11/29/2006,Central Michigan,76,Wisconsin-Milwaukee,61,4,-0.6,5.02,0.1,9.82,0,,-8.14,,2.5,-2.81,-4.17,-3,,
11/30/2006,Missouri,86,Arkansas,64,-1.5,-4.38,-1.52,-3.17,-1.4,0,,-4.91,,-3,-4.66,-8.41,-4,,-4
11/30/2006,Middle Tenn St.,65,Indiana St.,58,4,1.15,0.87,-1.36,2.95,0,,5.02,,5.5,-3.85,-2.01,6,,
11/30/2006,Auburn,81,Louisiana-Monroe,60,14.5,13.32,9.61,10.16,9.43,0,,22.47,,14.5,12.63,11.21,13,,
11/30/2006,Fordham,70,Manhattan,66,12,11.19,10.35,5.05,17.84,0,,13.89,,11.5,11.83,7.97,12,,
11/30/2006,Mississippi,85,New Orleans,77,12,13.87,15.59,18.2,13.37,0,,14.84,,10.5,11.23,9.09,8,,
11/30/2006,Gonzaga,69,Portland St.,51,22.5,23.26,22.28,21.55,23.55,0,,23.8,,21,27.81,24.13,23,,
12/01/2006,La Salle,68,Coppin St.,69,9,9.65,7.42,11.31,3.66,1,,13.99,,10.5,13.02,,10,,
12/01/2006,Davidson,86,Elon,61,17.5,15.11,20.55,20.57,20.59,0,,12.35,,16,17.31,6.95,18,,
12/01/2006,William & Mary,59,Jacksonville St.,56,9.5,7.01,12.39,12.41,12.56,0,,3.81,,7.5,10.43,-0.74,6,,
12/01/2006,Tennessee,89,Murray St.,64,19,14.51,13.86,13.92,13.94,0,,18.79,,16.5,16.84,11.38,19,,
12/01/2006,Princeton,50,North Dakota St.,57,0,-1.93,-0.83,1.92,-3.6,1,,-4.1,,0,-0.96,,0,,
12/01/2006,Marquette,83,Northwestern St.,67,15,22.31,20.42,23.8,19.15,0,,23.98,,14,15.9,,15,,
12/01/2006,Iowa,62,Texas-Pan American,46,19,18.02,12.28,10.66,13.99,0,,29.41,,23.5,7.71,,27,,
12/01/2006,Cornell,99,VMI,94,2.5,7.48,5.28,6.86,3.86,1,,9.76,,4,5.91,9.45,3,,
12/02/2006,Charleston,57,Appalachian St.,68,7,6.45,6.24,5.1,7.39,0,,10.48,,7.5,8.03,2.84,7,,
12/02/2006,Minnesota,66,Arizona St.,63,3.5,2.69,5.7,6.07,5.36,0,,0.09,,3.5,3.76,0.94,9,,1
12/02/2006,Eastern Illinois,73,Arkansas St.,70,2.5,-0.15,-1.32,0.3,-3.11,0,,-0.41,,1,-4.32,2.62,1,,
12/02/2006,Weber St.,69,BYU,73,-6.5,-7.29,-4.38,-1.25,-8.07,0,,-11.38,,-7,-8.98,-8.46,-3,,
12/02/2006,Massachusetts,73,Boston College,84,2.5,0.08,5.33,7.48,1.79,0,,-4.3,,2.5,6.5,-1.56,4,,-3
12/02/2006,Louisville,99,CS Sacramento,69,20,19.08,16.58,18.21,15.05,0,,27.04,,21,12.48,16.02,21,,
12/02/2006,South Carolina,53,Clemson,74,-3.5,-4.59,-6.36,-5.14,-7.8,0,,-2.59,,-3,-5.76,-10.44,1,,3
12/02/2006,Butler,70,Cleveland St.,45,14.5,20.92,23.18,27.38,21.54,0,,17.24,,15.5,15.82,17.53,20,,
12/02/2006,Iowa,83,Coppin St.,67,18.5,16.25,11.75,8.9,14.95,0,,23.41,,18,13.39,17.73,23,,
12/02/2006,William & Mary,73,Cornell,68,4.5,3.91,3.81,2.28,5.35,0,,6.83,,4.5,1.92,1.17,7,,
12/02/2006,Wright St.,50,Detroit,49,5,0.37,0.73,4.05,-2.96,0,,2.32,,,2.79,-1.93,6,,
12/02/2006,St. Joseph's PA,56,Drexel,72,2.5,8.07,6.5,5.47,7.57,0,,13.48,,2.5,4.8,5.78,10,,
12/02/2006,Western Kentucky,78,Eastern Kentucky,55,16,16.67,11.72,9.2,16.74,0,,22.29,,17,14.34,18.47,20,,
12/02/2006,Wisconsin,79,Florida International,63,29,26.96,20.02,17.21,24.17,0,,33.77,,28.5,23.67,32.67,30,,
12/02/2006,Oregon St.,69,Fresno St.,74,-6.5,-8.57,-9.59,-7.57,-11.94,0,,-7.61,,-6.5,-14.8,-10.72,-10,,-5
12/02/2006,Duke,61,Georgetown,52,9,13.12,18.15,19.37,16.96,0,,8.83,,8.5,17.02,13.44,13,,7
12/02/2006,Wake Forest,86,Georgia,87,-2.5,-0.38,3.78,12.42,-10.17,0,,-1.69,,0,-8.33,-3.44,3,,1
12/02/2006,Hofstra,62,Georgia St.,59,14.5,13.77,10.92,7.95,14.35,0,,17.8,,14,12.02,14.98,17,,
12/02/2006,VA Commonwealth,102,Houston,84,4.5,1.38,2.68,0.13,6.16,0,,1.03,,2.5,7.63,-1.81,2,,
12/02/2006,Utah St.,83,Idaho St.,46,12,8.15,5.89,10.54,1.12,0,,13.99,,12,4.77,6.96,16,,
12/02/2006,Arizona,84,Illinois,72,7.5,3.01,2.1,0.54,4.34,0,,4.76,,6,1.44,2.4,7,,3
12/02/2006,Ball St.,73,Indiana St.,70,6.5,-0.76,-0.7,-7.23,4.32,0,,3.31,,4.5,-3.81,-3.45,4,,
12/02/2006,Old Dominion,70,James Madison,57,16.5,20.88,16.02,17.03,15.06,0,,26.98,,17.5,15.59,24.47,22,,
12/02/2006,DePaul,64,Kansas,57,-9,-9.58,-6.2,-4.66,-12.85,0,,-11.31,,-10,-13.91,-11.07,-9,,-8
12/02/2006,Colorado St.,84,Kansas St.,83,2.5,-0.4,-0.33,-2.99,1.91,0,,0.98,,3,3.7,-1.92,2,,0.25
12/02/2006,North Carolina,75,Kentucky,63,10.5,12.42,12.2,11.3,14.01,0,,12.64,,11,9.66,12.13,16,,12
12/02/2006,Tulane,67,LSU,74,-18,-13.75,-10.19,-5.55,-16.87,0,,-17.88,,,-17.57,-20.44,-16,,-8
12/02/2006,Temple,74,Long Beach St.,49,7,9.34,7.68,8.75,7.07,0,,14.05,,7,5.76,7.5,15,,
12/02/2006,Louisiana-Lafayette,65,Louisiana Tech,60,3.5,2.41,5.58,3.17,7.28,0,,-0.35,,3,3.7,-0.46,4,,
12/02/2006,USC,67,Loyola Marymount,50,7,6.44,3.2,0.44,5.91,0,,12.2,,7,8.35,7.2,10,,
12/02/2006,Memphis,77,Manhattan,59,28,26.65,25.27,20.24,33.46,0,,24.83,,27.5,25.93,28.08,29,,
12/02/2006,Richmond,73,Marist,81,-4.5,-5.6,-1.6,-0.91,-2.33,0,,-4.2,,-5.5,-7.68,-14.95,-8,,
12/02/2006,Ohio,84,Marshall,78,11,9.97,9.16,12.01,6.42,0,,13.94,,11.5,7.68,7.5,13,,
12/02/2006,Indiana,74,NC Charlotte,57,9,11.65,12.93,12.44,13.43,0,,9.34,,9.5,13.66,16.02,12,,7
12/02/2006,Northeastern,58,NC Wilmington,51,-1.5,-0.63,1.2,2.29,0.1,0,,-1.34,,0,-2.88,-3.55,1,,
12/02/2006,Rutgers,75,Nebraska,73,-5.5,-9.29,-14.28,-16.06,-12.82,0,,-1.19,,-4.5,-20.98,-14.4,1,,-2
12/02/2006,Buffalo,74,Niagara,62,8.5,12.2,12.28,11.88,12.93,0,,12.25,,8.5,12.44,11.76,13,,
12/02/2006,Marquette,60,North Dakota St.,64,15.5,21.58,20.72,27.76,17.59,0,,20.37,,16,17.89,20.59,19,,
12/02/2006,UNLV,93,Northern Arizona,53,7.5,9.92,9.15,8.1,10.22,0,,14.02,,7,4.62,7.35,11,,
12/02/2006,Princeton,53,Northwestern St.,51,-4,-5.44,-5.56,-4.12,-7.03,1,,-1.36,,-5,-6.14,-9.24,-6,,
12/02/2006,Texas A&M,74,Pacific,62,20.5,20.42,19.09,17.62,20.62,0,,22.11,,,21.61,21.32,23,,
12/02/2006,Oklahoma St.,90,Pepperdine,74,19,22.02,19.1,30.94,13.5,0,,23.81,,18.5,13.96,19.84,21,,
12/02/2006,Providence,95,Rhode Island,66,10.5,13.87,11.49,9.35,15.92,0,,15.77,,10,10.19,14.33,14,,14
12/02/2006,Southern Illinois,65,Saint Louis,56,8.5,10.1,6.39,3.31,8.95,0,,17.62,,,10.56,10.61,13,,10
12/02/2006,South Alabama,59,Samford,54,4.5,4.53,4.17,4.35,4,0,,6.97,,5.5,10.49,2.79,9,,
12/02/2006,Central Michigan,66,San Diego,67,4.5,6.22,9.47,11.81,8.68,0,,-0.77,,3,7.4,5.15,3,,
12/02/2006,Western Michigan,84,San Diego St.,73,-3,-7.89,-6.35,-11.29,-4.66,0,,-10.15,,-5,-7.73,-5.46,-2,,
12/02/2006,New Mexico St.,89,San Francisco,78,7,5.29,5.36,5.23,5.52,0,,3.39,,7.5,5.18,7,10,,
12/02/2006,SW Missouri St.,78,Santa Clara,51,15,13.87,11.73,12.23,11.56,0,,17.65,,14.5,12.07,14.06,14,,
12/02/2006,Seton Hall,93,St. Mary's,82,3.5,5.37,5.56,4.05,7.55,0,,6.61,,2.5,0.93,3.26,7,,
12/02/2006,Oklahoma,63,TCU,35,17,13.67,12.51,8.87,16.78,0,,14.14,,16.5,12.98,14.89,19,,
12/02/2006,Alabama,78,Tennessee St.,60,20.5,22.59,19.02,24.28,17.47,0,,26.83,,20,17.29,21.79,18,,
12/02/2006,Austin Peay,77,Tennessee Tech,70,1.5,-3.05,-3.32,-6.16,-0.79,0,,3.71,,1,-8.37,-8.97,2,,
12/02/2006,SE Missouri St.,81,Tennessee-Martin,79,0,-4.79,-0.13,3.9,-9.39,0,,-4.01,,-1,-4.62,-9.68,-5,,
12/02/2006,Gonzaga,87,Texas,77,2,6.24,8.3,14.02,1.48,0,,9.19,,2,-1.86,-2.49,2,,9
12/02/2006,La Salle,64,Texas-Pan American,63,7,8,3.07,3.47,2.67,1,,16.52,,7.5,3.7,9.34,10,,
12/02/2006,Vanderbilt,98,Toledo,93,5,1.23,-1.11,0.73,-3,0,,7.35,,4.5,-1.86,-0.16,4,,
12/02/2006,Bowling Green,72,Troy St.,69,1.5,1.3,4,2.95,5.06,0,,0.3,,2.5,4.77,-3.1,1,,
12/02/2006,Cincinnati,57,UAB,59,3.5,1.54,2.09,1.17,3.2,0,,0.59,,2,4.65,-0.28,5,,3
12/02/2006,Portland,67,UC Santa Barbara,75,-6,-5.97,-6.77,-4.42,-9.56,0,,-2.52,,-4.5,-11.63,-7.39,-1,,
12/02/2006,Jacksonville St.,87,VMI,85,-1.5,2.43,-2.68,-3.94,-1.91,1,,11.45,,0,0,4.11,4,,
12/02/2006,Pennsylvania,89,Villanova,99,-3,-3.25,-2.75,-2.42,-3.59,0,,-3.61,,-4,-7.71,-3.37,-1,,
12/02/2006,Utah,69,Washington St.,55,0,-3.02,-5.51,-7.78,-4.01,0,,-0.67,,0,-9.25,-2.65,3,,0.25
12/02/2006,Xavier,95,Western Carolina,61,17.5,20.4,16.05,18.15,13.99,0,,26.24,,19.5,15.97,23.2,14,,
12/02/2006,Syracuse,61,Wichita St.,64,4.5,1.61,0.26,3.31,-1.43,0,,4.47,,4,-2.86,-0.3,6,,2
12/02/2006,Loyola-Chicago,71,Wisconsin-Green Bay,52,9.5,10.89,11.12,10.03,12.27,0,,7.71,,9.5,10.56,13.56,10,,
12/02/2006,Michigan,83,Wofford,49,18,18.64,15.61,19.54,12.53,0,,25.46,,17.5,14.89,17.02,19,,
12/02/2006,Montana St.,62,Wyoming,73,-11,-13.36,-8.89,-5.96,-15.2,0,,-14.03,,-11.5,-17.24,-18.26,-10,,
12/02/2006,Illinois-Chicago,80,Youngstown St.,64,8.5,10,8.24,7.29,9.2,0,,13.62,,10.5,8.48,9.87,12,,
12/03/2006,Montana,62,Boise St.,58,1,3.96,2.26,3,1.52,0,,6.72,,1.5,-0.92,4.59,9,,
12/03/2006,Michigan St.,82,Bradley,53,6.5,4.62,7.43,8.56,5.69,0,,1.19,,8,7.49,6.67,6,,1
12/03/2006,San Jose St.,80,Cal Poly SLO,63,-2.5,-2.42,-2.09,-6.85,1.18,0,,-0.76,,-2,-3.68,-3.26,,,
12/03/2006,UCLA,61,Cal Riverside,38,33.5,38.35,32.19,33.54,34.25,0,,45.37,,32.5,35.28,40.24,39,,
12/03/2006,Iowa St.,78,Drake,80,3,9.92,10.14,15.28,6.28,0,,11.75,,5,9.07,9.3,6,,7
12/03/2006,CS Northridge,102,Eastern Washington,98,1.5,-0.72,3.01,4.29,1.62,0,,-1.53,,1,0.9,-7.27,5,,
12/03/2006,Missouri,73,Evansville,54,8.5,10.38,13,25.37,7.51,0,,4.25,,7,7.26,12.76,10,,2
12/03/2006,Florida St.,70,Florida,66,-10,-9.85,0.32,5.41,-15.28,0,,-14.19,,-7.5,-13.53,-19.2,-11,,-6
12/03/2006,Miami-Florida,90,Georgia Tech,82,-4,-2.69,-6.14,-10.15,-2.05,0,,-0.63,,-4,-5.5,-4.61,2,,4
12/03/2006,Fordham,70,Iona,54,12,9.69,9.81,12.34,7.88,0,,9.46,,11.5,10.61,9.06,6,,
12/03/2006,California,71,Nevada,77,-1,0.85,-0.83,-3.86,1.63,0,,5.57,,0,0.33,0.94,4,,0.25
12/03/2006,UTEP,87,New Mexico,63,-7,-7.5,-11.26,-5.74,-18.14,0,,3.95,,-7.5,-14.7,-14.59,-3,,-3
12/03/2006,Virginia,67,North Carolina St.,62,9,4.3,4.19,-4.41,8.68,0,,10.03,,10,6.31,3.2,6,,4
12/03/2006,Maryland,74,Notre Dame,81,6,7.83,9.07,14.34,2.38,0,,6.9,,9,6.54,7.51,6,,8
12/03/2006,Auburn,66,Pittsburgh,74,-10,-9.39,-9.77,-8.83,-11.06,0,,-8.75,,,-9.98,-9.29,-8,,-9
12/03/2006,Stanford,70,Texas Tech,59,1.5,1.04,2.96,1.99,3.92,0,,1.68,,0,1.31,-3.38,2,,1
12/03/2006,George Washington,63,Virginia Tech,62,-4,1.14,4.98,5.56,4.27,0,,-4.05,,-2,1.23,-2.08,1,,2
12/04/2006,Citadel,52,Appalachian St.,56,-8,-9.39,-9.61,-11.9,-8.01,0,,-7.23,,-8.5,-9.76,-10.41,-9,,
12/04/2006,Bowling Green,81,Arkansas St.,72,6,5.19,4.87,6.05,3.66,0,,5.1,,5,4.65,5.95,5,,
12/04/2006,NC Greensboro,63,Davidson,66,0,-3.41,-4.61,-6.73,-3.28,0,,0.53,,0,-3.62,-4.17,-4,,
12/04/2006,Providence,67,Fairfield,50,19,22.94,20.35,19.32,23.84,0,,25.61,,18.5,15.15,22.98,23,,
12/04/2006,Memphis,78,Marshall,59,21.5,21.23,18.92,17.71,21.99,0,,26.23,,22.5,21.62,23.22,28,,17
12/04/2006,Colorado,72,Pepperdine,78,6.5,4.53,5.27,12.35,-1.86,0,,6.04,,5,2.29,1.57,4,,
12/04/2006,Middle Tenn St.,67,Tennessee St.,56,8,7.78,3.99,2.74,5.26,0,,12.22,,7,7.35,10.91,5,,
12/04/2006,Kansas,72,USC,62,16.5,14.13,10.07,6.03,19.14,0,,17.32,,16.5,11.71,15.14,19,,13
12/05/2006,Louisville,65,Arizona,72,-5,-3.78,-2.69,-2.27,-3.57,1,,-4.04,,-4,-7.46,-5.02,-3,,-4
12/05/2006,Rhode Island,72,Brown,68,8.5,11.42,8.05,5.43,10.74,0,,17.46,,9.5,9.25,12.04,14,,
12/05/2006,UCLA,78,Cal St. Fullerton,54,20,23.38,20.05,21.77,19.06,0,,25.48,,20,21.15,27.19,24,,
12/05/2006,Arkansas,75,Central Michigan,59,16,18.43,19.64,26.89,14.94,0,,22.37,,17.5,19.74,9.53,22,,
12/05/2006,South Carolina,67,Charleston,55,6.5,9.89,7.89,12.79,3.71,0,,13.08,,7,8.21,9.97,10,,
12/05/2006,Kentucky,79,Chattanooga,63,17,14.61,10.51,9.06,12.33,1,,20.07,,18,12.52,17,12,,
12/05/2006,Kansas St.,93,Cleveland St.,60,12,8.93,7.33,8.28,6.4,0,,15.81,,12,5.04,5.25,13,,
12/05/2006,Xavier,88,Detroit,55,18,20.37,18.95,21.47,16.75,0,,20.88,,16.5,18.9,22.39,21,,
12/05/2006,NC Wilmington,59,East Carolina,44,8.5,10.84,5.57,7.87,3.41,0,,20.67,,8.5,7.46,11.4,14,,
12/05/2006,Washington St.,77,Gonzaga,67,-3,-7.53,-7.48,-11.95,-4.94,0,,-4.98,,-3.5,-6.3,-11.76,-5,,-4
12/05/2006,Northern Illinois,48,Illinois-Chicago,71,3,6.83,6.43,8.12,4.76,0,,8.98,,3.5,7.4,5.46,8,,
12/05/2006,Georgetown,89,James Madison,53,22,23.16,18.02,16.62,19.65,0,,32.85,,23,13.05,23.53,26,,
12/05/2006,Purdue,78,Loyola-Chicago,62,6,7.48,7.14,7.52,6.75,0,,6.48,,6,6.4,9.16,6,,
12/05/2006,Illinois St.,64,Miami-Ohio,40,4,5.21,7.86,8.73,6.95,0,,-1.22,,3.5,9.27,6.4,4,,
12/05/2006,UAB,88,Minnesota,81,11.5,11.99,11.46,7.98,15.2,0,,15.59,,11.5,9.01,10.2,12,,11
12/05/2006,New Mexico St.,103,New Mexico,72,2.5,0.44,0.02,1.98,-3.72,0,,3.52,,1.5,-1.85,-0.59,2,,1
12/05/2006,Iowa,55,Northern Iowa,57,3,0.68,1.09,-3.43,4.53,0,,3.03,,3,2.71,-2.71,5,,2
12/05/2006,Syracuse,68,Oklahoma St.,72,3,-2.46,-1.97,-13.23,0.18,1,,-0.29,,3,3.21,1.03,0,,0.25
12/05/2006,South Florida,46,Richmond,56,10,11.43,13.84,16.66,12.09,0,,8.71,,9.5,12.6,14.67,15,,5
12/05/2006,Northern Arizona,84,San Francisco,62,2.5,-0.81,1.39,2.26,0.51,0,,0.81,,1.5,-2.29,-6.83,1,,
12/05/2006,LSU,64,Texas A&M,52,3,0.37,0.54,0.09,1.1,0,,2.74,,3,-6.56,-3.08,5,,1
12/05/2006,William & Mary,60,Towson,73,2,1.14,1.41,1.67,1.13,0,,4.31,,2.5,0.93,-2.55,6,,
12/05/2006,Hawaii,58,UNLV,61,3,-0.03,2.17,3.46,0.8,0,,-2.52,,3,0.93,-3.9,3,,2
12/05/2006,Portland,56,Weber St.,72,-1,0.69,-1.07,1.75,-4.76,0,,4.86,,0,-3.61,0.91,3,,
12/05/2006,Temple,76,Western Michigan,71,7.5,10.89,7.03,3.59,10.67,0,,17.47,,9.5,9.28,11.85,16,,
12/05/2006,Clemson,90,Wofford,66,24.5,28.47,26.11,27.72,25.4,0,,31.54,,24,26.87,29.2,26,,
12/05/2006,Bradley,88,Wright St.,49,11,14.26,10.91,6.69,16.03,0,,20.49,,10,10.83,13.82,17,,
12/06/2006,Butler,65,Ball St.,41,14.5,22.5,24.53,31.69,20.7,0,,16.68,,16,25.89,20.93,21,,
12/06/2006,Tulane,80,Buffalo,63,2.5,-0.08,-0.57,-1.86,0.58,0,,2.14,,2.5,-3.74,-1.18,0,,
12/06/2006,Dayton,60,Creighton,54,2,0.98,4.19,7.41,0.89,0,,-1.73,,0,0,-3.69,0,,2
12/06/2006,Wyoming,91,Denver,59,15.5,19.6,21.32,25.11,17.93,0,,18.08,,16,17.53,17.27,18,,
12/06/2006,Pittsburgh,73,Duquesne,56,26.5,29.86,27.47,31.05,25.91,0,,37.75,,27,25.42,24.74,29,,
12/06/2006,Boston College,75,Fairfield,52,20,23.17,20.41,21.29,21.06,0,,27.88,,21,20.66,22.46,26,,
12/06/2006,Maryland,79,Fordham,59,16,16.96,19.88,20.26,19.61,0,,14.92,,15.5,18.9,20,16,,10
12/06/2006,UC Santa Barbara,70,Fresno St.,42,-3,-4.73,-2.91,-5.94,-0.87,0,,-4.98,,-3.5,-4.68,-7.12,-3,,
12/06/2006,Idaho St.,82,Idaho,61,9.5,10.76,13.58,10.66,16.9,0,,8.82,,8,13.09,6.66,11,,
12/06/2006,Tennessee,76,Memphis,58,-1.5,-0.16,1.68,2.05,0.63,0,,-0.56,,0,-0.91,-1.92,0,,-1
12/06/2006,Boise St.,94,Montana St.,69,17,16.77,14.2,11.81,19.7,0,,18.97,,16.5,12.21,16.61,20,,
12/06/2006,Siena,81,Niagara,69,7,9.32,7.61,7.19,8.06,0,,11.95,,8,10.13,10.07,13,,
12/06/2006,West Virginia,71,North Carolina St.,60,5,5.9,6.3,6.61,5.94,0,,9.31,,7,5.84,6.62,12,,1
12/06/2006,Connecticut,81,Northeastern,53,23,24.27,21.37,22.38,21.05,0,,23.78,,23,18.9,29.87,25,,
12/06/2006,St. Bonaventure,72,Ohio,77,-7,-9.48,-8.99,-9.23,-9.21,0,,-8.21,,-7,-8.9,-11.26,-10,,
12/06/2006,Virginia Tech,72,Old Dominion,55,9,5.47,3.31,-0.19,7.46,0,,10.53,,10,5.46,4.09,12,,
12/06/2006,CS Sacramento,74,Pacific,72,-2,-5.81,-2.18,-2.22,-2.18,0,,-7.64,,-3,-2.73,-11.18,-1,,
12/06/2006,Florida,85,Providence,67,14.5,14.15,8.61,8.24,15.47,0,,19.14,,16,12.67,18.89,21,,9
12/06/2006,BYU,81,San Jose St.,69,17,16.22,15.75,13.84,17.82,0,,20.17,,17,14.51,13.05,15,,
12/06/2006,Auburn,82,South Alabama,71,6.5,7.43,6.05,7.56,4.82,0,,8.67,,5,2.84,8.67,5,,
12/06/2006,Louisiana Tech,59,Texas Tech,66,-5,-4.21,-4.01,-5.18,-2.89,0,,-2.74,,-6,-3.76,-8.25,0,,-2
12/06/2006,Utah St.,60,Utah,57,7,6.15,7.57,7.48,7.64,0,,3.74,,7.5,10.88,4.88,8,,7
12/06/2006,Oklahoma,51,Villanova,67,2,-1.89,-1.57,-3.02,0.98,0,,-2.96,,1,1.82,-1.43,0,,-3
12/06/2006,Montana,65,Western Kentucky,81,-4,-5.61,-6.49,-2.44,-12.26,0,,-2.73,,-6,-9.33,-5.02,-1,,
12/06/2006,SW Missouri St.,79,Wisconsin-Milwaukee,60,21,21.79,20.96,24.68,18.7,0,,20.7,,22,19.79,23.09,19,,
12/07/2006,Notre Dame,99,Alabama,85,2,6.5,11.06,3.24,12.91,0,,6.33,6.1,0,6.63,4.8,9,-0.75,3
12/07/2006,Morehead St.,70,Austin Peay,66,2,2.24,4.66,3.81,5.83,0,,-3.2,4.4,3,6,-0.13,-1,2.27,
12/07/2006,Tennessee Tech,69,Eastern Illinois,74,11.5,12.2,10.56,9.73,11.56,0,,11.03,13.4,10.5,8.53,14.13,17,22.33,
12/07/2006,Georgia St.,55,Florida St.,87,-10,-13.3,-15.11,-15.49,-15.49,0,,-14.25,-11.5,-9.5,-15.07,-14.3,-7,-20.26,
12/07/2006,Rider,69,Iona,55,9.5,9.52,14.13,19.2,11.28,0,,-0.72,17.1,7.5,11.3,7.49,1,19.86,
12/07/2006,Miami-Ohio,56,Michigan,62,-2.5,-1.9,-0.16,-0.7,0.26,0,,-4.16,1.9,-1.5,-2.73,-7.89,0.01,-0.34,
12/07/2006,Eastern Kentucky,72,Murray St.,66,1.5,6.76,12.45,15.78,9.48,0,,-0.11,16.3,1,7.53,-2.69,1,18.9,
12/07/2006,Long Beach St.,95,Pepperdine,90,6,4.61,3.83,3.55,4.09,0,,6.4,4.8,4.5,6.61,-0.17,7,8.42,
12/07/2006,Tennessee St.,75,SE Missouri St.,72,12.5,17.82,18.02,17.05,23.87,0,,15.5,18.8,11.5,13.35,15.19,21,22.27,
12/07/2006,Jacksonville St.,53,Samford,54,-4.5,-4.14,-8.63,-9.96,-7.35,0,,-1.04,-5.5,-4,-3.71,-4.44,3,-14.47,
12/08/2006,Marist,80,Canisius,69,11.5,13.36,12.47,15.17,10.14,0,,12.95,12.4,11,12.83,14.06,16,15.21,
12/08/2006,California,75,Chicago St.,51,20,18.1,15.48,14.21,16.79,0,,21.77,18.4,21,17.07,20.48,18,18.33,
12/08/2006,San Diego,78,Eastern Michigan,76,9,9.99,10.48,8.36,12.44,0,,13.13,7.2,10,10.39,6.38,12,3.69,
12/08/2006,Northern Illinois,70,Georgia Southern,72,-2,1.79,1.31,-2.88,5.34,0,,6.6,-1.5,-1,-1.64,2.58,4,-3.48,
12/08/2006,Iowa,77,Iowa St.,59,7,8.42,7.14,1.92,12.55,0,,8.37,8.1,6.5,10.21,6.21,13,4.65,7
12/08/2006,Fairfield,54,Manhattan,57,3.5,3.92,6.7,2.62,9.75,0,,1.42,9.3,2,5.79,-1.42,0.01,10.94,
12/08/2006,Louisville,74,Ohio,71,15.5,12.32,9.99,2.85,17.58,0,,16.16,9,14.5,11.35,15.32,14,10.86,
12/08/2006,Loyola-Maryland,55,St. Peter's,66,8,9.91,11.24,12.8,10.1,0,,3.7,15.8,8.5,11.98,7.01,8,18.86,
12/08/2006,Drake,102,Troy St.,90,10,7.46,4.6,6.25,2.92,0,,8.7,5.9,10,8.67,9.78,10,11.31,
12/09/2006,San Diego St.,48,Arizona,69,-3.5,-3.93,0.26,3.77,-3.69,0,,-4.92,-7.3,-4,-1.49,-12.83,-4,-5.07,-1
12/09/2006,Minnesota,66,Arkansas-Little Rock,67,11,13.16,9.9,9,11.18,0,,14.31,10.8,9,13.51,16.29,17,5.86,
12/09/2006,Eastern Kentucky,57,Austin Peay,59,6,9.42,13.46,16.82,10.53,0,,3.2,12.9,5.5,13.51,5.96,3,18.27,
12/09/2006,Michigan St.,76,BYU,61,8.5,11.07,7.54,4.24,13.25,0,,10.82,11.4,,12.15,11.73,16,7.87,9
12/09/2006,Oklahoma St.,75,Ball St.,56,14,20.08,19.46,34.55,14.29,0,,24.2,18.4,14,12.32,15.79,21,24.88,
12/09/2006,CS Northridge,75,Boise St.,84,3.5,5.19,8.42,9.17,7.92,0,,-0.61,10.2,2.5,5.02,-0.38,5,13.27,
12/09/2006,Indiana St.,72,Butler,64,-9.5,-12.76,-14.78,-23.46,-12.45,0,,-6.77,-12.9,-10.5,-10.38,-16.39,-7,-15.4,
12/09/2006,Long Beach St.,76,CS Sacramento,55,8,9.23,8.12,9.16,7.1,0,,11.52,9.8,8,9.71,8.3,9,13.48,
12/09/2006,Montana,72,Cal Riverside,65,14.5,15.14,11.88,11.11,13.32,0,,24.72,8.5,14,10.44,18.86,19,13.3,
12/09/2006,Pepperdine,81,Cal St. Fullerton,83,-1.5,4.24,3.95,2.03,5.81,0,,4.66,3.9,0,5.94,4.36,3,5.53,
