date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineprophet,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey
11/17/2015,Dayton,80,Alabama,48,10,11.12,13.82,11.32,11.79,14.34,12.16,7.5,8.33,7,2.74,13.04,8.3,0,10,,,,,,,,
11/17/2015,Pacific,76,Cal St. Fullerton,77,6,11.67,11.33,10.99,12.09,11.4,23.11,8,5.64,10,4.82,13.6,6.9,0,11,,,,,,,,
11/17/2015,Auburn,84,Colorado,91,1,-0.32,-0.43,1.19,2.31,-0.75,-2.48,2,-1.24,2,1.81,-2.07,-1.4,0,-3,,,,,,,,
11/17/2015,Marist,73,Dartmouth,63,-2.5,-0.69,-0.85,-0.93,-2.1,-0.83,3.22,-1.5,-0.48,-2,1.58,-0.01,-2.2,0,2,,,,,,,,
11/17/2015,Penn St.,68,DePaul,62,5,6.3,3.58,4.46,3.71,3.44,7.28,5,6.89,11,3,4.78,11.6,0,6,,,,,,,,
11/17/2015,Kentucky,74,Duke,63,1.5,0.7,0.2,1.17,0.85,0.07,-3.3,2,4.43,0.01,1.95,1.84,1,1,2,,,,,,,,
11/17/2015,Appalachian St.,70,Furman,79,3.5,4.38,4.84,5.33,5.11,4.76,0.6,3.5,3.92,5,1.53,3.69,6.2,0,3,,,,,,,,
11/17/2015,Maryland,75,Georgetown,71,8,8.34,11.26,8.74,12.12,11.62,4.93,7,10.5,3,3.51,9.88,3,0,7,,,,,,,,
11/17/2015,Ohio St.,82,Grambling St.,55,38,37.9,35.04,39.01,38.42,34.65,42.11,38,37.15,39,2.26,39.63,36.1,0,39,,,,,,,,
11/17/2015,Western Illinois,84,Illinois-Chicago,57,6.5,3.65,3.55,0.49,5.27,4.06,3.78,6,5.16,2,3.08,9.82,-1.3,0,5,,,,,,,,
11/17/2015,Oregon St.,93,Iona,73,7,7.19,9.58,6.91,8.23,10.08,6.2,7,5.19,5,3.47,13.18,0.3,0,4,,,,,,,,
11/17/2015,Harvard,63,Massachusetts,69,4.5,5.7,3.44,1.57,1,3.8,8.67,4.5,6.65,11,3.27,6.44,8.7,0,5,,,,,,,,
11/17/2015,Kansas,73,Michigan St.,79,5.5,3.56,4,3.77,3.76,4.05,5.38,5,7.7,1,2.66,4.59,-2.2,1,9,,,,,,,,
11/17/2015,Murray St.,76,Middle Tenn St.,65,2.5,6.99,3.61,3.61,3.61,3.6,3.29,3.5,7.9,15,4.48,8.79,13.5,0,2,,,,,,,,
11/17/2015,Xavier,78,Missouri,66,14.5,12.72,11.55,14.1,13.81,11.1,16.95,14.5,7.7,14,3.06,8.78,16.5,0,15,,,,,,,,
11/17/2015,Villanova,87,Nebraska,63,18.5,17.84,12.96,15.4,14.74,12.37,26.26,17,12.17,23,5.08,21.35,22.3,0,20,,,,,,,,
11/17/2015,Hawaii,76,Nevada,75,5,6.55,2.04,5.99,4.55,1.22,19.75,6,3.3,9,5.91,,,0,6,,,,,,,,
11/17/2015,Wisconsin,78,North Dakota,64,25.5,29.31,24.35,27.25,26.38,23.89,41.57,24.5,23.47,34,5.94,28.75,34.1,0,28,,,,,,,,
11/17/2015,Memphis,78,Oklahoma,84,-4,-4.42,-5.55,-6.21,-5.7,-5.42,-5.71,-3,1.8,-4,2.36,-5.05,-3.9,0,-1,,,,,,,,
11/17/2015,La Salle,73,Rider,60,3.5,7.55,7.81,8.76,10.52,7.64,3.05,4.5,7.62,9,2.4,8.93,4.6,0,7,,,,,,,,
11/17/2015,Western Michigan,74,San Diego,62,10,6.26,9.61,4.91,5.58,10.69,4.05,6.5,7.66,1,3.56,11.25,1.6,0,6,,,,,,,,
11/17/2015,Syracuse,79,St. Bonaventure,66,9,10.31,10.38,10.13,10.28,10.45,12.11,9.5,10.88,8,1.37,12.2,8.4,0,13,,,,,,,,
11/17/2015,Northern Iowa,70,Stephen F. Austin,60,3.5,7.43,8.68,5.46,4.54,9.31,2.63,3.5,7.16,7,3.32,14.07,8,0,6,,,,,,,,
11/17/2015,Louisiana Tech,80,Texas Arlington,68,6.5,11.78,10.08,10.39,9.14,10.02,15.42,10,11.75,15,2.22,10.89,13.3,0,8,,,,,,,,
11/17/2015,Creighton,103,Texas San Antonio,78,19,17.34,18.96,17.29,18.05,19.32,13.98,17.5,18.31,17,3.03,22.14,11,0,15,,,,,,,,
11/17/2015,Rhode Island,55,Valparaiso,58,1,4.47,4.56,5.47,5.42,4.34,3.98,2,2.3,7,1.59,2.48,4.7,0,3,,,,,,,,
11/17/2015,Tulsa,77,Wichita St.,67,-4,-5.53,-4.69,-3.89,-4,-4.84,-2.23,-4.5,-7.83,-7,2,-8.51,-6.8,0,0,,,,,,,,
11/17/2015,East Tennessee St.,103,Wisconsin-Green Bay,90,1.5,-4.01,-3.63,-2.16,-1.98,-3.94,-2.89,-2.5,-4.56,-1,2.76,-10.85,-5.1,0,-2,,,,,,,,
11/17/2015,Notre Dame,86,Wisconsin-Milwaukee,78,16,18.53,15.62,16.23,16.28,15.5,23.45,14,16.33,21,3.26,21.12,21.2,0,19,,,,,,,,
11/17/2015,Dayton,80,Alabama,48,10,11.12,13.82,11.32,11.79,14.34,12.16,7.5,8.33,7,2.74,13.04,8.3,0,10,,,,,,,,
11/17/2015,Pacific,76,Cal St. Fullerton,77,6,11.67,11.33,10.99,12.09,11.4,23.11,8,5.64,10,4.82,13.6,6.9,0,11,,,,,,,,
11/17/2015,Auburn,84,Colorado,91,1,-0.32,-0.43,1.19,2.31,-0.75,-2.48,2,-1.24,2,1.81,-2.07,-1.4,0,-3,,,,,,,,
11/17/2015,Marist,73,Dartmouth,63,-2.5,-0.69,-0.85,-0.93,-2.1,-0.83,3.22,-1.5,-0.48,-2,1.58,-0.01,-2.2,0,2,,,,,,,,
11/17/2015,Penn St.,68,DePaul,62,5,6.3,3.58,4.46,3.71,3.44,7.28,5,6.89,11,3,4.78,11.6,0,6,,,,,,,,
11/17/2015,Kentucky,74,Duke,63,1.5,0.7,0.2,1.17,0.85,0.07,-3.3,2,4.43,0.01,1.95,1.84,1,1,2,,,,,,,,
11/17/2015,Appalachian St.,70,Furman,79,3.5,4.38,4.84,5.33,5.11,4.76,0.6,3.5,3.92,5,1.53,3.69,6.2,0,3,,,,,,,,
11/17/2015,Maryland,75,Georgetown,71,8,8.34,11.26,8.74,12.12,11.62,4.93,7,10.5,3,3.51,9.88,3,0,7,,,,,,,,
11/17/2015,Ohio St.,82,Grambling St.,55,38,37.9,35.04,39.01,38.42,34.65,42.11,38,37.15,39,2.26,39.63,36.1,0,39,,,,,,,,
11/17/2015,Western Illinois,84,Illinois-Chicago,57,6.5,3.65,3.55,0.49,5.27,4.06,3.78,6,5.16,2,3.08,9.82,-1.3,0,5,,,,,,,,
11/17/2015,Oregon St.,93,Iona,73,7,7.19,9.58,6.91,8.23,10.08,6.2,7,5.19,5,3.47,13.18,0.3,0,4,,,,,,,,
11/17/2015,Harvard,63,Massachusetts,69,4.5,5.7,3.44,1.57,1,3.8,8.67,4.5,6.65,11,3.27,6.44,8.7,0,5,,,,,,,,
11/17/2015,Kansas,73,Michigan St.,79,5.5,3.56,4,3.77,3.76,4.05,5.38,5,7.7,1,2.66,4.59,-2.2,1,9,,,,,,,,
11/17/2015,Murray St.,76,Middle Tenn St.,65,2.5,6.99,3.61,3.61,3.61,3.6,3.29,3.5,7.9,15,4.48,8.79,13.5,0,2,,,,,,,,
11/17/2015,Xavier,78,Missouri,66,14.5,12.72,11.55,14.1,13.81,11.1,16.95,14.5,7.7,14,3.06,8.78,16.5,0,15,,,,,,,,
11/17/2015,Villanova,87,Nebraska,63,18.5,17.84,12.96,15.4,14.74,12.37,26.26,17,12.17,23,5.08,21.35,22.3,0,20,,,,,,,,
11/17/2015,Hawaii,76,Nevada,75,5,6.55,2.04,5.99,4.55,1.22,19.75,6,3.3,9,5.91,,,0,6,,,,,,,,
11/17/2015,Wisconsin,78,North Dakota,64,25.5,29.31,24.35,27.25,26.38,23.89,41.57,24.5,23.47,34,5.94,28.75,34.1,0,28,,,,,,,,
11/17/2015,Memphis,78,Oklahoma,84,-4,-4.42,-5.55,-6.21,-5.7,-5.42,-5.71,-3,1.8,-4,2.36,-5.05,-3.9,0,-1,,,,,,,,
11/17/2015,La Salle,73,Rider,60,3.5,7.55,7.81,8.76,10.52,7.64,3.05,4.5,7.62,9,2.4,8.93,4.6,0,7,,,,,,,,
11/17/2015,Western Michigan,74,San Diego,62,10,6.26,9.61,4.91,5.58,10.69,4.05,6.5,7.66,1,3.56,11.25,1.6,0,6,,,,,,,,
11/17/2015,Syracuse,79,St. Bonaventure,66,9,10.31,10.38,10.13,10.28,10.45,12.11,9.5,10.88,8,1.37,12.2,8.4,0,13,,,,,,,,
11/17/2015,Northern Iowa,70,Stephen F. Austin,60,3.5,7.43,8.68,5.46,4.54,9.31,2.63,3.5,7.16,7,3.32,14.07,8,0,6,,,,,,,,
11/17/2015,Louisiana Tech,80,Texas Arlington,68,6.5,11.78,10.08,10.39,9.14,10.02,15.42,10,11.75,15,2.22,10.89,13.3,0,8,,,,,,,,
11/17/2015,Creighton,103,Texas San Antonio,78,19,17.34,18.96,17.29,18.05,19.32,13.98,17.5,18.31,17,3.03,22.14,11,0,15,,,,,,,,
11/17/2015,Rhode Island,55,Valparaiso,58,1,4.47,4.56,5.47,5.42,4.34,3.98,2,2.3,7,1.59,2.48,4.7,0,3,,,,,,,,
11/17/2015,Tulsa,77,Wichita St.,67,-4,-5.53,-4.69,-3.89,-4,-4.84,-2.23,-4.5,-7.83,-7,2,-8.51,-6.8,0,0,,,,,,,,
11/17/2015,East Tennessee St.,103,Wisconsin-Green Bay,90,1.5,-4.01,-3.63,-2.16,-1.98,-3.94,-2.89,-2.5,-4.56,-1,2.76,-10.85,-5.1,0,-2,,,,,,,,
11/17/2015,Notre Dame,86,Wisconsin-Milwaukee,78,16,18.53,15.62,16.23,16.28,15.5,23.45,14,16.33,21,3.26,21.12,21.2,0,19,,,,,,,,
11/17/2015,Dayton,80,Alabama,48,10,11.12,13.82,11.32,11.79,14.34,12.16,7.5,8.33,7,2.74,13.04,8.3,0,10,,,,,,,,
11/17/2015,Pacific,76,Cal St. Fullerton,77,6,11.67,11.33,10.99,12.09,11.4,23.11,8,5.64,10,4.82,13.6,6.9,0,11,,,,,,,,
11/17/2015,Auburn,84,Colorado,91,1,-0.32,-0.43,1.19,2.31,-0.75,-2.48,2,-1.24,2,1.81,-2.07,-1.4,0,-3,,,,,,,,
11/17/2015,Marist,73,Dartmouth,63,-2.5,-0.69,-0.85,-0.93,-2.1,-0.83,3.22,-1.5,-0.48,-2,1.58,-0.01,-2.2,0,2,,,,,,,,
11/17/2015,Penn St.,68,DePaul,62,5,6.3,3.58,4.46,3.71,3.44,7.28,5,6.89,11,3,4.78,11.6,0,6,,,,,,,,
11/17/2015,Kentucky,74,Duke,63,1.5,0.7,0.2,1.17,0.85,0.07,-3.3,2,4.43,0.01,1.95,1.84,1,1,2,,,,,,,,
11/17/2015,Appalachian St.,70,Furman,79,3.5,4.38,4.84,5.33,5.11,4.76,0.6,3.5,3.92,5,1.53,3.69,6.2,0,3,,,,,,,,
11/17/2015,Maryland,75,Georgetown,71,8,8.34,11.26,8.74,12.12,11.62,4.93,7,10.5,3,3.51,9.88,3,0,7,,,,,,,,
11/17/2015,Ohio St.,82,Grambling St.,55,38,37.9,35.04,39.01,38.42,34.65,42.11,38,37.15,39,2.26,39.63,36.1,0,39,,,,,,,,
11/17/2015,Western Illinois,84,Illinois-Chicago,57,6.5,3.65,3.55,0.49,5.27,4.06,3.78,6,5.16,2,3.08,9.82,-1.3,0,5,,,,,,,,
11/17/2015,Oregon St.,93,Iona,73,7,7.19,9.58,6.91,8.23,10.08,6.2,7,5.19,5,3.47,13.18,0.3,0,4,,,,,,,,
11/17/2015,Harvard,63,Massachusetts,69,4.5,5.7,3.44,1.57,1,3.8,8.67,4.5,6.65,11,3.27,6.44,8.7,0,5,,,,,,,,
11/17/2015,Kansas,73,Michigan St.,79,5.5,3.56,4,3.77,3.76,4.05,5.38,5,7.7,1,2.66,4.59,-2.2,1,9,,,,,,,,
11/17/2015,Murray St.,76,Middle Tenn St.,65,2.5,6.99,3.61,3.61,3.61,3.6,3.29,3.5,7.9,15,4.48,8.79,13.5,0,2,,,,,,,,
11/17/2015,Xavier,78,Missouri,66,14.5,12.72,11.55,14.1,13.81,11.1,16.95,14.5,7.7,14,3.06,8.78,16.5,0,15,,,,,,,,
11/17/2015,Villanova,87,Nebraska,63,18.5,17.84,12.96,15.4,14.74,12.37,26.26,17,12.17,23,5.08,21.35,22.3,0,20,,,,,,,,
11/17/2015,Hawaii,76,Nevada,75,5,6.55,2.04,5.99,4.55,1.22,19.75,6,3.3,9,5.91,,,0,6,,,,,,,,
11/17/2015,Wisconsin,78,North Dakota,64,25.5,29.31,24.35,27.25,26.38,23.89,41.57,24.5,23.47,34,5.94,28.75,34.1,0,28,,,,,,,,
11/17/2015,Memphis,78,Oklahoma,84,-4,-4.42,-5.55,-6.21,-5.7,-5.42,-5.71,-3,1.8,-4,2.36,-5.05,-3.9,0,-1,,,,,,,,
11/17/2015,La Salle,73,Rider,60,3.5,7.55,7.81,8.76,10.52,7.64,3.05,4.5,7.62,9,2.4,8.93,4.6,0,7,,,,,,,,
11/17/2015,Western Michigan,74,San Diego,62,10,6.26,9.61,4.91,5.58,10.69,4.05,6.5,7.66,1,3.56,11.25,1.6,0,6,,,,,,,,
11/17/2015,Syracuse,79,St. Bonaventure,66,9,10.31,10.38,10.13,10.28,10.45,12.11,9.5,10.88,8,1.37,12.2,8.4,0,13,,,,,,,,
11/17/2015,Northern Iowa,70,Stephen F. Austin,60,3.5,7.43,8.68,5.46,4.54,9.31,2.63,3.5,7.16,7,3.32,14.07,8,0,6,,,,,,,,
11/17/2015,Louisiana Tech,80,Texas Arlington,68,6.5,11.78,10.08,10.39,9.14,10.02,15.42,10,11.75,15,2.22,10.89,13.3,0,8,,,,,,,,
11/17/2015,Creighton,103,Texas San Antonio,78,19,17.34,18.96,17.29,18.05,19.32,13.98,17.5,18.31,17,3.03,22.14,11,0,15,,,,,,,,
11/17/2015,Rhode Island,55,Valparaiso,58,1,4.47,4.56,5.47,5.42,4.34,3.98,2,2.3,7,1.59,2.48,4.7,0,3,,,,,,,,
11/17/2015,Tulsa,77,Wichita St.,67,-4,-5.53,-4.69,-3.89,-4,-4.84,-2.23,-4.5,-7.83,-7,2,-8.51,-6.8,0,0,,,,,,,,
11/17/2015,East Tennessee St.,103,Wisconsin-Green Bay,90,1.5,-4.01,-3.63,-2.16,-1.98,-3.94,-2.89,-2.5,-4.56,-1,2.76,-10.85,-5.1,0,-2,,,,,,,,
11/17/2015,Notre Dame,86,Wisconsin-Milwaukee,78,16,18.53,15.62,16.23,16.28,15.5,23.45,14,16.33,21,3.26,21.12,21.2,0,19,,,,,,,,
11/17/2015,Dayton,80,Alabama,48,10,11.12,13.82,11.32,11.79,14.34,12.16,7.5,8.33,7,2.74,13.04,8.3,0,10,,,,,,,,
11/17/2015,Pacific,76,Cal St. Fullerton,77,6,11.67,11.33,10.99,12.09,11.4,23.11,8,5.64,10,4.82,13.6,6.9,0,11,,,,,,,,
11/17/2015,Auburn,84,Colorado,91,1,-0.32,-0.43,1.19,2.31,-0.75,-2.48,2,-1.24,2,1.81,-2.07,-1.4,0,-3,,,,,,,,
11/17/2015,Marist,73,Dartmouth,63,-2.5,-0.69,-0.85,-0.93,-2.1,-0.83,3.22,-1.5,-0.48,-2,1.58,-0.01,-2.2,0,2,,,,,,,,
11/17/2015,Penn St.,68,DePaul,62,5,6.3,3.58,4.46,3.71,3.44,7.28,5,6.89,11,3,4.78,11.6,0,6,,,,,,,,
11/17/2015,Kentucky,74,Duke,63,1.5,0.7,0.2,1.17,0.85,0.07,-3.3,2,4.43,0.01,1.95,1.84,1,1,2,,,,,,,,
11/17/2015,Appalachian St.,70,Furman,79,3.5,4.38,4.84,5.33,5.11,4.76,0.6,3.5,3.92,5,1.53,3.69,6.2,0,3,,,,,,,,
11/17/2015,Maryland,75,Georgetown,71,8,8.34,11.26,8.74,12.12,11.62,4.93,7,10.5,3,3.51,9.88,3,0,7,,,,,,,,
11/17/2015,Ohio St.,82,Grambling St.,55,38,37.9,35.04,39.01,38.42,34.65,42.11,38,37.15,39,2.26,39.63,36.1,0,39,,,,,,,,
11/17/2015,Western Illinois,84,Illinois-Chicago,57,6.5,3.65,3.55,0.49,5.27,4.06,3.78,6,5.16,2,3.08,9.82,-1.3,0,5,,,,,,,,
11/17/2015,Oregon St.,93,Iona,73,7,7.19,9.58,6.91,8.23,10.08,6.2,7,5.19,5,3.47,13.18,0.3,0,4,,,,,,,,
11/17/2015,Harvard,63,Massachusetts,69,4.5,5.7,3.44,1.57,1,3.8,8.67,4.5,6.65,11,3.27,6.44,8.7,0,5,,,,,,,,
11/17/2015,Kansas,73,Michigan St.,79,5.5,3.56,4,3.77,3.76,4.05,5.38,5,7.7,1,2.66,4.59,-2.2,1,9,,,,,,,,
11/17/2015,Murray St.,76,Middle Tenn St.,65,2.5,6.99,3.61,3.61,3.61,3.6,3.29,3.5,7.9,15,4.48,8.79,13.5,0,2,,,,,,,,
11/17/2015,Xavier,78,Missouri,66,14.5,12.72,11.55,14.1,13.81,11.1,16.95,14.5,7.7,14,3.06,8.78,16.5,0,15,,,,,,,,
11/17/2015,Villanova,87,Nebraska,63,18.5,17.84,12.96,15.4,14.74,12.37,26.26,17,12.17,23,5.08,21.35,22.3,0,20,,,,,,,,
11/17/2015,Hawaii,76,Nevada,75,5,6.55,2.04,5.99,4.55,1.22,19.75,6,3.3,9,5.91,,,0,6,,,,,,,,
11/17/2015,Wisconsin,78,North Dakota,64,25.5,29.31,24.35,27.25,26.38,23.89,41.57,24.5,23.47,34,5.94,28.75,34.1,0,28,,,,,,,,
11/17/2015,Memphis,78,Oklahoma,84,-4,-4.42,-5.55,-6.21,-5.7,-5.42,-5.71,-3,1.8,-4,2.36,-5.05,-3.9,0,-1,,,,,,,,
11/17/2015,La Salle,73,Rider,60,3.5,7.55,7.81,8.76,10.52,7.64,3.05,4.5,7.62,9,2.4,8.93,4.6,0,7,,,,,,,,
11/17/2015,Western Michigan,74,San Diego,62,10,6.26,9.61,4.91,5.58,10.69,4.05,6.5,7.66,1,3.56,11.25,1.6,0,6,,,,,,,,
11/17/2015,Syracuse,79,St. Bonaventure,66,9,10.31,10.38,10.13,10.28,10.45,12.11,9.5,10.88,8,1.37,12.2,8.4,0,13,,,,,,,,
11/17/2015,Northern Iowa,70,Stephen F. Austin,60,3.5,7.43,8.68,5.46,4.54,9.31,2.63,3.5,7.16,7,3.32,14.07,8,0,6,,,,,,,,
11/17/2015,Louisiana Tech,80,Texas Arlington,68,6.5,11.78,10.08,10.39,9.14,10.02,15.42,10,11.75,15,2.22,10.89,13.3,0,8,,,,,,,,
11/17/2015,Creighton,103,Texas San Antonio,78,19,17.34,18.96,17.29,18.05,19.32,13.98,17.5,18.31,17,3.03,22.14,11,0,15,,,,,,,,
11/17/2015,Rhode Island,55,Valparaiso,58,1,4.47,4.56,5.47,5.42,4.34,3.98,2,2.3,7,1.59,2.48,4.7,0,3,,,,,,,,
11/17/2015,Tulsa,77,Wichita St.,67,-4,-5.53,-4.69,-3.89,-4,-4.84,-2.23,-4.5,-7.83,-7,2,-8.51,-6.8,0,0,,,,,,,,
11/17/2015,East Tennessee St.,103,Wisconsin-Green Bay,90,1.5,-4.01,-3.63,-2.16,-1.98,-3.94,-2.89,-2.5,-4.56,-1,2.76,-10.85,-5.1,0,-2,,,,,,,,
11/17/2015,Notre Dame,86,Wisconsin-Milwaukee,78,16,18.53,15.62,16.23,16.28,15.5,23.45,14,16.33,21,3.26,21.12,21.2,0,19,,,,,,,,
11/17/2015,Dayton,80,Alabama,48,10,11.12,13.82,11.32,11.79,14.34,12.16,7.5,8.33,7,2.74,13.04,8.3,0,10,,,,,,,,
11/17/2015,Pacific,76,Cal St. Fullerton,77,6,11.67,11.33,10.99,12.09,11.4,23.11,8,5.64,10,4.82,13.6,6.9,0,11,,,,,,,,
11/17/2015,Auburn,84,Colorado,91,1,-0.32,-0.43,1.19,2.31,-0.75,-2.48,2,-1.24,2,1.81,-2.07,-1.4,0,-3,,,,,,,,
11/17/2015,Marist,73,Dartmouth,63,-2.5,-0.69,-0.85,-0.93,-2.1,-0.83,3.22,-1.5,-0.48,-2,1.58,-0.01,-2.2,0,2,,,,,,,,
11/17/2015,Penn St.,68,DePaul,62,5,6.3,3.58,4.46,3.71,3.44,7.28,5,6.89,11,3,4.78,11.6,0,6,,,,,,,,
11/17/2015,Kentucky,74,Duke,63,1.5,0.7,0.2,1.17,0.85,0.07,-3.3,2,4.43,0.01,1.95,1.84,1,1,2,,,,,,,,
11/17/2015,Appalachian St.,70,Furman,79,3.5,4.38,4.84,5.33,5.11,4.76,0.6,3.5,3.92,5,1.53,3.69,6.2,0,3,,,,,,,,
11/17/2015,Maryland,75,Georgetown,71,8,8.34,11.26,8.74,12.12,11.62,4.93,7,10.5,3,3.51,9.88,3,0,7,,,,,,,,
11/17/2015,Ohio St.,82,Grambling St.,55,38,37.9,35.04,39.01,38.42,34.65,42.11,38,37.15,39,2.26,39.63,36.1,0,39,,,,,,,,
11/17/2015,Western Illinois,84,Illinois-Chicago,57,6.5,3.65,3.55,0.49,5.27,4.06,3.78,6,5.16,2,3.08,9.82,-1.3,0,5,,,,,,,,
11/17/2015,Oregon St.,93,Iona,73,7,7.19,9.58,6.91,8.23,10.08,6.2,7,5.19,5,3.47,13.18,0.3,0,4,,,,,,,,
11/17/2015,Harvard,63,Massachusetts,69,4.5,5.7,3.44,1.57,1,3.8,8.67,4.5,6.65,11,3.27,6.44,8.7,0,5,,,,,,,,
11/17/2015,Kansas,73,Michigan St.,79,5.5,3.56,4,3.77,3.76,4.05,5.38,5,7.7,1,2.66,4.59,-2.2,1,9,,,,,,,,
11/17/2015,Murray St.,76,Middle Tenn St.,65,2.5,6.99,3.61,3.61,3.61,3.6,3.29,3.5,7.9,15,4.48,8.79,13.5,0,2,,,,,,,,
11/17/2015,Xavier,78,Missouri,66,14.5,12.72,11.55,14.1,13.81,11.1,16.95,14.5,7.7,14,3.06,8.78,16.5,0,15,,,,,,,,
11/17/2015,Villanova,87,Nebraska,63,18.5,17.84,12.96,15.4,14.74,12.37,26.26,17,12.17,23,5.08,21.35,22.3,0,20,,,,,,,,
11/17/2015,Hawaii,76,Nevada,75,5,6.55,2.04,5.99,4.55,1.22,19.75,6,3.3,9,5.91,,,0,6,,,,,,,,
11/17/2015,Wisconsin,78,North Dakota,64,25.5,29.31,24.35,27.25,26.38,23.89,41.57,24.5,23.47,34,5.94,28.75,34.1,0,28,,,,,,,,
11/17/2015,Memphis,78,Oklahoma,84,-4,-4.42,-5.55,-6.21,-5.7,-5.42,-5.71,-3,1.8,-4,2.36,-5.05,-3.9,0,-1,,,,,,,,
11/17/2015,La Salle,73,Rider,60,3.5,7.55,7.81,8.76,10.52,7.64,3.05,4.5,7.62,9,2.4,8.93,4.6,0,7,,,,,,,,
11/17/2015,Western Michigan,74,San Diego,62,10,6.26,9.61,4.91,5.58,10.69,4.05,6.5,7.66,1,3.56,11.25,1.6,0,6,,,,,,,,
11/17/2015,Syracuse,79,St. Bonaventure,66,9,10.31,10.38,10.13,10.28,10.45,12.11,9.5,10.88,8,1.37,12.2,8.4,0,13,,,,,,,,
11/17/2015,Northern Iowa,70,Stephen F. Austin,60,3.5,7.43,8.68,5.46,4.54,9.31,2.63,3.5,7.16,7,3.32,14.07,8,0,6,,,,,,,,
11/17/2015,Louisiana Tech,80,Texas Arlington,68,6.5,11.78,10.08,10.39,9.14,10.02,15.42,10,11.75,15,2.22,10.89,13.3,0,8,,,,,,,,
11/17/2015,Creighton,103,Texas San Antonio,78,19,17.34,18.96,17.29,18.05,19.32,13.98,17.5,18.31,17,3.03,22.14,11,0,15,,,,,,,,
11/17/2015,Rhode Island,55,Valparaiso,58,1,4.47,4.56,5.47,5.42,4.34,3.98,2,2.3,7,1.59,2.48,4.7,0,3,,,,,,,,
11/17/2015,Tulsa,77,Wichita St.,67,-4,-5.53,-4.69,-3.89,-4,-4.84,-2.23,-4.5,-7.83,-7,2,-8.51,-6.8,0,0,,,,,,,,
11/17/2015,East Tennessee St.,103,Wisconsin-Green Bay,90,1.5,-4.01,-3.63,-2.16,-1.98,-3.94,-2.89,-2.5,-4.56,-1,2.76,-10.85,-5.1,0,-2,,,,,,,,
11/17/2015,Notre Dame,86,Wisconsin-Milwaukee,78,16,18.53,15.62,16.23,16.28,15.5,23.45,14,16.33,21,3.26,21.12,21.2,0,19,,,,,,,,
11/18/2015,Arizona St.,91,Kennesaw St.,53,21,23.49,21.53,24.76,23.76,20.96,34.4,21,21.58,24,4.26,18.82,24.1,0,21,,,,,,,,
11/18/2015,Arkansas,80,Akron,88,7,5.86,4.87,4.93,4.58,4.86,-2.41,4,7.45,9,3.89,7.81,12.5,0,5,,,,,,,,
11/18/2015,Austin Peay,77,IPFW,80,-2.5,-5.93,-6.62,-6.43,-6.07,-6.67,-4.3,-3,-4.29,-6,2.52,-12.46,-6.5,0,0,,,,,,,,
11/18/2015,Belmont,90,Western Kentucky,85,8.5,8.91,8.33,8.31,8.3,8.33,12.52,9,8.47,9,1.48,6.67,8.2,0,11,,,,,,,,
11/18/2015,Bowling Green,50,Cincinnati,83,-13,-11.05,-12.52,-8.97,-10.03,-13.95,-14.05,-12.5,-7.21,-11,3.14,-13.23,-4.5,0,-15,,,,,,,,
11/18/2015,Central Florida,60,UC Irvine,61,-5,-4.77,-3.59,-3.74,-4.58,-3.6,-6.57,-3.5,-3.23,-6,1.97,-8.28,-8.1,0,0,,,,,,,,
11/18/2015,Gonzaga,91,Northern Arizona,52,25.5,24.36,24.05,24.01,24.03,24.06,26.86,24,26.72,24,2.52,28.08,18.8,0,23,,,,,,,,
11/18/2015,New Mexico,75,Loyola-Chicago,51,6.5,7.06,9.83,6.79,7.22,10.53,2.94,5.5,8.43,7,4.42,12.25,-3.4,0,9,,,,,,,,
11/18/2015,Niagara,75,Brown,66,-3.5,-0.87,-1.9,-2.43,-2.22,-1.8,-6.19,-2,-0.39,-1,2.73,2.83,3.4,0,1,,,,,,,,
11/18/2015,North Carolina,78,Wofford,58,23,22.32,24.86,25.39,26.25,24.76,23.84,19,21.05,17,4.9,25.14,10.9,0,24,,,,,,,,
11/18/2015,North Carolina St.,79,IUPUI,56,13,15.54,10.66,16.6,14.94,9.59,23.08,13.5,14.48,19,4.3,13.34,20.7,0,13,,,,,,,,
11/18/2015,Northwestern,79,Fairfield,72,15.5,16.18,16.2,17.34,17.1,15.98,18.97,15,13.29,19,2.11,17.15,12.8,0,14,,,,,,,,
11/18/2015,Oakland,91,Eastern Michigan,81,6.5,2.42,3.23,5.46,4.04,2.77,7.97,5.5,2.98,-2,3.94,-5.79,2.5,0,3,,,,,,,,
11/18/2015,Providence,60,Illinois,59,6.5,6.8,6.05,4.02,4.99,6.37,2.97,7,9.3,10,2.96,12.84,7.5,0,4,,,,,,,,
11/18/2015,SIU Edwardsville,60,Saint Louis,70,-6,-2.92,-4.46,-5.35,-4.12,-4.3,-12.16,-4.5,-1.06,5,5.9,-3.01,9.3,0,-9,,,,,,,,
11/18/2015,Southern Illinois,72,Kent St.,69,1,-0.61,-1.26,-3.24,-3.24,-0.87,-2.25,-2.5,1.25,-1,1.82,1.74,0.8,0,2,,,,,,,,
