date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineprophet,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey
12/09/2015,Davidson,96,Eastern Washington,86,15.5,12.1,14.67,15.86,13.05,15.47,21.32,14,13.49,6,5.35,16.97,12.6,0,12,,,,,9,6,0.89,
12/09/2015,Detroit,75,Toledo,72,-1.5,-1.22,-1.52,-0.14,-3.63,-0.84,-0.31,-1.5,-1.55,-2,3.59,1.15,-1.5,0,1,,,,,-13,8.3,-1.88,
12/09/2015,Drake,71,DePaul,74,-2,0.14,-1.72,-1.97,-1.46,-1.75,-3.56,-1,-1.91,0.01,2.29,-0.51,2.5,0,2,,,,,1,4.4,4.84,
12/09/2015,Illinois,69,Yale,65,4,3.36,2.99,5.15,0.62,3.15,5.43,3.5,3.96,1,2.97,2.97,6.9,0,6,,,,,-4,10.2,-0.69,
12/09/2015,Indiana,90,IPFW,65,20.5,17.44,17.29,16.76,18.49,16.64,22.76,17.5,20.01,19,3.65,22.51,12,0,23,,,,,20,7.6,10.63,
12/09/2015,Indiana St.,63,Valparaiso,69,-7.5,-6.89,-6.69,-6.65,-6.5,-6.93,-7.84,-7.5,-6,-6,1.25,-9.65,-4.6,0,-6,,,,,-7,-7.7,-8.02,
12/09/2015,Kentucky,88,Eastern Kentucky,67,24.5,18.65,20.15,21.07,19.47,20.42,24.36,24,22.87,22,3.94,16.76,21,0,24,,,,,13,5.2,12.14,
12/09/2015,Manhattan,71,Columbia,72,-8,-8.95,-9.13,-6.41,-13.1,-8.64,-8.48,-8,-8.9,-4,3.61,-16.29,-3.8,0,-7,,,,,-12,-11.9,-6.76,
12/09/2015,Marshall,82,Eastern Illinois,76,8.5,2.85,3.54,2.6,5.51,3,2.82,5,7.8,4,3,1.23,2.9,0,6,,,,,-4,2.2,-0.56,
12/09/2015,Michigan St.,78,Md. Eastern Shore,35,33.5,34.2,37.35,37.05,37.7,37.42,38.17,33,34.39,34,5.54,41.08,24.6,0,37,,,,,28,33.7,24.08,
12/09/2015,Missouri,85,Nebraska Omaha,78,6,6.74,7.03,9,4.52,7.64,9.18,6,6.18,4,3.47,5.34,7.4,0,9,,,,,13,,-1.42,
12/09/2015,Pennsylvania,73,Temple,77,-9.5,-8.08,-8.5,-7.9,-9.47,-8.24,-9.81,-8.5,-8.95,-11,4.03,-13.24,-9.6,0,-10,,,,,3,-6.7,-4.62,
12/09/2015,Pepperdine,77,Long Beach St.,75,5,2.95,2.76,2.83,2.46,2.97,11.27,4,6.18,3,3.57,-1.32,0.6,0,6,,,,,-2,4.1,-0.51,
12/09/2015,Providence,66,Boston College,51,,17.25,20.22,22.94,17.61,20.72,17.38,,14.67,17,2.86,18.92,16.1,0,16,,,,,17,13,12.73,
12/09/2015,Purdue,93,Howard,55,28.5,26.85,29.45,30.23,28.16,30.02,30.75,28.5,31.92,23,4.84,30.92,23.1,0,31,,,,,24,21.1,15.39,
12/09/2015,San Diego,47,Denver,59,-1,-1.02,0.62,2.66,-1.84,0.91,6.39,2,0.35,4,4.6,-5.31,-3.3,0,0,,,,,-10,-2.5,-5.29,
12/09/2015,Siena,81,Hofstra,68,-1,-1.61,-1.16,-2.29,0.53,-1.76,-4.26,-1,1.07,2,1.98,-2.95,-1.8,0,-3,,,,,-4,-3.8,0.45,
12/09/2015,Southern Illinois,74,SIU Edwardsville,76,14.5,17.28,17.1,17.26,16.9,17.17,20.12,15.5,16.58,15,2.09,19.48,16.8,0,18,,,,,20,,12.9,
12/09/2015,St. John's,48,Niagara,44,9,11.82,13.57,15.46,11.1,14.15,11.63,11,12.04,15,2.8,12.81,9.9,0,11,,,,,10,11.9,5.11,
12/09/2015,Texas Tech,68,Tennessee-Martin,49,14,17.71,18.73,18.35,18.84,19.09,18.06,14,14.07,14,5.84,25.24,15.6,0,18,,,,,29,15.4,5.84,
12/09/2015,Vanderbilt,67,Dayton,72,8.5,9.51,8.63,5.9,13.25,7.96,9.7,8.5,10.54,13,3.13,13.02,6.3,0,11,,,,,3,11.7,9.63,
12/09/2015,Wichita St.,56,UNLV,50,7.5,1.59,1.46,1.79,1.55,1.02,10.26,6,6.44,4,4.57,-4.02,0.2,0,4,,,,,-7,-1.4,2.36,
12/09/2015,Wisconsin,67,Wisconsin-Milwaukee,68,13,11.54,11.95,14.27,9.76,12.31,16.79,11.5,12.02,17,3.72,10.69,13.4,0,15,,,,,3,4.9,8.94,
12/10/2015,Idaho,78,Washington St.,74,-7,-6.2,-5.62,-4.35,-7.49,-5.08,-11.08,-6.5,-6.27,-4,2.52,-9.95,-4.3,0,-5,,,,,-10,-3.3,-4.19,
12/10/2015,Iowa St.,83,Iowa,82,8,6.97,6.34,7.14,5.08,6.7,4.03,6,6.45,5,2.01,8.1,11.5,0,6,,,,,6,9.3,9.01,
12/10/2015,Kent St.,73,Louisiana-Monroe,62,7,3.61,4.66,6.11,2.56,5.29,3.39,5.5,7.49,5,2.24,1.15,1.7,0,6,,,,,1,-4.5,7.03,
12/10/2015,Penn St.,81,Canisius,67,4.5,3.9,5.06,7.13,2.14,5.96,6.42,5.5,5.42,6,2.99,-1.13,3.9,0,4,,,,,-1,6.6,0.14,
12/10/2015,SW Missouri St.,88,IUPUI,74,5.5,4.11,3.97,5.63,2.09,4.33,8.03,5,4.42,4,2.61,2.48,5.3,0,6,,,,,4,6,-2.87,
12/10/2015,Seton Hall,78,Troy St.,69,15,17.37,20.48,21.59,19.2,20.74,20.17,16.5,16.61,18,3.54,18.91,15.7,0,18,,,,,18,10.2,8.23,
12/11/2015,North Dakota,67,North Dakota St.,69,-7.5,-5.54,-6.19,-4.92,-8.05,-5.7,-15.19,-6,-6.39,-6,3.81,-7.24,-6.1,0,-5,,,,,1,-0.6,-1.62,
12/11/2015,Pittsburgh,84,Eastern Washington,51,18,19.22,21.17,19.61,23.59,20.94,26.69,18,19.8,12,4.82,26.1,15.1,0,21,,,,,21,11,11.86,
12/12/2015,Arkansas,83,Tennessee Tech,57,13.5,12.4,11.97,11.84,12.63,11.49,17.73,14,14.25,17,3.57,12.35,7.1,0,14,,,,,17,7.5,6.4,
12/12/2015,Ball St.,63,Pepperdine,72,1.5,1.55,-0.67,-1.13,-0.1,-0.8,-3.63,0,-1.32,1,4.64,0.87,0.3,0,-1,,,,,14,6.3,6.33,
12/12/2015,Boise St.,74,Oregon,72,2.5,-0.7,-1.03,-1.02,-0.85,-1.3,1.99,1,2.68,2,5.07,-7.84,-0.7,0,2,,,,,-14,4.3,4.62,
12/12/2015,Butler,94,Tennessee,86,13,13.39,14.48,14.27,14.79,14.4,12.54,12.5,12.81,13,1.46,11.05,13.6,0,14,,,,,11,17.5,10.59,
12/12/2015,Cal Riverside,62,UNLV,73,-5,-5.99,-6.73,-7.93,-5.09,-7.24,-5.35,-2.5,-4.25,-4,2.85,-11.53,-7.3,0,-7,,,,,-1,-7.4,-3.08,
12/12/2015,Cal St. Fullerton,70,Loyola Marymount,82,4,5.35,6.05,5.45,6.68,6.04,-1.32,4,4.41,5,2.3,7.55,6.8,0,7,,,,,5,7.2,3.66,
12/12/2015,California,63,St. Mary's,59,7,0.67,-0.69,0.93,-2.46,-0.7,7.91,5,5.19,1,4.37,-8.11,5.2,0,6,,,,,-2,-3.2,-0.39,
12/12/2015,Central Florida,75,Florida Atlantic,61,8.5,11.57,11.32,10.73,12.32,10.92,12.78,9.5,10.92,12,2.93,14.94,10.3,0,13,,,,,19,5,7.21,
12/12/2015,Cleveland St.,67,Ohio,76,-2.5,-2.6,-3.4,-2.68,-4.07,-3.48,3.36,0,-1.52,7,4.58,-8.55,-1.5,0,0,,,,,-10,-5.3,-3.64,
12/12/2015,Colorado,92,BYU,83,5,5.43,5.69,4.4,6.78,5.57,0.04,5.5,6.75,2,2.39,9.58,5.7,0,4,,,,,6,9,5.04,
12/12/2015,Connecticut,75,Ohio St.,55,7.5,7.43,9.44,8.62,10.37,9.61,10.57,8.5,8.77,4,2.57,3.07,10.1,0,7,,,,,5,3.1,6.92,
12/12/2015,Creighton,90,IUPUI,65,15,17.4,18.09,19.35,16.81,18.3,17.32,15,16.26,20,3.19,21.39,13.2,0,16,,,,,24,12.2,13.25,
12/12/2015,Davidson,87,Western Carolina,54,15,13.77,14.16,17.48,10.28,15.2,17.01,14.5,14.67,12,4.06,11.77,12.8,0,13,,,,,25,5.8,9.88,
12/12/2015,Dayton,59,Chattanooga,61,12,12,13.49,15.85,10.61,14.15,15.01,11.5,11.34,10,3.63,13.96,11,0,14,,,,,18,4.8,3.73,
12/12/2015,DePaul,44,Arkansas-Little Rock,66,4,0.87,1.35,2.28,1.23,0.54,10.45,4.5,5.91,3,4.73,-3.92,-3.8,0,5,,,,,-2,-2.1,-6.63,
12/12/2015,Detroit,95,Bowling Green,80,6.5,2.92,4.59,5.27,3.35,5.12,0.92,4.5,3.08,1,3.79,6.61,4.4,0,5,,,,,-7,7.5,-1.82,
12/12/2015,Fresno St.,71,Pacific,52,9.5,9.17,11.44,11.93,10.25,12.17,9.36,9.5,9.15,8,1.78,7.94,11.5,0,6,,,,,11,3.9,6.61,
12/12/2015,George Washington,83,Rutgers,49,17.5,18.04,18.6,19.07,18.3,18.79,20.34,18,18.04,19,2.17,18.96,16.5,0,17,,,,,23,13.2,13.74,
12/12/2015,Georgetown,87,NC Wilmington,82,10.5,8.42,10.36,13.88,6.58,10.31,17.48,13,11.66,14,5.05,0.16,10.7,0,13,,,,,2,-7.7,7.03,
12/12/2015,Georgia St.,68,Old Dominion,64,2,-1.9,-0.97,0.68,-3.17,-0.72,-6.7,0,-0.05,1,3.28,-7.67,-1.6,0,-6,,,,,-6,4,2.47,
12/12/2015,Gonzaga,66,UCLA,71,8,8.86,9.7,8.29,11.07,9.61,7.05,9,10.62,9,1.41,7.74,7.3,0,12,,,,,9,7.3,6.54,
12/12/2015,IPFW,85,Austin Peay,68,6.5,7.64,9.38,9.84,8.36,9.96,9.48,6.5,7.23,10,2.8,6.26,10.8,0,8,,,,,3,4.8,2.25,
12/12/2015,Illinois,83,Illinois-Chicago,79,18,20.3,23.12,21.93,25.56,23.41,27.96,18,17.74,21,6.59,29.05,17,0,23,,,,,7,16.5,10.57,
12/12/2015,Indiana,105,McNeese St.,60,30.5,26.53,27.82,28.54,26.86,28.35,34.04,30,26.88,28,4.84,31.98,20.6,0,31,,,,,31,13.5,16.3,
12/12/2015,James Madison,69,George Mason,46,6,7.15,7.4,8.02,6.21,7.97,5.49,6.5,7.44,4,2,7.91,5.3,0,7,,,,,11,11.5,3.72,
12/12/2015,Kansas,82,Oregon St.,67,13.5,12.84,14.25,14.47,14.25,14.17,17.27,11.5,14.53,18,4.41,12.05,7.9,0,19,,,,,2,9.9,9.1,
12/12/2015,Kent St.,84,Canisius,77,7.5,8.16,9.57,10.76,7.85,10.17,7.4,6.5,7.09,8,2.05,6.54,4.2,0,6,,,,,11,11.1,6.44,
12/12/2015,Kentucky,72,Arizona St.,58,13,11,10.33,11.13,9.29,10.97,9.13,13,15.25,15,3.04,7.25,14.4,0,15,,,,,6,5.6,13.63,
12/12/2015,Louisiana Tech,91,Louisiana-Lafayette,79,2.5,7.52,7.38,8.21,4.98,8.95,-0.8,4.5,4.85,6,4.82,9.68,11.8,0,4,,,,,19,3.9,9.86,
12/12/2015,Louisville,86,Eastern Michigan,53,20.5,21.69,22.36,21.65,24.32,22.68,26.52,18.5,20.09,23,3.71,26.82,16,0,23,,,,,25,14.8,15.71,
12/12/2015,Marist,69,Delaware,70,-1,-2.97,-2.59,-1.96,-3.47,-2.54,-1.78,-1,-2.13,-3,1.87,-4.58,-3.6,0,-1,,,,,1,-6.4,-6.58,
12/12/2015,Marshall,96,Eastern Kentucky,72,1.5,-4.9,-3.98,-3.52,-4.2,-4.3,-0.44,0,-1.96,-6,3.33,-7.94,-4.8,0,-1,,,,,-4,-9.1,-12.42,
12/12/2015,Maryland,77,Md. Eastern Shore,56,32.5,29.68,33.28,33.9,32.75,33.76,33.29,31.5,31.53,29,5.05,35.44,23.1,0,31,,,,,25,24.5,19.32,
12/12/2015,Memphis,89,Manhattan,57,16.5,20,20.44,19.55,21.63,20.47,17.62,18,20.52,18,4.58,30.14,19,0,22,,,,,19,22.2,9.43,
12/12/2015,Michigan,80,Delaware St.,33,29.5,28.81,31.48,31.06,31.97,31.42,37.14,27,31.71,26,5.95,31.77,23.1,0,32,,,,,22,29.7,15.17,
12/12/2015,Michigan St.,58,Florida,52,9.5,9.54,10.12,11.25,8.68,10.22,9.51,8.5,11.51,13,2.65,4.89,8.8,0,11,,,,,4,9.6,11.39,
12/12/2015,Middle Tenn St.,88,Auburn,81,-2,0.33,0.24,1.48,-1.74,0.9,1.71,-1.5,0.37,-2,2.53,-3.94,0.9,0,1,,,,,1,-1.9,6.21,
12/12/2015,Nevada,79,Drake,71,8.5,7.9,8.09,7.03,9.2,8.07,-3.82,7.5,9.63,8,3.89,10.2,7.6,0,7,,,,,12,13.7,6.04,
12/12/2015,New Mexico,76,Northern Iowa,57,4.5,3.32,3.99,3.87,3.86,4.22,-0.36,3.5,1.67,-2,2.77,9.1,4.2,0,3,,,,,5,4.2,2.43,
12/12/2015,Northeastern,75,Stony Brook,62,2,-0.24,0.56,0.49,0.31,0.83,2.5,1.5,3.83,0.01,1.87,0.11,1.1,0,-2,,,,,-4,-6.1,-0.7,
12/12/2015,Oklahoma,96,Oral Roberts,73,20,19.96,21.09,20.05,22.19,20.95,25.2,22,22.79,25,4.5,24.53,17.2,0,21,,,,,15,14.6,9.93,
12/12/2015,Oklahoma St.,62,Minnesota,60,0,1.34,2.79,2.98,2.93,2.49,-5.1,2,0.65,1,2.59,2.27,1.4,1,2,,,,,-2,1.4,4.62,
12/12/2015,Penn St.,54,Louisiana-Monroe,50,7.5,3.79,3.75,5.86,1.03,4.44,5.87,7.5,6.23,5,3.09,0.83,1.2,0,4,,,,,11,-1.2,1.32,
12/12/2015,Portland,81,CS Sacramento,73,5.5,0.52,1.99,3,1.22,1.75,2.05,4.5,3.59,4,3.01,-3.43,-0.4,0,3,,,,,-5,-3.3,-1.76,
12/12/2015,Providence,74,Bryant,67,22,27.38,29.72,30.32,30.02,29.91,27.98,22,22.49,29,4.67,34.78,22.8,0,27,,,,,29,24.4,18.49,
12/12/2015,Purdue,95,Youngstown St.,64,29,29.12,31.4,31.53,30.95,31.74,37.48,28,27.55,28,5.16,36.5,23.1,0,32,,,,,23,24.4,20.86,
12/12/2015,SE Missouri St.,64,Mississippi,75,-16,-15.37,-16.23,-16.94,-15.39,-16.51,-21.52,-14,-16.65,-14,2.51,-14.65,-12,0,-13,,,,,-15,-8.8,-19.13,
12/12/2015,Southern Illinois,74,North Texas,66,14,15.23,16.39,14.41,18.55,16.49,17.41,15,14.49,15,2.98,20.38,16,0,15,,,,,16,9.9,8,
12/12/2015,Stanford,64,Dartmouth,50,12,12.98,14.3,14.5,13.63,14.8,17.07,10,14.09,15,5.84,18.02,15.6,0,16,,,,,2,14.4,-0.73,
12/12/2015,Texas,84,North Carolina,82,-6.5,-4,-4.6,-5.63,-3.49,-4.78,-6.78,-5,-4.1,-3,2.84,-6.85,-3,0,-7,,,,,-7,0.6,3.58,
12/12/2015,Texas A&M,78,Kansas St.,68,10,7.28,6.68,4.97,8.87,6.37,11.19,8,9.53,8,2.98,9.85,2.6,0,9,,,,,1,9.4,7.12,
12/12/2015,Toledo,64,Oakland,76,5,3.71,3.11,3.61,2.36,3.34,0.91,3,3.4,4,1.51,1.91,6.2,0,3,,,,,6,6.5,3.95,
12/12/2015,Utah St.,63,UC Irvine,73,3,1.62,3.55,5.39,1.17,4.26,3.33,3,0.47,2,3.29,-3.65,0.9,0,4,,,,,-6,6,-0.3,
12/12/2015,Washington,92,Montana,62,9.5,10.23,11.83,12.24,11,12.46,6.45,8.5,8.15,10,5.39,16.3,8.3,0,11,,,,,21,5.4,-1.15,
12/12/2015,Western Illinois,64,Eastern Illinois,57,9.5,11.04,10.71,7.93,13.97,10.48,3.62,9.5,11.51,10,3.07,13.11,15,0,10,,,,,8,20.3,8.86,
12/12/2015,Wichita St.,67,Utah,50,4,-0.08,0.6,-0.35,1.72,-0.17,-1.63,2,1.08,-2,2.27,0.51,-2.2,0,1,,,,,-5,2,3.44,
12/12/2015,Wisconsin,55,Marquette,57,7.5,7.78,6.13,7.04,5.22,6.41,12.8,7.5,9.83,12,3.18,4,11.8,0,8,,,,,4,3.1,10.83,
12/12/2015,Xavier,65,Cincinnati,55,4.5,7.31,7.01,9.24,4.29,7.43,7.84,6,5.76,6,1.72,10.43,8.2,0,4,,,,,9,8.2,7.69,
12/13/2015,Arizona,88,Missouri,52,16.5,16.09,16.36,18.5,14.71,17.04,19.74,16.5,17.27,23,3.34,10.99,15.3,0,17,,,,,11,11.4,16.82,
12/13/2015,Clemson,50,Alabama,51,7,6.33,4.69,1.95,8.66,3.33,8.7,6,7.26,6,2.51,6.56,1.9,0,9,,,,,9,7.8,7.38,
12/13/2015,Denver,69,Weber St.,68,-2,1.41,1.08,1.09,0.97,1.17,0.39,0,-0.12,2,3.7,3.29,-1.5,0,0,,,,,13,-4.1,1.01,
12/13/2015,Houston,105,LSU,98,2,5.88,5.39,2.57,8.94,4.77,-2.08,3,2.61,2,3.98,10.85,10.7,0,2,,,,,9,12.9,6.73,
12/13/2015,Illinois St.,63,Murray St.,61,5.5,0.24,0.96,0.3,2.17,0.39,7.42,5,6.51,0.01,4.75,1.03,0.5,0,3,,,,,-7,-3.5,-8.69,
12/13/2015,Miami-Ohio,72,Wright St.,67,5,6.17,6.02,5.03,7.37,5.71,11.41,4,2.78,8,2.82,10.21,7.3,0,6,,,,,5,3.5,1.89,
12/13/2015,Nebraska,70,Rhode Island,67,1.5,-0.53,0.54,0.59,0.2,0.83,-6.19,1,1.45,-2,2.44,-2,1.5,0,2,,,,,-4,2.6,-2.4,
12/13/2015,New Mexico St.,59,Wyoming,62,9,6.73,6.93,6.54,7.77,6.48,6.91,8,8.25,7,1.77,8.86,4.7,0,6,,,,,12,-0.5,6.53,
12/13/2015,Northern Colorado,73,Colorado St.,64,-14,-13.18,-13.43,-12.88,-13.41,-14.13,-17.15,-13,-14.01,-10,2.46,-18.76,-13.2,0,-12,,,,,-16,-5.6,-10.76,
12/13/2015,Northwestern,77,Chicago St.,35,24,21.74,26.38,28.54,23.77,27.31,33.34,22,22.44,17,6.58,27.41,19.6,0,21,,,,,23,5.4,7.48,
12/13/2015,Notre Dame,81,Loyola-Chicago,61,14.5,16.55,17.9,17.71,18.53,17.58,19.49,15.5,14,18,3.32,19.28,12.4,0,17,,,,,21,12.8,9.45,
12/13/2015,Pittsburgh,72,Morehead St.,62,14,15.08,13.95,12.66,16.39,13.58,24.08,12.5,14.12,13,3.91,16.91,13.4,0,20,,,,,15,15.8,7.1,
12/13/2015,SW Missouri St.,61,Tulsa,70,-6,-6.88,-7.4,-8.03,-6.49,-7.75,-7.37,-5,-5.7,-6,2.06,-10.63,-4.1,0,-6,,,,,-11,-0.8,-8.16,
12/13/2015,San Jose St.,83,Montana St.,91,3.5,0.22,1.54,1.82,1.49,1.31,1.12,3,1.38,3,2.13,-0.29,-1.2,0,0,,,,,-2,-1.1,-4.22,
12/13/2015,Seton Hall,72,St. Peter's,46,12,13.5,15.16,16.48,13.49,15.63,10.59,12,13.75,12,2.64,16.63,12.3,0,14,,,,,13,15.1,7.41,
12/13/2015,South Dakota St.,86,UC Santa Barbara,68,9.5,11.97,11.6,10.46,12.87,11.56,10.18,10.5,9.05,11,2.78,11.88,11.8,0,8,,,,,20,13.8,13.41,
12/13/2015,South Florida,46,North Carolina St.,65,-8,-8.79,-9.53,-10.51,-8.29,-9.84,-14.74,-7.5,-6.55,-12,2.76,-8.31,-6.9,0,-7,,,,,-4,-7.3,-9.24,
12/13/2015,St. John's,84,Syracuse,72,-10.5,-7.36,-6.7,-5.6,-8.14,-6.49,-13.85,-8.5,-9.96,-6,2.52,-8.91,-7.5,0,-9,,,,,-4,-2.9,-6.61,
12/13/2015,Temple,65,St. Joseph's PA,66,3.5,1.03,-0.61,-0.31,-0.62,-0.89,1.76,3.5,5.25,6,3.54,-2.63,4.8,0,4,,,,,-6,0.7,1.94,
12/13/2015,USC,68,Yale,56,6.5,7.96,8.35,8.56,8.31,8.25,7.05,7,7.98,2,3.75,14.17,10.1,0,10,,,,,8,11.6,-0.83,
12/13/2015,Villanova,76,La Salle,47,25,26.49,27.9,26.45,29.8,27.59,28.58,23.5,26.8,26,3.94,34.48,23.8,0,27,,,,,21,24.9,20.01,
12/13/2015,Washington St.,84,UTEP,68,7,3.4,2.76,0.86,5.62,1.74,3.34,5.5,5.26,2,1.84,4.71,4.9,0,4,,,,,2,6.2,0.75,
12/13/2015,West Virginia,100,Louisiana-Monroe,58,21.5,17.76,18.36,17.53,19.69,18.54,19.12,16,19.27,16,2.41,18.92,16.4,0,22,,,,,20,13.7,11.35,
12/13/2015,Western Kentucky,75,Indiana St.,62,2.5,4.49,4.37,4.73,4.01,4.36,-0.04,4.5,4.41,5,2.02,4.08,4.9,0,5,,,,,8,8.7,0.9,
12/14/2015,South Alabama,54,Southern Miss,57,8,5.91,5.94,5.54,6.29,6,5.83,7,11,7,2.5,0.65,3.6,0,9,,,,,5,7.9,3.12,
12/14/2015,St. Mary's,93,Cal Poly SLO,63,8.5,12.24,12.8,12.6,13.04,13,6.02,7.5,11.42,14,2.99,16.33,9.5,0,12,,,,,15,12.4,10.95,
12/14/2015,Western Carolina,97,Eastern Washington,80,3.5,1.87,2.54,1.62,3.44,2.55,5.77,2.5,3.53,-2,3.2,4.4,3.1,0,3,,,,,-2,3.8,-5.45,
12/15/2015,Auburn,78,Mercer,71,6,5.63,6.23,5.41,7.77,5.59,8.46,6.5,7.64,8,4.87,8.48,3,0,8,,,,,7,6.9,-9.26,
12/15/2015,Chattanooga,80,Tennessee Tech,69,12,12.01,13.23,12.25,14.45,13.07,17.22,10.5,11.15,14,3.03,12.47,11.2,0,11,,,,,6,12.7,7.41,
12/15/2015,Cincinnati,75,Norfolk St.,59,23,23.15,24.82,24.57,25.4,24.97,30.32,21.5,25.2,24,4.78,25.86,16.7,0,27,,,,,23,17.4,11.73,
12/15/2015,Duke,99,Georgia Southern,65,30.5,28.7,32.39,32.15,32.64,32.42,36.57,29,28.2,27,6.57,40.57,22.2,0,29,,,,,31,13.9,15.11,
12/15/2015,Eastern Kentucky,80,Florida Atlantic,73,7,8.21,7.35,7.43,6.82,7.77,6.78,7.5,7.47,12,1.76,8.39,8.4,0,10,,,,,11,7.5,5.83,
12/15/2015,Georgetown,68,Monmouth,83,10.5,8.3,6.91,8.94,4.9,7.01,9.94,8.5,7.62,13,3.57,4.56,5.8,0,11,,,,,17,4.7,6.49,
12/15/2015,Georgia Tech,77,VA Commonwealth,64,2,3.28,2.31,2.38,2.18,2.38,0.27,1.5,4.35,3,2.34,5.45,2.5,0,4,,,,,8,6.8,-1.03,
12/15/2015,Michigan,77,Northern Kentucky,62,21.5,19.79,22.94,22.94,22.78,23.38,24.97,21,23.74,20,4.51,15.03,15.8,0,24,,,,,16,15.2,10.55,
12/15/2015,Mississippi,99,Louisiana Tech,80,7.5,2.07,2.64,3.72,2.07,2.2,7.54,5,5.51,4,3.11,-4.5,1.1,0,4,,,,,3,-3.7,-0.72,
12/15/2015,Oklahoma St.,73,Longwood,55,16,19.69,22.01,23.63,20.01,22.62,16.55,17.5,20.22,21,5.38,23.91,22.5,0,24,,,,,24,11,4.57,
12/15/2015,Oregon,78,UC Irvine,63,8,9.3,9.19,9.78,8.33,9.51,10.34,9,8.12,11,2.35,10.24,9.6,0,11,,,,,11,10.7,2.15,
12/15/2015,San Diego,61,UC Davis,55,-2.5,-4.28,-2.2,-0.54,-4.64,-1.5,0.63,-2,-3.98,-3,3.19,-7.33,-4.2,0,-2,,,,,-11,-9.8,-6.02,
12/15/2015,South Carolina,79,Drexel,54,17.5,20.21,20.52,21.76,18.65,21.31,21.13,18.5,18.66,20,2.96,20.55,16.5,0,20,,,,,27,21.4,15.22,
12/15/2015,Stanford,79,DePaul,60,8.5,9.08,8.65,8.02,9.37,8.57,11.91,6.5,9.52,14,3.2,12.35,10,0,11,,,,,8,5.3,1.37,
12/15/2015,Texas,67,Appalachian St.,55,20,22.92,26.32,25.93,26.78,26.25,26.53,21,21.51,24,5.02,29.68,17.2,0,25,,,,,18,18.2,12.53,
12/15/2015,UCLA,89,Louisiana-Lafayette,80,10,12.49,14.21,16.07,11.87,14.93,12.56,11,8.45,10,4.43,15.15,13.3,0,11,,,,,24,4.2,6.65,
12/15/2015,Wake Forest,81,NC Greensboro,71,15,14.64,20.2,21.72,17.85,21.3,16.76,15.5,16.3,13,6.9,19.35,12.1,0,17,,,,,15,3.9,-4.2,
12/15/2015,Wisconsin,64,Texas A&M Corpus,49,14,12.35,12.01,12.61,11.7,11.88,18.47,13.5,14.46,17,3.52,13.84,13.1,0,17,,,,,6,5.5,7,
12/15/2015,Wisconsin-Green Bay,93,Pacific,88,9,7.71,9.48,10.19,8.23,10.05,6.11,9,7.5,10,1.89,7.64,10.8,0,6,,,,,5,3.2,6.07,
12/16/2015,Alabama,72,Winthrop,60,9.5,9.94,11.61,12.78,10.34,12.03,11.24,11.5,10.58,11,3.25,13.51,10.6,0,11,,,,,9,4.7,0.8,
12/16/2015,Arizona,92,Northern Arizona,37,27,26.55,29.33,31,27.71,30.04,32.66,26,23.56,29,4.58,31.69,21.6,0,27,,,,,27,17.5,17,
12/16/2015,East Carolina,78,NC Wilmington,73,-2.5,-1.11,-1.25,1.34,-4.55,-0.93,4.1,0,-1.94,-2,2.64,-5.94,-1.5,0,1,,,,,1,-1.8,-2.02,
12/16/2015,Florida St.,90,Mississippi St.,66,12.5,11.37,12.4,12.52,12.3,12.38,13.85,11.5,12.15,14,2.01,9.83,9.9,0,12,,,,,9,10.2,7.33,
12/16/2015,Illinois-Chicago,60,Illinois St.,72,-8.5,-8.01,-8.91,-7.34,-10.9,-9.02,-14.56,-8,-8.15,-6,3.91,-16.3,-5.1,0,-8,,,,,-3,-2.2,-4.69,
12/16/2015,LSU,78,Gardner Webb,57,13,10.28,9.59,10.21,8.69,9.94,11.7,10.5,12.2,11,2.32,9.34,12.3,0,14,,,,,13,7.5,4.16,
12/16/2015,Louisville,94,Kennesaw St.,57,35.5,34.76,36.82,35.41,39.65,37,40.84,36,37.46,42,7.07,40.4,19.7,0,38,,,,,29,32.1,23.54,
12/16/2015,Loyola-Chicago,54,Cleveland St.,60,8,7.63,7.57,8.6,6,8.11,9.8,7.5,9.1,5,1.79,7.19,8.5,0,7,,,,,10,8,4.32,
12/16/2015,New Mexico,79,New Mexico St.,61,8,10.85,12.87,12.56,13.15,12.97,13.39,9,9.79,8,3.25,14.6,10.4,0,11,,,,,9,10.4,2.91,
12/16/2015,North Carolina,96,Tulane,72,24.5,22.96,25.61,26.35,24.73,25.79,30.18,23.5,25.87,25,4.89,25.13,15.7,0,26,,,,,22,13.8,12.29,
12/16/2015,North Dakota St.,73,Montana St.,64,13.5,10.38,11.71,11.5,11.67,11.96,17.16,12,14.74,14,4.65,9.41,10.8,0,12,,,,,2,6.6,1.42,
12/16/2015,Northern Colorado,77,Denver,81,-5,-6.29,-6.81,-5.62,-8.39,-6.6,-6.05,-5.5,-4.99,-3,3.59,-10.53,-8,0,-3,,,,,-16,-0.2,-2.56,
12/16/2015,Ohio St.,67,Northern Illinois,54,13.5,8.25,9.03,8.77,9.88,8.46,11.11,10.5,11.63,12,3.49,13.29,6.3,0,15,,,,,3,-3.2,2,
