date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linemoore,lineopen,linedok,linedunk,linefox,linerpi,lineash
11/20/2009,Northern Illinois,85,Tennessee St.,57,8,6.25,4.46,4.6,4.33,0,15.45,7,2.67,4.43,6,,
11/20/2009,Memphis,92,Tennessee Tech,59,26,29.12,26.08,24.64,27.64,0,27.65,23,29.16,31.66,34,,
11/20/2009,Northern Colorado,66,Texas Southern,62,11.5,16.15,13.98,13.89,14.07,0,21.16,11.5,13.69,15.12,19,,
11/20/2009,Michigan St.,75,Toledo,62,29,31.06,25.86,26.56,25.21,0,39.18,28,28.34,33.1,34,,
11/20/2009,Florida,80,Troy St.,58,16.5,18.1,22.45,22.45,22.37,0,18,17,17.45,12.3,16,,
11/20/2009,Penn St.,60,Tulane,63,7.5,7.79,6.12,5.82,6.42,1,12.76,6.5,7.02,7.73,7,,
11/20/2009,St. Mary's,70,Vanderbilt,72,4,3.06,5.02,4.76,5.29,0,-6.51,3,7.01,-0.17,8,,
11/21/2009,Drake,59,Akron,63,,1.45,7.78,9.88,5.77,0,-1.46,,-2.1,-3.4,0.01,,
11/21/2009,UTEP,82,Arkansas St.,56,14,13.32,4.27,5.11,3.38,0,27.84,15,10.86,17.76,15,,
11/21/2009,North Carolina St.,66,Austin Peay,59,8.5,14.63,14.59,11.11,18.1,0,15.52,8.5,12.17,12.87,18,,
11/21/2009,Wyoming,87,Boise St.,61,2,1.35,-5.88,-6.91,-4.9,0,2.77,5.5,4.51,0.65,12,,
11/21/2009,South Dakota St.,58,Boston College,75,,-5.86,1.79,4.18,-1.56,0,-9.28,,-12.65,-12.83,-3,,
11/21/2009,Towson,69,Buffalo,78,3,2.89,7.22,8.41,6.04,0,-1.44,3,1.25,4.08,-1,,
11/21/2009,Evansville,60,Butler,64,-12,-9.98,-8.96,-13.05,-4.82,0,-17.74,-10,-5.98,-14.3,-4,,
11/21/2009,Oregon St.,63,CS Sacramento,65,20.5,21.98,14.64,13.53,16.02,0,37.11,21,19.58,19.62,26,,
11/21/2009,Portland St.,92,Cal Poly SLO,83,11,9.83,6.08,7.08,5.09,0,14.81,12,7.6,12.43,12,,
11/21/2009,Niagara,63,Central Florida,46,3.5,2.52,-1.34,-3.77,0.48,0,9.94,2,-1.65,0.13,10,,
11/21/2009,SW Missouri St.,72,Citadel,55,7.5,10.36,17.86,21.4,14.97,0,2.99,5,15.75,2.05,5,,
11/21/2009,Furman,83,Dartmouth,60,8.5,6.7,7.65,9.35,5.33,0,8.15,7,7.25,5.1,5,,
11/21/2009,Pennsylvania,94,Delaware,97,5.5,6.65,9.96,12.63,7.55,0,3.57,4.5,3.56,6.58,6,,
11/21/2009,Albany-NY,54,Detroit,66,-2,1.63,0.33,-1.08,1.63,0,0.54,-2,3.51,0.15,5,,
11/21/2009,UAB,72,Georgia,56,7.5,13.21,14.97,16.25,13.71,0,10.55,4.5,10.16,10.61,18,,
11/21/2009,Jacksonville St.,89,Georgia Southern,67,3.5,2.57,-3.89,-4.71,-3.07,0,5.9,5.5,4.15,7.13,6,,
11/21/2009,Nevada,112,Houston,99,1.5,-0.47,-0.52,1.12,-2.63,0,-3.78,3,-0.93,3.42,0.01,,
11/21/2009,Auburn,80,IUPUI,65,2,4.4,-2.13,-4.91,-0.68,0,11.77,2,2.8,4.41,13,,
11/21/2009,Wisconsin-Green Bay,69,Long Beach St.,81,5,9.84,8.32,9.9,7.17,0,12.61,4.5,6.08,10.3,13,,
11/21/2009,New Mexico,81,Louisiana Tech,52,11.5,12.59,9.14,10.73,7.88,0,17.01,11,13.37,12.56,14,,
11/21/2009,Morehead St.,73,Louisiana-Monroe,74,7.5,8.06,4.44,4.53,4.35,0,12.44,3.5,6.13,4.88,16,,
11/21/2009,USC,59,Loyola Marymount,67,12,22.1,17.93,24.08,13.21,0,21.14,14,21.41,26.75,26,,
11/21/2009,Old Dominion,70,Marshall,62,10.5,14.1,10.78,6.07,16.4,0,15.18,8.5,13.61,16.34,17,,
11/21/2009,Eastern Michigan,76,Md. Eastern Shore,51,16,17.49,14.77,16.31,13.84,0,27.57,16,9.69,17.52,20,,
11/21/2009,Miami-Ohio,69,Nicholls St.,58,10,7.54,7.26,1.83,13.09,0,7.4,10,9.06,3.86,10,,
11/21/2009,Oklahoma St.,82,North Texas,68,13.5,13.98,9.41,4.67,13.48,0,14.95,16,16.06,17.74,17,,
11/21/2009,Air Force,46,Northern Colorado,70,-2,-0.31,-0.28,-1.78,1.06,0,-3.88,11,3.88,-3.12,2,,
11/21/2009,East Carolina,68,Northern Iowa,74,-14,-10.82,-8.9,-10.2,-7.71,0,-12.97,-14,-14.35,-13.69,-6,,
11/21/2009,VA Commonwealth,82,Oklahoma,69,-4,-2.94,-5.76,-7.88,-3.65,0,0.94,-2.5,-3.57,-1.49,-2,,
11/21/2009,Portland,88,Oregon,81,1,-0.1,1.17,5.17,-3.63,0,2.81,0,-4.51,-4.43,4,,
11/21/2009,Kentucky,92,Rider,63,17,12.73,9.27,8.21,10.35,0,14.02,20,14.84,11.97,17,,
11/21/2009,Alcorn St.,76,Robert Morris,107,-19.5,-15.32,-3.5,-1.78,-6.58,0,-24.34,-19.5,-18.41,-23.8,-17,,
11/21/2009,Temple,73,Siena,69,4,5.4,6.8,2.94,11.11,0,0.26,5,6.73,3.35,8,,
11/21/2009,Tulsa,84,South Alabama,62,16.5,15.11,12.13,11.4,13.11,0,25.44,17,10.55,15.18,15,,
11/21/2009,UNLV,78,Southern Illinois,69,7.5,8.17,7.06,10.01,3.76,0,5.04,7,8.42,9.8,12,,
11/21/2009,Montana St.,62,Southern Miss,66,2,-3.98,-6.52,-9.65,-3.84,0,-0.47,3,-3.64,-2.31,-4,,
11/21/2009,Nebraska,90,TCU,77,7,5.3,1.76,2.21,1.04,0,3.67,10,11.11,3.79,10,,
11/21/2009,Northeastern,64,Utah St.,61,3.5,-0.8,-2.09,-2.95,-1.27,0,0.38,-2.5,-0.73,-1.22,1,,
11/21/2009,Manhattan,70,William & Mary,75,1,-0.52,-4.36,-3.23,-5.51,0,1.15,2.5,0.71,-0.25,4,,
11/21/2009,St. Peter's,56,Youngstown St.,68,5,8.07,12.24,11.14,13.8,0,6.64,4,3.71,8.11,5,,
11/22/2009,Detroit,79,Alcorn St.,59,25.5,21.24,19.14,20.12,19.66,1,26.6,25.5,18.24,21.8,21,,
11/22/2009,Creighton,80,Arkansas-Little Rock,65,14,13.13,11.23,8.26,14.53,0,17.32,16,14.06,12.6,12,,
11/22/2009,North Carolina St.,60,Auburn,58,0,7.04,11.01,10.74,11.33,0,4.37,2.5,3.56,5.23,7,,
11/22/2009,Richmond,75,Chattanooga,49,18,12.46,3.98,-0.32,8.49,0,26.73,13.5,10.83,16.02,13,,
11/22/2009,Tennessee,57,DePaul,53,19.5,16.89,5.86,-1.9,15.54,1,27,19.5,17.76,22.97,20,,
11/22/2009,Central Florida,59,Drake,50,2,6.95,8.58,10.88,6.4,0,6.64,2,2.46,6.34,9,,
11/22/2009,SW Missouri St.,75,Eastern Michigan,61,5.5,10.88,13.8,18.07,10.12,0,9.02,6,13.01,5.06,10,,
11/22/2009,IUPUI,67,Georgia St.,56,3,8.87,11.65,17.18,6.77,0,7.51,3,6.21,6.53,9,,
11/22/2009,Boston,67,Georgia Tech,85,-11,-8.45,-6.13,-4.5,-8.28,0,-7.92,-11,-11.56,-12.46,-6,,
11/22/2009,Florida International,68,James Madison,81,-3.5,-3.41,-1.4,-1.68,-1.06,1,-6.39,-4.5,-1.99,-2.34,-7,,
11/22/2009,Dayton,75,Kansas St.,83,-2,1.43,4.73,7.14,1.98,0,3.51,0,-4.45,-2.57,3,,
11/22/2009,New Mexico,85,Miami-Ohio,60,13,16.92,16.94,18.55,15.35,0,21.24,11.5,13.62,17.77,15,,
11/22/2009,Villanova,79,Mississippi,67,3,5.68,3.86,6.92,1.72,0,10.32,6.5,1.33,2.78,11,,
11/22/2009,NC Central,61,Murray St.,84,-27,-19.26,-15.01,-10.84,-20.55,0,-21.48,-27,-23.43,-26.43,-17,,
11/22/2009,South Florida,74,NC Wilmington,66,10,14.07,14.27,15.63,12.97,0,19.34,8,9.19,10.27,17,,
11/22/2009,Austin Peay,69,Niagara,67,-7.5,-4.62,-1.17,-0.37,-2.01,0,-7.38,-7,-6.73,-8.24,-3,,
11/22/2009,Louisiana Tech,77,Nicholls St.,45,9,8.09,10.84,11.92,9.9,1,5.89,9,6.38,9.44,5,,
11/22/2009,Albany-NY,71,Robert Morris,66,0,0.25,3.14,3.83,2.39,0,-3.45,0,2.39,-2.69,-1,,
11/22/2009,Northern Illinois,64,SE Missouri St.,70,16,16.96,17.12,16.08,18.13,0,24.78,11,13.43,12.34,17,,
11/22/2009,Cal Riverside,70,San Jose St.,66,2,0.61,-1.41,-0.42,-2.54,0,1.03,-1.5,-1.77,1.36,6,,
11/22/2009,Pacific,84,Santa Clara,57,7,7.88,9.5,9.44,10.64,0,1.11,3,8.05,9.05,9,,
11/22/2009,Miami-Florida,85,South Carolina,70,-2,1.64,2.92,1.61,3.78,0,-0.06,2,-1.34,-2.15,8,,
11/22/2009,Purdue,85,St. Joseph's PA,60,15.5,11.91,7.54,3.45,10.19,0,20.63,14,6.56,12.64,18,,
11/22/2009,Northwestern,69,Tennessee St.,62,19,21.53,20.21,18.49,22.08,0,32.58,19,18.55,18.49,19,,
11/22/2009,La Salle,61,Tulane,59,7.5,7.14,7.8,6.43,9.2,0,11.31,2.5,3.21,2.71,10,,
11/22/2009,Michigan St.,90,Valparaiso,60,19.5,21.93,20.03,24.82,15.91,0,24.75,21,21.68,22.42,22,,
11/22/2009,Bradley,56,Wofford,54,7,5.56,2.53,3.43,1.68,0,6.42,9.5,8.77,7.04,6,,
11/22/2009,Md. Eastern Shore,61,Citadel,88,-13.5,-16.72,-9.73,-10.54,-9.06,1,-26.65,-13.5,-12.82,-18.36,-19,,
11/23/2009,Duquesne,70,Binghamton,52,23,14.34,16.17,17.78,15.7,1,12.11,23,14.11,12.32,14,,
11/23/2009,Western Kentucky,68,CS Northridge,67,14.5,12.33,11.28,11.28,11.41,0,12.79,15,10.93,14.58,13,,
11/23/2009,St. Mary's,92,Cal Poly SLO,67,22,23.9,23.43,21.96,26.82,0,24.82,20,22.79,20.99,26,,
11/23/2009,Vanderbilt,58,Cincinnati,67,3.5,11.13,14.77,20.08,11.67,0,12.43,3.5,4.29,5.33,13,,
11/23/2009,Indiana St.,62,Coastal Carolina,77,5.5,4.42,1.34,1.68,1.06,1,8.8,5.5,3.15,6.86,5,,
11/23/2009,TCU,76,Colgate,63,15.5,16.14,16.31,18.67,15.66,0,18.17,15.5,11.05,18.29,15,,
11/23/2009,Gonzaga,76,Colorado,72,10,12.23,9.44,7.6,11.91,1,9.34,11,12.96,13.56,18,,
11/23/2009,St. Joseph's PA,51,DePaul,58,0,4.67,2.48,5.05,0.64,0,10.46,0,1.61,3.26,7,,
11/23/2009,Hofstra,70,Elon,46,13.5,12.78,14.3,15.14,14.07,0,13.29,11,11.62,10.57,12,,
11/23/2009,Eastern Kentucky,68,Fairleigh Dickinson,39,10,10.22,5.64,3.83,7.51,1,13.11,10,12.18,9.67,15,,
11/23/2009,Manhattan,73,Florida Atlantic,66,7.5,5.35,-2.29,-4.24,-1,0,15.48,11,4.42,10.44,7,,
11/23/2009,Illinois-Chicago,65,Illinois St.,69,-6.5,-5.75,-11.26,-11.02,-11.57,0,-2.57,-4,-5.33,-2.03,-2,,
11/23/2009,Oregon,55,Montana,68,13.5,11.81,10.8,8.42,14.15,0,13.82,18,12.48,11.01,11,,
11/23/2009,Florida International,71,Murray St.,84,-14.5,-12,-13.89,-11.36,-16.95,0,-7.29,-14,-11.82,-15.59,-9,,
11/23/2009,James Madison,79,NC Central,66,17.5,14.52,9.13,11.34,6.47,1,21.36,17.5,12.18,18.78,17,,
11/23/2009,Boston College,69,Northern Iowa,81,2.5,6.79,6.41,2.7,10.55,0,8.06,3.5,5.69,4.73,9,,
11/23/2009,UCLA,71,Pepperdine,52,15.5,22.27,17.03,19.33,15.46,0,20.09,18,26.22,22.54,30,,
11/23/2009,Fresno St.,58,San Diego St.,62,-3,-6.69,-2.52,-2.14,-3.04,0,-9.03,-5,-9.9,-6.04,-10,,
11/23/2009,UC Santa Barbara,76,San Francisco,65,7,10.91,10.71,8.63,13.12,0,10.64,7,12.84,7.21,13,,
11/23/2009,East Carolina,82,South Dakota St.,73,,-6.26,-8.21,-7.57,-8.86,1,-5.09,,-5.65,-6.39,-4,,
11/23/2009,Purdue,73,Tennessee,72,2,0.72,3.56,6.07,0.21,0,4.31,0,-4.68,-4.57,3,,
11/23/2009,Iowa,60,Texas,85,-15,-12.97,-11.93,-11.36,-15.15,0,-13.16,-15.5,-13.72,-17.41,-7,,
11/23/2009,UC Irvine,56,Texas San Antonio,66,-3,-2.43,-5.31,-0.11,-10.59,0,4.21,-3,-0.14,-7.95,0.01,,
11/23/2009,Wisconsin-Milwaukee,96,Texas St.,77,9,3.96,3.16,3.09,3.4,1,13.3,9,1.11,4.84,-2,,
11/23/2009,Loyola-Chicago,60,Western Michigan,58,0,2.84,0.65,4.71,-3.32,0,5.83,-1.5,1.63,3.19,5,,
11/23/2009,Pittsburgh,68,Wichita St.,55,6,10.62,6.9,7.41,6.5,1,13.81,7.5,10.9,11.11,14,,
11/23/2009,NC Charlotte,88,Yale,74,11.5,8.68,8.72,14.91,3.31,1,11.43,13,6.58,10.84,5,,
11/24/2009,Temple,66,Ball St.,46,17.5,18.05,15.44,13.83,17.04,0,20.91,17,15.87,19.65,21,,
11/24/2009,Western Carolina,73,Binghamton,44,16,6.23,8.8,9.68,7.97,0,4.17,16,11.93,-1.35,5,,
11/24/2009,Eastern Washington,69,Boise St.,82,2,4.07,5.65,3.45,7.91,0,0.46,-5,2.23,6.38,4,,
11/24/2009,Idaho,75,CS Sacramento,61,18.5,17.47,13.76,11.51,16.52,0,22.98,17,14.6,17.18,22,,
11/24/2009,Buffalo,71,Canisius,73,8.5,10.59,12.09,10.33,14.06,0,10.26,8,8.99,5.88,14,,
11/24/2009,Wright St.,69,Central Michigan,53,14.5,16.78,18.86,22.39,15.91,0,15.53,15,16.11,15.76,15,,
11/24/2009,Missouri,99,Chattanooga,56,29,25.74,17.12,12.52,23.4,0,37.31,26,27.57,25.63,28,,
11/24/2009,West Virginia,69,Citadel,50,24,21.73,19.16,19.98,18.42,1,23.07,26,24.91,27,17,,
11/24/2009,CS Northridge,76,Coastal Carolina,69,-1.5,-1.16,-8.27,-9.41,-7.2,1,4.01,-1.5,1.46,2.15,2,,
11/24/2009,Wisconsin-Milwaukee,69,Colgate,60,8.5,8.12,6.1,7.86,5.41,1,14.11,8.5,5.17,9.15,7,,
11/24/2009,Arizona,91,Colorado,87,3.5,12.85,12.35,12.26,12.7,0,15.05,3.5,9.15,11.97,16,,
11/24/2009,Syracuse,88,Cornell,73,13.5,18.62,18.79,17.98,19.52,0,16.37,15,19.12,16.75,22,,
11/24/2009,Siena,90,Delaware,56,19,19.7,18.89,17.45,20.5,0,21.59,15,20.09,17.55,21,,
11/24/2009,Pennsylvania,49,Drexel,58,-4.5,-2.93,-4.02,-4.22,-4.47,0,-3.99,-2.5,-0.82,-3.08,-1,,
11/24/2009,SE Missouri St.,76,Eastern Michigan,86,-8.5,-7.07,-3.11,-0.44,-6.51,0,-13.99,-10,-6.71,-11.77,-3,,
11/24/2009,Yale,69,Elon,65,2,1.33,0.04,-4.76,5.03,1,0.05,2,2.68,1.95,3,,
11/24/2009,Florida,68,Florida St.,52,2.5,0,0.31,1.02,-1.57,0,0.87,8,-3.28,0.99,2,,
11/24/2009,Rice,77,Furman,65,10,10.83,9.96,9.56,10.43,0,9.19,12,11.12,15.68,9,,
11/24/2009,Wisconsin,61,Gonzaga,74,2,5.48,9.32,10.65,8.2,0,9.41,2,1.86,-0.25,3,,
11/24/2009,Utah St.,77,Idaho St.,44,14.5,15.59,12.76,9.72,16.2,0,18.26,14,15.7,16.66,17,,
11/24/2009,Western Kentucky,63,Indiana St.,64,8.5,8.55,6.71,8.82,5.02,0,10.69,8.5,9.74,5.06,12,,
11/24/2009,Cleveland St.,49,Kentucky,73,-12,-5.4,-4.47,-6.43,-2.68,0,-5.11,-13,-9.52,-10.69,2,,
11/24/2009,Tulsa,79,Loyola Marymount,65,15.5,18.75,15.79,17.06,15.05,0,24.89,14.5,17.93,16.56,21,,
11/24/2009,Dartmouth,41,Loyola-Maryland,58,-5.5,-6.36,-8.39,-10.15,-6.81,0,-7.59,-3,-5.68,-7.91,0.01,,
11/24/2009,Cincinnati,69,Maryland,57,-3,-3.83,2.85,9.66,-3.19,0,-4.05,-3,-11.34,-11.06,-3,,
11/24/2009,Hofstra,72,NC Charlotte,80,3.5,2.82,5.18,3.96,6.3,0,3.68,3.5,4.1,-5.11,4,,
11/24/2009,Cal St. Fullerton,84,New Mexico St.,73,5,9.42,18.89,23.15,16.19,0,0.06,4,4.44,6.69,6,,
11/24/2009,Sam Houston St.,71,Oral Roberts,65,,-2.94,-5.92,-10.36,-2.01,1,0.44,,-2.19,-0.54,-3,,
11/24/2009,Texas,78,Pittsburgh,62,8,6.32,6.63,2.86,12.59,0,10.37,8,4.52,1.56,6,,
11/24/2009,George Washington,65,Princeton,50,10.5,14.21,18.37,18.34,18.45,0,9.92,11,18.56,4.98,15,,
11/24/2009,Iowa St.,84,Tennessee St.,53,22.5,25.63,25.88,26.05,26.06,0,30.13,21,24.81,25.74,21,,
11/24/2009,Fairleigh Dickinson,61,Texas San Antonio,75,-8.5,-9.33,-10.66,-11.28,-10.58,0,-6.66,-8.5,-6.3,-12.15,-9,,
11/24/2009,TCU,108,Texas St.,99,16.5,14.1,16.36,17.06,16.47,0,18.35,16.5,13.07,9.66,10,,
11/24/2009,UAB,77,Troy St.,59,9,12.98,15.29,14.32,16.29,0,11.59,9,10.34,10.33,15,,
11/24/2009,Eastern Kentucky,67,UC Irvine,57,8,7.35,7.48,2.31,13.4,1,6.26,8,10.01,4.13,8,,
11/24/2009,Stanford,57,Virginia,52,1.5,0.76,-1.6,-3.84,0.87,0,-3.28,2.5,-0.31,5.11,6,,
11/24/2009,Iowa,57,Wichita St.,74,-3,-1.36,-3.52,-5.43,-1.65,1,0.81,-3,-1.23,0.33,-1,,
11/24/2009,Illinois,78,Wofford,64,13.5,13.38,7.49,5.61,10.53,0,17.35,15,18.18,14.62,14,,
11/25/2009,South Alabama,83,Alcorn St.,67,22.5,23.19,20.08,18.6,23.01,0,26.22,22.5,18.71,23.6,29,,
11/25/2009,Duke,64,Arizona St.,53,9.5,7.69,9.72,10.09,9.73,0,8.36,9,5.78,4.2,8,,
11/25/2009,Louisiana Tech,86,Arkansas-Little Rock,66,9,10.74,10.94,10.63,11.26,0,11.56,5,11.37,10.64,9,,
11/25/2009,Gonzaga,61,Cincinnati,59,1,6.54,5.89,3.42,7.06,0,5.76,3,3.17,3.81,16,,
11/25/2009,Virginia,76,Cleveland St.,65,2.5,6.08,5.37,2.83,8.1,1,8.94,2.5,8.42,6.21,2,,
11/25/2009,Western Carolina,83,Duquesne,77,0,-2.16,-2.44,-4.04,-1.31,0,-6.87,-3.5,9.21,-4.92,-5,,
11/25/2009,UC Irvine,75,Fairleigh Dickinson,54,6,9.29,8.41,9.25,7.56,0,13.75,6,2.65,7.53,15,,
11/25/2009,Oral Roberts,72,Florida A&M,51,,15.7,11.61,11.36,12.49,1,19.59,,15.68,17.05,18,,
11/25/2009,South Florida,76,Kent St.,54,8,8.51,7.04,6.02,8.02,0,11.07,7,9.43,10.51,6,,
11/25/2009,Connecticut,81,LSU,55,7,2.24,-1.13,-0.76,-1.4,1,6.52,10.5,-0.9,4,6,,
11/25/2009,Wisconsin,78,Maryland,69,-2,0.68,3.91,6.19,0.69,1,-1.79,0,-4.02,2.99,0.01,,
11/25/2009,San Francisco,66,Montana St.,70,6.5,6.68,5.97,9.81,2.34,0,5.81,8.5,7.94,6.16,8,,
11/25/2009,Santa Clara,72,Northern Arizona,88,9,7.31,8.25,17.21,-0.18,0,15.38,9,-5.07,11.52,5,,
11/25/2009,Penn St.,87,Sacred Heart,75,16.5,13.23,9,6.15,12.01,0,20.16,16.5,14.37,11.69,15,,
11/25/2009,Rider,68,Sam Houston St.,80,-2,1.9,3.36,5.82,1.2,0,5.85,-2,-0.63,-1.82,1,,
11/25/2009,Pacific,71,San Diego St.,63,-2,0,2.2,4.22,0.56,0,-3.56,-2,-0.84,-0.36,0.01,,
11/25/2009,Kentucky,73,Stanford,65,9.5,7.73,7.23,9.4,5.04,1,8.69,9,8.33,8.92,6,,
11/25/2009,Arkansas St.,80,Tennessee-Martin,66,9,1.8,6.18,6.52,5.83,0,-9.02,7,6.94,0.51,0.01,,
11/25/2009,Eastern Kentucky,74,Texas San Antonio,72,4,3,-1.76,-4.75,0.89,1,4.48,4,9.35,6.06,2,,
11/25/2009,Georgia St.,59,Utah Valley,52,6.5,-2.1,-0.72,-4.16,2.3,1,-0.17,6.5,-5.22,-3.37,-2,,
11/25/2009,Arizona,72,Vanderbilt,84,-4,-0.43,-0.32,-2,1.17,1,-2.6,-3.5,0.01,0.82,0.01,,
11/25/2009,Denver,80,Wyoming,77,6,5.9,5.4,6.23,4.61,0,7.7,3.5,7.4,8.45,1,,
11/26/2009,Baylor,76,Alabama,79,0,3.73,3.64,5.05,2.19,0,0.14,2.5,-0.58,5.58,10,,
11/26/2009,Utah Valley,68,Alcorn St.,53,12,18.33,10.11,7.76,13.67,1,24.97,12,19.75,22.84,21,,
11/26/2009,Michigan,83,Creighton,76,5.5,3.05,-2.06,-2.31,-1.84,1,6.31,5,6.57,5.59,4,,
11/26/2009,Iona,49,Florida St.,54,-13.5,-12.22,-5.68,-0.78,-12.07,0,-14.04,-11.5,-15.04,-18.37,-13,,
11/26/2009,South Alabama,70,Georgia St.,66,4.5,4.58,5.17,7.22,3.16,0,-0.49,5,5,6.62,6,,
11/26/2009,Oklahoma,93,Houston,100,2,3.88,4.84,6.86,2.36,0,6.54,2,-3.35,0.88,10,,
11/26/2009,Xavier,61,Marquette,71,5,10.24,8.58,7.5,11.87,0,12.02,5,11.9,6.14,12,,
11/26/2009,Butler,73,Minnesota,82,-1,1.85,7.29,11.91,1.19,0,1.61,3,-8.98,2.36,3,,
11/26/2009,UCLA,47,Portland,74,4,4.64,2.31,-0.8,5.27,0,5,7,-2.71,6.08,15,,
11/26/2009,Clemson,60,Texas A&M,69,6,10.14,6.3,4.62,9.15,0,6.05,4,18.73,8.28,14,,
11/26/2009,Long Beach St.,62,West Virginia,85,-14.5,-13.88,-7.31,-4.57,-9.93,1,-22.83,-15,-9,-17.95,-19,,
11/27/2009,Florida St.,60,Alabama,51,6,9.52,9.26,7.29,11.87,0,9.23,4.5,9.15,6.58,13,,
11/27/2009,LSU,52,Arizona St.,71,-4,-5.36,-2.16,3.19,-8.41,1,-9.77,0,-9.77,-1.38,-6,,
11/27/2009,Oklahoma St.,68,Bradley,57,8,8.15,6.67,4.48,8.63,1,10.4,5,8.98,9.4,7,,
11/27/2009,Tennessee,86,Charleston,69,26,25.69,20.83,19.44,24.16,0,27.17,23,33.86,25.53,24,,
11/27/2009,Syracuse,85,Columbia,60,25.5,29.15,25.49,25.97,25.02,0,33.62,28,26.65,29.66,34,,
11/27/2009,Duke,68,Connecticut,59,4,8.78,7.84,3.5,12.13,0,9.77,0,13.84,7.43,6,,
11/27/2009,Toledo,60,Cornell,78,-14,-15.82,-15.15,-21.22,-10.91,1,-21.16,-9.5,-13.35,-13.26,-15,,
11/27/2009,Xavier,80,Creighton,67,6.5,13.21,10.43,9.13,14.04,0,11.68,4,14.45,11.98,18,,
11/27/2009,South Florida,78,Florida Atlantic,58,18,21.25,19.28,19.76,18.95,0,28.4,18,22.93,19.47,18,,
11/27/2009,San Diego,72,Houston,65,-3.5,-0.22,4.91,4.35,5.59,0,-2.17,-2.5,-5.4,-0.67,-3,,
11/27/2009,Utah,60,Illinois,58,-8,-2.25,-2.99,-3.21,-3.31,0,-1.42,-8,-11.33,7.78,-2,,
11/27/2009,Baylor,72,Iona,62,5,8.47,4.93,3.37,6.52,0,12.14,5.5,2.26,8.55,18,,
11/27/2009,Saint Louis,54,Iowa St.,65,-9.5,-5.08,-2.06,-0.91,-3.45,1,-5.88,-7,-4.81,-9.41,-6,,
11/27/2009,Georgia,67,Jacksonville St.,64,11.5,10.18,8.62,8.18,9.11,0,15.08,15,4.52,13.21,11,,
11/27/2009,Clemson,87,Long Beach St.,79,12.5,18.34,13.84,8.98,20.53,0,20.71,11,16.15,18.65,25,,
11/27/2009,Michigan,65,Marquette,79,0,-2.2,-2.78,-0.98,-3.97,1,4.17,3,-2.92,-5.5,-4,,
11/27/2009,Florida,77,Michigan St.,74,-4.5,0.42,1.57,-0.98,3.57,0,0.72,-4.5,0.05,-3.82,3,,
11/27/2009,VA Commonwealth,85,Nevada,76,6.5,5.6,1.94,0.13,3.73,0,11.67,8,3.46,3.6,11,,
11/27/2009,Washington St.,78,Nicholls St.,69,15.5,18.16,16.83,16.31,17.65,1,15.97,15.5,21.96,22.08,15,,
11/27/2009,Illinois St.,79,Norfolk St.,66,21.5,18.57,15.47,15.59,16.38,1,20.68,21.5,21.32,21.48,16,,
11/27/2009,Northwestern,72,Notre Dame,58,-6,-0.62,-1.48,-2.28,-0.67,0,2.52,-9,-0.23,-5.07,2,,
11/27/2009,Missouri,66,Old Dominion,61,3.5,8.51,5.21,4.23,7.61,0,9.28,5,5.79,7.16,17,,
11/27/2009,Minnesota,56,Portland,61,8,11,8.54,6.87,10.27,0,13.72,6,10.3,8.81,16,,
11/27/2009,Mississippi St.,62,Richmond,63,3,-0.26,-2.13,-0.82,-3.66,1,0.52,6,-5.49,6.91,1,,
11/27/2009,Massachusetts,75,Rutgers,83,-3,-1.38,-1.74,-3.61,0.17,1,-4.11,-5,0.32,-1.02,0.01,,
11/27/2009,St. Bonaventure,67,SE Missouri St.,44,16,20.86,17.19,14.47,20.16,0,30.51,17,15.88,23.16,21,,
11/27/2009,St. John's,77,Siena,68,-4.5,-1.97,0.53,5.97,-4.26,0,-0.35,-2.5,-3.79,-5.38,-4,,
11/27/2009,Kansas,112,Tennessee Tech,75,35,34.22,27.59,23.52,32.67,0,39.29,34,38.63,38.2,33,,
11/27/2009,West Virginia,73,Texas A&M,66,8.5,3.33,-1.72,-2.86,-0.83,1,8.32,8,6.58,2.75,6,,
11/27/2009,Butler,69,UCLA,67,7,12.16,14.22,13.79,14.63,0,13.42,7,12.27,8.82,10,,
11/27/2009,Georgia Southern,89,Valparaiso,97,1,-4.69,-2.3,-1.83,-2.76,0,-8.92,5,1.26,-11.88,-4,,
11/27/2009,Drexel,74,Vermont,61,4.5,4.68,2.88,-3.2,8.77,0,3.38,4.5,11.72,4.4,3,,
11/27/2009,Temple,61,Virginia Tech,50,5,6.34,7.05,5.21,8.59,0,2.03,3,6.69,7.49,8,,
11/27/2009,BYU,87,Weber St.,70,17.5,20.63,21.22,23.39,19.85,0,22.23,19,22.21,15.07,21,,
11/28/2009,Providence,77,Boston College,82,2,4.88,7.52,8.88,5.95,0,-5.8,0,10.29,5.96,4,,
11/28/2009,Illinois,68,Bradley,72,9,7.74,3.87,-0.72,9.62,1,10.62,10,10.58,9.37,7,,
11/28/2009,Siena,99,Brown,79,17,14.1,9.38,6.73,12.24,1,21.51,17,13.19,15.91,15,,
11/28/2009,Arkansas-Little Rock,71,Cal Poly SLO,62,9,10.49,7.83,9.66,6.14,0,12.26,11,11.14,10.77,13,,
11/28/2009,CS Sacramento,58,Cal Riverside,59,-5,-5.54,-0.76,2,-4.2,0,-9.25,-4,-7.86,-5.93,-8,,
